,NumUniqueAdresses
2011-03-27 18:15:05,3565.0
2011-03-28 18:15:05,5102.0
2011-03-29 18:15:05,4182.0
2011-03-30 18:15:05,2870.0
2011-03-31 18:15:05,3692.0
2011-04-01 18:15:05,2785.0
2011-04-02 18:15:05,2915.0
2011-04-03 18:15:05,2708.0
2011-04-04 18:15:05,3887.0
2011-04-05 18:15:05,3741.0
2011-04-06 18:15:05,3149.0
2011-04-07 18:15:05,3057.0
2011-04-08 18:15:05,2897.0
2011-04-09 18:15:05,3078.0
2011-04-10 18:15:05,2843.0
2011-04-11 18:15:05,3040.0
2011-04-12 18:15:05,3398.0
2011-04-13 18:15:05,3759.0
2011-04-14 18:15:05,5390.0
2011-04-15 18:15:05,3050.0
2011-04-16 18:15:05,3115.0
2011-04-17 18:15:05,3531.0
2011-04-18 18:15:05,3997.0
2011-04-19 18:15:05,5118.0
2011-04-20 18:15:05,4676.0
2011-04-21 18:15:05,3310.0
2011-04-22 18:15:05,3723.0
2011-04-23 18:15:05,3399.0
2011-04-24 18:15:05,4082.0
2011-04-25 18:15:05,4110.0
2011-04-26 18:15:05,4431.0
2011-04-27 18:15:05,6329.0
2011-04-28 18:15:05,5619.0
2011-04-29 18:15:05,5505.0
2011-04-30 18:15:05,6324.0
2011-05-01 18:15:05,7135.0
2011-05-02 18:15:05,4268.0
2011-05-03 18:15:05,5240.0
2011-05-04 18:15:05,5204.0
2011-05-05 18:15:05,5773.0
2011-05-06 18:15:05,5690.0
2011-05-07 18:15:05,6110.0
2011-05-08 18:15:05,4744.0
2011-05-09 18:15:05,6323.0
2011-05-10 18:15:05,5425.0
2011-05-11 18:15:05,5921.0
2011-05-12 18:15:05,4914.0
2011-05-13 18:15:05,7624.0
2011-05-14 18:15:05,7463.0
2011-05-15 18:15:05,7124.0
2011-05-16 18:15:05,9243.0
2011-05-17 18:15:05,9093.0
2011-05-18 18:15:05,9918.0
2011-05-19 18:15:05,11265.0
2011-05-20 18:15:05,9419.0
2011-05-21 18:15:05,9193.0
2011-05-22 18:15:05,9823.0
2011-05-23 18:15:05,10157.0
2011-05-24 18:15:05,10691.0
2011-05-25 18:15:05,12928.0
2011-05-26 18:15:05,12180.0
2011-05-27 18:15:05,9863.0
2011-05-28 18:15:05,9834.0
2011-05-29 18:15:05,9270.0
2011-05-30 18:15:05,10010.0
2011-05-31 18:15:05,12252.0
2011-06-01 18:15:05,11219.0
2011-06-02 18:15:05,12768.0
2011-06-03 18:15:05,14800.0
2011-06-04 18:15:05,16750.0
2011-06-05 18:15:05,14944.0
2011-06-06 18:15:05,17688.0
2011-06-07 18:15:05,15812.0
2011-06-08 18:15:05,20730.0
2011-06-09 18:15:05,22272.0
2011-06-10 18:15:05,21061.0
2011-06-11 18:15:05,20896.0
2011-06-12 18:15:05,21909.0
2011-06-13 18:15:05,22918.0
2011-06-14 18:15:05,23877.0
2011-06-15 18:15:05,26175.0
2011-06-16 18:15:05,22537.0
2011-06-17 18:15:05,22736.0
2011-06-18 18:15:05,23543.0
2011-06-19 18:15:05,23804.0
2011-06-20 18:15:05,23113.0
2011-06-21 18:15:05,19981.0
2011-06-22 18:15:05,24881.0
2011-06-23 18:15:05,22014.0
2011-06-24 18:15:05,22763.0
2011-06-25 18:15:05,19107.0
2011-06-26 18:15:05,20531.0
2011-06-27 18:15:05,24689.0
2011-06-28 18:15:05,22877.0
2011-06-29 18:15:05,21640.0
2011-06-30 18:15:05,20088.0
2011-07-01 18:15:05,25731.0
2011-07-02 18:15:05,31999.0
2011-07-03 18:15:05,19140.0
2011-07-04 18:15:05,20364.0
2011-07-05 18:15:05,17861.0
2011-07-06 18:15:05,23786.0
2011-07-07 18:15:05,20579.0
2011-07-08 18:15:05,19803.0
2011-07-09 18:15:05,20921.0
2011-07-10 18:15:05,25941.0
2011-07-11 18:15:05,20304.0
2011-07-12 18:15:05,20971.0
2011-07-13 18:15:05,24854.0
2011-07-14 18:15:05,25498.0
2011-07-15 18:15:05,21025.0
2011-07-16 18:15:05,21029.0
2011-07-17 18:15:05,22354.0
2011-07-18 18:15:05,19515.0
2011-07-19 18:15:05,23514.0
2011-07-20 18:15:05,21109.0
2011-07-21 18:15:05,22713.0
2011-07-22 18:15:05,21044.0
2011-07-23 18:15:05,19698.0
2011-07-24 18:15:05,20708.0
2011-07-25 18:15:05,22766.0
2011-07-26 18:15:05,21078.0
2011-07-27 18:15:05,20882.0
2011-07-28 18:15:05,22225.0
2011-07-29 18:15:05,20440.0
2011-07-30 18:15:05,18672.0
2011-07-31 18:15:05,20480.0
2011-08-01 18:15:05,21414.0
2011-08-02 18:15:05,19473.0
2011-08-03 18:15:05,15703.0
2011-08-04 18:15:05,15681.0
2011-08-05 18:15:05,18013.0
2011-08-06 18:15:05,18171.0
2011-08-07 18:15:05,17200.0
2011-08-08 18:15:05,18130.0
2011-08-09 18:15:05,20864.0
2011-08-10 18:15:05,16769.0
2011-08-11 18:15:05,16032.0
2011-08-12 18:15:05,14031.0
2011-08-13 18:15:05,15861.0
2011-08-14 18:15:05,19243.0
2011-08-15 18:15:05,16500.0
2011-08-16 18:15:05,16666.0
2011-08-17 18:15:05,16997.0
2011-08-18 18:15:05,18383.0
2011-08-19 18:15:05,20161.0
2011-08-20 18:15:05,19019.0
2011-08-21 18:15:05,18708.0
2011-08-22 18:15:05,21602.0
2011-08-23 18:15:05,21892.0
2011-08-24 18:15:05,17886.0
2011-08-25 18:15:05,18626.0
2011-08-26 18:15:05,19914.0
2011-08-27 18:15:05,16681.0
2011-08-28 18:15:05,16239.0
2011-08-29 18:15:05,17103.0
2011-08-30 18:15:05,14933.0
2011-08-31 18:15:05,14550.0
2011-09-01 18:15:05,13820.0
2011-09-02 18:15:05,13891.0
2011-09-03 18:15:05,12731.0
2011-09-04 18:15:05,14161.0
2011-09-05 18:15:05,15971.0
2011-09-06 18:15:05,15194.0
2011-09-07 18:15:05,14446.0
2011-09-08 18:15:05,13362.0
2011-09-09 18:15:05,13930.0
2011-09-10 18:15:05,13186.0
2011-09-11 18:15:05,12955.0
2011-09-12 18:15:05,12932.0
2011-09-13 18:15:05,13053.0
2011-09-14 18:15:05,13152.0
2011-09-15 18:15:05,11956.0
2011-09-16 18:15:05,12058.0
2011-09-17 18:15:05,12148.0
2011-09-18 18:15:05,11736.0
2011-09-19 18:15:05,12541.0
2011-09-20 18:15:05,18459.0
2011-09-21 18:15:05,13872.0
2011-09-22 18:15:05,14757.0
2011-09-23 18:15:05,17019.0
2011-09-24 18:15:05,17662.0
2011-09-25 18:15:05,17523.0
2011-09-26 18:15:05,17160.0
2011-09-27 18:15:05,16854.0
2011-09-28 18:15:05,11610.0
2011-09-29 18:15:05,10806.0
2011-09-30 18:15:05,11409.0
2011-10-01 18:15:05,10969.0
2011-10-02 18:15:05,10163.0
2011-10-03 18:15:05,11545.0
2011-10-04 18:15:05,10079.0
2011-10-05 18:15:05,12453.0
2011-10-06 18:15:05,11909.0
2011-10-07 18:15:05,11289.0
2011-10-08 18:15:05,10939.0
2011-10-09 18:15:05,10976.0
2011-10-10 18:15:05,10553.0
2011-10-11 18:15:05,11523.0
2011-10-12 18:15:05,12312.0
2011-10-13 18:15:05,9294.0
2011-10-14 18:15:05,10647.0
2011-10-15 18:15:05,11551.0
2011-10-16 18:15:05,9706.0
2011-10-17 18:15:05,11136.0
2011-10-18 18:15:05,10981.0
2011-10-19 18:15:05,9684.0
2011-10-20 18:15:05,8801.0
2011-10-21 18:15:05,10518.0
2011-10-22 18:15:05,9425.0
2011-10-23 18:15:05,10417.0
2011-10-24 18:15:05,11390.0
2011-10-25 18:15:05,10830.0
2011-10-26 18:15:05,10204.0
2011-10-27 18:15:05,9527.0
2011-10-28 18:15:05,9752.0
2011-10-29 18:15:05,11058.0
2011-10-30 18:15:05,9259.0
2011-10-31 18:15:05,9725.0
2011-11-01 18:15:05,10403.0
2011-11-02 18:15:05,10673.0
2011-11-03 18:15:05,10207.0
2011-11-04 18:15:05,11518.0
2011-11-05 18:15:05,12548.0
2011-11-06 18:15:05,9641.0
2011-11-07 18:15:05,10269.0
2011-11-08 18:15:05,10896.0
2011-11-09 18:15:05,12174.0
2011-11-10 18:15:05,11557.0
2011-11-11 18:15:05,10074.0
2011-11-12 18:15:05,10156.0
2011-11-13 18:15:05,9589.0
2011-11-14 18:15:05,10726.0
2011-11-15 18:15:05,11798.0
2011-11-16 18:15:05,10639.0
2011-11-17 18:15:05,10600.0
2011-11-18 18:15:05,9438.0
2011-11-19 18:15:05,8745.0
2011-11-20 18:15:05,8068.0
2011-11-21 18:15:05,8487.0
2011-11-22 18:15:05,8795.0
2011-11-23 18:15:05,8805.0
2011-11-24 18:15:05,8310.0
2011-11-25 18:15:05,9336.0
2011-11-26 18:15:05,8122.0
2011-11-27 18:15:05,8141.0
2011-11-28 18:15:05,9939.0
2011-11-29 18:15:05,11164.0
2011-11-30 18:15:05,10512.0
2011-12-01 18:15:05,11715.0
2011-12-02 18:15:05,10589.0
2011-12-03 18:15:05,9426.0
2011-12-04 18:15:05,9094.0
2011-12-05 18:15:05,10411.0
2011-12-06 18:15:05,11341.0
2011-12-07 18:15:05,10988.0
2011-12-08 18:15:05,9481.0
2011-12-09 18:15:05,9524.0
2011-12-10 18:15:05,9793.0
2011-12-11 18:15:05,8549.0
2011-12-12 18:15:05,8547.0
2011-12-13 18:15:05,9008.0
2011-12-14 18:15:05,9943.0
2011-12-15 18:15:05,8700.0
2011-12-16 18:15:05,8365.0
2011-12-17 18:15:05,7780.0
2011-12-18 18:15:05,7873.0
2011-12-19 18:15:05,8828.0
2011-12-20 18:15:05,10966.0
2011-12-21 18:15:05,9328.0
2011-12-22 18:15:05,9669.0
2011-12-23 18:15:05,9685.0
2011-12-24 18:15:05,7849.0
2011-12-25 18:15:05,8775.0
2011-12-26 18:15:05,9053.0
2011-12-27 18:15:05,9312.0
2011-12-28 18:15:05,8289.0
2011-12-29 18:15:05,8731.0
2011-12-30 18:15:05,8353.0
2011-12-31 18:15:05,8668.0
2012-01-01 18:15:05,7701.0
2012-01-02 18:15:05,9669.0
2012-01-03 18:15:05,9207.0
2012-01-04 18:15:05,9255.0
2012-01-05 18:15:05,11542.0
2012-01-06 18:15:05,11043.0
2012-01-07 18:15:05,9902.0
2012-01-08 18:15:05,10516.0
2012-01-09 18:15:05,10229.0
2012-01-10 18:15:05,11080.0
2012-01-11 18:15:05,12031.0
2012-01-12 18:15:05,11184.0
2012-01-13 18:15:05,11096.0
2012-01-14 18:15:05,10567.0
2012-01-15 18:15:05,11200.0
2012-01-16 18:15:05,11207.0
2012-01-17 18:15:05,11033.0
2012-01-18 18:15:05,11962.0
2012-01-19 18:15:05,10970.0
2012-01-20 18:15:05,11045.0
2012-01-21 18:15:05,10759.0
2012-01-22 18:15:05,8918.0
2012-01-23 18:15:05,10161.0
2012-01-24 18:15:05,11338.0
2012-01-25 18:15:05,12942.0
2012-01-26 18:15:05,11098.0
2012-01-27 18:15:05,10852.0
2012-01-28 18:15:05,10498.0
2012-01-29 18:15:05,10772.0
2012-01-30 18:15:05,10175.0
2012-01-31 18:15:05,11376.0
2012-02-01 18:15:05,11855.0
2012-02-02 18:15:05,12071.0
2012-02-03 18:15:05,12407.0
2012-02-04 18:15:05,12959.0
2012-02-05 18:15:05,11232.0
2012-02-06 18:15:05,10914.0
2012-02-07 18:15:05,10983.0
2012-02-08 18:15:05,11209.0
2012-02-09 18:15:05,11806.0
2012-02-10 18:15:05,12310.0
2012-02-11 18:15:05,12079.0
2012-02-12 18:15:05,11301.0
2012-02-13 18:15:05,12245.0
2012-02-14 18:15:05,14695.0
2012-02-15 18:15:05,14215.0
2012-02-16 18:15:05,14299.0
2012-02-17 18:15:05,11991.0
2012-02-18 18:15:05,11605.0
2012-02-19 18:15:05,10536.0
2012-02-20 18:15:05,10712.0
2012-02-21 18:15:05,11125.0
2012-02-22 18:15:05,12333.0
2012-02-23 18:15:05,13080.0
2012-02-24 18:15:05,12673.0
2012-02-25 18:15:05,11532.0
2012-02-26 18:15:05,10278.0
2012-02-27 18:15:05,11131.0
2012-02-28 18:15:05,11726.0
2012-02-29 18:15:05,12087.0
2012-03-01 18:15:05,12079.0
2012-03-02 18:15:05,13152.0
2012-03-03 18:15:05,10220.0
2012-03-04 18:15:05,11319.0
2012-03-05 18:15:05,12425.0
2012-03-06 18:15:05,11913.0
2012-03-07 18:15:05,11591.0
2012-03-08 18:15:05,12250.0
2012-03-09 18:15:05,11826.0
2012-03-10 18:15:05,10915.0
2012-03-11 18:15:05,9925.0
2012-03-12 18:15:05,10385.0
2012-03-13 18:15:05,12352.0
2012-03-14 18:15:05,12273.0
2012-03-15 18:15:05,12046.0
2012-03-16 18:15:05,11928.0
2012-03-17 18:15:05,13116.0
2012-03-18 18:15:05,10606.0
2012-03-19 18:15:05,11743.0
2012-03-20 18:15:05,11698.0
2012-03-21 18:15:05,12291.0
2012-03-22 18:15:05,12360.0
2012-03-23 18:15:05,10829.0
2012-03-24 18:15:05,11385.0
2012-03-25 18:15:05,10821.0
2012-03-26 18:15:05,11226.0
2012-03-27 18:15:05,11432.0
2012-03-28 18:15:05,12371.0
2012-03-29 18:15:05,12719.0
2012-03-30 18:15:05,12480.0
2012-03-31 18:15:05,11040.0
2012-04-01 18:15:05,9586.0
2012-04-02 18:15:05,10766.0
2012-04-03 18:15:05,13073.0
2012-04-04 18:15:05,12774.0
2012-04-05 18:15:05,11946.0
2012-04-06 18:15:05,12300.0
2012-04-07 18:15:05,11003.0
2012-04-08 18:15:05,10863.0
2012-04-09 18:15:05,10799.0
2012-04-10 18:15:05,13688.0
2012-04-11 18:15:05,13265.0
2012-04-12 18:15:05,14415.0
2012-04-13 18:15:05,12853.0
2012-04-14 18:15:05,13306.0
2012-04-15 18:15:05,12285.0
2012-04-16 18:15:05,13624.0
2012-04-17 18:15:05,14357.0
2012-04-18 18:15:05,13860.0
2012-04-19 18:15:05,13885.0
2012-04-20 18:15:05,13626.0
2012-04-21 18:15:05,14018.0
2012-04-22 18:15:05,11561.0
2012-04-23 18:15:05,12471.0
2012-04-24 18:15:05,12541.0
2012-04-25 18:15:05,13879.0
2012-04-26 18:15:05,14567.0
2012-04-27 18:15:05,12887.0
2012-04-28 18:15:05,12306.0
2012-04-29 18:15:05,12863.0
2012-04-30 18:15:05,14525.0
2012-05-01 18:15:05,15610.0
2012-05-02 18:15:05,14824.0
2012-05-03 18:15:05,17151.0
2012-05-04 18:15:05,17877.0
2012-05-05 18:15:05,16679.0
2012-05-06 18:15:05,15598.0
2012-05-07 18:15:05,19235.0
2012-05-08 18:15:05,19674.0
2012-05-09 18:15:05,20332.0
2012-05-10 18:15:05,17330.0
2012-05-11 18:15:05,17977.0
2012-05-12 18:15:05,21047.0
2012-05-13 18:15:05,16837.0
2012-05-14 18:15:05,26853.0
2012-05-15 18:15:05,22051.0
2012-05-16 18:15:05,20909.0
2012-05-17 18:15:05,17048.0
2012-05-18 18:15:05,20911.0
2012-05-19 18:15:05,28460.0
2012-05-20 18:15:05,25560.0
2012-05-21 18:15:05,23727.0
2012-05-22 18:15:05,22830.0
2012-05-23 18:15:05,23849.0
2012-05-24 18:15:05,22814.0
2012-05-25 18:15:05,24436.0
2012-05-26 18:15:05,21295.0
2012-05-27 18:15:05,19795.0
2012-05-28 18:15:05,24424.0
2012-05-29 18:15:05,26445.0
2012-05-30 18:15:05,23184.0
2012-05-31 18:15:05,21952.0
2012-06-01 18:15:05,23238.0
2012-06-02 18:15:05,18762.0
2012-06-03 18:15:05,22565.0
2012-06-04 18:15:05,32189.0
2012-06-05 18:15:05,34449.0
2012-06-06 18:15:05,20500.0
2012-06-07 18:15:05,26044.0
2012-06-08 18:15:05,23625.0
2012-06-09 18:15:05,24654.0
2012-06-10 18:15:05,26535.0
2012-06-11 18:15:05,27456.0
2012-06-12 18:15:05,18916.0
2012-06-13 18:15:05,35054.0
2012-06-14 18:15:05,37395.0
2012-06-15 18:15:05,39031.0
2012-06-16 18:15:05,34580.0
2012-06-17 18:15:05,30521.0
2012-06-18 18:15:05,31363.0
2012-06-19 18:15:05,30103.0
2012-06-20 18:15:05,25912.0
2012-06-21 18:15:05,22814.0
2012-06-22 18:15:05,23645.0
2012-06-23 18:15:05,22670.0
2012-06-24 18:15:05,21800.0
2012-06-25 18:15:05,25287.0
2012-06-26 18:15:05,30371.0
2012-06-27 18:15:05,29665.0
2012-06-28 18:15:05,27355.0
2012-06-29 18:15:05,25246.0
2012-06-30 18:15:05,27258.0
2012-07-01 18:15:05,23260.0
2012-07-02 18:15:05,30158.0
2012-07-03 18:15:05,26804.0
2012-07-04 18:15:05,24790.0
2012-07-05 18:15:05,22083.0
2012-07-06 18:15:05,22262.0
2012-07-07 18:15:05,26033.0
2012-07-08 18:15:05,22403.0
2012-07-09 18:15:05,24678.0
2012-07-10 18:15:05,30219.0
2012-07-11 18:15:05,27370.0
2012-07-12 18:15:05,27972.0
2012-07-13 18:15:05,24266.0
2012-07-14 18:15:05,24426.0
2012-07-15 18:15:05,24339.0
2012-07-16 18:15:05,28370.0
2012-07-17 18:15:05,33380.0
2012-07-18 18:15:05,27537.0
2012-07-19 18:15:05,28008.0
2012-07-20 18:15:05,28822.0
2012-07-21 18:15:05,31248.0
2012-07-22 18:15:05,28132.0
2012-07-23 18:15:05,35299.0
2012-07-24 18:15:05,29817.0
2012-07-25 18:15:05,26521.0
2012-07-26 18:15:05,25872.0
2012-07-27 18:15:05,25871.0
2012-07-28 18:15:05,31154.0
2012-07-29 18:15:05,26862.0
2012-07-30 18:15:05,30168.0
2012-07-31 18:15:05,37314.0
2012-08-01 18:15:05,38959.0
2012-08-02 18:15:05,32741.0
2012-08-03 18:15:05,29197.0
2012-08-04 18:15:05,28179.0
2012-08-05 18:15:05,28698.0
2012-08-06 18:15:05,33954.0
2012-08-07 18:15:05,32197.0
2012-08-08 18:15:05,35918.0
2012-08-09 18:15:05,34940.0
2012-08-10 18:15:05,29288.0
2012-08-11 18:15:05,27985.0
2012-08-12 18:15:05,30165.0
2012-08-13 18:15:05,41509.0
2012-08-14 18:15:05,34362.0
2012-08-15 18:15:05,36444.0
2012-08-16 18:15:05,47362.0
2012-08-17 18:15:05,45775.0
2012-08-18 18:15:05,41427.0
2012-08-19 18:15:05,32820.0
2012-08-20 18:15:05,34086.0
2012-08-21 18:15:05,40498.0
2012-08-22 18:15:05,39189.0
2012-08-23 18:15:05,34809.0
2012-08-24 18:15:05,34511.0
2012-08-25 18:15:05,33067.0
2012-08-26 18:15:05,28168.0
2012-08-27 18:15:05,30516.0
2012-08-28 18:15:05,32138.0
2012-08-29 18:15:05,32378.0
2012-08-30 18:15:05,26377.0
2012-08-31 18:15:05,37505.0
2012-09-01 18:15:05,39715.0
2012-09-02 18:15:05,28708.0
2012-09-03 18:15:05,29237.0
2012-09-04 18:15:05,31358.0
2012-09-05 18:15:05,33850.0
2012-09-06 18:15:05,38202.0
2012-09-07 18:15:05,31911.0
2012-09-08 18:15:05,30088.0
2012-09-09 18:15:05,33631.0
2012-09-10 18:15:05,28826.0
2012-09-11 18:15:05,36043.0
2012-09-12 18:15:05,29944.0
2012-09-13 18:15:05,27663.0
2012-09-14 18:15:05,30426.0
2012-09-15 18:15:05,26871.0
2012-09-16 18:15:05,24913.0
2012-09-17 18:15:05,26956.0
2012-09-18 18:15:05,31239.0
2012-09-19 18:15:05,32351.0
2012-09-20 18:15:05,41220.0
2012-09-21 18:15:05,29455.0
2012-09-22 18:15:05,22976.0
2012-09-23 18:15:05,22048.0
2012-09-24 18:15:05,26499.0
2012-09-25 18:15:05,31768.0
2012-09-26 18:15:05,37569.0
2012-09-27 18:15:05,32067.0
2012-09-28 18:15:05,35047.0
2012-09-29 18:15:05,29803.0
2012-09-30 18:15:05,25781.0
2012-10-01 18:15:05,29541.0
2012-10-02 18:15:05,35169.0
2012-10-03 18:15:05,35365.0
2012-10-04 18:15:05,35434.0
2012-10-05 18:15:05,34539.0
2012-10-06 18:15:05,34398.0
2012-10-07 18:15:05,30653.0
2012-10-08 18:15:05,37625.0
2012-10-09 18:15:05,37794.0
2012-10-10 18:15:05,37830.0
2012-10-11 18:15:05,32004.0
2012-10-12 18:15:05,32832.0
2012-10-13 18:15:05,33228.0
2012-10-14 18:15:05,30494.0
2012-10-15 18:15:05,32370.0
2012-10-16 18:15:05,31951.0
2012-10-17 18:15:05,33554.0
2012-10-18 18:15:05,34489.0
2012-10-19 18:15:05,32236.0
2012-10-20 18:15:05,31187.0
2012-10-21 18:15:05,31535.0
2012-10-22 18:15:05,29410.0
2012-10-23 18:15:05,33577.0
2012-10-24 18:15:05,33269.0
2012-10-25 18:15:05,27911.0
2012-10-26 18:15:05,29737.0
2012-10-27 18:15:05,22726.0
2012-10-28 18:15:05,21318.0
2012-10-29 18:15:05,21429.0
2012-10-30 18:15:05,26964.0
2012-10-31 18:15:05,26412.0
2012-11-01 18:15:05,23811.0
2012-11-02 18:15:05,26334.0
2012-11-03 18:15:05,26548.0
2012-11-04 18:15:05,22368.0
2012-11-05 18:15:05,27968.0
2012-11-06 18:15:05,28560.0
2012-11-07 18:15:05,34011.0
2012-11-08 18:15:05,30564.0
2012-11-09 18:15:05,28883.0
2012-11-10 18:15:05,24961.0
2012-11-11 18:15:05,21483.0
2012-11-12 18:15:05,26835.0
2012-11-13 18:15:05,23713.0
2012-11-14 18:15:05,27765.0
2012-11-15 18:15:05,34437.0
2012-11-16 18:15:05,33886.0
2012-11-17 18:15:05,45125.0
2012-11-18 18:15:05,32677.0
2012-11-19 18:15:05,34545.0
2012-11-20 18:15:05,34632.0
2012-11-21 18:15:05,34618.0
2012-11-22 18:15:05,32823.0
2012-11-23 18:15:05,26731.0
2012-11-24 18:15:05,27215.0
2012-11-25 18:15:05,27411.0
2012-11-26 18:15:05,28774.0
2012-11-27 18:15:05,31418.0
2012-11-28 18:15:05,33542.0
2012-11-29 18:15:05,32816.0
2012-11-30 18:15:05,27705.0
2012-12-01 18:15:05,29164.0
2012-12-02 18:15:05,21186.0
2012-12-03 18:15:05,23333.0
2012-12-04 18:15:05,26758.0
2012-12-05 18:15:05,32849.0
2012-12-06 18:15:05,29988.0
2012-12-07 18:15:05,29236.0
2012-12-08 18:15:05,29214.0
2012-12-09 18:15:05,29112.0
2012-12-10 18:15:05,26865.0
2012-12-11 18:15:05,28917.0
2012-12-12 18:15:05,30888.0
2012-12-13 18:15:05,33996.0
2012-12-14 18:15:05,33491.0
2012-12-15 18:15:05,27511.0
2012-12-16 18:15:05,28933.0
2012-12-17 18:15:05,32044.0
2012-12-18 18:15:05,38406.0
2012-12-19 18:15:05,36002.0
2012-12-20 18:15:05,30200.0
2012-12-21 18:15:05,32608.0
2012-12-22 18:15:05,43693.0
2012-12-23 18:15:05,32573.0
2012-12-24 18:15:05,29026.0
2012-12-25 18:15:05,25045.0
2012-12-26 18:15:05,24110.0
2012-12-27 18:15:05,27812.0
2012-12-28 18:15:05,31561.0
2012-12-29 18:15:05,30563.0
2012-12-30 18:15:05,35482.0
2012-12-31 18:15:05,29019.0
2013-01-01 18:15:05,26713.0
2013-01-02 18:15:05,33739.0
2013-01-03 18:15:05,38262.0
2013-01-04 18:15:05,37428.0
2013-01-05 18:15:05,41926.0
2013-01-06 18:15:05,33185.0
2013-01-07 18:15:05,39233.0
2013-01-08 18:15:05,36996.0
2013-01-09 18:15:05,40935.0
2013-01-10 18:15:05,43702.0
2013-01-11 18:15:05,48496.0
2013-01-12 18:15:05,37486.0
2013-01-13 18:15:05,40823.0
2013-01-14 18:15:05,32734.0
2013-01-15 18:15:05,46112.0
2013-01-16 18:15:05,45312.0
2013-01-17 18:15:05,42042.0
2013-01-18 18:15:05,44445.0
2013-01-19 18:15:05,38673.0
2013-01-20 18:15:05,34725.0
2013-01-21 18:15:05,32882.0
2013-01-22 18:15:05,37266.0
2013-01-23 18:15:05,36782.0
2013-01-24 18:15:05,39004.0
2013-01-25 18:15:05,39799.0
2013-01-26 18:15:05,40491.0
2013-01-27 18:15:05,40004.0
2013-01-28 18:15:05,42353.0
2013-01-29 18:15:05,41643.0
2013-01-30 18:15:05,36938.0
2013-01-31 18:15:05,34477.0
2013-02-01 18:15:05,47420.0
2013-02-02 18:15:05,45504.0
2013-02-03 18:15:05,41758.0
2013-02-04 18:15:05,41685.0
2013-02-05 18:15:05,48193.0
2013-02-06 18:15:05,42634.0
2013-02-07 18:15:05,44112.0
2013-02-08 18:15:05,46037.0
2013-02-09 18:15:05,39368.0
2013-02-10 18:15:05,45554.0
2013-02-11 18:15:05,41240.0
2013-02-12 18:15:05,41227.0
2013-02-13 18:15:05,40152.0
2013-02-14 18:15:05,39268.0
2013-02-15 18:15:05,39955.0
2013-02-16 18:15:05,37901.0
2013-02-17 18:15:05,36500.0
2013-02-18 18:15:05,36918.0
2013-02-19 18:15:05,39259.0
2013-02-20 18:15:05,39597.0
2013-02-21 18:15:05,42228.0
2013-02-22 18:15:05,43549.0
2013-02-23 18:15:05,41330.0
2013-02-24 18:15:05,41919.0
2013-02-25 18:15:05,43083.0
2013-02-26 18:15:05,45961.0
2013-02-27 18:15:05,44197.0
2013-02-28 18:15:05,43778.0
2013-03-01 18:15:05,51127.0
2013-03-02 18:15:05,40918.0
2013-03-03 18:15:05,34273.0
2013-03-04 18:15:05,40375.0
2013-03-05 18:15:05,45553.0
2013-03-06 18:15:05,52412.0
2013-03-07 18:15:05,51281.0
2013-03-08 18:15:05,48391.0
2013-03-09 18:15:05,41355.0
2013-03-10 18:15:05,45331.0
2013-03-11 18:15:05,42498.0
2013-03-12 18:15:05,39137.0
2013-03-13 18:15:05,54264.0
2013-03-14 18:15:05,47557.0
2013-03-15 18:15:05,51067.0
2013-03-16 18:15:05,42592.0
2013-03-17 18:15:05,41008.0
2013-03-18 18:15:05,42920.0
2013-03-19 18:15:05,52355.0
2013-03-20 18:15:05,49153.0
2013-03-21 18:15:05,51230.0
2013-03-22 18:15:05,58318.0
2013-03-23 18:15:05,50716.0
2013-03-24 18:15:05,57950.0
2013-03-25 18:15:05,51092.0
2013-03-26 18:15:05,56598.0
2013-03-27 18:15:05,56615.0
2013-03-28 18:15:05,65540.0
2013-03-29 18:15:05,69638.0
2013-03-30 18:15:05,60390.0
2013-03-31 18:15:05,49192.0
2013-04-01 18:15:05,55367.0
2013-04-02 18:15:05,70819.0
2013-04-03 18:15:05,85804.0
2013-04-04 18:15:05,86046.0
2013-04-05 18:15:05,82343.0
2013-04-06 18:15:05,68732.0
2013-04-07 18:15:05,74149.0
2013-04-08 18:15:05,93700.0
2013-04-09 18:15:05,85063.0
2013-04-10 18:15:05,102016.0
2013-04-11 18:15:05,100830.0
2013-04-12 18:15:05,87352.0
2013-04-13 18:15:05,72076.0
2013-04-14 18:15:05,57080.0
2013-04-15 18:15:05,80731.0
2013-04-16 18:15:05,79311.0
2013-04-17 18:15:05,84698.0
2013-04-18 18:15:05,72737.0
2013-04-19 18:15:05,87326.0
2013-04-20 18:15:05,61190.0
2013-04-21 18:15:05,59238.0
2013-04-22 18:15:05,77777.0
2013-04-23 18:15:05,72900.0
2013-04-24 18:15:05,85420.0
2013-04-25 18:15:05,73729.0
2013-04-26 18:15:05,74621.0
2013-04-27 18:15:05,62711.0
2013-04-28 18:15:05,107554.0
2013-04-29 18:15:05,73687.0
2013-04-30 18:15:05,60887.0
2013-05-01 18:15:05,61672.0
2013-05-02 18:15:05,67744.0
2013-05-03 18:15:05,70210.0
2013-05-04 18:15:05,56115.0
2013-05-05 18:15:05,55974.0
2013-05-06 18:15:05,64381.0
2013-05-07 18:15:05,89457.0
2013-05-08 18:15:05,95352.0
2013-05-09 18:15:05,70728.0
2013-05-10 18:15:05,72244.0
2013-05-11 18:15:05,67240.0
