"OutputVolume","seasonal","trend","remainder"
389637.530959,-41516.9915177454,278320.792342341,152833.730134405
371051.092433,3208.13296795647,324029.703777369,43813.2556876749
453881.760451,3208.13296795647,358190.374104984,92483.2533780597
429374.466928,3208.13296795647,392351.044432599,33815.2895274443
466382.160727,3208.13296795647,414268.83804837,48905.1897106738
324504.731085,-44478.4718290684,436186.63166414,-67203.4287500718
312208.711312,-44478.4718290684,448004.211755539,-91317.0286144703
296865.679824,-44478.4718290684,459821.791846937,-118477.640193869
333200.945085,-44478.4718290684,468457.616102312,-90778.1991882431
339241.228645,-113444.512944599,477093.440357686,-24407.6987680873
306799.872482,-113444.512944599,485867.31646374,-65622.9310371412
270082.897103,-113444.512944599,494641.192569794,-111113.782522195
402600.001817,-113444.512944599,499648.789805242,16395.724956357
233069.900188,-131700.969876869,504656.38704069,-139885.51697582
451457.189339,-131700.969876869,513211.691993152,69946.4672227171
406424.715152,-131700.969876869,521766.996945615,16358.6880832547
274846.112574,-131700.969876869,534477.742998465,-127930.660547596
321171.850586,-133072.558459434,547188.489051316,-92944.0800058818
446049.831816,-133072.558459434,555438.710939122,23683.679336312
615136.934867,-133072.558459434,563688.932826928,184520.560499506
557222.73155,-133072.558459434,572795.83390968,117499.456099754
417449.301421,-137731.38683612,581902.734992432,-26722.0467353117
354032.32128,-137731.38683612,579381.116625011,-87617.4085088911
354289.43381,-137731.38683612,576859.498257591,-84838.6776114706
616114.909277,-137731.38683612,569539.228045145,184307.068067975
464194.278272,-155878.973927484,562218.957832699,57854.294366785
467306.395224,-155878.973927484,559916.940594298,63268.4285571858
217988.154338,-155878.973927484,557614.923355897,-183747.795090413
226517.563701,-155878.973927484,543218.858772178,-160822.321143694
671779.713637,-126097.246058058,528822.794188459,269054.165506599
403170.84735,-126097.246058058,508372.920489003,20895.172919055
357650.877977,-126097.246058058,487923.046789547,-4174.92275448877
346464.874466,-126097.246058058,475566.840351425,-3004.71982736711
368120.7916,-128098.735209981,463210.633913303,33008.8928966773
242378.312554,-128098.735209981,444796.66277247,-74319.6150084892
234510.824983,-128098.735209981,426382.691631637,-63773.1314386559
864461.936361,-128098.735209981,412440.411241793,580120.260329188
1193440.33258,-166107.501851979,398498.130851949,961049.703580029
389487.380272,-166107.501851979,396477.329698209,159117.55242577
333985.952732,-166107.501851979,394456.528544468,105636.92603951
259102.755947,-166107.501851979,403748.024928754,21462.2328702243
275344.199865,-198622.801715207,413039.52131304,60927.4802671666
312461.389019,-198622.801715207,420502.733821591,90581.4569126159
385370.903002,-198622.801715207,427965.946330141,156027.758387065
1877613.01145,-198622.801715207,618804.495252691,1457431.31791252
2858886.19691,-185071.409286437,809643.04417524,2234314.5620212
5136996.58082,-185071.409286437,922462.537601475,4399605.45250496
4105280.90542,-185071.409286437,1035282.03102771,3255070.28367873
1958849.41288,-185071.409286437,1212291.19587736,931629.626289075
1796249.4371,-154579.026590599,1389300.36072701,561528.102963586
3512090.68949,-154579.026590599,1438740.46698781,2227929.24909279
1556254.49198,-154579.026590599,1488180.5732486,222652.945321999
1481015.67153,-154579.026590599,1494672.30692226,140922.391198335
676349.73159,-199967.547638081,1501164.04059593,-624846.761367848
2154058.3638,-199967.547638081,1508248.73432262,845777.177115459
1799564.62094,-199967.547638081,1515333.42804931,484198.740528767
3976959.62017,-199967.547638081,1546907.41167698,2630019.7561311
3011316.72739,-194017.513645967,1578481.39530464,1626852.84573132
5874122.08393,-194017.513645967,1607515.08392954,4460624.51364643
3247186.58629,-194017.513645967,1636548.77255443,1804655.32738154
4672086.59002,-194017.513645967,1636548.77255443,3229555.33111154
4034195.81939,-159656.792625663,1636548.77255443,2557303.83946124
3364466.2961,-159656.792625663,1115768.6026537,2408354.48607196
2092723.78582,-159656.792625663,594988.432752983,1657392.14569268
7369513.04656,-159656.792625663,589954.631560959,6939215.2076247
5591453.63409,-235547.96766138,584920.830368935,5242080.77138244
4750151.41584,-235547.96766138,542121.328745771,4443578.05475561
2578945.79109,-235547.96766138,499321.827122606,2315171.93162877
1146907.37714,-235547.96766138,465881.151903963,916574.192897417
908804.148718,-269567.57074643,432440.476685321,745931.24277911
780887.058257,-269567.57074643,409898.205882955,640556.423120475
415686.930065,-269567.57074643,387355.93508059,297898.56573084
414644.02245,-269567.57074643,368786.223816558,315425.369379872
460923.223167,-215933.63306852,350216.512552527,326640.343682994
434633.624399,-215933.63306852,350011.070775242,300556.186692279
427685.75637,-215933.63306852,349805.628997957,293813.760440564
310832.271208,-215933.63306852,365325.734556134,161440.169720387
456568.669616,-203937.413457567,380845.840114311,279660.242959256
487765.091405,-203937.413457567,400702.666435239,290999.838427328
608602.022159,-203937.413457567,420559.492756167,391979.9428604
497996.019286,-203937.413457567,443288.365520331,258645.067223236
293820.117057,-195081.799323405,466017.238284495,22884.6780959105
278028.547231,-195081.799323405,490759.430394146,-17649.0838397408
316815.853511,-195081.799323405,515501.622503797,-3603.96966939198
383673.998344,-195081.799323405,533885.864398283,44869.9332691219
982261.420923,-201151.428077954,552270.10629277,631142.742708184
326037.959187,-201151.428077954,574134.576806629,-46945.1895416756
451570.140179,-201151.428077954,595999.047320488,56722.520936465
337122.489307,-201151.428077954,616732.105310082,-78458.187925128
288894.529061,-211301.075620575,637465.163299675,-137269.558618099
303512.408393,-211301.075620575,650137.910390242,-135324.426376667
295186.118977,-211301.075620575,662810.657480809,-156323.462883234
244250.937584,-211301.075620575,669318.984832035,-213766.97162746
338482.005127,-374239.46182674,675827.31218326,36894.1547704801
673601.094563,-330249.719160478,675088.473818688,328762.339904791
622080.994298,-330249.719160478,674349.635454115,277981.078004363
393041.111522,-330249.719160478,663854.213677818,59436.61700466
330587.82283,-330249.719160478,653358.791901522,7478.75008895679
442394.95163,-268510.897335572,631660.148867765,79245.7000978072
375302.003101,-268510.897335572,609961.505834008,33851.3946025642
451444.26569,-268510.897335572,582495.070115475,137460.092910097
311617.955507,-268510.897335572,555028.634396943,25100.2184456292
439298.714578,-249897.370955672,530703.407035878,158492.678497794
368949.362806,-249897.370955672,506378.179674813,112468.554086859
279850.691591,-249897.370955672,479228.489777325,50519.5727693469
406064.284079,-249897.370955672,452078.799879837,203882.855154835
398498.285018,-236232.718840207,420788.080255986,213942.923602221
448003.801648,-236232.718840207,389497.360632135,294739.159856072
359155.567288,-236232.718840207,363077.741611919,232310.544516288
391788.68492,-236232.718840207,336658.122591703,291363.281168504
307719.918566,-208412.373061577,320874.015509463,195258.276118114
303898.406446,-208412.373061577,305089.908427223,207220.871080354
287869.462523,-208412.373061577,286847.315006414,209434.520578163
321695.2799,-208412.373061577,268604.721585605,261502.931375972
410275.473721,-221580.964971882,257485.89435369,374370.544339191
443244.82851,-221580.964971882,246367.067121776,418458.726360106
388447.881161,-221580.964971882,251393.318531601,358635.52760128
272882.336962,-221580.964971882,256419.569941426,238043.731992455
328587.840061,-221183.41776101,265534.610814897,284236.647007113
340079.480463,-221183.41776101,274649.651688367,286613.246535643
319873.15298,-221183.41776101,282832.368854181,258224.201886829
413291.783178,-221183.41776101,291015.086019994,343460.114919016
426235.607313,-203945.931607984,299866.562428904,330314.97649208
365576.374993,-203945.931607984,308718.038837814,260804.26776317
398931.841246,-203945.931607984,316433.174201818,286444.598652166
347978.207919,-203945.931607984,324148.309565822,227775.829961162
312114.628591,-205249.411581806,330432.968362873,186931.071809933
335635.540588,-205249.411581806,336717.627159923,204167.325009882
302182.065236,-205249.411581806,348768.869893309,158662.606924497
275427.677936,-205249.411581806,360820.112626694,119856.976891111
300669.729039,-167275.195318968,375435.531167312,92509.3931906556
364050.07961,-167275.195318968,390050.94970793,141274.325221038
444742.958455,-167275.195318968,411346.94874641,200671.205027557
336255.743845,-167275.195318968,432642.947784891,70887.9913790768
1272718.18989,-125235.927181703,479572.69918441,918381.417887292
1218761.58909,-125235.927181703,526502.45058393,817495.065687773
1710441.06074,-125235.927181703,539266.62057542,1296410.36734628
1128149.13802,-125235.927181703,552030.790566909,701354.274634793
668757.37948,-64678.3900020404,573075.346982522,160360.422499518
471283.485902,-64678.3900020404,594119.903398135,-58158.0274940945
398966.315061,-64678.3900020404,589310.728910376,-125666.023847335
361327.068711,-64678.3900020404,584501.554422617,-158496.095709576
628104.852685,-6208.76182783679,562341.784140263,71971.8303725738
810128.36467,-6208.76182783679,540182.013857909,276155.112639927
587906.679721,-6208.76182783679,519807.1759877,74308.2655611369
523252.137539,-6208.76182783679,499432.33811749,30028.5612493465
330484.637243,2933.42153784727,477610.252901157,-150059.037196004
362452.758278,2933.42153784727,455788.167684824,-96268.8309446712
386149.323537,2933.42153784727,437152.419110675,-53936.5171115219
342453.111043,2933.42153784727,418516.670536525,-78996.9810313725
453115.723772,-27265.2924403052,413367.778391731,67013.2378205745
731389.395867,-27265.2924403052,408218.886246936,350435.802060369
422063.143165,-27265.2924403052,411545.28974112,37783.1458641854
630240.967487,-27265.2924403052,414871.693235304,242634.566692002
437601.315364,-36622.884774828,422368.338651237,51855.8614875907
360222.310629,-36622.884774828,429864.984067171,-33019.788663343
403618.032487,-36622.884774828,440111.292444322,129.62481750577
413181.355809,-36622.884774828,450357.600821473,-553.360237645393
605187.450668,44585.604156192,475837.595994147,84764.250517661
534069.03332,44585.604156192,501317.591166821,-11834.1620030125
352413.026389,44585.604156192,527064.358064609,-219236.935831801
523378.295222,44585.604156192,552811.124962397,-74018.4338965889
668177.834788,86958.761263814,569231.78764974,11987.2858744458
460298.910177,86958.761263814,585652.450337083,-212312.301423897
624033.815496,86958.761263814,595421.37050363,-58346.3162714444
492599.653839,86958.761263814,605190.290670178,-199549.398094992
506495.49689,76034.5305214915,616735.974310556,-186275.007942048
403515.814037,76034.5305214915,628281.657950935,-300800.374435427
358260.284539,76034.5305214915,637750.923213884,-355525.169196375
496018.040399,76034.5305214915,647220.188476832,-227236.678599324
547823.257873,65189.2386959133,665515.458745368,-182881.439568281
640130.221175,65189.2386959133,683810.729013904,-108869.746534817
931256.274558,65189.2386959133,705682.081684376,160384.954177711
893589.033587,65189.2386959133,727553.434354848,100846.360536239
522493.174427,89562.677931532,747069.135391742,-314138.638896274
423096.02412,89562.677931532,766584.836428637,-433051.490240169
600916.995287,89562.677931532,782526.677562576,-271172.360207108
693995.094686,89562.677931532,798468.518696515,-194036.101942047
1067404.02968,103166.517719333,833728.890879931,130508.621080737
1093096.4422,103166.517719333,868989.263063346,120940.661417321
958244.847389,103166.517719333,902354.202507376,-47275.8728377083
469525.437003,103166.517719333,935719.141951405,-569360.222667738
810177.588602,525288.669603762,959007.474039988,-674118.55504175
759655.140278,525288.669603762,982295.80612857,-747929.335454332
751035.767964,525288.669603762,994117.100898894,-768370.002538656
1026300.8463,525288.669603762,1005938.39566922,-504926.218972979
602873.724792,568885.425056596,1044821.66696337,-1010833.36722797
407210.86552,568885.425056596,1083704.93825753,-1245379.49779413
879113.678077,568885.425056596,1112993.58515501,-802765.332134603
1580081.10346,568885.425056596,1142282.23205248,-131086.55364908
1168453.42166,124716.834501419,1180258.26969063,-136521.682532049
1113398.83357,124716.834501419,1218234.30732877,-229552.308260194
1625269.80808,124716.834501419,1246964.09834768,253588.875230901
944297.83763,124716.834501419,1275693.88936658,-456112.886238004
811725.621915,98321.0928591697,1282484.5919333,-569080.062877471
1329795.84177,98321.0928591697,1289275.29450002,-57800.5455891879
1516544.52555,98321.0928591697,1286535.11529205,131688.317398781
1161251.57938,98321.0928591697,1283794.93608408,-220864.44956325
1158712.00703,117371.665298402,1249718.63846868,-208378.296737087
739373.632372,117371.665298402,1215642.34085329,-593640.373779691
2411391.36344,117371.665298402,1173190.10138767,1120829.59675393
1486036.53209,117371.665298402,1130737.86192205,237927.004869552
1150690.44885,79972.9889677746,1105678.25926804,-34960.7993858147
774046.059837,79972.9889677746,1080618.65661403,-386545.585744809
800438.047361,79972.9889677746,1102709.89164776,-382244.833254535
748268.599237,79972.9889677746,1124801.12668149,-456505.516412262
2031001.03527,37875.3503336596,1156990.64132271,836135.043613635
1334928.65111,37875.3503336596,1189180.15596392,107873.144812416
1042504.46248,37875.3503336596,1248582.19689123,-243953.084744887
970611.948163,37875.3503336596,1307984.23781853,-375247.63998919
1191280.93881,29121.471851359,1338618.09078427,-176458.623825628
995623.201015,29121.471851359,1369251.94375001,-402750.214586367
1093624.15178,29121.471851359,1381661.51259333,-317158.832664691
1118696.16373,29121.471851359,1394071.08143666,-304496.389558016
1168190.54434,42416.9933345083,1405817.64232134,-280044.091315845
1089067.70566,42416.9933345083,1417564.20320602,-370913.490880525
942031.341081,42416.9933345083,1430805.39245552,-531191.044709028
1360550.69187,42416.9933345083,1444046.58170502,-125912.883169532
4235212.54705,45792.815017732,1626200.36685699,2563219.36517528
2567050.11122,45792.815017732,1808354.15200896,712903.144193307
1264003.50834,45792.815017732,1924427.9286223,-706217.235300031
1126846.0696,45792.815017732,2040501.70523564,-959448.450653367
3086157.90117,52338.5602139928,2199478.77855387,834340.562402132
2235581.96629,52338.5602139928,2358455.85187211,-175212.445796107
2062283.74756,52338.5602139928,2402114.48337786,-392169.296031857
2979362.45579,52338.5602139928,2445773.11488362,481250.780692392
3967466.92949,66936.2546257067,2466539.97908184,1433990.69578245
3303219.4345,66936.2546257067,2487306.84328006,748976.336594231
2258449.06464,66936.2546257067,2531594.09754223,-340081.287527942
1338498.23754,66936.2546257067,2575881.35180441,-1304319.36889011
1038377.36599,3555.52839035397,2596872.25062898,-1562050.41302933
3722513.26465,3555.52839035397,2617863.14945355,1101094.5868061
4585990.25585,3555.52839035397,2636041.03673368,1946393.69072596
2395544.21704,3555.52839035397,2654218.92401382,-262230.235364172
1187257.42542,-78191.752281361,2764267.13758176,-1498817.9598804
1416401.31565,-78191.752281361,2874315.35114971,-1379722.28321835
5219577.84161,-78191.752281361,2980277.23179714,2317492.36209422
2082024.36431,-78191.752281361,3086239.11244457,-926022.995853214
2433082.74126,-69580.7383117057,3234993.15940702,-732329.679835318
3153174.67261,-69580.7383117057,3383747.20636947,-160991.795447767
1873294.8659,-69580.7383117057,3412635.30636321,-1469759.7021515
4812129.30927,-69580.7383117057,3441523.40635694,1440186.64122477
3223156.24545,-50203.4552097415,3458074.99156216,-184715.290902419
2387134.35994,-50203.4552097415,3474626.57676738,-1037288.76161764
1609492.54685,-50203.4552097415,3493190.33619573,-1833494.33413599
3521172.50923,-50203.4552097415,3511754.09562408,59621.8688156605
5317556.45597,-55786.7648025125,3511335.33010272,1862007.89066979
2751676.41249,-55786.7648025125,3510916.56458137,-703453.387288854
4158245.01434,-55786.7648025125,3344321.04973238,869710.729410136
6042248.698,-55786.7648025125,3177725.53488339,2920309.92791913
1867311.94207,-83185.3455013396,3001659.86668152,-1051162.57911018
1644528.24524,-83185.3455013396,2825594.19847966,-1097880.60773832
4066159.98486,-83185.3455013396,2806054.08461341,1343291.24574793
2787261.32418,-83185.3455013396,2786513.97074716,83932.6989341774
1760143.06731,-107311.567362835,2759065.5001732,-891610.865500361
5229504.5329,-107311.567362835,2731617.02959923,2605199.07066361
3656680.3494,-107311.567362835,2498171.67192449,1265820.24483835
4351600.72403,-107311.567362835,2264726.31424974,2194185.97714309
1159009.95277,-102376.736369469,2007440.72598817,-746054.036848703
2575358.10564,-102376.736369469,1750155.1377266,927579.704282866
2217216.37034,-102376.736369469,1738649.60402896,580943.502680508
1737453.29481,-102376.736369469,1727144.07033132,112685.96084815
1186755.33251,-129585.012434331,1735410.28710518,-419069.942160851
1584455.89817,-129585.012434331,1743676.50387905,-29635.5932747144
3282570.07673,-129585.012434331,1739619.0131076,1672536.07605673
2180761.31443,-129585.012434331,1735561.52233616,574784.804528174
1843260.41923,-141614.483228214,1723818.48331446,261056.419143751
1782749.75341,-141614.483228214,1712075.44429277,212288.792345445
1327378.71729,-141614.483228214,1682104.20952112,-213111.009002907
3571435.20578,-141614.483228214,1652132.97474947,2060916.71425874
2843499.26299,-115103.122357891,1622957.49322944,1335644.89211845
1659773.18224,-115103.122357891,1593782.01170942,181094.292888476
1287322.11079,-115103.122357891,1604930.25659062,-202505.023442733
1167866.96926,-115103.122357891,1616078.50147183,-333108.409853941
1227878.76673,-103903.601086577,1647661.18000094,-315878.812184365
2384064.43623,-103903.601086577,1679243.85853005,808724.178786527
1819963.93905,-103903.601086577,1734063.02607153,189804.514065044
1621179.08254,-103903.601086577,1788882.19361301,-63799.5099864381
4379832.14432,-106718.486363959,1848575.9365432,2637974.69414075
623122.949405,-106718.486363959,1908269.67947339,-1178428.24370444
1893125.87659,-106718.486363959,1933372.44036425,66471.9225897051
2373200.40294,-106718.486363959,1958475.20125511,521443.688048846
1249365.53361,-106411.703282953,1961693.81653363,-605916.57964068
1310703.542,-106411.703282953,1964912.43181216,-547797.186529202
2448766.94967,-106411.703282953,1941065.00666377,614113.646289185
2369172.75994,-106411.703282953,1917217.58151538,558366.881707571
1672124.09871,-65752.9625841398,1912741.42464029,-174864.363346146
1695175.10559,-65752.9625841398,1908265.26776519,-147337.19959105
2666970.47688,-65752.9625841398,1929216.31392638,803507.125537755
1740583.53574,-65752.9625841398,1950167.36008758,-143830.861763439
1295478.21611,31650.6945531684,1987738.30235568,-723910.780798844
1421994.54584,31650.6945531684,2025309.24462377,-634965.39333694
2234606.50935,31650.6945531684,2056222.19152203,146733.623274801
2017199.61626,31650.6945531684,2087135.13842029,-101586.216713456
1883207.37252,7471.0344408876,2101598.18178208,-225861.843702971
2038593.7443,7471.0344408876,2116061.22514388,-84938.5152847669
1181372.18944,7471.0344408876,2126209.92017976,-952308.765180652
1759046.66977,7471.0344408876,2136358.61521565,-384782.979886537
2542177.22727,-22800.8938443393,2151518.03144687,413460.089667467
1721419.87291,-22800.8938443393,2166677.44767809,-422456.680923755
1270281.86632,-22800.8938443393,2170192.09720181,-877109.337037475
948209.354648,-22800.8938443393,2173706.74672553,-1202696.49823319
2129740.04036,-2820.38127340827,2191322.61690626,-58762.1952728508
2785336.88999,-2820.38127340827,2208938.48708698,579218.784176425
1964547.29791,-2820.38127340827,2208793.44287367,-241425.763690264
1674221.83346,-2820.38127340827,2208648.39866036,-531606.183926953
1149479.48812,-17588.6535154195,2183327.27192509,-1016259.13028967
2028384.34611,-17588.6535154195,2158006.14518981,-112033.14556439
1875108.81064,-17588.6535154195,2133157.43249306,-240459.968337637
1940221.75537,-17588.6535154195,2108308.7197963,-150498.310910883
1765841.13518,1152.15535287623,2069109.59361309,-304420.613785969
1601461.74506,1152.15535287623,2029910.46742988,-429600.877722759
1174688.42424,1152.15535287623,1985325.07741469,-811788.80852757
1920172.47218,1152.15535287623,1940739.6873995,-21719.3705723798
1621721.94408,-33079.9319028346,1905886.93520762,-251085.059224786
1784521.5362,-33079.9319028346,1871034.18301574,-53432.7149129028
1715320.3424,-33079.9319028346,1854267.07756792,-105866.803265088
1863928.72093,-33079.9319028346,1837499.97212011,59508.6807127278
1664499.54769,-4973.93626137279,1877842.16599884,-208368.682047467
2729697.58044,-4973.93626137279,1918184.35987757,816487.156823799
2627510.81954,-4973.93626137279,3245563.754897,-613078.999095631
3349445.75565,-4973.93626137279,4572943.14991643,-1218523.45800506
9622289.30046,62221.0684556937,5788622.52698836,3771445.70501594
6768934.30133,62221.0684556937,7004301.9040603,-297588.671185989
5845207.91306,62221.0684556937,7343117.26882647,-1560130.42422216
8073544.01797,62221.0684556937,7681932.63359264,329390.315921666
7957035.36121,101992.404449301,7707365.43003062,147677.526730081
9640536.11204,101992.404449301,7732798.2264686,1805745.4811221
3147442.02601,101992.404449301,7753202.26446481,-4707752.64290411
3271317.782,101992.404449301,7773606.30246102,-4604280.92491032
8618370.67075,122276.942991124,7827535.92550598,668557.802252896
12858493.6435,122276.942991124,7881465.54855094,4854751.15195793
13468328.554,122276.942991124,7928089.31823211,5417962.29277677
6726903.6746,122276.942991124,7974713.08791327,-1370086.3563044
11028471.468,90909.4434036703,8539251.47098426,2398310.55361207
6853914.88732,90909.4434036703,9103789.85405525,-2340784.41013892
4085171.78498,90909.4434036703,9781235.91374046,-5786973.57216413
6181981.31788,90909.4434036703,10458681.9734257,-4367610.09894934
8813231.51711,381048.520748245,10458681.9734257,-2026498.97706391
16235603.5081,381048.520748245,10458681.9734257,5395873.01392609
20505513.352,381048.520748245,10458681.9734257,9665782.85782609
11470487.2225,381048.520748245,10458681.9734257,630756.728326086
4639990.61781,362777.153464045,10458681.9734257,-6181468.50907971
12681255.0395,362777.153464045,10458681.9734257,1859795.91261028
23357681.8413,362777.153464045,10928572.1256656,12066332.5621704
7673581.17512,362777.153464045,11398462.2779055,-4087658.25624955
24861234.9247,37615.5243725673,11921376.3610083,12902243.0393192
18210399.1218,37615.5243725673,12444290.444111,5728493.15331642
9750031.70612,37615.5243725673,12508739.051308,-2796322.86956061
11469649.9516,37615.5243725673,12573187.6585051,-1141153.23127763
13502363.6227,12234.70699026,12573187.6585051,916941.25720468
12215553.7012,12234.70699026,12573187.6585051,-369868.664295321
26708894.6651,12234.70699026,12245591.6352544,14451068.3228553
19151623.134,12234.70699026,11917995.6120037,7221392.81500602
8815674.08397,15492.1127913525,9169650.7098084,-369468.738629756
33955701.4677,15492.1127913525,6421305.80761309,27518903.5472956
10006137.697,15492.1127913525,3832271.53848619,6158374.04572245
8220431.72802,15492.1127913525,1243237.2693593,6961702.34586934
2934062.34056,-13295.5532575718,1251445.05527134,1695912.83854623
1747872.3271,-13295.5532575718,1259652.84118338,501515.039174189
1377324.52792,-13295.5532575718,1269327.33723244,121292.743945127
2301007.67378,-13295.5532575718,1279001.83328151,1035301.39375607
1426952.87889,-41516.9915177454,1292968.36951952,175501.500888225
1701101.39341,-41516.9915177454,1306934.90575753,435683.479170211
1327585.71741,-41516.9915177454,1382126.38079256,-13023.6718648134
2197482.52559,-41516.9915177454,1457317.85582758,781681.661280163
1393561.62954,3208.13296795647,1541466.55943356,-151113.062861515
1201539.47649,3208.13296795647,1625615.26303953,-427283.919517491
2283634.90539,3208.13296795647,1706917.37566385,573509.396758197
2108275.87285,3208.13296795647,1788219.48828816,316848.251593884
1712849.00402,-44478.4718290684,1861934.31022173,-104606.83437266
1904907.84009,-44478.4718290684,1935649.1321553,13737.1797637714
1455360.2019,-44478.4718290684,2030096.69259109,-530258.018862018
1037860.32241,-44478.4718290684,2124544.25302687,-1042205.45878781
1036064.96544,-113444.512944599,2173591.27024331,-1024081.79185871
2408018.72738,-113444.512944599,2222638.28745974,298824.952864859
2263100.71458,-113444.512944599,2275671.66562076,100873.561903834
2175251.88673,-113444.512944599,2328705.04378179,-40008.64410719
932927.169677,-131700.969876869,2369703.11056913,-1305074.97101526
2153088.56596,-131700.969876869,2410701.17735647,-125911.641519598
3128474.95149,-131700.969876869,2446893.7383601,813282.183006774
3397667.67875,-131700.969876869,2483086.29936372,1046282.34926315
3198174.88027,-133072.558459434,2531431.87615219,799815.562577244
2628427.09982,-133072.558459434,2579777.45294066,181722.205338778
2417572.50187,-133072.558459434,2591050.9886813,-40405.9283518689
2035350.58251,-133072.558459434,2602324.52442195,-433901.383452514
2554099.32131,-137731.38683612,2580720.92863055,111109.779515568
2318810.48735,-137731.38683612,2559117.33283916,-102575.458653037
1546384.98012,-137731.38683612,2384512.25157441,-700395.884618294
929136.850598,-137731.38683612,2209907.17030967,-1143038.93287555
1634453.61282,-155878.973927484,2094241.90598541,-303909.31923793
1123144.91627,-155878.973927484,1978576.64166116,-699552.751463672
1050571.59171,-155878.973927484,1873871.99569254,-667421.430055059
1502588.04426,-155878.973927484,1769167.34972393,-110700.331536447
6152986.35862,-126097.246058058,1778900.52576126,4500183.0789168
2890562.39345,-126097.246058058,1788633.70179858,1228025.93770947
959473.781017,-126097.246058058,1803971.15526407,-718400.128189013
1583479.70535,-126097.246058058,1819308.60872956,-109731.657321499
1878369.61318,-128098.735209981,1821792.38778211,184675.960607871
2691305.94103,-128098.735209981,1824276.16683466,995128.509405319
1785267.50605,-128098.735209981,1824583.82671939,88782.4145405951
2038626.86612,-128098.735209981,1824891.48660411,341834.114725871
1465964.21098,-166107.501851979,1795752.83559333,-163681.122761354
995659.284708,-166107.501851979,1766614.18458255,-604847.398022576
481900.27843,-166107.501851979,1632781.0234765,-984773.243194523
375713.675327,-166107.501851979,1498947.86237045,-957126.685191471
545937.838737,-198622.801715207,1421345.70033998,-676785.059887769
496141.068042,-198622.801715207,1343743.5383095,-648979.668552295
1253459.5521,-198622.801715207,1317656.65270175,134425.701113457
2726951.54247,-198622.801715207,1291569.767094,1634004.57709121
3104026.86936,-185071.409286437,1282397.32672421,2006700.95192223
3247990.84339,-185071.409286437,1273224.88635442,2159837.36632201
2130380.05574,-185071.409286437,1239287.03179459,1076164.43323185
1448137.12831,-185071.409286437,1205349.17723475,427859.360361683
1593483.9564,-154579.026590599,1182038.18011221,566024.802878391
1068059.97075,-154579.026590599,1158727.18298966,63911.8143509366
1217516.93653,-154579.026590599,1138955.69514969,233140.267970907
1267259.82026,-154579.026590599,1119184.20730972,302654.639540877
1143992.61165,-199967.547638081,1106485.55475899,237474.60452909
895674.011068,-199967.547638081,1093786.90220826,1854.65649781935
1074930.32993,-199967.547638081,1091848.94403574,183048.93353234
1282833.44242,-199967.547638081,1089910.98586322,392890.004194861
1892894.25749,-194017.513645967,1164679.30613508,922232.465000891
1387531.54469,-194017.513645967,1239447.62640693,342101.431929034
871782.266188,-194017.513645967,1307460.83044012,-241661.050606157
606808.390524,-194017.513645967,1375474.03447332,-574648.13030335
631736.581536,-159656.792625663,1439911.80139659,-648518.42723493
1922115.72154,-159656.792625663,1504349.56831987,577422.945845793
2186081.69751,-159656.792625663,1528488.06365453,817250.426481135
2965970.43203,-159656.792625663,1552626.55898919,1573000.66566648
3060984.55784,-235547.96766138,1512431.41440108,1784101.1111003
2560250.21038,-235547.96766138,1472236.26981298,1323561.9082284
1004848.06116,-235547.96766138,1433085.93790714,-192689.909085759
874186.477068,-235547.96766138,1393935.6060013,-284201.161271917
1504578.16106,-269567.57074643,1401885.17647213,372260.5553343
1564854.13272,-269567.57074643,1409834.74694296,424586.956523467
3267489.01193,-269567.57074643,1434029.99241189,2103026.59026454
3435404.33608,-269567.57074643,1458225.23788083,2246746.6689456
3494315.45596,-215933.63306852,1491082.08114217,2219167.00788635
1776620.59204,-215933.63306852,1523938.92440352,468615.300704997
1672238.06766,-215933.63306852,1531880.53605974,356291.164668784
1899292.23134,-215933.63306852,1539822.14771595,575403.716692571
2370518.37158,-203937.413457567,1480575.96534598,1093879.81969159
1257458.53115,-203937.413457567,1421329.78297601,40066.1616315546
940555.608963,-203937.413457567,1356041.14616743,-211548.123746862
1599689.19816,-203937.413457567,1290752.50935885,512874.102258721
1513456.93752,-195081.799323405,1224186.06267935,484352.674164054
924770.426991,-195081.799323405,1157619.61599986,-37767.3896854501
1001040.02216,-195081.799323405,1155582.74425005,40539.0772333513
719758.57569,-195081.799323405,1153545.87250025,-238705.497486847
507380.125899,-201151.428077954,1161319.11068785,-452787.556710901
824369.121518,-201151.428077954,1169092.34887546,-143571.799279502
1042278.61438,-201151.428077954,1186847.92675624,56582.1157017122
1082114.46267,-201151.428077954,1204603.50463703,78662.3861109263
763956.550472,-211301.075620575,1225076.96132656,-249819.335233988
1167821.54935,-211301.075620575,1245550.4180161,133572.206954477
1526842.03422,-211301.075620575,1287495.38466574,450647.725174833
1942580.39418,-211301.075620575,1329440.35131539,824441.118485188
1638132.31244,-374239.46182674,1354358.89811006,658012.876156676
2368655.15385,-330249.719160478,1379277.44490474,1319627.42810574
2270235.33094,-330249.719160478,1432533.41590298,1167951.63419749
1053569.59865,-330249.719160478,1485789.38690122,-101970.069090746
1302255.39982,-330249.719160478,1505579.79138699,126925.327593486
2088660.78936,-268510.897335572,1525370.19587276,831801.490822812
1849614.70174,-268510.897335572,1550276.3934646,567849.205610977
