"CostPerTransactionPercent","seasonal","trend","remainder"
261.003888425,-65081.6141244123,68248.9564027186,-2906.33838988133
110.445966435,-64839.9444481084,-32052.2926070011,97002.6830215444
99.5345296993,-64355.177428678,-132353.541616721,196808.253575098
63.4246947407,-61654.3662354814,-2656408.96039983,2718126.75133005
129.257177466,-61751.2656689792,-5180464.37918294,5242344.90202938
146.467102936,-61510.0688706792,-7317360.9672342,7379017.50320782
23.006031189,-61025.3359674783,-9454257.55528546,9515305.89728413
106.133611147,-61625.6839749434,-9700853.9244873,9762585.74207339
381.336922387,-61723.2514374623,-9947450.29368913,10009554.882049
104.534169607,-61482.6842765096,-9693219.99275892,9754807.21120504
109.060036711,-60997.9854895383,-9438989.69182871,9500096.73735496
28.1009277541,-58787.9080222518,-7236141.2245923,7294957.2335423
79.4736005541,-58886.1435137918,-5033292.75735588,5092258.37447022
17.2950901483,-58646.2059901864,-2636198.99123238,2694862.49231271
230.457801308,-58161.5413194447,-239105.225108878,297497.224229631
30.899793276,-61142.6153844692,-83368.9627577264,144542.477935472
115.105931064,-61241.5189050303,72367.2995934254,-11010.6747573311
118.555234368,-61002.2110187722,72535.5507405337,-11414.7844873936
64.0211640212,-60517.58046426,72703.8018876421,-12122.2002593609
32.2933227345,-59691.3526341408,73052.9435886713,-13329.2976317959
49.862462707,-60074.0971107397,73402.0852897005,-13278.1257162537
141.268945845,-60118.5917888455,73809.7522908111,-13549.8915561206
178.528921685,-59917.1682775796,74217.4192919218,-14121.7220926572
74.8372290269,-58469.5808441788,74583.4674363504,-16039.0493631447
105.316079885,-58852.9933497987,74949.515580779,-15991.2061510952
58.845281226,-58898.1176652518,75259.2062047293,-16302.2432582515
235.335874446,-58696.7282702155,75568.8968286797,-16636.8326840182
150.0405515,-56824.8051725531,75836.186931115,-18861.341207062
20.7660958874,-56925.6836297224,76103.4770335504,-19157.0273079406
30.1580337074,-56688.2646555062,76480.0472025355,-19761.6245133219
121.467842987,-56203.7364496828,76856.6173715206,-20531.4130788508
131.097560976,-56728.5196930921,-3573956.87353412,3630816.49078819
80.58691603,-56830.0370288275,-7224770.36443976,7281680.98838462
86.7664673856,-56593.2476919586,-11823058.5715963,11879738.5857557
83.6297926745,-56108.7536023647,-16421346.7787529,16477539.1621479
66.2100748207,-58857.4288430284,-16497283.2856747,16556206.9245926
59.9563232083,-59272.7502356876,-16573219.7925966,16632552.4991555
225.075148446,-59349.7557145237,-16573219.7925966,16632794.6234595
88.7612269605,-59178.4609195171,-16573219.7925966,16632487.014743
69.9606011352,-63076.5189318755,-16447578.481221,16510724.960754
95.140905499,-63492.4792031007,-16321937.1698455,16385524.7899541
29.8739454273,-63570.1143192841,-12576513.5470777,12640113.5353424
156.179775281,-63398.9023326081,-8831089.92430988,8894645.00641776
132.456140351,-63391.5172900344,-4718698.5125958,4782222.48602619
37.857994662,-63675.0650964229,-606307.100881728,670020.023972812
39.5954249742,-63620.2785065508,-263521.816065475,327181.689997
46.9382362349,-63316.0979848026,79263.4687507772,-15900.4325297396
26.769512891,-65540.0600468575,79121.2109021509,-13554.3813424023
112.177389846,-66182.5410350837,78978.9530535245,-12684.2346285948
87.8428113803,-66486.6783858306,78769.2123690437,-12194.6911718328
124.964489904,-66540.8749756848,78559.4716845628,-11893.632218974
55.2484581318,-69863.4330307068,78238.5389206164,-8319.85743177778
52.4260698797,-70326.4390625441,77917.60615667,-7538.74102424624
135.214936559,-70451.0922156834,77488.8951932804,-6902.58804103808
26.2745161447,-70325.2577789132,77060.1842298909,-6708.651934833
281.724458251,-70413.0382866819,76583.2119196008,-5888.4491746679
17.2230436476,-70518.3888938135,76106.2396093107,-5570.62767184961
65.5649729933,-70285.3773810284,75686.853913232,-5335.91155921032
134.261561412,-69801.3314493171,75267.4682171533,-5331.87520642421
99.0671386777,-69003.1061440358,74893.7469829892,-5791.57370027565
115.96019107,-69109.0956297334,74520.025748825,-5294.96992802159
37.1802346604,-68876.5241367866,74106.1592973143,-5192.45492586729
88.2899628253,-68392.750630915,73692.2928458036,-5211.25225206336
34.9620350907,-68659.8039414012,73624.5230206714,-4929.75704417954
67.9444206093,-68766.4323056648,73556.7531955392,-4722.37646926507
41.9973204164,-68534.3008325564,73683.1817199407,-5106.88356696795
27.1079093471,-68050.7997525243,73809.6102443422,-5731.70258247081
32.9500620321,-68740.6226728013,74140.2867844497,-5366.71404961638
31.5703877594,-68847.8899156309,74470.9633245573,-5591.50302116692
43.5926523214,-68616.1984623608,74767.3496241999,-6107.55850951777
10.1464086178,-68132.9698081683,75063.7359238426,-6920.6197070565
76.442544797,-68743.4134275327,75550.1925076853,-6730.33653535563
17.3412682773,-68851.3195489284,76036.649091528,-7167.98827432231
29.3505560533,-68620.0681154965,76333.1099052077,-7683.69123365787
18.2898687666,-68137.1118871437,76629.5707188874,-8474.16896297711
178.048230787,-68993.0052427034,76805.1049909857,-7634.05151749538
153.384190878,-69101.5502426651,76980.6392630841,-7725.70482954096
68.3245831149,-68870.7388290715,77117.2505305316,-8178.18711834511
45.6581663371,-68388.0550265583,77253.861797979,-8820.14860508368
34.6558117188,-68838.3809894831,77348.1810694248,-8475.14426822282
88.632331645,-68947.5648680109,77442.5003408705,-8406.30314121455
67.5582154085,-68717.1934742557,77503.6615983685,-8718.90990870433
56.3591959421,-68234.782097582,77564.8228558665,-9273.68156234245
74.0982135887,-68312.7327395488,77598.7065170564,-9211.87556391887
31.2434696027,-68422.5554966426,77632.5901782462,-9178.79121200091
36.2287601304,-68192.6241227257,77634.159043913,-9405.3061610569
23.8889246575,-67710.4851718916,77635.7279095797,-9901.35381303061
64.070814808,-68247.566261127,77609.3677643036,-9297.7306883686
53.7135186822,-68358.0278967868,77583.0076190274,-9171.26620355839
39.8586743559,-68128.5365427082,77534.0392703832,-9365.64405331915
61.9579873746,-67646.6700177137,77485.0709217391,-9776.44291665076
32.3441388399,-68258.989088077,77419.7293270726,-9128.39610015563
53.2884532556,-68370.0896023029,77354.3877324061,-8931.00967684752
47.8702348403,-68141.0382680626,77283.3286910235,-9094.42018812064
13.7818533104,-67659.4441689077,77212.269649641,-9539.04362742294
33.6277351596,-68080.9825969835,77144.1796158067,-9029.56928366364
15.4596698733,-68192.7219897754,77076.0895819724,-8867.90792232371
38.2181065051,-67964.1106753734,77013.4272340693,-9011.09845219085
62.6694395959,-67482.7890020581,76950.7648861662,-9405.30644451227
98.8592271445,-67943.5981523867,76895.1028389098,-8852.64545937856
90.5859771481,-68055.9764237447,76839.4407916533,-8692.87839076052
68.8943306009,-67827.805129181,76787.5462180242,-8890.84675824236
41.4406063415,-67346.7558817053,76735.6516443952,-9347.45515634843
66.2982945035,-67811.368372321,76679.9136874581,-8802.24702063357
49.1312916281,-67924.385522245,76624.175730521,-8650.65891664791
47.1699100076,-67696.6542475196,76563.1930887102,-8819.36893118295
85.1266835797,-67215.8774258835,76502.2104468993,-9201.20633743613
37.6284893456,-67700.6397174647,76436.0417113479,-8697.77350453756
18.9394493694,-67814.2957459548,76369.8729757965,-8536.6377804723
25.0121948858,-67587.0044910677,76289.8473646076,-8677.83067865418
48.0452206907,-67106.5000952712,76209.8217534188,-9055.27643745697
49.4472165774,-67677.4770350687,76111.7104524052,-8384.7862007591
112.630496023,-67791.7719421248,76013.5991513917,-8109.19671324387
102.848799549,-67564.920707076,75899.9304004354,-8232.16089381037
31.6323664555,-67084.6887371191,75786.2616494791,-8669.94054590451
13.5678886397,-67837.2659492704,75655.469355816,-7804.6355179059
18.5830812654,-67838.9680705665,75524.6770621529,-7667.12591032108
50.8862198663,-67499.32519103,75381.5726101843,-7831.361199288
39.4933686614,-66906.1339825866,75238.4681582156,-8292.84080696762
52.7050282889,-67281.4302734802,75085.8656137058,-7751.73031193668
33.1982824977,-67283.7712733423,74933.263069196,-7616.29351335595
95.8021019952,-66944.5684136442,74763.4875462243,-7723.11703058489
88.0646231092,-66351.6496310404,74593.7120232525,-8153.99776910293
143.179364006,-67335.8083710635,74410.2754769955,-6931.28774192603
56.5023011105,-67452.0199138176,74226.8389307385,-6718.31671581038
90.2038607252,-67226.4887382838,74017.6628116865,-6700.97021267749
36.8358688347,-66747.0740458456,73808.4866926345,-7024.57677795416
77.583252247,-67227.7434188686,73557.9419395695,-6252.6152684539
60.8552241944,-67344.5938401888,73307.3971865046,-5901.94812212134
24.2057672799,-67119.5026844933,73066.7390479672,-5923.03059619396
82.9590747793,-66640.3604178948,72826.0809094298,-6102.76141675572
42.13773962,-67213.1311254459,72594.2239535234,-5338.95508845743
28.9617397317,-67330.6204253322,72362.3669976169,-5002.78483255306
28.7894379112,-67105.9692894749,72185.0873248038,-5050.32859741764
59.1060969034,-66627.099448716,72007.8076519906,-5321.60210637127
21.9018362292,-67041.4069434764,71886.8538997762,-4823.54512007057
34.6763092833,-67159.5351219287,71765.9001475618,-4571.68871634977
59.703462329,-66935.3240059098,71697.3082571493,-4702.28078891056
46.4243418504,-66456.7265909904,71628.7163667369,-5125.56543389607
81.656587728,-66848.92326512,71605.4337339327,-4674.85388108465
90.4042072556,-66967.6903221383,71582.1511011285,-4524.05657173455
63.4967339084,-66743.9192259577,71604.1945171313,-4796.77855726515
36.0201431669,-66265.594236878,71626.2379331341,-5324.6235530892
44.8221449088,-66735.7461165192,71678.1349129828,-4897.56665155476
34.417358065,-66855.1520521035,71730.0318928315,-4840.46248266294
46.2461287122,-66631.8209757612,71808.6805076593,-5130.61340318584
36.7106820947,-66153.7684125211,71887.3291224871,-5696.8500278713
18.368923316,-66610.7922459757,71950.1266801233,-5320.96551083153
22.1830579747,-66730.8370601261,72012.9242377594,-5259.90411965866
28.4524637541,-66507.9460036221,71990.9916826216,-5454.5932152454
45.3106080581,-66030.1658662215,71969.0591274838,-5893.58265320415
29.6024645677,-66524.0581299694,71728.603643241,-5174.94304870386
20.2026709074,-66644.7418226858,71488.1481589982,-4823.20366540497
36.9513734946,-66422.2907860201,71364.138988736,-4904.89682922127
59.1316891992,-65944.7830744591,71240.1298184738,-5236.21505481546
54.9137185619,-66790.0626715191,71128.2941157736,-4283.31772569263
51.2408466194,-66513.75437197,71016.4584130734,-4451.46319448402
29.67579426,-65894.5608788187,70914.3964638231,-4990.15979074447
11.7966791502,-65019.9189195195,70812.3345145728,-5780.61891590308
30.502710631,-65099.9098981084,70738.6203757087,-5608.20776696924
20.5802809329,-64824.0162798717,70664.9062368445,-5820.30967603998
20.4867809516,-64205.4870038123,70639.4620580132,-6413.48827324927
1.9591541933,-63331.1174703528,70614.0178791819,-7280.94125463577
14.5956069119,-66296.0869216797,70627.9545819974,-4317.27205340588
5.97131960629,-66418.0146583329,70641.891284813,-4217.9053068738
15.9002036271,-66197.5562729434,70686.7961543764,-4473.33967780585
7.63047808783,-65720.8658389012,70731.7010239397,-5003.20470695065
5.48879994436,-66389.2982684893,70792.9680342095,-4398.18096577581
6.39538368666,-66511.6406864549,70854.2350444793,-4336.19897433775
8.53205751956,-66291.8465181574,70915.3643784867,-4614.98580280968
18.4857503993,-65815.4285099548,70976.4937124941,-5142.57945213995
14.8961255922,-66536.4879521478,71027.4529408634,-4476.06886312336
41.0900484765,-66659.2450514256,71078.4121692327,-4378.07706933052
17.6115960619,-66440.1151002202,71108.419681247,-4650.69298496492
15.1540718582,-65963.9695178572,71138.4271932614,-5159.303603546
13.4732977841,-66706.5320311706,71134.3014026362,-4414.2960736815
32.8228487998,-66829.6658415072,71130.175612011,-4267.68692170398
36.4481055783,-66611.2001073939,71094.1044600132,-4446.45624704106
45.7397644572,-66135.3269508705,71058.0333080154,-4876.96659268776
21.8361678981,-67224.2694789196,70994.7531480753,-3748.64750125752
18.880412601,-67280.1275272926,70931.4729881351,-3632.46504824144
35.5065014029,-66994.6735372489,70851.6547178245,-3821.47467917277
38.6219338846,-66451.4203335426,70771.836447514,-4281.79418008681
15.0701984195,-67147.8222366018,70686.9340613576,-3524.04162633629
36.6327331264,-67204.0569960335,70602.0316752011,-3361.3419460412
17.9033756297,-66919.2672230818,70519.3618158658,-3582.19121715425
11.0446521742,-66376.2864452152,70436.6919565305,-4049.36085914104
31.0154188466,-67397.8087886854,70360.2794953767,-2931.45528784467
13.9296404967,-67522.0727321983,70283.8670342228,-2747.86466152783
22.5300325334,-67305.5996493611,70213.1289297174,-2884.99924782287
24.033452453,-66830.5826307685,70142.3908252119,-3287.77474199045
32.07306654,-67833.6780611222,70074.6543826043,-2208.90325494211
32.9926190798,-67958.3187156939,70006.9179399967,-2015.60660522299
40.3703953648,-67742.5098499487,69938.624329321,-2155.74408400747
7.88233384102,-67267.8041176077,69870.3307186453,-2594.64426719661
32.05674307,-68220.4733207855,69798.3107930697,-1545.78072921421
10.3181325447,-68345.490686416,69726.2908674941,-1370.48204853341
25.563347108,-68130.3460377629,69653.1701247916,-1497.26073992079
3.60166173221,-67655.9515916734,69580.0493820892,-1920.49612868362
15.629255309,-68557.6534748946,69507.715710495,-934.4329802914
41.6197815156,-68683.0475515839,69435.3820389009,-710.714705801394
48.403336659,-68468.5671200228,69364.3296096945,-847.359153012643
70.2640778805,-67994.4839601849,69293.2771804881,-1228.52914242265
49.2953466543,-68898.7674250404,69226.5656926112,-278.502920916522
62.7386970174,-69024.5382127884,69159.8542047344,-72.5772949285456
31.833050773,-68810.7219983194,69095.0827820741,-252.527732981645
14.3849831584,-68336.9501247331,69030.3113594138,-678.976251522239
42.0199705793,-69200.3575799443,68966.302686987,276.074863536633
68.0923777962,-69326.5050787511,68902.2940145602,492.30344198714
36.1918815069,-69113.2140059791,68836.4674783225,312.938409163471
12.9690481824,-68639.8924940394,68770.6409420849,-117.77939986311
16.5896121653,-69489.7326012747,68697.0336453401,809.288568099888
53.7205871392,-69616.2568111403,68623.4263485953,1046.55104968416
26.8531067926,-69403.4908800653,68540.8453636421,889.498623215724
32.5362709072,-68930.6197297722,68458.264378689,504.891621990406
21.412968539,-69745.8083315529,68366.9357661239,1400.28553396802
11.9090388784,-69872.7092524772,68275.6071535588,1609.01113779689
65.2505514206,-69660.4684630993,68176.7091142844,1549.00990023551
46.6842379389,-69188.0476744528,68077.81107501,1156.92083738171
71.2516426528,-70001.1963326727,67980.3577288497,2092.09024647577
27.9978646962,-70128.4739646558,67882.9043826894,2273.56744666259
15.3535266617,-69916.7583169748,67796.4751698183,2135.63667381824
19.6184067414,-69444.787889975,67710.0459569472,1754.36033976921
41.8423172275,-70189.7962472744,67649.3016728033,2582.33689169859
25.3716142522,-70317.4505903163,67588.5573886594,2754.26481590906
59.3278897917,-70106.2600843324,67548.4404558918,2617.14751823228
17.5290788476,-69634.7400189792,67508.3235231242,2143.94557470258
32.5353548453,-69283.6868801992,67478.3799294624,1837.84230558202
35.6932714938,-69411.7179342998,67448.4363358007,1998.9748699929
58.394215142,-69201.0525700129,67426.713812916,1832.73297223891
45.5508094986,-68729.9828663063,67404.9912900313,1370.5423857736
24.5349836058,-69378.0660335568,67405.1169034285,1997.48411373413
75.175495899,-69506.4737987162,67405.2425168256,2176.40677778961
12.4106742881,-69296.3335761263,180687.959661174,-111379.21541076
22.7589689503,-68825.7142340664,293970.676805522,-225122.203602506
31.36705695,-70462.245120313,317927.931073468,-247434.318896205
48.3684238447,-70591.0295965312,341885.185341414,-271245.787321038
56.2037002955,-70381.4145156384,-497771.251104993,568208.869320927
28.3952037266,-69911.245535225,-1337427.6875514,1407367.32829035
18.4574062248,-70502.3150720876,-510030.071954172,580550.844432484
79.9269614881,-70631.4762593646,317367.543643056,-246656.140422203
38.6713239766,-70422.3863201687,188351.996933022,-117890.939288876
14.9131194573,-69952.667701402,59336.4502229879,10631.1305978714
59.1845282538,-70525.1922099762,59376.7046638388,11207.6720743912
90.2938885484,-70654.730108312,59416.9591046898,11328.0648921706
48.5049400186,-70446.1653108131,59439.6472429213,11055.0230079105
118.147068185,-69976.897053693,59462.3353811528,10632.7087407252
21.9761380091,-70526.8738727745,59484.7953083407,11064.0547024429
26.3176588777,-70656.788482169,59507.2552355287,11175.850905518
21.804057583,-70448.7488263672,59519.1567746026,10951.3961093476
33.1940979234,-69979.9309308937,59531.0583136765,10482.0667151407
53.9828479376,-70514.4985359335,59540.5778428336,11027.9035410375
62.8306995034,-70644.7898563868,59550.0973719908,11157.5231838995
54.3828991161,-70437.275342282,59566.9931648495,10924.6650765486
50.7840562836,-69968.9078084551,59583.8889577083,10435.8029070304
23.791228321,-72369.7680927174,59598.5534756403,12795.0058453981
47.2528778405,-78302.6484022312,59613.2179935723,18736.6832864994
43.4990518982,-78376.4537615212,59613.456125462,18806.4966879575
43.7119349491,-78121.1926516003,59613.6942573516,18551.2103291977
33.6369417713,-77636.3282214847,74428.9945254646,3240.97063779138
49.9060152287,-57159.4718396926,89244.2947935776,-32034.9169386563
28.5909464979,-59092.9071502669,89266.1541432189,-30144.6560464542
24.3937417279,-60697.1300131477,89288.0134928602,-28566.4897379846
15.3800389198,-62070.8989303031,89402.3958032792,-27316.1168340564
30.6936974723,-64495.9090522911,89516.7781136983,-24990.1753639349
18.6927675242,-66430.1691512299,89575.2009097532,-23126.3389909991
17.4978305742,-68035.0708239929,89633.6237058082,-21581.0550512411
60.7845434112,-69408.6679254995,89669.4635888191,-20200.0111199084
16.2840363078,-57938.2098768948,89705.3034718301,-31750.8095586275
17.3882996807,-58014.4896012785,89819.1112695978,-31787.2333686386
21.160688347,-57761.264921004,89932.9190673656,-32150.4934580146
21.4745666379,-57275.8850439423,90059.4232106729,-32762.0636000927
40.2158988787,-44832.8756182383,90185.9273539802,-45312.8358368632
27.2354998176,-44909.9801309866,90185.9273539802,-45248.711723176
20.5771528241,-44657.4342605942,90185.9273539802,-45507.9159405618
27.5668328212,-44171.8825678838,81444.0695812067,-37244.6201805018
34.5567622491,-39872.2869948001,72702.2118084333,-32795.368051384
49.6026517828,-39950.216295913,72702.2118084333,-32702.3928607375
1.36741791125,-39698.1433035245,72702.2118084333,-33002.7010869975
4.82676503397,-39212.6257270436,72702.2118084333,-33484.7593163557
37.0504849908,-57508.2094444679,72702.2118084333,-15156.9518789745
55.3464405322,-57586.9635339454,72702.2118084333,-15059.9018339557
33.9115425345,-57335.3634195607,72702.2118084333,-15332.9368463381
13.5704837279,-56849.8799593094,72702.2118084333,-15838.761365396
9.71844116204,-61346.5526330722,72702.2118084333,-11345.9407341991
19.61560781,-61426.1315109141,72702.2118084333,-11256.4646897091
35.4235859184,-61175.0042745333,72702.2118084333,-11491.7839479815
19.3298191217,-60689.5549305116,72702.2118084333,-11993.3270588
36.1483893228,-66811.0693361856,72702.2118084333,-5854.99408292491
8.79185753563,-66891.4730023921,64570.9906505513,2329.2742093764
28.947366266,-66640.8186440151,56439.7694926694,10229.9965176117
33.6927764785,-66155.4034162229,62345.937368715,3843.15882398644
14.3237319949,-87707.7646593215,68252.1052447606,19469.9831465559
21.2859282456,-87788.9931138926,68293.148179992,19517.1308621462
28.0907597663,-87538.8116335195,68334.1911152234,19232.7112780624
50.4393414996,-87053.4305219569,68358.7427741211,18745.1270893354
34.564557914,-81543.6582356732,68383.2944330187,13194.9283605685
21.2858158954,-81625.7114786089,68382.4161203669,13264.5811741374
39.7699609049,-81376.0028762396,68381.5378077151,13034.2350294294
79.2837505971,-80890.6558809066,68354.9509311043,12614.9887003993
36.9902404685,-77462.6044471689,68328.3640544936,9171.23063314379
22.3207283876,-77545.4824784691,68276.9187411326,9290.88446572411
30.3519241021,-77296.2467541036,68225.4734277716,9101.12525043414
33.6610891697,-76810.9338750002,68137.2141441902,8707.38081997965
33.6767942742,-85988.0751381456,68048.9548606089,17972.7970718109
43.9659533447,-86071.7779578104,67913.4883384053,18202.2555727498
32.8020228098,-85823.0151114488,67778.0218162017,18077.7953180569
34.8080336942,-85337.7363485748,67695.5216968562,17677.0226854129
23.6952060161,-77116.9781985157,67613.0215775107,9527.65182702111
16.6649817202,-77201.505806545,67504.685214055,9713.48557421024
32.7746421758,-76953.2158381873,67396.3488505993,9589.64162976379
2.64685260928,-76467.971191543,67295.4790543844,9175.1389897678
8.27080400368,-70919.896271948,67194.6092581696,3733.55781778217
9.56089502212,-71005.248668342,67092.2342113481,3922.57535201604
23.4967379313,-70757.4315779881,66989.8591645266,3791.0691513928
52.5015559098,-70272.2210475733,66871.2135919402,3453.50901154288
30.5250995892,-75451.3505898254,66752.5680193539,8729.30767006076
31.3217619344,-75537.5277745839,66667.8405321192,8901.00900439911
23.2299522745,-75290.1835622338,66583.1130448845,8730.30046962381
7.75292507866,-74805.0071480486,66457.3019702077,8355.45810291961
4.4685824471,-70135.8728951292,66331.4908955308,3808.85058204543
6.46073077678,-70222.8748682522,66273.8752846877,3955.46031434125
10.427681056,-69976.003533906,66216.2596738447,3770.17154111735
10.6060300343,-69490.8612359504,66208.642863225,3292.82440275971
4.23685410946,-64241.4832323272,66201.0260526053,-1955.30596616858
5.96154109971,-64329.3099938148,66296.7611295587,-1961.48959464413
10.5329113969,-64082.9115374725,66392.4962065121,-2299.05175764272
7.46607639918,-63597.8033557464,66647.0366710057,-3041.7672388601
10.1476787677,-66189.9221582565,66901.5771354993,-701.507298475131
8.7068457275,-66278.5737081086,67174.970197995,-887.68964415892
14.1344447822,-66032.6481297701,67448.3632604908,-1401.58068593848
13.6133975492,-65547.5740642736,67835.8768778107,-2274.6894159879
7.9501912416,-54736.9076701109,68223.3904951306,-13478.5326337781
9.74902556449,-54826.3840083276,68466.5020873041,-13630.369053412
6.9746691511,-54580.9313079929,68709.6136794776,-14121.7077023336
10.2794711239,-54095.891358726,68932.9924579522,-14826.8216281023
6.28072401859,-40072.0952604254,69156.3712364267,-29077.9952519828
11.8998049622,-40162.3963870067,69397.6267875457,-29223.3305955768
12.1894039918,-39917.4165646758,69638.8823386647,-29709.2763699971
14.1830201742,-39432.4107316385,69786.677050202,-30340.0832983893
14.3013895556,-71557.018557885,69934.4717617393,1636.84818570128
16.2073227379,-71648.1444728308,70034.965767445,1629.38602812379
18.2718234997,-71403.6375285039,70135.4597731506,1286.449578853
28.5363722861,-70918.6658116961,70163.4772873574,783.724896624772
14.7772698522,-73242.8880846809,70191.4948015642,3066.17055296889
18.0587558502,-74820.5901431138,70167.7068352872,4670.94206367679
15.6121471126,-76062.3074319132,70143.9188690103,5934.00071001555
18.9806548865,-77063.1211864575,70081.8115681737,7000.29027317028
11.9632820873,-96903.446205306,70019.7042673372,26895.7052200561
15.6342005063,-98481.9730521035,69914.5028835394,28583.1043690703
12.6460694779,-99724.1632189067,69809.3014997417,29927.5077886429
17.1567193427,-100725.011089681,69671.5377374644,31070.6300715589
16.5758597987,-91427.0433508098,69533.773975187,21909.8452354214
10.7788622758,-93024.3817754826,69396.2607444302,23638.8998933283
13.5050669189,-94285.0316098006,69258.7475136733,25039.7891630462
16.7635515427,-95303.9003863148,69130.9897624502,26189.6741754073
7.35238803984,-52817.2665826334,69003.2320112271,-16178.6130405539
6.00085648866,-55853.9783409836,68858.0513126805,-12998.0721152082
1.23692892051,-58553.6495986182,68712.8706141339,-10157.9840865952
10.6928020095,-61011.1010366748,68636.0883498549,-7614.29451117054
0.419674354286,-65876.0221872977,68559.3060855758,-2682.86422392385
1.06796569947,-67409.8205893792,68485.3767360756,-1074.48818099697
13.4349150876,-68606.2265803842,68411.4473865754,208.214108896413
6.38514046266,-69559.9739900371,68198.0797678466,1368.27936265315
10.2656485509,-64985.5394792791,67984.7121491178,-2988.90702128782
9.52550001137,-65081.6141244123,66862.2429578597,-1771.10333343608
20.9366408109,-64839.9444481084,65739.7737666017,-878.892677682386
15.1030943798,-64355.177428678,65079.7507968989,-709.470273841078
17.6377014684,-61654.3662354814,64419.7278271961,-2747.72389024629
7.14855853499,-61751.2656689792,63352.6845922663,-1594.27036475213
4.96121180408,-61510.0688706792,62285.6413573365,-770.611274853291
3.19528101023,-61025.3359674783,62166.9051585254,-1138.3739100368
12.2677460247,-61625.6839749434,62048.1689597142,-410.217238746081
14.4290813533,-61723.2514374623,61948.2999501318,-210.61943131622
11.2287339973,-61482.6842765096,61848.4309405495,-354.517930042617
5.04778912954,-60997.9854895383,63400.9129967815,-2397.87971811368
14.9331123189,-58787.9080222518,64953.3950530136,-6150.55391844285
10.1062465239,-58886.1435137918,66099.3991269538,-7203.14936663808
10.9689440528,-58646.2059901864,67245.403200894,-8588.22826665484
12.970680346,-58161.5413194447,69576.3051432707,-11401.79314348
17.1630923285,-61142.6153844692,71907.2070856473,-10747.4286088496
9.56761677161,-61241.5189050303,72271.2511962082,-11020.1646744063
8.19216776294,-61002.2110187722,72635.2953067691,-11624.892120234
8.06991274634,-60517.58046426,72839.0271459748,-12313.3767689684
3.10505843653,-59691.3526341408,73042.7589851804,-13348.3012926031
1.89175825367,-60074.0971107397,73451.677287579,-13375.6884185856
4.19432147788,-60118.5917888455,73860.5955899776,-13737.8094796542
17.989838475,-59917.1682775796,74342.8505884297,-14407.6924723752
9.41569596978,-58469.5808441788,74825.1055868819,-16346.1090467333
17.6436291233,-58852.9933497987,75468.7735197662,-16598.1365408441
16.294872663,-58898.1176652518,76112.4414526504,-17198.0289147356
18.2399189023,-58696.7282702155,76725.6860841725,-18010.7178950547
2.49187413703,-56824.8051725531,77338.9307156946,-20511.6336690045
5.0979540238,-56925.6836297224,77835.2278227568,-20904.4462390106
15.7351932384,-56688.2646555062,78331.5249298189,-21627.5250810743
25.8555295559,-56203.7364496828,78814.7004870483,-22585.1085078096
19.3754540644,-56728.5196930921,79297.8760442776,-22549.9808971211
17.9232283429,-56830.0370288275,79516.3936882832,-22668.4334311128
2.84288284261,-56593.2476919586,79734.9113322888,-23138.8207574876
16.2600074631,-56108.7536023647,79914.7315244799,-23789.7179146521
13.9850515577,-58857.4288430284,80094.5517166711,-21223.137822085
15.7794708869,-59272.7502356876,80279.040090848,-20990.5103842735
11.2169291064,-59349.7557145237,80463.5284650249,-21102.5558213948
14.1747755599,-59178.4609195171,80553.0380432444,-21360.4023481674
11.7503549352,-63076.5189318755,80642.5476214639,-17554.2783346533
6.55494973887,-63492.4792031007,80652.0818927227,-17153.0477398832
12.3904168134,-63570.1143192841,80661.6161639815,-17079.1114278841
11.4428566886,-63398.9023326081,80578.9353671937,-17168.590177897
11.525414762,-63391.5172900344,80496.254570406,-17093.2118656095
11.8492212946,-63675.0650964229,80348.9629612218,-16662.0486435043
5.97230505791,-63620.2785065508,80201.6713520375,-16575.4205404288
6.00399937595,-63316.0979848026,79990.892998245,-16668.7910140664
10.3226663766,-65540.0600468575,79780.1146444525,-14229.7319312184
7.55151417334,-66182.5410350837,79526.8920498087,-13336.7995005516
1.9247251256,-66486.6783858306,79273.6694551648,-12785.0663442086
7.9717292211,-66540.8749756848,78928.7700048299,-12379.923299924
3.78163333002,-69863.4330307068,78583.870554495,-8716.65589045812
11.538667152,-70326.4390625441,78136.8868691841,-7798.90913948799
7.62264194383,-70451.0922156834,77689.9031838732,-7231.18832624599
5.90476249788,-70325.2577789132,77177.3185033239,-6846.15596191278
8.71746059353,-70413.0382866819,76664.7338227745,-6242.97807549912
9.74784254832,-70518.3888938135,76213.3016031446,-5685.16486678283
1.38864191308,-70285.3773810284,75761.8693835147,-5475.10336057325
10.1238905947,-69801.3314493171,75395.9470346921,-5584.4916947803
11.0336486745,-69003.1061440358,75030.0246858695,-6015.88489315916
2.50338985598,-69109.0956297334,74519.2520193972,-5407.65299980777
11.319272014,-68876.5241367866,74008.4793529249,-5120.63594412425
6.85390610832,-68392.750630915,73889.7047383009,-5490.10020127759
12.3532116855,-68659.8039414012,73770.9301236768,-5098.77297059014
8.27922590226,-68766.4323056648,73774.62931442,-4999.91778285295
5.11188619012,-68534.3008325564,73778.3285051633,-5238.91578641678
11.2431368939,-68050.7997525243,73990.0001705974,-5927.95728117919
9.08174532326,-68740.6226728013,74201.6718360315,-5451.96741790698
