"HashRate","seasonal","trend","remainder"
0.00606465289481,42700016.4143667,-84634594.0349267,41934577.6266247
0.00571668100741,42773519.8193851,-85022308.9934251,42248789.1797566
0.00571668100741,42812155.9970931,-85410023.9519235,42597867.960547
0.00631320424296,54084746.9584098,-85772522.579215,31687775.6271184
0.00556755019852,54153488.0903119,-86135021.2065065,31981533.1217621
0.00611436316444,54227028.449739,-86412680.6291617,32185652.1855371
0.00571668100741,54265745.2417231,-86690340.051817,32424594.8158106
0.00606465289481,58534409.5175038,-86909942.1994074,28375532.6879682
0.00591552208593,58603095.6711306,-87129544.3469979,28526448.6817827
0.00581610154667,58676672.9849663,-87256374.4395118,28579701.4603616
0.00611436316444,58715470.3912265,-87383204.5320258,28667734.1469137
0.00601494262519,50730855.4348753,-87465146.1554502,36734290.7265898
0.00397682157037,50799486.6102268,-87547087.7788746,36747601.1726246
0.00561726046815,50873100.8784712,-87599847.0921738,36726746.21932
0.00606465289481,50911978.8990074,-87652606.4054731,36740627.5125304
0.00541841938963,58194684.6552623,-87686977.6628827,29492293.0130388
0.00521957831111,56800294.7393354,-87721348.9202922,30921054.1861763
0.00581610154667,55410979.8489853,-84633797.7328761,29222817.8897069
0.00611436316444,53986972.3707945,-81546246.54546,27559274.1807798
0.00656175559111,18329830.3233429,-48869996.476693,30540166.1599119
0.00611436316444,16935385.6023209,-16193746.4079261,-741639.188280439
0.00611436316444,15546107.4931992,21707814.9241778,-37253922.4112626
0.00566697073778,14122180.6292844,59609376.2562817,-73731556.8798992
0.00606465289481,-4352601.33369087,60994636.0189811,-56642034.6792255
0.00656175559111,-1406142.97786156,62379895.7816804,-60973752.7972571
0.00681030693926,1545573.57619157,62383288.0020029,-63928861.5713841
0.00601494262519,4462685.20849934,62386680.2223253,-66849365.4248097
0.00606465289481,42637146.7336213,62390526.1874281,-105027672.914985
0.0045236345363,46058687.4542777,62394372.1525309,-108453059.602285
0.00308203671704,49485577.9594814,62394047.9256288,-111879625.882028
0.00591552208593,52877907.3759874,62393723.6987267,-115271631.068799
0.00631320424296,28038297.0927597,62387357.466397,-90425654.5528434
0.00571668100741,32566935.1909743,62380991.2340672,-94947926.4193249
0.00661146586074,37101014.6600598,62367731.5395464,-99468746.1929947
0.00710856855704,41600576.8734953,62354471.8450255,-103955048.711412
0.00566697073778,47627881.4831423,62334871.7137526,-109962753.191228
0.0062137837037,51681327.6063397,62315271.5824797,-113996599.182606
0.00616407343407,55740306.6867315,62287783.728862,-118028090.409429
0.00497102696296,59764812.3445208,62260295.8752443,-122025108.214794
0.00516986804148,62577190.0223848,62218553.4908455,-124795743.50806
0.00442421399704,62645434.5640122,62176811.1064467,-124822245.666035
0.00412595237926,62719306.4740356,62113636.7475239,-124832943.217434
0.000347971887407,62758748.7945043,62050462.3886012,-124809211.182757
0.00477218588444,63470514.5088678,61958335.7026607,-125428850.206756
0.00556755019852,63538701.4205221,61866209.0167203,-125404910.431675
0.00561726046815,63612610.1117739,61745671.1848497,-125358281.291006
0.0062137837037,63652133.0465186,61625133.3529792,-125277266.393284
0.00512015777185,92009562.5569783,61480403.9938318,-153489966.54569
0.00531899885037,87866968.6926436,61335674.6346844,-149202643.322009
0.00512015777185,83730191.0191079,61164510.4066748,-144894701.420663
0.0058658118163,79559071.4221128,60993346.1786652,-140552417.594912
0.00362884968296,76421198.8431572,60793307.4539128,-137214506.293441
0.00442421399704,72278547.3488493,60593268.7291604,-132871816.073585
0.0048716064237,68141806.456542,60368203.4528456,-128510009.904516
0.00193870051556,63970767.4541107,60143138.1765308,-124113905.628703
0.00283348536889,64728835.1549243,59895346.3863042,-124624181.538395
0.00119304647111,64796849.1766591,59647554.5960775,-124444403.771544
0.000198841078519,64870868.2115961,59385284.8077706,-124256153.019168
0.00357913941333,64910632.9497443,59123015.0194637,-124033647.965629
0.00467276534519,64833993.4872899,58851188.9417466,-123685182.424364
0.00412595237926,64901949.8790516,58579362.8640295,-123481312.738955
0.00462305507556,64976005.6952169,58303614.3492638,-123279620.039858
0.0045236345363,65015851.0279289,58027865.834498,-123043716.857903
0.00367855995259,64967403.6093726,57751889.6997249,-122719293.305419
0.00347971887407,65035302.3711611,57475913.5649518,-122511215.932633
0.00407624210963,65109394.9685548,57203415.0908514,-122312810.05533
0.00362884968296,65149320.8958305,56930916.616751,-122080237.508953
0.00382769076148,65033178.2945656,56668366.7197751,-121701545.010513
0.00402653184,65101019.4263809,56405816.8227991,-121506836.245153
0.00432479345778,65175148.805003,56159042.5994181,-121334191.400096
0.00417566264889,65215155.3268424,55912268.3760372,-121127423.698704
0.00372827022222,65097168.8679062,55683771.258678,-120780940.122856
0.00397682157037,65164952.3697483,55455274.1413187,-120620226.50709
0.00377798049185,65239100.4844447,55248144.7319133,-120487245.21258
0.00422537291852,65279205.646002,55041015.3225078,-120320220.964284
0.00367855995259,65171304.9291895,54848951.2668401,-120020256.192351
0.00442421399704,65239030.8010585,54656887.2111724,-119895918.007807
0.00422537291852,65313197.6518292,54478101.85431,-119791299.501914
0.00253522375111,65353401.4531043,54299316.4974475,-119652717.948017
0.00377798049185,65220295.9812201,54129992.5606932,-119350288.538135
0.00432479345778,65287964.2231159,53960668.6239389,-119248632.84273
0.00412595237926,65362149.809961,53798279.2945715,-119160429.100406
0.00357913941333,65402452.2509538,53635889.9652041,-119038342.212579
0.00412595237926,65281725.2009365,53477950.9989778,-118759676.195788
0.00442421399704,65349335.8128592,53320012.0327515,-118669347.841186
0.00397682157037,65423540.1357785,53161970.3046843,-118585510.436486
0.0045236345363,65463941.2164892,53003928.576617,-118467869.788583
0.00313174698667,65379512.3340909,52845613.7568393,-118225126.087798
0.00392711130074,65447065.3160403,52687298.9370615,-118134364.249175
0.00402653184,65521288.375034,52528768.6989161,-118050057.069924
0.00407624210963,65561788.0954625,52370238.4607707,-117932026.552157
0.00417566264889,65570237.3429596,52211188.2595457,-117781425.59833
0.00377798049185,65637732.6949359,52052138.0583207,-117689870.749479
0.00377798049185,65711974.4900038,51896794.3112949,-117608768.797521
0.00357913941333,65752572.8501501,51741450.5642691,-117494023.41084
0.00228667240296,65713979.4019447,51582935.7665196,-117296915.166178
0.00343000860444,65781417.1239478,51424420.96877,-117205838.089288
0.00323116752593,65855677.6550901,51257378.1291793,-117113055.781038
0.000149130808889,65896374.6549542,51090335.2895887,-116986709.944394
0.00258493402074,65122479.168389,50915437.4031439,-116037916.568948
0.00372827022222,65189859.260419,50740539.5166992,-115930398.77339
0.00367855995259,65264138.5276356,50557596.8268826,-115821735.35084
0.00343000860444,65304934.1672175,50374654.1370661,-115679588.300854
0.00328087779556,65418617.9354016,50184612.2488134,-115603230.180934
0.00372827022222,65485940.3974584,49994570.3605608,-115480510.754291
0.00263464429037,65560238.4007493,49796612.4812327,-115356850.879347
0.000646233505185,65601132.680049,49598654.6019046,-115199787.281307
0.0031814572563,66425037.2095307,49387194.2936418,-115812231.499991
0.0021872518637,66492302.0416143,49175733.985379,-115668036.024806
0.00159072862815,66566618.7809795,48948549.5356325,-115515168.315021
0.000695943774815,66607611.6999971,48721365.085886,-115328976.785187
0.000596523235556,66677850.72271,48476171.9855418,-115154022.707655
0.00114333620148,66745057.9248204,48230978.8851976,-114976036.808875
0.00149130808889,66819393.4002599,47965377.9034468,-114784771.302215
0.000745654044444,66860484.9589953,47699776.9216959,-114560261.879946
0.00288319563852,66927973.1866058,47409313.3710758,-114337286.554798
0.0045236345363,66995122.7587431,47118849.8204557,-114113972.574675
0.00477218588444,67069476.9702569,46795642.5765133,-113865119.541998
0.00367855995259,67110667.1687101,46472435.3325709,-113583102.497602
0.00407624210963,67155298.2119329,46115478.7219987,-113270776.929855
0.0048716064237,67222390.154097,45758522.1114265,-112980912.260652
0.00407624210963,67296763.1016851,45376088.2458249,-112672851.343434
0.00333058806519,67338051.9398561,44993654.3802234,-112331706.316749
0.00338029833481,67377049.9471526,44591757.551062,-111968807.494834
0.00402653184,67444084.2593435,44189860.7219006,-111633944.977218
0.00323116752593,67518475.9430059,43760258.666493,-111278734.606268
0.00169014916741,67559863.4208947,43330656.6110854,-110890520.03029
0.00124275674074,67542688.0703465,42869988.3138833,-110412676.382987
0.000845074583704,67609664.7525643,42409320.0166812,-110018984.7684
0.000447392426667,67684075.172301,41926071.9407502,-109610147.112604
0.000745654044444,67725561.2899076,41442823.8648192,-109168385.153981
0.00119304647111,67753351.8796408,40950007.3588153,-108703359.237263
0.000795364314074,67820270.9318854,40457190.8528114,-108277461.783901
0.000397682157037,67894700.0876964,39960945.1397156,-107855645.227014
0.000596523235556,67936284.8450209,39464699.4266198,-107400984.271044
0.000397682157037,68082321.6293793,38968821.6944018,-107051143.323383
0.00273406482963,68149183.0516507,38472943.9621838,-106622127.0111
0.00208783132444,68223630.9435361,37975033.4252299,-106198664.366678
0.00149130808889,68265314.3405783,37477122.888276,-105742437.227363
0.0031814572563,68389891.1444734,36986091.9327376,-105375983.07403
0.00412595237926,68456694.9367717,36495060.9771991,-104951755.909845
0.00447392426667,68531161.5647313,36005312.6315546,-104536474.191812
0.00467276534519,68572943.6014914,35515564.2859101,-104088507.882729
0.00392711130074,68661236.9082275,35031133.0384447,-103692369.942745
0.00338029833481,68727983.0705526,34546701.7909792,-103274684.858151
0.00298261617778,68802468.4345865,34084046.5344341,-102886514.966038
0.00313174698667,68844349.1110644,33621391.2778889,-102465740.385822
0.0035294291437,68935357.5280479,33181977.159348,-102117334.683866
0.00357913941333,69002046.0603998,32742563.0408071,-101744609.097628
0.00387740103111,69076550.1605081,32326669.4401499,-101403219.596781
0.00328087779556,69118529.4767037,31910775.8394928,-101029305.312916
0.00288319563852,69213878.8185135,31505679.0379999,-100719557.85363
0.00303232644741,69280509.7208923,31100582.236507,-100381091.954367
0.00338029833481,69355032.5570748,30712680.1166601,-100067712.670355
0.0035294291437,69397110.5129883,30324777.9968132,-99721888.5062721
0.00347971887407,69444407.836291,29954012.9471399,-99398420.7799512
0.00402653184,69510981.1086966,29583247.8974665,-99094229.0021366
0.00278377509926,69585522.6809535,29229204.6964751,-98814727.3746449
0.00288319563852,69627699.2765848,28875161.4954838,-98502860.7691854
0.00412595237926,69670776.4227973,28536847.1253404,-98207623.5440118
0.00402653184,69737292.0652297,28198532.7551971,-97935824.8164002
0.0035294291437,69811852.3735609,27879459.7532421,-97691312.1232736
0.00392711130074,69854127.60891,27560386.7512872,-97414514.3562701
0.00367855995259,69976700.5661102,27255328.6263993,-97232029.188831
0.00169014916741,70043158.5785694,26950270.5015115,-96993429.0783908
0.00134217728,70117737.6229749,26657275.4329134,-96775013.0545461
0.00407624210963,70160111.4980419,26364280.3643152,-96524391.8582809
0.00497102696296,70317353.3886685,26089427.8056571,-96406781.1893546
0.00467276534519,70383754.0041667,25814575.2469989,-96198329.2464929
0.00442421399704,70458351.5516344,25561980.8593977,-96020332.4066079
0.00437450372741,70500824.0664192,25309386.4717964,-95810210.5338411
0.00412595237926,70609955.878455,25079153.6950798,-95689109.5694089
0.00432479345778,70676299.0969921,24848920.9183633,-95525220.0110306
0.00422537291852,70750915.147522,24635970.385646,-95386885.5289427
0.00372827022222,70793486.3020246,24423019.8529288,-95216506.1512251
0.00288319563852,70926877.9369493,24224455.1357547,-95151333.0698208
0.00303232644741,70993163.7585253,24025890.4185805,-95019054.1740735
0.00288319563852,71067798.3121175,23841612.4211873,-94909410.7304216
0.00203812105481,71110468.1063379,23657334.423794,-94767802.5280938
0.00253522375111,71282476.0432887,23484459.8087691,-94766935.8495226
0.00347971887407,71348704.4679036,23311585.1937441,-94660289.658168
0.00387740103111,71423357.524558,23134406.1898116,-94557763.7104922
0.00382769076148,71466125.9584962,22957227.185879,-94423353.1405475
0.00392711130074,71609178.4370555,22764739.955495,-94373918.3886234
0.00308203671704,71675349.4647093,22572252.7251111,-94247602.1867384
0.00253522375111,71750021.0244259,22360036.3250692,-94110057.3469599
0.00278377509926,71792888.0980819,22147819.9250274,-93940708.0203256
0.00422537291852,71871825.6862102,21902449.6091951,-93774275.2911799
0.00323116752593,71937935.8410441,21657079.2933628,-93595015.1311758
0.00273406482963,72012625.9038229,21380792.3690758,-93393418.2701647
0.0031814572563,72055591.6171968,21104505.4447888,-93160097.0588041
0.00492131669333,72263046.2184936,20803377.3713614,-93066423.5849336
0.00551783992889,72329095.5005077,20502249.297934,-92831344.7929238
0.00412595237926,72403804.0663487,20168371.4169849,-92572175.4792076
0.00427508318815,72446868.4194403,19834493.5360357,-92281361.951201
0.00432479345778,72699851.312299,19471498.238738,-92171349.5467122
0.00372827022222,72765839.7214933,19108502.9414403,-91874342.6592053
0.00362884968296,72840566.7903965,18723105.0421811,-91563671.8289488
0.00323116752593,72883729.783206,18337707.142922,-91221436.9228968
0.00328087779556,73076486.7156831,17934656.8387852,-91011143.5511874
0.0031814572563,73142414.2520575,17531606.5346484,-90674020.7835244
0.00248551348148,73217159.8240229,17114126.2350653,-90331286.0566028
0.00303232644741,73260421.4268366,16696645.9354823,-89957067.3592865
0.00223696213333,73481684.5205461,16269404.1227323,-89751088.6410415
0.00149130808889,73547551.1841007,15842162.3099824,-89389713.4925918
0.00164043889778,73622315.2591284,15404476.7696863,-89026792.0271743
0.00283348536889,73665675.4719462,14966791.2293903,-88632466.698503
0.00308203671704,74002001.0819127,14516546.9432102,-88518548.0220409
0.0031814572563,74067806.8726474,14066302.6570302,-88134109.5264961
0.00243580321185,74142589.4507373,13601035.2708826,-87743624.7191841
0.00377798049185,74186048.2735593,13135767.884735,-87321816.1545163
0.00347971887407,74546666.8003478,12656704.2953203,-87203371.0921884
0.00323116752593,74612411.7182626,12177640.7059057,-86790052.4209371
0.0035294291437,74687212.7994147,11679374.7972204,-86366587.5931057
0.00343000860444,74730770.2322409,11181108.8885352,-85911879.1173461
0.00347971887407,75062119.3907305,10678893.5514773,-85741012.938728
0.00347971887407,75127803.4358255,10176678.2144194,-85304481.6467651
0.00412595237926,75202623.0200398,9772152.06819748,-84974775.0841114
0.00477218588444,75246279.0628702,9367625.92197561,-84613904.9800737
0.00497102696296,75579987.9442892,9073259.05087968,-84653246.9901979
0.0045236345363,75645611.1165643,8778892.17978376,-84424503.2918245
0.00392711130074,75720436.5737301,8527570.39037571,-84248006.9601787
0.00362884968296,75764203.8566755,8276248.60096767,-84040452.4540144
0.00407624210963,76094682.5891433,8041550.34133278,-84136232.9263998
0.00382769076148,76160244.8885985,7806852.08169789,-83967096.9664687
0.00497102696296,76235076.2187156,6865573.46915175,-83100649.6828963
0.00477218588444,76278954.7417761,5924294.8566056,-82203249.5936095
0.00507044750222,76600294.4554387,4663668.17445374,-81263962.624822
0.00422537291852,76665795.8820741,3403041.49230187,-80068837.3701506
0.00387740103111,76740633.0851426,2179338.67181919,-78919971.7530843
0.00372827022222,76784622.8483181,955635.851336513,-77740258.6959263
0.00387740103111,77116579.4952804,734701.537289081,-77851281.0286921
0.00288319563852,77182020.049096,513767.223241648,-77695787.2694544
0.00367855995259,77256863.1251158,419092.519521906,-77675955.6409591
0.00328087779556,77300964.1284064,324417.815802165,-77625381.9409277
0.0048716064237,77714818.4017764,129271.029101121,-77844089.4260059
0.00422537291852,77780198.0827721,-65875.7575999239,-77714322.3209468
0.00243580321185,77855047.0317433,-188527.859972265,-77666519.1693352
0.00258493402074,77899259.2751489,-311179.962344606,-77588079.3102194
0.00521957831111,78210317.0417548,-311179.962344606,-77899137.0741906
0.00467276534519,78275635.8499306,-311179.962344606,-77964455.8829132
0.00591552208593,78350490.6718532,-4093990.27942155,-74256500.3865161
0.00467276534519,78394814.1553739,-7876800.59649849,-70518013.5542026
0.00512015777185,78738502.3408176,-80380322.1554768,1641819.81977943
0.0062137837037,78803760.2761735,-152883843.714455,74080083.4444954
0.00502073723259,78878620.9710474,-85008594.7490465,6129973.78301983
0.00516986804148,78923055.6946832,-17133345.7836379,-61789709.9058754
0.00536870912,79305069.9783558,-17304982.1098168,-62000087.8631703
0.00576639127704,79370267.0408919,-17476618.4359957,-61893648.5991298
0.00591552208593,79445133.6087172,-17694166.7910431,-61750966.8117585
0.00800335341037,79489679.572468,-17911715.1460906,-61577964.4183741
0.00994205392593,79821630.5278766,-18001746.5348949,-61819883.9830396
0.011135100397,79886766.7175928,-18091777.9236993,-61794988.7827584
0.00869929718519,79961639.1583695,-18120717.195835,-61840921.9538351
0.00929582042074,80006296.3622353,-18149656.4679708,-61856639.8849687
0.0075559609837,80349088.0390219,-18247899.1806339,-62101188.850832
0.00840103556741,80414163.3559182,-18346141.893297,-62068021.4542202
0.00715827882667,80489041.6696463,-18621209.0421797,-61867832.6203083
0.00780451233185,80533810.1136272,-18896276.1910624,-61637533.9147603
0.00790393287111,80808789.2289285,-19995163.0598813,-60813626.1611433
0.00840103556741,80873803.673005,-21094049.9287002,-59779753.7359038
0.00686001720889,80948687.8596844,-21975640.9871179,-58973046.8657065
0.00815248421926,80993567.5437804,-22857232.0455356,-58136335.4900923
0.00917315174809,81323283.0121056,-22861570.2734096,-58461712.7295228
0.00882033821932,81388236.5833622,-22865908.5012836,-58522328.0732583
0.00699746832066,81463126.642993,-22868210.0013288,-58594916.6346667
0.00764429312341,81508117.567204,-22870511.501374,-58637606.0581857
0.00958476753166,81898439.0705959,-22869341.2426521,-59029097.818359
0.0111724284111,22750255.4490177,-22868170.9839302,117915.546084967
0.0122308689975,22591884.9409235,-22863256.6271938,271371.698501121
0.00929075625768,22662000.5297091,-22858342.2704573,196341.750039008
0.00934955851248,22734536.1645691,-22848354.4193064,113818.264086898
0.00882033821932,22771318.4640026,-22838366.5681556,67048.1129733548
0.00870273370973,22614677.1665436,-22827544.9877574,212867.829916541
0.0112312306659,22684737.7770538,-22816723.4073592,131985.641536638
0.0090555472385,22757330.5824102,-22809601.8360628,52271.2627080977
0.0107692484138,22794173.280032,-22802480.2647664,8306.99550366029
0.0102502484903,22557613.0433023,-22797660.5094681,240047.476416118
0.0102502484903,22627618.6755371,-22792840.7541699,165222.088883001
0.0088229987005,22700268.65139,-22794531.6672489,94263.0246818587
0.00869324871961,22737171.7472,-22796222.5803278,59050.8418210521
0.00797962382471,22556854.1952516,-23581051.6818675,1024197.49459552
0.00843374875783,22626804.8492111,-24365880.7834072,1739075.94262979
0.00772012386294,22699511.9955604,-24782824.9628907,2083312.97505036
0.00908249866228,22736475.4895588,-25199769.1423742,2463293.66189789
0.0115477482992,22584151.1844679,-25883268.7452054,3299117.57228526
0.00973124856673,22654046.8601521,-26566768.3480366,3912721.49761581
0.00979612355717,22726811.1769978,-26566768.3480366,3839957.18083498
0.0094068736145,22763835.0691844,-26566768.3480366,3802933.2882591
0.0135648225052,22533352.7319788,-31964714.50769,9431361.78927598
0.0134980007195,22603193.4293876,-37362660.6673433,14759467.2514536
0.011827456076,22675994.700642,-40961291.4404456,18285296.7516311
0.011560168933,22713099.2071047,-44559922.2135479,21846823.0180034
0.0128966046478,22484528.8835259,-49957868.3732013,27473339.5025719
0.0120279214332,22554314.6026594,-55355814.5328546,32801499.9422231
0.0137652878624,22627152.8283224,-55355814.5328546,32728661.7182975
0.0119610996474,22664337.9490612,-55355814.5328546,32691476.5957545
0.00948869357507,22464249.78431,-57167836.8382599,34703587.0634386
0.0162376939348,22533980.5251682,-58979859.1436652,36445878.6347347
0.0154358325059,22606855.7052398,-60067714.0227592,37460858.3329552
0.0221493497279,22644121.4402547,-61155568.9018532,38511447.4837479
0.0172674522368,22489253.7876163,-63090526.8274183,40601273.0570695
0.0187139403823,22558929.5501991,-65025484.7529833,42466555.2214982
0.0190755624187,22631841.6846794,-65054829.3051246,42422987.6395208
0.0188947514005,22669188.0339703,-65084173.8572658,42414985.8421903
0.0143744759458,22498807.2880625,-65126345.6472324,42627538.3735444
0.0160921806186,22568428.07237,-65168517.4371989,42600089.3809211
0.0169058302005,22641377.1612589,-65213364.6532198,42571987.5088668
0.0202508340369,22678804.1248258,-65258211.8692406,42579407.7646656
0.0186235348732,22516032.2513869,-65309171.2570549,42793139.0242915
0.0232460914215,22585598.0574191,-65360130.6448691,42774532.6106961
0.0219895459393,22658584.1007167,-65433264.6154184,42774680.5366913
0.0291518551881,22696091.6785597,-65506398.5859677,42810306.9365599
0.0287748915434,-38724675.9425424,-65589979.8732808,104314655.844598
0.0224921641322,-38655165.1147856,-65673561.1605939,104328726.297872
0.0278953097058,-38582142.1170794,-65849520.1404311,104431662.285406
0.02689007332,-38544553.9249603,-66025479.1202683,104570033.072119
0.0320419097972,-46970219.4794321,-66217934.0394275,113188153.550902
0.0315392916043,-45700331.162788,-66410388.9585868,112110720.152914
0.0357130536259,-44426838.7435107,-66626056.1464022,111052894.925626
0.0278185891402,-43188737.469953,-66841723.3342176,110030460.831989
0.0319537848232,19017139.6980213,-67111680.9631191,48094541.2970515
0.0325176751436,20286973.03639,-67381638.5920205,47094665.5881481
0.0304500773021,21560502.410076,-67588789.0808743,46028286.7012484
0.0349611998654,22798684.2979097,-67795939.5697282,44997255.3067796
0.0368408342668,83203538.9833921,-68039729.4935215,-15163809.4530297
0.0278185891402,74755927.0265471,-68283519.4173149,-6472407.58141358
0.0342093461049,66312103.0377033,-68541167.5927725,2229064.5892786
0.0328936020239,57832975.2228748,-68798815.7682302,10965840.5782491
0.034397309545,-3675737.97397298,-69069888.3479307,72745626.356301
0.0325176751436,-4348015.16425643,-69340960.9276312,73688976.1244053
0.0306328161893,-5016412.45385468,-69620863.6672988,74637276.1517863
