"MinersRevenue","seasonal","trend","remainder"
0,105814.974233133,117066.624522986,-222881.598756119
0,105814.974233133,121253.178097851,-227068.152330984
0,102924.812386771,124203.90617058,-227128.718557351
0,102924.812386771,127154.634243308,-230079.44663008
0,102924.812386771,128768.409647301,-231693.222034073
0,102924.812386771,130382.185051294,-233306.997438065
0,98275.794416248,130963.114152421,-229238.908568669
0,98275.794416248,131544.043253549,-229819.837669797
0,98275.794416248,131367.383288526,-229643.177704774
0,98275.794416248,131190.723323504,-229466.517739752
0,92215.909759192,129873.638304686,-222089.548063878
0,92215.909759192,128556.553285869,-220772.463045061
0,92215.909759192,125992.963534504,-218208.873293696
0,92215.909759192,123429.373783139,-215645.283542331
0,86024.2278784308,120011.012321095,-206035.240199525
0,86024.2278784308,116592.65085905,-202616.878737481
0,86024.2278784308,112203.700638833,-198227.928517264
0,86024.2278784308,107814.750418617,-193838.978297048
0,82057.4377913949,103546.718524644,-185604.156316039
0,82057.4377913949,99278.6866306719,-181336.124422067
0,82057.4377913949,95389.1359764357,-177446.573767831
0,82057.4377913949,91499.5853221994,-173557.023113594
0,79364.389849453,87585.9560703178,-166950.345919771
0,79364.389849453,83672.3268184363,-163036.716667889
0,79364.389849453,79486.0984131533,-158850.488262606
0,79364.389849453,75299.8700078703,-154664.259857323
0,74848.7492397863,71134.2886316978,-145983.037871484
0,74848.7492397863,66968.7072555254,-141817.456495312
0,74848.7492397863,62936.897314384,-137785.64655417
0,74848.7492397863,58905.0873732426,-133753.836613029
0,70720.0931559399,55351.8008700023,-126071.894025942
0,70720.0931559399,51798.5143667621,-122518.607522702
0,70720.0931559399,49033.0430393949,-119753.136195335
0,70720.0931559399,46267.5717120277,-116987.664867968
0,67291.1918509819,44055.7555179873,-111346.947368969
0,67291.1918509819,41843.9393239468,-109135.131174929
0,67291.1918509819,40231.6301928585,-107522.82204384
0,67291.1918509819,38619.3210617702,-105910.512912752
0,63034.8495612791,37677.2380195423,-100712.087580821
0,63034.8495612791,36735.1549773145,-99770.0045385936
0,63034.8495612791,36207.0501890124,-99241.8997502916
0,63034.8495612791,35678.9454007104,-98713.7949619895
0,58709.750229096,35426.9805608937,-94136.7307899896
0,58709.750229096,35175.0157210769,-93884.7659501729
0,58709.750229096,35135.2710507582,-93845.0212798541
0,58709.750229096,35095.5263804394,-93805.2766095354
0,55333.913131601,35570.9199450122,-90904.8330766131
0,55333.913131601,36046.3135095849,-91380.2266411858
0,55333.913131601,37303.5100744824,-92637.4232060834
0,55333.913131601,38560.7066393799,-93894.6197709809
0,52389.2145277776,40311.1924082998,-92700.4069360774
0,52389.2145277776,42061.6781772197,-94450.8927049972
0,52389.2145277776,44191.5599881029,-96580.7745158805
0,52389.2145277776,46321.4417989861,-98710.6563267637
0,48599.1950733874,48737.1765969465,-97336.3716703339
0,48599.1950733874,51152.9113949069,-99752.1064682943
0,48599.1950733874,53379.4742203339,-101978.669293721
0,48599.1950733874,55606.0370457609,-104205.232119148
0,43370.8332562996,57470.2092252524,-100841.042481552
0,43370.8332562996,59334.3814047439,-102705.214661044
0,43370.8332562996,60711.9415142419,-104082.774770541
0,43370.8332562996,62089.5016237398,-105460.334880039
0,39229.5328760932,62758.9550120357,-101988.487888129
0,39229.5328760931,63428.4084003315,-102657.941276425
0,39229.5328760932,63382.3559947917,-102611.888870885
0,39229.5328760931,63336.3035892519,-102565.836465345
0,36385.5219572967,63089.5298692992,-99475.0518265959
0,36385.5219572967,62842.7561493466,-99228.2781066433
0,36385.5219572967,62568.9614950713,-98954.4834523681
0,36385.5219572967,62295.1668407961,-98680.6887980929
0,33565.8556376057,62172.3429630592,-95738.1986006649
0,33565.8556376057,62049.5190853223,-95615.374722928
0,33565.8556376057,62176.374531292,-95742.2301688977
0,33565.8556376057,62303.2299772616,-95869.0856148673
0,31335.8309493694,62309.0860769589,-93644.9170263283
0,31335.8309493694,62314.9421766561,-93650.7731260256
0,31335.8309493694,62130.4536716819,-93466.2846210514
0,31335.8309493694,61945.9651667078,-93281.7961160772
0,28109.7239464754,61654.2733614392,-89763.9973079147
0,28109.7239464754,61362.5815561707,-89472.3055026461
0,28109.7239464754,61082.0534727028,-89191.7774191783
0,28109.7239464754,60801.525389235,-88911.2493357104
0,26388.8652524081,60783.665731144,-87172.5309835521
0,26388.8652524081,60765.8060730531,-87154.6713254612
0,26388.8652524081,61001.6586082461,-87390.5238606542
0,26388.8652524081,61237.5111434392,-87626.3763958473
0,28095.9014383616,61717.1507612842,-89813.0521996458
0,28095.9014383616,62196.7903791293,-90292.6918174909
0,28095.9014383616,63059.3717839114,-91155.273222273
0,28095.9014383616,63921.9531886936,-92017.8546270552
0,27628.5786165306,64722.017731458,-92350.5963479886
0,27628.5786165306,65522.0822742225,-93150.6608907531
0,27628.5786165306,66289.4860992581,-93918.0647157886
0,27628.5786165306,67056.8899242936,-94685.4685408242
0,25939.3342207046,68146.9009897817,-94086.2352104863
0,25939.3342207046,69236.9120552698,-95176.2462759743
0,25939.3342207046,70153.9715519001,-96093.3057726047
0,25939.3342207046,71071.0310485304,-97010.365269235
0,27615.0941190738,72172.6113339652,-99787.705453039
0,27615.0941190738,73274.1916194,-100889.285738474
0,27615.0941190738,74927.8943291061,-102542.98844818
0,27615.0941190738,76581.5970388122,-104196.691157886
0,28292.5514568943,78730.3493855167,-107022.900842411
0,28292.5514568943,80879.1017322211,-109171.653189115
0,28292.5514568943,83694.8606532249,-111987.412110119
0,28292.5514568943,86510.6195742287,-114803.171031123
0,26918.1822332256,89962.8403925312,-116881.022625757
0,26918.1822332256,93415.0612108337,-120333.243444059
0,26918.1822332256,96631.4827041964,-123549.664937422
0,26918.1822332256,99847.904197559,-126766.086430785
0,25582.8062292778,102629.486188411,-128212.292417688
0,25582.8062292778,105411.068179262,-130993.87440854
0,25582.8062292778,107267.719456471,-132850.525685749
0,25582.8062292778,109124.37073368,-134707.176962958
0,27914.2115429734,110504.800888319,-138419.012431293
0,27914.2115429734,111885.231042958,-139799.442585932
0,27914.2115429734,113179.363267354,-141093.574810327
0,27914.2115429734,114473.495491749,-142387.707034722
0,30128.112103931,115506.271745091,-145634.383849022
0,30128.112103931,116539.047998433,-146667.160102364
0,30128.112103931,117958.040839361,-148086.152943292
0,30128.112103931,119377.03368029,-149505.145784221
0,31630.6262739062,121379.934423129,-153010.560697035
0,31630.6262739062,123382.835165968,-155013.461439875
0,31630.6262739062,125825.944406655,-157456.570680562
0,31630.6262739062,128269.053647343,-159899.679921249
0,32965.6864295721,131001.566238773,-163967.252668345
0,32965.6864295721,133734.078830203,-166699.765259775
0,32965.6864295721,136360.401005633,-169326.087435205
0,32965.6864295721,138986.723181063,-171952.409610635
0,32624.8417377832,141220.966756697,-173845.80849448
0,32624.8417377832,143455.210332331,-176080.052070114
0,32624.8417377832,145355.55944328,-177980.401181063
0,32624.8417377832,147255.908554229,-179880.750292013
0,36230.2176578827,149075.636854206,-185305.854512089
0,36230.2176578827,150895.365154183,-187125.582812065
0,36230.2176578827,153086.770647622,-189316.988305505
0,36230.2176578827,155278.176141061,-191508.393798944
0,38181.1227105325,157891.855487064,-196072.978197596
0,38181.1227105325,160505.534833066,-198686.657543598
0,38181.1227105325,163444.670549367,-201625.7932599
0,38181.1227105325,166383.806265668,-204564.928976201
0,36297.4660085728,169367.055073532,-205664.521082105
0,36297.4660085728,172350.303881396,-208647.769889969
0,36297.4660085728,174974.16317084,-211271.629179413
0,36297.4660085728,177598.022460285,-213895.488468857
0,36059.4493816244,179776.841323395,-215836.290705019
0,36059.4493816244,181955.660186505,-218015.10956813
0,36059.4493816244,183726.538584165,-219785.98796579
0,36059.4493816244,185497.416981825,-221556.866363449
0,36651.8230899577,186742.168176081,-223393.991266038
0,36651.8230899577,187986.919370336,-224638.742460294
0,36651.8230899577,188590.376374466,-225242.199464423
0,36651.8230899577,189193.833378595,-225845.656468553
0,35375.6094593848,188969.421536752,-224345.030996137
0,35375.6094593848,188745.009694909,-224120.619154293
0,35375.6094593848,187398.973928452,-222774.583387837
0,35375.6094593848,186052.938161996,-221428.547621381
0,33558.1192375757,183729.621034494,-217287.740272069
0,33558.1192375757,181406.303906992,-214964.423144567
0,33558.1192375757,178380.032825939,-211938.152063515
0,33558.1192375757,175353.761744887,-208911.880982462
0,35316.2675299937,171795.835911667,-207112.10344166
0,35316.2675299937,168237.910078447,-203554.17760844
0,35316.2675299937,164333.332466435,-199649.599996429
0,35316.2675299937,160428.754854423,-195745.022384417
0,35760.2776739849,156408.722234756,-192168.999908741
0,35760.2776739849,152388.689615088,-188148.967289073
0,35760.2776739849,147989.921198255,-183750.19887224
0,35760.2776739849,143591.152781422,-179351.430455407
0,32421.5160944702,138745.705160705,-171167.221255175
0,32421.5160944702,133900.257539988,-166321.773634458
0,32421.5160944702,128832.753909998,-161254.270004468
0,32421.5160944702,123765.250280008,-156186.766374478
0,29635.1585193043,118338.78162379,-147973.940143095
0,29635.1585193043,112912.312967573,-142547.471486877
0,29635.1585193043,106962.417262525,-136597.57578183
0,29635.1585193043,101012.521557478,-130647.680076782
0,26664.8640950498,94192.6995371952,-120857.563632245
0,26664.8640950498,87372.8775169125,-114037.741611962
0,26664.8640950498,79163.2884607283,-105828.152555778
0,26664.8640950498,70953.6994045441,-97618.563499594
0,24418.5857388887,61180.8130393208,-85599.3987782095
0,24418.5857388887,51407.9266740975,-75826.5124129862
0,24418.5857388887,40496.9091622258,-64915.4949011144
0,24418.5857388887,29585.891650354,-54004.4773892427
0,23689.5186643815,17888.9636663003,-41578.4823306818
0,23689.5186643815,6192.03568224664,-29881.5543466281
0,23689.5186643815,-6270.22037898094,-17419.2982854006
0,23689.5186643815,-18732.4764402085,-4957.04222417299
0,21884.6494977196,-31994.469592108,10109.8200943884
0,21884.6494977196,-45256.4627440075,23371.8132462879
0,21884.6494977196,-59183.7088510126,37299.059353293
0,21884.6494977196,-73110.9549580177,51226.305460298
0,22953.3220198743,-87667.7819754722,64714.4599555979
0,22953.3220198743,-102224.608992927,79271.2869730524
0,22953.3220198743,-117089.072601473,94135.7505815983
0,22953.3220198743,-131953.536210019,109000.214190144
0,24795.8339169157,-146797.586429797,122001.752512881
0,24795.8339169157,-161641.636649576,136845.80273266
0,24795.8339169157,-176327.413005872,151531.579088957
0,24795.8339169157,-191013.189362169,166217.355445253
0,22240.5999249742,-205364.886972526,183124.287047552
0,22240.5999249742,-219716.584582882,197475.984657908
0,22240.5999249742,-233349.226169969,211108.626244994
0,22240.5999249742,-246981.867757055,224741.267832081
0,19224.7590511835,-259926.8988711,240702.139819916
0,19224.7590511835,-272871.929985145,253647.170933961
0,19224.7590511835,-285356.688087795,266131.929036612
0,19224.7590511835,-297841.446190446,278616.687139262
0,18820.8329329411,-306114.756185047,287293.923252105
0,18820.8329329411,-314388.066179647,295567.233246706
0,18820.8329329411,-320417.221340074,301596.388407132
0,18820.8329329411,-326446.3765005,307625.543567558
0,15620.9288162558,-329337.282333756,313716.3535175
0,15620.9288162558,-332228.188167012,316607.259350756
0,15620.9288162558,-331361.620121268,315740.691305012
0,15620.9288162558,-330495.052075524,314874.123259269
0,11491.252583403,-327645.86581124,316154.613227837
0,11491.252583403,-324796.679546957,313305.426963554
0,11491.252583403,-319103.874310401,307612.621726998
0,11491.252583403,-313411.069073846,301919.816490442
0,10224.5555990281,-308967.710946899,298743.155347871
0,10224.5555990281,-304524.352819953,294299.797220925
0,10224.5555990281,-300182.056838696,289957.501239668
0,10224.5555990281,-295839.760857439,285615.20525841
0,7880.10496982907,-290890.964426621,283010.859456792
0,7880.10496982907,-285942.167995803,278062.063025974
0,7880.10496982907,-280742.335027832,272862.230058003
0,7880.10496982907,-275542.502059862,267662.397090033
0,5798.75016574405,-270202.311960397,264403.561794653
0,5798.75016574405,-264862.121860932,259063.371695187
0,5798.75016574405,-259681.84942225,253883.099256506
0,5798.75016574405,-254501.576983568,248702.826817824
0,2638.73133504682,-249706.803842582,247068.072507535
0,2638.73133504682,-244912.030701596,242273.299366549
0,2638.73133504682,-240670.447239599,238031.715904552
0,2638.73133504682,-236428.863777601,233790.132442554
0,376.386950041737,-232572.659965742,232196.273015701
0,376.386950041736,-228716.456153883,228340.069203842
0,376.386950041736,-225069.375726086,224692.988776045
0,376.386950041738,-221422.295298289,221045.908348248
0,-2875.84641043336,-218017.073531063,220892.919941496
0,216127.218414377,-214611.851763837,-1515.36665054056
0,212030.377394109,-210916.066033427,-1114.31136068248
0,212030.377394109,-207220.280303016,-4810.09709109279
0,212030.377394109,-203163.809670302,-8866.56772380733
0,212030.377394109,-199107.339037587,-12923.0383565219
0,209244.74409898,-194749.198452978,-14495.5456460013
0,209244.74409898,-190391.05786837,-18853.68623061
0,209244.74409898,-185805.019919978,-23439.7241790019
0,209244.74409898,-181218.981971586,-28025.7621273938
0,207364.478678043,-176587.933871608,-30776.5448064351
0,207364.478678043,-171956.885771631,-35407.5929064127
0,207364.478678043,-167431.326707386,-39933.1519706574
0,207364.478678043,-162905.767643141,-44458.7110349021
0,202863.772392025,-158613.782774184,-44249.9896178409
0,202863.772392025,-154321.797905226,-48541.9744867985
0,202863.772392025,-150303.279435855,-52560.4929561693
0,202863.772392025,-146284.760966485,-56579.0114255401
0,198079.126522954,-142728.541803834,-55350.5847191199
0,198079.126522954,-139172.322641183,-58906.8038817706
0,198079.126522954,-136068.597684434,-62010.5288385204
0,198079.126522954,-132964.872727684,-65114.2537952703
0,192492.174913189,-130136.841496806,-62355.3334163832
0,192492.174913189,-127308.810265928,-65183.3646472609
0,192492.174913189,-124755.275675787,-67736.8992374019
0,192492.174913189,-122201.741085646,-70290.4338275429
0,187655.169534332,-119721.466754457,-67933.702779875
0,187655.169534332,-117241.192423268,-70413.9771110641
0,187655.169534332,-114623.514359627,-73031.6551747051
0,187655.169534332,-112005.836295986,-75649.3332383462
0,184638.620847708,-108900.702274314,-75737.9185733941
0,184638.620847708,-105795.568252642,-78843.052595066
0,184638.620847708,-102069.797519206,-82568.8233285019
0,184638.620847708,-98344.0267857706,-86294.5940619379
0,178190.539139435,-94197.3101649677,-83993.2289744674
0,178190.539139435,-90050.5935441649,-88139.9455952703
0,178190.539139435,-85709.5308970088,-92481.0082424263
0,178190.539139435,-81368.4682498528,-96822.0708895824
0,172814.989673463,-77149.2796852684,-95665.7099881942
0,172814.989673463,-72930.0911206839,-99884.8985527787
0,172814.989673463,-69042.1050884691,-103772.884584994
0,172814.989673463,-65154.1190562543,-107660.870617208
0,170110.896424469,-61297.1831863263,-108813.713238143
0,170110.896424469,-57440.2473163983,-112670.649108071
0,170110.896424469,-53616.6912632626,-116494.205161207
0,170110.896424469,-49793.135210127,-120317.761214342
0,165836.882931319,-46221.6828577444,-119615.200073574
0,165836.882931319,-42650.2305053619,-123186.652425957
0,165836.882931319,-39525.9724177568,-126310.910513562
0,165836.882931319,-36401.7143301517,-129435.168601167
0,160926.906035128,-34051.4343253633,-126875.471709765
0,160926.906035128,-31701.1543205749,-129225.751714554
0,160926.906035128,-30317.7801794121,-130609.125855716
0,160926.906035128,-28934.4060382493,-131992.499996879
0,155863.84027144,-28249.5041410542,-127614.336130386
0,155863.84027144,-27564.6022438591,-128299.238027581
0,155863.84027144,-27476.9980918672,-128386.842179573
0,155863.84027144,-27389.3939398753,-128474.446331565
0,150548.123676994,-27803.6427590513,-122744.480917943
0,150548.123676994,-28217.8915782274,-122330.232098767
0,150548.123676994,-28978.7954806439,-121569.32819635
0,150548.123676994,-29739.6993830603,-120808.424293934
0,146793.791961627,-30809.804536874,-115983.987424753
0,146793.791961627,-31879.9096906877,-114913.88227094
0,146793.791961627,-32964.7439815562,-113829.047980071
0,146793.791961627,-34049.5782724246,-112744.213689203
0,144398.441686889,-34670.2922747513,-109728.149412138
0,144398.441686889,-35291.0062770779,-109107.435409811
0,144398.441686889,-35491.0391012848,-108907.402585604
0,144398.441686889,-35691.0719254916,-108707.369761398
0,140487.537132388,-35330.4816102221,-105157.055522166
0,140487.537132388,-34969.8912949525,-105517.645837436
0,140487.537132388,-33937.1549010352,-106550.382231353
0,140487.537132388,-32904.4185071179,-107583.11862527
0,136060.876883328,-31505.4900405096,-104555.386842819
0,136060.876883328,-30106.5615739013,-105954.315309427
0,136060.876883328,-28700.7183615663,-107360.158521762
0,136060.876883328,-27294.8751492314,-108766.001734097
0,132258.722262669,-25946.6203426379,-106312.101920031
0,132258.722262669,-24598.3655360443,-107660.356726624
0,132258.722262669,-23379.8058965318,-108878.916366137
0,132258.722262669,-22161.2462570192,-110097.47600565
0,131569.077512955,-20812.7622351142,-110756.315277841
0,131569.077512955,-19464.2782132091,-112104.799299746
0,131569.077512955,-17698.8428842131,-113870.234628742
0,131569.077512955,-15933.4075552171,-115635.669957738
0,129802.781607761,-13670.0895698073,-116132.692037954
0,129802.781607761,-11406.7715843976,-118396.010023364
0,129802.781607761,-8928.19351830144,-120874.58808946
0,129802.781607761,-6449.61545220532,-123353.166155556
0,125657.685017959,-4086.27208041277,-121571.412937546
0,125657.685017959,-1722.92870862022,-123934.756309339
0,125657.685017959,400.007104251895,-126057.692122211
0,125657.685017959,2522.94291712401,-128180.627935083
0,123314.684839384,4481.18462193756,-127795.869461322
0,123314.684839384,6439.42632675112,-129754.111166136
0,123314.684839384,8287.6784861466,-131602.363325531
0,123314.684839384,10135.9306455421,-133450.615484927
0,120353.003805106,12089.5890989273,-132442.592904033
0,120353.003805106,14043.2475523125,-134396.251357418
0,120353.003805106,16263.3319045331,-136616.335709639
0,120353.003805106,18483.4162567536,-138836.42006186
0,118388.634760286,20917.2299655461,-139305.864725832
0,118388.634760286,23351.0436743385,-141739.678434625
0,118388.634760286,26039.4898307635,-144428.12459105
0,118388.634760286,28727.9359871885,-147116.570747475
0,115770.522583615,31896.4439803994,-147666.966564014
0,115770.522583615,35064.9519736102,-150835.474557225
0,115770.522583615,39123.3711491434,-154893.893732758
0,115770.522583615,43181.7903246766,-158952.312908292
0,113271.981711558,48172.3671364712,-161444.348848029
0,113271.981711558,53162.9439482657,-166434.925659824
0,113271.981711558,58577.5929789789,-171849.574690537
0,113271.981711558,63992.2420096921,-177264.22372125
0,111810.422655033,69586.643633791,-181397.066288824
0,111810.422655033,75181.0452578899,-186991.467912923
0,111810.422655033,80886.4714156423,-192696.894070675
0,111810.422655033,86591.8975733947,-198402.320228427
0,108870.908765346,92118.6613152794,-200989.570080626
0,108870.908765346,97645.4250571641,-206516.33382251
0,108870.908765346,102833.278041893,-211704.186807239
0,108870.908765346,108021.131026622,-216892.039791968
0,105814.974233133,112688.065186818,-218503.039419951
0,105814.974233133,117354.999347014,-223169.973580146
0,105814.974233133,120948.45699134,-226763.431224473
0,105814.974233133,124541.914635666,-230356.888868799
0,102924.812386771,126809.529130611,-229734.341517382
0,102924.812386771,129077.143625555,-232001.956012326
0,102924.812386771,130119.790813904,-233044.603200675
0,102924.812386771,131162.438002252,-234087.250389024
0,98275.794416248,131375.779551023,-229651.573967271
0,98275.794416248,131589.121099794,-229864.915516042
0,98275.794416248,130895.271012272,-229171.06542852
0,98275.794416248,130201.420924749,-228477.215340997
0,92215.909759192,128193.505626866,-220409.415386058
0,92215.909759192,126185.590328982,-218401.500088174
0,92215.909759192,123193.728930883,-215409.638690075
0,92215.909759192,120201.867532783,-212417.777291975
0,86024.2278784308,116200.629375033,-202224.857253464
0,86024.2278784308,112199.391217283,-198223.619095714
0,86024.2278784308,107818.988516248,-193843.216394679
0,86024.2278784308,103438.585815213,-189462.813693644
0,82057.4377913949,99382.0389712906,-181439.476762686
0,82057.4377913949,95325.4921273678,-177382.929918763
0,82057.4377913949,91490.2986766935,-173547.736468088
0,82057.4377913949,87655.1052260192,-169712.543017414
0,79364.389849453,83580.3425426265,-162944.73239208
0,79364.389849453,79505.5798592339,-158869.969708687
0,79364.389849453,75307.6238749202,-154672.013724373
0,79364.389849453,71109.6678906064,-150474.057740059
0,74848.7492397863,66990.766799124,-141839.51603891
0,74848.7492397863,62871.8657076416,-137720.614947428
0,74848.7492397863,59019.6423371909,-133868.391576977
0,74848.7492397863,55167.4189667402,-130016.168206527
0,70720.0931559399,52003.2175300046,-122723.310685945
0,70720.0931559399,48839.0160932689,-119559.109249209
0,70720.0931559399,46393.4101245223,-117113.503280462
0,70720.0931559399,43947.8041557758,-114667.897311716
0,67291.1918509819,41998.3864852086,-109289.57833619
0,67291.1918509819,40048.9688146414,-107340.160665623
0,67291.1918509819,38806.9453217808,-106098.137172763
0,67291.1918509819,37564.9218289203,-104856.113679902
0,63034.8495612791,36833.6628196414,-99868.5123809206
0,63034.8495612791,36102.4038103626,-99137.2533716417
0,63034.8495612791,35743.7099367825,-98778.5594980616
0,63034.8495612791,35385.0160632024,-98419.8656244816
0,58709.750229096,35217.218025321,-93926.9682544169
0,58709.750229096,35049.4199874395,-93759.1702165355
0,58709.750229096,35208.8927825219,-93918.6430116179
0,58709.750229096,35368.3655776044,-94078.1158067003
0,55333.913131601,36242.9886051377,-91576.9017367387
0,55333.913131601,37117.6116326711,-92451.524764272
0,55333.913131601,38686.5408390201,-94020.4539706211
0,55333.913131601,40255.4700453692,-95589.3831769702
0,52389.2145277776,42153.4948407362,-94542.7093685138
0,52389.2145277776,44051.5196361032,-96440.7341638807
0,52389.2145277776,46396.4206748027,-98785.6352025803
0,52389.2145277776,48741.3217135023,-101130.53624128
0,48599.1950733874,51099.1675086159,-99698.3625820033
