"MinersRevenue","seasonal","trend","remainder"
0,48599.1950733874,53457.0133037296,-102056.208377117
0,48599.1950733874,55511.1174654781,-104110.312538865
0,48599.1950733874,57565.2216272266,-106164.416700614
0,43370.8332562996,59207.1285453438,-102577.961801643
0,43370.8332562996,60849.0354634611,-104219.868719761
0,43370.8332562996,61921.7161629232,-105292.549419223
0,43370.8332562996,62994.3968623853,-106365.230118685
0,39229.5328760932,63241.3509826374,-102470.883858731
0,39229.5328760931,63488.3051028895,-102717.837978983
0,39229.5328760932,63291.042334073,-102520.575210166
0,39229.5328760931,63093.7795652566,-102323.31244135
0,36385.5219572967,62838.1824705949,-99223.7044278916
0,36385.5219572967,62582.5853759331,-98968.1073332299
0,36385.5219572967,62339.5574317855,-98725.0793890822
0,36385.5219572967,62096.5294876378,-98482.0514449345
0,33565.8556376057,62113.8014397895,-95679.6570773952
0,33565.8556376057,62131.0733919411,-95696.9290295468
0,33565.8556376057,62260.5989489274,-95826.4545865331
0,33565.8556376057,62390.1245059137,-95955.9801435194
0,31335.8309493694,62276.1197084158,-93611.9506577853
0,31335.8309493694,62162.114910918,-93497.9458602875
0,31335.8309493694,61911.8258740325,-93247.656823402
0,31335.8309493694,61661.536837147,-92997.3677865165
0,28109.7239464754,61369.437380847,-89479.1613273225
0,28109.7239464754,61077.337924547,-89187.0618710225
0,28109.7239464754,60882.490020647,-88992.2139671224
0,28109.7239464754,60687.6421167469,-88797.3660632223
0,26388.8652524081,60821.039114565,-87209.9043669731
0,26388.8652524081,60954.4361123831,-87343.3013647912
0,26388.8652524081,61290.1382855176,-87679.0035379257
0,26388.8652524081,61625.8404586521,-88014.7057110602
0,28095.9014383616,62308.8816338495,-90404.7830722111
0,28095.9014383616,62991.9228090469,-91087.8242474085
0,28095.9014383616,63892.015611468,-91987.9170498296
0,28095.9014383616,64792.1084138892,-92888.0098522507
0,27628.5786165306,65517.4118086777,-93145.9904252083
0,27628.5786165306,66242.7152034662,-93871.2938199968
0,27628.5786165306,67177.8088917476,-94806.3875082781
0,27628.5786165306,68112.9025800289,-95741.4811965595
0,25939.3342207046,69165.8047551169,-95105.1389758215
0,25939.3342207046,70218.7069302049,-96158.0411509095
0,25939.3342207046,71169.1795466462,-97108.5137673507
0,25939.3342207046,72119.6521630874,-98058.986383792
0,27615.0941190738,73490.500741377,-101105.594860451
0,27615.0941190738,74861.3493196666,-102476.44343874
0,27615.0941190738,76853.1551075433,-104468.249226617
0,27615.0941190738,78844.9608954199,-106460.055014494
503.695,28292.5514568943,81350.5384078063,-109139.394864701
492.174,28292.5514568943,83856.1159201927,-111656.493377087
481.6,28292.5514568943,87086.8548359928,-114897.806292887
556.945,28292.5514568943,90317.5937517929,-118053.200208687
615.4708,26918.1822332256,93787.8756656346,-120090.58709886
660.68,26918.1822332256,97258.1575794763,-123515.659812702
716.1,26918.1822332256,100364.822248238,-126566.904481464
685.61225,26918.1822332256,103471.486917,-129704.056900226
754.775,25582.8062292778,105776.718844558,-130604.750073836
691.5896,25582.8062292778,108081.950772117,-132973.167401395
578.5,25582.8062292778,109612.000479758,-134616.306709036
581.75,25582.8062292778,111142.050187399,-136143.106416677
511.92,27914.2115429734,112468.482587414,-139870.774130387
514.05,27914.2115429734,113794.914987428,-141195.076530401
568.4875,27914.2115429734,114919.253966842,-142264.978009815
571.12,27914.2115429734,116043.592946255,-143386.684489229
474.895,30128.112103931,117163.506671337,-146816.723775268
507.2,30128.112103931,118283.420396418,-147904.332500349
548.635,30128.112103931,120037.867096665,-149617.344200596
509.49,30128.112103931,121792.313796911,-151410.935900842
540.8,31630.6262739062,123998.026184656,-155087.852458563
466.9675,31630.6262739062,126203.738572401,-157367.397346308
471.276,31630.6262739062,128857.674628413,-160017.024902319
471.12,31630.6262739062,131511.610684424,-162671.116958331
530.1855,32965.6864295721,134279.412767921,-166714.913697493
502.2,32965.6864295721,137047.214851418,-169510.70128099
594.74085,32965.6864295721,139531.492244147,-171902.437823719
508.482,32965.6864295721,142015.769636876,-174472.974066448
624.975,32624.8417377832,144077.78563286,-176077.652370643
1645,32624.8417377832,146139.801628845,-177119.643366628
588.05,32624.8417377832,147958.281402086,-179995.073139869
657.72,32624.8417377832,149776.761175327,-181743.88291311
721.665,36230.2176578827,151716.55072307,-187225.103380953
657.2895,36230.2176578827,153656.340270813,-189229.268428696
668.87,36230.2176578827,156052.90427824,-191614.251936122
560.205,36230.2176578827,158449.468285666,-194119.480943549
543.22,38181.1227105325,161245.350076292,-198883.252786825
667.8,38181.1227105325,164041.231866919,-201554.554577451
772.563,38181.1227105325,167048.583007905,-204457.142718437
630.24,38181.1227105325,170055.934148891,-207606.816859424
613.44815,36297.4660085728,172880.796340604,-208564.814199177
740.2514,36297.4660085728,175705.658532317,-211262.873140889
677.268,36297.4660085728,178064.760687887,-213684.958696459
550.44369,36297.4660085728,180423.862843457,-216170.885162029
436.536,36059.4493816244,182384.983688394,-218007.897070019
483.5922,36059.4493816244,184346.104533332,-219921.961714956
337.89455,36059.4493816244,185845.706386697,-221567.261218321
371.47,36059.4493816244,187345.308240062,-223033.287621686
477.4,36651.8230899577,188313.597284999,-224488.020374956
387.5115,36651.8230899577,189281.886329935,-225546.197919893
481.08,36651.8230899577,189578.103766236,-225748.846856193
551.87,36651.8230899577,189874.321202536,-225974.274292494
682,35375.6094593848,189160.47203911,-223854.081498495
918.0765,35375.6094593848,188446.622875685,-222904.155835069
1032,35375.6094593848,186625.828401803,-220969.437861188
1073.325,35375.6094593848,184805.033927921,-219107.318387306
792,33558.1192375757,182169.18146876,-214935.300706336
802.75,33558.1192375757,179533.329009598,-212288.698247174
1008,33558.1192375757,176288.394801466,-208838.514039042
1100.75,33558.1192375757,173043.460593334,-205500.82983091
1302.55,35316.2675299937,169311.364401364,-203325.081931358
1473.45,35316.2675299937,165579.268209394,-199422.085739387
1344.15,35316.2675299937,161637.49975019,-195609.617280183
1244.16,35316.2675299937,157695.731290985,-191767.838820979
1205.1,35760.2776739849,153556.191709215,-188111.3693832
1269.85,35760.2776739849,149416.652127444,-183907.079801429
818.55,35760.2776739849,144853.900522165,-179795.62819615
948.387,35760.2776739849,140291.148916885,-175103.03959087
1795.5,32421.5160944702,135422.857974741,-166048.874069211
1575,32421.5160944702,130554.567032597,-161401.083127067
2299,32421.5160944702,125441.984904726,-155564.500999196
2014,32421.5160944702,120329.402776854,-150736.918871324
2042.6075,29635.1585193043,114710.716782717,-142303.267802022
2244.25,29635.1585193043,109092.03078858,-136482.939307885
2302.8,29635.1585193043,102809.001269652,-130141.359788956
1810.9,29635.1585193043,96525.9717507238,-124350.230270028
1856.5,26664.8640950498,89236.4345712918,-114044.798666342
1642.2,26664.8640950498,81946.8973918598,-106969.56148691
2763.75,26664.8640950498,73299.1345190265,-97200.2486140763
2253.8955,26664.8640950498,64651.3716461932,-89062.340241243
2626.905,24418.5857388887,54436.3842762112,-76228.0650150999
2929,24418.5857388887,44221.3969062292,-65710.9826451179
6199.9876,24418.5857388887,32828.6336646784,-51047.231803567
4828.5,24418.5857388887,21435.8704231275,-41025.9561620162
4041.6,23689.5186643815,9299.80729595211,-28947.7259603336
2573.655,23689.5186643815,-2836.25583122327,-18279.6078331582
2784,23689.5186643815,-15752.2868023881,-5153.23186199335
2146.05,23689.5186643815,-28668.317773553,7124.84910917152
3285,21884.6494977196,-42281.9011734164,23682.2516756967
3558.1,21884.6494977196,-55895.4845732797,37568.93507556
3124.94,21884.6494977196,-70233.4932231327,51473.7837254131
2558.435,21884.6494977196,-84571.5018729857,65245.2873752661
3500,22953.3220198743,-99453.0949193756,79999.7728995013
3813.48685,22953.3220198743,-114334.687965765,95194.8527958912
2348.9,22953.3220198743,-129285.971417359,108681.549397484
1661.75,22953.3220198743,-144237.254868952,122945.682849077
1957.79,24795.8339169157,-159079.907113846,136241.86319693
2256,24795.8339169157,-173922.55935874,151382.725441825
2072.88,24795.8339169157,-188528.091541287,165805.137624372
2617.6575,24795.8339169157,-203133.623723835,180955.447306919
2150.724,22240.5999249742,-217147.100281153,197057.224356179
2933.35,22240.5999249742,-231160.576838472,211853.326913497
2602.25085,22240.5999249742,-244287.825427342,224649.476352368
2362.263,22240.5999249742,-257415.074016213,237536.737091238
2957.4,19224.7590511835,-269816.830065591,253549.471014408
2887.5,19224.7590511835,-282218.58611497,265881.327063786
1991.25,19224.7590511835,-292805.217820275,275571.708769091
2412.5,19224.7590511835,-303391.84952558,286579.590474396
2450.88,18820.8329329411,-311007.32729306,294637.374360118
2834.955,18820.8329329411,-318622.805060539,302636.927127598
2796.5,18820.8329329411,-323046.497248777,307022.164315836
2700,18820.8329329411,-327470.189437015,311349.356504074
2632.9,15620.9288162558,-328477.751335032,315489.722518776
2860.935,15620.9288162558,-329485.31323305,316725.319416794
2985,15620.9288162558,-327652.785934575,315016.857118319
1530,15620.9288162558,-325820.2586361,311729.329819845
1956.5,11491.252583403,-320816.162473697,311281.409890294
1983.6,11491.252583403,-315812.066311294,306304.413727891
1728.848,11491.252583403,-311328.775851699,301566.371268296
1874.5,11491.252583403,-306845.485392103,297228.7328087
2208.86,10224.5555990281,-302434.6439864,294418.948387372
2286.87,10224.5555990281,-298023.802580696,290086.116981668
2205.75,10224.5555990281,-293413.984795417,285395.179196388
1967.1,10224.5555990281,-288804.167010137,280546.711411109
2299.08,7880.10496982907,-283717.441313516,278136.416343687
2186.25,7880.10496982907,-278630.715616896,272936.860647067
2650.5365,7880.10496982907,-273353.342119219,268123.77364939
2109.3,7880.10496982907,-268075.968621543,262305.163651714
1787.5,5798.75016574405,-262789.926800907,258778.676635163
1875,5798.75016574405,-257503.884980271,253580.134814527
2025,5798.75016574405,-252458.648827201,248684.898661457
1984.49265,5798.75016574405,-247413.412674131,243599.155158387
2133.25,2638.73133504682,-242833.961375081,242328.480040034
2366,2638.73133504682,-238254.510076031,237981.778740984
2588.6,2638.73133504682,-234185.662216417,234135.53088137
2399.992,2638.73133504682,-230116.814356803,229878.075021756
2459.9918,376.386950041737,-226328.883857962,228412.48870792
2669.9822,376.386950041736,-222540.953359121,224834.548609079
2699.964,376.386950041736,-219057.640038632,221381.21708859
2459.9836,376.386950041738,-215574.326718143,217657.923368101
2129.2829,216127.218414377,-212087.150072196,-1910.78544218096
2242.485,212030.377394109,-208599.97342625,-1187.9189678593
2197.65,212030.377394109,-204666.262429502,-5166.46496460726
2318.4,212030.377394109,-200732.551432754,-8979.42596135521
3099.8208,212030.377394109,-196422.982578389,-12507.5740157205
2454.7848,209244.74409898,-192113.413724023,-14676.5455749564
2747.15,209244.74409898,-187475.302618248,-19022.291480732
2664.9,209244.74409898,-182837.191512472,-23742.6525865076
2922.5,209244.74409898,-178099.738279203,-28222.5058197767
3746.25,207364.478678043,-173362.285045934,-30255.9436321096
3915,207364.478678043,-168693.662440078,-34755.8162379653
3440,207364.478678043,-164025.039834222,-39899.4388438211
3460,207364.478678043,-159581.774203773,-44322.7044742702
3460,202863.772392025,-155138.508573324,-44265.2638187006
3016.962,202863.772392025,-150973.637265218,-48873.1731268063
3009.885,202863.772392025,-146808.765957113,-53045.1214349121
3087,202863.772392025,-142970.561029495,-56806.21136253
3916,198079.126522954,-139132.356101877,-55030.7704210771
3525.18,198079.126522954,-135771.994713534,-58781.9518094202
3776.55,198079.126522954,-132411.633325191,-61890.9431977633
3987,198079.126522954,-129412.754756677,-64679.3717662768
3315,192492.174913189,-126413.876188164,-62763.2987250257
4143.75,192492.174913189,-123620.970795194,-64727.4541179957
3339.2,192492.174913189,-120828.065402224,-68324.9095109656
3667.5,192492.174913189,-118060.445983229,-70764.2289299598
3345,187655.169534332,-115292.826564235,-69017.3429700972
3936,187655.169534332,-112338.762929588,-71380.4066047443
3751.5,187655.169534332,-109384.699294941,-74518.9702393913
8502.5,187655.169534332,-106035.234781745,-73117.4347525873
6804.8019,184638.620847708,-102685.770268549,-75148.0486791593
5587.5,184638.620847708,-98730.4649108504,-80320.6559368581
8360,184638.620847708,-94775.1595531516,-81503.4612945569
8387.805,184638.620847708,-90432.3861456079,-85818.4297021005
8050,178190.539139435,-86089.6127380643,-84050.9264013708
9330.255,178190.539139435,-81468.8961970116,-87391.3879424235
7740,178190.539139435,-76848.1796559589,-93602.3594834763
8555.25,178190.539139435,-72207.7163356215,-97427.5728038136
10395,172814.989673463,-67567.2530152842,-94852.7366581784
9612.075,172814.989673463,-63167.3487914971,-100035.565881966
10354.05,172814.989673463,-58767.4445677099,-103693.495105753
11016,172814.989673463,-54628.6979029359,-107170.291770527
10046.16,170110.896424469,-50489.9512381619,-109574.785186307
11501,170110.896424469,-46615.6808759002,-111994.215548569
12129.6945,170110.896424469,-42741.4105136385,-115239.791410831
12602.28,170110.896424469,-39189.4083430104,-118319.208081459
11342.052,165836.882931319,-35637.4061723822,-118857.424758937
8976,165836.882931319,-32391.3931036461,-124469.489827673
8976.0224,165836.882931319,-29145.38003491,-127715.480496409
8180.28,165836.882931319,-26408.6985449895,-131247.904386329
9216.6894,160926.906035128,-23672.0170550691,-128038.199580059
11542.5,160926.906035128,-21769.1847173959,-127615.221317733
10163.93,160926.906035128,-19866.3523797226,-130896.623655406
11100,160926.906035128,-18957.8826993244,-130869.023335804
12406.51585,155863.84027144,-18049.4130189261,-125407.911402514
13008,155863.84027144,-17800.6218940632,-125055.218377377
7926.07885,155863.84027144,-17551.8307692002,-130385.93065224
6305,155863.84027144,-17794.5502744247,-131764.289997015
8025.81,150548.123676994,-18037.2697796492,-124485.043897345
8606.64,150548.123676994,-18693.4746596405,-123248.009017354
9345.9792,150548.123676994,-19349.6795396318,-121852.464937362
12176.357151,150548.123676994,-20409.6685643342,-117962.09796166
12295.559725,146793.791961627,-21469.6575890365,-113028.574647591
10685.295,146793.791961627,-22924.8234136273,-113183.673548
8758.1088,146793.791961627,-24379.989238218,-113655.693923409
6984.284153,146793.791961627,-25912.7074002632,-113896.800408364
5178.24,144398.441686889,-27445.4255623085,-111774.776124581
6302.6724,144398.441686889,-28424.1833015755,-109671.585985314
6300.8647,144398.441686889,-29402.9410408425,-108694.635946047
5472.5396,144398.441686889,-29618.428351843,-109307.473735046
5266.8,140487.537132388,-29833.9156628434,-105386.821469545
4365.342135,140487.537132388,-29206.7904385799,-106915.404558808
6497.89,140487.537132388,-28579.6652143164,-105409.981918072
5764.88,140487.537132388,-27354.6479537749,-107368.009178613
5870.107917,136060.876883328,-26129.6306932333,-104061.138273095
4491.624,136060.876883328,-24575.3560901707,-106993.896793158
4938.29,136060.876883328,-23021.0814871081,-108101.50539622
6114.0548,136060.876883328,-21520.4468552344,-108426.375228094
5046.565906,132258.722262669,-20019.8122233608,-107192.344133308
6303.6,132258.722262669,-18566.6162270843,-107388.506035585
6848.1,132258.722262669,-17113.4202308077,-108297.202031861
7214.34,132258.722262669,-15715.0826490683,-109329.299613601
6383.87,131569.077512955,-14316.7450673289,-110868.462445627
6857.349,131569.077512955,-12663.0761525505,-112048.652360405
6992.055,131569.077512955,-11009.407237772,-113567.615275183
6162.4,131569.077512955,-8926.7971288017,-116479.880384154
6203.385,129802.781607761,-6844.18701983136,-116755.20958793
8093.10192,129802.781607761,-4401.76338242822,-117307.916305333
7002.13741,129802.781607761,-1959.33974502508,-120841.304452736
7532.96044,129802.781607761,436.448943481751,-122706.270111243
6680.7294,125657.685017959,2832.23763198858,-121809.193249948
7113.95,125657.685017959,4946.18598077714,-123489.920998736
7174.55,125657.685017959,7060.1343295657,-125543.269347525
5201.25502,125657.685017959,9002.60657006179,-129459.036568021
6220.6731,123314.684839384,10945.0788105579,-128039.090549942
6234.597,123314.684839384,12928.9472054855,-130009.03504487
6105.4904,123314.684839384,14912.815600413,-132122.010039797
6378.546095,123314.684839384,17014.2386346646,-133950.377379049
6016.824,120353.003805106,19115.6616689161,-133451.841474022
7493.538,120353.003805106,21541.2757451292,-134400.741550235
10053,120353.003805106,23966.8898213423,-134266.893626448
7675.1,120353.003805106,26600.4336772958,-139278.337482402
7359.61248,118388.634760286,29233.9775332492,-140262.999813536
9146.535,118388.634760286,32028.0092714923,-141270.109031779
9657.585,118388.634760286,34822.0410097353,-143553.090770022
9361.6198,118388.634760286,38122.6339015165,-147149.648861803
8395.45,115770.522583615,41423.2267932976,-148798.299376913
8633.2653,115770.522583615,45820.1311134851,-152957.3883971
9886.2687,115770.522583615,50217.0354336725,-156101.289317288
11527.128,115770.522583615,55816.5412309336,-160059.935814549
13174.245,113271.981711558,61416.0470281947,-161513.783739753
15418.65,113271.981711558,68482.8812377757,-166336.212949334
16001.307,113271.981711558,75549.7154473566,-172820.390158915
16703.15,113271.981711558,83575.3089253383,-180144.140636897
18540.6,111810.422655033,91600.90240332,-184870.725058353
21083.4,111810.422655033,99861.335886446,-190588.358541479
27288.9,111810.422655033,108121.769369572,-192643.292024605
38424.47964,111810.422655033,116120.648652971,-189506.591668003
40126.99,108870.908765346,124119.52793637,-192863.446701716
31126.47,108870.908765346,131438.358259171,-209182.797024517
36135.46,108870.908765346,138757.188581972,-211492.637347319
33311.9,108870.908765346,145032.503307045,-220591.512072391
39924.5,105814.974233133,151307.818032118,-217198.292265251
35850.4082,105814.974233133,157106.401661984,-227070.967695117
40537.2,105814.974233133,162904.98529185,-228182.759524983
40189.5,105814.974233133,167448.017711214,-233073.491944347
49058.957,102924.812386771,171991.050130577,-225856.905517349
52036.4,102924.812386771,175863.646441022,-226752.058827794
56762.335,102924.812386771,179736.242751467,-225898.720138239
48819.5859,102924.812386771,184038.90883228,-238144.135319052
85015.45,98275.794416248,188341.574913093,-201601.919329341
110475.7,98275.794416248,193651.952877235,-181452.047293483
97589.7,98275.794416248,198962.330841377,-199648.425257625
95327.5,98275.794416248,201046.873982374,-203995.168398622
109166.18713,92215.909759192,203131.417123372,-186181.139752563
111543.084,92215.909759192,202487.343532492,-183160.169291684
66559.12,92215.909759192,201843.269941612,-227500.059700804
79633.6,92215.909759192,201438.639761615,-214020.949520807
70453.8084,86024.2278784308,201034.009581619,-216604.42906005
84085.81,86024.2278784308,199332.63741748,-201271.05529591
103324.05,86024.2278784308,197631.26525334,-180331.443131771
106336.8,86024.2278784308,192347.381680907,-172034.809559338
109803.71,82057.4377913949,187063.498108474,-159317.225899869
148533.6,82057.4377913949,182108.489504731,-115632.327296126
88450.72,82057.4377913949,177153.480900988,-170760.198692383
67809.805,82057.4377913949,170185.870436371,-184433.503227766
73637.0688,79364.389849453,163218.259971753,-168945.581021206
68985,79364.389849453,161063.51212009,-171442.901969543
71438.496,79364.389849453,158908.764268428,-166834.658117881
83777.111,79364.389849453,159339.867883295,-154927.146732748
100679.25,74848.7492397863,159770.971498161,-133940.470737947
145516.8,74848.7492397863,170705.627774614,-100037.5770144
188567.71,74848.7492397863,181640.284051066,-67921.3232908521
198016.154,74848.7492397863,189939.298662111,-66771.8939018973
240874.98,70720.0931559399,198238.313273156,-28083.4264290961
161590.68,70720.0931559399,201429.070052509,-110558.483208449
293220.0711,70720.0931559399,204619.826831861,17880.1511121989
335412,70720.0931559399,206479.318402221,58212.5884418394
396795,67291.1918509819,208338.80997258,121164.998176438
349080,67291.1918509819,214690.698092586,67098.1100564324
298405.59,67291.1918509819,221042.586212591,10071.8119364269
301105,67291.1918509819,225321.05754754,8492.75060147769
236830.17,63034.8495612791,229599.52888249,-55804.2084437688
282840,63034.8495612791,229623.470406182,-9818.31996746155
201216.76,63034.8495612791,229647.411929875,-91465.5014911543
175089.894,63034.8495612791,229629.136734227,-117574.092295506
174236,58709.750229096,229610.861538579,-114084.611767675
207189.5616,58709.750229096,229627.596363024,-81147.7849921201
201624.35,58709.750229096,229644.331187469,-86729.7314165654
179304,58709.750229096,229608.939324272,-109014.689553368
203430.85,55333.913131601,229573.547461075,-81476.6105926761
190656,55333.913131601,228330.734808694,-93008.6479402948
201252.4515,55333.913131601,227087.922156313,-81169.3837879135
133249.6,55333.913131601,222494.471691278,-144578.784822879
136087.79772,52389.2145277776,217901.021226244,-134202.438034022
144504,52389.2145277776,214639.548001771,-122524.762529549
134395.92,52389.2145277776,211378.074777298,-129371.369305076
153451,52389.2145277776,205259.604761121,-104197.819288899
158690,48599.1950733874,199141.134744944,-89050.3298183318
153272,48599.1950733874,197128.552540748,-92455.7476141358
144567.83,48599.1950733874,195115.970336553,-99147.3354099399
125788.4,48599.1950733874,192613.2706286,-115424.065701988
130207.75,43370.8332562996,190110.570920648,-103273.654176948
113505,43370.8332562996,187383.054661678,-117248.887917978
128997,43370.8332562996,184655.538402708,-99029.3716590074
110727.5,43370.8332562996,182714.692825451,-115358.02608175
115177.64188,39229.5328760932,180773.847248194,-104825.738244287
118695,39229.5328760931,179716.718295438,-100251.251171531
113084.16,39229.5328760932,178659.589342682,-104804.962218775
113436.8537,39229.5328760931,177978.493055634,-103771.172231727
105582.81456,36385.5219572967,177297.396768585,-108100.104165882
129684.75,36385.5219572967,176792.500282311,-83493.2722396082
108767.4,36385.5219572967,176287.603796037,-103905.725753334
115300.9,36385.5219572967,175681.163274823,-96765.7852321195
112278.3,33565.8556376057,175074.722753608,-96362.2783912137
118129.52,33565.8556376057,174175.456135815,-89611.7917734208
104866.166,33565.8556376057,173276.189518022,-101975.879155628
120789.9,33565.8556376057,172730.925318896,-85506.8809565017
100540.44,31335.8309493694,172185.66111977,-102981.052069139
108151.9251,31335.8309493694,172634.580892682,-95818.4867420516
99816.4629,31335.8309493694,173083.500665595,-104602.868714964
101045.28,31335.8309493694,173885.861999321,-104176.41294869
123121.851193,28109.7239464754,174688.223333047,-79676.0960865224
115899.8337,28109.7239464754,175404.145932785,-87614.0361792609
121795.2,28109.7239464754,176120.068532524,-82434.5924789995
127297.17,28109.7239464754,176517.694357776,-77330.2483042518
116998,26388.8652524081,176915.320183029,-86306.1854354366
111172.8,26388.8652524081,175448.008049893,-90664.0733023014
104962.8,26388.8652524081,173980.695916758,-95406.7611691663
125248.5594,26388.8652524081,170044.585069367,-71184.8909217747
118658.2257,28095.9014383616,166108.474221975,-75546.1499603367
98951.65,28095.9014383616,161661.89583699,-90806.1472753514
104236.7,28095.9014383616,157215.317452005,-81074.5188903662
76484.8023294,28095.9014383616,153097.285410427,-104708.384519388
79764.3,27628.5786165306,148979.253368849,-96843.5319853793
68277,27628.5786165306,146399.334183874,-105750.912800404
63425.6,27628.5786165306,143819.414998898,-108022.393615429
57411.62,27628.5786165306,142733.442179506,-112950.400796036
80598.1,25939.3342207046,141647.469360113,-86988.7035808173
88906.3,25939.3342207046,142720.365167062,-79753.3993877667
70931.2922,25939.3342207046,143793.260974012,-98801.3029947162
67841.5147161,25939.3342207046,145810.998491903,-103908.817996508
64380.3,27615.0941190738,147828.736009795,-111063.530128869
69227.16,27615.0941190738,150245.592217084,-108633.526336158
85120.51,27615.0941190738,152662.448424373,-95157.0325434472
76917.42,27615.0941190738,155934.646728578,-106632.320847652
72964.1,28292.5514568943,159206.845032782,-114535.296489677
92263.02,28292.5514568943,162318.453732636,-98347.9851895304
79800.17,28292.5514568943,165430.06243249,-113922.443889384
85606.288,28292.5514568943,169057.761724437,-111744.025181331
84085.45,26918.1822332256,172685.461016384,-115518.19324961
101289.307,26918.1822332256,174157.61226224,-99786.4874954657
97722.45,26918.1822332256,175629.763508096,-104825.495741321
74772.6,26918.1822332256,175895.431599597,-128041.013832823
70245.24924,25582.8062292778,176161.099691098,-131498.656680376
79361.5,25582.8062292778,176099.183440043,-122320.489669321
59716.05,25582.8062292778,176037.267188988,-141904.023418266
54073.92,25582.8062292778,176246.752211642,-147755.638440919
59304.2805,27914.2115429734,176456.237234295,-145066.168277269
70960.65405,27914.2115429734,176785.612009244,-133739.169502218
68040,27914.2115429734,177114.986784193,-136989.198327167
53695.5556981,27914.2115429734,177723.227838282,-151941.883683155
68883.5845,30128.112103931,178331.46889237,-139575.996496301
61920.2628,30128.112103931,178566.011702301,-146773.861006232
54219.5459924,30128.112103931,178800.554512233,-154709.120623764
65255.169,30128.112103931,178959.676255545,-143832.619359476
57474.41778,31630.6262739062,179118.797998857,-153275.006492763
55914.61928,31630.6262739062,179756.458422103,-155472.465416009
45748.57286,31630.6262739062,180394.118845349,-166276.172259255
48628.58,31630.6262739062,181341.290331521,-164343.336605428
44424.8226014,32965.6864295721,182288.461817694,-170829.325645866
51089.6,32965.6864295721,183098.690351503,-164974.776781076
46061.905,32965.6864295721,183908.918885313,-170812.700314885
42525,32965.6864295721,184672.719710326,-175113.406139898
45541.9700068,32624.8417377832,185436.520535338,-172519.392266321
42123.07,32624.8417377832,186553.048389166,-177054.820126949
32985.61,32624.8417377832,187669.576242994,-187308.807980777
30910.41,32624.8417377832,189358.413933693,-191072.845671476
41770,36230.2176578827,191047.251624392,-185507.469282275
34193.6,36230.2176578827,193158.972371738,-195195.590029621
47266.02,36230.2176578827,195270.693119083,-184234.890776966
46552.5692,36230.2176578827,198070.91115823,-187748.559616113
43748.39504,38181.1227105325,200871.129197377,-195303.856867909
38250.87059,38181.1227105325,203126.767262448,-203057.019382981
35131.62,38181.1227105325,205382.40532752,-208431.908038053
39066.5,38181.1227105325,207138.438783437,-206253.06149397
37418.33942,36297.4660085728,208894.472239354,-207773.598827927
34905.74472,36297.4660085728,210732.083503989,-212123.804792562
33196.806,36297.4660085728,212569.694768624,-215670.354777196
32234.727,36297.4660085728,214304.856565797,-218367.59557437
32918.55,36059.4493816244,216040.018362971,-219180.917744595
36055.9,36059.4493816244,217501.996835108,-217505.546216732
33813.48,36059.4493816244,218963.975307245,-221209.944688869
33036.16914,36059.4493816244,219870.022921172,-222893.303162797
32710.09,36651.8230899577,220776.0705351,-224717.803625058
34436.325,36651.8230899577,220531.372607771,-222746.870697728
32814.08,36651.8230899577,220286.674680441,-224124.417770399
31064.25,36651.8230899577,218865.510798987,-224453.083888944
29645.082,35375.6094593848,217444.346917532,-223174.874376917
27005.517,35375.6094593848,215099.847977354,-223469.940436739
25143.06111,35375.6094593848,212755.349037176,-222987.897386561
21958.61304,35375.6094593848,209722.762800307,-223139.759219692
25043.23848,33558.1192375757,206690.176563438,-215205.057321014
20265.3,33558.1192375757,202950.143691125,-216242.962928701
27374.10115,33558.1192375757,199210.110818813,-205394.128906388
28564.65,33558.1192375757,194818.755073398,-199812.224310973
23998.3368012,35316.2675299937,190427.399327983,-201745.330056776
21258.81384,35316.2675299937,185547.679010753,-199605.132700747
18423.7,35316.2675299937,180667.958693524,-197560.526223518
17497.88397,35316.2675299937,175755.623545269,-193574.007105263
12475.1,35760.2776739849,170843.288397014,-194128.466070999
18773.57804,35760.2776739849,165897.851760137,-182884.551394122
15516.6,35760.2776739849,160952.41512326,-181196.092797245
17650.08,35760.2776739849,156108.442746226,-174218.64042021
19689.6,32421.5160944702,151264.470369191,-163996.386463661
19769.12,32421.5160944702,146626.210496244,-159278.606590714
15682.828,32421.5160944702,141987.950623297,-158726.638717767
17543.0248,32421.5160944702,137200.559253753,-152079.050548224
16610.265,29635.1585193043,132413.167884209,-145438.061403514
22783.14301,29635.1585193043,127145.19989547,-133997.215404774
17714.71178,29635.1585193043,121877.23190673,-133797.678646034
23214.576,29635.1585193043,115665.266602637,-122085.849121942
24471.75,26664.8640950498,109453.301298545,-111646.415393595
25982.32,26664.8640950498,101495.189531911,-102177.733626961
20955.248,26664.8640950498,93537.0777652768,-99246.6938603266
23023.64722,26664.8640950498,83669.7584240133,-87310.9752990632
24084.63,24418.5857388887,73802.4390827499,-74136.3948216385
22576.1,24418.5857388887,62756.5670270412,-64599.0527659299
19848.3817,24418.5857388887,51710.6949713326,-56280.8990102213
21677.13,24418.5857388887,39949.7566569566,-42691.2123958453
26322.642,23689.5186643815,28188.8183425807,-25555.6950069622
21759,23689.5186643815,15717.4902821007,-17648.0089464822
18306,23689.5186643815,3246.16222162068,-8629.68088600218
