"Date","seasonal","trend","remainder"
14378,-23.0783851028047,14486.1793127302,-85.1009276273999
14379,-23.0568884273767,14486.1796009659,-84.1227125385522
14380,-22.4480162569912,14486.1800325954,-83.7320163383611
14381,-22.4230822269049,14486.1804642248,-82.7573819978697
14382,-22.3976939388163,14486.1810067752,-81.7833128364146
14383,-22.3761718717212,14486.1815493257,-80.8053774539621
14384,-21.3853113686212,14486.1821846805,-80.7968733118669
14385,-21.3606119872738,14486.1828200353,-79.8222080480191
14386,-21.3354552447503,14486.1835248725,-78.8480696277929
14387,-21.3141396085454,14486.1842297098,-77.8700901012508
14388,-20.2734850762105,14486.1849768749,-77.9114917986662
14389,-20.2487885210445,14486.18572404,-76.9369355189101
14390,-20.2236315015286,14486.1864848729,-75.9628533713876
14391,-20.2022904736566,14486.1872457059,-74.9849552322212
14392,-19.2116279498894,14486.1879939649,-74.9763660149856
14393,-19.1873399679329,14486.1887422239,-74.0014022559408
14394,-19.1625884184524,14486.1894571302,-73.0268687117423
14395,-19.1416277459413,14486.1901720365,-72.0485442905738
14396,-18.1655041238934,14486.1908407876,-72.0253366636807
14397,-18.1560387969078,14486.1915095386,-71.0354707417282
14398,-18.1461067992245,14486.1921290212,-70.0460222219372
14399,-18.1399422129539,14486.1927485037,-69.0528062907306
14400,-17.2227288955014,14486.1933252312,-68.9705963357428
14401,-17.1983732510682,14486.1939019588,-67.9955287077355
14402,-17.1735478327635,14486.1944508727,-67.0209030399583
14403,-17.1524663603149,14486.1949997866,-66.0425334263236
14404,-16.201754945327,14486.1955421551,-65.9937872097944
14405,-16.1625822982858,14486.1960845236,-65.0335022253184
14406,-16.1229367741991,14486.1966451788,-64.0737084046359
14407,-16.0870117304121,14486.1972058341,-63.1101941036559
14408,-15.1751568064154,14486.1978134948,-63.0226566883412
14409,-15.1518884469238,14486.1984211554,-62.0465327085203
14410,-15.128144107213,14486.1991090225,-61.070964915245
14411,-15.1080967822453,14486.1997968895,-60.0917001072248
14412,-14.2560339063835,14486.2005962604,-59.9445623539868
14413,-14.2327683730734,14486.2013956313,-58.9686272581985
14414,-14.2090237563702,14486.2024650127,-57.9934412563143
14415,-14.1889526888536,14486.2035343941,-57.0145817052435
14416,-13.2893093458808,14486.2052151845,-56.9159058385885
14417,-13.2501451773839,14486.2068959748,-55.9567507974571
14418,-13.2104989956928,14486.2089668338,-54.9984678381406
14419,-13.1745025508863,14486.2110376928,-54.0365351419387
14420,-12.3431011222873,14486.21305877,-53.8699576476774
14421,-12.3154710829291,14486.2150798471,-52.8996087641735
14422,-12.2873561005756,14486.2174409222,-51.9300848215971
14423,-12.2628670428046,14486.2198019972,-50.9569349544399
14424,-11.4137661229289,14486.2229208917,-50.8091547687436
14425,-11.3861389097521,14486.2260397861,-49.8399008763499
14426,-11.358023823779,14486.2293408148,-48.8713169910097
14427,-11.3335108500863,14486.2326418435,-47.8991309933899
14428,-10.4217250746079,14486.2141826197,-47.7924575451289
14429,-10.3825693846555,14486.195723396,-46.8131540113427
14430,-10.3429228921055,14486.170350235,-45.8274273429215
14431,-10.3068546995339,14486.1449770741,-44.83812237452
14432,-9.43034951304328,14486.1449770741,-44.7146275610121
14433,-9.39119664927224,14486.1449770741,-43.7537804247822
14434,-9.35155005310268,14486.1442074694,-42.7926574163357
14435,-9.31545794460942,14486.1434378648,-41.8279799202137
14436,-8.42415060570329,14486.1418192752,-41.7176686695184
14437,-8.38500056811371,14486.1402006856,-40.7552001175045
14438,-8.34535386832452,14486.1377692148,-39.7924153464573
14439,-8.30923784390957,14486.1353377439,-38.8260999000358
14440,-7.42145212086973,14486.119024255,-38.6975721341769
14441,-7.38230490946162,14486.1027107662,-37.7204058566913
14442,-7.3426581060528,14486.1179888868,-36.7753307807725
14443,-7.30651816571617,14486.1332670075,-35.8267488417823
14444,-6.41594057772801,14486.184274172,-35.7683335942747
14445,-6.37679619250135,14486.2352813365,-34.8584851440046
14446,-6.33714928547291,14486.2343705676,-33.8972212821391
14447,-6.3009854292146,14486.2334597987,-32.9324743695051
14448,-5.34352434369279,14486.2325037556,-32.8889794119114
14449,-5.30438278464759,14486.2315477125,-31.9271649278435
14450,-5.26473577399952,14486.2310483016,-30.9663125275583
14451,-5.22854800181952,14486.2305488906,-30.0020008888041
14452,-4.30067287068137,14486.2301403305,-29.9294674598477
14453,-4.27332326347537,14486.2297317704,-28.9564085069596
14454,-4.24546527486543,14486.2294596212,-27.9839943463357
14455,-4.22104271242148,14486.229187472,-27.0081447595476
14456,-3.36982161313308,14486.2293707096,-26.8595490964908
14457,-3.35437929522749,14486.2295539473,-25.8751746520502
14458,-3.33842566611687,14486.2299548696,-24.8915292034599
14459,-3.32588365087018,14486.2303557919,-23.9044721410046
14460,-2.40462575236602,14486.230834339,-23.8262085865899
14461,-2.37739713498414,14486.231312886,-22.8539157510531
14462,-2.34965427659615,14486.2318089408,-21.8821546641884
14463,-2.32529921977004,14486.2323049955,-20.9070057757617
14464,-1.41972062096435,14486.2327547804,-20.8130341594369
14465,-1.38059036664499,14486.2332045653,-19.852614198624
14466,-1.34094294151842,14486.2335712567,-18.8926283151613
14467,-1.30465950565168,14486.2339379481,-17.9292784424397
14468,-0.394427704418072,14486.2342088957,-17.8397811913201
14469,-0.366243048495753,14486.2344798434,-16.8682367948877
14470,-0.337538291965152,14486.2346573298,-15.8971190377961
14471,-0.312173712392305,14486.2348348161,-14.9226611037484
14472,0.580627904958952,14486.2349327013,-14.8155606062392
14473,0.608809734699812,14486.2350305864,-13.8438403211185
14474,0.637514594850038,14486.2350712045,-12.8725857993977
14475,0.662903090344572,14486.2351118227,-11.8980149130221
14476,1.60158776032295,14486.2351231117,-11.8367108720231
14477,1.64070953609794,14486.2351344007,-10.8758439368212
14478,1.68035727208338,14486.2351470924,-9.91550436448051
14479,1.71671245571518,14486.2351597841,-8.95187223978428
14480,2.49633727327385,14486.2352028985,-8.73154017179877
14481,2.53545622286738,14486.235246013,-7.77070223584633
14482,2.57510406247244,14486.2353430984,-6.8104471608749
14483,2.61148316202594,14486.2354401838,-5.84692334585088
14484,3.5029253479307,14486.2356065665,-5.73853191445232
14485,3.54204147134278,14486.2357729492,-4.77781442055857
14486,3.58168941456746,14486.2360143092,-3.81770372378378
14487,3.61809243004264,14486.2362556692,-2.85434809925755
14488,4.60405222013047,14486.2365682858,-2.84062050595821
14489,4.64316551736108,14486.2368809024,-1.88004641980115
14490,4.68281356420539,14486.23725346,-0.920067024200762
14491,4.71924049560226,14486.2376260175,0.0431334868480917
14492,5.60394643957954,14486.2380424613,0.158011099149007
14493,5.63639501866441,14486.238458905,1.12514607634148
14494,5.66938127716407,14486.2389017321,2.09171699074614
14495,5.69917023251834,14486.2393445592,3.06148520829629
14496,6.61158861777496,14486.2397980357,3.14861334655507
14497,6.63778937533904,14486.2402515122,4.12195911250819
14498,6.66453074211899,14486.2407043575,5.09476490038105
14499,6.68809861805562,14486.2411572028,6.07074417909826
14500,7.63684798733278,14486.2416044706,6.12154754211224
14501,7.66301179624199,14486.2420517383,7.09493646549527
14502,7.68971914416815,14486.2424957376,8.06778511818447
14503,7.71327681355306,14486.242939737,9.04378344941506
14504,8.49933493811876,14486.2433892707,9.25727579113845
14505,8.53174091618585,14486.2438388045,10.2244202793609
14506,8.56469336307097,14486.2443065947,11.1910000422413
14507,8.59451994371688,14486.2447743849,12.1607056713601
14508,9.55293588340341,14486.2452736602,12.201790456349
14509,9.58259198541034,14486.2457729356,13.1716350790157
14510,9.61279748603638,14486.2463132524,14.1408892615218
14511,9.63990093272528,14486.2468535693,15.1132454979634
14512,10.6473865075077,14486.2474369156,15.1051765768589
14513,10.6770398783183,14486.248020262,16.0749398597272
14514,10.7072453875789,14486.248638904,17.0441157084224
14515,10.7343727501895,14486.249257546,18.016369703766
14516,11.6530170746638,14486.2498934891,18.0970894362454
14517,11.6921107785945,14486.2505294321,19.0573597892708
14518,11.7317593608059,14486.2511557815,20.017084857689
14519,11.7683537036546,14486.2517821309,20.9798641654706
14520,12.6769096988086,14486.2523664214,21.0707238798368
14521,12.7160006715429,14486.2529507118,22.0310486166254
14522,12.7556492623889,14486.2534594281,22.9908913095478
14523,12.7922675211592,14486.2539681443,23.9537643345448
14524,13.6520733645819,14486.2543715882,24.0935550472059
14525,13.6911616061199,14486.2547750321,25.0540633617493
14526,13.7308102056003,14486.2550513758,26.0141384185645
14527,13.7674523802924,14486.2553277195,26.9772199001654
14528,14.6706204093626,14486.2554633054,27.0739162852333
14529,14.6956538451057,14486.2555988913,28.0487472636287
14530,14.7212503786222,14486.2555837875,29.0231658339035
14531,14.7438643946374,14486.2555686837,30.0005669216807
14532,15.5738415258959,14486.2554042873,30.1707541868236
14533,15.598872136296,14486.2552398909,31.1458879728289
14534,15.624468678447,14486.2549288073,32.120602514251
14535,15.6471066103839,14486.2546177237,33.098275665885
14536,16.5123678019569,14486.254282145,33.2333500530185
14537,16.5514476616125,14486.2539465663,34.1946057720706
14538,16.5910962869964,14486.253777073,35.1551266400475
14539,16.6278102094535,14486.2536075796,36.1185822109528
14540,17.6006736034014,14486.2534991585,36.1458272380787
14541,17.622607501581,14486.2533907374,37.1240017609725
14542,17.6451129994664,14486.25340507,38.1014819305074
14543,17.6647077017123,14486.2534194026,39.0818728956801
14544,18.5225624486524,14486.2606238766,39.2168136747805
14545,18.5444935214889,14486.2678283505,40.1876781279843
14546,18.5669990280089,14486.2712941162,41.1617068557716
14547,18.5866163909056,14486.2747598819,42.1386237271836
14548,19.4741638593752,14486.2800082019,42.2458279387156
14549,19.5132352430016,14486.2852565219,43.2015082350899
14550,19.552883894289,14486.2852720779,44.1618440277707
14551,19.5896670539695,14486.285287634,45.1250453120574
14552,20.5482075411585,14486.2873551906,45.1644372682549
14553,20.5872760994418,14486.2894227472,46.123301153355
14554,20.6269247593637,14486.2978766645,47.0751985761399
14555,20.6637305796951,14486.3063305818,48.0299388385156
14556,21.6647480177677,14486.3125194998,48.0227324824373
14557,21.6871267095831,14486.3187084178,48.9941648726162
14558,21.7100883370146,14486.3190459971,49.9708656658368
14559,21.7302297768719,14486.3193835765,50.950386646633
14560,22.5399370166274,14486.3193171631,51.1407458202448
14561,22.5623128830997,14486.3192507498,52.1184363671382
14562,22.5852745191657,14486.3198424342,53.0948830466623
14563,22.6054386196739,14486.3204341186,54.074127261747
14564,23.4982236601665,14486.3204766923,54.1812996475364
14565,23.5372837424206,14486.320519266,55.1421969915664
14566,23.5769323322919,14486.3207348022,56.1023328655119
14567,23.61380623053,14486.3209503384,57.0652434310887
14568,24.6126607380927,14486.3190048539,57.0683344080262
14569,24.637415715127,14486.3170593694,58.0455249154875
14570,24.662761937802,14486.3027237577,59.0345143044633
14571,24.6853563127683,14486.2883881461,60.0262555411464
14572,25.5808149160183,14486.2768240095,60.1423610744787
14573,25.6055670677096,14486.2652598729,61.129173059373
14574,25.6309132030649,14486.2660515065,62.1030352904691
14575,25.6535303346362,14486.26684314,63.0796265253521
14576,26.6417827666101,14486.2680390456,63.0901781877692
14577,26.6695676205468,14486.2692349512,64.0611974282237
14578,26.6979491961708,14486.2706270613,65.0314237424918
14579,26.7236246119355,14486.2720191714,66.0043562166175
14580,27.6186386258492,14486.2735502401,66.1078111340357
14581,27.6464206544428,14486.2750813088,67.0784980367716
14582,27.6748021427472,14486.2764207742,68.0487770830096
14583,27.7005003151169,14486.2777602397,69.0217394451829
14584,28.586281526243,14486.2788619067,69.1348565670178
14585,28.6253274817818,14486.2799635738,70.0947089444398
14586,28.6649756350549,14486.2808616703,71.0541626946451
14587,28.7019633163179,14486.2817597668,72.0162769168583
14588,29.5513816315944,14486.2824768738,72.1661414946248
14589,29.5904247617902,14486.2831939807,73.1263812574707
14590,29.6300728277436,14486.2837586133,74.0861685589352
14591,29.6670832656116,14486.2843232459,75.0485934884873
14592,30.6077347710777,14486.2847721293,75.107493099671
14593,30.6467750759305,14486.2852210126,76.0680039114686
14594,30.6864230545642,14486.2855746446,77.0280023007999
14595,30.7234562490373,14486.2859282767,77.9906154742894
14596,31.7016090644523,14486.2861607211,78.01223021441
14597,31.740646543962,14486.2863931656,78.9729602904354
14598,31.7802944352761,14486.2865296819,79.9331758827866
14599,31.8173503863541,14486.2866661983,80.8959834153775
14600,32.6207078327753,14486.2867494517,81.0925427155471
14601,32.6597424869419,14486.2868327051,82.0534248079712
14602,32.6993902909364,14487.9696084748,81.3310012342936
14603,32.7364689986194,14489.6523842445,80.6111467569262
14604,33.5321372763515,14526.1663693345,44.3014933891336
14605,33.571169105175,14562.6803544246,8.74847647025126
14606,33.6108168218499,14599.0538538534,-26.6646706752163
14607,33.6479182861379,14635.4273532822,-62.0752715682938
14608,34.5277313143389,14637.0951094595,-63.6228407738654
14609,34.5667603178194,14638.7628656369,-64.3296259547133
14610,34.6064079471747,14639.6803589721,-64.2867669192547
14611,34.6435321680677,14640.5978523073,-64.2413844753319
14612,35.5609116987209,14642.0749424325,-65.6358541312165
14613,-30.0529615021084,14643.5520325577,-0.499071055617605
14614,-31.8126634723879,14646.4927955473,-0.680132074916401
14615,-31.7733820622198,14649.4335585369,-2.66017647466469
14616,-31.7337490150389,14651.8052121225,-4.07146310743337
14617,-31.6988083801163,14654.1768657081,-5.47805732794404
14618,-33.6585043490701,14656.3021003344,-4.64359598536976
14619,-33.6192257249908,14658.4273349608,-5.80810923582612
14620,-33.579592144139,14660.1874500358,-6.60785789162946
14621,-33.544626347249,14661.9475651107,-7.40293876346914
14622,-35.4937351466397,14663.0578987051,-5.56416355850888
14623,-35.4544593086492,14664.1682322996,-5.71377299093183
14624,-35.4148251941267,14664.8973441972,-5.48251900305695
14625,-35.3798342352693,14665.6264560948,-5.24662185951456
14626,-37.3336362935761,14666.7773640587,-3.44372776515229
14627,-37.2943632416745,14667.9282720227,-3.63390878100108
14628,-37.2547285934812,14668.220293494,-2.96556490049988
14629,-37.2197124726564,14668.5123149653,-2.29260249262916
14630,-39.0155826949675,14668.6359557021,0.379626992908015
14631,-38.9763124291548,14668.7595964388,1.21671599032561
14632,-38.9366772472906,14668.7672336905,2.16944355678606
14633,-38.9016359644984,14668.7748709422,3.12676502231625
14634,-40.2281678815174,14668.7945595926,5.43360828886944
14635,-40.1889004017935,14668.8142482431,6.37465215867996
14636,-40.1492649159582,14668.827400745,7.32186417094636
14637,-40.1141982414989,14668.8405532469,8.27364499458963
14638,-40.9611042003939,14668.8602512402,10.1008529601822
14639,-40.9218395067588,14668.8799492335,11.0418902732436
14640,-40.8822037169524,14668.8840127601,11.998190956856
14641,-40.847111650826,14668.8880762867,12.9590353641488
14642,-41.4121399380145,14668.9093055522,14.502834385863
14643,-41.3728780304683,14668.9305348176,15.4423432128442
14644,-41.3332419366908,14668.9546886758,16.3785532609163
14645,-41.2981244788972,14668.9788425339,17.3192819449741
14646,-41.6897643637575,14668.988338702,18.7014256617622
14647,-41.6505052423001,14668.9978348701,19.6526703722357
14648,-41.6108688445516,14668.9978348701,20.6130339744868
14649,-41.5757259950908,14668.9978348701,21.5778911250272
14650,-41.8714477592009,14668.9978348701,22.873612889136
14651,-41.8321914238323,14668.9978348701,23.8343565537689
14652,-41.7925547221127,14668.9418321607,24.8507225614267
14653,-41.7573864809849,14668.8858294513,25.8715570296772
14654,-41.8507881866022,14668.828944765,27.0218434215967
14655,-41.8115346373224,14668.7720600787,28.0394745586182
14656,-41.7718976316317,14668.7706104924,29.0012871392464
14657,-41.7367039988367,14668.7691609061,29.9675430927691
14658,-42.6942468044135,14668.768424883,31.9258219214189
14659,-42.6549960412226,14668.7676888599,32.8873071813032
14660,-42.6153587315608,14668.7674287114,33.8479300201416
14661,-42.5801397070987,14668.7671685629,34.8129711441816
14662,-42.5691871960972,14668.7667255074,35.802461688736
14663,-42.5299392189951,14668.7662824518,36.7636567671889
14664,-42.4903016053622,14668.7652582437,37.7250433617064
14665,-42.455057189233,14668.7642340355,38.6908231537291
14666,-41.504662669109,14668.8132304839,38.691432185251
14667,-41.4654174780958,14668.8622269322,39.6031905458804
14668,-41.4257795604918,14668.91177408,40.5140054804597
14669,-41.3905097526955,14668.9613212279,41.429188524844
14670,-40.7501617072551,14668.9620270534,41.7881346539034
14671,-40.7109193023307,14668.9627328789,42.748186423476
14672,-40.6712810807556,14668.9627946161,43.7084864646422
14673,-40.6359858812922,14668.9628563534,44.6731295279224
14674,-39.7079612729392,14668.9629446721,44.7450166008457
14675,-39.6687216541036,14668.9630329908,45.7056886632872
14676,-39.6290831285574,14668.9631213086,46.6659618199192
14677,-39.5937625374268,14668.9632096265,47.6305529109668
14678,-39.1522228054433,14668.9632713646,48.1889514408231
14679,-39.1129859726966,14668.9633331028,49.1496528699172
14680,-39.0733471431793,14668.9633331028,50.1100140403996
14681,-39.0380011603816,14668.9633331028,51.0746680576012
14682,-38.3187755352383,14668.9633331028,51.3554424324593
14683,-38.2795414885804,14668.9633331028,52.3162083858006
14684,-38.239902355092,14668.8865691047,53.3533332503448
14685,-38.2045309806272,14668.8098051067,54.3947258739136
14686,-37.3360861097132,14668.823164915,54.5129211947278
14687,-37.2968548491442,14668.8365247233,55.4603301258849
14688,-37.2572154116848,14668.8365247233,56.4206906884247
14689,-37.2218186455528,14668.8365247233,57.3852939222925
14690,-36.4080136149288,14668.8365247233,57.57148889167
14691,-36.3687851404486,14668.8365247233,58.5322604171888
14692,-36.3291453990181,14668.8365247233,59.4926206757591
14693,-36.293723241219,14668.8365247233,60.4571985179591
14694,-35.3422346978649,14668.8365247233,60.5057099746045
14695,-35.3174508349337,14668.8365247233,61.4809261116734
14696,-35.2922526149922,14668.8317801012,62.4604725138415
14697,-35.2712468909861,14668.827035479,63.4442114119465
14698,-34.3320413253688,14668.8213419324,63.5106993929512
14699,-34.3252321969686,14668.8156483858,64.509583811172
14700,-34.3180056214983,14668.8116022743,65.5064033471772
14701,-34.3149464542672,14668.8075561628,66.507390291421
14702,-33.4154046595156,14668.7867019651,66.6287026944592
14703,-33.3941564917441,14668.7658477673,67.6283087244774
14704,-33.3724877868426,14668.7571309493,68.6153568375648
14705,-33.3549614024843,14668.7484141313,69.6065472711962
14706,-32.3099996749636,14668.7446315138,69.5653681611384
14707,-32.2924347162352,14668.7408488964,70.5515858198742
14708,-32.2744461303169,14668.7390829287,71.5353632015904
14709,-32.2605747772458,14668.7373169611,72.5232578161522
14710,-31.3263168430516,14668.7385949167,72.5877219263657
14711,-31.3087546704121,14668.7398728723,73.5688817981354
14712,-31.2907657805227,14668.7434321878,74.54733359276
14713,-31.2768690357845,14668.7469915032,75.5298775325373
14714,-30.2280031441097,14668.7515800732,75.4764230709425
14715,-30.2106193238024,14668.7561686431,76.454450680716
14716,-30.1928056961852,14668.7615313429,77.4312743532373
14717,-30.1790591260232,14668.7668940428,78.412165083213
14718,-29.4347317405038,14668.9884583075,78.4462734329936
14719,-29.4173507062853,14669.2100225722,79.2073281340727
14720,-29.3995367746971,14672.5227471958,76.8767895788951
14721,-29.385764812868,14675.8354718194,74.5502929934755
14722,-28.3418241353874,14678.8071972158,71.5346269195907
14723,-28.3224555635425,14681.7789226122,69.5435329513439
14724,-28.3026510042679,14681.9933468504,70.3093041538468
14725,-28.2868633270564,14682.2077710886,71.0790922384149
14726,-27.2234673273452,14686.5735224199,66.6499449074254
14727,-27.2220826801708,14690.9392737512,63.2828089289724
14728,-27.2202589555067,14726.8523369075,28.3679220480244
14729,-27.2224270252096,14762.7654000638,-6.54297303855492
14730,-26.2133896556137,14805.3288688306,-49.1154791750068
14731,-26.2091215823675,14847.8923375975,-90.6832160151062
14732,-26.2044113955291,14849.5571472091,-91.3527358136034
14733,-26.203667888383,14851.2219568208,-92.018288932406
14734,-25.205758636251,14851.2209645578,-92.0152059215161
14735,-25.1995568181008,14851.2199722947,-91.020415476647
14736,-25.1929098502559,14851.2191199907,-90.0262101403951
14737,-25.1902044474286,14851.2182676866,-89.0280632391241
14738,-24.1977604946875,14851.2173535642,-89.0195930695536
14739,-24.1746100069047,14851.2164394419,-88.0418294350256
14740,-24.1510113333248,14851.2158979868,-87.0648866535048
14741,-24.1313291100877,14851.2153565317,-86.0840274216425
14742,-23.1287099030972,14851.2155009754,-86.0867910722682
14743,-23.1037731139008,14851.215645419,-85.1118723051004
14744,-23.0783851028047,14851.2160631724,-84.1376780696064
14745,-23.0568884273767,14851.2164809258,-83.1595924984431
14746,-22.4480162569912,14851.2170141409,-82.7689978838662
14747,-22.4230822269049,14851.2175473559,-81.7944651289909
14748,-22.3976939388163,14851.2181832601,-80.8204893212715
14749,-22.3761718717212,14851.2188191643,-79.8426472925548
14750,-21.3853113686212,14851.2195366553,-79.834225286706
14751,-21.3606119872738,14851.2202541464,-78.8596421591083
14752,-21.3354552447503,14851.2210279273,-77.8855726825768
14753,-21.3141396085454,14851.2218017083,-76.9076620997275
14754,-20.2734850762105,14851.2226034126,-76.9491183363716
14755,-20.2487885210445,14851.2234051169,-75.9746165958459
14756,-20.2236315015286,14851.22420657,-75.0005750684213
14757,-20.2022904736566,14851.225008023,-74.0227175493528
14758,-19.2116279498894,14851.2257848894,-74.0141569394818
14759,-19.1873399679329,14851.2265617557,-73.0392217878016
14760,-19.1625884184524,14851.2272967127,-72.0647082942105
14761,-19.1416277459413,14851.2280316696,-71.0864039236512
14762,-18.1655041238934,14851.2287166415,-71.0632125175707
14763,-18.1560387969078,14851.2294016133,-70.0733628164271
14764,-18.1461067992245,14851.2300386264,-69.0839318271792
14765,-18.1399422129539,14851.2306756395,-68.0907334265175
14766,-17.2227288955014,14851.2312761098,-68.0085472143091
14767,-17.1983732510682,14851.2318765802,-67.033503329083
14768,-17.1735478327635,14851.2324592483,-66.0589114155318
14769,-17.1524663603149,14851.2330419164,-65.080575556125
14770,-16.201754945327,14851.2336301069,-65.0318751615814
14771,-16.1625822982858,14851.2342182974,-64.0716359990929
14772,-16.1229367741991,14851.2348383933,-63.1119016190914
14773,-16.0870117304121,14851.2354584892,-62.1484467587907
14774,-15.1751568064154,14851.2361422532,-62.0609854467675
14775,-15.1518884469238,14851.2368260172,-61.0849375702401
14776,-15.128144107213,14851.2376036105,-60.1094595033283
14777,-15.1080967822453,14851.2383812039,-59.1302844216716
14778,-14.2560339063835,14851.2393178536,-58.9832839471728
14779,-14.2327683730734,14851.2402545032,-58.0074861301255
14780,-14.2090237563702,14851.2416314968,-57.0326077404261
14781,-14.1889526888536,14851.2430084904,-56.0540558015418
14782,-13.2893093458808,14851.244835772,-55.955526426118
14783,-13.2501451773839,14851.2466630536,-54.9965178762177
14784,-13.2104989956928,14851.2482757109,-54.0377767152422
14785,-13.1745025508863,14851.2498883683,-53.075385817383
14786,-12.3431011222873,14851.251150853,-52.9080497307186
14787,-12.3154710829291,14851.2524133377,-51.9369422548134
14788,-12.2873561005756,14851.2535097755,-50.9661536749518
14789,-12.2628670428046,14851.2546062133,-49.9917391705112
14790,-11.4137661229289,14851.2532814991,-49.8395153761485
14791,-11.3861389097521,14851.2519567848,-48.8658178750866
14792,-11.358023823779,14851.2419083673,-47.8838845435657
14793,-11.3335108500863,14851.2318599499,-46.8983490997634
14794,-10.4217250746079,14851.2460726338,-46.8243475592026
14795,-10.3825693846555,14851.2602853178,-45.8777159331148
14796,-10.3429228921055,14851.2835790548,-44.9406561627056
14797,-10.3068546995339,14851.3068727919,-44.0000180923162
14798,-9.43034951304328,14851.308075931,-43.8777264179898
14799,-9.39119664927224,14851.3092790702,-42.9180824209434
14800,-9.35155005310268,14851.3092790702,-41.9577290171128
14801,-9.31545794460942,14851.3092790702,-40.9938211256067
14802,-8.42415060570329,14851.3092790702,-40.8851284645134
14803,-8.38500056811371,14851.3092790702,-39.9242785021015
14804,-8.34535386832452,14851.3092790702,-38.9639252018915
14805,-8.30923784390957,14851.3092790702,-38.0000412263071
14806,-7.42145212086973,14851.3096102837,-37.8881581628684
14807,-7.38230490946162,14851.3099414973,-36.9276365878013
14808,-7.3426581060528,14851.3027656241,-35.9601075180126
14809,-7.30651816571617,14851.2955897509,-34.9890715851507
14810,-6.41594057772801,14851.2889068768,-34.8729662990772
14811,-6.37679619250135,14851.2822240027,-33.9054278102431
14812,-6.33714928547291,14851.2791772746,-32.9420279891474
14813,-6.3009854292146,14851.2761305465,-31.9751451172833
14814,-5.34352434369279,14851.2744346326,-31.9309102889438
14815,-5.30438278464759,14851.2727387188,-30.9683559341265
14816,-5.26473577399952,14851.2713642025,-30.0066284285331
14817,-5.22854800181952,14851.2699896863,-29.0414416844706
14818,-4.30067287068137,14851.2692083788,-28.9685355081165
14819,-4.27332326347537,14851.2684270713,-27.9951038078289
14820,-4.24546527486543,14851.2683506142,-27.0228853393146
14821,-4.22104271242148,14851.2682741571,-26.0472314446379
14822,-3.36982161313308,14851.268613795,-25.8987921818243
14823,-3.35437929522749,14851.2689534329,-24.9145741376251
14824,-3.33842566611687,14851.2694166294,-23.9309909632611
14825,-3.32588365087018,14851.2698798259,-22.943996175034
14826,-2.40462575236602,14851.2703913718,-22.8657656194555
14827,-2.37739713498414,14851.2709029177,-21.8935057827548
14828,-2.34965427659615,14851.2713980795,-20.9217438028572
14829,-2.32529921977004,14851.2718932412,-19.9465940214013
14830,-1.41972062096435,14851.2723192321,-19.8525986111417
14831,-1.38059036664499,14851.272745223,-18.8921548563976
14832,-1.34094294151842,14851.2730777475,-17.9321348060184
14833,-1.30465950565168,14851.273410272,-16.9687507663821
14834,-0.394427704418072,14851.2736442753,-16.8792165708946
14835,-0.366243048495753,14851.2738782786,-15.9076352300963
14836,-0.337538291965152,14851.2740221569,-14.9364838649017
14837,-0.312173712392305,14851.2741660351,-13.9619923227492
14838,0.580627904958952,14851.2742388353,-13.8548667402247
14839,0.608809734699812,14851.2743116354,-12.8831213700887
14840,0.637514594850038,14851.2743399165,-11.9118545113142
14841,0.662903090344572,14851.2743681975,-10.9372712878867
14842,1.60158776032295,14851.2743824084,-10.8759701686959
14843,1.64070953609794,14851.2743966192,-9.91510615530387
14844,1.68035727208338,14851.27442722,-8.95478449204711
14845,1.71671245571518,14851.2744578207,-7.99117027643661
14846,2.49633727327385,14851.2745315024,-7.7708687756276
14847,2.53545622286738,14851.274605184,-6.81006140685167
14848,2.57510406247244,14851.2747416563,-5.84984571874702
14849,2.61148316202594,14851.2748781286,-4.88636129059159
14850,3.5029253479307,14851.2750879699,-4.77801331786941
14851,3.54204147134278,14851.2752978113,-3.81733928265385
14852,3.58168941456746,14851.2755818627,-2.85727127730206
14853,3.61809243004264,14851.2758659142,-1.89395834420066
14854,4.60405222013047,14851.2762163502,-1.88026857034674
14855,4.64316551736108,14851.2765667863,-0.919732303633282
14856,4.68281356420539,14851.2769695245,0.0402169112858246
14857,4.71924049560226,14851.2773722627,1.0033872416534
14858,5.60394643957954,14851.2778101076,1.11824345282002
14859,5.63639501866441,14851.2782479525,2.08535702888184
14860,5.66938127716407,14851.2787039087,3.05191481416659
14861,5.69917023251834,14851.2791598649,4.02166990259866
14862,6.61158861777496,14851.2796201358,4.10879124642452
14863,6.63778937533904,14851.2800804067,5.0821302179429
14864,6.66453074211899,14851.2805366997,6.05493255819783
14865,6.68809861805562,14851.2809929926,7.03090838929711
14866,7.63684798733278,14851.281443866,7.08170814667574
14867,7.66301179624199,14851.2818947393,8.05509346442159
14868,7.68971914416815,14851.2823456075,9.02793524828849
14869,7.71327681355306,14851.2827964758,10.0039267106968
14870,8.49933493811876,14851.2832581526,10.217406909298
14871,8.53174091618585,14851.2837198294,11.1845392543964
14872,8.56469336307097,14851.2842056913,12.1511009456699
14873,8.59451994371688,14851.2846915531,13.1207885031836
14874,9.55293588340341,14851.2852136115,13.1618505050519
14875,9.58259198541034,14851.28573567,14.131672344598
14876,9.61279748603638,14851.286300424,15.100902089931
14877,9.63990093272528,14851.2868651781,16.0732338891994
