"BlockSize","seasonal","trend","remainder"
0,2569.55953883142,-908.620279635684,-1660.93925919573
0,2571.6449299407,-920.873871313698,-1650.771058627
0,2573.73036428062,-929.772130930929,-1643.95823334969
0,2575.68425428096,-938.670390548159,-1637.0138637328
0,2600.76050817924,-956.419544336398,-1644.34096384284
0,2602.8458989165,-974.168698124638,-1628.67720079187
0,2604.93133325643,-1002.36262777326,-1602.56870548317
0,2606.88640115034,-1030.55655742188,-1576.32984372847
0,2629.93129375114,-1059.26417755798,-1570.66711619316
0,2632.01668411638,-1087.97179769408,-1544.0448864223
0,2634.1021184563,-1120.84202588948,-1513.26009256682
0,2636.05836424379,-1153.71225408489,-1482.3461101589
0,2656.67624365259,-1168.40850253789,-1488.2677411147
0,2658.76163364581,-1183.10475099088,-1475.65688265492
0,2660.84706798573,-1198.21303315731,-1462.63403482842
0,2662.8044916668,-1213.32131532373,-1449.48317634307
0,2681.47612013739,-1264.69261002145,-1416.78351011594
0,2683.56150975859,-1316.06390471917,-1367.49760503942
0,2685.64694409851,-1344.22560873948,-1341.42133535903
0,2687.60554567316,-1372.38731275979,-1315.21823291337
0,2707.38449688799,-1411.36825887439,-1296.0162380136
0,2709.46988613717,-1450.34920498899,-1259.12068114818
0,2711.55532047709,-1465.46016651325,-1246.09515396385
0,2713.51509994532,-1480.5711280375,-1232.94397190782
0,2739.43166876897,-1492.75201400655,-1246.67965476242
0,2741.51705764612,-1504.93289997559,-1236.58415767053
0,2743.60249198604,-1525.21747028256,-1218.38502170349
0,2745.56344934785,-1545.50204058953,-1200.06140875832
0,2771.26670649326,-1569.64001870135,-1201.62668779191
0,2773.35209499839,-1593.77799681317,-1179.57409818522
0,2775.43752933831,-1655.84174170812,-1119.59578763019
0,2777.39966459369,-1717.90548660308,-1059.49417799061
0,2798.68564132349,-1747.20059871492,-1051.48504260857
0,2800.7710294566,-1776.49571082677,-1024.27531862983
0,2802.85646379653,-1818.11032892406,-984.746134872464
0,2804.81977694548,-1859.72494702136,-945.094829924128
0,2827.12745527379,-1789.70422151511,-1037.42323375868
0,2829.21284303488,-1719.68349600886,-1109.52934702602
0,2831.29827737481,-1634.24774855149,-1197.05052882332
0,2833.26276841734,-1548.81200109411,-1284.45076732324
0,2861.49339833067,-1486.91386330153,-1374.57953502914
0,2863.57878571974,-1425.01572550896,-1438.56306021079
0,2865.66422005967,-1341.60972913497,-1524.05449092469
0,2867.62988899578,-1258.20373276099,-1609.42615623479
0,2889.23686783352,-1162.11113446307,-1727.12573337046
0,325.050025770733,-1066.01853616514,740.968510394406
0,351.458838349719,-1011.59720497651,660.138366626791
0,353.544257350444,-957.175873787881,603.631616437437
0,355.629691690367,-858.356847643881,502.727155953515
0,357.480841718928,-759.537821499881,402.056979780954
0,372.863430745827,-681.020617859777,308.15718711395
0,374.948849407302,-602.503414219672,227.55456481237
0,377.034283747225,-613.370543312393,236.336259565168
0,378.886775397728,-624.237672405114,245.350897007386
0,390.489206368212,-636.229789324681,245.740582956469
0,392.574624690438,-648.221906244248,255.64728155381
0,394.660059030361,-660.549536520204,265.889477489843
0,396.513892302806,-672.877166796159,276.363274493353
0,411.551717625564,-683.967516797502,272.415799171938
0,413.63713560854,-695.057866798845,281.420731190304
0,415.722569948463,-708.859929330923,293.13735938246
0,417.57774484285,-722.661991863001,305.084247020151
0,438.69233756859,-759.834996694818,321.142659126228
0,440.777755212316,-797.008001526636,356.230246314319
0,442.863189552239,-823.426124347385,380.562934795146
0,444.719706068569,-849.844247168134,405.124541099565
0,464.999457335,-882.121772268485,417.122314933485
0,467.084874639477,-914.399297368835,447.314422729359
0,469.170308979399,-933.619193889123,464.448884909724
0,471.028167117671,-952.839090409412,481.810923291741
0,487.979819761229,-965.261741817177,477.281922055948
0,490.065236726457,-977.684393224942,487.619156498485
0,492.150671066379,-1023.47878394744,531.328112881059
0,494.009870826593,-1069.27317466994,575.263303843343
0,510.167896806546,-1097.13144415359,586.963547347042
0,512.253313432524,-1124.98971363724,612.736400204716
0,514.338747772447,-1158.9258874502,644.587139677755
0,516.199289154603,-1192.86206126316,676.66277210856
0,535.674933177231,-1215.6765665784,680.00163340117
0,537.76034946396,-1238.49107189364,700.730722429679
0,539.845783803882,-1267.12936557918,727.283581775299
0,541.70766680798,-1295.76765926472,754.059992456744
0,564.504551584651,-1325.46801260672,760.963461022068
0,566.58996753213,-1355.16836594871,788.578398416583
0,568.675401872052,-1395.7228394353,827.047437563244
0,570.538626498093,-1436.27731292188,865.738686423787
0,591.553693483557,-1454.58872827286,863.035034789302
0,593.639109091787,-1472.90014362384,879.261034532053
0,595.724543431709,-1502.79519755466,907.070654122954
0,597.589109679692,-1532.69025148549,935.101141805795
0,618.088337332889,-1561.35249516224,943.264157829347
0,620.173752601869,-1590.01473883898,969.840986237116
0,622.259186941792,-1630.91371104846,1008.65452410666
0,624.125094811716,-1671.81268325793,1047.68758844621
0,645.644393848563,-1697.77550016654,1052.13110631797
0,647.729808778294,-1723.73831707515,1076.00850829685
0,649.815243118216,-1743.80979467094,1093.99455155273
0,651.682492610083,-1763.88127226674,1112.19877965665
0,671.830032797144,-1789.6949126743,1117.86487987716
0,673.915447387625,-1815.50855308187,1141.59310569425
0,676.000881727547,-1848.53000426121,1172.52912253366
0,677.869472841356,-1881.55145544054,1203.68198259919
0,698.507050553229,-1910.9321746751,1212.42512412187
0,700.592464804461,-1940.31289390965,1239.72042910519
0,702.677899144383,-1967.7450091748,1265.06711003041
0,704.547831880134,-1995.17712443994,1290.62929255981
0,725.774306946454,-2012.60745124732,1286.83314430087
0,727.859720858437,-2030.0377780547,1302.17805719626
0,729.945155198359,-2051.4844565009,1321.53930130254
0,731.816429556052,-2072.93113494709,1341.11470539104
0,749.027434836569,-2097.95253510258,1348.92510026601
0,751.112848409301,-2122.97393525807,1371.86108684877
0,753.198282749224,-2151.60043976329,1398.40215701406
0,755.070898728859,-2180.2269442685,1425.15604553965
0,773.487695186138,-2220.21198009281,1446.72428490667
0,775.573108419621,-2260.19701591711,1484.62390749749
0,777.658542759543,-2304.71096914397,1527.05242638443
0,779.532500361121,-2349.22492237083,1569.69242200971
0,800.142583827413,-2412.78549083817,1612.64290701076
0,802.227996721646,-2476.34605930551,1674.11806258387
0,804.313431061569,-2488.17104586295,1683.85761480139
0,806.188730285088,-2499.99603242039,1693.80730213531
0,825.457384225096,-2514.64158244018,1689.18419821508
0,827.54279678008,-2529.28713245996,1701.74433567988
0,829.628231120003,-2549.97547301666,1720.34724189665
0,831.504871965465,-2570.66381357335,1739.15894160789
0,852.591701345458,-2595.95129107103,1743.35958972557
0,854.677113561193,-2621.2387685687,1766.56165500751
0,856.762547901115,-2652.03047730512,1795.26792940401
0,858.640530368519,-2682.82218604155,1824.18165567303
0,878.654206495594,-2706.83883333676,1828.18462684117
0,880.739618372079,-2730.85548063197,1850.11586225989
0,882.825052712001,-2750.93075942999,1868.10570671799
0,884.704376801347,-2771.00603822802,1886.30166142667
0,906.701801793913,-2793.78763231833,1887.08583052442
0,908.787213331149,-2816.56922640864,1907.78201307749
0,910.872647671071,-2838.95146841274,1928.07882074167
0,912.753313382359,-2861.33371041684,1948.58039703448
0,937.028882838787,-2885.0693246991,1948.04044186032
0,939.114294036773,-2908.80493898137,1969.6906449446
0,941.199728376696,-2967.18733604821,2025.98760767151
0,943.081735709926,-3025.56973311505,2082.48799740512
0,964.715459535923,-3055.26961078851,2090.55415125259
0,966.80087039466,-3084.96948846197,2118.16861806731
0,968.886304734582,-3137.6968156307,2168.81051089612
0,970.769653689754,-3190.42414279943,2219.65448910967
0,991.957493838293,-3203.65539374893,2211.69789991063
0,994.04290435778,-3216.88664469843,2222.84374034065
0,996.128338697703,-3226.07312811036,2229.94478941266
0,998.013029274817,-3235.25961152229,2237.24658224747
0,1019.22763772068,-3250.45468278354,2231.22704506286
0,1021.31304790092,-3265.64975404479,2244.33670614387
0,1023.39848224084,-3282.64352727466,2259.24504503382
0,1025.2845144399,-3299.63730050453,2274.35278606463
0,1046.17855557806,-3305.1835672334,2259.00501165534
0,1048.26396541905,-3310.72983396228,2262.46586854323
0,1050.34939975897,-2422.83542479938,1372.48602504042
0,1052.23677357997,-1534.94101563649,482.704242056523
0,1073.17746250616,-616.093648157694,-457.083814348463
0,1075.2628720079,302.753719321103,-1378.016591329
0,1077.34830634782,387.658884085275,-1465.00719043309
0,1079.23702179076,472.564048849447,-1551.80107064021
0,1100.77431591429,555.699451498796,-1656.47376741309
0,1102.85972507678,638.834854148144,-1741.69457922493
0,1104.9451594167,676.662961483823,-1781.60812090053
0,1106.83521648159,714.491068819502,-1821.32628530109
0,1129.06076379305,755.47385984912,-1884.53462364217
0,1131.14617261629,796.456650878738,-1927.60282349503
0,1133.23160695622,924.553191396371,-2057.78479835259
0,1135.12300564304,1052.649731914,-2187.77273755705
0,1157.22926762911,1654.95169019564,-2812.18095782475
0,1159.3146761131,2257.25364847728,-3416.56832459038
0,1161.40011045302,2745.79496289119,-3907.19507334421
0,1163.29285076179,3234.3362773051,-4397.62912806689
0,1186.30451829994,3283.4266755109,-4469.73119381083
0,1188.38992644468,3332.5170737167,-4520.90700016137
0,1190.4753607846,3323.52010733014,-4513.99546811474
0,1192.36944271531,3314.52314094358,-4506.89258365889
0,1215.91652023753,3298.66782215243,-4514.58434238995
0,1218.00192804302,3282.81250336127,-4500.81443140429
0,1220.08736238294,3267.15139018735,-4487.23875257029
0,1221.98278593559,3251.49027701344,-4473.47306294903
0,1244.75089358672,3239.30283671867,-4484.0537303054
0,1246.83630104151,3227.11539642391,-4473.95169746542
0,1248.92173538143,3219.56383580988,-4468.48557119131
0,1250.81850055603,3212.01227519584,-4462.83077575187
0,1273.44413588819,3180.03682089948,-4453.48095678767
0,1275.52954299227,3148.06136660312,-4423.59090959539
0,1277.6149773322,3128.46712654928,-4406.08210388148
0,1279.51308412873,3108.87288649545,-4388.38597062418
0,1299.96279258898,3072.30656137379,-4372.26935396277
0,1302.04819934236,3035.74023625214,-4337.7884355945
0,1304.13363368228,3025.6136280074,-4329.74726168968
0,1306.03308210076,3015.48701976265,-4321.52010186341
0,1328.559949161,3001.85421811972,-4330.41416728073
0,1330.64535556369,2988.22141647679,-4318.86677204048
0,1332.73078990361,2968.14546633782,-4300.87625624143
0,1334.63148687146,2948.06951619885,-4282.7010030703
0,1358.87466894611,2927.53207591615,-4286.40674486226
0,1360.96007499808,2906.99463563346,-4267.95471063154
0,1363.04550933801,2885.21322053381,-4248.25872987182
0,1364.94745485523,2863.43180543416,-4228.37926028939
0,1388.34940197121,2843.97759596879,-4232.32699794001
0,1390.43480767249,2824.52338650343,-4214.95819417592
0,1392.52024201241,2803.05453423566,-4195.57477624808
0,1394.42343607901,2781.5856819679,-4176.00911804691
0,1420.78548934163,2763.65919414041,-4184.44468348204
0,1422.87089469221,2745.73270631291,-4168.60360100512
