"BitcoinDaysDestroyedMinMonth","seasonal","trend","remainder"
0,288082.745103495,519070.670656631,-807153.415760125
45552,288082.745103495,527967.594678035,-770498.339781529
188357,288082.745103495,555177.21200265,-654902.957106144
5473,288082.745103495,582386.829327265,-864996.574430759
192417,661235.025739269,652003.471591567,-1120821.49733084
1718,661235.025739269,721620.11385587,-1381137.13959514
24551,661235.025739269,786323.439842906,-1423007.46558218
1155280,661235.025739269,851026.765829943,-356981.791569212
0,523134.83562621,911488.246813638,-1434623.08243985
0,523134.83562621,971949.727797333,-1495084.56342354
0,523134.83562621,1006631.48040603,-1529766.31603224
0,523134.83562621,1041313.23301473,-1564448.06864094
175263,113744.843987658,1056871.58578572,-995353.429773376
176250,113744.843987658,1072429.93855671,-1009924.78254437
275559,113744.843987658,1105189.90149988,-943375.745487538
0,113744.843987658,1137949.86444305,-1251694.70843071
233613,248744.131441143,1157525.45492732,-1172656.58636847
4927,248744.131441143,1177101.0454116,-1420918.17685274
24013,248744.131441143,1179793.19909222,-1404524.33053336
162534,248744.131441143,1182485.35277284,-1268695.48421399
30057,361418.522601207,1193529.17539648,-1524890.69799769
119845,361418.522601207,1204572.99802013,-1446146.52062133
8705,361418.522601207,1213952.06661884,-1566665.58922005
0,361418.522601207,1223331.13521755,-1584749.65781876
1793,591519.334142945,1219175.86433525,-1808902.19847819
222316,591519.334142945,1215020.59345294,-1584223.92759588
62843,591519.334142945,1207484.69005186,-1736161.0241948
0,591519.334142945,1199948.78665077,-1791468.12079372
5016,297151.46475321,1150277.41528583,-1442412.88003904
329400,297151.46475321,1100606.04392088,-1068357.50867409
18326,297151.46475321,1013357.35674554,-1292182.82149875
6050,297151.46475321,926108.669570209,-1217210.13432342
0,-321320.601042309,805974.62340307,-484654.022360761
124767,-321320.601042309,685840.577235931,-239752.976193621
23736,-321320.601042309,594619.362188846,-249562.761146537
2968341,-321320.601042309,503398.147141762,2786263.45390055
141570,136534.613679744,444268.734264867,-439233.347944611
34395,136534.613679744,385139.321387972,-487278.935067716
4291,136534.613679744,367077.092644158,-499320.706323902
5636,136534.613679744,349014.863900344,-479913.477580088
129299,693538.712914081,346089.408411106,-910329.121325187
34140,693538.712914081,343163.952921868,-1002562.66583595
709783,693538.712914081,372697.981944736,-356453.694858817
0,693538.712914081,402232.010967605,-1095770.72388169
0,209681.922906511,432942.503332417,-642624.426238928
242724,209681.922906511,463652.995697229,-430610.91860374
470773,209681.922906511,464141.19268458,-203050.115591091
850349,209681.922906511,464629.389671932,176037.687421558
669225,71641.091188058,460553.314543371,137030.594268571
0,71641.091188058,456477.23941481,-528118.330602868
140263,71641.091188058,433189.972806258,-364568.063994316
10861,71641.091188058,409902.706197705,-470682.797385763
653558,400509.487477649,394131.517596376,-141083.005074024
36219,400509.487477649,378360.328995046,-742650.816472695
4978,400509.487477649,394509.449000991,-790040.93647864
634626,400509.487477649,410658.569006936,-176542.056484585
0,240679.05939017,452566.174279926,-693245.233670096
1248703,240679.05939017,494473.779552916,513550.161056914
0,240679.05939017,539878.744327439,-780557.803717609
3979,240679.05939017,585283.709101961,-821983.768492131
29689,102184.55839564,598602.292475395,-671097.850871035
0,102184.55839564,611920.87584883,-714105.434244469
18940,102184.55839564,626221.116661736,-709465.675057375
741672,102184.55839564,640521.357474642,-1033.91587028152
0,59070.3326542372,662687.523362149,-721757.856016386
0,59070.3326542372,684853.689249657,-743924.021903894
11552,59070.3326542372,687984.333063331,-735502.665717568
555259,59070.3326542372,691114.976877004,-194926.309531242
390199,230541.032340231,705745.498478937,-546087.530819168
530022,230541.032340231,720376.020080869,-420895.0524211
1347,230541.032340231,755778.681821626,-984972.714161857
520682,230541.032340231,791181.343562382,-501040.375902613
19970,124929.932098488,831265.177872219,-936225.109970707
