"BitcoinDaysDestroyedMinMonth","seasonal","trend","remainder"
278254,124929.932098488,871349.012182055,-718024.944280543
316217,124929.932098488,924777.169331404,-733490.101429892
561851,124929.932098488,978205.326480752,-541284.25857924
192134,34290.1777412314,1051180.6437398,-893336.821481031
3621,34290.1777412314,1124155.96099885,-1154825.13874008
38239,34290.1777412314,1188428.10842545,-1184479.28616668
164880,34290.1777412314,1252700.25585205,-1122110.43359328
1804262,229623.233194903,1307836.13843574,266802.628369357
3080,229623.233194903,1362972.02101943,-1589515.25421433
171118,229623.233194903,1379308.81303677,-1437814.04623167
2649991,229623.233194903,1395645.60505411,1024722.16175098
351002,327209.712526427,1392671.02875035,-1368878.74127678
516484,327209.712526427,1389696.45244659,-1200422.16497302
1321870,327209.712526427,1388035.48605786,-393375.198584283
520243,327209.712526427,1386374.51966912,-1193341.23219555
10608,184364.597415079,1410597.12980711,-1584353.72722219
740623,184364.597415079,1434819.7399451,-878561.337360184
122228,184364.597415079,1467303.1942533,-1529439.79166838
361867,184364.597415079,1499786.64856149,-1322284.24597657
2249888,-31032.2842144451,1524963.83143261,755956.452781838
551995,-31032.2842144451,1550141.01430372,-967113.730089277
370258,-31032.2842144451,1504459.17831795,-1103168.8941035
5024592,-31032.2842144451,1458777.34233217,3596846.94188227
1264061,336055.498882847,1380287.30067598,-452281.799558825
82639,336055.498882847,1301797.25901979,-1555213.75790263
49585,336055.498882847,1207082.64395213,-1493553.14283498
463277,336055.498882847,1112368.02888448,-985146.527767324
522797,429743.98572222,1067670.62351366,-974617.609235877
0,429743.98572222,1022973.21814284,-1452717.20386506
268092,429743.98572222,1033647.46323373,-1195299.44895595
795463,429743.98572222,1044321.70832463,-678602.69404685
1752,249783.644131352,1085213.76737959,-1333245.41151094
40218,249783.644131352,1126105.82643455,-1335671.47056591
425585,249783.644131352,1161487.07368499,-985685.717816338
751189,249783.644131352,1196868.32093542,-695462.965066771
600217,342234.592036424,1202532.34438981,-944549.936426231
192537,342234.592036424,1208196.3678442,-1357893.95988062
387899,342234.592036424,1156619.37229435,-1110954.96433077
196702,342234.592036424,1105042.3767445,-1250574.96878093
335811,520033.686527464,1016739.63705641,-1200962.32358387
35929,520033.686527464,928436.897368307,-1412541.58389577
140500,520033.686527464,864104.343784387,-1243638.03031185
14930,520033.686527464,799771.790200466,-1304875.47672793
193001,724939.923698513,767433.83059074,-1299372.75428925
279965,724939.923698513,735095.870981013,-1180070.79467953
127761,724939.923698513,723709.312400735,-1320888.23609925
69038,724939.923698513,712322.753820457,-1368224.67751897
104817,914888.177658876,735200.76625723,-1545271.94391611
767300,914888.177658876,758078.778694003,-905666.956352879
3182,914888.177658876,790674.559161711,-1702380.73682059
60172,914888.177658876,823270.339629419,-1677986.51728829
9736,1612210.1948837,850900.99241116,-2453375.18729486
7496,1612210.1948837,878531.645192901,-2483245.8400766
246356,1612210.1948837,922063.220324123,-2287917.41520782
21404,1612210.1948837,965594.795455344,-2556400.99033904
31983,2089104.75504272,994362.688388216,-3051484.44343094
49981,2089104.75504272,1023130.58132109,-3062254.33636381
809016,2089104.75504272,1048865.66717059,-2328954.42221332
24090,2089104.75504272,1074600.7530201,-3139615.50806282
95390,1786699.666042,1102463.45702732,-2793773.12306932
287140,1786699.666042,1130326.16103454,-2629885.82707654
27718,1786699.666042,1159664.98902192,-2918646.65506392
1990148,1786699.666042,1189003.8170093,-985555.483051299
218690,1252357.56030885,1224654.85587118,-2258322.41618003
298643,1252357.56030885,1260305.89473306,-2214020.45504191
37355,1252357.56030885,1278238.86923642,-2493241.42954527
846634,1252357.56030885,1296171.84373979,-1701895.40404864
31781,7110099.5785017,1304908.39125898,-8383226.96976068
4758,7110099.5785017,1313644.93877817,-8418986.51727987
40515,7110099.5785017,1336539.95907881,-8406124.53758051
265631,7110099.5785017,1359434.97937945,-8203903.55788116
94803,7156095.06708469,1342278.87678014,-8403570.94386483
670149,7156095.06708469,1325122.77418082,-7811068.84126551
278482,7156095.06708469,1266671.92459597,-8144284.99168066
798827,7156095.06708469,1208221.07501111,-7565489.1420958
10008834,1000697.68959239,1146373.2799543,7861763.03045331
72211,1000697.68959239,1084525.48489748,-2013012.17448987
170113,1000697.68959239,1039230.32004973,-1869815.00964213
48619,1000697.68959239,993935.155201991,-1946013.84479438
220714,1096095.95423828,988633.497616025,-1864015.45185431
266125,1096095.95423828,983331.840030059,-1813302.79426834
84840,1096095.95423828,1000417.58344636,-2011673.53768464
4040,1096095.95423828,1017503.32686266,-2109559.28110094
330236,1318962.4749642,1049584.9544766,-2038311.4294408
87385,1318962.4749642,1081666.58209054,-2313244.05705474
3157300,1318962.4749642,1108977.28298474,729360.242051062
19654379,1318962.4749642,1136287.98387894,17199128.5411569
104501,1220648.54589896,1130507.86192403,-2246655.40782299
7489610,1220648.54589896,1124727.73996911,5144233.71413193
606609,1220648.54589896,1138734.90185734,-1752774.4477563
10739947,1220648.54589896,1152742.06374557,8366556.39035547
805004,1310638.3546497,1167680.7853089,-1673315.1399586
5755835,1310638.3546497,1182619.50687223,3262577.13847807
80640,1310638.3546497,1151345.74044966,-2381344.09509936
314350,1310638.3546497,1120071.97402708,-2116360.32867678
1936468,1387424.56335774,1062695.2314435,-513651.794801241
933282,1387424.56335774,1005318.48885991,-1459461.05221766
1044274,1387424.56335774,981357.436415862,-1324507.99977361
375533,1387424.56335774,957396.383971813,-1969287.94732956
300480,639179.476841124,890904.287762322,-1229603.76460345
15912,639179.476841124,824412.191552831,-1447679.66839395
4097438,639179.476841124,752773.94009667,2705484.58306221
1306689,639179.476841124,681135.688640509,-13626.1654816326
3713250,552576.822364071,669163.732137314,2491509.44549862
408672,552576.822364071,657191.775634119,-801096.59799819
34744,552576.822364071,658025.716690135,-1175858.53905421
31564,552576.822364071,658859.657746151,-1179872.48011022
199434,878088.363245422,653419.897444724,-1332074.26069015
529699,878088.363245422,647980.137143297,-996369.50038872
15933,878088.363245422,652843.612197755,-1514998.97544318
683236,878088.363245422,657707.087252214,-852559.450497636
769981,1158981.01665319,648176.76165921,-1037176.7783124
154458,1158981.01665319,638646.436066206,-1643169.45271939
680766,1158981.01665319,553706.642115284,-1031921.65876847
630460,1158981.01665319,468766.848164361,-997287.864817547
200395,1412431.9154085,356188.497838763,-1568225.41324726
1790290,1412431.9154085,243610.147513165,134247.937078333
837579,1412431.9154085,140873.081752131,-715725.997160633
187362,1412431.9154085,38136.0159910973,-1263205.9313996
494169,860601.779815504,-59556.8565924869,-306875.923223017
789828,860601.779815504,-157249.729176071,86475.9493605667
16814,860601.779815504,-335434.011956434,-508353.76785907
948112,860601.779815504,-513618.294736797,601128.514921293
487817,845584.426816149,-679284.680186665,321517.253370516
7201626,845584.426816149,-844951.065636533,7200992.63882038
31995,845584.426816149,-991688.203627999,178098.77681185
4229599,845584.426816149,-1138425.34161947,4522439.91480332
744498,872222.638846596,-1281060.49336204,1153335.85451545
5790,872222.638846596,-1423695.64510462,557263.006258024
36883,872222.638846596,-1453181.38942786,617841.750581261
23987,872222.638846596,-1482667.13375109,634431.494904499
514021,754801.227378915,-1471521.86423543,1230741.63685652
872620,754801.227378915,-1460376.59471977,1578195.36734086
265125,754801.227378915,-1442572.4409474,952896.21356848
9333791,754801.227378915,-1424768.28717502,10003758.0597961
16298,616000.03449754,-1366949.31064788,767247.276150343
67938,616000.03449754,-1309130.33412075,761068.299623209
92342,616000.03449754,-1220547.14869399,696889.114196452
983302,616000.03449754,-1131963.96326724,1499265.9287697
251922,634118.447499252,-1024992.30042235,642795.852923102
48956,634118.447499252,-918020.637577471,332858.190078219
591942,634118.447499252,-849490.756043645,807314.308544393
33602,634118.447499252,-780960.874509818,180444.427010566
1439526,929572.629461704,-748082.030297112,1258035.40083541
481339,929572.629461704,-715203.186084406,266969.556622702
382379,929572.629461704,-673365.468419981,126171.838958277
166581,929572.629461704,-631527.750755557,-131463.878706147
82035,873425.69637264,-616826.609440808,-174564.086931832
169542,873425.69637264,-602125.468126058,-101758.228246582
608551,873425.69637264,-535918.467045775,271043.770673135
2269678,873425.69637264,-469711.465965491,1865963.76959285
74347,650869.399353974,-340483.600667448,-236038.798686526
143168,650869.399353974,-211255.735369405,-296445.663984569
469296,650869.399353974,-88236.705830128,-93336.6935238464
2626700,650869.399353974,34782.3237091492,1941048.27693688
1110513,176837.772984145,90646.8326242123,843028.394391642
865624,176837.772984145,146511.341539275,542274.885476579
274136,176837.772984145,207757.279553291,-110459.052537436
394245,176837.772984145,269003.217567306,-51595.9905514512
647762,322703.48830457,240648.734685147,84409.7770102832
182036,322703.48830457,212294.251802988,-352961.740107558
1054380,322703.48830457,167252.595057706,564423.916637724
303284,322703.48830457,122210.938312424,-141630.426616994
663451,465738.947260367,100444.147436626,97267.9053030072
103840,465738.947260367,78677.3565608281,-440576.303821195
80977,465738.947260367,73633.4911537888,-458395.438414156
419472,465738.947260367,68589.6257467495,-114856.573007116
118880,207384.256939951,95583.3858323712,-184087.642772322
353730,207384.256939951,122577.145917993,23768.5971420562
2725120,207384.256939951,202845.803684832,2314889.93937522
7853416,207384.256939951,283114.461451672,7362917.28160838
192357,107158.669779621,438247.320063161,-353048.989842782
53582,107158.669779621,593380.178674651,-646956.848454271
381744,107158.669779621,709239.330979118,-434654.000758739
6126,107158.669779621,825098.483283586,-926131.153063206
973150,603102.293478039,913123.437252779,-543075.730730818
456324,603102.293478039,1001148.39122197,-1147926.68470001
359836,603102.293478039,1092916.22596399,-1336182.51944203
90056,603102.293478039,1184684.06070601,-1697730.35418405
301017,807387.180410692,1183711.09383161,-1690081.2742423
508227,807387.180410692,1182738.12695721,-1481898.3073679
293080,807387.180410692,1130555.50890465,-1644862.68931534
1153887,807387.180410692,1078372.89085208,-731873.071262775
345659,-710238.030744957,1039168.67244503,16728.3582999263
28114,-427962.818742667,999964.454037978,-543887.635295312
658777,-427962.818742667,987512.321298667,99227.4974439996
229732,-427962.818742667,975060.188559355,-317365.369816689
823916,-427962.818742667,1001426.83378247,250451.984960199
446009,-138725.970805601,1027793.47900558,-443058.50819998
1361266,-138725.970805601,1108575.87676945,391416.094036147
1712379,-138725.970805601,1189358.27453333,661746.696272273
7821750,-138725.970805601,1221770.76383737,6738705.20696824
567676,-217349.145626021,1254183.2531414,-469158.107515382
1398820,-217349.145626021,1245940.02182076,370229.123805257
1298082,-217349.145626021,1237696.79050013,277734.355125896
455141,-217349.145626021,1201759.48766129,-529269.342035267
1395649,-301501.267935053,1165822.18482245,531328.083112603
191147,-301501.267935053,1120329.12230685,-627680.854371795
2432534,-301501.267935053,1074836.05979125,1659199.20814381
1691536,-301501.267935053,1040916.07972409,952121.188210963
418834,-134586.87314402,1006996.09965693,-453575.226512914
279955,-134586.87314402,968229.457449409,-553687.584305389
1352884,-134586.87314402,929462.815241885,558008.057902135
1771045,-134586.87314402,876999.884460575,1028631.98868344
650786,-319327.339569019,824536.953679266,145576.385889754
1973808,-319327.339569019,838482.875800947,1454652.46376807
28875906,-319327.339569019,852428.797922628,28342804.5416464
897364,-319327.339569019,869286.28933182,347405.050237199
1162596,-260131.8305079,886143.780741012,536584.049766887
2758200,-260131.8305079,880108.651797495,2138223.1787104
479496,-260131.8305079,874073.522853978,-134445.692346078
2093708,-260131.8305079,880955.738742564,1472884.09176534
2144554,60791.9916897528,887837.954631149,1195924.0536791
503750,60791.9916897528,923276.352216904,-480318.343906657
703166,60791.9916897528,958714.749802658,-316340.741492411
488014,60791.9916897528,976987.860868394,-549765.852558146
1648430,-219614.411797016,995260.971934129,872783.439862887
3540962,-219614.411797016,1015031.85882438,2745544.55297263
1192836,-219614.411797016,1034802.74571464,377647.666082377
229186,-219614.411797016,1003761.57794071,-554961.166143692
1613305,-249811.069522989,972720.410166776,890395.659356214
2861586,-249811.069522989,855738.011169059,2255659.05835393
554830,-249811.069522989,738755.612171342,65885.4573516474
335331,-249811.069522989,616302.741516934,-31160.6719939446
542886,-82725.733315504,493849.870862526,131761.862452978
7633594,-82725.733315504,415652.56985684,7300667.16345866
352089,-82725.733315504,337455.268851153,97359.4644643508
158719,-82725.733315504,324370.076151663,-82925.3428361588
548345,-223236.543015216,311284.883452172,460296.659563044
663777,-223236.543015216,344209.745812517,542803.797202699
359646,-223236.543015216,377134.608172862,205747.934842354
646454,-223236.543015216,414810.992811848,454879.550203368
863042,-100837.826560463,452487.377450833,511392.44910963
532160,-100837.826560463,476368.291788387,156629.534772076
321099,-100837.826560463,500249.206125941,-78312.379565478
1387817,-100837.826560463,435853.009762703,1052801.81679776
4227135,-106953.985616844,371456.813399464,3962632.17221738
1441266,-106953.985616844,198735.180646366,1349484.80497048
456672,-106953.985616844,26013.5478932674,537612.437723577
18303894,-106953.985616844,-218182.359918444,18629030.3455353
784376,-290088.487924369,-462378.267730156,1536842.75565453
75990,-290088.487924369,-612405.151450903,978483.639375272
676866,-290088.487924369,-762432.03517165,1729386.52309602
386438,-290088.487924369,-848092.65514685,1524619.14307122
1013669,-92076.6852178698,-933753.275122049,2039498.96033992
48100,-92076.6852178698,-893215.920673998,1033392.60589187
738045,-92076.6852178698,-852678.566225947,1682800.25144382
135132,-92076.6852178698,-709568.420525115,936777.105742985
144234,-6943.62896433185,-566458.274824283,717635.903788615
171632,-6943.62896433184,-453525.888159703,632101.517124034
1785060,-6943.62896433184,-340593.501495122,2132597.13045945
549624,-6943.62896433184,-270392.364786322,826959.993750653
2369890,-206509.695551439,-200191.228077521,2776590.92362896
990184,-206509.695551439,-208953.582891843,1405647.27844328
5408733,-206509.695551439,-217715.937706164,5832958.6332576
1972030,-206509.695551439,-233256.61462777,2411796.31017921
37002,111234.664424623,-248797.291549375,174564.627124753
545220,111234.664424623,-223354.64974096,657339.985316338
11501,111234.664424623,-197912.007932545,98178.3435079228
357486,111234.664424623,-108194.985034072,354446.32060945
1094430,295118.050456453,-18477.9621355993,817789.911679147
1283852,295118.050456453,103467.852490864,885266.097052683
3305234,295118.050456453,225413.667117328,2784702.28242622
504554,295118.050456453,283075.936967004,-73639.9874234561
2812989,417087.002559019,340738.206816679,2055163.7906243
627745,417087.002559019,285237.719524086,-74579.7220831051
1344362,417087.002559019,229737.232231492,697537.765209488
285448,417087.002559019,184923.192397971,-316562.194956991
88168,719331.897215672,140109.152564451,-771273.049780122
323265,719331.897215672,182986.94616143,-579053.843377101
372545,719331.897215672,225864.739758409,-572651.63697408
187689,719331.897215672,296730.064350428,-828372.9615661
191149,472696.032762539,367595.388942448,-649142.421704986
2268948,472696.032762539,375879.021057984,1420372.94617948
2187185,472696.032762539,384162.653173521,1330326.31406394
1284513,472696.032762539,356505.902095713,455311.065141749
557873,504964.63285018,328849.151017905,-275940.783868085
667694,504964.63285018,290394.825987531,-127665.458837711
269354,504964.63285018,251940.500957157,-487551.133807338
93870,504964.63285018,295822.738278751,-706917.371128931
324533,543076.65576974,339704.975600344,-558248.631370084
1305985,543076.65576974,500997.469831081,261910.874399178
836610,543076.65576974,662289.964061819,-368756.619831559
928072,543076.65576974,883122.858498059,-498127.514267799
2569439,730247.663937308,1103955.7529343,735235.583128394
2163039,730247.663937308,1306968.02566599,125823.310396703
938339,730247.663937308,1509980.29839768,-1301888.96233499
2452911,730247.663937308,1665286.69671161,57376.6393510811
1162504,643903.409246983,1820593.09502554,-1301992.50427253
1250864,643903.409246983,1927332.98652306,-1320372.39577004
244561,643903.409246983,2034072.87802058,-2433415.28726756
2822968,643903.409246983,2122675.8312111,56388.7595419195
1751550,288082.745103495,2211278.78440162,-747811.529505113
4111406,288082.745103495,2292115.07426747,1531208.18062904
1868139,288082.745103495,2372951.36413332,-792895.109236813
1108012,288082.745103495,2486460.271569,-1666531.01667249
2027052,661235.025739269,2599969.17900468,-1234152.20474395
2826873,661235.025739269,2742783.19611728,-577145.221856553
26972653,661235.025739269,2885597.21322989,23425820.7610308
2191762,661235.025739269,3000415.51998776,-1469888.54572703
2262831,523134.83562621,3115233.82674564,-1375537.66237185
3249526,523134.83562621,3171815.93015736,-445424.765783566
3520520,523134.83562621,3228398.03356908,-231012.869195286
8979317,523134.83562621,3214437.65768382,5241744.50668997
1005144,113744.843987658,3200477.28179856,-2309078.12578622
2351468,113744.843987658,3138608.91476648,-900885.758754142
3305219,113744.843987658,3076740.54773441,114733.608277935
894726,113744.843987658,3059515.69905347,-2278534.54304113
1844171,248744.131441143,3042290.85037254,-1446863.98181369
2260151,248744.131441143,3146063.79242142,-1134656.92386257
5557462,248744.131441143,3249836.73447031,2058881.13408855
11420378,248744.131441143,3281739.96560867,7889893.90295019
6089944,361418.522601207,3313643.19674703,2414882.28065177
2417619,361418.522601207,3361527.60073805,-1305327.12333926
2896325,361418.522601207,3409412.00472908,-874505.527330285
1960132,361418.522601207,3363689.78441716,-1764976.30701837
13608616,591519.334142945,3317967.56410524,9699129.10175182
2109020,591519.334142945,3179545.46477054,-1662044.79891349
4577707,591519.334142945,3041123.36543585,945064.300421204
2480312,591519.334142945,2874742.09294474,-985949.427087684
2126424,297151.46475321,2708360.82045363,-879088.285206837
837826,297151.46475321,2603811.04328992,-2063136.50804313
1075631,297151.46475321,2499261.26612622,-1720781.73087943
1031584,297151.46475321,2369157.23774815,-1634724.70250136
4008110,-321320.601042309,2239053.20937008,2090377.39167223
2830113,-321320.601042309,2184581.5132656,966852.087776709
1544496,-321320.601042309,2130109.81716112,-264293.21611881
1489239,-321320.601042309,2159826.38315955,-349266.782117241
458766,136534.613679744,2189542.94915798,-1867311.56283772
2398340,136534.613679744,2219622.52843605,42182.8578842017
2166966,136534.613679744,2249702.10771413,-219270.721393872
1021578,136534.613679744,2285967.84616795,-1400924.4598477
3727391,693538.712914081,2322233.58462178,711618.702464141
24143273,693538.712914081,2335928.63400114,21113805.6530848
2633341,693538.712914081,2349623.68338049,-409821.396294574
8602126,693538.712914081,2315552.27552455,5593035.01156137
10385861,209681.922906511,2281480.8676686,7894698.20942489
1463228,209681.922906511,2156957.84799167,-903411.770898176
15837884,209681.922906511,2032434.82831473,13595767.2487788
15383963,209681.922906511,1959806.99286846,13214474.084225
8119296,71641.091188058,1887179.15742218,6160475.75138976
20966704,71641.091188058,2704918.8431685,18190144.0656434
10237360,71641.091188058,3522658.52891481,6643060.37989713
15260602,71641.091188058,3954455.02619273,11234505.8826192
53013542,400509.487477649,4386251.52347065,48226780.9890517
19282267,400509.487477649,4099074.28031263,14782683.2322097
4861570,400509.487477649,3811897.03715462,649163.47536773
21240891,400509.487477649,3420824.89795193,17419556.6145704
2989452,240679.05939017,3029752.75874924,-280979.818139411
6594062,240679.05939017,2762113.47156014,3591269.46904969
8469109,240679.05939017,2494474.18437104,5733955.75623878
1823629,240679.05939017,2298604.01882448,-715654.078214651
1371477,102184.55839564,2102733.85327792,-833441.411673556
533997,102184.55839564,2022588.90547502,-1590776.46387065
2146118,102184.55839564,1942443.95767211,101489.483932247
1096805,102184.55839564,1939899.65081358,-945279.209209215
1097802,59070.3326542372,1937355.34395504,-898623.676609275
7785100,59070.3326542372,1853595.48305791,5872434.18428785
17587040,59070.3326542372,1769835.62216079,15758134.045185
1950561,59070.3326542372,1668428.30889865,223062.358447112
2905010,230541.032340231,1567020.99563651,1107447.97202326
1012392,230541.032340231,1549357.80721653,-767506.839556764
238980,230541.032340231,1531694.61879656,-1523255.65113679
930065,230541.032340231,1529991.04115012,-830467.073490353
593284,124929.932098488,1528287.46350369,-1059933.39560217
4139994,124929.932098488,1567950.61486821,2447113.4530333
2228842,124929.932098488,1607613.76623273,496298.301668781
1012408,124929.932098488,1670334.64365114,-782856.575749627
899185,34290.1777412314,1733055.52106955,-868160.698810777
265024,34290.1777412314,1750218.27022891,-1519484.44797014
1074080,34290.1777412314,1767381.01938827,-727591.197129506
5775920,34290.1777412314,1751606.45760897,3990023.3646498
510223,229623.233194903,1735831.89582967,-1455232.12902457
757527,229623.233194903,1739325.70660697,-1211421.93980187
760966,229623.233194903,1742819.51738427,-1211476.75057917
490127,229623.233194903,1759012.23638938,-1498508.46958429
300037,327209.712526427,1775204.9553945,-1802377.66792092
732289,327209.712526427,1743443.6891673,-1338364.40169373
1600767,327209.712526427,1711682.42294011,-438125.135466536
1980408,327209.712526427,1678545.69383837,-25347.4063647974
4526075,184364.597415079,1645408.96473663,2696301.43784829
191404,184364.597415079,1624741.70792455,-1617702.30533963
302351,184364.597415079,1604074.45111247,-1486088.04852755
423493,184364.597415079,1590229.53843016,-1351101.13584524
570072,-31032.2842144451,1576384.62574786,-975280.341533414
571422,-31032.2842144451,1605977.38652625,-1003523.10231181
607386,-31032.2842144451,1635570.14730464,-997151.863090199
397910,-31032.2842144451,1645124.55120533,-1216182.26699089
1454256,336055.498882847,1654678.95510602,-536478.453988871
594476,336055.498882847,1677086.08112908,-1418665.58001193
1660402,336055.498882847,1699493.20715214,-375146.706034982
112263,336055.498882847,1763937.53191279,-1987730.03079564
655900,429743.98572222,1828381.85667345,-1602225.84239567
1032666,429743.98572222,1909898.89385754,-1306976.87957976
1685933,429743.98572222,1991415.93104164,-735226.916763858
869021,429743.98572222,2067353.62766445,-1628076.61338667
3018704,249783.644131352,2143291.32428727,625629.031581382
1605315,249783.644131352,2134648.30979442,-779116.953925771
3079563,249783.644131352,2126005.29530157,703774.060567076
2082125,249783.644131352,2030782.92086733,-198441.564998686
424238,342234.592036424,1935560.5464331,-1853557.13846952
599837,342234.592036424,1802653.90323973,-1545051.49527615
629535,342234.592036424,1669747.26004636,-1382446.85208278
507585,342234.592036424,1561085.43345794,-1395735.02549436
830902,520033.686527464,1452423.60686952,-1141555.29339698
307646,520033.686527464,1403403.48279794,-1615791.1693254
1143882,520033.686527464,1354383.35872636,-730535.04525382
182654,520033.686527464,1318018.68770732,-1655398.37423479
859633,724939.923698513,1281654.01668829,-1146960.9403868
975053,724939.923698513,1236850.94240034,-986737.866098851
701160,724939.923698513,1192047.86811239,-1215827.7918109
754789,724939.923698513,1172007.69849983,-1142158.62219835
217250,914888.177658876,1151967.52888728,-1849605.70654615
869238,914888.177658876,1145143.07356755,-1190793.25122642
326189,914888.177658876,1138318.61824781,-1727017.79590669
557303,914888.177658876,1171670.47887625,-1529255.65653513
13280011,1612210.1948837,1205022.33950469,10462778.4656116
6063354,1612210.1948837,1219900.44918852,3231243.35592779
20372520,1612210.1948837,1234778.55887234,17525531.246244
572222,1612210.1948837,1329166.86069563,-2369155.05557933
3280459,2089104.75504272,1423555.16251892,-232200.917561646
534417,2089104.75504272,1444918.40349666,-2999606.15853938
332574,2089104.75504272,1466281.6444744,-3222812.39951712
406799,2089104.75504272,1526062.66060794,-3208368.41565067
2073697,1786699.666042,1585843.67674149,-1298846.34278348
255882,1786699.666042,1713263.7044465,-3244081.37048849
230649,1786699.666042,1840683.73215151,-3396734.3981935
1959034,1786699.666042,1981666.27678854,-1809331.94283053
3207300,1252357.56030885,2122648.82142557,-167706.381734422
2566498,1252357.56030885,2319008.08165507,-1004867.64196392
1281495,1252357.56030885,2515367.34188457,-2486229.90219342
6451974,1252357.56030885,2630631.43681751,2568985.00287364
1618703,7110099.5785017,2745895.53175046,-8237292.11025216
287839,7110099.5785017,2706455.98276684,-9528716.56126854
1837504,7110099.5785017,2667016.43378322,-7939612.01228492
6215306,7110099.5785017,2536862.37724363,-3431655.95574533
2312906,7156095.06708469,2406708.32070403,-7249897.38778872
1083776,7156095.06708469,2267938.78410996,-8340257.85119464
1310378,7156095.06708469,2129169.24751588,-7974886.31460056
1265838,7156095.06708469,1983685.67193989,-7873942.73902458
175511,1000697.68959239,1838202.0963639,-2663388.7859563
532444,1000697.68959239,1721516.7082899,-2189770.39788229
1724703,1000697.68959239,1604831.32021589,-880826.009808282
278599,1000697.68959239,1569777.95799734,-2291876.64758973
620992,1096095.95423828,1534724.59577878,-2009828.55001706
1088153,1096095.95423828,1568258.9146394,-1576201.86887769
240450,1096095.95423828,1601793.23350003,-2457439.18773831
125590,1096095.95423828,1645650.09897206,-2616156.05321034
2849798,1318962.4749642,1689506.96444409,-158671.439408288
1366153,1318962.4749642,1727663.34898011,-1680472.8239443
431473,1318962.4749642,1765819.73351612,-2653309.20848032
220252,1318962.4749642,1745157.1254489,-2843867.60041309
1209660,1220648.54589896,1724494.51738168,-1735483.06328064
1093581,1220648.54589896,1679708.01934759,-1806775.56524655
856934,1220648.54589896,1634921.5213135,-1998636.06721246
331085,1220648.54589896,1575583.19576355,-2465146.74166251
568797,1310638.3546497,1516244.8702136,-2258086.2248633
484094,1310638.3546497,1486505.34609046,-2313049.70074017
7410956,1310638.3546497,1456765.82196733,4643551.82338296
430078,1310638.3546497,1443575.5591789,-2324135.9138286
998083,1387424.56335774,1430385.29639047,-1819726.85974821
1981292,1387424.56335774,1409520.26481773,-815652.828175473
967985,1387424.56335774,1388655.23324499,-1808094.79660273
1077415,1387424.56335774,1338621.94122979,-1648631.50458753
1054376,639179.476841124,1288588.64921459,-873392.126055711
621152,639179.476841124,1230649.92321724,-1248677.40005836
1055406,639179.476841124,1172711.19721989,-756484.674061014
577874,639179.476841124,1119384.11081708,-1180689.5876582
276688,552576.822364071,1066057.02441426,-1341945.84677833
4396751,552576.822364071,1032115.82002198,2812058.35761394
4541221,552576.822364071,998174.615629707,2990469.56200622
3505443,552576.822364071,936094.399805397,2016771.77783053
1392038,878088.363245422,874014.183981088,-360064.54722651
509686,878088.363245422,868576.822622147,-1236979.18586757
2722841,878088.363245422,863139.461263207,981613.17549137
364909,878088.363245422,847113.460333091,-1360292.82357851
315559,1158981.01665319,831087.459402976,-1674509.47605616
162759,1158981.01665319,780602.372410822,-1776824.38906401
1406415,1158981.01665319,730117.285418668,-482683.302071854
1884250,1158981.01665319,705621.864304224,19647.1190425906
317112,1412431.9154085,681126.443189779,-1776446.35859828
463974,1412431.9154085,644682.517636183,-1593140.43304469
2112171,1412431.9154085,608238.592082587,91500.4925089109
197853,1412431.9154085,503330.453492429,-1717909.36890093
1997541,860601.779815504,398422.314902271,738516.905282225
218484,860601.779815504,221970.961916303,-864088.741731808
3366223,860601.779815504,45519.6089303354,2460101.61125416
2324314,860601.779815504,-53582.4187515249,1517294.63893602
357770,845584.426816149,-152684.446433385,-335129.980382764
158421,845584.426816149,-196611.073474756,-490552.353341393
127975,845584.426816149,-240537.700516127,-477071.726300022
1071555,845584.426816149,-4465.20779849958,230435.780982351
14644934,872222.638846596,231607.284919128,13541104.0762343
6103910,872222.638846596,496775.984156269,4734911.37699713
513704,872222.638846596,761944.683393411,-1120463.32224001
4080482,872222.638846596,1147313.73574592,2060945.62540749
199199,754801.227378915,1532682.78809842,-2088285.01547734
4059949,754801.227378915,1564045.24968548,1741102.52293561
3908027,754801.227378915,1595407.71127254,1557818.06134855
51758745,754801.227378915,1550286.44897176,49453657.3236493
2322043,616000.03449754,1505165.18667097,200877.778831486
4287804,616000.03449754,1385928.08570869,2285875.87979377
2650212,616000.03449754,1266690.98474641,767520.980756053
2715250,616000.03449754,1200255.51568534,898994.449817118
2368873,634118.447499252,1133820.04662428,600934.505876471
4902743,634118.447499252,1105999.85459172,3162624.69790903
604673,634118.447499252,1078179.66255916,-1107625.11005841
2364408,634118.447499252,1053033.75211849,677255.800382262
3702836,929572.629461704,1027887.84167781,1745375.52886048
2339064,929572.629461704,959967.374026326,449523.99651197
1839732,929572.629461704,892046.906374839,18112.464163457
7737102,929572.629461704,678139.265819052,6129390.10471924
4507902,873425.69637264,464231.625263266,3170244.67836409
451734,873425.69637264,337219.155830235,-758910.852202875
5972635,873425.69637264,210206.686397205,4889002.61723016
535297,873425.69637264,170164.557785359,-508293.254157998
471607,650869.399353974,130122.429173512,-309384.828527487
3870358,650869.399353974,174535.761693442,3044952.83895258
2300891,650869.399353974,218949.094213371,1431072.50643265
465973,650869.399353974,367614.346854904,-552510.746208878
