"BitcoinDaysDestroyedMinYear","seasonal","trend","remainder"
130297,403856.805153942,555268.34472719,-828828.149881131
0,323554.837840403,564597.074978913,-888151.912819316
11091,323554.837840403,573925.805230637,-886389.643071039
0,323554.837840403,587305.627588299,-910860.465428701
19312,323554.837840403,600685.449945961,-904928.287786364
0,309209.198569575,609070.172518019,-918279.371087595
0,309209.198569575,617454.895090078,-926664.093659653
0,309209.198569575,626390.795635887,-935599.994205462
0,309209.198569575,635326.696181696,-944535.894751271
0,569819.273409402,636955.520923758,-1206774.79433316
22767,569819.273409402,638584.345665821,-1185636.61907522
0,569819.273409402,641991.46420108,-1211810.73761048
0,569819.273409402,645398.582736339,-1215217.85614574
0,667275.672403478,644053.153327771,-1311328.82573125
0,667275.672403478,642707.723919204,-1309983.39632268
0,667275.672403478,636835.797817487,-1304111.47022096
133213,667275.672403478,630963.871715771,-1165026.54411925
0,670944.808296403,627883.163113677,-1298827.97141008
0,670944.808296403,624802.454511583,-1295747.26280799
0,670944.808296403,616477.32774485,-1287422.13604125
0,670944.808296403,608152.200978117,-1279097.00927452
0,768683.28222553,592664.338631726,-1361347.62085726
0,768683.28222553,577176.476285334,-1345859.75851086
0,768683.28222553,564802.670992277,-1333485.95321781
0,768683.28222553,552428.86569922,-1321112.14792475
0,816924.4071984,529871.589555644,-1346795.99675404
0,816924.4071984,507314.313412068,-1324238.72061047
0,816924.4071984,483421.671188441,-1300346.07838684
0,816924.4071984,459529.028964814,-1276453.43616321
0,926014.382270623,441199.216936324,-1367213.59920695
0,926014.382270623,422869.404907834,-1348883.78717846
0,926014.382270623,406320.786969685,-1332335.16924031
0,926014.382270623,389772.169031535,-1315786.55130216
0,1037264.47773036,377224.374231361,-1414488.85196173
0,1037264.47773036,364676.579431188,-1401941.05716155
0,1037264.47773036,353043.625638868,-1390308.10336923
0,1037264.47773036,341410.671846548,-1378675.14957691
0,1022861.77169888,328380.993616487,-1351242.76531537
0,1022861.77169888,315351.315386426,-1338213.08708531
0,1022861.77169888,312740.570294059,-1335602.34199294
0,1022861.77169888,310129.825201692,-1332991.59690057
0,1026723.27341042,323608.835915889,-1350332.10932631
0,1026723.27341042,337087.846630087,-1363811.12004051
23806,1026723.27341042,359888.131262164,-1362805.40467258
0,1026723.27341042,382688.415894241,-1409411.68930466
0,460330.042593862,411020.809339767,-871350.851933628
0,460330.042593862,439353.202785292,-899683.245379154
0,460330.042593862,470984.434112788,-931314.47670665
0,460330.042593862,502615.665440284,-962945.708034146
0,525752.559752379,534116.337828085,-1059868.89758046
0,525752.559752379,565617.010215885,-1091369.56996826
0,525752.559752379,602618.751961877,-1128371.31171426
0,525752.559752379,639620.493707869,-1165373.05346025
0,1200499.89667458,675639.46382734,-1876139.36050192
0,1200499.89667457,711658.433946811,-1912158.33062139
0,1200499.89667457,728812.511856496,-1929312.40853107
0,1200499.89667457,745966.589766182,-1946466.48644076
0,1202274.61518101,749700.964583315,-1951975.57976432
0,1202274.61518101,753435.339400449,-1955709.95458146
0,1202274.61518101,739132.928963077,-1941407.54414409
0,1202274.61518101,724830.518525705,-1927105.13370671
6803901,1227206.99260924,710052.772276832,4866641.23511393
0,1227206.99260924,695275.026027959,-1922482.0186372
0,1227206.99260924,686488.696974223,-1913695.68958346
0,1227206.99260924,677702.367920486,-1904909.36052972
0,1208147.4796846,677962.206504968,-1886109.68618957
0,1208147.4796846,678222.045089449,-1886369.52477405
0,1208147.4796846,684413.706881781,-1892561.18656638
0,1208147.4796846,690605.368674112,-1898752.84835871
0,1163258.38724464,691814.851301522,-1855073.23854616
0,1163258.38724464,693024.333928932,-1856282.72117357
0,1163258.38724464,690139.439542663,-1853397.8267873
12998624,1163258.38724464,687254.545156394,11148111.067599
0,1067847.64902111,683173.662971565,-1751021.31199267
0,1067847.64902111,679092.780786736,-1746940.42980784
0,1067847.64902111,653915.173573024,-1721762.82259413
0,1067847.64902111,628737.566359312,-1696585.21538042
0,959056.049468827,608961.770949611,-1568017.82041844
0,959056.049468827,589185.97553991,-1548242.02500874
0,959056.049468827,574145.189749375,-1533201.2392182
0,959056.049468827,559104.40395884,-1518160.45342767
0,932954.926798483,546306.178071499,-1479261.10486998
0,932954.926798483,533507.952184158,-1466462.87898264
0,932954.926798483,522997.085452226,-1455952.01225071
25987,932954.926798483,512486.218720295,-1419454.14551878
0,825131.967497674,500754.530505223,-1325886.4980029
0,825131.967497674,489022.842290152,-1314154.80978783
0,825131.967497674,471676.113904334,-1296808.08140201
0,825131.967497674,454329.385518515,-1279461.35301619
0,737604.941379489,428205.594847671,-1165810.53622716
0,737604.941379489,402081.804176827,-1139686.74555632
0,737604.941379489,366484.504567079,-1104089.44594657
0,737604.941379489,330887.204957331,-1068492.14633682
0,707815.077604003,303307.624873208,-1011122.70247721
0,707815.077604003,275728.044789085,-983543.122393088
0,707815.077604003,240070.032104744,-947885.109708747
0,707815.077604003,204412.019420404,-912227.097024407
0,601822.780627697,177344.313258928,-779167.093886625
0,601822.780627697,150276.607097452,-752099.387725149
0,601822.780627697,123090.014160456,-724912.794788153
0,601822.780627697,95903.4212234602,-697726.201851157
0,604981.537795785,62414.6797200267,-667396.217515812
0,604981.537795785,28925.9382165933,-633907.476012379
0,604981.537795785,-7792.08514738081,-597189.452648405
0,604981.537795785,-44510.1085113549,-560471.42928443
0,608351.574055639,-86178.2977912474,-522173.276264391
0,608351.574055639,-127846.48707114,-480505.086984499
0,608351.574055639,-173063.33533433,-435288.238721308
0,608351.574055639,-218280.183597521,-390071.390458118
0,533239.207534528,-280764.074527239,-252475.133007288
0,533239.207534528,-343247.965456958,-189991.242077569
0,533239.207534528,-398291.497516574,-134947.710017953
0,533239.207534528,-453335.029576191,-79904.1779583369
0,422628.190725627,-507871.525748337,85243.3350227092
0,422628.190725627,-562408.021920482,139779.831194855
0,422628.190725627,-621540.065136899,198911.874411271
0,422628.190725627,-680672.108353315,258043.917627688
0,239573.107760228,-715977.039667009,476403.93190678
0,239573.107760228,-751281.970980702,511708.863220474
0,239573.107760228,-775471.813662864,535898.705902635
0,239573.107760228,-799661.656345026,560088.548584797
6737,206957.706655916,-799947.469210374,599726.762554459
0,206957.706655916,-800233.282075723,593275.575419807
64550,206957.706655916,-776467.092104253,634059.385448338
0,206957.706655916,-752700.902132784,545743.195476868
0,255812.058882152,-714358.332561395,458546.273679243
0,255812.058882152,-676015.762990007,420203.704107855
0,255812.058882152,-651060.805730661,395248.746848509
0,255812.058882152,-626105.848471315,370293.789589163
66967,161867.598897751,-601445.726837063,506545.127939312
0,161867.598897751,-576785.60520281,414918.00630506
64581,161867.598897751,-548201.36664845,450914.767750699
129805,161867.598897751,-519617.128094089,487554.529196338
0,167512.20642954,-491168.991081805,323656.784652265
0,167512.20642954,-462720.854069521,295208.647639981
0,167512.20642954,-436878.889783578,269366.683354037
0,167512.20642954,-411036.925497634,243524.719068094
0,214650.557217407,-382193.512628591,167542.955411184
0,214650.557217407,-353350.099759548,138699.54254214
0,214650.557217407,-339267.716000345,124617.158782938
0,214650.557217407,-325185.332241142,110534.775023735
85490,197812.118038173,-327928.530987582,215606.412949409
0,197812.118038173,-330671.729734021,132859.611695848
0,197812.118038173,-324531.832193855,126719.714155681
0,197812.118038173,-318391.934653688,120579.816615515
0,240689.793291679,-321291.751745173,80601.9584534948
0,240689.793291679,-324191.568836659,83501.7755449804
0,240689.793291679,-336131.211440303,95441.4181486245
0,240689.793291679,-348070.854043947,107381.060752269
0,185510.590060975,-341989.179090172,156478.589029198
0,185510.590060975,-335907.504136397,150396.914075423
0,185510.590060975,-330969.912516532,145459.322455558
0,185510.590060975,-326032.320896667,140521.730835693
0,165787.9945004,-318883.467096772,153095.472596372
0,165787.9945004,-311734.613296876,145946.618796476
1689217,165787.9945004,-286836.963161636,1810265.96866124
0,165787.9945004,-261939.313026396,96151.3185259968
0,175582.951834804,-224807.758136751,49224.8063019466
0,175582.951834804,-187676.203247105,12093.251412301
0,175582.951834804,-151808.267170343,-23774.6846644615
0,175582.951834804,-115940.33109358,-59642.620741224
0,211953.855242104,-77871.4472005113,-134082.408041593
0,211953.855242104,-39802.5633074425,-172151.291934662
0,211953.855242104,-12074.8403257803,-199879.014916324
0,211953.855242104,15652.8826558819,-227606.737897986
0,227284.599121338,22399.7154953502,-249684.314616689
0,227284.599121338,29146.5483348184,-256431.147456157
0,227284.599121338,23916.8869129962,-251201.486034335
762290,227284.599121338,18687.225491174,516318.175387488
0,-43525.8318257846,7510.56566712071,36015.2661586639
0,65538.3700690545,-3666.09415693255,-61872.2759121219
24834,65538.3700690545,-19797.3315907838,-20907.0384782707
57005,65538.3700690545,-35928.569024635,27395.1989555806
0,65538.3700690545,-44809.8968188921,-20728.4732501624
0,60964.5639933181,-53691.2246131491,-7273.339380169
0,60964.5639933181,-59386.6761886564,-1577.88780466172
0,60964.5639933181,-65082.1277641636,4117.56377084555
0,60964.5639933181,-79878.5574100578,18913.9934167397
0,16481.7251304953,-94674.987055952,78193.2619254567
0,16481.7251304953,-113363.327413874,96881.6022833785
475495,16481.7251304953,-132051.667771796,591064.9426413
0,16481.7251304953,-154873.171569305,138391.44643881
0,28241.3614053601,-177694.675366815,149453.313961455
0,28241.3614053601,-191492.524307385,163251.162902024
1532890,28241.3614053601,-205290.373247954,1709939.01184259
0,28241.3614053601,-222492.887031851,194251.525626491
0,3861177.88085563,-239695.400815749,-3621482.48003988
0,3861177.88085563,-243551.965383772,-3617625.91547186
0,3861177.88085563,-247408.529951795,-3613769.35090383
0,3861177.88085563,-251127.899608247,-3610049.98124738
0,3852038.97690747,-254847.269264699,-3597191.70764277
0,3852038.97690747,-262873.242135102,-3589165.73477236
0,3852038.97690747,-270899.215005505,-3581139.76190196
0,3852038.97690747,-271933.378733851,-3580105.59817362
0,104126.637510295,-272967.542462196,168840.904951901
0,104126.637510295,-262919.131579362,158792.494069067
0,104126.637510295,-252870.720696527,148744.083186232
0,104126.637510295,-244601.528217671,140474.890707376
0,98517.9652563213,-236332.335738815,137814.370482493
0,98517.9652563213,-234035.055806014,135517.090549692
57333,98517.9652563213,-231737.775873212,190552.810616891
0,98517.9652563213,-240395.001371846,141877.036115525
0,54795.8743579504,-249052.22687048,194256.35251253
274584,54795.8743579504,-261956.626263346,481744.751905396
37123,54795.8743579504,-274861.025656213,257188.151298262
0,54795.8743579504,-288639.614090154,233843.739732204
128387,148705.753703034,-302418.202524095,282099.448821061
0,148705.753703034,-306270.573300611,157564.819597577
37369,148705.753703034,-310122.944077127,198786.190374093
0,148705.753703034,-305595.459367869,156889.705664835
0,211182.973727706,-301067.974658612,89885.0009309053
2290516,211182.973727706,-296982.37834969,2376315.40462198
0,211182.973727706,-292896.782040769,81713.8083130625
0,211182.973727706,-292572.970100105,81389.9963723989
0,175070.151506603,-292249.158159442,117179.006652838
118840,175070.151506603,-295412.062948505,239181.911441901
75828,175070.151506603,-298574.967737568,199332.816230965
0,175070.151506603,-319519.187774276,144449.036267673
81457,158977.18817133,-340463.407810985,262943.219639655
18982,158977.18817133,-385478.968576728,245483.780405398
0,158977.18817133,-430494.529342471,271517.341171141
473312,158977.18817133,-488659.410420943,802994.222249613
0,299049.690074387,-546824.291499415,247774.601425028
39866,299049.690074387,-620002.677712622,360818.987638235
74681,299049.690074387,-693181.063925829,468812.373851442
41855,299049.690074387,-763607.605376001,506412.915301614
309570,396359.884933117,-834034.146826174,747244.261893057
0,396359.884933117,-908122.460610933,511762.575677816
0,396359.884933117,-982210.774395692,585850.889462575
20,396359.884933117,-1032038.3256941,635698.440760982
0,325887.638506217,-1081865.87699251,755978.238486289
0,325887.638506217,-1102465.65746891,776578.01896269
0,325887.638506217,-1123065.43794531,797177.799439091
18464,325887.638506217,-1107672.84152483,800249.203018611
0,250527.155062479,-1092280.24510435,841753.090041868
0,250527.155062479,-1062157.89399782,811630.738935338
501240,250527.155062479,-1032035.54289129,1282748.38782881
0,250527.155062479,-969156.361296151,718629.206233672
20169,197570.74604639,-906277.179701015,728875.433654625
0,197570.74604639,-843647.591899048,646076.845852658
4157315,197570.74604639,-781018.004097082,4740762.25805069
0,197570.74604639,-707331.840789553,509761.094743164
0,174129.250894957,-633645.677482025,459516.426587068
0,174129.250894957,-534945.076557762,360815.825662804
0,174129.250894957,-436244.475633498,262115.224738541
243622,174129.250894957,-371452.668054326,440945.417159369
481533,192110.890083177,-306660.860475154,596082.970391978
178972,192110.890083177,-254522.566540408,241383.676457232
65109,192110.890083177,-202384.272605663,75382.3825224862
88132,192110.890083177,-178044.402412526,74065.5123293494
20815,289980.898787475,-153704.532219389,-115461.366568086
0,289980.898787475,-150041.661026329,-139939.237761147
0,289980.898787475,-146378.789833268,-143602.108954207
136406,289980.898787475,-143359.230396314,-10215.6683911609
22743,320046.59461153,-140339.670959361,-156963.923652169
23074,320046.59461153,-132641.079498906,-164331.515112625
257716,320046.59461153,-124942.488038451,62611.8934269203
0,320046.59461153,-113210.269795314,-206836.324816217
41344,271898.063584134,-101478.051552177,-129076.012031957
0,271898.063584134,-101088.623398177,-170809.440185956
286027,271898.063584134,-100699.195244178,114828.131660044
1004076,271898.063584134,-114274.642549277,846452.578965143
370816,252357.727011089,-127850.089854375,246308.362843287
190433,252357.727011089,-135186.151641371,73261.4246302821
167419,252357.727011089,-142522.213428366,57583.4864172774
0,252357.727011089,-141201.024596064,-111156.702415024
77736,289201.809831507,-139879.835763762,-71585.9740677445
832338,289201.809831507,-117044.482674841,660180.672843334
135709,289201.809831507,-94209.1295859197,-59283.6802455873
586768,289201.809831507,-43278.4476291929,340844.637797686
2261939,337414.531678616,7652.23432753393,1916872.23399385
350802,337414.531678616,60656.0760485084,-47268.6077271248
43742,337414.531678616,113659.917769483,-407332.449448099
200594,337414.531678616,153147.079978418,-289967.611657035
802390,279562.601396219,192634.242187354,330193.156416427
405464,279562.601396219,221482.843364445,-95581.4447606639
0,279562.601396219,250331.444541536,-529894.045937755
166461,279562.601396219,295433.719646637,-408535.321042856
246394,205353.075235873,340535.994751739,-299495.069987612
2267263,205353.075235873,427118.0839303,1634791.84083383
1165841,205353.075235873,513700.173108862,446787.751655265
205492,205353.075235873,598432.353755747,-598293.42899162
564154,268174.686437676,683164.534402632,-387185.220840308
1748088,268174.686437676,778127.367191898,701785.946370426
1240371,268174.686437676,873090.199981164,99106.1135811601
748930,268174.686437676,893903.39102171,-413148.077459386
708014,231831.587501146,914716.582062256,-438534.169563402
924526,231831.587501146,918629.787685102,-225935.375186248
437250,231831.587501146,922542.993307948,-717124.580809094
91671,231831.587501146,900419.962882844,-1040580.55038399
348569,171325.549091265,878296.932457739,-701053.481549005
641399,171325.549091266,860534.678812769,-390461.227904034
495846,171325.549091266,842772.425167798,-518251.974259064
0,171325.549091266,843604.281325255,-1014929.83041652
118538,212336.279960256,844436.137482711,-938234.417442967
397588,212336.279960256,835595.982649546,-650344.262609802
2068653,212336.279960256,826755.827816381,1029560.89222336
1349329,212336.279960256,816737.900554527,320254.819485217
2349431,235849.702249078,806719.973292674,1306861.32445825
311582,235849.702249078,808876.768378112,-733144.47062719
23345,235849.702249078,811033.56346355,-1023538.26571263
127761,235849.702249078,812759.628043965,-920848.330293043
79218,398248.479548572,814485.692624379,-1133516.17217295
0,398248.479548572,816681.618167063,-1214930.09771564
3508809,398248.479548572,818877.543709747,2291682.97674168
333256,398248.479548572,831486.414805436,-896478.894354007
80400,416387.715242125,844095.285901124,-1180083.00114325
48305,416387.715242125,853093.560401515,-1221176.27564364
61345,416387.715242125,862091.834901906,-1217134.55014403
273304,416387.715242125,846074.597928308,-989158.313170434
1519170,327958.552753981,830057.36095471,361154.086291309
105332,327958.552753981,813001.401691665,-1035627.95444565
756169,327958.552753981,795945.442428621,-367734.995182602
973092,327958.552753981,796467.189419524,-151333.742173505
17993,397577.3559279,796988.936410427,-1176573.29233833
248353,397577.3559279,812117.978756717,-961342.334684617
112943,397577.3559279,827247.021103007,-1111881.37703091
458522,397577.3559279,851769.995605437,-790825.351533337
1027889,416804.484830762,876292.970107867,-265208.45493863
17925952,416804.484830762,917984.969546302,16591162.5456229
513193,416804.484830762,959676.968984737,-863288.4538155
1015639,416804.484830762,999630.455410106,-400795.940240868
1995873,285504.852242823,1039583.94183547,670784.205921702
192943,285504.852242823,1047879.83478853,-1140441.68703135
9105298,285504.852242823,1056175.72774159,7763617.42001559
6736309,285504.852242823,1055509.2932272,5395294.85452997
2594658,329372.71793805,1054842.85871282,1210442.42334913
17734648,329372.71793805,1032693.67490545,16372581.6071565
5906951,329372.71793805,1010544.49109808,4567033.79096387
12670126,329372.71793805,961536.992898295,11379216.2891637
47664897,378429.540669779,912529.494698509,46373937.9646317
963402,378429.540669779,864002.95979234,-279030.500462119
2274459,378429.540669779,815476.424886171,1080553.03444405
16927148,378429.540669779,776428.044521399,15772290.4148088
379439,326851.745485679,737379.664156626,-684792.409642305
5057421,326851.745485679,708550.838006869,4022018.41650745
287638,326851.745485679,679722.011857112,-718935.757342791
734571,326851.745485679,689670.927194428,-281951.672680107
43996,302924.570276065,699619.842531744,-958548.412807809
64526,302924.570276065,718642.778677643,-957041.348953708
1517659,302924.570276065,737665.714823541,477068.714900393
561917,302924.570276065,750854.818283644,-491862.388559709
622658,246690.321128941,764043.921743746,-388076.242872687
1798741,246690.321128941,771197.166255605,780853.512615454
9385916,246690.321128941,778350.410767465,8360875.26810359
537387,246690.321128941,745000.970518818,-454304.291647758
115200,311913.441394288,711651.530270171,-908364.971664459
495533,311913.441394288,685202.241152525,-501582.682546813
56674,311913.441394288,658752.952034879,-913992.393429168
681973,311913.441394288,652706.480377395,-282646.921771683
106239,329142.878035262,646660.008719911,-869563.886755173
2453616,329142.878035262,659482.771662691,1464990.35030205
1639948,329142.878035262,672305.534605471,638499.587359267
160764,329142.878035262,689890.949779462,-858269.827814724
548324,333965.300449951,707476.364953452,-493117.665403403
171364,333965.300449951,714389.794641297,-876991.095091247
568121,333965.300449951,721303.224329141,-487147.524779092
563758,333965.300449951,720504.259397774,-490711.559847724
33362,380165.566014851,719705.294466407,-1066508.86048126
28823,380165.566014851,722599.616496834,-1073942.18251168
406623,380165.566014851,725493.938527261,-699036.504542112
23120,380165.566014851,732750.542512139,-1089796.10852699
64197,403856.805153942,740007.146497017,-1079666.95165096
244213,403856.805153942,739327.382285031,-898971.187438973
649469,403856.805153942,738647.618073045,-493035.423226987
506163,403856.805153942,738489.935624498,-636183.74077844
1892,323554.837840403,738332.253175951,-1059995.09101635
74528,323554.837840403,740717.281704978,-989744.119545381
18279,323554.837840403,743102.310234006,-1048378.14807441
175570,323554.837840403,739020.159807385,-887004.997647787
21513,309209.198569575,734938.009380764,-1022634.20795034
267613,309209.198569575,755822.053416691,-797418.251986267
199553,309209.198569575,776706.097452619,-886362.296022194
43966,309209.198569575,803279.672842355,-1068522.87141193
100438,569819.273409402,829853.24823209,-1299234.52164149
209463,569819.273409402,830444.771173107,-1190801.04458251
801446,569819.273409402,831036.294114124,-599409.567523526
17249,569819.273409402,820979.775211358,-1373550.04862076
496628,667275.672403478,810923.256308591,-981570.928712069
163292,667275.672403478,794648.433979606,-1298632.10638308
40330,667275.672403478,778373.61165062,-1405319.2840541
1516,667275.672403478,756681.986401489,-1422441.65880497
19,670944.808296403,734990.361152359,-1405916.16944876
248552,670944.808296403,717684.122527293,-1140076.9308237
217608,670944.808296403,700377.883902227,-1153714.69219863
80566,670944.808296403,691349.035909716,-1281727.84420612
90158,768683.28222553,682320.187917205,-1360845.47014274
19002,768683.28222553,666817.115376567,-1416498.3976021
38969,768683.28222553,651314.04283593,-1381028.32506146
773,768683.28222553,640601.968737677,-1408512.25096321
292240,816924.4071984,629889.894639424,-1154574.30183782
1988,816924.4071984,630983.457003269,-1445919.86420167
38237,816924.4071984,632077.019367115,-1410764.42656551
0,816924.4071984,624799.969907957,-1441724.37710636
333875,926014.382270623,617522.9204488,-1209662.30271942
679173,926014.382270623,603965.591330251,-850806.973600875
65538,926014.382270623,590408.262211703,-1450884.64448233
247698,926014.382270623,571964.336688139,-1250280.71895876
0,1037264.47773036,553520.411164574,-1590784.88889494
295496,1037264.47773036,546693.193635828,-1288461.67136619
18882,1037264.47773036,539865.976107082,-1558248.45383745
2034,1037264.47773036,556085.315511728,-1591315.79324209
181542,1022861.77169888,572304.654916374,-1413624.42661526
3207812,1022861.77169888,568780.674152427,1616169.55414869
667024,1022861.77169888,565256.69338848,-921094.465087362
416483,1022861.77169888,564477.224219008,-1170855.99591789
585581,1026723.27341042,563697.755049536,-1004840.02845995
20000,1026723.27341042,563404.417781972,-1570127.69119239
5658,1026723.27341042,563111.080514409,-1584176.35392483
20,1026723.27341042,557282.003302479,-1583985.2767129
939605,460330.042593862,551452.926090549,-72177.9686844108
44409,460330.042593862,569808.900361113,-985729.942954975
29985,460330.042593862,588164.874631677,-1018509.91722554
933850,460330.042593862,634077.122700821,-160557.165294683
1564101,525752.559752379,679989.370769965,358359.069477657
824231,525752.559752379,705769.934231747,-407291.493984126
0,525752.559752379,731550.497693529,-1257303.05744591
732751,525752.559752379,751232.75553632,-544234.315288699
21696,1200499.89667458,770915.013379111,-1949718.91005369
74,1200499.89667457,772570.917730792,-1972996.81440537
751738,1200499.89667457,774226.822082473,-1222988.71875705
25920,1200499.89667457,767102.938078973,-1941682.83475355
0,1202274.61518101,759979.054075474,-1962253.66925648
937174,1202274.61518101,746643.287904305,-1011743.90308531
67429,1202274.61518101,733307.521733136,-1868153.13691414
1145287,1202274.61518101,710999.935884965,-767987.551065973
0,1227206.99260924,688692.350036795,-1915899.34264603
87123,1227206.99260924,671250.36349737,-1811334.35610661
974690,1227206.99260924,653808.376957945,-906325.369567182
0,1227206.99260924,652326.633257315,-1879533.62586655
4417,1208147.4796846,650844.889556686,-1854575.36924129
961895,1208147.4796846,660295.73573832,-906548.215422922
0,1208147.4796846,669746.581919955,-1877894.06160456
0,1208147.4796846,677156.347358966,-1885303.82704357
0,1163258.38724464,684566.112797977,-1847824.50004262
1223329,1163258.38724464,689156.772608046,-629086.159852685
0,1163258.38724464,693747.432418115,-1857005.81966275
0,1163258.38724464,700511.267104362,-1863769.654349
1127479,1067847.64902111,707275.101790609,-647643.750811716
62473,1067847.64902111,708297.720733467,-1713672.36975457
0,1067847.64902111,709320.339676326,-1777167.98869743
21501,1067847.64902111,702912.537462772,-1749259.18648388
19502,959056.049468827,696504.735249217,-1636058.78471804
120599,959056.049468827,704686.270053695,-1543143.31952252
7168754,959056.049468827,712867.804858173,5496830.145673
22388,959056.049468827,709089.249047085,-1645757.29851591
169497,932954.926798483,705310.693235997,-1468768.62003448
1555874,932954.926798483,692179.930635039,-69260.8574335225
652338,932954.926798483,679049.168034083,-959666.094832566
188,932954.926798483,651818.883608854,-1584585.81040734
0,825131.967497674,624588.599183625,-1449720.5666813
238386,825131.967497674,595945.304154961,-1182691.27165263
19605,825131.967497674,567302.009126297,-1372828.97662397
144361,825131.967497674,535428.411033806,-1216199.37853148
19870,737604.941379489,503554.812941314,-1221289.7543208
1630536,737604.941379489,439400.269741758,453530.788878752
70149,737604.941379489,375245.726542202,-1042701.66792169
1626342,737604.941379489,339003.818831604,549733.239788907
40635,707815.077604003,302761.911121005,-969941.988725008
22803,707815.077604003,265900.985252619,-950913.062856622
1578977,707815.077604003,229040.059384234,642121.863011763
46175,707815.077604003,211631.89130324,-873271.968907243
184,601822.780627697,194223.723222247,-795862.503849944
0,601822.780627697,180354.771563805,-782177.552191502
67662,601822.780627697,166485.819905363,-700646.60053306
1581209,601822.780627697,145701.518644998,833684.700727305
58252,604981.537795785,124917.217384633,-671646.755180418
21,604981.537795785,93466.5328935576,-698427.070689343
1938446,604981.537795785,62015.8484024821,1271448.61380173
196,604981.537795785,-1491.70677117464,-603293.831024611
1582136,608351.574055639,-64999.2619448314,1038783.68788919
0,608351.574055639,-121794.157133617,-486557.416922022
2355884,608351.574055639,-178589.052322402,1926121.47826676
2011480,608351.574055639,-233777.431815752,1636905.85776011
0,533239.207534528,-288965.811309101,-244273.396225427
0,533239.207534528,-322265.367868091,-210973.839666436
0,533239.207534528,-355564.924427082,-177674.283107446
0,533239.207534528,-377506.359259907,-155732.848274621
3393928,422628.190725627,-399447.794092732,3370747.6033671
1589926,422628.190725627,-313574.141806755,1480871.95108113
41604,422628.190725627,-227700.489520778,-153323.70120485
3480911,422628.190725627,-119612.78200398,3177895.59127835
90840,239573.107760228,-11525.0744871823,-137208.033273046
3538854,239573.107760228,162615.014460617,3136665.87777916
3469723,239573.107760228,336755.103408415,2893394.78883136
2014866,239573.107760228,536600.310283397,1238692.58195637
1510679,206957.706655916,736445.517158378,567275.776185706
3548312,206957.706655916,774302.139434027,2567052.15391006
93343,206957.706655916,812158.761709675,-925773.46836559
2241516,206957.706655916,729433.584554378,1305124.70878971
1417171,255812.058882152,646708.407399081,514650.533718767
4127023,255812.058882152,526108.261973309,3345102.67914454
110758,255812.058882152,405508.116547536,-550562.175429688
1734896,255812.058882152,237039.264750406,1242044.67636744
3458348,161867.598897751,68570.4129532758,3227909.98814897
372359,161867.598897751,-104380.633618879,314872.034721128
123731,161867.598897751,-277331.680191034,239195.081293283
1778662,161867.598897751,-290297.249214268,1907091.65031652
3577831,167512.20642954,-303262.818237502,3713581.61180796
0,167512.20642954,-310614.312528123,143102.106098583
5319296,167512.20642954,-317965.806818745,5469749.6003892
12786,167512.20642954,-325199.71242448,170473.50599494
34855,214650.557217407,-332433.618030215,152638.060812808
3521799,214650.557217407,-327226.974507162,3634375.41728976
1607612,214650.557217407,-322020.330984109,1714981.7737667
0,214650.557217407,-313889.004153831,99238.4469364238
24860,197812.118038173,-305757.677323553,132805.559285379
4112240,197812.118038173,-288741.068818744,4203168.95078057
0,197812.118038173,-271724.460313936,73912.3422757632
0,197812.118038173,-250143.614119194,52331.4960810213
1609311,240689.793291679,-228562.767924453,1597183.97463277
3596849,240689.793291679,-222618.142881919,3578777.34959024
27400,240689.793291679,-216673.517839385,3383.72454770678
65714,240689.793291679,-225255.046413721,50279.2531220426
21082,185510.590060975,-233836.574988057,69407.9849270826
1852366,185510.590060975,-243423.159320138,1910278.56925916
1190,185510.590060975,-253009.743652218,68689.1535912439
60055,185510.590060975,-256573.586789199,131117.996728224
5169407,165787.9945004,-260137.42992618,5263756.43542578
3715038,165787.9945004,-247605.379777286,3796855.38527689
47035,165787.9945004,-235073.329628393,116320.335127993
90,165787.9945004,-216301.131424077,50603.1369236771
139431,175582.951834804,-197528.933219761,161376.981384957
46438,175582.951834804,-167005.942969424,37860.9911346198
23,175582.951834804,-136482.952719087,-39076.999115717
1188944,175582.951834804,-64515.1698597289,1077876.21802492
0,211953.855242104,7452.61299962942,-219406.468241733
1523471,211953.855242104,53310.8044491116,1258206.34030878
26,211953.855242104,99168.9958985938,-311096.851140698
601913,211953.855242104,139490.64181096,250468.502946936
160954,227284.599121338,179812.287723326,-246142.886844664
185764,227284.599121338,185826.601030029,-227347.200151367
54063,227284.599121338,191840.914336732,-365062.51345807
90,227284.599121338,173073.732560601,-400268.331681939
29713,-43525.8318257846,154306.55078447,-81067.7189586856
355032,65538.3700690545,128553.199923372,160940.430007573
307789,65538.3700690545,102799.849062275,139450.780868671
17597,65538.3700690545,81692.2681431733,-129633.638212228
496,65538.3700690545,60584.6872240719,-125627.057293126
204748,60964.5639933181,20372.9088350757,123410.527171606
108301,60964.5639933181,-19838.8695539205,67175.3055606024
68649,60964.5639933181,-49724.1285544411,57408.564561123
1177557,60964.5639933181,-79609.3875549617,1196201.82356164
0,16481.7251304953,-97310.2526550145,80828.5275245192
0,16481.7251304953,-115011.117755067,98529.392624572
0,16481.7251304953,-133069.776224142,116588.051093647
105504,16481.7251304953,-151128.434693217,240150.709562721
20,28241.3614053601,-160633.829076303,132412.467670943
