"NumTransactionsPerBlock","seasonal","trend","remainder"
1,32.266311967252,-5.1115584713959,-26.1547534958561
1,36.849126761624,-1.06984141297838,-34.7792853486456
1,36.849126761624,2.97187564543915,-38.8210024070631
1,36.849126761624,6.78624614481052,-42.6353729064345
1,36.849126761624,10.6006166441819,-46.4497434058059
1,37.0935739264413,14.3448410640791,-50.4384149905204
1,37.0935739264413,18.0890654839763,-54.1826394104176
1,37.0935739264413,21.7228541793289,-57.8164281057702
1,37.0935739264413,25.3566428746816,-61.4502168011229
1,40.8717744857511,28.4288756824899,-68.300650168241
1,40.8717744857511,31.5011084902982,-71.3728829760493
1,40.8717744857511,34.1989140797177,-74.0706885654688
1,40.8717744857511,36.8967196691371,-76.7684941548882
1,43.5275990181315,38.9114712785301,-81.4390702966616
1,43.5275990181315,40.9262228879232,-83.4538219060547
1,43.5275990181315,42.8691681696724,-85.3967671878038
1,43.5275990181315,44.8121134514216,-87.3397124695531
1,44.4929740940955,47.0527602520824,-90.5457343461779
1,44.4929740940955,49.2934070527432,-92.7863811468387
1,44.4929740940955,50.905348948227,-94.3983230423224
1,44.4929740940955,52.5172908437107,-96.0102649378062
1,45.6497504381319,53.4365554023131,-98.086305840445
1,45.6497504381319,54.3558199609155,-99.0055703990475
1,45.6497504381319,55.1687089802429,-99.8184594183749
1,45.6497504381319,55.9815979995703,-100.631348437702
1,47.8897105820442,56.8480279112494,-103.737738493294
1,47.8897105820442,57.7144578229285,-104.604168404973
1,47.8897105820442,58.8411744276988,-105.730885009743
1,47.8897105820442,59.9678910324692,-106.857601614513
1,51.5437331841607,61.2026303222665,-111.746363506427
1,51.5437331841607,62.4373696120638,-112.981102796225
1,51.5437331841607,63.0671367831422,-113.610869967303
1,51.5437331841607,63.6969039542206,-114.240637138381
1,47.4455163447504,63.2329411674691,-109.678457512219
1,47.4455163447504,62.7689783807177,-109.214494725468
1,47.4455163447504,61.5629543577577,-108.008470702508
1,47.4455163447504,60.3569303347977,-106.802446679548
1,46.1132670256291,59.0819188570455,-104.195185882675
1,46.1132670256291,57.8069073792932,-102.920174404922
1,46.1132670256291,56.6773500576175,-101.790617083247
1,46.1132670256291,55.5477927359418,-100.661059761571
1,46.7064624000677,54.5652780218313,-100.271740421899
1,46.7064624000677,53.5827633077208,-99.2892257077886
1,46.7064624000677,53.6914223912637,-99.3978847913314
1,46.7064624000677,53.8000814748065,-99.5065438748743
1,46.5200455686055,54.9219517240589,-100.441997292664
1,46.5200455686055,56.0438219733112,-101.563867541917
1,46.5200455686055,57.555557972421,-103.075603541027
1,46.5200455686055,59.0672939715308,-104.587339540136
1,49.7184412249549,60.0139554843581,-108.732396709313
1,49.7184412249549,60.9606169971855,-109.67905822214
1,49.7184412249549,60.8223703203092,-109.540811545264
1,49.7184412249549,60.6841236434329,-109.402564868388
1,53.3908790149898,59.8838676319121,-112.274746646902
1,53.3908790149898,59.0836116203912,-111.474490635381
1,53.3908790149898,58.2617890985084,-110.652668113498
1,53.3908790149898,57.4399665766255,-109.830845591615
1,57.7843956077116,57.0142884855961,-113.798684093308
1,57.7843956077116,56.5886103945667,-113.373006002278
1,57.7843956077116,56.25850410072,-113.042899708432
1,57.7843956077116,55.9283978068732,-112.712793414585
1,60.712581477225,55.2265152201003,-114.939096697325
1,60.712581477225,54.5246326333274,-114.237214110552
1,60.712581477225,53.4885118942942,-113.201093371519
1,60.712581477225,52.4523911552609,-112.164972632486
1,65.0018146975597,51.4977107388955,-115.499525436455
1,65.0018146975597,50.5430303225301,-114.54484502009
1,65.0018146975597,50.1904428220998,-114.19225751966
1,65.0018146975597,49.8378553216695,-113.839670019229
1,64.9051372939208,49.634129542452,-113.539266836373
1,64.9051372939208,49.4304037632346,-113.335541057155
1,64.9051372939208,49.0423478271452,-112.947485121066
1,64.9051372939208,48.6542918910558,-112.559429184977
1,61.921845513234,48.6771390762415,-109.598984589476
1,61.921845513234,48.6999862614272,-109.621831774661
1,61.921845513234,48.9912256319386,-109.913071145173
1,61.921845513234,49.28246500245,-110.204310515684
1,67.5450236303167,49.8255662859443,-116.370589916261
1,67.5450236303167,50.3686675694385,-116.913691199755
1,67.5450236303167,51.6726578045856,-118.217681434902
1,67.5450236303167,52.9766480397328,-119.521671670049
1,70.6114048260643,53.869992916637,-123.481397742701
1,70.6114048260643,54.7633377935412,-124.374742619606
1,70.6114048260643,54.5909236769911,-124.202328503055
1,70.6114048260643,54.418509560441,-124.029914386505
1,64.9510513386381,53.6183837949733,-117.569435133611
1,64.9510513386381,52.8182580295056,-116.769309368144
1,64.9510513386381,51.3705772320579,-115.321628570696
1,64.9510513386381,49.9228964346103,-113.873947773248
1,69.313070631918,48.4294045005307,-116.742475132449
1,69.313070631918,46.9359125664511,-115.248983198369
1,69.313070631918,46.1543683120291,-114.467438943947
1,69.313070631918,45.3728240576072,-113.685894689525
1,75.6157896193805,45.1335954057358,-119.749385025116
1,75.6157896193805,44.8943667538645,-119.510156373245
1,75.6157896193805,45.4003366315989,-120.016126250979
1,75.6157896193805,45.9063065093333,-120.522096128714
1,73.7587459933462,46.2864995304717,-119.045245523818
1,73.7587459933462,46.6666925516102,-119.425438544956
1,73.7587459933462,46.5429416735635,-119.30168766691
1,73.7587459933462,46.4191907955168,-119.177936788863
1,67.624790021498,46.4161439224439,-113.040933943942
1,67.624790021498,46.413097049371,-113.037887070869
1,67.624790021498,46.4011666605016,-113.025956682
1,67.624790021498,46.3892362716322,-113.01402629313
1,64.8301883000369,46.7573944116049,-110.587582711642
1,64.8301883000369,47.1255525515777,-110.955740851615
1,64.8301883000369,48.3727278753691,-112.202916175406
1,64.8301883000369,49.6199031991605,-113.450091499197
1,68.9690030724198,50.422081809756,-118.391084882176
1,68.9690030724198,51.2242604203516,-119.193263492771
1,68.9690030724198,50.9392171858351,-118.908220258255
1,68.9690030724198,50.6541739513186,-118.623177023738
1,69.7296136475897,49.9387140783347,-118.668327725924
1,69.7296136475897,49.2232542053508,-117.952867852941
1,69.7296136475897,47.9342057421818,-116.663819389772
1,69.7296136475897,46.6451572790127,-115.374770926602
1,65.2203528176098,45.1591561651795,-109.379508982789
1,65.2203528176098,43.6731550513462,-107.893507868956
1,65.2203528176098,42.553958019065,-106.774310836675
1,65.2203528176098,41.4347609867839,-105.655113804394
1,59.8263160579718,40.2671997296455,-99.0935157876173
1,59.8263160579718,39.0996384725072,-97.925954530479
1,59.8263160579718,37.7896297434765,-96.6159458014483
1,59.8263160579718,36.4796210144457,-95.3059370724175
1,58.7992746896835,35.5030968406563,-93.3023715303398
1,58.7992746896835,34.5265726668669,-92.3258473565503
1,58.7992746896835,34.4955428439188,-92.2948175336022
1,58.7992746896835,34.4645130209707,-92.2637877106542
1,56.0797484925272,35.1692629215953,-90.2490114141225
1,56.0797484925272,35.87401282222,-90.9537613147472
1,56.0797484925272,36.6642922985833,-91.7440407911105
1,56.0797484925272,37.4545717749467,-92.5343202674739
1,51.9870103316337,37.9731569397,-88.9601672713337
1,51.9870103316337,38.4917421044532,-89.4787524360869
1,51.9870103316337,37.9713220875086,-88.9583324191423
1,51.9870103316337,37.4509020705639,-88.4379124021976
1,52.8232180284721,36.8089517965875,-88.6321698250595
1,52.8232180284721,36.167001522611,-87.990219551083
1,52.8232180284721,35.8099505729724,-87.6331686014445
1,52.8232180284721,35.4528996233338,-87.2761176518059
1,53.6924333740019,35.1105756636682,-87.8030090376701
1,53.6924333740019,34.7682517040026,-87.4606850780045
1,53.6924333740019,34.5826024718018,-87.2750358458037
1,53.6924333740019,34.396953239601,-87.0893866136028
1,50.3433436386884,33.8876237673004,-83.2309674059888
1,50.3433436386884,33.3782942949999,-82.7216379336884
1,50.3433436386884,32.2677655239416,-81.61110916263
1,50.3433436386884,31.1572367528832,-80.5005803915716
1,47.898780159866,30.21559226848,-77.1143724283459
1,47.898780159866,29.2739477840767,-76.1727279439427
1,47.898780159866,28.336174819762,-75.234954979628
1,47.898780159866,27.3984018554474,-74.2971820153133
1,45.4199954537694,26.5218914269553,-70.9418868807247
1,45.4199954537694,25.6453809984632,-70.0653764522326
1,45.4199954537694,25.0424277223776,-69.4624231761469
1,45.4199954537694,24.4394744462919,-68.8594699000613
1,44.7944489537117,24.3182023780687,-68.1126513317804
1,44.7944489537117,24.1969303098455,-67.9913792635572
1,44.7944489537117,24.9823482167256,-68.7767971704372
1,44.7944489537117,25.7677661236057,-69.5622150773173
1,44.2037669935927,26.50284147675,-69.7066084703427
1,44.2037669935927,27.2379168298943,-70.441683823487
1,44.2037669935927,27.4824162746993,-70.686183268292
1,44.2037669935927,27.7269157195042,-70.9306827130969
1,45.4843477686207,27.2789441541172,-71.7632919227379
1,45.4843477686207,26.8309725887302,-71.3153203573509
1,45.4843477686207,25.0424083212484,-69.5267560898692
1,45.4843477686207,23.2538440537667,-67.7381918223874
1,45.0507592421032,21.3762213780705,-65.4269806201737
1,45.0507592421032,19.4985987023744,-63.5493579444776
1,45.0507592421032,18.4189786044118,-62.469737846515
1,45.0507592421032,17.3393585064492,-61.3901177485523
1,40.1161222612704,16.2488879873048,-55.3650102485751
1,40.1161222612704,15.1584174681604,-54.2745397294307
1,40.1161222612704,14.6466323651859,-53.7627546264563
1,40.1161222612704,14.1348472622114,-53.2509695234818
1,38.2665538656697,13.7962516680815,-51.0628055337512
1,38.2665538656697,13.4576560739515,-50.7242099396212
1,38.2665538656697,12.6089387009481,-49.8754925666178
1,38.2665538656697,11.7602213279446,-49.0267751936144
1,35.6349046506423,10.4704207343548,-45.1053253849971
1,35.6349046506423,9.18062014076498,-43.8155247914073
1,35.6349046506423,7.5837866586301,-42.2186913092724
1,35.6349046506423,5.98695317649522,-40.6218578271375
1,39.0353326268785,4.49630000269966,-42.5316326295781
1,39.0353326268785,3.0056468289041,-41.0409794557826
1,39.0353326268785,1.98063081454425,-40.0159634414227
1,39.0353326268785,0.955614800184407,-38.9909474270629
1,42.2795282618063,0.354915863042023,-41.6344441248484
1,42.2795282618063,-0.245783074100361,-41.033745187706
1,42.2795282618063,-0.745112741440009,-40.5344155203663
1,42.2795282618063,-1.24444240877966,-40.0350858530267
1,42.6242658245608,-2.38652007431422,-39.2377457502466
1,42.6242658245608,-3.52859773984879,-38.0956680847121
1,42.6242658245608,-5.68754756960244,-35.9367182549584
1,42.6242658245608,-7.8464973993561,-33.7777684252047
1,44.901789570673,-11.4378439239207,-32.4639456467522
1,44.901789570673,-15.0291904484853,-28.8725991221876
1,44.901789570673,-17.8086909715288,-26.0930985991442
1,44.901789570673,-20.5881914945722,-23.3135980761008
1,45.6394980204279,-23.1940438940901,-21.4454541263378
1,45.6394980204279,-25.7998962936081,-18.8396017268198
1,45.6394980204279,-28.2029234730285,-16.4365745473995
1,45.6394980204279,-30.6059506524489,-14.0335473679791
1,49.1916748248237,-32.3411043501628,-15.8505704746609
1,49.1916748248237,-34.0762580478767,-14.115416776947
1,49.1916748248237,-36.1387620122679,-12.0529128125558
1,49.1916748248237,-38.2012659766591,-9.99040884816455
1,51.1797475095875,-40.1128580478696,-10.0668894617178
1,51.1797475095875,-42.0244501190802,-8.15529739050734
1,51.1797475095875,-43.6180138262974,-6.56173368329007
1,51.1797475095875,-45.2115775335147,-4.96816997607281
1,48.4938252803044,-46.3869515844654,-1.10687369583898
1,48.4938252803044,-47.5623256354161,0.0685003551117447
1,48.4938252803044,-47.9548994521925,0.461074171888093
1,48.4938252803044,-48.3474732689688,0.853647988664441
1,47.8636874532008,-48.5656706175984,1.70198316439758
1,47.8636874532008,-48.7838679662279,1.92018051302714
1,47.8636874532008,-49.1903264026046,2.32663894940378
1,47.8636874532008,-49.5967848389812,2.73309738578041
1,49.6266332959406,-50.0896708018004,1.46303750585979
1,49.6266332959406,-50.5825567646195,1.95592346867892
1,49.6266332959406,-51.6875190555902,3.0608857596496
1,49.6266332959406,-52.7924813465608,4.16584805062028
1,49.943412212755,-54.5948420695004,5.65142985674536
1,49.943412212755,-56.3972027924399,7.45379057968488
1,49.943412212755,-57.6052896368829,8.66187742412794
1,49.943412212755,-58.813376481326,9.869964268571
1,51.6853776511446,-58.2397134712974,7.55433582015286
1,51.6853776511446,-57.6660504612689,6.9806728101243
1,51.6853776511446,-55.5051096209883,4.81973196984372
1,51.6853776511446,-53.3441687807077,2.65879112956313
1,52.4033039982437,-49.3616858495002,-2.04161814874345
1,52.4033039982437,-45.3792029182927,-6.02410107995097
1,52.4033039982437,-40.8142135031919,-10.5890904950518
1,52.4033039982437,-36.249224088091,-15.1540799101526
1,51.6144423328306,-32.4315491010056,-18.182893231825
1,51.6144423328306,-28.6138741139201,-22.0005682189105
1,51.6144423328306,-25.5882099163797,-25.0262324164509
1,51.6144423328306,-22.5625457188393,-28.0518966139913
1,54.7665093147366,-20.1055719862674,-33.6609373284693
1,54.7665093147366,-17.6485982536954,-36.1179110610412
1,54.7665093147366,-16.5070201977492,-37.2594891169875
1,54.7665093147366,-15.3654421418029,-38.4010671729337
1,56.468187807657,-15.0469960630183,-40.4211917446387
1,56.468187807657,-14.7285499842336,-40.7396378234234
1,56.468187807657,-15.5987853739677,-39.8694024336893
1,56.468187807657,-16.4690207637017,-38.9991670439553
1,60.4338133160175,-18.2873567733279,-41.1464565426897
1,18.8664897990676,-20.105692782954,2.23920298388634
1,18.9696089423076,-22.5465299099484,4.57692096764082
1,18.9696089423076,-24.9873670369429,7.01775809463529
1,18.9696089423076,-27.4710849966524,9.50147605434481
1,18.9696089423076,-29.9548029563619,11.9851940140543
1,23.2273963460851,-32.2374752609781,10.010078914893
1,23.2273963460851,-34.5201475655943,12.2927512195091
1,23.2273963460851,-35.7691693124512,13.5417729663661
1,23.2273963460851,-37.0181910593081,14.790794713223
1,27.0424811925866,-37.3508449302859,11.3083637376993
1,27.0424811925866,-37.6834988012637,11.6410176086771
1,27.0424811925866,-37.6476904691803,11.6052092765937
1,27.0424811925866,-37.6118821370969,11.5694009445103
1,31.7290735805559,-37.2885968670446,6.55952328648864
1,31.7290735805559,-36.9653115969922,6.23623801643632
1,31.7290735805559,-36.9252310838875,6.19615750333162
1,31.7290735805559,-36.8851505707828,6.15607699022692
1,35.3052473813683,-36.8880426141531,2.58279523278482
1,35.3052473813683,-36.8909346575233,2.58568727615506
1,35.3052473813683,-36.7004019643335,2.39515458296523
1,35.3052473813683,-36.5098692711436,2.20462188977539
1,36.5622609911991,-36.2347467095934,0.672485718394263
1,36.5622609911991,-35.9596241480431,0.397363156843973
1,36.5622609911991,-35.2618085120214,-0.300452479177693
1,36.5622609911991,-34.5639928759997,-0.998268115199366
1,36.3136160664362,-34.2199344073306,-1.09368165910558
1,36.3136160664362,-33.8758759386614,-1.43774012777473
1,36.3136160664362,-34.3379619153819,-0.975654151054286
1,36.3136160664362,-34.8000478921023,-0.513568174333841
1,37.3607592797177,-35.804738128078,-0.556021151639698
1,37.3607592797177,-36.8094283640538,0.448669084336039
1,37.3607592797177,-38.4922655832373,2.13150630351957
1,37.3607592797177,-40.1751028024208,3.8143435227031
1,41.7798372769674,-41.8298714187483,1.05003414178092
1,41.7798372769674,-43.4846400350758,2.70480275810839
1,41.7798372769674,-44.4650913606664,3.68525408369904
1,41.7798372769674,-45.4455426862571,4.66570540928969
1,41.6306172982401,-46.1842340378966,5.55361673965648
1,41.6306172982401,-46.9229253895361,6.29230809129598
1,41.6306172982401,-48.0327947198142,7.40217742157412
1,41.6306172982401,-49.1426640500924,8.51204675185227
1,42.2647848055495,-50.8065468933793,9.54176208782985
1,42.2647848055495,-52.4704297366663,11.2056449311168
1,42.2647848055495,-54.5967021856864,13.3319173801369
1,42.2647848055495,-56.7229746347065,15.458189829157
1,37.417483196636,-58.8945124924945,22.4770292958585
1,37.417483196636,-61.0660503502826,24.6485671536466
1,37.417483196636,-62.8525809884679,26.4350977918319
1,37.417483196636,-64.6391116266533,28.2216284300173
1,34.3858744770795,-65.8500779398681,32.4642034627886
1,34.3858744770795,-67.0610442530829,33.6751697760034
1,34.3858744770795,-67.5578343042638,34.1719598271843
1,34.3858744770795,-68.0546243554447,34.6687498783652
1,37.4323036323736,-68.1209509296435,31.6886472972699
1,37.4323036323736,-68.1872775038423,31.7549738714687
1,37.4323036323736,-67.3569093697757,30.924605737402
1,37.4323036323736,-66.526541235709,30.0942376033354
1,38.7934196005955,-64.7473152864094,26.9538956858139
1,38.7934196005955,-62.9680893371098,25.1746697365143
1,38.7934196005955,-61.077577064799,23.2841574642035
1,38.7934196005955,-59.1870647924882,21.3936451918926
1,38.85066899925,-57.2063691194089,19.3557001201589
1,38.85066899925,-55.2256734463296,17.3750044470797
1,38.85066899925,-53.2309498663883,15.3802808671383
1,38.85066899925,-51.236226286447,13.385557287197
1,34.973073210635,-49.7376315669914,15.7645583563564
1,34.973073210635,-48.2390368475359,14.2659636369008
1,34.973073210635,-47.0170184118088,13.0439452011738
1,34.973073210635,-45.7949999760818,11.8219267654468
1,36.5653669127923,-44.379035025001,8.81366811220874
1,36.5653669127923,-42.9630700739202,7.39770316112793
1,36.5653669127923,-41.9389533522596,6.37358643946728
1,36.5653669127923,-40.9148366305989,5.34946971780663
1,40.391533157208,-40.5704040914879,1.17887093427989
1,40.391533157208,-40.225971552377,0.83443839516891
1,40.391533157208,-40.4867143429772,1.09518118576919
1,40.391533157208,-40.7474571335775,1.35592397636948
1,40.8103858662503,-41.7899260961088,1.97954022985847
1,40.8103858662503,-42.8323950586401,3.02200919238974
1,40.8103858662503,-44.0871888883536,4.27680302210325
1,40.8103858662503,-45.3419827180671,5.53159685181676
1,39.5526304057477,-46.3145376004347,7.76190719468699
1,39.5526304057477,-47.2870924828022,8.73446207705457
1,39.5526304057477,-48.0419255622232,9.48929515647553
1,39.5526304057477,-48.7967586416441,10.2441282358965
1,34.5948193394297,-49.4797813202443,15.8849619808146
1,34.5948193394297,-50.1628039988444,16.5679846594147
1,34.5948193394297,-51.3321557898571,17.7373364504273
1,34.5948193394297,-52.5015075808697,18.90668824144
1,34.1398582471214,-53.944568730196,20.8047104830746
1,34.1398582471214,-55.3876298795222,22.2477716324008
1,34.1398582471214,-56.5804234163271,23.4405651692057
1,34.1398582471214,-57.773216953132,24.6333587060106
1,37.4001755155126,-58.8572399507945,22.4570644352819
1,37.4001755155126,-59.9412629484571,23.5410874329444
1,37.4001755155126,-60.2959220644696,23.8957465489569
1,37.4001755155126,-60.6505811804821,24.2504056649694
1,36.4850147070559,-60.2565356612948,24.771520954239
1,36.4850147070559,-59.8624901421076,24.3774754350518
5,36.4850147070559,-59.3044174244436,27.8194027173878
10,36.4850147070559,-58.7463447067796,32.2613299997238
1,35.3610027343781,-57.8755652444383,23.5145625100602
1,35.3610027343781,-57.004785782097,22.6437830477189
1,35.3610027343781,-55.5287413668161,21.1677386324381
1,35.3610027343781,-54.0526969515353,19.6916942171572
1,34.0578175197061,-51.4826760620896,18.4248585423835
1,34.0578175197061,-48.9126551726439,15.8548376529378
1,34.0578175197061,-44.8457325586403,11.7879150389343
1,34.0578175197061,-40.7788099446368,7.72099242493072
1,30.285275121778,-35.5670781925245,6.28180307074641
1,30.285275121778,-30.3553464404121,1.07007131863408
1,30.285275121778,-24.8491355969034,-4.43613952487462
1,30.285275121778,-19.3429247533947,-9.94235036838332
1,32.266311967252,-14.3817239278687,-16.8845880393833
1,32.266311967252,-9.42052310234262,-21.8457888649094
1,32.266311967252,-5.2382185877613,-26.0280933794907
1,32.266311967252,-1.05591407317999,-30.210397894072
1,36.849126761624,2.91384221890899,-38.762968980533
1,36.849126761624,6.88359851099797,-42.732725272622
1,36.849126761624,10.6068701810886,-46.4559969427126
1,36.849126761624,14.3301418511793,-50.1792686128032
1,37.0935739264413,18.0263368588541,-54.1199107852954
1,37.0935739264413,21.7225318665289,-57.8161057929702
1,37.0935739264413,25.0945669907765,-61.1881409172178
1,37.0935739264413,28.4666021150242,-64.5601760414655
1,40.8717744857511,31.3880652346787,-71.2598397204298
1,40.8717744857511,34.3095283543333,-74.1813028400844
1,40.8717744857511,36.6433177943736,-76.5150922801247
1,40.8717744857511,38.977107234414,-78.8488817201651
1,43.5275990181315,40.8911853279689,-83.4187843461004
1,43.5275990181315,42.8052634215238,-85.3328624396553
1,43.5275990181315,44.9598386585472,-87.4874376766787
1,43.5275990181315,47.1144138955707,-89.6420129137022
1,44.4929740940955,49.1207056475447,-92.6136797416402
1,44.4929740940955,51.1269973995187,-94.6199714936142
1,44.4929740940955,52.3271500520041,-95.8201241460996
1,44.4929740940955,53.5273027044894,-97.0202767985849
1,45.6497504381319,54.3455783180175,-98.9953287561495
1,45.6497504381319,55.1638539315456,-99.8136043696775
1,45.6497504381319,55.9992372665202,-100.648987704652
1,45.6497504381319,56.8346206014948,-101.484371039627
1,47.8897105820442,57.7449985850454,-104.63470916709
1,47.8897105820442,58.655376568596,-105.54508715064
1,47.8897105820442,59.9708840499369,-106.860594631981
1,47.8897105820442,61.2863915312777,-108.176102113322
1,51.5437331841607,62.2977249191611,-112.841458103322
1,51.5437331841607,63.3090583070445,-113.852791491205
1,51.5437331841607,63.4192680013154,-113.963001185476
1,51.5437331841607,63.5294776955864,-114.073210879747
1,47.4455163447504,62.5855138746562,-109.031030219407
1,47.4455163447504,61.6415500537261,-108.087066398476
1,47.4455163447504,60.3539925124304,-106.799508857181
1,47.4455163447504,59.0664349711347,-105.511951315885
1,46.1132670256291,57.8572219525049,-102.970488978134
1,46.1132670256291,56.648008933875,-101.761275959504
1,46.1132670256291,55.5358646558475,-100.649131681477
1,46.1132670256291,54.4237203778201,-99.5369874034491
