"NumUniqueAdresses","seasonal","trend","remainder"
79,17918.7424053784,15528.7755490487,-33368.5179544271
81,17918.7424053784,15332.0897918979,-33169.8321972763
82,17918.7424053784,15135.4040347472,-32972.1464401255
84,18042.3818311903,14950.5953757898,-32908.9772069801
76,18042.3818311903,14765.7867168325,-32732.1685480228
76,18042.3818311903,14716.4568421468,-32682.838673337
72,18042.3818311903,14667.126967461,-32637.5087986513
46,18741.7271455499,14746.4436357217,-33442.1707812715
69,18741.7271455499,14825.7603039823,-33498.4874495322
65,18741.7271455499,14937.1110751595,-33613.8382207094
3,18741.7271455499,15048.4618463368,-33787.1889918867
52,19509.3735118444,15084.6340873666,-34542.0075992109
75,19509.3735118444,15120.8063283963,-34555.1798402407
76,19509.3735118444,15080.3450922126,-34513.718604057
69,19509.3735118444,15039.8838560289,-34480.2573678732
66,19376.5285070409,15006.5360186016,-34317.0645256424
75,19376.5285070409,14973.1881811742,-34274.7166882151
53,19376.5285070409,14955.5700064235,-34279.0985134644
13,19376.5285070409,14937.9518316728,-34301.4803387136
64,19167.9566640686,14866.9878565699,-33970.9445206386
44,19167.9566640686,14796.0238814671,-33919.9805455357
32,19167.9566640686,14727.6644437446,-33863.6211078132
17,19167.9566640686,14659.3050060221,-33810.2616700907
12,19105.5633436669,14616.091373285,-33709.6547169519
23,19105.5633436669,14572.8777405479,-33655.4410842149
30,19105.5633436669,14461.8244093044,-33537.3877529713
15,19105.5633436669,14350.7710780609,-33441.3344217278
58,19330.7653407591,14180.978044582,-33453.7433853411
91,19330.7653407591,14011.185011103,-33250.9503518621
96,19330.7653407591,13906.2367332011,-33141.0020739602
74,19330.7653407591,13801.2884552991,-33058.0537960582
84,19258.7744817905,13657.0382250497,-32831.8127068402
98,19258.7744817905,13512.7879948003,-32673.5624765908
82,19258.7744817905,13315.0166369594,-32491.7911187499
67,19258.7744817905,13117.2452791184,-32309.0197609089
68,18904.0330869346,12962.1837293978,-31798.2168163324
81,18904.0330869346,12807.1221796771,-31630.1552666117
65,18904.0330869346,12544.1077380602,-31383.1408249948
34,18904.0330869346,12281.0932964432,-31151.1263833779
25,18958.9566162461,11945.1033854288,-30879.0600016749
17,18958.9566162461,11609.1134744143,-30551.0700906604
9,18958.9566162461,11305.3833203089,-30255.339936555
15,18958.9566162461,11001.6531662035,-29945.6097824496
24,18580.0097335275,10776.4961937365,-29332.505927264
16,18580.0097335275,10551.3392212695,-29115.348954797
8,18580.0097335275,10456.4829029242,-29028.4926364518
12,18580.0097335275,10361.626584579,-28929.6363181065
8,18049.0011382699,10368.4665821024,-28409.4677203722
55,18049.0011382699,10375.3065796258,-28369.3077178957
42,18049.0011382699,10541.7220652256,-28548.7232034955
34,18049.0011382699,10708.1375508254,-28723.1386890953
64,17245.4369735279,10981.6502165541,-28163.087190082
83,17245.4369735279,11255.1628822828,-28417.5998558107
91,17245.4369735279,11515.1957354424,-28669.6327089703
95,17245.4369735279,11775.228588602,-28925.6655621299
79,17075.7522463116,11917.0865444554,-28913.838790767
68,17075.7522463116,12058.9445003089,-29066.6967466204
61,17075.7522463116,12099.929694706,-29114.6819410176
63,17075.7522463116,12140.9148891032,-29153.6671354147
71,17141.202554183,12119.8872642059,-29190.0898183889
72,17141.202554183,12098.8596393087,-29168.0621934917
79,17141.202554183,12044.7684710545,-29106.9710252375
66,17141.202554183,11990.6773028003,-29065.8798569833
58,16505.0559186018,11941.2014571392,-28388.2573757411
61,16505.0559186018,11891.7256114782,-28335.78153008
68,16505.0559186018,11870.8027418832,-28307.858660485
71,16505.0559186018,11849.8798722882,-28283.9357908901
70,16235.672347312,11738.1541627952,-27903.8265101071
81,16235.672347312,11626.4284533021,-27781.1008006141
56,16235.672347312,11350.5000205483,-27530.1723678603
59,16235.672347312,11074.5715877945,-27251.2439351065
85,15678.9635564211,10738.6952024968,-26332.6587589179
81,15678.9635564211,10402.8188171992,-26000.7823736203
71,15678.9635564211,10116.0575682514,-25724.0211246725
79,15678.9635564211,9829.29631930357,-25429.2598757247
74,15106.019692754,9562.17111177964,-24594.1908045336
35,15106.019692754,9295.04590425572,-24366.0655970097
28,15106.019692754,9255.48277401898,-24333.502466773
82,15106.019692754,9215.91964378225,-24239.9393365362
102,14586.4501765897,9424.01386094126,-23908.464037531
94,14586.4501765897,9632.10807810027,-24124.55825469
90,14586.4501765897,9865.89625755744,-24362.3464341472
88,14586.4501765897,10099.6844370146,-24598.1346136044
85,13635.739987919,10238.8719721182,-23789.6119600372
87,13635.739987919,10378.0595072218,-23926.7994951408
85,13635.739987919,10382.863879718,-23933.603867637
76,13635.739987919,10387.6682522142,-23947.4082401332
58,13371.2212994061,10255.7487228041,-23568.9700222102
61,13371.2212994061,10123.8291933941,-23434.0504928002
58,13371.2212994061,9858.59126903628,-23171.8125684424
42,13371.2212994061,9593.35334467846,-22922.5746440846
51,13666.2071603246,9339.39972279097,-22954.6068831156
70,13666.2071603246,9085.44610090347,-22681.6532612281
78,13666.2071603246,8881.77112274001,-22469.9782830646
77,13666.2071603246,8678.09614457655,-22267.3033049012
79,13276.6060699886,8413.23607359143,-21610.84214358
63,13276.6060699886,8148.37600260631,-21361.9820725949
51,13276.6060699886,7856.78086120701,-21082.3869311956
56,13276.6060699886,7565.1857198077,-20785.7917897963
85,12338.8696650379,7266.67085529473,-19520.5405203326
66,12338.8696650379,6968.15599078175,-19241.0256558196
55,12338.8696650379,6585.11046508238,-18868.9801301203
65,12338.8696650379,6202.06493938301,-18475.9346044209
99,12050.7373814848,5756.74648036633,-17708.4838618511
111,12050.7373814848,5311.42802134964,-17251.1654028344
85,12050.7373814848,4846.97613079789,-16812.7135122827
88,12050.7373814848,4382.52424024613,-16345.2616217309
87,11840.9469076596,3939.55368578011,-15693.5005934397
75,11840.9469076596,3496.58313131409,-15262.5300389737
74,11840.9469076596,3076.10840038156,-14843.0553080412
65,11840.9469076596,2655.63366944904,-14431.5805771086
67,11911.5582963522,2260.27346611606,-14104.8317624683
64,11911.5582963522,1864.91326278309,-13712.4715591353
51,11911.5582963522,1478.21756517562,-13338.7758615278
62,11911.5582963522,1091.52186756815,-12941.0801639204
45,12270.4193400263,626.395789276482,-12851.8151293027
30,12270.4193400263,161.269710984814,-12401.6890510111
33,12270.4193400263,-352.167085459702,-11885.2522545666
57,12270.4193400263,-865.603881904219,-11347.815458122
62,12303.8749962021,-1435.49364461382,-10806.3813515883
65,12303.8749962021,-2005.38340732343,-10233.4915888787
49,12303.8749962021,-2526.12044439381,-9728.75455180834
76,12303.8749962021,-3046.85748146419,-9181.01751473796
70,13031.9892765768,-3478.75447996569,-9483.23479661107
65,13031.9892765768,-3910.6514784672,-9056.33779810956
71,13031.9892765768,-4342.02233709126,-8618.9669394855
71,13031.9892765768,-4773.39319571533,-8187.59608086143
70,12799.6666234773,-5249.45500880616,-7480.21161467111
73,12799.6666234773,-5725.51682189699,-7001.14980158028
83,12799.6666234773,-6217.05105673811,-6499.61556673916
96,12799.6666234773,-6708.58529157923,-5995.08133189804
100,12511.7207684636,-7255.82191821923,-5155.89885024439
91,12511.7207684636,-7803.05854485923,-4617.6622236044
79,12511.7207684636,-8301.79255368249,-4130.92821478113
73,12511.7207684636,-8800.52656250576,-3638.19420595786
84,12633.2291703381,-9149.41878593508,-3399.81038440301
77,12633.2291703381,-9498.3110093644,-3057.91816097369
100,12633.2291703381,-9895.22199844807,-2638.00717189002
96,12633.2291703381,-10292.1329875317,-2245.09618280634
102,12693.1203114635,-10843.0986087527,-1748.02170271079
85,12693.1203114635,-11394.0642299737,-1214.05608148981
78,12693.1203114635,-12026.1025421865,-589.017769277027
75,12693.1203114635,-12658.1408543993,40.0205429357557
78,13309.6748915615,-13301.2535588532,69.5786672916674
58,13309.6748915615,-13944.3662633072,692.691371745605
74,13309.6748915615,-14560.6991165983,1325.02422503673
66,13309.6748915615,-15177.0319698894,1933.35707832786
100,13852.7878858846,-15735.66620424,1982.8783183554
85,13852.7878858846,-16294.3004385905,2526.51255270595
49,13852.7878858846,-16747.3622059123,2943.57432002772
52,13852.7878858846,-17200.4239732341,3399.6360873495
109,14074.3200001225,-17600.4338383675,3635.11383824508
94,14074.3200001225,-18000.443703501,4020.12370337857
120,14074.3200001225,-18402.0871108063,4447.76711068384
104,14074.3200001225,-18803.7305181116,4833.41051798911
108,14011.9316551733,-19102.2490976502,5198.31744247699
125,14011.9316551733,-19400.7676771889,5513.83602201565
102,14011.9316551733,-19585.9511020435,5676.01944687021
104,14011.9316551733,-19771.134526898,5863.20287172476
114,14077.6708337576,-19864.8490598361,5901.17822607843
117,14077.6708337576,-19958.5635927741,5997.89275901647
122,14077.6708337576,-19855.6220557895,5899.95122203189
164,14077.6708337576,-19752.6805188049,5839.0096850473
202,13901.7860533111,-19368.0657771618,5668.27972385071
225,13901.7860533111,-18983.4510355186,5306.66498220756
175,13901.7860533111,-18380.9903884414,4654.2043351303
188,13901.7860533111,-17778.5297413641,4064.74368805303
152,14457.5046704137,-17002.4037808074,2696.89911039362
169,14457.5046704137,-16226.2778202506,1937.77314983688
144,14457.5046704137,-15308.518977343,995.014306929257
159,14457.5046704137,-14390.7601344354,92.2554640216295
159,15553.8767054734,-13426.8647575859,-1968.01194788745
170,15553.8767054734,-12462.9693807364,-2920.90732473692
138,15553.8767054734,-11613.9951569266,-3801.88154854672
164,15553.8767054734,-10765.0209331168,-4624.85577235652
156,16036.8557525813,-9836.61476138926,-6044.240991192
150,16036.8557525813,-8908.20858966166,-6978.64716291959
119,16036.8557525813,-8325.047306988,-7592.80844559325
132,16036.8557525813,-7741.88602431434,-8162.96972826691
163,16339.9540288107,-7345.64142266096,-8831.31260614974
193,6816.03151215145,-6949.39682100758,326.365308856134
208,7175.1132900898,-6856.17284678399,-110.94044330581
158,7175.1132900898,-6762.94887256039,-254.164417529405
159,7175.1132900898,-6885.04583770977,-131.067452380028
150,7175.1132900898,-7007.14280285915,-17.970487230652
148,7002.5497080123,-7188.61696241632,334.067254404024
191,7002.5497080123,-7370.0911219735,558.541413961201
154,7002.5497080123,-7667.88663685933,819.336928847033
169,7002.5497080123,-7965.68215174516,1132.13244373286
162,6164.65253118282,-8275.01625075009,2272.36371956727
160,6164.65253118282,-8584.35034975502,2579.6978185722
137,6164.65253118282,-8827.34098316967,2799.68845198685
135,6164.65253118282,-9070.33161658432,3040.6790854015
124,6158.96648640263,-9290.76026860353,3255.7937822009
130,6158.96648640263,-9511.18892062275,3482.22243422012
121,6158.96648640263,-9740.65218518086,3702.68569877823
140,6158.96648640263,-9970.11544973897,3951.14896333634
186,6844.78459912121,-10241.8407843048,3583.05618518356
151,6844.78459912121,-10513.5661188706,3819.78151974936
153,6844.78459912121,-10873.9221664486,4182.13756732743
148,6844.78459912121,-11234.2782140267,4537.49361490551
207,7698.33285789528,-11692.9188695655,4201.58601167019
208,7698.33285789528,-12151.5595251042,4661.22666720893
178,7698.33285789528,-12615.1610362946,5094.82817839932
174,7698.33285789528,-13078.762547485,5554.42968958971
195,8476.52884464036,-13512.3262212761,5230.79737663576
181,8476.52884464036,-13945.8898950673,5650.36105042689
210,8476.52884464036,-14302.5614895281,6036.03264488773
188,8476.52884464036,-14659.2330839889,6370.70423934858
142,7924.70845922662,-14914.7874650076,7132.07900578094
244,7924.70845922662,-15170.3418460262,7489.63338679956
236,7924.70845922662,-15365.8521127153,7677.14365348873
250,7924.70845922662,-15561.3623794045,7886.6539201779
193,7818.88084367628,-15709.9414968335,8084.06065315723
212,7818.88084367628,-15858.5206142625,8251.63977058623
221,7818.88084367628,-16025.2377206689,8427.35687699266
211,7818.88084367628,-16191.9548270754,8584.07398339908
165,8341.66361562111,-16426.7853399955,8250.12172437435
180,8341.66361562111,-16661.6158529156,8499.95223729445
194,8341.66361562111,-16899.7703440386,8752.10672841753
226,8341.66361562111,-17137.9248351617,9022.26121954061
214,8651.63201369146,-17319.8732731864,8882.24125949493
194,8651.63201369146,-17501.8217112111,9044.18969751961
185,8651.63201369146,-17637.2409520588,9170.60893836732
241,8651.63201369146,-17772.6601929065,9362.02817921503
234,9447.78725928783,-17922.8756799475,8709.08842065964
185,9447.78725928783,-18073.0911669884,8810.30390770061
224,9447.78725928783,-18222.1124873281,8998.32522804024
218,9447.78725928783,-18371.1338076677,9141.34654837986
262,9619.07318760135,-18526.5040248844,9169.43083728304
252,9619.07318760135,-18681.8742421011,9314.80105449975
195,9619.07318760135,-18794.1126343064,9370.03944670504
150,9619.07318760135,-18906.3510265117,9437.27783891033
176,9684.58675136439,-18878.6601450718,9370.07339370739
176,9684.58675136439,-18850.9692636319,9342.3825122675
165,9684.58675136439,-18663.8804565246,9144.29370516018
187,9684.58675136439,-18476.7916494172,8979.20489805286
203,10219.2058993557,-18209.6824697633,8193.47657040757
150,10219.2058993557,-17942.5732901094,7873.36739075362
187,10219.2058993557,-17603.3475798779,7571.14168052218
178,10219.2058993557,-17264.1218696465,7222.91597029075
187,10175.7830124886,-16861.8414398847,6873.05842739609
177,10175.7830124886,-16459.5610101229,6460.77799763431
143,10175.7830124886,-16019.030011723,5986.24699923434
149,10175.7830124886,-15578.499013323,5551.71600083438
153,9625.99757485918,-15150.9095183624,5677.91194350321
155,9625.99757485918,-14723.3200234018,5252.32244854261
119,9625.99757485918,-14279.8730434173,4772.87546855811
160,9625.99757485918,-13836.4260634328,4370.4284885736
127,9731.67195540821,-13430.8569260359,3826.18497062769
131,9731.67195540821,-13025.287788639,3424.61583323081
138,9731.67195540821,-12758.1798603823,3164.50790497407
127,9731.67195540821,-12491.0719321255,2886.39997671734
163,10454.292731504,-12373.093427532,2081.80069602804
140,10454.292731504,-12255.1149229385,1940.82219143449
204,10454.292731504,-12224.8557030367,1974.56297153273
191,10454.292731504,-12194.5964831349,1931.30375163098
184,11017.2757290704,-12279.4656713665,1446.18994229613
212,11017.2757290704,-12364.3348595981,1559.0591305277
183,11017.2757290704,-12533.962217217,1699.6864881466
196,11017.2757290704,-12703.5895748359,1882.3138457655
204,11773.8719296632,-12878.7114703204,1308.83954065719
183,11773.8719296632,-13053.833365805,1462.96143614175
197,11773.8719296632,-13233.1321922219,1656.26026255866
199,11773.8719296632,-13412.4310186388,1837.55908897558
214,12192.8383230292,-13693.4314398649,1714.59311683569
209,12192.8383230292,-13974.431861091,1990.59353806178
195,12192.8383230292,-14296.3726268725,2298.53430384332
152,12192.8383230292,-14618.3133926541,2577.47506962485
173,12547.3993022188,-14908.7965270062,2534.3972247874
172,12547.3993022188,-15199.2796613583,2823.88035913953
176,12547.3993022188,-15461.2696869845,3089.87038476573
175,12547.3993022188,-15723.2597126107,3350.86041039193
203,13060.0499724535,-15919.6029623579,3062.55298990437
209,13060.0499724535,-16115.9462121051,3264.89623965155
190,13060.0499724535,-16185.5916486055,3315.54167615197
302,13060.0499724535,-16255.2370851059,3497.18711265238
269,13781.2194293003,-16137.7185985197,2625.49916921939
259,13781.2194293003,-16020.2001119335,2497.98068263319
182,13781.2194293003,-15721.120801122,2121.90137182171
233,13781.2194293003,-15422.0414903106,1873.82206101024
277,14229.7620082631,-14953.1568394227,1000.39483115958
231,14229.7620082631,-14484.2721885349,485.510180271736
236,14229.7620082631,-13842.824297939,-150.937710324139
1346,14229.7620082631,-13201.3764073431,317.614399079988
2286,14076.8997962422,-12438.5457930033,647.645996761124
234,14076.8997962422,-11675.7151786635,-2167.18461757866
241,14076.8997962422,-10834.1936169857,-3001.70617925647
207,14076.8997962422,-9992.67205530793,-3877.22774093428
192,14435.4424415137,-9057.83479161603,-5185.60764989764
184,14435.4424415137,-8122.99752792413,-6128.44491358954
196,14435.4424415137,-6833.68287080899,-7405.75957070468
211,14435.4424415137,-5544.36821369385,-8680.07422781982
216,15381.6346217721,-3475.05594972885,-11690.5786720433
212,15381.6346217721,-1405.74368576384,-13763.8909360083
188,15381.6346217721,469.238087094784,-15662.8727088669
179,15381.6346217721,2344.21985995341,-17546.8544817255
181,15933.022106606,4516.25064728367,-20268.2727538897
190,15933.022106606,6688.28143461393,-22431.3035412199
178,15933.022106606,8080.7426596087,-23835.7647662147
148,15933.022106606,9473.20388460348,-25258.2259912095
171,15759.3532835688,10562.0871346798,-26150.4404182485
166,15759.3532835688,11650.970384756,-27244.3236683248
153,15759.3532835688,12681.2187395796,-28287.5720231483
163,15759.3532835688,13711.4670944031,-29307.8203779718
186,15729.5620782365,14648.3084982767,-30191.8705765132
154,15729.5620782365,15585.1499021503,-31160.7119803869
134,15729.5620782365,16395.0964641585,-31990.6585423951
133,15729.5620782365,17205.0430261667,-32801.6051044033
152,15876.1310602047,17896.3034458862,-33620.4345060909
146,15876.1310602047,18587.5638656057,-34317.6949258103
131,15876.1310602047,19093.6621360546,-34838.7931962593
110,15876.1310602047,19599.7604065036,-35365.8914667083
158,15803.3960875685,19891.2247276919,-35536.6208152604
204,15803.3960875685,20182.6890488801,-35782.0851364486
208,15803.3960875685,20308.961766749,-35904.3578543175
213,15803.3960875685,20435.2344846179,-36025.6305721864
217,15988.7243153954,20453.5805833563,-36225.3048987517
217,15988.7243153954,20471.9266820947,-36243.6509974901
299,15988.7243153954,20449.3382573991,-36139.0625727945
250,15988.7243153954,20426.7498327034,-36165.4741480988
258,16238.6240734051,20300.3727627725,-36280.9968361777
255,16238.6240734051,20173.9956928416,-36157.6197662467
253,16238.6240734051,19938.6747817121,-35924.2988551173
258,16238.6240734051,19703.3538705827,-35683.9779439878
258,16196.9502535936,19507.4171356443,-35446.3673892379
197,16196.9502535936,19311.480400706,-35311.4306542995
205,16196.9502535936,18961.7933191136,-34953.7435727072
165,16196.9502535936,18612.1062375213,-34644.0564911149
178,16648.4326498266,18211.7888555168,-34682.2215053435
218,16648.4326498266,17811.4714735124,-34241.904123339
190,16648.4326498266,17430.6662684499,-33889.0989182765
