"MedianConfirmationTime","seasonal","trend","remainder"
0,0.724102666535012,-0.790819397180711,0.0667167306456991
0,0.81111168377161,-0.781629291628924,-0.0294823921426867
0,0.81111168377161,-0.772439186077136,-0.0386724976944742
0,0.81111168377161,-0.762296882704766,-0.0488148010668444
0,0.81111168377161,-0.752154579332396,-0.0589571044392146
0,0.791216973171725,-0.74230993871171,-0.0489070344600152
0,0.791216973171725,-0.732465298091024,-0.0587516750807009
0,0.791216973171725,-0.722752952175451,-0.0684640209962739
0,0.791216973171725,-0.713040606259878,-0.078176366911847
0,0.766813662783266,-0.708579147441049,-0.0582345153422175
0,0.766813662783266,-0.70411768862222,-0.0626959741610468
0,0.766813662783266,-0.704101930554362,-0.0627117322289044
0,0.766813662783266,-0.704086172486505,-0.0627274902967618
0,0.825913261889372,-0.704490290777368,-0.121422971112004
0,0.825913261889372,-0.704894409068231,-0.121018852821141
0,0.825913261889372,-0.69951932453039,-0.126393937358981
0,0.825913261889372,-0.694144239992549,-0.131769021896822
0,0.739726143964186,-0.685204722096133,-0.0545214218680528
0,0.739726143964186,-0.676265204199716,-0.0634609397644694
0,0.739726143964186,-0.669029525026729,-0.0706966189374567
0,0.739726143964186,-0.661793845853741,-0.0779322981104441
0,0.767020001160241,-0.647479561777988,-0.119540439382253
0,0.767020001160241,-0.633165277702235,-0.133854723458006
0,0.767020001160241,-0.610056335634876,-0.156963665525365
0,0.767020001160241,-0.586947393567517,-0.180072607592723
0,0.688340308003525,-0.546359994386422,-0.141980313617103
0,0.688340308003525,-0.505772595205327,-0.182567712798199
0,0.688340308003525,-0.458590913713021,-0.229749394290504
0,0.688340308003525,-0.411409232220715,-0.27693107578281
0,0.625160098355766,-0.371761927065406,-0.25339817129036
0,0.625160098355766,-0.332114621910096,-0.29304547644567
0,0.625160098355766,-0.306535819304099,-0.318624279051667
0,0.625160098355766,-0.280957016698101,-0.344203081657665
0,0.610414588255125,-0.276853047411343,-0.333561540843782
0,0.610414588255125,-0.272749078124585,-0.33766551013054
0,0.610414588255125,-0.275325999975997,-0.335088588279128
0,0.610414588255125,-0.277902921827409,-0.332511666427716
0,0.656369639406396,-0.276029217907061,-0.380340421499336
0,0.656369639406396,-0.274155513986713,-0.382214125419684
0,0.656369639406396,-0.273732601539171,-0.382637037867225
0,0.656369639406396,-0.27330968909163,-0.383059950314766
0,0.777022284070898,-0.269065317529103,-0.507956966541794
0,0.777022284070898,-0.264820945966577,-0.512201338104321
0,0.777022284070898,-0.266672116447673,-0.510350167623224
0,0.777022284070898,-0.26852328692877,-0.508498997142128
0,0.755044322228904,-0.284097146103242,-0.470947176125662
0,0.755044322228904,-0.299671005277715,-0.455373316951189
0,0.755044322228904,-0.307241242703942,-0.447803079524962
0,0.755044322228904,-0.314811480130169,-0.440232842098734
0,0.731566386676155,-0.306359289815179,-0.425207096860976
0,0.731566386676155,-0.297907099500188,-0.433659287175967
0,0.731566386676155,-0.274433672980257,-0.457132713695898
0,0.731566386676155,-0.250960246460326,-0.480606140215829
0,0.710005228289462,-0.220819001959538,-0.489186226329924
0,0.710005228289462,-0.190677757458751,-0.519327470830711
0,0.710005228289462,-0.172923499110093,-0.537081729179369
0,0.710005228289462,-0.155169240761436,-0.554835987528026
0,0.75674637312675,-0.145855977466277,-0.610890395660473
0,0.75674637312675,-0.136542714171119,-0.620203658955632
0,0.75674637312675,-0.12986827009999,-0.62687810302676
0,0.75674637312675,-0.123193826028862,-0.633552547097889
0,0.65759920579813,-0.120916680571204,-0.536682525226926
0,0.65759920579813,-0.118639535113546,-0.538959670684584
0,0.65759920579813,-0.10010445649066,-0.55749474930747
0,0.65759920579813,-0.0815693778677736,-0.576029827930357
0,0.608258984198469,-0.061901882173835,-0.546357102024634
0,0.608258984198469,-0.0422343864798963,-0.566024597718572
0,0.608258984198469,-0.0247477559934834,-0.583511228204985
0,0.608258984198469,-0.00726112550707038,-0.600997858691398
0,0.66198873320166,0.0232125676270378,-0.685201300828697
0,0.66198873320166,0.0536862607611459,-0.715674993962806
0,0.66198873320166,0.0787023534192131,-0.740691086620873
0,0.66198873320166,0.10371844607728,-0.76570717927894
0,0.638994154001693,0.135011953906988,-0.774006107908682
0,0.638994154001693,0.166305461736696,-0.805299615738389
0,0.638994154001693,0.217684305606941,-0.856678459608634
0,0.638994154001693,0.269063149477185,-0.908057303478879
0,0.686474058668315,0.313270102601602,-0.999744161269917
0,0.686474058668315,0.357477055726018,-1.04395111439433
0,0.686474058668315,0.38813305980667,-1.07460711847498
0,0.686474058668315,0.418789063887321,-1.10526312255564
0,0.68063932076138,0.434614301621006,-1.11525362238239
0,0.68063932076138,0.45043953935469,-1.13107886011607
0,0.68063932076138,0.423810662483276,-1.10444998324466
0,0.68063932076138,0.397181785611863,-1.07782110637324
0,0.655580192994304,0.359032759144554,-1.01461295213886
0,0.655580192994304,0.320883732677245,-0.976463925671549
0,0.655580192994304,0.292099822935558,-0.947680015929862
0,0.655580192994304,0.26331591319387,-0.918896106188174
0,0.697330330793382,0.242062015134016,-0.939392345927398
0,0.697330330793382,0.220808117074161,-0.918138447867544
