,NumTransactionsExcluding10
2011-08-14,2158.0
2011-08-15,2758.0
2011-08-16,2760.0
2011-08-17,2574.0
2011-08-18,2217.0
2011-08-19,2121.0
2011-08-20,2214.0
2011-08-21,2082.0
2011-08-22,2279.0
2011-08-23,2289.0
2011-08-24,2469.0
2011-08-25,2313.0
2011-08-26,2571.0
2011-08-27,2314.0
2011-08-28,1964.0
2011-08-29,2251.0
2011-08-30,2488.0
2011-08-31,2316.0
2011-09-01,2384.0
2011-09-02,2142.0
2011-09-03,2061.0
2011-09-04,1853.0
2011-09-05,2099.0
2011-09-06,2259.0
2011-09-07,2261.0
2011-09-08,2164.0
2011-09-09,2735.0
2011-09-10,2279.0
2011-09-11,1969.0
2011-09-12,2389.0
2011-09-13,2124.0
2011-09-14,1886.0
2011-09-15,1824.0
2011-09-16,1953.0
2011-09-17,1758.0
2011-09-18,1724.0
2011-09-19,2087.0
2011-09-20,2347.0
2011-09-21,3395.0
2011-09-22,2264.0
2011-09-23,1683.0
2011-09-24,2033.0
2011-09-25,1732.0
2011-09-26,1869.0
2011-09-27,1836.0
2011-09-28,1729.0
2011-09-29,1809.0
2011-09-30,1719.0
2011-10-01,1831.0
2011-10-02,1580.0
2011-10-03,1932.0
2011-10-04,1946.0
2011-10-05,1902.0
2011-10-06,1833.0
2011-10-07,1856.0
2011-10-08,1838.0
2011-10-09,1504.0
2011-10-10,1808.0
2011-10-11,1952.0
2011-10-12,2125.0
2011-10-13,1875.0
2011-10-14,2047.0
2011-10-15,1991.0
2011-10-16,1815.0
2011-10-17,2010.0
2011-10-18,2196.0
2011-10-19,1943.0
2011-10-20,1752.0
2011-10-21,1742.0
2011-10-22,1775.0
2011-10-23,2233.0
2011-10-24,2297.0
2011-10-25,2105.0
2011-10-26,1959.0
2011-10-27,1881.0
2011-10-28,2220.0
2011-10-29,2349.0
2011-10-30,2020.0
2011-10-31,1899.0
2011-11-01,2139.0
2011-11-02,2025.0
2011-11-03,2098.0
2011-11-04,2556.0
2011-11-05,2258.0
2011-11-06,1830.0
2011-11-07,2106.0
2011-11-08,2453.0
2011-11-09,2565.0
2011-11-10,2795.0
2011-11-11,2601.0
2011-11-12,2263.0
2011-11-13,2269.0
2011-11-14,2576.0
2011-11-15,2646.0
2011-11-16,2597.0
2011-11-17,2275.0
2011-11-18,1985.0
2011-11-19,1965.0
2011-11-20,1923.0
2011-11-21,2133.0
2011-11-22,2372.0
2011-11-23,2712.0
2011-11-24,2416.0
2011-11-25,2116.0
2011-11-26,2413.0
2011-11-27,2303.0
2011-11-28,3016.0
2011-11-29,3115.0
2011-11-30,2865.0
2011-12-01,2995.0
2011-12-02,2724.0
2011-12-03,2486.0
2011-12-04,2509.0
2011-12-05,2887.0
2011-12-06,3219.0
2011-12-07,3115.0
2011-12-08,2688.0
2011-12-09,2406.0
2011-12-10,2374.0
2011-12-11,2365.0
2011-12-12,2323.0
2011-12-13,2544.0
2011-12-14,2392.0
2011-12-15,2698.0
2011-12-16,2532.0
2011-12-17,2254.0
2011-12-18,1960.0
2011-12-19,2382.0
2011-12-20,3101.0
2011-12-21,2471.0
2011-12-22,2457.0
2011-12-23,2789.0
2011-12-24,2353.0
2011-12-25,2636.0
2011-12-26,2686.0
2011-12-27,3021.0
2011-12-28,2248.0
2011-12-29,2407.0
2011-12-30,2241.0
2011-12-31,2532.0
2012-01-01,2012.0
2012-01-02,2879.0
2012-01-03,2476.0
2012-01-04,2579.0
2012-01-05,3080.0
2012-01-06,3157.0
2012-01-07,2705.0
2012-01-08,2857.0
2012-01-09,2729.0
2012-01-10,3072.0
2012-01-11,3265.0
2012-01-12,2815.0
2012-01-13,3119.0
2012-01-14,2682.0
2012-01-15,2697.0
2012-01-16,2850.0
2012-01-17,2880.0
2012-01-18,3289.0
2012-01-19,2893.0
2012-01-20,3061.0
2012-01-21,2833.0
2012-01-22,2188.0
2012-01-23,2664.0
2012-01-24,2835.0
2012-01-25,3548.0
2012-01-26,3164.0
2012-01-27,3279.0
2012-01-28,2799.0
2012-01-29,2676.0
2012-01-30,2605.0
2012-01-31,2952.0
2012-02-01,3502.0
2012-02-02,3239.0
2012-02-03,3120.0
2012-02-04,3433.0
2012-02-05,2764.0
2012-02-06,2632.0
2012-02-07,2946.0
2012-02-08,3027.0
2012-02-09,3013.0
2012-02-10,3143.0
2012-02-11,3023.0
2012-02-12,2616.0
2012-02-13,2904.0
2012-02-14,3410.0
2012-02-15,3153.0
2012-02-16,3416.0
2012-02-17,3092.0
2012-02-18,2887.0
2012-02-19,2552.0
2012-02-20,2685.0
2012-02-21,3010.0
2012-02-22,3424.0
2012-02-23,3376.0
2012-02-24,3435.0
2012-02-25,3073.0
2012-02-26,2778.0
2012-02-27,2943.0
2012-02-28,3232.0
2012-02-29,3108.0
2012-03-01,3049.0
2012-03-02,3636.0
2012-03-03,2726.0
2012-03-04,2505.0
2012-03-05,3200.0
2012-03-06,3138.0
2012-03-07,3090.0
2012-03-08,2882.0
2012-03-09,3251.0
2012-03-10,2838.0
2012-03-11,2502.0
2012-03-12,2391.0
2012-03-13,3191.0
2012-03-14,3491.0
2012-03-15,3367.0
2012-03-16,3358.0
2012-03-17,3888.0
2012-03-18,2792.0
2012-03-19,3236.0
2012-03-20,3516.0
2012-03-21,3696.0
2012-03-22,3295.0
2012-03-23,3220.0
2012-03-24,3011.0
2012-03-25,2836.0
2012-03-26,3161.0
2012-03-27,3169.0
2012-03-28,3346.0
2012-03-29,3505.0
2012-03-30,3392.0
2012-03-31,2873.0
2012-04-01,2536.0
2012-04-02,2600.0
2012-04-03,3656.0
2012-04-04,3659.0
2012-04-05,3521.0
2012-04-06,3516.0
2012-04-07,3112.0
2012-04-08,2857.0
2012-04-09,2529.0
2012-04-10,3502.0
2012-04-11,3879.0
2012-04-12,3763.0
2012-04-13,3473.0
2012-04-14,3571.0
2012-04-15,3199.0
2012-04-16,3284.0
2012-04-17,3758.0
2012-04-18,3906.0
2012-04-19,3292.0
2012-04-20,3394.0
2012-04-21,3648.0
2012-04-22,2843.0
2012-04-23,3224.0
2012-04-24,3500.0
2012-04-25,3571.0
2012-04-26,3212.0
2012-04-27,3497.0
2012-04-28,3275.0
2012-04-29,3196.0
2012-04-30,3180.0
2012-05-01,3796.0
2012-05-02,4077.0
2012-05-03,4394.0
2012-05-04,4359.0
2012-05-05,3881.0
2012-05-06,3594.0
2012-05-07,3948.0
2012-05-08,4576.0
2012-05-09,4439.0
2012-05-10,4386.0
2012-05-11,4402.0
2012-05-12,3884.0
2012-05-13,3602.0
2012-05-14,4249.0
2012-05-15,4518.0
2012-05-16,4323.0
2012-05-17,3840.0
2012-05-18,4109.0
