"NumTransactionsExcludingPopular","seasonal","trend","remainder"
84,7415.62544649204,9411.1488419588,-16742.7742884508
75,7431.34937588316,9326.39475383626,-16682.7441297194
81,7431.34937588316,9241.64066571372,-16591.9900415969
76,7431.34937588316,9073.03226650884,-16428.381642392
87,7431.34937588316,8904.42386730397,-16248.7732431871
74,7181.86230794958,8698.84677332771,-15806.7090812773
90,7181.86230794958,8493.26967935146,-15585.131987301
85,7181.86230794958,8254.18940548995,-15351.0517134395
52,7181.86230794958,8015.10913162845,-15144.971439578
76,6924.06356548242,7780.20790095285,-14628.2714664353
89,6924.06356548242,7545.30667027725,-14380.3702357597
84,6924.06356548242,7393.60854963279,-14233.6721151152
72,6924.06356548242,7241.91042898832,-14093.9739944707
84,6695.64610416576,7185.93027893181,-13797.5763830976
89,6695.64610416576,7129.9501288753,-13736.5962330411
80,6695.64610416576,7037.54377796478,-13653.1898821305
91,6695.64610416576,6945.13742705426,-13549.78353122
63,6792.33338401712,6816.90050551952,-13546.2338895366
79,6792.33338401712,6688.66358398479,-13401.9969680019
81,6792.33338401712,6547.92680891122,-13259.2601929283
82,6792.33338401712,6407.19003383765,-13117.5234178548
84,7243.29558287962,6267.02085564583,-13426.3164385254
76,7243.29558287962,6126.851677454,-13294.1472603336
76,7243.29558287962,6049.89699403599,-13217.1925769156
72,7243.29558287962,5972.94231061798,-13144.2378934976
46,7320.40748559837,6058.51435392414,-13332.9218395225
69,7320.40748559837,6144.0863972303,-13395.4938828287
65,7320.40748559837,6329.98866423149,-13585.3961498299
3,7320.40748559837,6515.89093123267,-13833.298416831
52,7566.93822646834,6690.32969310422,-14205.2679195726
75,7566.93822646834,6864.76845497577,-14356.7066814441
75,7566.93822646834,7015.5505803149,-14507.4888067832
69,7566.93822646834,7166.33270565403,-14664.2709321224
66,7801.21397419491,7279.02531001264,-15014.2392842076
75,7801.21397419491,7391.71791437125,-15117.9318885662
53,7801.21397419491,7451.46811288485,-15199.6820870798
13,7801.21397419491,7511.21831139845,-15299.4322855934
64,7586.18024872269,7545.21882107816,-15067.3990698009
44,7586.18024872269,7579.21933075787,-15121.3995794806
32,7586.18024872269,7577.92198780852,-15132.1022365312
16,7586.18024872269,7576.62464485918,-15146.8048935819
12,7458.43608493731,7568.96705224487,-15015.4031371822
23,7458.43608493731,7561.30945963055,-14996.7455445679
30,7458.43608493731,7542.8479761693,-14971.2840611066
15,7458.43608493731,7524.38649270805,-14967.8225776454
58,7871.97265486366,7463.29589570553,-15277.2685505692
91,7871.97265486366,7402.205298703,-15183.1779535667
96,7871.97265486366,7355.69642551961,-15131.6690803833
74,7871.97265486366,7309.18755233622,-15107.1602071999
83,8102.16696018826,7257.25008129973,-15276.417041488
98,8102.16696018826,7205.31261026324,-15209.4795704515
82,8102.16696018826,7084.39839834182,-15104.5653585301
67,8102.16696018826,6963.4841864204,-14998.6511466087
68,7864.66969998122,6844.96841035259,-14641.6381103338
81,7864.66969998122,6726.45263428478,-14510.122334266
65,7864.66969998122,6619.24798977175,-14418.917689753
34,7864.66969998122,6512.04334525871,-14342.7130452399
25,8115.82091102568,6374.71346351775,-14465.5343745434
17,8115.82091102568,6237.38358177679,-14336.2044928025
9,8115.82091102568,6107.41159201628,-14214.232503042
15,8115.82091102568,5977.43960225578,-14078.2605132815
24,8395.17731327802,5897.80673333794,-14268.984046616
16,8395.17731327802,5818.17386442011,-14197.3511776981
8,8395.17731327802,5787.02819813265,-14174.2055114107
12,8395.17731327802,5755.88253184519,-14139.0598451232
8,8053.55703890839,5756.69258317789,-13802.2496220863
55,8053.55703890839,5757.50263451058,-13756.059673419
42,8053.55703890839,5778.87247279689,-13790.4295117053
33,8053.55703890839,5800.24231108321,-13820.7993499916
64,7628.18945493349,5809.81295139997,-13374.0024063335
83,7628.18945493349,5819.38359171673,-13364.5730466502
91,7628.18945493349,5775.8697247334,-13313.0591796669
95,7628.18945493349,5732.35585775007,-13265.5453126836
79,7466.63270399122,5613.61010882398,-13001.2428128152
68,7466.63270399122,5494.8643598979,-12893.4970638891
61,7466.63270399122,5329.00651824728,-12734.6392222385
63,7466.63270399122,5163.14867659665,-12566.7813805879
71,7568.9020185994,4972.21855473188,-12470.1205733313
72,7568.9020185994,4781.28843286711,-12278.1904514665
79,7568.9020185994,4586.73481365659,-12076.636832256
66,7568.9020185994,4392.18119444608,-11895.0832130455
58,7373.28078824207,4231.65599852532,-11546.9367867674
61,7373.28078824207,4071.13080260456,-11383.4115908466
68,7373.28078824207,3959.11841519821,-11264.3992034403
71,7373.28078824207,3847.10602779186,-11149.3868160339
70,7004.66573360319,3754.88465370999,-10689.5503873132
81,7004.66573360319,3662.66327962812,-10586.3290132313
56,7004.66573360319,3477.99626979504,-10426.6620033982
59,7004.66573360319,3293.32925996197,-10238.9949935652
84,6685.0072671953,3172.56230713046,-9773.56957432576
81,6685.0072671953,3051.79535429896,-9655.80262149426
71,6685.0072671953,2995.16176596485,-9609.16903316015
79,6685.0072671953,2938.52817763075,-9544.53544482605
74,6399.96696471672,2927.15839535963,-9253.12536007635
35,6399.96696471672,2915.78861308851,-9280.75557780523
28,6399.96696471672,2955.69824012338,-9327.66520484009
82,6399.96696471672,2995.60786715824,-9313.57483187496
102,6417.70847056196,3048.12375194503,-9363.83222250699
94,6417.70847056196,3100.63963673182,-9424.34810729378
90,6417.70847056196,3089.43968369203,-9417.14815425399
88,6417.70847056196,3078.23973065224,-9407.94820121419
85,6321.2978366224,3080.3522435624,-9316.6500801848
87,6321.2978366224,3082.46475647257,-9316.76259309497
85,6321.2978366224,3123.88231316004,-9360.18014978244
76,6321.2978366224,3165.29986984751,-9410.59770646991
58,6331.93816356868,3216.48064757514,-9490.41881114382
61,6331.93816356868,3267.66142530277,-9538.59958887145
58,6331.93816356868,3291.02490314079,-9564.96306670947
43,6331.93816356868,3314.3883809788,-9603.32654454748
51,6317.56944351079,3291.77067725111,-9558.3401207619
70,6317.56944351079,3269.15297352341,-9516.72241703421
78,6317.56944351079,3232.09147106736,-9471.66091457815
77,6317.56944351079,3195.02996861131,-9435.59941212211
79,6310.93809421112,3149.17725376716,-9381.11534797828
63,6310.93809421112,3103.32453892301,-9351.26263313413
51,6310.93809421112,3012.46132352714,-9272.39941773826
56,6310.93809421112,2921.59810813126,-9176.53620234239
85,6128.47235654978,2820.59159234655,-8864.06394889633
66,6128.47235654978,2719.58507656183,-8782.05743311161
55,6128.47235654978,2570.88010027902,-8644.3524568288
65,6128.47235654978,2422.17512399621,-8485.64748054599
99,5984.77731987783,2182.52072340975,-8068.29804328758
111,5984.77731987783,1942.86632282329,-7816.64364270112
84,5984.77731987783,1682.70061547555,-7583.47793535338
88,5984.77731987783,1422.53490812781,-7319.31222800564
87,5962.17753831196,1182.31003593869,-7057.48757425066
75,5962.17753831196,942.08516374958,-6829.26270206154
74,5962.17753831196,700.279772731197,-6588.45731104316
65,5962.17753831196,458.474381712815,-6355.65192002478
67,5798.36861241663,240.08089063602,-5971.44950305265
64,5798.36861241663,21.6873995592249,-5756.05601197585
51,5798.36861241663,-183.358654894554,-5564.00995752207
62,5798.36861241663,-388.404709348333,-5347.96390306829
45,5976.65545872396,-613.84232726889,-5317.81313145507
30,5976.65545872396,-839.279945189447,-5107.37551353451
33,5976.65545872396,-1079.55643399803,-4864.09902472593
57,5976.65545872396,-1319.83292280662,-4599.82253591734
62,6097.46522729673,-1560.38730011889,-4475.07792717784
65,6097.46522729673,-1800.94167743116,-4231.52354986557
49,6097.46522729673,-1988.95552353627,-4059.50970376046
76,6097.46522729673,-2176.96936964138,-3844.49585765535
70,6102.81873813983,-2320.91899894461,-3711.89973919521
65,6102.81873813983,-2464.86862824785,-3572.95010989197
71,6102.81873813983,-2667.22922546381,-3364.58951267602
78,6102.81873813983,-2869.58982267976,-3155.22891546007
70,6007.84688625743,-3114.24331996336,-2823.60356629407
73,6007.84688625743,-3358.89681724696,-2575.95006901047
83,6007.84688625743,-3593.09605630107,-2331.75082995636
96,6007.84688625743,-3827.29529535518,-2084.55159090224
100,5955.35518853462,-4079.68597469978,-1775.66921383484
91,5955.35518853462,-4332.07665404437,-1532.27853449024
79,5955.35518853462,-4577.28607082614,-1299.06911770847
73,5955.35518853462,-4822.49548760792,-1059.8597009267
84,6319.60652569673,-5041.39560773106,-1194.21091796566
77,6319.60652569673,-5260.29572785421,-982.310797842514
100,6319.60652569673,-5500.72111880517,-718.885406891555
96,6319.60652569673,-5741.14650975613,-482.460015940595
102,6544.07037960207,-6047.64683626821,-394.423543333864
85,6544.07037960207,-6354.14716278029,-104.923216821787
78,6544.07037960207,-6677.15001302096,211.079633418883
75,6544.07037960207,-7000.15286326163,531.082483659552
78,7080.54303094651,-7288.07942520875,285.536394262242
58,7080.54303094651,-7576.00598715587,553.462956209366
74,7080.54303094651,-7901.59716691226,895.054135965749
66,7080.54303094651,-8227.18834666864,1212.64531572213
99,7612.10096399219,-8561.09292659073,1047.99196259854
85,7612.10096399219,-8894.99750651282,1367.89654252064
49,7612.10096399219,-9144.99951268663,1581.89854869444
52,7612.10096399219,-9395.00151886044,1834.90055486825
108,7650.81491563458,-9598.2119722445,2055.39705660992
94,7650.81491563458,-9801.42242562857,2244.60750999398
121,7650.81491563458,-9951.51397595627,2421.69906032169
104,7650.81491563458,-10101.605526284,2554.79061064938
106,7727.95348426347,-10159.3036827887,2537.35019852528
125,7727.95348426347,-10217.0018392935,2614.04835503006
103,7727.95348426347,-10189.9515255995,2564.99804133605
104,7727.95348426347,-10162.9012119055,2538.94772764205
113,7672.16267541359,-10070.8448544206,2511.68217900702
117,7672.16267541359,-9978.7884969357,2423.62582152211
121,7672.16267541359,-9780.40386665365,2229.24119124006
163,7672.16267541359,-9582.0192363716,2072.85656095801
201,7587.9479185365,-9240.88106446039,1853.93314592389
225,7587.9479185365,-8899.74289254918,1536.79497401268
175,7587.9479185365,-8455.25995526734,1042.31203673083
188,7587.9479185365,-8010.77701798549,610.829099448988
152,7679.86022655827,-7479.04910269908,-48.8111238591973
169,7679.86022655827,-6947.32118741266,-563.539039145609
144,7679.86022655827,-6392.08923167651,-1143.77099488177
158,7679.86022655827,-5836.85727594035,-1685.00295061793
159,8482.79584790674,-5315.3561455465,-3008.43970236024
170,8482.79584790674,-4793.85501515265,-3518.94083275409
138,8482.79584790674,-4341.62618290757,-4003.16966499917
164,8482.79584790674,-3889.39735066249,-4429.39849724424
156,8974.95940572899,-3572.45018492269,-5246.5092208063
150,8974.95940572899,-3255.50301918289,-5569.4563865461
119,8974.95940572899,-3088.69794631874,-5767.26145941025
132,8974.95940572899,-2921.8928734546,-5921.06653227439
163,8985.81774200404,-2858.85643059099,-5963.96131141305
192,2822.2108821403,-2795.81998772739,165.609105587084
208,2931.07938242524,-2836.53726572436,113.457883299124
158,2931.07938242524,-2877.25454372134,104.175161296101
159,2931.07938242524,-2965.98637904921,193.906996623967
150,2931.07938242524,-3054.71821437707,273.638831951834
148,3198.0369909614,-3132.19340829539,82.1564173339921
191,3198.0369909614,-3209.66860221371,202.631611252308
154,3198.0369909614,-3307.75648357568,263.719492614282
168,3198.0369909614,-3405.84436493765,375.807373976256
160,3016.53417806702,-3516.47028331308,659.936105246054
159,3016.53417806702,-3627.0962016885,769.562023621478
137,3016.53417806702,-3738.71012957034,859.17595150332
135,3016.53417806702,-3850.32405745218,968.789879385162
124,3004.96543179571,-3972.45519085861,1091.4897590629
130,3004.96543179571,-4094.58632426503,1219.62089246932
120,3004.96543179571,-4236.78231727559,1351.81688547988
140,3004.96543179571,-4378.97831028614,1514.01287849043
187,3123.77537813039,-4538.62146680598,1601.84608867558
152,3123.77537813039,-4698.26462332581,1726.48924519542
152,3123.77537813039,-4841.39678415805,1869.62140602766
148,3123.77537813039,-4984.52894499029,2008.7535668599
207,3366.77905183025,-5125.3142856824,1965.53523385215
208,3366.77905183025,-5266.0996263745,2107.32057454425
178,3366.77905183025,-5393.12495980422,2204.34590797398
176,3366.77905183025,-5520.15029323395,2329.3712414037
195,3682.26948064448,-5607.41584685141,2120.14636620693
183,3682.26948064448,-5694.68140046887,2195.41191982439
210,3682.26948064448,-5775.13758553843,2302.86810489396
189,3682.26948064448,-5855.593770608,2362.32428996352
142,3565.21896739392,-5939.7890145565,2516.57004716258
246,3565.21896739392,-6023.984258505,2704.76529111108
235,3565.21896739392,-6112.3881721458,2782.16920475188
250,3565.21896739392,-6200.7920857866,2885.57311839268
204,3523.04228394267,-6311.0698953791,2992.02761143643
210,3523.04228394267,-6421.34770497161,3108.30542102894
221,3523.04228394267,-6526.06028165811,3224.01799771544
211,3523.04228394267,-6630.77285834461,3318.73057440194
166,3506.48647509393,-6734.38065639335,3393.89418129941
181,3506.48647509393,-6837.98845444209,3512.50197934816
193,3506.48647509393,-6896.51132948585,3583.02485439192
227,3506.48647509393,-6955.03420452961,3675.54772943568
215,3666.83736295624,-6939.59128829726,3487.75392534101
194,3666.83736295624,-6924.1483720649,3451.31100910865
182,3666.83736295624,-6909.89669509143,3425.05933213518
244,3666.83736295624,-6895.64501811795,3472.80765516171
235,4086.49305717252,-6922.68310452775,3071.19004735523
183,4086.49305717252,-6949.72119093756,3046.22813376503
224,4086.49305717252,-6997.65996463157,3135.16690745905
218,4086.49305717252,-7045.59873832559,3177.10568115306
261,4123.01263962929,-7150.72790721362,3288.71526758433
252,4123.01263962929,-7255.85707610164,3384.84443647236
196,4123.01263962929,-7376.24572799904,3449.23308836976
150,4123.01263962929,-7496.63437989644,3523.62174026716
176,4053.68211487762,-7586.78654598807,3709.10443111045
176,4053.68211487762,-7676.9387120797,3799.25659720208
165,4053.68211487762,-7705.50332555685,3816.82121067923
187,4053.68211487762,-7734.067939034,3867.38582415638
204,4353.47851237267,-7707.57542294583,3558.09691057315
151,4353.47851237267,-7681.08290685765,3478.60439448498
187,4353.47851237267,-7575.90474737372,3409.42623500105
178,4353.47851237267,-7470.7265878898,3295.24807551713
188,4546.42809757894,-7296.07672569433,2937.64862811539
178,4546.42809757894,-7121.42686349885,2752.99876591992
141,4546.42809757894,-6940.96203019901,2535.53393262007
149,4546.42809757894,-6760.49719689916,2363.06909932022
152,4582.17520659466,-6618.8981329353,2188.72292634064
154,4582.17520659466,-6477.29906897145,2049.12386237679
119,4582.17520659466,-6359.66902891753,1896.49382232287
160,4582.17520659466,-6242.0389888636,1819.86378226894
127,4501.88711961385,-6159.05957606443,1784.17245645059
128,4501.88711961385,-6076.08016326527,1702.19304365142
138,4501.88711961385,-6019.63977776825,1655.7526581544
127,4501.88711961385,-5963.19939227124,1588.31227265739
161,4666.51877941272,-5921.88583856099,1416.36705914827
144,4666.51877941272,-5880.57228485074,1358.05350543803
203,4666.51877941272,-5861.68575019506,1398.16697078234
191,4666.51877941272,-5842.79921553937,1367.28043612666
186,5141.83428645982,-5901.15207341386,945.317786954034
215,5141.83428645982,-5959.50493128834,1032.67064482852
187,5141.83428645982,-6114.52608685126,1159.69180039144
197,5141.83428645982,-6269.54724241418,1324.71295595435
213,5527.80998773126,-6465.89908203194,1151.08909430068
182,5527.80998773126,-6662.2509216497,1316.44093391844
198,5527.80998773126,-6860.13256861784,1530.32258088658
205,5527.80998773126,-7058.01421558598,1735.20422785472
217,5675.23279078971,-7273.38713919962,1815.15434840991
213,5675.23279078971,-7488.76006281326,2026.52727202354
198,5675.23279078971,-7695.10653851693,2217.87374772722
155,5675.23279078971,-7901.45301422061,2381.2202234309
171,5704.43886373487,-8078.09240086604,2544.65353713118
175,5704.43886373487,-8254.73178751147,2725.2929237766
179,5704.43886373487,-8430.56306975217,2905.1242060173
175,5704.43886373487,-8606.39435199286,3076.955488258
207,5487.99108918954,-8762.66972021994,3481.6786310304
208,5487.99108918954,-8918.94508844702,3638.95399925748
189,5487.99108918954,-9012.99631268961,3714.00522350007
294,5487.99108918954,-9107.04753693219,3913.05644774265
271,5421.97988161175,-9147.26838867554,3996.28850706379
270,5421.97988161175,-9187.48924041888,4035.50935880714
190,5421.97988161175,-9145.10843510802,3913.12855349628
230,5421.97988161175,-9102.72762979716,3910.74774818541
287,6000.04106220271,-8967.48311871776,3254.44205651505
234,6000.04106220271,-8832.23860763835,3066.19754543564
242,6000.04106220271,-8597.91137986673,2839.87031766402
1337,6000.04106220271,-8363.58415209511,3700.5430898924
2296,6095.93696522126,-8021.4733322334,4221.53636701214
242,6095.93696522126,-7679.36251237169,1825.42554715043
251,6095.93696522126,-7244.55465504039,1399.61768981913
210,6095.93696522126,-6809.7467977091,923.809832487835
198,5835.77788821583,-6326.21452347202,688.436635256185
191,5835.77788821583,-5842.68224923494,197.904361019107
210,5835.77788821583,-5268.7797300265,-356.99815818933
220,5835.77788821583,-4694.87721081807,-920.900677397766
225,6232.70308691362,-3232.05757997784,-2775.64550693578
219,6232.70308691362,-1769.2379491376,-4244.46513777602
197,6232.70308691362,-547.196238588308,-5488.50684832531
181,6232.70308691362,674.845471960989,-6726.54855887461
187,6373.63631282775,2092.46230604177,-8279.09861886952
197,6373.63631282775,3510.07914012255,-9686.7154529503
186,6373.63631282775,4541.16973821229,-10728.80605104
151,6373.63631282775,5572.26033630202,-11794.8966491298
191,6160.97391329213,6180.11561610581,-12150.0895293979
173,6160.97391329213,6787.9708959096,-12775.9448092017
166,6160.97391329213,7530.21799293389,-13525.191906226
170,6160.97391329213,8272.46508995818,-14263.4390032503
193,6390.13330367267,8703.62965297727,-14900.7629566499
161,6390.13330367267,9134.79421599636,-15363.927519669
138,6390.13330367267,9430.22311927777,-15682.3564229504
147,6390.13330367267,9725.65202255918,-15968.7853262318
164,6328.82598529691,9989.70524020754,-16154.5312255045
148,6328.82598529691,10253.7584578559,-16434.5844431528
138,6328.82598529691,10450.0548592476,-16640.8808445445
118,6328.82598529691,10646.3512606392,-16857.1772459361
173,6356.31808357841,10791.8089910962,-16975.1270746746
217,6356.31808357841,10937.2667215532,-17076.5848051316
212,6356.31808357841,11053.6187330905,-17197.936816669
221,6356.31808357841,11169.9707446279,-17305.2888282063
230,6695.63289515209,11269.9607739109,-17735.5936690629
227,6695.63289515209,11369.9508031938,-17838.5836983459
300,6695.63289515209,11467.9550346231,-17863.5879297752
262,6695.63289515209,11565.9592660524,-17999.5921612045
267,6840.70426367603,11628.1653308125,-18201.8695944885
259,6840.70426367603,11690.3713955725,-18272.0756592485
278,6840.70426367603,11681.9189942204,-18244.6232578964
265,6840.70426367603,11673.4665928683,-18249.1708565443
262,6945.0293940465,11609.0711278199,-18292.1005218664
200,6945.0293940465,11544.6756627716,-18289.7050568181
207,6945.0293940465,11400.4476942732,-18138.4770883197
178,6945.0293940465,11256.2197257748,-18023.2491198213
