,WikipediaTrend
2012-05-18,2270.0
2012-05-19,2145.0
2012-05-20,1925.0
2012-05-21,4465.0
2012-05-22,3222.0
2012-05-23,2436.0
2012-05-24,2166.0
2012-05-25,1865.0
2012-05-26,2405.0
2012-05-27,2113.0
2012-05-28,2264.0
2012-05-29,2586.0
2012-05-30,2548.0
2012-05-31,2290.0
2012-06-01,2519.0
2012-06-02,1783.0
2012-06-03,1813.0
2012-06-04,2132.0
2012-06-05,2442.0
2012-06-06,2008.0
2012-06-07,2010.0
2012-06-08,2396.0
2012-06-09,2325.0
2012-06-10,2630.0
2012-06-11,5353.0
2012-06-12,3742.0
2012-06-13,4302.0
2012-06-14,2904.0
2012-06-15,2579.0
2012-06-16,2416.0
2012-06-17,2245.0
2012-06-18,3739.0
2012-06-19,4178.0
2012-06-20,2841.0
2012-06-21,2884.0
2012-06-22,2341.0
2012-06-23,2346.0
2012-06-24,2115.0
2012-06-25,2511.0
2012-06-26,2448.0
2012-06-27,2367.0
2012-06-28,2274.0
2012-06-29,2491.0
2012-06-30,2010.0
2012-07-01,2042.0
2012-07-02,2473.0
2012-07-03,2516.0
2012-07-04,2628.0
2012-07-05,2087.0
2012-07-06,2300.0
2012-07-07,1843.0
2012-07-08,1927.0
2012-07-09,6016.0
2012-07-10,3078.0
2012-07-11,5921.0
2012-07-12,3326.0
2012-07-13,3324.0
2012-07-14,2256.0
2012-07-15,2252.0
2012-07-16,2833.0
2012-07-17,3367.0
2012-07-18,3236.0
2012-07-19,3867.0
2012-07-20,3782.0
2012-07-21,2689.0
2012-07-22,2705.0
2012-07-23,3042.0
2012-07-24,2701.0
2012-07-25,2697.0
2012-07-26,2646.0
2012-07-27,2354.0
2012-07-28,1958.0
2012-07-29,2175.0
2012-07-30,2516.0
2012-07-31,3093.0
2012-08-01,2692.0
2012-08-02,2837.0
2012-08-03,2720.0
2012-08-04,2153.0
2012-08-05,2141.0
2012-08-06,2840.0
2012-08-07,3555.0
2012-08-08,3751.0
2012-08-09,3315.0
2012-08-10,3134.0
2012-08-11,2773.0
2012-08-12,3040.0
2012-08-13,3491.0
2012-08-14,4392.0
2012-08-15,4334.0
2012-08-16,4982.0
2012-08-17,4269.0
2012-08-18,3030.0
2012-08-19,3136.0
2012-08-20,3904.0
2012-08-21,6253.0
2012-08-22,6499.0
2012-08-23,5034.0
2012-08-24,6807.0
2012-08-25,2954.0
2012-08-26,2947.0
2012-08-27,3755.0
2012-08-28,3633.0
2012-08-29,4599.0
2012-08-30,3422.0
2012-08-31,2700.0
2012-09-01,2613.0
2012-09-02,2928.0
2012-09-03,3122.0
2012-09-04,3287.0
2012-09-05,22588.0
2012-09-06,26137.0
2012-09-07,9453.0
2012-09-08,6147.0
2012-09-09,4600.0
2012-09-10,5133.0
2012-09-11,4132.0
2012-09-12,4707.0
2012-09-13,3683.0
2012-09-14,3406.0
2012-09-15,2600.0
2012-09-16,3240.0
2012-09-17,4115.0
2012-09-18,4017.0
2012-09-19,6444.0
2012-09-20,4161.0
2012-09-21,3286.0
2012-09-22,2682.0
2012-09-23,2972.0
2012-09-24,3523.0
2012-09-25,4128.0
2012-09-26,4644.0
2012-09-27,4766.0
2012-09-28,3923.0
2012-09-29,3735.0
2012-09-30,3453.0
2012-10-01,5047.0
2012-10-02,4925.0
2012-10-03,5431.0
2012-10-04,4422.0
2012-10-05,3818.0
2012-10-06,2973.0
2012-10-07,3061.0
2012-10-08,3886.0
2012-10-09,3858.0
2012-10-10,3866.0
2012-10-11,4670.0
2012-10-12,4764.0
2012-10-13,2874.0
2012-10-14,3165.0
2012-10-15,4118.0
2012-10-16,3745.0
2012-10-17,3873.0
2012-10-18,4942.0
2012-10-19,3807.0
2012-10-20,2778.0
2012-10-21,3209.0
2012-10-22,3823.0
2012-10-23,3557.0
2012-10-24,3483.0
2012-10-25,3666.0
2012-10-26,3078.0
2012-10-27,2605.0
2012-10-28,2978.0
2012-10-29,3275.0
2012-10-30,3071.0
2012-10-31,3128.0
2012-11-01,2947.0
2012-11-02,2838.0
2012-11-03,2800.0
2012-11-04,3391.0
2012-11-05,3955.0
2012-11-06,3485.0
2012-11-07,3220.0
2012-11-08,4091.0
2012-11-09,3522.0
2012-11-10,3485.0
2012-11-11,3443.0
2012-11-12,4742.0
2012-11-13,4307.0
2012-11-14,4077.0
2012-11-15,3409.0
2012-11-16,6763.0
2012-11-17,4442.0
2012-11-18,4181.0
2012-11-19,5160.0
2012-11-20,4450.0
2012-11-21,3919.0
2012-11-22,3387.0
2012-11-23,3321.0
2012-11-24,3171.0
2012-11-25,3431.0
2012-11-26,7529.0
2012-11-27,5280.0
2012-11-28,12795.0
2012-11-29,6205.0
2012-11-30,4643.0
2012-12-01,3493.0
2012-12-02,3973.0
2012-12-03,4493.0
2012-12-04,4905.0
2012-12-05,5424.0
2012-12-06,6565.0
2012-12-07,5684.0
2012-12-08,6045.0
2012-12-09,7842.0
2012-12-10,7382.0
2012-12-11,7234.0
2012-12-12,5785.0
2012-12-13,5896.0
2012-12-14,5227.0
2012-12-15,3881.0
2012-12-16,3965.0
2012-12-17,5063.0
2012-12-18,4230.0
2012-12-19,4004.0
2012-12-20,3748.0
2012-12-21,3640.0
2012-12-22,2878.0
2012-12-23,3030.0
2012-12-24,3334.0
2012-12-25,2888.0
2012-12-26,3247.0
2012-12-27,3652.0
2012-12-28,3536.0
2012-12-29,3261.0
2012-12-30,3045.0
2012-12-31,3093.0
2013-01-01,2834.0
2013-01-02,4265.0
2013-01-03,5599.0
2013-01-04,6312.0
2013-01-05,7387.0
2013-01-06,6976.0
2013-01-07,6736.0
2013-01-08,5825.0
2013-01-09,5294.0
2013-01-10,5294.0
2013-01-11,5677.0
2013-01-12,4545.0
2013-01-13,4770.0
2013-01-14,4656.0
2013-01-15,4506.0
2013-01-16,4442.0
2013-01-17,6120.0
2013-01-18,5028.0
2013-01-19,3759.0
2013-01-20,3941.0
2013-01-21,4530.0
2013-01-22,4565.0
2013-01-23,18242.0
2013-01-24,8025.0
2013-01-25,6195.0
2013-01-26,4104.0
2013-01-27,4239.0
2013-01-28,6529.0
2013-01-29,6939.0
2013-01-30,6814.0
2013-01-31,6342.0
2013-02-01,5648.0
2013-02-02,9678.0
2013-02-03,6362.0
2013-02-04,6984.0
2013-02-05,6000.0
2013-02-06,7608.0
2013-02-07,6664.0
2013-02-08,5981.0
2013-02-09,6056.0
2013-02-10,5711.0
2013-02-11,6034.0
2013-02-12,10256.0
2013-02-13,8210.0
2013-02-14,9269.0
2013-02-15,10071.0
2013-02-16,6129.0
2013-02-17,7714.0
2013-02-18,11326.0
2013-02-19,11541.0
2013-02-20,8773.0
2013-02-21,8180.0
2013-02-22,9066.0
2013-02-23,7353.0
2013-02-24,7307.0
2013-02-25,9033.0
2013-02-26,8487.0
2013-02-27,8415.0
2013-02-28,13207.0
2013-03-01,11948.0
2013-03-02,7736.0
2013-03-03,8361.0
2013-03-04,9261.0
2013-03-05,11349.0
2013-03-06,13445.0
2013-03-07,15145.0
2013-03-08,12882.0
2013-03-09,13204.0
2013-03-10,12970.0
2013-03-11,16072.0
2013-03-12,22626.0
2013-03-13,16349.0
2013-03-14,13358.0
2013-03-15,10415.0
2013-03-16,8527.0
2013-03-17,8995.0
2013-03-18,13736.0
2013-03-19,17682.0
2013-03-20,20852.0
2013-03-21,29900.0
2013-03-22,51531.0
2013-03-23,56002.0
2013-03-24,25540.0
2013-03-25,32115.0
2013-03-26,26695.0
2013-03-27,30795.0
2013-03-28,43108.0
2013-03-29,39232.0
2013-03-30,30977.0
2013-03-31,23302.0
2013-04-01,37507.0
2013-04-02,41999.0
2013-04-03,66431.0
2013-04-04,65877.0
2013-04-05,46568.0
2013-04-06,30299.0
2013-04-07,33661.0
2013-04-08,60884.0
2013-04-09,76464.0
2013-04-10,113236.0
2013-04-11,144451.0
2013-04-12,132889.0
2013-04-13,61147.0
2013-04-14,49317.0
2013-04-15,64500.0
2013-04-16,49371.0
2013-04-17,42503.0
2013-04-18,39972.0
2013-04-19,29276.0
2013-04-20,17949.0
2013-04-21,18111.0
2013-04-22,21834.0
2013-04-23,22338.0
2013-04-24,20297.0
2013-04-25,18182.0
2013-04-26,18090.0
2013-04-27,14737.0
2013-04-28,17575.0
2013-04-29,19369.0
2013-04-30,20131.0
2013-05-01,24884.0
2013-05-02,26947.0
2013-05-03,24542.0
2013-05-04,14134.0
2013-05-05,13344.0
2013-05-06,18687.0
2013-05-07,17571.0
2013-05-08,16755.0
2013-05-09,15617.0
2013-05-10,13894.0
2013-05-11,11174.0
2013-05-12,10183.0
2013-05-13,17615.0
2013-05-14,17556.0
2013-05-15,18229.0
2013-05-16,18617.0
2013-05-17,16701.0
2013-05-18,12662.0
2013-05-19,19673.0
2013-05-20,19404.0
2013-05-21,15694.0
2013-05-22,15174.0
2013-05-23,15944.0
2013-05-24,15600.0
2013-05-25,9981.0
2013-05-26,10626.0
2013-05-27,11443.0
2013-05-28,19251.0
2013-05-29,20860.0
2013-05-30,17146.0
2013-05-31,17981.0
2013-06-01,13715.0
2013-06-02,11739.0
2013-06-03,13894.0
2013-06-04,11585.0
2013-06-05,12479.0
2013-06-06,12543.0
2013-06-07,11914.0
2013-06-08,9639.0
2013-06-09,10994.0
2013-06-10,18167.0
2013-06-11,22042.0
2013-06-12,15994.0
2013-06-13,11778.0
2013-06-14,10728.0
2013-06-15,7412.0
2013-06-16,7518.0
2013-06-17,9194.0
2013-06-18,10855.0
2013-06-19,10229.0
2013-06-20,10317.0
2013-06-21,9945.0
2013-06-22,7585.0
2013-06-23,7914.0
2013-06-24,11888.0
2013-06-25,11047.0
2013-06-26,9645.0
2013-06-27,10083.0
2013-06-28,9924.0
2013-06-29,7050.0
2013-06-30,9319.0
2013-07-01,11427.0
2013-07-02,33934.0
2013-07-03,21657.0
2013-07-04,11731.0
2013-07-05,10468.0
2013-07-06,7422.0
2013-07-07,7614.0
2013-07-08,10102.0
2013-07-09,9636.0
2013-07-10,10002.0
2013-07-11,9254.0
2013-07-12,7917.0
2013-07-13,5605.0
2013-07-14,6361.0
2013-07-15,7308.0
2013-07-16,8023.0
2013-07-17,8186.0
2013-07-18,8408.0
2013-07-19,8872.0
2013-07-20,5408.0
2013-07-21,5924.0
2013-07-22,11066.0
2013-07-23,7741.0
2013-07-24,4695.0
2013-07-25,9340.0
2013-07-26,8897.0
2013-07-27,6130.0
2013-07-28,6193.0
2013-07-29,7839.0
2013-07-30,11030.0
2013-07-31,9172.0
2013-08-01,7669.0
2013-08-02,6647.0
2013-08-03,5591.0
2013-08-04,5763.0
2013-08-05,9242.0
2013-08-06,7462.0
2013-08-07,7532.0
2013-08-08,11948.0
2013-08-09,8808.0
2013-08-10,5431.0
2013-08-11,6171.0
2013-08-12,11057.0
2013-08-13,11704.0
2013-08-14,16375.0
2013-08-15,14167.0
2013-08-16,11747.0
2013-08-17,7891.0
2013-08-18,7198.0
2013-08-19,11525.0
2013-08-20,12296.0
2013-08-21,12294.0
2013-08-22,10677.0
2013-08-23,9295.0
2013-08-24,6606.0
2013-08-25,6038.0
2013-08-26,7730.0
2013-08-27,9948.0
2013-08-28,10249.0
2013-08-29,8736.0
2013-08-30,7324.0
2013-08-31,5596.0
2013-09-01,5510.0
2013-09-02,6290.0
2013-09-03,7159.0
2013-09-04,6799.0
2013-09-05,7296.0
2013-09-06,7251.0
2013-09-07,5067.0
2013-09-08,7985.0
2013-09-09,11786.0
2013-09-10,8561.0
2013-09-11,7256.0
2013-09-12,6593.0
2013-09-13,6064.0
2013-09-14,4639.0
2013-09-15,5013.0
2013-09-16,7838.0
2013-09-17,8036.0
2013-09-18,6979.0
2013-09-19,6316.0
2013-09-20,8754.0
2013-09-21,6022.0
2013-09-22,5809.0
2013-09-23,8428.0
2013-09-24,7001.0
2013-09-25,6596.0
2013-09-26,7828.0
2013-09-27,6296.0
2013-09-28,4964.0
2013-09-29,5712.0
2013-09-30,7069.0
2013-10-01,6781.0
2013-10-02,20848.0
2013-10-03,52661.0
2013-10-04,27889.0
2013-10-05,16606.0
2013-10-06,12473.0
2013-10-07,15642.0
2013-10-08,14265.0
2013-10-09,13836.0
2013-10-10,11040.0
2013-10-11,8572.0
2013-10-12,6130.0
2013-10-13,6208.0
2013-10-14,8019.0
2013-10-15,9331.0
2013-10-16,9427.0
2013-10-17,8501.0
2013-10-18,9780.0
2013-10-19,6494.0
2013-10-20,6638.0
2013-10-21,8371.0
2013-10-22,9361.0
2013-10-23,11510.0
2013-10-24,11532.0
2013-10-25,11559.0
2013-10-26,16360.0
2013-10-27,18735.0
2013-10-28,19364.0
2013-10-29,44429.0
2013-10-30,78588.0
2013-10-31,115738.0
2013-11-01,28981.0
2013-11-02,19854.0
2013-11-03,16620.0
2013-11-04,27588.0
2013-11-05,29997.0
2013-11-06,33474.0
2013-11-07,27883.0
2013-11-08,27565.0
2013-11-09,26469.0
2013-11-10,23020.0
2013-11-11,23143.0
2013-11-12,27076.0
2013-11-13,28764.0
2013-11-14,31584.0
2013-11-15,34897.0
2013-11-16,25776.0
2013-11-17,23099.0
2013-11-18,70053.0
2013-11-19,110784.0
2013-11-20,71382.0
2013-11-21,62841.0
2013-11-22,61973.0
2013-11-23,38039.0
2013-11-24,34256.0
2013-11-25,39051.0
2013-11-26,44349.0
2013-11-27,74206.0
2013-11-28,131842.0
2013-11-29,114020.0
2013-11-30,86405.0
2013-12-01,51748.0
2013-12-02,78289.0
2013-12-03,77023.0
2013-12-04,60709.0
2013-12-05,94198.0
2013-12-06,96138.0
2013-12-07,69786.0
2013-12-08,47142.0
2013-12-09,57015.0
2013-12-10,58163.0
2013-12-11,58345.0
2013-12-12,49319.0
2013-12-13,48440.0
2013-12-14,40669.0
2013-12-15,46318.0
2013-12-16,53665.0
2013-12-17,47959.0
2013-12-18,75222.0
2013-12-19,55874.0
2013-12-20,39124.0
2013-12-21,31251.0
2013-12-22,37735.0
2013-12-23,42555.0
2013-12-24,36442.0
2013-12-25,30239.0
2013-12-26,33167.0
2013-12-27,37221.0
2013-12-28,29657.0
2013-12-29,29680.0
2013-12-30,32164.0
2013-12-31,28038.0
2014-01-01,24217.0
2014-01-02,29082.0
2014-01-03,30801.0
2014-01-04,23819.0
2014-01-05,23819.0
2014-01-06,23819.0
2014-01-07,40207.0
2014-01-08,41537.0
2014-01-09,44494.0
2014-01-10,42173.0
2014-01-11,28053.0
2014-01-12,28083.0
2014-01-13,35014.0
2014-01-14,39511.0
2014-01-15,42328.0
2014-01-16,49803.0
2014-01-17,53411.0
2014-01-18,28390.0
2014-01-19,25861.0
2014-01-20,35549.0
2014-01-21,48477.0
2014-01-22,54006.0
2014-01-23,41243.0
2014-01-24,36444.0
2014-01-25,23776.0
2014-01-26,26389.0
2014-01-27,53753.0
2014-01-28,58063.0
2014-01-29,42548.0
2014-01-30,36435.0
2014-01-31,29816.0
2014-02-01,28465.0
2014-02-02,25720.0
2014-02-03,30392.0
2014-02-04,47240.0
2014-02-05,33475.0
2014-02-06,33775.0
2014-02-07,43416.0
2014-02-08,31280.0
2014-02-09,31909.0
2014-02-10,45371.0
2014-02-11,38009.0
2014-02-12,29527.0
2014-02-13,26195.0
2014-02-14,28706.0
2014-02-15,18671.0
2014-02-16,21153.0
2014-02-17,23800.0
2014-02-18,33745.0
2014-02-19,34861.0
2014-02-20,35181.0
2014-02-21,24591.0
2014-02-22,18745.0
2014-02-23,16381.0
2014-02-24,21279.0
2014-02-25,92982.0
2014-02-26,67159.0
2014-02-27,43936.0
2014-02-28,67996.0
2014-03-01,47117.0
2014-03-02,30043.0
2014-03-03,33005.0
2014-03-04,33586.0
2014-03-05,48111.0
2014-03-06,90661.0
2014-03-07,117925.0
2014-03-08,40117.0
2014-03-09,26509.0
2014-03-10,31999.0
2014-03-11,29360.0
2014-03-12,28031.0
2014-03-13,25124.0
2014-03-14,20469.0
2014-03-15,13741.0
2014-03-16,12761.0
2014-03-17,19420.0
2014-03-18,19571.0
2014-03-19,17649.0
2014-03-20,21948.0
2014-03-21,36706.0
2014-03-22,19661.0
2014-03-23,15847.0
2014-03-24,17525.0
2014-03-25,21100.0
2014-03-26,27744.0
2014-03-27,19858.0
2014-03-28,16703.0
2014-03-29,11392.0
2014-03-30,11978.0
2014-03-31,19901.0
2014-04-01,16779.0
2014-04-02,18673.0
2014-04-03,22840.0
2014-04-04,20921.0
2014-04-05,12837.0
2014-04-06,9145.0
2014-04-07,12300.0
2014-04-08,12908.0
2014-04-09,17143.0
2014-04-10,14557.0
2014-04-11,12871.0
2014-04-12,9127.0
2014-04-13,9685.0
2014-04-14,19178.0
2014-04-15,12776.0
2014-04-16,16923.0
2014-04-17,15535.0
2014-04-18,9878.0
2014-04-19,9531.0
2014-04-20,7607.0
2014-04-21,10717.0
2014-04-22,11899.0
2014-04-23,11083.0
2014-04-24,10539.0
2014-04-25,12066.0
2014-04-26,7333.0
2014-04-27,8968.0
2014-04-28,12811.0
2014-04-29,11149.0
2014-04-30,14733.0
2014-05-01,11538.0
2014-05-02,8822.0
2014-05-03,5973.0
2014-05-04,6595.0
2014-05-05,12231.0
2014-05-06,9739.0
2014-05-07,9648.0
2014-05-08,9400.0
2014-05-09,11495.0
2014-05-10,8091.0
2014-05-11,7605.0
2014-05-12,8747.0
2014-05-13,9478.0
2014-05-14,9434.0
2014-05-15,9039.0
2014-05-16,7724.0
2014-05-17,5874.0
2014-05-18,6041.0
2014-05-19,8198.0
2014-05-20,13031.0
2014-05-21,9988.0
2014-05-22,9136.0
2014-05-23,7601.0
2014-05-24,5576.0
2014-05-25,6088.0
2014-05-26,8192.0
2014-05-27,10016.0
2014-05-28,10114.0
2014-05-29,11472.0
2014-05-30,9715.0
2014-05-31,6251.0
2014-06-01,6128.0
2014-06-02,9356.0
2014-06-03,12393.0
2014-06-04,11310.0
2014-06-05,10190.0
2014-06-06,8081.0
2014-06-07,6565.0
2014-06-08,7209.0
2014-06-09,9207.0
2014-06-10,10264.0
2014-06-11,9849.0
2014-06-12,14318.0
2014-06-13,18048.0
2014-06-14,7669.0
2014-06-15,8148.0
2014-06-16,13789.0
2014-06-17,14564.0
2014-06-18,13792.0
2014-06-19,12198.0
2014-06-20,9648.0
2014-06-21,5362.0
2014-06-22,5236.0
2014-06-23,6999.0
2014-06-24,7225.0
2014-06-25,7149.0
2014-06-26,6444.0
2014-06-27,12330.0
2014-06-28,9991.0
2014-06-29,5949.0
2014-06-30,9240.0
2014-07-01,7804.0
2014-07-02,10273.0
2014-07-03,8724.0
2014-07-04,6805.0
2014-07-05,5253.0
2014-07-06,5017.0
2014-07-07,8135.0
2014-07-08,7902.0
2014-07-09,6959.0
2014-07-10,7764.0
2014-07-11,6818.0
2014-07-12,6926.0
2014-07-13,5766.0
2014-07-14,6661.0
2014-07-15,7691.0
2014-07-16,8349.0
2014-07-17,8251.0
2014-07-18,7931.0
2014-07-19,6322.0
2014-07-20,6076.0
2014-07-21,7648.0
2014-07-22,8081.0
2014-07-23,8093.0
2014-07-24,7461.0
2014-07-25,6794.0
2014-07-26,6860.0
2014-07-27,5208.0
2014-07-28,7434.0
2014-07-29,7203.0
2014-07-30,8819.0
2014-07-31,8498.0
2014-08-01,7082.0
2014-08-02,4874.0
2014-08-03,5013.0
2014-08-04,6473.0
2014-08-05,7195.0
2014-08-06,8416.0
2014-08-07,7345.0
2014-08-08,6241.0
2014-08-09,5201.0
2014-08-10,5053.0
2014-08-11,7710.0
2014-08-12,8781.0
2014-08-13,9815.0
2014-08-14,9082.0
2014-08-15,6950.0
2014-08-16,7461.0
2014-08-17,5804.0
2014-08-18,7527.0
2014-08-19,7330.0
2014-08-20,8549.0
2014-08-21,7384.0
2014-08-22,7312.0
2014-08-23,4857.0
2014-08-24,5229.0
2014-08-25,6324.0
2014-08-26,7976.0
2014-08-27,5662.0
2014-08-28,6778.0
2014-08-29,6890.0
2014-08-30,5601.0
2014-08-31,6491.0
2014-09-01,9636.0
2014-09-02,12071.0
2014-09-03,10304.0
2014-09-04,10617.0
2014-09-05,10277.0
2014-09-06,6055.0
2014-09-07,5430.0
2014-09-08,6999.0
2014-09-09,8947.0
2014-09-10,9409.0
2014-09-11,10149.0
2014-09-12,9195.0
2014-09-13,5394.0
2014-09-14,6057.0
2014-09-15,8456.0
2014-09-16,8045.0
2014-09-17,7888.0
2014-09-18,7684.0
2014-09-19,6740.0
2014-09-20,5223.0
2014-09-21,6132.0
2014-09-22,7484.0
2014-09-23,8142.0
2014-09-24,10163.0
2014-09-25,8284.0
2014-09-26,6656.0
2014-09-27,4891.0
2014-09-28,5126.0
2014-09-29,7773.0
2014-09-30,7804.0
2014-10-01,7901.0
2014-10-02,7532.0
2014-10-03,6788.0
2014-10-04,5258.0
2014-10-05,5800.0
2014-10-06,8860.0
2014-10-07,8647.0
2014-10-08,8189.0
2014-10-09,7801.0
2014-10-10,6970.0
2014-10-11,5267.0
2014-10-12,5328.0
2014-10-13,8618.0
2014-10-14,8511.0
2014-10-15,7896.0
2014-10-16,6379.0
2014-10-17,5762.0
2014-10-18,4525.0
2014-10-19,4566.0
2014-10-20,6024.0
2014-10-21,5800.0
2014-10-22,5844.0
2014-10-23,5475.0
2014-10-24,4878.0
2014-10-25,3810.0
2014-10-26,4172.0
2014-10-27,5606.0
2014-10-28,5906.0
2014-10-29,5841.0
2014-10-30,5490.0
2014-10-31,5181.0
2014-11-01,4449.0
2014-11-02,5768.0
2014-11-03,6694.0
2014-11-04,6780.0
2014-11-05,6789.0
2014-11-06,7604.0
2014-11-07,7568.0
2014-11-08,5103.0
2014-11-09,5126.0
2014-11-10,7109.0
2014-11-11,7023.0
2014-11-12,7310.0
2014-11-13,7925.0
2014-11-14,7076.0
2014-11-15,4718.0
2014-11-16,4955.0
2014-11-17,7118.0
2014-11-18,7652.0
2014-11-19,6642.0
2014-11-20,6116.0
2014-11-21,5575.0
2014-11-22,4024.0
2014-11-23,62578.0
2014-11-24,5560.0
2014-11-25,5647.0
2014-11-26,5918.0
2014-11-27,5690.0
2014-11-28,4765.0
2014-11-29,4024.0
2014-11-30,3764.0
2014-12-01,6483.0
2014-12-02,6852.0
2014-12-03,6788.0
2014-12-04,7413.0
2014-12-05,5909.0
2014-12-06,4028.0
2014-12-07,4564.0
2014-12-08,6955.0
2014-12-09,6637.0
2014-12-10,6072.0
2014-12-11,9425.0
2014-12-12,7488.0
2014-12-13,4387.0
2014-12-14,4132.0
2014-12-15,6255.0
2014-12-16,7506.0
2014-12-17,6914.0
2014-12-18,5977.0
2014-12-19,5289.0
2014-12-20,4159.0
2014-12-21,3916.0
2014-12-22,5515.0
2014-12-23,5083.0
2014-12-24,4173.0
2014-12-25,3500.0
2014-12-26,4910.0
2014-12-27,10521.0
2014-12-28,6059.0
2014-12-29,10304.0
2014-12-30,6715.0
2014-12-31,5596.0
2015-01-01,4373.0
2015-01-02,5633.0
2015-01-03,5143.0
2015-01-04,5495.0
2015-01-05,7349.0
2015-01-06,9160.0
2015-01-07,7715.0
2015-01-08,7867.0
2015-01-09,6438.0
2015-01-10,5328.0
2015-01-11,4744.0
2015-01-12,6481.0
2015-01-13,7507.0
2015-01-14,7910.0
2015-01-15,10214.0
2015-01-16,6887.0
2015-01-17,4413.0
2015-01-18,4533.0
2015-01-19,6533.0
2015-01-20,5918.0
2015-01-21,7064.0
2015-01-22,7021.0
2015-01-23,6829.0
2015-01-24,4231.0
2015-01-25,4188.0
2015-01-26,7389.0
2015-01-27,7243.0
2015-01-28,7182.0
2015-01-29,6097.0
2015-01-30,5098.0
2015-01-31,4390.0
2015-02-01,3926.0
2015-02-02,4840.0
2015-02-03,5787.0
2015-02-04,6204.0
2015-02-05,6971.0
2015-02-06,6303.0
2015-02-07,6394.0
2015-02-08,6515.0
2015-02-09,8365.0
2015-02-10,8472.0
2015-02-11,8389.0
2015-02-12,7024.0
2015-02-13,5994.0
2015-02-14,7672.0
2015-02-15,6236.0
2015-02-16,5982.0
2015-02-17,6181.0
2015-02-18,6139.0
2015-02-19,7242.0
2015-02-20,9743.0
2015-02-21,4910.0
2015-02-22,4669.0
2015-02-23,6543.0
2015-02-24,6130.0
2015-02-25,5903.0
2015-02-26,6060.0
2015-02-27,5515.0
2015-02-28,4333.0
2015-03-01,5994.0
2015-03-02,6037.0
2015-03-03,5830.0
2015-03-04,6455.0
2015-03-05,5858.0
2015-03-06,6631.0
2015-03-07,704923.0
2015-03-08,923659.0
2015-03-09,199565.0
2015-03-10,48209.0
2015-03-11,116178.0
2015-03-12,29910.0
2015-03-13,7485.0
2015-03-14,7575.0
2015-03-15,6351.0
2015-03-16,67227.0
2015-03-17,19767.0
2015-03-18,34820.0
2015-03-19,27697.0
2015-03-20,12972.0
2015-03-21,6631.0
2015-03-22,4449.0
2015-03-23,5860.0
2015-03-24,7801.0
2015-03-25,6535.0
2015-03-26,7147.0
2015-03-27,5671.0
2015-03-28,3860.0
2015-03-29,3988.0
2015-03-30,7566.0
2015-03-31,8090.0
2015-04-01,7500.0
2015-04-02,6838.0
2015-04-03,6050.0
2015-04-04,5497.0
2015-04-05,3993.0
2015-04-06,5131.0
2015-04-07,6143.0
2015-04-08,16090.0
2015-04-09,6207.0
2015-04-10,5176.0
2015-04-11,3817.0
2015-04-12,3767.0
2015-04-13,5631.0
2015-04-14,6150.0
2015-04-15,5271.0
2015-04-16,5734.0
2015-04-17,6455.0
2015-04-18,5504.0
2015-04-19,5416.0
2015-04-20,7826.0
2015-04-21,7827.0
2015-04-22,8615.0
2015-04-23,9700.0
2015-04-24,8084.0
2015-04-25,6593.0
2015-04-26,10476.0
2015-04-27,8422.0
2015-04-28,11456.0
2015-04-29,6233.0
2015-04-30,7483.0
2015-05-01,6285.0
2015-05-02,4942.0
2015-05-03,4953.0
2015-05-04,5223.0
2015-05-05,6119.0
2015-05-06,6178.0
2015-05-07,6313.0
2015-05-08,6051.0
2015-05-09,0.0
2015-05-10,7214.0
2015-05-11,7331.0
2015-05-12,7038.0
2015-05-13,6398.0
2015-05-14,8585.0
2015-05-15,6446.0
2015-05-16,7206.0
2015-05-17,5224.0
2015-05-18,6591.0
2015-05-19,9124.0
2015-05-20,9163.0
2015-05-21,7649.0
2015-05-22,6617.0
2015-05-23,4132.0
2015-05-24,5032.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,7494.0
2015-05-28,6714.0
2015-05-29,7241.0
2015-05-30,8503.0
2015-05-31,5489.0
2015-06-01,6491.0
2015-06-02,7154.0
2015-06-03,6135.0
2015-06-04,6729.0
2015-06-05,5706.0
2015-06-06,4650.0
2015-06-07,3988.0
2015-06-08,5737.0
2015-06-09,6010.0
2015-06-10,5570.0
2015-06-11,5710.0
2015-06-12,4621.0
2015-06-13,3259.0
2015-06-14,3280.0
2015-06-15,4643.0
2015-06-16,4915.0
2015-06-17,4749.0
2015-06-18,9095.0
2015-06-19,5359.0
2015-06-20,4155.0
2015-06-21,3717.0
2015-06-22,5023.0
2015-06-23,4960.0
2015-06-24,7310.0
2015-06-25,5858.0
2015-06-26,4455.0
2015-06-27,3645.0
2015-06-28,4148.0
2015-06-29,5606.0
2015-06-30,6484.0
2015-07-01,13137.0
2015-07-02,9938.0
2015-07-03,8498.0
2015-07-04,9113.0
2015-07-05,8908.0
2015-07-06,10456.0
2015-07-07,11392.0
2015-07-08,11294.0
2015-07-09,9808.0
2015-07-10,8478.0
2015-07-11,7097.0
2015-07-12,7439.0
2015-07-13,9053.0
2015-07-14,7900.0
2015-07-15,7585.0
2015-07-16,7822.0
2015-07-17,7264.0
2015-07-18,6343.0
2015-07-19,9256.0
2015-07-20,8946.0
2015-07-21,8595.0
2015-07-22,8892.0
2015-07-23,9449.0
2015-07-24,7952.0
2015-07-25,7283.0
2015-07-26,8473.0
2015-07-27,9626.0
