"NumTransactionsExcluding10000","seasonal","trend","remainder"
1,1335.76399545889,-1215.31165967597,-119.452335782923
0,1640.36526989028,-1258.30958898857,-382.055680901709
0,1640.36526989028,-1301.30751830117,-339.057751589105
0,1640.36526989028,-1353.46362053553,-286.901649354744
0,1640.36526989028,-1405.6197227699,-234.745547120383
0,1367.81680372383,-1457.8439040654,90.0271003415701
14,1367.81680372383,-1510.0680853609,156.251281637074
31,1367.81680372383,-1586.42563589065,249.608832166823
106,1367.81680372383,-1662.7831864204,400.966382696572
95,1228.21187005566,-1804.44161502568,671.229744970022
116,1228.21187005566,-1946.10004363095,833.888173575296
126,1228.21187005566,-2048.0357468745,945.823876818845
136,1228.21187005566,-2149.97145011805,1057.75958006239
117,1068.55701036191,-2221.26771984397,1269.71070948206
109,1068.55701036191,-2292.56398956988,1333.00697920797
101,1068.55701036191,-2342.95057275208,1375.39356239017
120,1068.55701036191,-2393.33715593427,1444.78014557236
118,1053.66317444734,-2441.48817604242,1505.82500159508
115,1053.66317444734,-2489.63919615057,1550.97602170323
76,1053.66317444734,-2516.8348290317,1539.17165458435
68,1053.66317444734,-2544.03046191282,1558.36728746547
201,1684.50324212677,-2583.25982538329,1099.75658325652
195,1684.50324212677,-2622.48918885376,1132.98594672699
116,1684.50324212677,-2670.1403494023,1101.63710727554
105,1684.50324212677,-2717.79150995085,1138.28826782408
103,1805.57092669826,-2694.00160037452,991.430673676258
122,1805.57092669826,-2670.21169079819,986.640764099927
122,1805.57092669826,-2631.21155681964,947.640630121376
129,1805.57092669826,-2592.21142284109,915.640496142825
118,1680.24381141118,-2558.24498319324,996.001171782063
127,1680.24381141118,-2524.27854354539,971.034732134218
150,1680.24381141118,-2425.08559784674,894.841786435559
126,1680.24381141118,-2325.89265214808,771.648840736901
121,2132.63279305192,-2272.02011193942,260.387318887498
129,2132.63279305192,-2218.14757173077,214.514778678842
130,2132.63279305192,-2228.74798855399,226.115195502063
135,2132.63279305192,-2239.34840537721,241.715612325284
129,2128.95175473039,-2262.26197374277,262.31021901238
127,2128.95175473039,-2285.17554210834,283.223787377945
132,2128.95175473039,-2368.3199106762,371.36815594581
119,2128.95175473039,-2451.46427924407,441.512524513676
124,1887.77142010103,-2563.40424015289,799.632820051859
141,1887.77142010103,-2675.34420106171,928.572780960678
125,1887.77142010103,-2775.50191085351,1012.73049075248
123,1887.77142010103,-2875.65962064532,1110.88820054429
119,2599.27231124699,-3049.21751779133,568.945206544335
124,2599.27231124699,-3222.77541493734,747.503103690343
