,TotalBitcoins
2011-01-18 18:15:05,5167250.0
2011-01-19 18:15:05,5176100.0
2011-01-20 18:15:05,5184500.0
2011-01-21 18:15:05,5193400.0
2011-01-22 18:15:05,5201600.0
2011-01-23 18:15:05,5210100.0
2011-01-24 18:15:05,5219100.0
2011-01-25 18:15:05,5226900.0
2011-01-26 18:15:05,5236650.0
2011-01-27 18:15:05,5244650.0
2011-01-28 18:15:05,5252800.0
2011-01-29 18:15:05,5260300.0
2011-01-30 18:15:05,5268500.0
2011-01-31 18:15:05,5276000.0
2011-02-01 18:15:05,5284950.0
2011-02-02 18:15:05,5293050.0
2011-02-03 18:15:05,5300500.0
2011-02-04 18:15:05,5310000.0
2011-02-05 18:15:05,5319150.0
2011-02-06 18:15:05,5327900.0
2011-02-07 18:15:05,5338200.0
2011-02-08 18:15:05,5346800.0
2011-02-09 18:15:05,5355950.0
2011-02-10 18:15:05,5365400.0
2011-02-11 18:15:05,5374950.0
2011-02-12 18:15:05,5384450.0
2011-02-13 18:15:05,5394650.0
2011-02-14 18:15:05,5403950.0
2011-02-15 18:15:05,5414550.0
2011-02-16 18:15:05,5426100.0
2011-02-17 18:15:05,5438100.0
2011-02-18 18:15:05,5448900.0
2011-02-19 18:15:05,5457700.0
2011-02-20 18:15:05,5467100.0
2011-02-21 18:15:05,5476400.0
2011-02-22 18:15:05,5487000.0
2011-02-23 18:15:05,5499150.0
2011-02-24 18:15:05,5509850.0
2011-02-25 18:15:05,5520950.0
2011-02-26 18:15:05,5533500.0
2011-02-27 18:15:05,5547050.0
2011-02-28 18:15:05,5555400.0
2011-03-01 18:15:05,5561900.0
2011-03-02 18:15:05,5570350.0
2011-03-03 18:15:05,5579500.0
2011-03-04 18:15:05,5589450.0
2011-03-05 18:15:05,5602700.0
2011-03-06 18:15:05,5616200.0
2011-03-07 18:15:05,5627950.0
2011-03-08 18:15:05,5637600.0
2011-03-09 18:15:05,5645500.0
2011-03-10 18:15:05,5651450.0
2011-03-11 18:15:05,5658200.0
2011-03-12 18:15:05,5665050.0
2011-03-13 18:15:05,5671000.0
2011-03-14 18:15:05,5676850.0
2011-03-15 18:15:05,5681700.0
2011-03-16 18:15:05,5689000.0
2011-03-17 18:15:05,5695550.0
2011-03-18 18:15:05,5702450.0
2011-03-19 18:15:05,5707900.0
2011-03-20 18:15:05,5714150.0
2011-03-21 18:15:05,5721900.0
2011-03-22 18:15:05,5728200.0
2011-03-23 18:15:05,5735600.0
2011-03-24 18:15:05,5743200.0
2011-03-25 18:15:05,5751300.0
2011-03-26 18:15:05,5758350.0
2011-03-27 18:15:05,5766000.0
2011-03-28 18:15:05,5774150.0
2011-03-29 18:15:05,5781850.0
2011-03-30 18:15:05,5789650.0
2011-03-31 18:15:05,5799750.0
2011-04-01 18:15:05,5808500.0
2011-04-02 18:15:05,5817950.0
2011-04-03 18:15:05,5826300.0
2011-04-04 18:15:05,5835300.0
2011-04-05 18:15:05,5845400.0
2011-04-06 18:15:05,5852350.0
2011-04-07 18:15:05,5860450.0
2011-04-08 18:15:05,5868250.0
2011-04-09 18:15:05,5876200.0
2011-04-10 18:15:05,5884600.0
2011-04-11 18:15:05,5892300.0
2011-04-12 18:15:05,5900650.0
2011-04-13 18:15:05,5910700.0
2011-04-14 18:15:05,5918850.0
2011-04-15 18:15:05,5925600.0
2011-04-16 18:15:05,5933950.0
2011-04-17 18:15:05,5942850.0
2011-04-18 18:15:05,5950650.0
2011-04-19 18:15:05,5957700.0
2011-04-20 18:15:05,5964900.0
2011-04-21 18:15:05,5973150.0
2011-04-22 18:15:05,5981800.0
2011-04-23 18:15:05,5990300.0
2011-04-24 18:15:05,5998200.0
2011-04-25 18:15:05,6007600.0
2011-04-26 18:15:05,6017250.0
2011-04-27 18:15:05,6026750.0
2011-04-28 18:15:05,6034700.0
2011-04-29 18:15:05,6044800.0
2011-04-30 18:15:05,6054050.0
2011-05-01 18:15:05,6063850.0
2011-05-02 18:15:05,6072750.0
2011-05-03 18:15:05,6083100.0
2011-05-04 18:15:05,6092400.0
2011-05-05 18:15:05,6103800.0
2011-05-06 18:15:05,6113750.0
2011-05-07 18:15:05,6124700.0
2011-05-08 18:15:05,6135000.0
2011-05-09 18:15:05,6147450.0
2011-05-10 18:15:05,6157450.0
2011-05-11 18:15:05,6166800.0
2011-05-12 18:15:05,6175000.0
2011-05-13 18:15:05,6185050.0
2011-05-14 18:15:05,6197450.0
2011-05-15 18:15:05,6208850.0
2011-05-16 18:15:05,6220050.0
2011-05-17 18:15:05,6233050.0
2011-05-18 18:15:05,6247200.0
2011-05-19 18:15:05,6256250.0
2011-05-20 18:15:05,6267450.0
2011-05-21 18:15:05,6278100.0
2011-05-22 18:15:05,6290800.0
2011-05-23 18:15:05,6304650.0
2011-05-24 18:15:05,6319400.0
2011-05-25 18:15:05,6334000.0
2011-05-26 18:15:05,6349900.0
2011-05-27 18:15:05,6359800.0
2011-05-28 18:15:05,6367550.0
2011-05-29 18:15:05,6376200.0
2011-05-30 18:15:05,6383850.0
2011-05-31 18:15:05,6391350.0
2011-06-01 18:15:05,6400250.0
2011-06-02 18:15:05,6409750.0
2011-06-03 18:15:05,6419900.0
2011-06-04 18:15:05,6430700.0
2011-06-05 18:15:05,6441100.0
2011-06-06 18:15:05,6453600.0
2011-06-07 18:15:05,6462050.0
2011-06-08 18:15:05,6471200.0
2011-06-09 18:15:05,6481800.0
2011-06-10 18:15:05,6493100.0
2011-06-11 18:15:05,6504700.0
2011-06-12 18:15:05,6516600.0
2011-06-13 18:15:05,6528850.0
2011-06-14 18:15:05,6540100.0
2011-06-15 18:15:05,6554200.0
2011-06-16 18:15:05,6564250.0
2011-06-17 18:15:05,6573250.0
2011-06-18 18:15:05,6583350.0
2011-06-19 18:15:05,6594300.0
2011-06-20 18:15:05,6605900.0
2011-06-21 18:15:05,6617450.0
2011-06-22 18:15:05,6630950.0
2011-06-23 18:15:05,6642850.0
2011-06-24 18:15:05,6654850.0
2011-06-25 18:15:05,6662400.0
2011-06-26 18:15:05,6670150.0
2011-06-27 18:15:05,6678150.0
2011-06-28 18:15:05,6685800.0
2011-06-29 18:15:05,6694650.0
2011-06-30 18:15:05,6703700.0
2011-07-01 18:15:05,6712700.0
2011-07-02 18:15:05,6721450.0
2011-07-03 18:15:05,6729450.0
2011-07-04 18:15:05,6737650.0
2011-07-05 18:15:05,6745200.0
2011-07-06 18:15:05,6753000.0
2011-07-07 18:15:05,6759800.0
2011-07-08 18:15:05,6767150.0
2011-07-09 18:15:05,6775050.0
2011-07-10 18:15:05,6782250.0
2011-07-11 18:15:05,6789700.0
2011-07-12 18:15:05,6796900.0
2011-07-13 18:15:05,6806050.0
2011-07-14 18:15:05,6813750.0
2011-07-15 18:15:05,6821800.0
2011-07-16 18:15:05,6829750.0
2011-07-17 18:15:05,6838200.0
2011-07-18 18:15:05,6845850.0
2011-07-19 18:15:05,6854050.0
2011-07-20 18:15:05,6861200.0
2011-07-21 18:15:05,6868950.0
2011-07-22 18:15:05,6876100.0
2011-07-23 18:15:05,6883350.0
2011-07-24 18:15:05,6892150.0
2011-07-25 18:15:05,6900000.0
2011-07-26 18:15:05,6908450.0
2011-07-27 18:15:05,6917450.0
2011-07-28 18:15:05,6925800.0
2011-07-29 18:15:05,6933850.0
2011-07-30 18:15:05,6941450.0
2011-07-31 18:15:05,6949850.0
2011-08-01 18:15:05,6958600.0
2011-08-02 18:15:05,6965950.0
2011-08-03 18:15:05,6973900.0
2011-08-04 18:15:05,6980550.0
2011-08-05 18:15:05,6987450.0
2011-08-06 18:15:05,6993650.0
2011-08-07 18:15:05,7000100.0
2011-08-08 18:15:05,7006550.0
2011-08-09 18:15:05,7013200.0
2011-08-10 18:15:05,7021500.0
2011-08-11 18:15:05,7028250.0
2011-08-12 18:15:05,7035100.0
2011-08-13 18:15:05,7041500.0
2011-08-14 18:15:05,7047650.0
2011-08-15 18:15:05,7054800.0
2011-08-16 18:15:05,7061550.0
2011-08-17 18:15:05,7068000.0
2011-08-18 18:15:05,7075900.0
2011-08-19 18:15:05,7082650.0
2011-08-20 18:15:05,7089900.0
2011-08-21 18:15:05,7097150.0
2011-08-22 18:15:05,7105950.0
2011-08-23 18:15:05,7114450.0
2011-08-24 18:15:05,7121000.0
2011-08-25 18:15:05,7127400.0
2011-08-26 18:15:05,7135100.0
2011-08-27 18:15:05,7141650.0
2011-08-28 18:15:05,7147350.0
2011-08-29 18:15:05,7153600.0
2011-08-30 18:15:05,7161350.0
2011-08-31 18:15:05,7168900.0
2011-09-01 18:15:05,7175250.0
2011-09-02 18:15:05,7183350.0
2011-09-03 18:15:05,7190450.0
2011-09-04 18:15:05,7196750.0
2011-09-05 18:15:05,7204450.0
2011-09-06 18:15:05,7211950.0
2011-09-07 18:15:05,7219300.0
2011-09-08 18:15:05,7225550.0
2011-09-09 18:15:05,7232550.0
2011-09-10 18:15:05,7239700.0
2011-09-11 18:15:05,7246600.0
2011-09-12 18:15:05,7253100.0
2011-09-13 18:15:05,7259900.0
2011-09-14 18:15:05,7267500.0
2011-09-15 18:15:05,7274900.0
2011-09-16 18:15:05,7281200.0
2011-09-17 18:15:05,7287350.0
2011-09-18 18:15:05,7295700.0
2011-09-19 18:15:05,7301800.0
2011-09-20 18:15:05,7308750.0
2011-09-21 18:15:05,7316150.0
2011-09-22 18:15:05,7323650.0
2011-09-23 18:15:05,7330350.0
2011-09-24 18:15:05,7336550.0
2011-09-25 18:15:05,7343650.0
2011-09-26 18:15:05,7350500.0
2011-09-27 18:15:05,7357300.0
2011-09-28 18:15:05,7363950.0
2011-09-29 18:15:05,7370650.0
2011-09-30 18:15:05,7376800.0
2011-10-01 18:15:05,7383600.0
2011-10-02 18:15:05,7390150.0
2011-10-03 18:15:05,7396650.0
2011-10-04 18:15:05,7403150.0
2011-10-05 18:15:05,7410000.0
2011-10-06 18:15:05,7416650.0
2011-10-07 18:15:05,7423050.0
2011-10-08 18:15:05,7429500.0
2011-10-09 18:15:05,7435650.0
2011-10-10 18:15:05,7441550.0
2011-10-11 18:15:05,7446850.0
2011-10-12 18:15:05,7452800.0
2011-10-13 18:15:05,7457350.0
2011-10-14 18:15:05,7464000.0
2011-10-15 18:15:05,7471050.0
2011-10-16 18:15:05,7477200.0
2011-10-17 18:15:05,7482850.0
2011-10-18 18:15:05,7489200.0
2011-10-19 18:15:05,7495800.0
2011-10-20 18:15:05,7500950.0
2011-10-21 18:15:05,7507850.0
2011-10-22 18:15:05,7512550.0
2011-10-23 18:15:05,7517800.0
2011-10-24 18:15:05,7523950.0
2011-10-25 18:15:05,7530450.0
2011-10-26 18:15:05,7535900.0
2011-10-27 18:15:05,7541650.0
2011-10-28 18:15:05,7546750.0
2011-10-29 18:15:05,7552700.0
2011-10-30 18:15:05,7557550.0
2011-10-31 18:15:05,7564400.0
2011-11-01 18:15:05,7571700.0
2011-11-02 18:15:05,7579250.0
2011-11-03 18:15:05,7585600.0
2011-11-04 18:15:05,7592750.0
2011-11-05 18:15:05,7600250.0
2011-11-06 18:15:05,7607650.0
2011-11-07 18:15:05,7614200.0
2011-11-08 18:15:05,7620950.0
2011-11-09 18:15:05,7629400.0
2011-11-10 18:15:05,7636650.0
2011-11-11 18:15:05,7642750.0
2011-11-12 18:15:05,7649500.0
2011-11-13 18:15:05,7656850.0
2011-11-14 18:15:05,7663650.0
2011-11-15 18:15:05,7672300.0
2011-11-16 18:15:05,7678950.0
2011-11-17 18:15:05,7686200.0
2011-11-18 18:15:05,7692750.0
2011-11-19 18:15:05,7699200.0
2011-11-20 18:15:05,7705600.0
2011-11-21 18:15:05,7712350.0
2011-11-22 18:15:05,7719100.0
2011-11-23 18:15:05,7725650.0
2011-11-24 18:15:05,7731250.0
2011-11-25 18:15:05,7737750.0
2011-11-26 18:15:05,7744100.0
2011-11-27 18:15:05,7749800.0
2011-11-28 18:15:05,7756000.0
2011-11-29 18:15:05,7762950.0
2011-11-30 18:15:05,7770250.0
2011-12-01 18:15:05,7779500.0
2011-12-02 18:15:05,7787350.0
2011-12-03 18:15:05,7794850.0
2011-12-04 18:15:05,7801700.0
2011-12-05 18:15:05,7809700.0
2011-12-06 18:15:05,7817650.0
2011-12-07 18:15:05,7825000.0
2011-12-08 18:15:05,7832700.0
2011-12-09 18:15:05,7840250.0
2011-12-10 18:15:05,7848100.0
2011-12-11 18:15:05,7855350.0
2011-12-12 18:15:05,7862050.0
2011-12-13 18:15:05,7868500.0
2011-12-14 18:15:05,7875700.0
2011-12-15 18:15:05,7881850.0
2011-12-16 18:15:05,7888050.0
2011-12-17 18:15:05,7895350.0
2011-12-18 18:15:05,7902700.0
2011-12-19 18:15:05,7910250.0
2011-12-20 18:15:05,7917000.0
2011-12-21 18:15:05,7924750.0
2011-12-22 18:15:05,7931650.0
2011-12-23 18:15:05,7939250.0
2011-12-24 18:15:05,7945850.0
2011-12-25 18:15:05,7954550.0
2011-12-26 18:15:05,7963150.0
2011-12-27 18:15:05,7971100.0
2011-12-28 18:15:05,7978600.0
2011-12-29 18:15:05,7985600.0
2011-12-30 18:15:05,7992000.0
2011-12-31 18:15:05,8000050.0
2012-01-01 18:15:05,8007500.0
2012-01-02 18:15:05,8015100.0
2012-01-03 18:15:05,8023200.0
2012-01-04 18:15:05,8030900.0
2012-01-05 18:15:05,8038250.0
2012-01-06 18:15:05,8046750.0
2012-01-07 18:15:05,8055800.0
2012-01-08 18:15:05,8063850.0
2012-01-09 18:15:05,8071900.0
2012-01-10 18:15:05,8079200.0
2012-01-11 18:15:05,8086800.0
2012-01-12 18:15:05,8095100.0
2012-01-13 18:15:05,8101300.0
2012-01-14 18:15:05,8109300.0
2012-01-15 18:15:05,8116700.0
2012-01-16 18:15:05,8124600.0
2012-01-17 18:15:05,8132500.0
2012-01-18 18:15:05,8139600.0
2012-01-19 18:15:05,8146400.0
2012-01-20 18:15:05,8153300.0
2012-01-21 18:15:05,8162250.0
2012-01-22 18:15:05,8168750.0
2012-01-23 18:15:05,8177300.0
2012-01-24 18:15:05,8184050.0
2012-01-25 18:15:05,8191800.0
2012-01-26 18:15:05,8198300.0
2012-01-27 18:15:05,8205250.0
2012-01-28 18:15:05,8213000.0
2012-01-29 18:15:05,8221150.0
2012-01-30 18:15:05,8229450.0
2012-01-31 18:15:05,8237350.0
2012-02-01 18:15:05,8244100.0
2012-02-02 18:15:05,8252250.0
2012-02-03 18:15:05,8260250.0
2012-02-04 18:15:05,8268450.0
2012-02-05 18:15:05,8275250.0
2012-02-06 18:15:05,8282650.0
2012-02-07 18:15:05,8289800.0
2012-02-08 18:15:05,8296400.0
2012-02-09 18:15:05,8303600.0
2012-02-10 18:15:05,8310950.0
2012-02-11 18:15:05,8317850.0
2012-02-12 18:15:05,8325850.0
2012-02-13 18:15:05,8333200.0
2012-02-14 18:15:05,8340000.0
2012-02-15 18:15:05,8347100.0
2012-02-16 18:15:05,8353550.0
2012-02-17 18:15:05,8360650.0
2012-02-18 18:15:05,8369400.0
2012-02-19 18:15:05,8377250.0
2012-02-20 18:15:05,8384550.0
2012-02-21 18:15:05,8390950.0
2012-02-22 18:15:05,8398800.0
2012-02-23 18:15:05,8407200.0
2012-02-24 18:15:05,8414450.0
2012-02-25 18:15:05,8422800.0
2012-02-26 18:15:05,8430400.0
2012-02-27 18:15:05,8438300.0
2012-02-28 18:15:05,8445800.0
2012-02-29 18:15:05,8455100.0
2012-03-01 18:15:05,8462900.0
2012-03-02 18:15:05,8469550.0
2012-03-03 18:15:05,8475500.0
2012-03-04 18:15:05,8482000.0
2012-03-05 18:15:05,8488600.0
2012-03-06 18:15:05,8496000.0
2012-03-07 18:15:05,8503450.0
2012-03-08 18:15:05,8511250.0
2012-03-09 18:15:05,8519550.0
2012-03-10 18:15:05,8528200.0
2012-03-11 18:15:05,8534850.0
2012-03-12 18:15:05,8543300.0
2012-03-13 18:15:05,8550900.0
2012-03-14 18:15:05,8557800.0
2012-03-15 18:15:05,8564250.0
2012-03-16 18:15:05,8571400.0
2012-03-17 18:15:05,8580000.0
2012-03-18 18:15:05,8587800.0
2012-03-19 18:15:05,8595700.0
2012-03-20 18:15:05,8603100.0
2012-03-21 18:15:05,8611200.0
2012-03-22 18:15:05,8619000.0
2012-03-23 18:15:05,8625500.0
2012-03-24 18:15:05,8634100.0
2012-03-25 18:15:05,8642450.0
2012-03-26 18:15:05,8650050.0
2012-03-27 18:15:05,8657450.0
2012-03-28 18:15:05,8665400.0
2012-03-29 18:15:05,8672350.0
2012-03-30 18:15:05,8679850.0
2012-03-31 18:15:05,8688000.0
2012-04-01 18:15:05,8695500.0
2012-04-02 18:15:05,8701850.0
2012-04-03 18:15:05,8708250.0
2012-04-04 18:15:05,8715300.0
2012-04-05 18:15:05,8721250.0
2012-04-06 18:15:05,8727400.0
2012-04-07 18:15:05,8734000.0
2012-04-08 18:15:05,8741300.0
2012-04-09 18:15:05,8748850.0
2012-04-10 18:15:05,8756000.0
2012-04-11 18:15:05,8763150.0
2012-04-12 18:15:05,8770050.0
2012-04-13 18:15:05,8776350.0
2012-04-14 18:15:05,8783000.0
2012-04-15 18:15:05,8788850.0
2012-04-16 18:15:05,8795500.0
2012-04-17 18:15:05,8802600.0
2012-04-18 18:15:05,8808700.0
2012-04-19 18:15:05,8816500.0
2012-04-20 18:15:05,8824250.0
2012-04-21 18:15:05,8831600.0
2012-04-22 18:15:05,8839050.0
2012-04-23 18:15:05,8846450.0
2012-04-24 18:15:05,8852600.0
2012-04-25 18:15:05,8859500.0
2012-04-26 18:15:05,8867200.0
2012-04-27 18:15:05,8873500.0
2012-04-28 18:15:05,8881300.0
2012-04-29 18:15:05,8889600.0
2012-04-30 18:15:05,8898050.0
2012-05-01 18:15:05,8907000.0
2012-05-02 18:15:05,8914700.0
2012-05-03 18:15:05,8923000.0
2012-05-04 18:15:05,8930750.0
2012-05-05 18:15:05,8938550.0
2012-05-06 18:15:05,8947150.0
2012-05-07 18:15:05,8955700.0
2012-05-08 18:15:05,8965000.0
2012-05-09 18:15:05,8973200.0
2012-05-10 18:15:05,8980400.0
2012-05-11 18:15:05,8986550.0
2012-05-12 18:15:05,8993400.0
2012-05-13 18:15:05,9000000.0
2012-05-14 18:15:05,9007150.0
2012-05-15 18:15:05,9013700.0
2012-05-16 18:15:05,9019300.0
2012-05-17 18:15:05,9025200.0
2012-05-18 18:15:05,9032400.0
2012-05-19 18:15:05,9039700.0
2012-05-20 18:15:05,9046800.0
2012-05-21 18:15:05,9053400.0
2012-05-22 18:15:05,9059250.0
2012-05-23 18:15:05,9065300.0
2012-05-24 18:15:05,9072050.0
2012-05-25 18:15:05,9077850.0
2012-05-26 18:15:05,9084600.0
2012-05-27 18:15:05,9092800.0
2012-05-28 18:15:05,9099700.0
2012-05-29 18:15:05,9106500.0
2012-05-30 18:15:05,9112500.0
2012-05-31 18:15:05,9119800.0
2012-06-01 18:15:05,9127350.0
2012-06-02 18:15:05,9135150.0
2012-06-03 18:15:05,9143050.0
2012-06-04 18:15:05,9150600.0
2012-06-05 18:15:05,9157400.0
2012-06-06 18:15:05,9165850.0
2012-06-07 18:15:05,9172150.0
2012-06-08 18:15:05,9179550.0
2012-06-09 18:15:05,9187900.0
2012-06-10 18:15:05,9196400.0
2012-06-11 18:15:05,9204100.0
2012-06-12 18:15:05,9211100.0
2012-06-13 18:15:05,9219200.0
2012-06-14 18:15:05,9226500.0
2012-06-15 18:15:05,9234450.0
2012-06-16 18:15:05,9242450.0
2012-06-17 18:15:05,9250600.0
2012-06-18 18:15:05,9258450.0
2012-06-19 18:15:05,9267550.0
2012-06-20 18:15:05,9274350.0
2012-06-21 18:15:05,9280450.0
2012-06-22 18:15:05,9287500.0
2012-06-23 18:15:05,9295600.0
2012-06-24 18:15:05,9302600.0
2012-06-25 18:15:05,9310250.0
2012-06-26 18:15:05,9317650.0
2012-06-27 18:15:05,9325750.0
2012-06-28 18:15:05,9332500.0
2012-06-29 18:15:05,9339500.0
2012-06-30 18:15:05,9346600.0
2012-07-01 18:15:05,9353500.0
2012-07-02 18:15:05,9361550.0
2012-07-03 18:15:05,9368800.0
2012-07-04 18:15:05,9376750.0
2012-07-05 18:15:05,9383600.0
2012-07-06 18:15:05,9391250.0
2012-07-07 18:15:05,9399750.0
2012-07-08 18:15:05,9407450.0
2012-07-09 18:15:05,9415700.0
2012-07-10 18:15:05,9423250.0
2012-07-11 18:15:05,9430100.0
2012-07-12 18:15:05,9437650.0
2012-07-13 18:15:05,9445700.0
2012-07-14 18:15:05,9453150.0
2012-07-15 18:15:05,9460600.0
2012-07-16 18:15:05,9468000.0
2012-07-17 18:15:05,9476850.0
2012-07-18 18:15:05,9484400.0
2012-07-19 18:15:05,9491550.0
2012-07-20 18:15:05,9498500.0
2012-07-21 18:15:05,9506000.0
2012-07-22 18:15:05,9512950.0
2012-07-23 18:15:05,9520450.0
2012-07-24 18:15:05,9528500.0
2012-07-25 18:15:05,9536200.0
2012-07-26 18:15:05,9545100.0
2012-07-27 18:15:05,9553500.0
2012-07-28 18:15:05,9562000.0
2012-07-29 18:15:05,9569250.0
2012-07-30 18:15:05,9578500.0
2012-07-31 18:15:05,9585150.0
2012-08-01 18:15:05,9592200.0
2012-08-02 18:15:05,9599900.0
2012-08-03 18:15:05,9608550.0
2012-08-04 18:15:05,9616050.0
2012-08-05 18:15:05,9623300.0
2012-08-06 18:15:05,9630350.0
2012-08-07 18:15:05,9637800.0
2012-08-08 18:15:05,9646300.0
2012-08-09 18:15:05,9654250.0
2012-08-10 18:15:05,9662450.0
2012-08-11 18:15:05,9670350.0
2012-08-12 18:15:05,9678800.0
2012-08-13 18:15:05,9686450.0
2012-08-14 18:15:05,9694600.0
2012-08-15 18:15:05,9703150.0
2012-08-16 18:15:05,9710850.0
2012-08-17 18:15:05,9718000.0
2012-08-18 18:15:05,9725400.0
2012-08-19 18:15:05,9733300.0
2012-08-20 18:15:05,9742750.0
2012-08-21 18:15:05,9751800.0
2012-08-22 18:15:05,9759250.0
2012-08-23 18:15:05,9767500.0
2012-08-24 18:15:05,9775300.0
2012-08-25 18:15:05,9781850.0
2012-08-26 18:15:05,9790650.0
2012-08-27 18:15:05,9798100.0
2012-08-28 18:15:05,9805600.0
2012-08-29 18:15:05,9813900.0
2012-08-30 18:15:05,9821800.0
2012-08-31 18:15:05,9828950.0
2012-09-01 18:15:05,9837100.0
2012-09-02 18:15:05,9844750.0
2012-09-03 18:15:05,9853750.0
2012-09-04 18:15:05,9860150.0
2012-09-05 18:15:05,9869150.0
2012-09-06 18:15:05,9878450.0
2012-09-07 18:15:05,9887050.0
2012-09-08 18:15:05,9894050.0
2012-09-09 18:15:05,9901700.0
2012-09-10 18:15:05,9908900.0
2012-09-11 18:15:05,9916800.0
2012-09-12 18:15:05,9923850.0
2012-09-13 18:15:05,9931100.0
2012-09-14 18:15:05,9939200.0
2012-09-15 18:15:05,9946350.0
2012-09-16 18:15:05,9953850.0
2012-09-17 18:15:05,9962650.0
2012-09-18 18:15:05,9971000.0
2012-09-19 18:15:05,9978150.0
2012-09-20 18:15:05,9985500.0
2012-09-21 18:15:05,9993650.0
2012-09-22 18:15:05,10002250.0
2012-09-23 18:15:05,10009700.0
2012-09-24 18:15:05,10017500.0
2012-09-25 18:15:05,10024950.0
2012-09-26 18:15:05,10032100.0
2012-09-27 18:15:05,10039250.0
2012-09-28 18:15:05,10047450.0
2012-09-29 18:15:05,10055850.0
2012-09-30 18:15:05,10063450.0
2012-10-01 18:15:05,10070850.0
2012-10-02 18:15:05,10077650.0
2012-10-03 18:15:05,10084550.0
2012-10-04 18:15:05,10091250.0
2012-10-05 18:15:05,10098050.0
2012-10-06 18:15:05,10105150.0
2012-10-07 18:15:05,10112000.0
2012-10-08 18:15:05,10120300.0
2012-10-09 18:15:05,10127550.0
2012-10-10 18:15:05,10135000.0
2012-10-11 18:15:05,10141900.0
2012-10-12 18:15:05,10149450.0
2012-10-13 18:15:05,10156750.0
2012-10-14 18:15:05,10163650.0
2012-10-15 18:15:05,10171500.0
2012-10-16 18:15:05,10179100.0
2012-10-17 18:15:05,10186150.0
2012-10-18 18:15:05,10193900.0
2012-10-19 18:15:05,10201850.0
2012-10-20 18:15:05,10208750.0
2012-10-21 18:15:05,10216650.0
2012-10-22 18:15:05,10224950.0
2012-10-23 18:15:05,10231800.0
2012-10-24 18:15:05,10239600.0
2012-10-25 18:15:05,10246500.0
2012-10-26 18:15:05,10254550.0
2012-10-27 18:15:05,10263450.0
2012-10-28 18:15:05,10271900.0
2012-10-29 18:15:05,10279800.0
2012-10-30 18:15:05,10287250.0
2012-10-31 18:15:05,10294200.0
2012-11-01 18:15:05,10300950.0
2012-11-02 18:15:05,10308200.0
2012-11-03 18:15:05,10315350.0
2012-11-04 18:15:05,10323350.0
2012-11-05 18:15:05,10331000.0
2012-11-06 18:15:05,10337800.0
2012-11-07 18:15:05,10345650.0
2012-11-08 18:15:05,10353750.0
2012-11-09 18:15:05,10361000.0
2012-11-10 18:15:05,10369000.0
2012-11-11 18:15:05,10375600.0
2012-11-12 18:15:05,10382650.0
2012-11-13 18:15:05,10389450.0
2012-11-14 18:15:05,10396650.0
2012-11-15 18:15:05,10403450.0
2012-11-16 18:15:05,10410500.0
2012-11-17 18:15:05,10417550.0
2012-11-18 18:15:05,10425500.0
2012-11-19 18:15:05,10431650.0
2012-11-20 18:15:05,10439600.0
2012-11-21 18:15:05,10447300.0
2012-11-22 18:15:05,10454650.0
2012-11-23 18:15:05,10461900.0
2012-11-24 18:15:05,10470000.0
2012-11-25 18:15:05,10477050.0
2012-11-26 18:15:05,10485000.0
2012-11-27 18:15:05,10492600.0
2012-11-28 18:15:05,10500525.0
2012-11-29 18:15:05,10504650.0
2012-11-30 18:15:05,10507875.0
2012-12-01 18:15:05,10511875.0
2012-12-02 18:15:05,10515650.0
2012-12-03 18:15:05,10519400.0
2012-12-04 18:15:05,10522175.0
2012-12-05 18:15:05,10525175.0
2012-12-06 18:15:05,10528750.0
2012-12-07 18:15:05,10531850.0
2012-12-08 18:15:05,10535225.0
2012-12-09 18:15:05,10538475.0
2012-12-10 18:15:05,10542025.0
2012-12-11 18:15:05,10545650.0
2012-12-12 18:15:05,10548875.0
2012-12-13 18:15:05,10552275.0
2012-12-14 18:15:05,10554875.0
2012-12-15 18:15:05,10557825.0
2012-12-16 18:15:05,10560700.0
2012-12-17 18:15:05,10563850.0
2012-12-18 18:15:05,10567000.0
2012-12-19 18:15:05,10570575.0
2012-12-20 18:15:05,10573275.0
2012-12-21 18:15:05,10576300.0
2012-12-22 18:15:05,10579900.0
2012-12-23 18:15:05,10583350.0
2012-12-24 18:15:05,10586525.0
2012-12-25 18:15:05,10589600.0
2012-12-26 18:15:05,10593200.0
2012-12-27 18:15:05,10597225.0
2012-12-28 18:15:05,10601625.0
2012-12-29 18:15:05,10604975.0
2012-12-30 18:15:05,10608975.0
2012-12-31 18:15:05,10613175.0
2013-01-01 18:15:05,10617275.0
2013-01-02 18:15:05,10621175.0
2013-01-03 18:15:05,10625175.0
2013-01-04 18:15:05,10628700.0
2013-01-05 18:15:05,10632425.0
2013-01-06 18:15:05,10635975.0
2013-01-07 18:15:05,10640150.0
2013-01-08 18:15:05,10643750.0
2013-01-09 18:15:05,10647100.0
2013-01-10 18:15:05,10650750.0
2013-01-11 18:15:05,10653775.0
2013-01-12 18:15:05,10656750.0
2013-01-13 18:15:05,10659800.0
2013-01-14 18:15:05,10663650.0
2013-01-15 18:15:05,10666825.0
2013-01-16 18:15:05,10669900.0
2013-01-17 18:15:05,10672975.0
2013-01-18 18:15:05,10676100.0
2013-01-19 18:15:05,10679625.0
2013-01-20 18:15:05,10682925.0
2013-01-21 18:15:05,10686575.0
2013-01-22 18:15:05,10689775.0
