"NumTransactions","seasonal","trend","remainder"
176,2014.73923692275,-5950.9094357766,4112.17019885385
195,2302.2902556959,-6166.55825024292,4059.26799454703
183,2302.2902556959,-6382.20706470925,4262.91680901336
210,2302.2902556959,-6584.86746153158,4492.57720583568
189,2302.2902556959,-6787.52785835391,4674.23760265801
142,2157.75870743809,-6971.64659295467,4955.88788551658
246,2157.75870743809,-7155.76532755544,5244.00662011734
235,2157.75870743809,-7347.55178061309,5424.79307317499
250,2157.75870743809,-7539.33823367073,5631.57952623264
204,2537.12160593511,-7727.12574765045,5394.00414171534
210,2537.12160593511,-7914.91326163016,5587.79165569505
221,2537.12160593511,-8078.84055621268,5762.71895027757
211,2537.12160593511,-8242.76785079519,5916.64624486008
166,3065.17713458397,-8415.80268134513,5516.62554676116
181,3065.17713458397,-8588.83751189507,5704.66037731109
193,3065.17713458397,-8712.02610024035,5839.84896565638
227,3065.17713458397,-8835.21468858564,5997.03755400167
215,2590.8443111085,-8890.78794219627,6514.94363108777
194,2590.8443111085,-8946.3611958069,6549.51688469841
182,2590.8443111085,-8995.65851952653,6586.81420841803
244,2590.8443111085,-9044.95584324615,6698.11153213765
235,2574.7917619501,-9146.27826321962,6806.48650126952
183,2574.7917619501,-9247.60068319309,6855.80892124299
224,2574.7917619501,-9365.96945292867,7015.17769097857
218,2574.7917619501,-9484.33822266426,7127.54646071416
261,3359.84878699794,-9647.20633908169,6548.35755208375
252,3359.84878699794,-9810.07445549913,6702.22566850119
196,3359.84878699794,-9968.5971975701,6804.74841057217
150,3359.84878699794,-10127.1199396411,6917.27115264314
176,4007.56333166585,-10221.2823361187,6389.71900445286
176,4007.56333166585,-10315.4447325963,6483.88140093049
165,4007.56333166585,-10312.5089617025,6469.94563003662
187,4007.56333166585,-10309.5731908086,6489.00985914275
204,4312.28161322836,-10196.6334075342,6088.35179430585
151,4312.28161322836,-10083.6936242598,5922.41201103146
187,4312.28161322836,-9856.23447654151,5730.95286331314
178,4312.28161322836,-9628.77532882319,5494.49371559483
188,4385.78276246506,-9312.31676881313,5114.53400634807
178,4385.78276246506,-8995.85820880307,4788.07544633801
141,4385.78276246506,-8653.33770179092,4408.55493932586
149,4385.78276246506,-8310.81719477877,4074.03443231371
152,4406.225713561,-8012.650352214,3758.424638653
154,4406.225713561,-7714.48350964922,3462.25779608822
119,4406.225713561,-7467.74210953141,3180.51639597041
160,4406.225713561,-7221.0007094136,2974.7749958526
127,4501.02971183104,-7052.08816557803,2678.05845374699
128,4501.02971183104,-6883.17562174247,2510.14590991142
138,4501.02971183104,-6803.7927951381,2440.76308330706
127,4501.02971183104,-6724.40996853374,2350.3802567027
161,4961.41452047857,-6667.26759206599,1866.85307158742
144,4961.41452047857,-6610.12521559823,1792.71069511967
203,4961.41452047857,-6527.02428868695,1768.60976820838
191,4961.41452047857,-6443.92336177566,1673.5088412971
186,5282.89173648523,-6378.02767051422,1281.13593402899
215,5282.89173648523,-6312.13197925278,1244.24024276755
187,5282.89173648523,-6284.55925178363,1188.66751529841
197,5282.89173648523,-6256.98652431449,1171.09478782927
213,5435.44286024454,-6257.75677324631,1035.31391300177
182,5435.44286024454,-6258.52702217814,1005.08416193359
198,5435.44286024454,-6311.41580308526,1073.97294284072
205,5435.44286024454,-6364.30458399238,1133.86172374784
217,5688.21654674414,-6481.24205102787,1010.02550428373
213,5688.21654674414,-6598.17951806336,1122.96297131922
198,5688.21654674414,-6720.32847063876,1230.11192389462
155,5688.21654674414,-6842.47742321416,1309.26087647001
171,5931.57098284033,-6983.33210061679,1222.76111777646
175,5931.57098284033,-7124.18677801943,1367.6157951791
179,5931.57098284033,-7320.90346464941,1568.33248180908
175,5931.57098284033,-7517.6201512794,1761.04916843907
207,6029.78589570389,-7699.43304416708,1876.64714846319
208,6029.78589570389,-7881.24593705476,2059.46004135087
189,6029.78589570389,-7978.44342712564,2137.65753142175
294,6029.78589570389,-8075.64091719653,2339.85502149264
271,6220.15778347748,-8068.72363166407,2119.56584818659
270,6220.15778347748,-8061.80634613162,2111.64856265414
190,6220.15778347748,-7920.59523400485,1890.43745052736
230,6220.15778347748,-7779.38412187807,1789.22633840059
287,6518.22403277754,-7550.56551666319,1319.34148388565
234,6518.22403277754,-7321.74691144832,1037.52287867077
242,6518.22403277754,-7056.28059700133,780.056564223793
1337,6518.22403277754,-6790.81428255435,1609.59024977681
2296,6459.50977795425,-6456.97152105187,2293.46174309762
242,6459.50977795425,-6123.12875954939,-94.3810184048598
251,6459.50977795425,-5667.84113227885,-540.668645675397
210,6459.50977795425,-5212.55350500831,-1036.95627294593
198,6607.37076344664,-4621.2078176243,-1788.16294582234
191,6607.37076344664,-4029.86213024029,-2386.50863320635
210,6607.37076344664,-3318.18689085104,-3079.1838725956
220,6607.37076344664,-2606.51165146179,-3780.85911198485
225,7215.91178297711,-1483.3598700897,-5507.55191288742
219,7215.91178297711,-360.208088717602,-6636.70369425951
197,7215.91178297711,621.009397202873,-7639.92118017999
181,7215.91178297711,1602.22688312335,-8637.13866610046
187,7639.76932601333,2496.42701741033,-9949.19634342366
197,7639.76932601333,3390.62715169732,-10833.3964777107
186,7639.76932601333,4189.00435148473,-11642.7736774981
151,7639.76932601333,4987.38155127215,-12476.1508772855
191,7751.91281217085,5437.17464289067,-12998.0874550615
173,7751.91281217085,5886.96773450919,-13465.88054668
166,7751.91281217085,6322.34527817377,-13908.2580903446
170,7751.91281217085,6757.72282183835,-14339.6356340092
193,7720.03955465992,7125.50022650424,-14652.5397811642
161,7720.03955465992,7493.27763117014,-15052.3171858301
138,7720.03955465992,7767.25326202948,-15349.2928166894
147,7720.03955465992,8041.22889288882,-15614.2684475487
164,7516.00617375733,8229.74680398034,-15581.7529777377
148,7516.00617375733,8418.26471507186,-15786.2708888292
138,7516.00617375733,8515.6247681957,-15893.630941953
118,7516.00617375733,8612.98482131954,-16010.9909950769
173,7803.51885944547,8695.57685485775,-16326.0957143032
217,7803.51885944547,8778.16888839595,-16364.6877478414
212,7803.51885944547,8858.61309023714,-16450.1319496826
221,7803.51885944547,8939.05729207834,-16521.5761515238
230,8231.29330696266,9013.11971098552,-17014.4130179482
227,8231.29330696266,9087.1821298927,-17091.4754368554
300,8231.29330696266,9172.50136869019,-17103.7946756528
262,8231.29330696266,9257.82060748768,-17227.1139144503
267,8232.81741362199,9308.03830026541,-17273.8557138874
259,8232.81741362199,9358.25599304313,-17332.0734066651
278,8232.81741362199,9358.94918699825,-17313.7666006202
265,8232.81741362199,9359.64238095337,-17327.4597945754
262,8684.47429863437,9314.50610322651,-17736.9804018609
200,8684.47429863437,9269.36982549966,-17753.844124134
207,8684.47429863437,9092.5866391941,-17570.0609378285
178,8684.47429863437,8915.80345288855,-17422.2777515229
182,9126.19336118616,8669.0500852468,-17613.243446433
