"BitcoinDaysDestroyedMinWeek","seasonal","trend","remainder"
1895478,1028849.05357532,998273.495824946,-131644.549400271
7843327,1028849.05357532,838975.685986883,5975502.26043779
4841441,1027446.081504,679677.876148819,3134317.04234718
629890,1027446.081504,635529.373502771,-1033085.45500677
6172105,1027446.081504,591380.870856723,4553278.04763927
662831,1027446.081504,629426.090620028,-994041.172124031
563762,755574.069508997,667471.310383332,-859283.379892329
3985355,755574.069508997,715040.316141272,2514740.61434973
2407658,755574.069508997,762609.321899211,889474.608591791
857664,755574.069508997,902344.049213038,-800254.118722035
1831555,227923.112542521,1042078.77652686,561553.110930615
6026729,227923.11254252,1076411.06523469,4722394.82222279
830013,227923.11254252,1110743.35394251,-508653.466485027
337057,227923.11254252,1092300.95544247,-983167.067984987
2210053,339278.900062247,1073858.55694243,796915.542995326
4189949,339278.900062247,1065970.41352033,2784699.68641743
465483,339278.900062247,1058082.27009823,-931878.170160473
819248,339278.900062247,1004795.6716942,-524826.571756452
1083697,450531.768857548,951509.073290184,-318343.842147732
2465661,450531.768857548,913838.329647227,1101290.90149522
490135,450531.768857548,876167.58600427,-836564.354861818
378088,450531.768857548,876483.273866004,-948927.042723553
6285863,170135.845770636,876798.961727739,5238928.19250163
5488691,170135.845770636,895663.420512857,4422891.73371651
1197793,170135.845770636,914527.879297976,113129.274931388
959493,170135.845770636,1064828.43297778,-275471.278748412
710672,81432.8761561999,1215128.98665758,-585889.862813776
1249933,81432.8761561999,1354105.02857482,-185604.904731022
518803,81432.8761561999,1493081.07049207,-1055710.94664827
2746240,81432.8761561999,1629256.15346574,1035550.97037806
574552,532152.770663311,1765431.23643941,-1723032.00710272
2288865,532152.770663311,1935432.31261198,-178720.083275293
1360979,532152.770663311,2105433.38878455,-1276607.15944786
1187340,532152.770663311,2246519.46339414,-1591332.23405746
883525,709240.862838126,2387605.53800374,-2213321.40084186
6388489,709240.862838126,2473710.38276139,3205537.75440048
3463888,709240.862838126,2559815.22751905,194831.909642824
1479422,709240.862838126,2634097.78255768,-1863916.6453958
2013072,-723883.122510519,2708380.33759631,28574.7849142104
3078205,-332535.84190706,2719471.77673618,691269.065170877
3138432,-332535.84190706,2730563.21587606,740404.626031003
2147777,-332535.84190706,2706893.44188466,-226580.599977596
1773856,-332535.84190706,2683223.66789325,-576831.825986194
3071039,-61636.2093100542,2633183.13994917,499492.069360883
2005314,-61636.2093100542,2583142.61200509,-516192.402695033
3328654,-61636.2093100542,2530174.55756681,860115.651743246
2309954,-61636.2093100542,2477206.50312853,-105616.293818475
8982891,-204784.101101804,2450107.53080417,6737567.57029763
2073062,-204784.101101804,2423008.55847982,-145162.457378011
2539715,-204784.101101804,2344775.63927585,399723.461825951
1795498,-204784.101101804,2266542.72007189,-266260.618970087
2992885,-306102.591104532,2137794.72064408,1161192.87046045
2467112,-306102.591104532,2009046.72121627,764167.869888259
1162299,-306102.591104532,1833088.68606816,-364687.09496363
2775796,-306102.591104532,1657130.65092005,1424767.94018448
821966,-72730.2735627063,1512182.01347499,-617485.739912281
682930,-72730.2735627063,1367233.37602992,-611573.102467217
1212433,-72730.2735627063,1266434.52140835,18728.7521543573
798997,-72730.2735627063,1165635.66678678,-293908.393224069
1957508,-228871.441122466,1106912.40685164,1079467.03427083
3248425,-228871.441122466,1048189.1469165,2429107.29420596
1482156,-228871.441122466,1048724.83072998,662302.610392488
1822499,-228871.441122466,1049260.51454345,1002109.92657901
1179599,-16059.0200059404,1045108.39894831,150549.621057626
1535920,-16059.0200059404,1040956.28335318,511022.736652763
1353715,-16059.0200059404,1012319.39079268,357454.629213262
1087448,-16059.0200059404,983682.498232179,119824.521773761
2356005,223998.629666,979221.191059935,1152785.17927407
1087401,223998.629666,974759.88388769,-111357.51355369
1612705,223998.629666,971755.225964447,416951.144369553
967433,223998.629666,968750.568041203,-225316.197707203
1827606,-155338.363900403,937100.257190955,1045844.10670945
1396186,-155338.363900403,905449.946340707,646074.417559696
978569,-155338.363900403,881104.634873525,252802.729026878
690627,-155338.363900403,856759.323406344,-10793.9595059409
1892772,-97772.4591968894,898587.843618729,1091956.61557816
1218808,-97772.4591968894,940416.363831114,376164.095365775
12722287,-97772.4591968894,1027508.15748799,11792551.3017089
1444060,-97772.4591968894,1114599.95114487,427232.508052024
29424426,-30793.1489584592,1184129.45980203,28271089.6891564
1411249,-30793.1489584592,1253658.9684592,188383.180499263
1310595,-30793.1489584592,1267041.65597731,74346.4929811505
1892256,-30793.1489584592,1280424.34349542,642624.805463038
2337382,-166539.620924475,1259380.06346893,1244541.55745554
787694,-166539.620924475,1238335.78344245,-284102.162517973
850462,-166539.620924475,1233711.82305338,-216710.202128903
877661,-166539.620924475,1229087.86266431,-184887.241739834
1181536,35753.372460358,1179279.91415057,-33497.2866109232
1467743,35753.372460358,1129471.96563682,302517.66190282
1712651,35753.372460358,1090447.05150975,586450.576029896
2609296,35753.372460358,1051422.13738267,1522120.49015697
628310,62952.8859600147,1007283.68675874,-441926.572718752
1135204,62952.8859600147,963145.236134803,109105.877905183
1368803,62952.8859600147,818105.817554742,487744.296485243
877911,62952.8859600147,673066.398974682,141891.715065303
6810028,-214414.559564224,542673.53339358,6481769.02617064
1923326,-214414.559564224,412280.667812478,1725459.89175175
3058849,-214414.559564224,358469.83487609,2914793.72468813
1921585,-214414.559564224,304659.001939702,1831340.55762452
1041675,-101277.814648528,307607.985454818,835344.829193709
1242667,-101277.814648528,310556.968969934,1033387.84567859
1071923,-101277.814648528,294487.005305735,878713.809342793
1459162,-101277.814648528,278417.041641535,1282022.77300699
1133316,-21733.7370825144,316637.232291074,838412.504791441
2097434,-21733.7370825144,354857.422940612,1764310.3141419
2058702,-21733.7370825144,463798.016565204,1616637.72051731
843744,-21733.7370825144,572738.610189796,292739.126892718
1705381,-232463.805782096,700699.342599922,1237145.46318217
1781637,-232463.805782096,828660.075010048,1185440.73077205
1949548,-232463.805782096,938837.329456839,1243174.47632526
3624228,-232463.805782096,1049014.58390363,2807677.22187847
1449017,117218.704443439,1183032.52000781,148765.775548752
3737501,117218.704443439,1317050.45611199,2303231.83944457
1641234,117218.704443439,1352567.48588623,171447.809670335
2134070,117218.704443439,1388084.51566046,628766.779896097
2969636,333174.395872232,1301120.99685135,1335340.60727642
1311091,333174.395872232,1214157.47804223,-236240.873914465
3638703,333174.395872232,1129173.870192,2176354.73393576
1996666,333174.395872232,1044190.26234177,619301.341785993
1065826,553035.320039673,987727.992074881,-474937.312114553
1228210,553035.320039673,931265.721807987,-256091.041847659
1551365,553035.320039673,873019.118786478,125310.56117385
1212867,553035.320039673,814772.515764968,-154940.835804641
1541193,831521.146702613,871419.976906821,-161748.123609434
15350483,831521.146702613,928067.438048674,13590894.4152487
1073944,831521.146702613,1070146.62835393,-827723.775056542
815077,831521.146702613,1212225.81865918,-1228669.9653618
1031263,406831.950782429,1294718.95592464,-670287.906707066
4688111,406831.950782429,1377212.09319009,2904066.95602748
2792270,406831.950782429,1471052.30292277,914385.7462948
1328205,406831.950782429,1564892.51265545,-643519.46343788
3839497,479419.326147863,1695852.55715991,1664225.11669223
1448085,479419.326147863,1826812.60166437,-858146.927812231
853107,479419.326147863,1861462.57291017,-1487774.89905804
3933398,479419.326147863,1896112.54415598,1557866.12969616
2129207,524029.125254089,1907914.56379138,-302736.689045472
3528769,524029.125254089,1919716.58342679,1085023.29131912
6800493,524029.125254089,1967273.09175119,4309190.78299472
2347652,524029.125254089,2014829.60007559,-191206.72532968
1355956,674118.166107495,2060271.8092037,-1378433.97531119
2253100,674118.166107495,2105714.0183318,-526732.184439299
2784831,674118.166107495,2167263.76710515,-56550.9332126491
1711715,674118.166107495,2228813.5158785,-1191216.681986
1943601,659780.851291596,2303552.43006932,-1019732.28136092
1800414,659780.851291596,2378291.34426014,-1237658.19555173
2089140,659780.851291596,2434809.1258579,-1005449.9771495
1866847,659780.851291596,2491326.90745567,-1284260.75874727
2366169,286592.792333883,2487878.52540899,-408302.317742873
1991051,286592.792333883,2484430.14336231,-779971.935696194
1751749,286592.792333883,2413987.18782033,-948830.98015421
2390854,286592.792333883,2343544.23227834,-239283.024612226
19256692,678465.91943418,2312651.15202291,16265574.9285429
2120769,678465.91943418,2281758.07176748,-839454.991201657
1196222,678465.91943418,2311920.2470239,-1794164.16645808
851131,678465.91943418,2342082.42228032,-2169417.3417145
3983030,537778.901058858,2396411.05199659,1048840.04694456
1919697,537778.901058858,2450739.68171286,-1068821.58277171
1585040,537778.901058858,2526869.34503738,-1479608.24609624
1698457,537778.901058858,2602999.0083619,-1442320.90942076
2096127,190224.23311717,2702797.8607018,-796895.093818966
1146399,190224.23311717,2802596.71304169,-1846421.94615886
2048502,190224.23311717,2884870.71992778,-1026592.95304495
5818141,190224.23311717,2967144.72681388,2660772.04006895
1247949,439459.926198971,3026608.25825777,-2218119.18445674
2597833,439459.926198971,3086071.78970167,-927698.715900636
2671326,439459.926198971,3231536.7079576,-999670.634156574
1762362,439459.926198971,3377001.62621354,-2054099.55241251
1236527,375116.144139161,3570514.78079373,-2709103.92493289
17504423,375116.144139161,3764027.93537392,13365278.9204869
5315951,375116.144139161,3891902.52487543,1048932.33098541
3834159,375116.144139161,4019777.11437694,-560734.258516097
1618391,580670.54607456,4177834.61497565,-3140114.16105021
4591066,580670.54607456,4335892.11557437,-325496.66164893
3086987,580670.54607456,4324864.15574102,-1818547.70181558
3505770,580670.54607456,4313836.19590766,-1388736.74198222
2808605,553213.356180462,4185115.86983963,-1929724.2260201
2891182,553213.356180462,4056395.54377161,-1718426.89995207
5152549,553213.356180462,3867369.86888339,731965.774936149
3524182,553213.356180462,3678344.19399517,-707375.550175635
1026368,-28623.8244549004,3395536.84590478,-2340545.02144988
3060697,-28623.8244549004,3112729.49781438,-23408.673359483
2999986,-28623.8244549004,2870275.38933703,158334.435117865
2089782,-28623.8244549004,2627821.28085969,-509415.456404786
1734407,289337.810237292,2456780.79200731,-1011711.6022446
1547577,289337.810237292,2285740.30315493,-1027501.11339223
1369245,289337.810237292,2158727.0907666,-1078819.9010039
1010050,289337.810237292,2031713.87837828,-1311001.68861557
14686848,881659.330259655,1996198.83222908,11808989.8375113
1355553,881659.330259655,1960683.78607989,-1486790.11633954
1959079,881659.330259655,1950272.93044526,-872853.260704911
4197534,881659.330259655,1939862.07481062,1376012.59492972
2251095,435678.058808066,1871198.54932179,-55781.6081298515
2656902,435678.058808066,1802535.02383295,418688.917358987
1406067,435678.058808066,1756025.35173206,-785636.410540121
1741593,435678.058808066,1709515.67963116,-403600.73843923
1010441,87312.9220377832,1709716.75257257,-786588.674610354
640473,87312.9220377832,1709917.82551398,-1156757.74755176
1380097,87312.9220377832,1726991.35776036,-434207.279798145
2020080,87312.9220377832,1744064.89000675,188702.187955471
2613078,329332.166388155,1830525.52354824,453220.310063609
2158687,329332.166388155,1916986.15708973,-87631.3234778815
1201417,329332.166388155,2050602.34664404,-1178517.5130322
1964041,329332.166388155,2184218.53619836,-549509.702586515
1237988,209717.08440548,2283931.27450979,-1255660.35891527
2682812,209717.08440548,2383644.01282122,89450.9027733002
2368947,209717.08440548,2503086.67514002,-343856.759545502
3649740,209717.08440548,2622529.33745882,817493.578135696
4367910,57852.083023794,2672134.69049546,1637923.22648075
2367606,57852.083023794,2721740.04353209,-411986.126555887
1241138,57852.083023794,2688349.36109532,-1505063.44411912
6074138,57852.083023794,2654958.67865856,3361327.23831765
2210618,68108.4968379036,2462938.19275398,-320428.689591881
2728241,68108.4968379036,2270917.7068494,389214.796312698
1131726,68108.4968379036,2172461.76381978,-1108844.26065768
1905474,68108.4968379036,2074005.82079016,-236640.317628061
1035634,148318.50518177,2042564.47363536,-1155248.97881713
1639167,148318.50518177,2011123.12648057,-520274.631662341
1207898,148318.50518177,2047552.97032647,-987973.475508242
1167520,148318.50518177,2083982.81417237,-1064781.31935414
1628375,-10005.9104144768,2195750.27100563,-557369.360591155
1940665,-10005.9104144768,2307517.72783889,-356846.817424413
2386098,-10005.9104144768,2473199.93633931,-77096.0259248358
2008817,-10005.9104144768,2638882.14483974,-620059.234425259
2055171,557.057532671955,2830355.27522053,-775741.332753206
6033976,557.05753267197,3021828.40560133,3011590.536866
2421579,557.05753267197,3149763.33847613,-728741.396008803
2740804,557.057532671955,3277698.27135093,-537451.328883601
21917454,209883.706491199,3382523.51900118,18325046.7745076
1213028,209883.706491199,3487348.76665143,-2484204.47314263
3518473,209883.706491199,3630375.8605065,-321786.566997696
15548655,209883.706491199,3773402.95436156,11565368.3391472
1583834,352921.708520943,3885086.2242803,-2654173.93280124
3280692,352921.708520943,3996769.49419903,-1068999.20271997
15040935,352921.708520943,4026894.89634017,10661118.3951389
4418989,352921.708520943,4057020.29848132,9046.99299773993
4330378,169727.912631088,3979405.70304861,181244.384320298
2005954,169727.912631088,3901791.10761591,-2065565.020247
3321110,169727.912631088,3800148.17768322,-648766.090314304
2088257,169727.912631088,3698505.24775052,-1779976.16038161
2250396,-125014.202550343,3565621.09191046,-1190210.88936012
2171101,-125014.202550343,3432736.9360704,-1136621.73352006
1889209,-125014.202550343,3346381.60621073,-1332158.40366039
3386710,-125014.202550343,3260026.27635106,251697.92619928
1551165,286114.048749634,3251434.18703164,-1986383.23578127
2193217,286114.048749634,3242842.09771221,-1335739.14646185
1683795,286114.048749634,3298138.76844127,-1900457.8171909
2699708,286114.048749634,3353435.43917032,-939841.487919959
3272774,397491.594817932,3429847.68929073,-554565.284108661
2110125,397491.594817932,3506259.93941113,-1793626.53422907
3191738,397491.594817932,3583762.3155349,-789515.910352827
4751406,397491.594817932,3661264.69165866,692649.713523411
3879140,209316.052200846,3659448.95108199,10374.9967171601
1663572,209316.052200846,3657633.21050533,-2203377.26270618
3505260,209316.052200846,3551233.56424851,-255289.616449356
3030573,209316.052200846,3444833.91799169,-623576.970192535
6772885,323647.097793229,3290013.38207388,3159224.5201329
2044988,323647.097793229,3135192.84615606,-1413851.94394929
1785414,323647.097793229,3077344.2817514,-1615577.37954463
1433933,323647.097793229,3019495.71734675,-1909209.81513998
1228784,837378.814247023,3044381.81471556,-2652976.62896258
1696120,837378.814247023,3069267.91208437,-2210526.72633139
2772341,837378.814247023,3121929.99475009,-1186967.80899711
3169163,837378.814247023,3174592.07741581,-842807.891662829
3906845,1119560.74458087,3301811.21561994,-514526.960200801
11268589,1119560.74458087,3429030.35382407,6719997.90159507
13138925,1119560.74458087,3412669.00615278,8606695.24926636
14218113,1119560.74458087,3396307.65848149,9702244.59693765
11098125,1029881.27703153,3185209.24916961,6883034.47379886
2656959,1029881.27703153,2974110.83985772,-1347033.11688926
4580079,1029881.27703153,2870468.34134934,679729.381619127
2098756,1029881.27703153,2766825.84284095,-1697951.11987249
2535980,1613104.15375003,2724006.53150337,-1801130.6852534
960775,1613104.15375003,2681187.22016578,-3333516.37391581
1112456,1613104.15375003,2545300.18462631,-3045948.33837634
14285056,1613104.15375003,2409413.14908684,10262538.6971631
5357577,2056598.83922123,2310147.44854185,990830.712236928
2091124,2056598.83922123,2210881.74799685,-2176356.58721807
874166,2056598.83922123,2182603.43879024,-3365036.27801146
20596502,2056598.83922123,2154325.12958362,16385578.0311951
1151266,1731677.14099458,2197634.41460888,-2778045.55560346
757779,1731677.14099458,2240943.69963413,-3214841.84062871
1981204,1731677.14099458,2313282.5688748,-2063755.70986938
1945557,1731677.14099458,2385621.43811546,-2171741.57911005
1100875,1212019.79375121,2475289.32054609,-2586434.1142973
2593053,1212019.79375121,2564957.20297671,-1183923.99672793
1880274,1212019.79375121,2632242.16378623,-1963987.95753744
1001442,1212019.79375121,2699527.12459575,-2910104.91834696
3701013,7316282.9834931,2744691.12248164,-6359961.10597474
20847846,7316282.9834931,2789855.12036754,10741707.8961394
845264,7316282.9834931,2819068.63729082,-9290087.62078393
1237883,7316282.9834931,2848282.15421411,-8926682.13770721
1963496,7359146.99332375,2956914.01900276,-8352565.01232651
969602,7359146.99332375,3065545.88379141,-9455090.87711516
3093142,7359146.99332375,3596116.25715743,-7862121.25048118
1052956,7359146.99332375,4126686.63052346,-10432877.6238472
8235020,1016859.30556368,4380858.20213259,2837302.49230373
6176280,1016859.30556368,4635029.77374173,524390.920694592
5590326,1016859.30556368,4851947.2860533,-278480.591616977
6005025,1016859.30556368,5068864.79836486,-80699.1039285455
5579033,1126653.19530392,4974145.54221626,-521765.737520181
4511521,1126653.19530392,4879426.28606765,-1494558.48137157
2345786,1126653.19530392,4670443.18011549,-3451310.37541942
6035063,1126653.19530392,4461460.07416334,446949.730532734
2763659,1315012.62078737,4218589.14918126,-2769942.76996863
3458641,1315012.62078737,3975718.22419919,-1832089.84498655
3041948,1315012.62078737,3808343.48645814,-2081408.1072455
2326336,1315012.62078737,3640968.74871709,-2629645.36950445
10505958,1178694.40949294,3561408.73884667,5765854.85166039
1862380,1178694.40949294,3481848.72897625,-2798163.1384692
2633532,1178694.40949294,3294625.24938141,-1839787.65887435
2103174,1178694.40949294,3107401.76978656,-2182922.1792795
3466478,1610261.8486436,2945916.75507581,-1089700.60371942
6986862,1610261.8486436,2784431.74036507,2592168.41099133
2190251,1610261.8486436,2695179.83644133,-2115190.68508493
1068762,1610261.8486436,2605927.93251759,-3147427.78116119
1442486,1732654.48107151,2546845.07095517,-2837013.55202668
10659821,1732654.48107151,2487762.20939276,6439404.30953573
1060003,1732654.48107151,2504643.13132248,-3177294.61239399
3653115,1732654.48107151,2521524.05325221,-601063.534323715
1825757,717271.064217089,2598005.27736705,-1489519.34158414
3006689,717271.064217089,2674486.50148189,-385068.565698984
816887,717271.064217089,2722340.2329578,-2622724.29717489
6000667,717271.064217089,2770193.96443371,2513201.9713492
3701109,636632.360029549,2717016.50146131,347460.138509145
1489952,636632.360029549,2663839.0384889,-1810519.39851845
11138130,636632.360029549,2576067.06634487,7925430.57362558
4215570,636632.360029549,2488295.09420083,1090642.54576962
2725091,896885.295389887,2366205.12091374,-537999.416303624
1261188,896885.295389887,2244115.14762664,-1879812.44301653
5562143,896885.295389887,2186189.67739925,2479068.02721087
1393990,896885.295389887,2128264.20717185,-1631159.50256174
2160071,1163381.39204609,1994429.66617571,-997740.0582218
1567025,1163381.39204609,1860595.12517957,-1456951.51722566
6982694,1163381.39204609,1778853.91326946,4040458.69468446
4604401,1163381.39204609,1697112.70135934,1743906.90659458
5132975,1456244.4254901,1710009.24905094,1966721.32545895
1036419,1456244.4254901,1722905.79674255,-2142731.22223265
1773980,1456244.4254901,1684756.93059202,-1367021.35608212
3523442,1456244.4254901,1646608.06444148,420589.510068415
3235429,879883.498821633,1629115.65171217,726429.849466201
2694099,879883.498821633,1611623.23898285,202592.262195519
3000143,879883.498821633,1593207.76983969,527051.731338676
996108,879883.498821633,1574792.30069653,-1458567.79951817
2528682,881647.209051349,1441227.10541447,205807.685534176
2528376,881647.209051349,1307661.91013242,339066.880816235
2015421,881647.209051349,1211418.53045888,-77644.7395102291
2142885,881647.209051349,1115175.15078534,146062.640163307
4141001,949074.838594175,1090237.70626558,2101688.45514024
2449186,949074.838594175,1065300.26174582,434810.89966
784783,949074.838594175,1057252.69145874,-1221544.53005291
3161628,949074.838594175,1049205.12117165,1163348.04023418
4566047,876468.414557883,1041348.71650986,2648229.86893226
1451548,876468.414557883,1033492.31184807,-458412.726405951
4732137,876468.414557883,1013484.00030163,2842184.58514049
2513524,876468.414557883,993475.688755186,643579.896686931
6517435,718827.76619069,981410.342585475,4817196.89122383
2847230,718827.76619069,969344.996415765,1159057.23739355
1862652,718827.76619069,964099.50437727,179724.72943204
3346434,718827.76619069,958854.012338776,1668752.22147053
1787921,685948.792976153,978682.843179812,123289.363844036
2768570,685948.792976153,998511.674020848,1084109.533003
2063894,685948.792976153,1107732.85266409,270212.354359756
1889683,685948.792976153,1216954.03130734,-13219.8242834883
2674876,1028849.05357532,1367806.35392336,278220.592501313
1948392,1028849.05357532,1518658.67653939,-599115.730114713
5050963,1028849.05357532,1582212.33908715,2439901.60733753
4130132,1028849.05357532,1645766.0016349,1455516.94478977
3475830,1027446.081504,1664341.69258485,784042.225911142
1754623,1027446.081504,1682917.3835348,-955740.465038807
4049730,1027446.081504,1649442.6816988,1372841.2367972
2871544,1027446.081504,1615967.9798628,228129.938633199
1259881,755574.069508997,1619668.28801678,-1115361.35752577
2101796,755574.069508997,1623368.59617076,-277146.665679752
17466304,755574.069508997,1718728.18737417,14992001.7431168
7966403,755574.069508997,1814087.77857759,5396741.15191342
2222312,227923.112542521,2065523.98257717,-71135.0951196938
8921748,227923.11254252,2316960.18657676,6376864.70088072
1430291,227923.11254252,2493526.48113827,-1291158.59368079
1900207,227923.11254252,2670092.77569978,-997808.888242297
4159153,339278.900062247,2699970.46594816,1119903.6339896
4252583,339278.900062247,2729848.15619654,1183455.94374121
6163631,339278.900062247,2649315.30844997,3175036.79148778
3999861,339278.900062247,2568782.4607034,1091799.63923435
6775593,450531.768857548,2432939.37303773,3892121.85810472
2456679,450531.768857548,2297096.28537206,-290949.054229604
2568347,450531.768857548,2200682.79272189,-82867.5615794412
1433419,450531.768857548,2104269.30007173,-1121382.06892928
2598555,170135.845770636,2031397.34246476,397021.811764606
2946078,170135.845770636,1958525.38485779,817416.769371578
6071491,170135.845770636,1936888.87796171,3964466.27626766
3286030,170135.845770636,1915252.37106563,1200641.78316374
1836724,81432.8761561999,1924984.93909222,-169693.81524842
794237,81432.8761561999,1934717.50711881,-1221913.38327501
1884319,81432.8761561999,1969234.23108463,-166348.107240835
1065812,81432.8761561999,2003750.95505046,-1019371.83120666
1264364,532152.770663311,2082038.52436536,-1349827.29502867
1124565,532152.770663311,2160326.09368027,-1567913.86434358
1865381,532152.770663311,2315004.85407949,-981776.624742804
1741615,532152.770663311,2469683.61447872,-1260221.38514203
1345443,709240.862838126,2583828.43526483,-1947626.29810295
11340816,709240.862838126,2697973.25605094,7933601.88111094
2511013,709240.862838126,2744485.69354089,-942713.556379015
1553401,709240.862838126,2790998.13103084,-1946837.99386897
2306357,-723883.122510519,2784996.80108326,245243.321427264
3282676,-332535.84190706,2778995.47113567,836216.370771392
2959188,-332535.84190706,2783705.14623234,508018.695674716
917618,-332535.84190706,2788414.82132902,-1538260.97942196
1472844,-332535.84190706,2747779.01642309,-942399.174516034
3772833,-61636.2093100542,2707143.21151717,1127325.99779288
5224680,-61636.2093100542,2701788.29285715,2584527.9164529
4681026,-61636.2093100542,2696433.37419713,2046228.83511292
2158264,-61636.2093100542,2788769.1279,-568868.918589947
1837307,-204784.101101804,2881104.88160287,-839013.780501069
2832708,-204784.101101804,2949791.7654578,87700.3356440007
2687632,-204784.101101804,3018478.64931273,-126062.54821093
3474032,-204784.101101804,3078369.89693427,600446.204167535
2703657,-306102.591104532,3138261.1445558,-128501.553451272
4478134,-306102.591104532,3277871.13439308,1506365.45671146
4521794,-306102.591104532,3417481.12423035,1410415.46687418
2463320,-306102.591104532,3756676.68823847,-987254.097133942
1815033,-72730.2735627063,4095872.2522466,-2208108.97868389
2952825,-72730.2735627063,4346975.99467068,-1321420.72110797
12956338,-72730.2735627063,4598079.73709476,8430988.53646795
5785943,-72730.2735627063,4875788.3400555,982884.933507203
6939100,-228871.441122466,5153496.94301625,2014474.49810621
6207547,-228871.441122466,5340455.56377421,1095962.87734826
5991333,-228871.441122466,5527414.18453216,692790.256590305
11451440,-228871.441122466,5572979.30950221,6107332.13162026
3477522,-16059.0200059404,5618544.43447225,-2124963.41446631
13167822,-16059.0200059404,5877650.50810866,7306230.51189728
11634350,-16059.0200059404,6136756.58174506,5513652.43826087
12512643,-16059.0200059404,6443520.3670551,6085181.65295084
29258608,223998.629666,6750284.15236514,22284325.2179689
12875503,223998.629666,6897270.9271582,5754233.4431758
2699650,223998.629666,7044257.70195126,-4568606.33161726
7861076,223998.629666,7192156.99053975,444920.37979425
6612133,-155338.363900403,7340056.27912824,-572584.915227835
3716692,-155338.363900403,7385519.14840102,-3513488.78450062
4427576,-155338.363900403,7430982.0176738,-2848067.6537734
8496365,-155338.363900403,7354648.86850157,1297054.49539883
3556426,-97772.4591968894,7278315.71932934,-3624117.26013245
9687234,-97772.4591968894,7137204.20746011,2647802.25173678
3103593,-97772.4591968894,6996092.69559088,-3794727.236394
5721575,-97772.4591968894,6823885.93822077,-1004538.47902388
7640784,-30793.1489584592,6651679.18085065,1019897.96810781
5933114,-30793.1489584592,6474578.10893094,-510670.959972484
9311396,-30793.1489584592,6297477.03701124,3044712.11194722
16831904,-30793.1489584592,6178685.53619237,10684011.6127661
7336059,-166539.620924475,6059894.03537351,1442704.58555097
5307736,-166539.620924475,5870078.07643157,-395802.455507096
5675868,-166539.620924475,5680262.11748963,162145.503434842
5789777,-166539.620924475,5527068.34014865,429248.280775821
7685767,35753.372460358,5373874.56280767,2276139.06473197
4919906,35753.372460358,5253216.98773571,-369064.360196063
4568777,35753.372460358,5132559.41266374,-599535.785124095
4764508,35753.372460358,5004042.23497588,-275287.607436242
30440923,62952.8859600147,4875525.05728803,25502445.056752
4849824,62952.8859600147,4779948.49340615,6922.62063383125
6103379,62952.8859600147,4684371.92952428,1356054.18451571
20136439,62952.8859600147,4659972.16396051,15413513.9500795
5599103,-214414.559564224,4635572.39839675,1177945.16116747
5285928,-214414.559564224,4457418.87144744,1042923.68811678
3411315,-214414.559564224,4279265.34449813,-653535.784933907
3386068,-214414.559564224,4141985.94221397,-541503.38264975
10775483,-101277.814648528,4004706.53992982,6872054.27471871
15446161,-101277.814648528,3949010.14328452,11598428.671364
17487602,-101277.814648528,3893313.74663922,13695566.0680093
4841258,-101277.814648528,4117764.89222658,824770.922421945
9256680,-21733.7370825144,4342216.03781395,4936197.69926857
2714221,-21733.7370825144,4421220.9979357,-1685266.26085319
5105614,-21733.7370825144,4500225.95805746,627121.779025055
6485895,-21733.7370825144,4597612.27402781,1910016.46305471
8261598,-232463.805782096,4694998.58999815,3799063.21578394
6441337,-232463.805782096,4753087.2366324,1920713.5691497
4399296,-232463.805782096,4811175.88326664,-179416.077484545
5181265,-232463.805782096,4869679.72267552,544049.083106575
3043513,117218.704443439,4928183.5620844,-2001889.26652784
5601878,117218.704443439,5036258.02341552,448401.272141045
7599820,117218.704443439,5144332.48474663,2338268.81080993
5779107,117218.704443439,5776104.89875836,-114216.603201797
10095547,333174.395872232,6407877.31277008,3354495.29135768
13663586,333174.395872232,6868576.18942703,6461835.41470074
14111698,333174.395872232,7329275.06608397,6449248.5380438
7593965,333174.395872232,7816514.73677443,-555724.132646658
11064910,553035.320039673,8303754.40746488,2208120.27249544
10816163,553035.320039673,8410240.59927889,1852887.08068144
8829549,553035.320039673,8516726.79109289,-240213.111132558
9507458,553035.320039673,8543437.61924907,410985.060711259
8015769,831521.146702613,8570148.44740525,-1385900.59410786
15843168,831521.146702613,8540413.13370381,6471233.71959358
3351857,831521.146702613,8510677.82000237,-5990341.96670498
8736998,831521.146702613,8567340.52680312,-661863.673505732
25453504,406831.950782429,8624003.23360387,16422668.8156137
23446504,406831.950782429,9950888.78892317,13088783.2602944
22993117,406831.950782429,11277774.3442425,11308510.7049751
34316011,406831.950782429,12076636.3116847,21832542.7375328
9304233,479419.326147863,12875498.279127,-4050684.60527487
8808098,479419.326147863,13110087.4254207,-4781408.75156861
15125993,479419.326147863,13344676.5717145,1301897.10213765
21210749,479419.326147863,12778799.896884,7952529.77696814
51676672,524029.125254089,12212923.2220535,38939719.6526924
37852553,524029.125254089,11809769.3767331,25518754.4980129
13603808,524029.125254089,11406615.5314126,1673163.3433333
10234094,524029.125254089,9914219.31405678,-204154.439310865
5506913,674118.166107495,8421823.09670095,-3589028.26280844
11124774,674118.166107495,7797830.18700494,2652825.64688757
25087435,674118.166107495,7173837.27730893,17239479.5565836
7060916,674118.166107495,6708108.85547593,-321311.02158343
