"BitcoinDaysDestroyedCumulative","seasonal","trend","remainder"
3214329926,-4078664.55571323,2989832363.03903,228576227.516682
3232494649,-4078664.55571323,2993966702.43334,242606611.122372
3237863192,-4078664.55571323,2996313827.07405,245628029.481668
3247586919,-1044032.13079948,2998660951.71475,249969999.416051
3250848502,-1044032.13079948,3002318816.07885,249573718.051952
3256423790,-1044032.13079948,3005976680.44295,251491141.687853
3263589480,-1044032.13079948,3006293180.64215,258340331.488654
3272445642,4084499.84081517,3006609680.84134,261751461.31784
3279380099,4084499.84081517,3006910928.99603,268384670.163154
3284393038,4084499.84081517,3007212177.15072,273096361.008467
3290030018,4084499.84081517,3007506222.05402,278439296.105167
3293529208,9653798.68340436,3007800266.95732,276075142.359278
3299709196,9653798.68340436,3008631145.45608,281424251.86052
3308067722,9653798.68340436,3009462023.95483,288951899.361763
3314514320,9653798.68340436,3018022825.6106,286837695.705993
3325162499,13164909.460962,3026583627.26637,285413962.272665
3339356099,13164909.460962,3032530600.78506,293660588.753973
3353852455,13164909.460962,3038477574.30376,302209971.235281
3361854928,13164909.460962,3042905084.04982,305784934.489214
3373573539,16913704.9569756,3047332593.79589,309327240.247133
3384944711,16913704.9569756,3048713043.09019,319317962.952837
3394385875,16913704.9569756,3050093492.38448,327378677.658542
3404486272,16913704.9569756,3050427384.90586,337145182.137161
3413062642,21666654.4891971,3050761277.42724,340634710.083558
3429389232,21666654.4891971,3051346328.07004,356376249.440767
3433169278,21666654.4891971,3051931378.71283,359571244.797976
3442380397,21666654.4891971,3081870376.52347,338843365.987333
3468493749,26459607.9041163,3111809374.33411,330224766.761771
3492580117,26459607.9041163,3166387527.02154,299732982.074346
3516156339,26459607.9041163,3220965679.70896,268731051.386921
3550849557,26459607.9041163,3220965679.70896,303424269.386921
3560510620,31341844.9474684,3220965679.70896,308203095.343569
3569712116,31341844.9474684,3220965679.70896,317404591.343569
3585537123,31341844.9474684,3220965679.70896,333229598.343569
3607428010,31341844.9474684,3220965679.70896,355120485.343569
3660122525,35866543.7865194,3220965679.70896,403290301.504518
3698905737,35866543.7865194,3227087598.914,435951594.299477
3713311069,35866543.7865194,3233209518.11904,444235007.094437
3723987796,35866543.7865194,3263158049.65565,424963202.557828
3729893010,39819524.6349919,3293106581.19226,396966904.172748
3741564408,39819524.6349919,3324521262.22998,377223621.135025
3767609302,39819524.6349919,3355935943.26771,371853834.097302
3775235296,39819524.6349919,3357092746.12353,378323025.241479
3781332687,43455046.5335998,3358249548.97935,379628091.487047
3786432676,43455046.5335998,3358946957.93217,384030671.534228
3791163138,43455046.5335998,3359644366.88499,388063724.581409
3801823500,43455046.5335998,3361823195.10948,396545258.356924
3807162600,46967151.1755457,3364002023.33396,396193425.490492
3817612954,46967151.1755457,3366006973.18528,404638829.63917
3824296324,46967151.1755457,3368011923.03661,409317249.787847
3837689083,46967151.1755457,3369725480.12845,420996451.696005
3841072297,51254428.9988471,3371439037.22029,418378830.780862
3847478098,51254428.9988471,3375928089.39844,420295579.602717
3850751229,51254428.9988471,3380417141.57658,419079658.424573
3856058110,51254428.9988471,3565848235.99277,238955445.008379
3859978059,55515263.5304101,3751279330.40897,53183465.0606217
3867595770,55515263.5304101,3860231776.13003,-48151269.6604414
3874094924,55515263.5304101,3969184221.85109,-150604561.381505
3888968921,55515263.5304101,4180191063.28114,-346737405.811551
3893013402,59551120.6833656,4391197904.71119,-557735623.394552
3897541342,59551120.6833656,4399490388.5737,-561500167.257064
3900270589,59551120.6833656,4407782872.43621,-567063404.119576
3904939744,59551120.6833656,4408766653.33349,-563378030.016852
3907475780,63906458.3201282,4409750434.23076,-566181112.550891
3911262671,63906458.3201282,4410861380.68694,-563505168.007069
3916315690,63906458.3201282,4411972327.14312,-559563095.463247
3923632289,63906458.3201282,4413214803.56106,-553488972.88119
3925936513,68227336.8255747,4414457279.979,-556748103.804579
3928004682,68227336.8255747,4415682090.83569,-555904745.661266
3931074231,68227336.8255747,4416906901.69238,-554060007.517955
3938476329,68227336.8255747,4418024301.16133,-547775308.9869
3941588355,72863811.0370947,4419141700.63027,-550417156.667367
3944203318,72863811.0370947,4420098915.07736,-548759408.114457
3950963931,72863811.0370947,4421056129.52445,-542956009.561548
3952957904,72863811.0370947,4421698919.62524,-541604826.662333
3955135507,77117412.0714316,4422341709.72602,-544323614.797454
3957004387,77117412.0714316,4423019356.20776,-543132381.279188
3959140123,77117412.0714316,4423697002.68949,-541674291.76092
3962034397,77117412.0714316,4424885396.14192,-539968411.213348
3965022726,81130562.8977443,4426073789.59434,-542181626.492087
3979888595,81130562.8977443,4427023191.5575,-528265159.455247
3980854349,81130562.8977443,4427972593.52066,-528248807.418406
3982302655,81130562.8977443,4429230488.58853,-528058396.486274
3986555429,85608634.5539718,4430488383.6564,-529541589.210368
3990766299,85608634.5539718,4430893839.0431,-525736174.597068
3995726730,85608634.5539718,4431299294.4298,-521181198.983768
4004124131,85608634.5539718,4431949792.87972,-513434296.433696
4006750158,90504559.099629,4432600291.32965,-516354692.429281
4009435082,90504559.099629,4434534259.56059,-515603736.660223
4012575957,90504559.099629,4436468227.79154,-514396829.891166
4014944534,90504559.099629,4438130685.72709,-513690710.826718
4028989586,95527575.1202035,4439793143.66264,-506331132.782843
4037946729,95527575.1202035,4442081041.92086,-499661888.041066
4042651924,95527575.1202035,4444368940.17909,-497244591.299289
4046584895,95527575.1202035,4445021723.41835,-493964403.538555
4055477106,99731796.3684247,4445674506.65762,-489929197.026042
4057311430,99731796.3684247,4445928786.82695,-488349153.195371
4061674282,99731796.3684247,4446183066.99627,-484240581.3647
4065221991,99731796.3684247,4445933362.2234,-480443167.591822
4066956375,103675721.572938,4445683657.45052,-482403004.023458
4069768630,103675721.572938,4444842780.73075,-478749872.303693
4075153503,103675721.572938,4444001904.01099,-472524122.58393
4078975509,103675721.572938,4442816145.95512,-467516358.528059
4080431375,108457768.025473,4441630387.89925,-469656780.924723
4082110929,108457768.025473,4440325102.35016,-466671941.375638
4084867935,108457768.025473,4439019816.80108,-462609649.826552
4087102362,108457768.025473,4437776733.09402,-459132139.119496
4088829655,113258036.829675,4436533649.38697,-460962031.216642
4090784236,113258036.829675,4435755026.01185,-458228826.841525
4092765486,113258036.829675,4434976402.63673,-455468953.466407
4095768766,113258036.829675,4434964076.04646,-452453346.876138
4100940797,118643295.618385,4434951749.45619,-452654248.07458
4105119975,118643295.618385,4436287005.89325,-449810326.511633
4109314601,118643295.618385,4437622262.3303,-446950956.948686
4113871039,118643295.618385,4440668876.45139,-445441133.069777
4120766603,124133907.019102,4443715490.57248,-447082794.591584
4124741445,124133907.019102,4446973055.78324,-446365517.802344
4137733205,124133907.019102,4450230620.994,-436631323.013105
4147347728,124133907.019102,4454152447.57149,-430938626.590597
4152850921,128113878.327941,4458074274.14899,-433337231.476927
4160627075,128113878.327941,4460421264.98275,-427908068.310688
4166389528,128113878.327941,4462768255.81651,-424492606.144449
4172050393,128113878.327941,4464608433.51204,-420671918.839985
4174640958,132236569.858502,4466448611.20758,-424044223.066083
4176619341,132236569.858502,4468061738.01567,-423678966.874169
4179343155,132236569.858502,4469674864.82375,-422568279.682256
4187494551,132236569.858502,4470775425.83676,-415517444.69526
4190584681,136918470.31976,4471875986.84976,-418209776.169521
4196317210,136918470.31976,4472749747.48449,-413351007.804254
4202681005,136918470.31976,4473623508.11923,-407860973.438987
4204589594,136918470.31976,4474284555.70989,-406613432.029655
4206638093,141716169.762813,4474945603.30056,-410023680.063376
4209670481,141716169.762813,4475272220.30721,-407317909.070024
4213670608,141716169.762813,4475598837.31386,-403644399.076671
4216719565,141716169.762813,4475694860.06779,-400691464.8306
4219176359,145237419.527582,4475790882.82172,-401851943.349298
4222078553,145237419.527582,4475948752.64144,-399107619.169019
4224816438,145237419.527582,4476106622.46116,-396527603.988739
4227935503,145237419.527582,4476287080.4864,-393588997.013981
4230806184,148382591.375305,4476467538.51164,-394043945.886947
4233403092,148382591.375305,4476736328.16337,-391715827.538673
4237042679,148382591.375305,4477005117.81509,-388345030.1904
4239683920,148382591.375305,4477604547.53168,-386303218.90699
4241149462,152669533.742807,4478203977.24828,-389724048.991083
4243200689,152669533.742807,4478914408.15217,-388383252.894972
4249501354,152669533.742807,4479624839.05606,-382793018.798862
4254154306,152669533.742807,4480304294.03773,-378819521.780536
4259830774,159072106.029281,4480983749.0194,-380225081.048685
4263698508,159072106.029281,4482266015.94724,-377639613.97652
4268907482,159072106.029281,4483548282.87507,-373712906.904354
4301330418,159072106.029281,4490048343.95445,-347790031.983729
4302957640,165368428.635945,4496548405.03382,-358959193.66977
4307143168,165368428.635945,4499836696.83131,-358061957.467251
4309255393,165368428.635945,4503124988.62879,-359238024.264733
4312109919,165368428.635945,4508051395.55345,-361309905.189396
4316042836,167194743.662886,4512977802.47811,-364129710.141
4319390876,167194743.662886,4513421851.02821,-361225718.691098
4321480490,167194743.662886,4513865899.57831,-359580153.241196
4324899638,167194743.662886,4519046687.66234,-361341793.325222
4329478307,173430294.482761,4524227475.74636,-368179463.229124
4354671441,173430294.482761,4527485278.18386,-346244131.66662
4359203856,173430294.482761,4530743080.62136,-344969519.104117
4365545210,173430294.482761,4536441021.19958,-344326105.682337
4368053577,184418017.675495,4542138961.7778,-358503402.453291
4373904111,184418017.675495,4542614682.31439,-353128588.989887
4376276903,184418017.675495,4543090402.85099,-351231517.526484
4379347579,184418017.675495,4542957163.80738,-348027602.482876
4382471157,192083248.614819,4542823924.76377,-352436016.378592
4388365866,192083248.614819,4542431840.10654,-346149222.721362
4391899530,192083248.614819,4542039755.44931,-342223474.064133
4395373932,192083248.614819,4541584514.16638,-338293830.781197
4397224862,197662379.187069,4541129272.88344,-341566790.07051
4398387398,197662379.187069,4540803468.66265,-340078449.849722
4401440706,197662379.187069,4540477664.44187,-336699337.628935
4404332495,197662379.187069,4540505954.47092,-333835838.657988
4407257248,203136912.461773,4540534244.49997,-336413908.961743
4417841247,203136912.461773,4541174155.36787,-326469820.829641
4422112530,203136912.461773,4541814066.23577,-322838448.69754
4426651774,203136912.461773,4542713869.07447,-319199007.53624
4430531036,209051533.354601,4543613671.91317,-322134169.267769
4435102043,209051533.354601,4544330132.96239,-318279623.316991
4440652118,209051533.354601,4545046594.01161,-313446009.366213
4445523603,209051533.354601,4545670441.93862,-309198372.293221
4448301165,214973995.728295,4546294289.86563,-312967120.593922
4450399643,214973995.728295,4546786601.05791,-311360953.786201
4453475649,214973995.728295,4547278912.25019,-308777258.978479
4455472425,214973995.728295,4547810639.00409,-307312209.732384
4458496965,221307211.191827,4548342365.75799,-311152611.949821
4466911328,221307211.191827,4549323867.54277,-303719750.734593
4469792635,221307211.191827,4550305369.32754,-301819945.519367
4474256010,221307211.191827,4551489297.81327,-298540499.005101
4481242811,227458543.239858,4552673226.29901,-298888958.538868
4486647290,227458543.239858,4554036300.61755,-294847553.857412
4489517973,227458543.239858,4555399374.9361,-293339945.175956
4491849628,227458543.239858,4557076161.52232,-292685076.762177
4495160762,234170685.572263,4558752948.10854,-297762871.680803
4501563000,234170685.572263,4559951811.2056,-292559496.777858
4512571778,234170685.572263,4561150674.30265,-282749581.874914
4514743591,234170685.572263,4562162420.48358,-281589515.055847
4517489883,241812077.260347,4563174166.66452,-287496360.924863
4521622730,241812077.260347,4564027907.18584,-284217254.446189
4524078467,241812077.260347,4564881647.70717,-282615257.967516
4527536133,241812077.260347,4565055676.30923,-279331620.569582
4530666007,256910877.759535,4565229704.9113,-291474575.670836
4534345312,256910877.759535,4565293391.53106,-287858957.2906
4537247957,256910877.759535,4565357078.15083,-285019998.910365
4538880067,256910877.759535,4565719950.89908,-283750761.658619
4541755842,263257671.80863,4566082823.64734,-287584653.455968
4544464232,263257671.80863,4566450431.29064,-285243871.099265
4548206318,263257671.80863,4566818038.93393,-281869392.742562
4555585320,263257671.80863,4567660398.71512,-275332750.523746
4563195429,261562673.743522,4568502758.4963,-266870003.239823
4564782953,261562673.743522,4570562723.18694,-267342443.930465
4566849799,261562673.743522,4572622687.87758,-267335562.621106
4570682043,261562673.743522,4574279288.89528,-265159919.638807
4582302246,268363180.826407,4575935889.91298,-261996824.739391
4591622485,268363180.826407,4577606557.91714,-254347253.743547
4597546949,268363180.826407,4579277225.9213,-250093457.747705
4602310975,268363180.826407,4579699129.10839,-245751334.934799
4604451001,275238427.0338,4580121032.29549,-250908458.329288
4607266545,275238427.0338,4580499598.09535,-248471480.12915
4609365401,275238427.0338,4580878163.89521,-246751189.929013
4613160366,275238427.0338,4581114869.99624,-243192931.03004
4616729117,280613735.703816,4581351576.09727,-245236194.801083
4622961564,280613735.703816,4584501777.38195,-242153949.085765
4634584766,280613735.703816,4587651978.66663,-233680948.370447
4639681789,280613735.703816,4600190167.27579,-241122113.979602
4647141553,284828822.48047,4612728355.88494,-250415625.365411
4651307640,284828822.48047,4624634681.41668,-258155863.897154
4690228279,284828822.48047,4636541006.94843,-231141550.428896
4710222721,284828822.48047,4643656290.32441,-218262391.804882
4725627510,289366552.734829,4650771573.7004,-214510616.435226
4737768050,289366552.734829,4662127611.74866,-213726114.48349
4794818092,289366552.734829,4673483649.79693,-168032110.531754
4799235611,289366552.734829,4682087595.16203,-172218536.896862
4803023679,294074780.146724,4690691540.52714,-181742641.673865
4807260551,294074780.146724,4703265495.83416,-190079724.980888
4814341551,294074780.146724,4715839451.14119,-195572680.287911
4818563853,294074780.146724,4718101435.77268,-193612362.919402
4824251513,298153025.99838,4720363420.40417,-194264933.402548
4829947091,298153025.99838,4721730228.26898,-189936163.267359
4833857999,298153025.99838,4723097036.13379,-187392063.13217
4836160429,298153025.99838,4727940665.72383,-189933262.722208
4843537309,302080915.591725,4732784295.31387,-191327901.905592
4863136276,302080915.591725,4734554479.50108,-173499119.092803
4874837624,302080915.591725,4736324663.68829,-163567955.280015
4891357924,302080915.591725,4739718968.35131,-150441959.94303
4905313850,306349873.918168,4743113273.01432,-144149296.932487
4920830397,306349873.918168,4744151550.35562,-129671027.273789
4931805526,306349873.918168,4745189827.69692,-119734175.61509
4943072096,306349873.918168,4746579858.46342,-109857636.381589
4959843115,311309237.049976,4747969889.22992,-99436011.2798958
4971424374,311309237.049976,4751112722.6211,-90997585.6710768
4992671716,311309237.049976,4754255556.01228,-72893077.0622578
5011881470,311309237.049976,4833425876.88708,-132853643.937057
5026330118,315713660.96921,4912596197.76188,-201979740.731091
5041004594,315713660.96921,4916817016.63889,-191526083.608101
5061035065,315713660.96921,4921037835.5159,-175716431.485109
5089469159,315713660.96921,4924670472.73299,-150914974.702204
5114863110,319480846.525082,4928303109.95009,-132920846.47517
5125816124,319480846.525082,4930702763.03102,-124367485.556098
5142852350,319480846.525082,4933102416.11194,-109730912.637025
5159157128,319480846.525082,4933932315.44747,-94256033.9725533
5168040260,323216346.99388,4934762214.783,-89938301.7768793
5207310989,323216346.99388,4936530448.47961,-52435806.4734926
5253300463,323216346.99388,4938298682.17622,-8214566.17010498
5279462525,323216346.99388,4968828883.35545,-12582705.3493347
5298230649,327143019.295239,4999359084.53468,-28271454.8299236
5320275842,327143019.295239,5014176448.67574,-21043625.9709797
5329958425,327143019.295239,5028993812.8168,-26178407.1120358
5338182688,327143019.295239,5049599589.92999,-38559921.225234
5350023903,331152750.298296,5070205367.04319,-51334214.3414898
5358716347,331152750.298296,5070965007.2624,-43401410.5606995
5364763936,331152750.298296,5071724647.48161,-38113461.7799082
5373477023,331152750.298296,5072453488.45166,-30129215.7499599
5381652989,334297248.824958,5073182329.42172,-25826589.2466736
5392401901,334297248.824958,5074014745.45924,-15910093.284194
5396109807,334297248.824958,5074847161.49676,-13034603.3217154
5399368081,334297248.824958,5075582399.50284,-10511567.3278008
5403243698,337941260.623496,5076317637.50893,-11015200.1324244
5411365752,337941260.623496,5076727153.13886,-3302661.76235294
5414439985,337941260.623496,5077136668.76879,-637944.392281532
5419660140,337941260.623496,5077380762.78792,4338116.58858395
5424087983,341823373.910432,5077624856.80706,4639752.28251266
5431119925,341823373.910432,5077947221.56161,11349329.5279589
5445195795,341823373.910432,5078269586.31616,25102834.773406
5450858083,341823373.910432,5078714528.27931,30320180.8102579
5469242699,346427010.708314,5079159470.24246,43656218.0492277
5475708210,346427010.708314,5122922803.45634,6358395.83534813
5480212233,346427010.708314,5166686136.67022,-32900914.3785315
5614297192,346427010.708314,5209278578.45741,58591602.8342733
5615761936,352994833.782714,5251871020.24461,10896081.9726791
5620709095,352994833.782714,5251903558.08963,15810703.127656
5624091829,352994833.782714,5251936095.93465,19160899.2826319
5654975450,352994833.782714,5251943590.75325,50037025.4640369
5657735406,359052391.019783,5251951085.57184,46731929.4083729
5667467702,359052391.019783,5279906840.28948,28508470.6907406
5669751843,359052391.019783,5307862595.00711,2836856.97310925
5672373444,359052391.019783,5415893496.51124,-102572443.531027
5674069474,363520687.094909,5523924398.01538,-213375611.11029
5676867142,363520687.094909,5635486744.21607,-322140289.310978
5678943659,363520687.094909,5747049090.41676,-431626118.511667
5682898201,363520687.094909,5753561201.34093,-434183687.435843
5686889607,368378055.889738,5760073312.26511,-441561761.154847
5698963563,-66105728.2032592,5761046314.96602,4022976.23723793
5706501282,-61949110.9766039,5762019317.66693,6431075.30966949
5710325872,-61949110.9766039,5763052683.70679,9222299.26981258
5714566398,-61949110.9766039,5764086049.74665,12429459.2299557
5722632884,-61949110.9766039,5765570776.41975,19011218.5568485
5725047936,-57736751.9169322,5767055503.09286,15729184.82407
5727727700,-57736751.9169322,5768736761.52115,16727690.3957834
5731908010,-57736751.9169322,5770418019.94944,19226741.9674959
5745425670,-57736751.9169322,5772078676.80256,31083745.1143761
5750150889,-53975761.6664605,5773739333.65568,30387317.0107841
5754150367,-53975761.6664605,5775199647.76929,32926480.8971691
5763362543,-53975761.6664605,5776659961.88291,40678342.7835531
5768253903,-53975761.6664605,5777625917.18202,44603747.4844389
5771586010,-51052946.3206083,5778591872.48114,44047083.8394728
5773670903,-51052946.3206083,5779009196.24507,45714653.0755348
5776906439,-51052946.3206083,5779426520.00901,48532865.3115978
5781422255,-51052946.3206083,5779338657.12402,53136544.1965904
5785578691,-47117467.8064918,5779250794.23903,53445364.5674667
5791032040,-47117467.8064918,5778820704.54659,59328803.259901
5793661048,-47117467.8064918,5778390614.85416,62387900.9523363
5798933273,-47117467.8064918,5777816395.63693,68234345.1695633
5802773614,-42979777.3014292,5777242176.4197,68511214.8817272
5804212748,-42979777.3014292,5776636928.43161,70555596.8698158
5808250493,-42979777.3014292,5776031680.44352,75198589.8579044
5812403007,-42979777.3014292,5775456855.61638,79925928.6850443
5816774714,-39589918.9410474,5774882030.78925,81482602.1518021
5820027095,-39589918.9410474,5774540947.00026,85076066.9407883
5822377107,-39589918.9410474,5774199863.21127,87767162.7297745
5827243021,-39589918.9410474,5774864428.46368,91968511.4773712
5829434859,-36508633.4023909,5775528993.71608,90414498.6863108
5831262276,-36508633.4023909,5803419619.07656,64351290.3258352
5835472508,-36508633.4023909,5831310244.43703,40670896.9653606
5848680523,-36508633.4023909,5844852959.63647,40336196.7659235
5987315416,-31223486.4039255,5858395674.8359,160143227.568023
5993622447,-31223486.4039254,5884481235.93261,140364697.47132
5995582156,-31223486.4039254,5910566797.02931,116238845.374617
5999051822,-31223486.4039254,5911003801.05482,119271507.349107
6003199424,-25958994.296425,5911440805.08033,117717613.216096
6009132403,-25958994.296425,5911156926.6457,123934470.650724
6015137274,-25958994.296425,5910873048.21107,130223220.085352
6017679402,-25958994.296425,5910381078.12588,133257318.170549
6022317586,-22868077.8320362,5909889108.04068,135296555.791357
6025082980,-22868077.8320362,5909433583.19417,138517474.637861
6029193398,-22868077.8320362,5908978058.34767,143083417.484365
6031657083,-22868077.8320362,5908516832.2044,146008328.627639
6036621318,-19083565.6216682,5908055606.06112,147649277.560543
6042602034,-19083565.6216682,5907939696.35013,153745903.271533
6047137389,-19083565.6216682,5907823786.63914,158397167.982523
6052694435,-19083565.6216682,5908392109.4634,163385891.158271
6054122643,-14603997.8067569,5908960432.28765,159766208.519108
6055989631,-14603997.8067569,5909780778.67664,160812850.130116
6063578041,-14603997.8067569,5910601125.06563,167580913.741125
6076533492,-14603997.8067569,5911417001.824,179720487.982756
6079539753,-10488627.5682796,5912232878.58237,177795501.985908
6082927839,-10488627.5682796,5913211940.65221,180204525.916073
6094267447,-10488627.5682796,5914191002.72204,190565071.846238
6104156290,-10488627.5682796,5914784725.74639,199860191.821885
6109217723,-7152283.84566931,5915378448.77075,200991558.074923
6116373148,-7152283.84566931,5915671296.89063,207854134.955041
6123278715,-7152283.84566931,5915964145.01051,214466853.835159
6130644983,-7152283.84566931,5916200822.35774,221596444.487927
6134156797,-4078664.55571323,5916437499.70497,221797961.85074
6307454769,-4078664.55571323,5917279297.7564,394254135.799311
6311099160,-4078664.55571323,5918121095.80783,397056728.747882
6314140655,-4078664.55571323,5977786698.4837,340432621.072009
6417763338,-1044032.13079948,6037452301.15958,381355068.971222
6434922172,-1044032.13079948,6100623276.77467,335342927.356126
6438934418,-1044032.13079948,6163794252.38977,276184197.741029
6445037541,-1044032.13079948,6167019532.67288,279062040.457923
6448383904,4084499.84081517,6170244812.95598,274054591.203203
6450113584,4084499.84081517,6170390931.31402,275638152.845164
6452115713,4084499.84081517,6170537049.67206,277494163.487124
6455243084,4084499.84081517,6170944507.58295,280214076.576236
6460586220,9653798.68340436,6171351965.49384,279580455.82276
6465435862,9653798.68340436,6172572785.1851,283209278.131497
6473512976,9653798.68340436,6173793604.87636,290065572.440236
6479016379,9653798.68340436,6175240599.80145,294121980.515145
6494283127,13164909.460962,6176687594.72654,304430622.812497
6495629828,13164909.460962,6178243623.23412,304221295.304914
6498463510,13164909.460962,6179799651.74171,305498948.797331
6504030932,13164909.460962,6181272947.49669,309593075.042345
6505958412,16913704.9569756,6182746243.25168,306298463.791345
6512291672,16913704.9569756,6183218582.3565,312159384.686522
6517846167,16913704.9569756,6183690921.46133,317241540.581697
6521347049,16913704.9569756,6184064662.99321,320368681.049818
6525631899,21666654.4891971,6184438404.52509,319526839.985718
6528787745,21666654.4891971,6185032479.80325,322088610.707556
6531690933,21666654.4891971,6185626555.08141,324397723.429394
6534058017,21666654.4891971,6186192405.04924,326198957.461559
6548088098,26459607.9041163,6186758255.01708,334870235.078806
6549740612,26459607.9041163,6187497228.29988,335783775.796004
6560904797,26459607.9041163,6188236201.58268,346208987.513202
6563489347,26459607.9041163,6188935371.73027,348094367.365611
6570751889,31341844.9474684,6189634541.87786,349775502.174668
6572530548,31341844.9474684,6190307449.92918,350881253.123349
6575469001,31341844.9474684,6190980357.9805,353146798.072031
6588950562,31341844.9474684,6191990302.9067,365618414.145831
6595487261,35866543.7865194,6193000247.8329,366620469.380581
6596783479,35866543.7865194,6194152458.26051,366764476.952967
6598360796,35866543.7865194,6195304668.68813,367189583.525352
6601219956,35866543.7865194,6196280893.74263,369072518.470851
6604456867,39819524.6349919,6197257118.79713,367380223.567876
6622522087,39819524.6349919,6198004921.01434,384697641.350669
6626067766,39819524.6349919,6198752723.23155,387495518.133461
6631212113,39819524.6349919,6198708908.36775,392683679.997256
6631212113,43455046.5335998,6198665093.50396,389091972.962442
6631499582,43455046.5335998,6198332800.20575,389711735.260653
6633207634,43455046.5335998,6198000506.90754,391752080.558864
6636418448,43455046.5335998,6197624592.03046,395338809.435936
6642187907,46967151.1755457,6197248677.15339,397972078.671062
6645684565,46967151.1755457,6196995822.17671,401721591.647744
6647842613,46967151.1755457,6196742967.20003,404132494.624427
6649598709,46967151.1755457,6206584162.77359,396047395.050861
6651250361,51254428.9988471,6216425358.34716,383570573.653995
6653038599,51254428.9988471,6451365970.51189,150418199.489259
6657143352,51254428.9988471,6686306582.67663,-80417659.6754761
6659567601,51254428.9988471,6921005960.38169,-312692788.380538
6661660133,55515263.5304101,7155705338.08675,-549560468.617164
6663513254,55515263.5304101,7165663302.0393,-557665311.569706
6664751480,55515263.5304101,7175621265.99184,-566385049.522248
6666064656,55515263.5304101,7175773878.83093,-565224486.361339
6669067030,59551120.6833656,7175926491.67002,-566410582.353386
6671010302,59551120.6833656,7175844968.53077,-564385787.214139
6673780651,59551120.6833656,7175763445.39153,-561533915.074893
6676273765,59551120.6833656,7175489921.86352,-558767277.546882
6677892635,63906458.3201282,7175216398.33551,-561230221.655634
6679206577,63906458.3201282,7174826593.54238,-559526474.862508
6680959800,63906458.3201282,7174436788.74925,-557383447.069383
6682632814,63906458.3201282,7173990336.84637,-555263981.166501
6684071408,68227336.8255747,7173543884.94349,-557699813.769066
6691250776,68227336.8255747,7173069647.72252,-550046208.548092
6693715238,68227336.8255747,7172595410.50154,-547107509.327117
6695318784,68227336.8255747,7172360965.64921,-545269518.47479
6696505918,72863811.0370947,7172126520.79689,-548484413.833982
6698638547,72863811.0370947,7172063572.65028,-546288836.687379
6700163758,72863811.0370947,7172000624.50368,-544700677.540775
6701720145,72863811.0370947,7172434519.3565,-543578185.393594
6704948691,77117412.0714316,7172868414.20932,-545037135.280747
6708507987,77117412.0714316,7174014484.15243,-542623909.223859
6711474576,77117412.0714316,7175160554.09554,-540803390.16697
6722928830,77117412.0714316,7176553711.60882,-530742293.680251
6728467702,81130562.8977443,7177946869.1221,-530609730.019844
6732956480,81130562.8977443,7183452003.31623,-531626086.213976
6736921087,81130562.8977443,7188957137.51036,-533166613.408108
6765490442,81130562.8977443,7192365206.9729,-508005327.870641
6768370873,85608634.5539718,7195773276.43543,-513011037.989403
6773977197,85608634.5539718,7200683734.15518,-512315171.709156
6780093050,85608634.5539718,7205594191.87494,-511109776.42891
6783884819,85608634.5539718,7206931346.74379,-508655162.297766
6786839541,90504559.099629,7208268501.61265,-511933519.712279
6792067379,90504559.099629,7208254967.25851,-506692147.358137
6795020414,90504559.099629,7208241432.90437,-503725578.003995
6798889663,90504559.099629,7208306100.86789,-499920996.967521
6802852798,95527575.1202035,7208370768.83142,-501045545.951622
6804969806,95527575.1202035,7208488817.93047,-499046587.050672
6807452553,95527575.1202035,7208606867.02952,-496681889.14972
6809916465,95527575.1202035,7208757291.69269,-494368401.812898
6822029794,99731796.3684247,7208907716.35587,-486609718.724297
6836030718,99731796.3684247,7210830442.4024,-474531520.77082
6846629482,99731796.3684247,7212753168.44892,-465855482.817343
6892118986,99731796.3684247,7224497464.06329,-432110274.43171
6893997360,103675721.572938,7236241759.67765,-445920121.250591
6895068407,103675721.572938,7247455254.41147,-456062568.984408
6898459045,103675721.572938,7258668749.14529,-463885425.718225
6900436687,103675721.572938,7258576579.37935,-461815613.952289
6902856213,108457768.025473,7258484409.61341,-464085964.638887
6905876282,108457768.025473,7258294375.37311,-460875861.398582
6908258998,108457768.025473,7258104341.1328,-458303111.158277
6909628529,108457768.025473,7258082291.31558,-456911530.341052
6912247102,113258036.829675,7258060241.49835,-459071176.328031
6915183410,113258036.829675,7258227352.82407,-456301979.653742
6924002841,113258036.829675,7258394464.14978,-447649659.979454
6925912014,113258036.829675,7259568540.49319,-446914563.322867
6930098218,118643295.618385,7260742616.83661,-449287694.45499
6932601240,118643295.618385,7262237221.52227,-448279277.140657
6933814166,118643295.618385,7263731826.20794,-448560955.826324
6947560474,118643295.618385,7265236576.04677,-436319397.665154
6952369908,124133907.019102,7266741325.8856,-438505324.904701
6955379853,124133907.019102,7268140958.01639,-436895012.03549
6962950127,124133907.019102,7269540590.14718,-430724370.166279
6968049336,124133907.019102,7270011965.03348,-426096536.052586
6971011232,128113878.327941,7270483339.91979,-427585986.247733
6972823273,128113878.327941,7270722392.42098,-426012997.748922
6974303741,128113878.327941,7270961444.92217,-424771582.250113
6976503283,128113878.327941,7270750264.59025,-422360859.918193
6978305972,132236569.858502,7270539084.25833,-424469682.116834
6984701952,132236569.858502,7269998932.52873,-417533550.387228
6987714224,132236569.858502,7269458780.79912,-413981126.657622
