"AvgBlockSize","seasonal","trend","remainder"
0.000285,0.00199220876782933,-0.00122927558402999,-0.00047793318379934
0,0.0028595527250123,-0.00206088248793567,-0.000798670237076633
0,0.0028595527250123,-0.00289248939184135,3.29366668290476e-05
0,0.0028595527250123,-0.00376729953391647,0.000907746808904162
0,0.0028595527250123,-0.00464210967599158,0.00178255695097928
0,0.00395639062419844,-0.00553821253721456,0.00158182191301613
0.000215,0.00395639062419844,-0.00643431539843755,0.00269292477423911
0.000215,0.00395639062419844,-0.0074239706232611,0.00368257999906266
0.000215386792453,0.00395639062419844,-0.00841362584808465,0.00467262201633922
0.000232235955056,0.0033487882987177,-0.00959254865537388,0.00647599631171218
0.00021807826087,0.0033487882987177,-0.0107714714626631,0.00764076142481541
0.000215888888889,0.0033487882987177,-0.0119606700169861,0.00882777060715745
0.000241748031496,0.0033487882987177,-0.0131498685713092,0.0100428283040875
0.000218301724138,0.00418389931273404,-0.0140517291466025,0.0100861315580065
0.000218231481481,0.00418389931273404,-0.0149535897218958,0.0109879218906428
0.00021595049505,0.00418389931273404,-0.0155852971563941,0.01161734833871
0.000219554621849,0.00418389931273404,-0.0162170045908924,0.0122526599000073
0.000232767241379,0.00502131261822065,-0.016554741822829,0.0117661964459874
0.000227539823009,0.00502131261822065,-0.0168924790547657,0.012098706259554
0.000231466666667,0.00502131261822065,-0.0168751208808502,0.0120852749292965
0.000221940298507,0.00502131261822065,-0.0168577627069347,0.0120583903872211
0.000225718592965,0.00565424729842416,-0.0167293571693034,0.0113008284638442
0.000216969072165,0.00565424729842416,-0.016600951631672,0.0111636734054129
0.000215853448276,0.00565424729842416,-0.0163668290171633,0.0109284351670151
0.000242524271845,0.00565424729842416,-0.0161327064026545,0.0107209833760754
0.000215776699029,0.00810324584779988,-0.0157735669719785,0.00788609782320761
0.000215467213115,0.00810324584779988,-0.0154144275413024,0.00752664890661756
0.00022758677686,0.00810324584779988,-0.0149787473936994,0.00710308832275952
0.000215558139535,0.00810324584779988,-0.0145430672460964,0.00665537953783147
0.000238232758621,0.0103570230038123,-0.0140356534443011,0.0039168631991098
0.000215834645669,0.0103570230038123,-0.0135282396425058,0.00338705128436252
0.000244397058824,0.0103570230038123,-0.0133728990942061,0.00326027314921782
0.000222390243902,0.0103570230038123,-0.0132175585459064,0.00308292578599611
0.000215719008264,0.0108914601666183,-0.013736425043478,0.00306068388512375
0.000215813953488,0.0108914601666183,-0.0142552915410496,0.00357964532791936
0.000240912698413,0.0108914601666183,-0.0153522515176329,0.00470170404942768
0.000217529850746,0.0108914601666183,-0.0164492114942163,0.00577528117834401
0.0002553828125,0.0116167194877746,-0.0180530269959062,0.0066916903206316
0.000215669291339,0.0116167194877746,-0.0196568424975961,0.00825579230116052
0.000225198473282,0.0116167194877746,-0.0212186058966577,0.0098270848821651
0.000220483050847,0.0116167194877746,-0.0227803692957193,0.0113841328587917
0.000215862903226,0.0128882211694789,-0.0239361023985498,0.0112637441322969
0.000215865248227,0.0128882211694789,-0.0250918355013803,0.0124194795801285
0.000229975409836,0.0128882211694789,-0.0259188968983596,0.0132606511387167
0.000215886178862,0.0128882211694789,-0.0267459582953389,0.014073623304722
0.000245118644068,0.0130895110918928,-0.0274891454240805,0.0146447529762557
0.000215935483871,0.0130895110918928,-0.0282323325528221,0.0153587569448003
0.000215974358974,0.0130895110918928,-0.0291358927073145,0.0162623559743957
0.000230453125,0.0130895110918928,-0.0300394528618069,0.0171803948949141
0.000215963636364,0.0145172163415589,-0.0311402693326222,0.0168390166274273
0.00022858677686,0.0145172163415589,-0.0322410858034376,0.0179524562387387
0.000215943925234,0.0145172163415589,-0.0333239218187322,0.0190226494024073
0.000215945945946,0.0145172163415589,-0.0344067578340268,0.0201054874384139
0.000215859813084,0.0172334695038946,-0.0352639423362805,0.0182463326454699
0.000215979166667,0.0172334695038946,-0.0361211268385342,0.0191036365013066
0.000215715447154,0.0172334695038946,-0.0366362922589234,0.0196185382021828
0.00025668627451,0.0172334695038946,-0.0371514576793127,0.0201746744499281
0.000223943396226,0.0178286836717738,-0.0373030904910762,0.0196983502155284
0.000215942307692,0.0178286836717738,-0.0374547233028397,0.0198419819387579
0.000225349056604,0.0178286836717738,-0.0373993693661698,0.0197960347510001
0.000215716981132,0.0178286836717738,-0.0373440154295,0.0197310487388582
0.000244396226415,0.017817325748954,-0.0369780325557333,0.0194051030331943
0.000223940677966,0.017817325748954,-0.0366120496819666,0.0190186646109786
0.000215972972973,0.017817325748954,-0.035911023607346,0.018309670831365
0.000244357142857,0.017817325748954,-0.0352099975327255,0.0176370289266285
0.00021585840708,0.0171828285425962,-0.0344756478494819,0.0175086777139656
0.00021580952381,0.0171828285425962,-0.0337412981662382,0.016774279147452
0.000215935185185,0.0171828285425962,-0.0328846231378356,0.0159177297804244
0.0002195,0.0171828285425962,-0.032027948109433,0.0150646195668368
0.000229280701754,0.0174571268678646,-0.0311118633472786,0.0138840171811679
0.000215939655172,0.0174571268678646,-0.0301957785851241,0.0129545913724315
0.000215783783784,0.0174571268678646,-0.0293132597942646,0.012071916710184
0.000258369230769,0.0174571268678646,-0.0284307410034051,0.0112319833663095
0.000215956521739,0.0168246420586525,-0.0275426519328337,0.0109339663959202
0.000215954545455,0.0168246420586525,-0.0266545628622623,0.0100458753490648
0.000229713114754,0.0168246420586525,-0.0257254978856178,0.00913056894171937
0.000227745762712,0.0168246420586525,-0.0247964329089734,0.00819953661303294
0.000215883116883,0.0173678848388674,-0.0240373443285013,0.00688534260651693
0.000229989473684,0.0173678848388674,-0.0232782557480293,0.00614036038284586
0.000215886363636,0.0173678848388674,-0.0228283536814655,0.00567635520623404
0.000215980952381,0.0173678848388674,-0.0223784516149016,0.00522654772841523
0.000215793103448,0.0177073437894587,-0.0222635411645064,0.00477199047849569
0.000244566371681,0.0177073437894587,-0.0221486307141112,0.00468585329633348
0.000215963636364,0.0177073437894587,-0.0223059081222845,0.00481452796918979
0.000236226890756,0.0177073437894587,-0.0224631855304578,0.00499206863175509
0.000215964285714,0.0157361133783681,-0.0227957945675439,0.00727564547488981
0.000215872,0.0157361133783681,-0.0231284036046299,0.00760816222626185
0.000248610619469,0.0157361133783681,-0.0236484055011336,0.00816090274223452
0.000215878504673,0.0157361133783681,-0.0241684073976373,0.0086481725239422
0.000215875,0.0164070608557847,-0.0247622199639365,0.00857103410815173
0.000215955752212,0.0164070608557847,-0.0253560325302357,0.00916492742666292
0.000215743362832,0.0164070608557847,-0.0259425407791234,0.00975122328617062
0.000215968992248,0.0164070608557847,-0.0265290490280111,0.0103379571644743
0.000233582608696,0.0166530606990922,-0.0272549819225938,0.0108355038321975
0.00021598989899,0.0166530606990922,-0.0279809148171764,0.0115438440170742
0.000216,0.0166530606990922,-0.0285320067747619,0.0120949460756697
0.000215888888889,0.0166530606990922,-0.0290830987323473,0.0126459269221441
0.000215796116505,0.0167819865479352,-0.0291304634949188,0.0125642730634887
0.000223229508197,0.0167819865479352,-0.0291778282574904,0.0126190712177522
0.00021592173913,0.0167819865479352,-0.0288184546841988,0.0122523898753936
0.000226991304348,0.0167819865479352,-0.0284590811109073,0.0119040858673201
0.000215937007874,0.0164784943764595,-0.0276704944831698,0.0114079371145842
0.000215732142857,0.0164784943764595,-0.0268819078554323,0.0106191456218297
0.00021593495935,0.0164784943764595,-0.0256491371282678,0.00938657771115822
