"TradeVolume","seasonal","trend","remainder"
0,-493428.268190072,531851.842200249,-38423.5740101776
0,-493428.268190072,485974.246311355,7454.02187871718
0,-493428.268190072,443335.911294702,50092.3568953701
0,-493428.268190072,400697.576278049,92730.6919120231
0,-556527.381178061,367256.294558331,189271.08661973
0,-556527.381178061,333815.012838613,222712.368339447
0,-556527.381178061,315073.752492493,241453.628685567
0,-556527.381178061,296332.492146373,260194.889031687
0,-611210.904118449,282681.792321144,328529.111797305
0,-611210.904118449,269031.092495914,342179.811622535
0,-611210.904118449,247885.620270495,363325.283847954
0,-611210.904118449,226740.148045075,384470.756073374
0,-625853.938242464,202735.811712481,423118.126529983
0,-625853.938242464,178731.475379887,447122.462862578
0,-625853.938242464,153806.103591594,472047.83465087
0,-625853.938242464,128880.731803301,496973.206439163
0,-673751.885448854,93427.6002662775,580324.285182577
0,-673751.885448854,57974.4687292537,615777.4167196
0,-673751.885448854,12919.4715695816,660832.413879273
0,-673751.885448854,-32135.5255900905,705887.411038945
0,-680848.099899392,-90767.8933180755,771615.993217467
0,-680848.099899392,-149400.26104606,830248.360945452
0,-680848.099899392,-224549.829792602,905397.929691993
0,-680848.099899392,-299699.398539143,980547.498438535
0,-584193.297713449,-382903.009542257,967096.307255706
0,-584193.297713449,-466106.620545371,1050299.91825882
0,-584193.297713449,-552352.653943121,1136545.95165657
0,-584193.297713449,-638598.687340871,1222791.98505432
0,-477767.875210528,-729342.771979319,1207110.64718985
0,-477767.875210528,-820086.856617767,1297854.7318283
0,-477767.875210528,-916903.547136914,1394671.42234744
0,-477767.875210528,-1013720.23765606,1491488.11286659
0,-461518.42020362,-1111702.59906243,1573221.01926605
0,-461518.42020362,-1209684.96046881,1671203.38067243
0,-461518.42020362,-1301931.29471125,1763449.71491487
0,-461518.42020362,-1394177.6289537,1855696.04915732
0,-492382.955955685,-1481718.24377962,1974101.19973531
0,-492382.955955685,-1569258.85860555,2061641.81456123
0,-492382.955955685,-1652216.75478318,2144599.71073887
0,-492382.955955685,-1735174.65096082,2227557.60691651
0,-436864.046964891,-1812134.99363186,2248999.04059675
0,-436864.046964891,-1889095.33630289,2325959.38326778
0,-436864.046964891,-1959607.10441157,2396471.15137646
0,-436864.046964891,-2030118.87252024,2466982.91948513
0,-352801.603866757,-2094267.01302386,2447068.61689061
0,-352801.603866757,-2158415.15352747,2511216.75739423
0,-352801.603866757,-2213888.73665226,2566690.34051902
0,-352801.603866757,-2269362.31977705,2622163.92364381
0,-302319.792588832,-2312665.89146887,2614985.6840577
0,-302319.792588832,-2355969.4631607,2658289.25574953
0,-302319.792588832,-2390388.69858683,2692708.49117566
0,-302319.792588832,-2424807.93401296,2727127.72660179
0,-170489.499171353,-2456614.90788447,2627104.40705582
0,-170489.499171353,-2488421.88175597,2658911.38092732
0,-170489.499171353,-2509682.42351482,2680171.92268617
0,-170489.499171353,-2530942.96527366,2701432.46444502
0,-49180.0657257201,-2541410.08991126,2590590.15563698
0,-49180.0657257201,-2551877.21454885,2601057.28027457
0,-49180.0657257201,-2556316.86979431,2605496.93552003
0,-49180.0657257201,-2560756.52503976,2609936.59076548
0,-22906.6465021956,-2557204.44583421,2580111.0923364
0,-22906.6465021956,-2553652.36662866,2576559.01313085
0,-22906.6465021956,-2542876.28977115,2565782.93627334
0,-22906.6465021956,-2532100.21291363,2555006.85941583
0,8228.54832562708,-2515250.20763624,2507021.65931061
0,8228.54832562707,-2498400.20235884,2490171.65403321
0,8228.54832562707,-2467340.30718586,2459111.75886023
0,8228.54832562708,-2436280.41201288,2428051.86368725
0,108073.708684992,-2389677.55396174,2281603.84527675
0,108073.708684992,-2343074.69591061,2235000.98722562
0,108073.708684992,-2284787.26648832,2176713.55780333
0,108073.708684992,-2226499.83706604,2118426.12838105
0,253205.014045758,-2161904.36265558,1908699.34860982
0,253205.014045758,-2097308.88824512,1844103.87419936
0,253205.014045758,-1939458.60725458,1686253.59320882
0,253205.014045758,-1781608.32626404,1528403.31221828
0,298020.599513131,-1643313.0910501,1345292.49153697
0,298020.599513131,-1505017.85583617,1206997.25632303
0,298020.599513131,-1317852.33582577,1019831.73631264
0,298020.599513131,-1130686.81581537,832666.216302239
0,351679.788531755,-1022847.18034484,671167.391813089
0,351679.788531755,-915007.544874316,563327.756342562
0,351679.788531755,-843767.824956812,492088.036425057
0,351679.788531755,-772528.105039307,420848.316507553
0,462205.737013382,-706791.578457773,244585.841444391
0,462205.737013382,-641055.051876238,178849.314862856
0,462205.737013382,-600256.018850562,138050.28183718
0,462205.737013382,-559456.985824885,97251.2488115033
0,546643.17084168,-535880.121570822,-10763.0492708581
0,546643.17084168,-512303.257316759,-34339.9135249209
0,546643.17084168,-504872.460821474,-41770.7100202061
0,546643.17084168,-497441.664326189,-49201.5065154911
0,594638.964457699,-494500.480505978,-100138.483951721
0,446957.604805943,-491559.296685766,44601.6918798225
0,479609.314700275,-491645.267430712,12035.9527304374
0,479609.314700275,-491731.238175659,12121.9234753837
0,479609.314700275,-489111.109278162,9501.79457788722
0,479609.314700275,-486490.980380666,6881.66568039078
0,530583.961399126,-473491.36839114,-57092.5930079856
0,530583.961399126,-460491.756401614,-70092.2049975113
0,530583.961399126,-437931.451139243,-92652.5102598828
0,530583.961399126,-415371.145876871,-115212.815522254
0,507614.661566277,-390131.601403685,-117483.060162593
0,507614.661566277,-364892.056930498,-142722.604635779
0,507614.661566277,-334613.103805476,-173001.557760801
0,507614.661566277,-304334.150680454,-203280.510885824
0,462877.851650766,-265758.983788944,-197118.867861822
0,462877.851650766,-227183.816897434,-235694.034753331
0,462877.851650766,-185205.767677621,-277672.083973145
0,462877.851650766,-143227.718457807,-319650.133192959
0,498392.447843236,-101020.225660442,-397372.222182794
0,498392.447843236,-58812.7328630769,-439579.714980159
0,498392.447843236,-21761.9294881187,-476630.518355117
0,498392.447843236,15288.8738868394,-513681.321730075
0,538166.232287568,36880.5360347574,-575046.768322325
0,538166.232287568,58472.1981826753,-596638.430470243
0,538166.232287568,59627.5597903512,-597793.792077919
0,538166.232287568,60782.9213980272,-598949.153685595
0,475583.841946024,47063.4814577503,-522647.323403775
0,475583.841946024,33344.0415174734,-508927.883463498
0,475583.841946024,9121.83405334332,-484705.675999368
0,475583.841946024,-15100.3734107867,-460483.468535237
0,447690.802842908,-50009.6880190831,-397681.114823825
0,447690.802842908,-84919.0026273794,-362771.800215528
0,447690.802842908,-123631.876816651,-324058.926026256
0,447690.802842908,-162344.751005923,-285346.051836984
0,419876.991278784,-194238.687117151,-225638.304161633
0,419876.991278784,-226132.623228378,-193744.368050405
0,419876.991278784,-259847.908558594,-160029.08272019
0,419876.991278784,-293563.19388881,-126313.797389974
0,370460.614969263,-325587.490860403,-44873.1241088602
0,370460.614969263,-357611.787831996,-12848.8271372669
0,370460.614969263,-395060.811900416,24600.1969311529
0,370460.614969263,-432509.835968836,62049.2209995726
0,302690.657383534,-445450.822284628,142760.164901094
0,302690.657383534,-458391.808600421,155701.151216887
0,302690.657383534,-458403.911349681,155713.253966147
0,302690.657383534,-458416.014098941,155725.356715407
0,286526.672202942,-435428.813743014,148902.141540072
0,286526.672202942,-412441.613387088,125914.941184145
0,286526.672202942,-381957.87392139,95431.201718448
0,286526.672202942,-351474.134455693,64947.4622527508
0,310186.805381829,-315239.384805637,5052.57942380814
0,310186.805381829,-279004.63515558,-31182.1702262483
0,310186.805381829,-244573.458288569,-65613.3470932591
0,310186.805381829,-210142.281421559,-100044.52396027
0,273181.317776027,-176939.878457139,-96241.4393188881
0,273181.317776027,-143737.47549272,-129443.842283308
0,273181.317776027,-107748.560251974,-165432.757524053
0,273181.317776027,-71759.6450112281,-201421.672764799
0,287645.359260004,-35888.3114583427,-251757.047801661
0,287645.359260004,-16.9779054573487,-287628.381354547
0,287645.359260004,40516.0982132744,-328161.457473279
0,287645.359260004,81049.1743320061,-368694.53359201
0,239478.49225788,130813.578344997,-370292.070602877
0,239478.49225788,180577.982357988,-420056.474615868
0,239478.49225788,234408.195235762,-473886.687493643
0,239478.49225788,288238.408113536,-527716.900371416
0,101317.093380323,339957.391445376,-441274.484825699
0,101317.093380323,391676.374777215,-492993.468157538
0,101317.093380323,440113.577862701,-541430.671243025
0,101317.093380323,488550.780948188,-589867.874328511
0,21374.0476202125,523784.099037766,-545158.146657978
0,21374.0476202125,559017.417127343,-580391.464747556
0,21374.0476202125,569735.031830662,-591109.079450875
0,21374.0476202125,580452.646533981,-601826.694154194
0,-20847.8944313966,572773.652689247,-551925.758257851
0,-20847.8944313966,565094.658844513,-544246.764413117
0,-20847.8944313966,536742.765700663,-515894.871269266
0,-20847.8944313966,508390.872556813,-487542.978125416
0,-38669.8472003794,457334.645389169,-418664.79818879
0,-38669.8472003794,406278.418221525,-367608.571021146
0,-38669.8472003794,344976.189864034,-306306.342663654
0,-38669.8472003794,283673.961506542,-245004.114306162
0,-53228.9187004565,214459.912088014,-161230.993387557
0,-53228.9187004565,145245.862669486,-92016.9439690291
0,-53228.9187004565,65102.9612595445,-11874.042559088
0,-53228.9187004565,-15039.9401503966,68268.8588508531
0,-60750.2334275143,-95424.7846546775,156175.018082192
0,-60750.2334275143,-175809.629158958,236559.862586473
0,-60750.2334275143,-253035.509224879,313785.742652393
0,-60750.2334275143,-330261.389290799,391011.622718313
0,-57013.0877116164,-409236.036403555,466249.124115171
0,-57013.0877116164,-488210.683516311,545223.771227927
0,-57013.0877116164,-567206.34373231,624219.431443927
0,-57013.0877116164,-646202.00394831,703215.091659927
0,-84242.9878050137,-724812.820521447,809055.808326461
0,-84242.9878050137,-803423.637094584,887666.624899598
0,-84242.9878050137,-876588.187598548,960831.175403562
0,-84242.9878050137,-949752.738102512,1033995.72590753
0,-100571.087662591,-1011119.88775107,1111690.97541366
0,-100571.087662591,-1072487.03739962,1173058.12506222
0,-100571.087662591,-1106744.56340122,1207315.65106381
0,-100571.087662591,-1141002.08940281,1241573.1770654
0,-105826.675532208,-1145064.87625476,1250891.55178697
0,-105826.675532208,-1149127.66310671,1254954.33863892
0,-105826.675532208,-1130255.09059138,1236081.76612359
0,-105826.675532208,-1111382.51807606,1217209.19360827
0,-71019.9666150332,-1069505.6564775,1140525.62309253
0,-71019.9666150332,-1027628.79487894,1098648.76149397
0,-71019.9666150332,-973468.321625301,1044488.28824033
0,-71019.9666150332,-919307.848371666,990327.814986699
0,-30795.0850719911,-860220.289095598,891015.374167589
0,-30795.0850719911,-801132.729819529,831927.81489152
0,-30795.0850719911,-738316.328786451,769111.413858442
0,-30795.0850719911,-675499.927753373,706295.012825364
0,93021.7663729682,-609417.466574739,516395.700201771
0,93021.7663729682,-543335.005396105,450313.239023137
0,93021.7663729682,-469682.65338407,376660.887011102
0,93021.7663729682,-396030.301372034,303008.534999066
0,133054.336619689,-315213.632215793,182159.295596104
0,133054.336619689,-234396.963059552,101342.626439863
0,133054.336619689,-153082.309075052,20027.9724553636
0,133054.336619689,-71767.6550905532,-61286.6815291356
0,47864.7530827276,2828.12476204619,-50692.8778447738
0,47864.7530827276,77423.9046146456,-125288.657697373
0,47864.7530827276,139424.62084759,-187289.373930318
0,47864.7530827276,201425.337080534,-249290.090163262
0,129543.977354752,258011.218741181,-387555.196095933
0,129543.977354752,314597.100401828,-444141.07775658
0,129543.977354752,370769.884646597,-500313.862001348
0,129543.977354752,426942.668891365,-556486.646246117
0,175548.775202994,483121.395212883,-658670.170415878
0,175548.775202994,539300.121534402,-714848.896737396
0,175548.775202994,593181.809543079,-768730.584746073
0,175548.775202994,647063.497551756,-822612.27275475
0,204963.201077796,691822.259129452,-896785.460207248
0,204963.201077796,736581.020707148,-941544.221784944
0,204963.201077796,767627.841107985,-972591.042185782
0,204963.201077796,798674.661508823,-1003637.86258662
0,282930.913934377,820846.74811741,-1103777.66205179
0,282930.913934377,843018.834725997,-1125949.74866037
0,282930.913934377,856091.776963562,-1139022.69089794
0,282930.913934377,869164.719201126,-1152095.6331355
0,296929.8093866,871628.037586148,-1168557.84697275
0,296929.8093866,874091.355971171,-1171021.16535777
0,296929.8093866,868388.459993571,-1165318.26938017
0,296929.8093866,862685.564015972,-1159615.37340257
0,295724.713532598,851876.898429221,-1147601.61196182
0,295724.713532598,841068.23284247,-1136792.94637507
0,295724.713532598,825276.224349479,-1121000.93788208
0,295724.713532598,809484.215856489,-1105208.92938909
0,314494.023934029,797097.245689951,-1111591.26962398
0,314494.023934029,784710.275523414,-1099204.29945744
0,314494.023934029,782565.71024342,-1097059.73417745
0,314494.023934029,780421.144963427,-1094915.16889746
0,363056.406995271,791768.451249445,-1154824.85824472
0,363056.406995271,803115.757535463,-1166172.16453073
0,363056.406995271,828709.213907811,-1191765.62090308
0,363056.406995271,854302.670280159,-1217359.07727543
0,420415.585609075,889321.364930802,-1309736.95053988
0,420415.585609075,924340.059581444,-1344755.64519052
0,420415.585609075,960902.113526826,-1381317.6991359
0,420415.585609075,997464.167472207,-1417879.75308128
0,474891.965693019,1033747.62848582,-1508639.59417884
0,474891.965693019,1070031.08949944,-1544923.05519246
0,474891.965693019,1103587.59297201,-1578479.55866503
0,474891.965693019,1137144.09644458,-1612036.0621376
0,1706017.06662947,1168924.87187182,-2874941.93850129
0,1706017.06662947,1200705.64729906,-2906722.71392853
0,1706017.06662947,1227779.09871941,-2933796.16534889
0,1706017.06662947,1254852.55013977,-2960869.61676924
0,1779293.31021179,1267390.74305928,-3046684.05327107
0,1779293.31021179,1279928.93597879,-3059222.24619058
0,1779293.31021179,1277816.29275631,-3057109.6029681
0,1779293.31021179,1275703.64953382,-3054996.95974562
0,592792.736229081,1261578.00840161,-1854370.7446307
0,592792.736229081,1247452.3672694,-1840245.10349848
0,592792.736229081,1224761.34334187,-1817554.07957095
0,592792.736229081,1202070.31941433,-1794863.05564341
0,492522.130459642,1176223.13614293,-1668745.26660258
