"NumTransactionsTotal","seasonal","trend","remainder"
1607992,4041799.02488436,2313507.84011973,-4747314.86500409
1613576,4041799.02488436,2277698.42707266,-4705921.45195702
1618721,4041799.02488436,2241889.01402559,-4664967.03890994
1624994,4041799.02488436,2205919.2518442,-4622724.27672856
1630310,4097112.31007596,2169949.48966282,-4636751.79973878
1636528,4097112.31007596,2133665.61377396,-4594249.92384992
1642532,4097112.31007596,2097381.7378851,-4551962.04796106
1648041,4097112.31007596,2061072.15070085,-4510143.46077681
1653645,4159836.35521442,2024762.5635166,-4530953.91873103
1659268,4159836.35521442,1988416.70822919,-4488985.06344362
1664798,4159836.35521442,1952070.85294178,-4447109.2081562
1670644,4159836.35521442,1915249.32976794,-4404441.68498237
1677142,4215609.24361886,1878427.80659411,-4416895.05021297
1681881,4215609.24361886,1841126.07838364,-4374854.3220025
1687557,4215609.24361886,1803824.35017317,-4331876.59379203
1693637,4215609.24361886,1766479.34274886,-4288451.58636772
1698515,4262715.05704624,1729134.33532455,-4293334.39237079
1704108,4262715.05704624,1691192.76599316,-4249799.8230394
1709670,4262715.05704624,1653251.19666177,-4206296.25370801
1714480,4262715.05704624,1614114.19925325,-4162349.2562995
1719188,4306047.11662122,1574977.20184474,-4161836.31846596
1724545,4306047.11662122,1535116.60121365,-4116618.71783487
1729365,4306047.11662122,1495256.00058256,-4071938.11720378
1734816,4306047.11662122,1455692.38847342,-4026923.50509465
1740735,4352417.99785936,1416128.77636428,-4027811.77422364
1746017,4352417.99785936,1380217.03983483,-3986618.03769419
1751324,4352417.99785936,1344305.30330538,-3945399.30116474
1756063,4352417.99785936,1317943.29405735,-3914298.29191671
1761174,4406572.97389588,1291581.28480933,-3936980.2587052
1767000,4406572.97389588,1268030.02972242,-3907603.0036183
1771888,4406572.97389588,1244478.77463552,-3879163.7485314
1776844,4406572.97389588,1179446.88364218,-3809175.85753806
1782729,4458080.91679678,1114414.99264884,-3789766.90944562
1788479,4458080.91679678,1075677.77354344,-3745279.69034022
1794225,4458080.91679678,1036940.55443804,-3700796.47123482
1800887,4458080.91679678,984145.517005248,-3641339.43380203
1807462,4517319.34730896,931350.479572456,-3641207.82688141
1812483,4517319.34730896,906565.053145941,-3611401.4004549
1817812,4517319.34730896,881779.626719427,-3581286.97402838
1823560,4517319.34730896,837966.948015093,-3531726.29532405
1830187,4575225.77654631,794154.269310759,-3539193.04585707
1836551,4575225.77654631,752330.26977225,-3491005.04631856
1841990,4575225.77654631,710506.270233741,-3443742.04678005
1847336,4575225.77654631,650991.33237147,-3378881.10891778
1852424,4622883.0501051,591476.394509199,-3361935.4446143
1858044,4622883.0501051,569067.371424181,-3333906.42152928
1864486,4622883.0501051,546658.348339162,-3305055.39844426
1870341,4622883.0501051,526007.234139252,-3278549.28424435
1875937,4671723.6535192,505356.119939343,-3301142.77345854
1880755,4671723.6535192,433742.888183742,-3224711.54170294
1885664,4671723.6535192,362129.656428142,-3148189.30994734
1890460,4671723.6535192,315942.669231342,-3097206.32275054
1895504,4722774.9877582,269755.682034542,-3097026.66979275
1900875,4722774.9877582,236517.546308205,-3058417.53406641
1906495,4722774.98775821,203279.410581868,-3019559.39834007
1911515,4722774.98775821,183023.677932236,-2994283.66569044
1916889,4775466.77853762,162767.945282604,-3021345.72382022
1921893,4775466.77853762,69110.9798582001,-2922684.75839582
1926687,4775466.77853762,-24545.9855662035,-2824233.79297141
1932612,4775466.77853762,-148025.292706264,-2694829.48583135
1939141,4830508.4104785,-271504.599846325,-2619862.81063217
1945473,4830508.4104785,-298271.448041577,-2586763.96243692
1952208,4830508.4104785,-325038.296236829,-2553262.11424167
1958524,4830508.4104785,-348588.391839894,-2523396.0186386
1964057,4884729.78123989,-372138.487442959,-2548534.29379693
1969347,4884729.78123989,-400417.864510717,-2514964.91672918
1975694,4884729.78123989,-428697.241578475,-2480338.53966142
1982715,4884729.78123989,-468572.029579227,-2433442.75166067
1989834,4931421.9667348,-508446.817579979,-2433141.14915482
1995621,4931421.9667348,-554262.320910898,-2381538.6458239
2001307,4931421.9667348,-600077.824241816,-2330037.14249299
2007101,4931421.9667348,-648064.102304561,-2276256.86443024
2012341,4977987.94596167,-696050.380367305,-2269596.56559437
2017265,4977987.94596167,-738296.285471035,-2222426.66049064
2022780,4977987.94596167,-780542.190574764,-2174665.75538691
2027905,4977987.94596167,-809774.090103429,-2140308.85585824
2033381,5025917.25907202,-839005.989632094,-2153530.26943992
2038700,5025917.25907202,-862977.343806832,-2124239.91526519
2043519,5025917.25907202,-886948.697981569,-2095449.56109045
2048134,5025917.25907202,-915886.527388348,-2061896.73168367
2053334,5082620.14851213,-944824.356795127,-2084461.791717
2060018,5082620.14851213,-1068917.73309841,-1953684.41541371
2065685,5082620.14851213,-1193011.1094017,-1823924.03911043
2071503,5082620.14851213,-1238735.99130541,-1772381.15720672
2077243,5144093.57145849,-1284460.87320911,-1782389.69824938
2081919,5144093.57145849,-1373384.58904317,-1688789.98241532
2087226,5144093.57145849,-1462308.30487723,-1594559.26658126
2092607,5144093.57145849,-1468249.01012988,-1583237.56132861
2098178,5201366.69279425,-1474189.71538253,-1628998.97741172
2103147,5201366.69279425,-1478422.58021077,-1619797.11258348
2108170,5201366.69279425,-1482655.44503901,-1610541.24775524
2113194,5201366.69279425,-1483552.00732834,-1604620.68546592
2118551,5257070.24879297,-1484448.56961766,-1654070.6791753
2123074,5257070.24879297,-862609.430864576,-2271386.81792839
2128883,5257070.24879297,-240770.292111489,-2887416.95668148
2134427,5257070.24879297,538846.432288697,-3661489.68108166
2140063,526395.603663692,1318463.15668888,295204.239647424
2146980,553388.514186642,1391623.48800054,201967.997812818
2153341,553388.514186642,1464783.81931219,135168.666501163
2159552,553388.514186642,1445833.10562967,160330.380183686
2165842,553388.514186642,1426882.39194715,185571.093866209
2171841,583970.145067381,1405507.40343358,182363.451499035
2178430,583970.145067381,1384132.41492002,210327.440012601
2185598,583970.145067381,1365712.64100141,235915.213931207
2192541,583970.145067381,1347292.86708281,261277.987849814
2199365,619324.724483101,1326083.37021641,253956.90530049
2206099,619324.724483101,1304873.87335001,281900.402166887
2212774,619324.724483101,1271320.28936161,322128.986155289
2219459,619324.724483101,1237766.70537321,362367.57014369
2226004,657080.104509435,1163077.75200592,405846.143484642
2233219,657080.104509435,1088388.79863864,487750.096851927
2239683,657080.104509435,1076126.58722487,506476.308265697
2246401,657080.104509435,1063864.3758111,525456.519679466
2253172,691018.700260319,1027905.73671845,534247.563021228
2258431,691018.700260319,991947.097625807,575465.202113874
2264415,691018.700260319,904338.992272205,669057.307467476
2271232,691018.700260319,816730.886918603,763482.412821078
2279249,718064.958700362,703962.630430138,857221.4108695
2285985,718064.958700362,591194.373941673,976725.667357966
2292529,718064.958700362,567111.301751952,1007352.73954769
2298624,718064.958700362,543028.229562232,1037530.81173741
2305088,765759.439543496,520250.713462662,1019077.84699384
2311107,765759.439543496,497473.197363092,1047874.36309341
2317576,765759.439543496,469315.089013604,1082501.4714429
2324476,765759.439543496,441156.980664116,1117559.57979239
2331431,822321.85890984,405021.934875301,1104087.20621486
2338374,822321.85890984,368886.889086485,1147165.25200368
2345971,822321.85890984,333010.316415952,1190638.82467421
2352587,822321.85890984,297133.743745419,1233131.39734474
2359087,872030.784690992,267611.462307014,1219444.75300199
2365886,872030.784690992,238089.180868608,1255766.0344404
2372505,872030.784690992,158531.06387694,1341943.15143207
2379764,872030.784690992,78972.9468852725,1428760.26842374
2388406,915781.525509862,31222.1003300119,1441402.37416013
2396030,915781.525509862,-16528.7462252487,1496777.22071539
2403435,915781.525509862,-75327.2264048706,1562980.70089501
2410949,915781.525509862,-134125.706584493,1629293.18107463
2420659,961229.492814207,-172694.583255129,1632124.09044092
2430170,961229.492814207,-211263.459925766,1680203.96711156
2439456,961229.492814207,-239015.668567945,1717242.17575374
2446584,961229.492814207,-266767.877210125,1752122.38439592
2453260,1011830.71983493,-328627.546064343,1770056.82622942
2459192,1011830.71983493,-390487.214918561,1837848.49508363
2465310,1011830.71983493,-438059.565878806,1891538.84604388
2471658,1011830.71983493,-485631.916839052,1945459.19700413
2478782,1065353.00971581,-534902.951073967,1948331.94135816
2486663,1065353.00971581,-584173.985308882,2005483.97559307
2493866,1065353.00971581,-662190.13502203,2090703.12530622
2500454,1065353.00971581,-740206.284735179,2175307.27501937
2506305,1117089.4297176,-773580.229927374,2162795.80020977
2512780,1117089.4297176,-806954.175119569,2202644.74540197
2519407,1117089.4297176,-846200.58810738,2248518.15838978
2526232,1117089.4297176,-885447.001095192,2294589.57137759
2532945,1166289.79989404,-933684.114481141,2300339.31458711
2540641,1166289.79989404,-981921.227867091,2356272.42797305
2546342,1166289.79989404,-1015966.63637092,2396018.83647688
2552359,1166289.79989404,-1050012.04487475,2436081.24498071
2559088,1220615.89510978,-1071066.61143418,2409538.7163244
2565801,1220615.89510978,-1092121.17799361,2437306.28288383
2572375,1220615.89510978,-1115434.76080379,2467193.86569401
2579010,1220615.89510978,-1138748.34361397,2497142.44850419
2585488,1275423.72441207,-1256802.92069557,2566867.19628349
2591542,1275423.72441207,-1374857.49777716,2690975.77336509
2596716,1275423.72441207,-1485954.6906973,2807246.96628522
2602444,1275423.72441207,-1597051.88361743,2924072.15920535
2609249,1321504.47837521,-1624473.47673292,2912217.99835771
2616345,1321504.47837521,-1651895.06984842,2946735.59147321
2622922,1321504.47837521,-1675092.26334043,2976509.78496522
2629628,1321504.47837521,-1698289.45683243,3006412.97845722
2637101,1370334.18131855,-1725590.11441861,2992356.93310005
2642846,1370334.18131855,-1752890.77200478,3025402.59068622
2649525,1370334.18131855,-1794339.74194753,3073530.56062897
2656129,1370334.18131855,-1835788.71189028,3121583.53057173
2663109,1419491.53809961,-1879998.28661884,3123615.74851923
2669865,1419491.53809961,-1924207.86134739,3174581.32324778
2676158,1419491.53809961,-1971762.15432298,3228428.61622337
2682619,1419491.53809961,-2019316.44729856,3282443.90919895
2688868,1471912.4515734,-2064145.26081529,3281100.8092419
2695337,1471912.4515734,-2108974.07433203,3332398.62275863
2701683,1471912.4515734,-2140309.63571186,3370080.18413846
2708817,1471912.4515734,-2171645.19709168,3408549.74551829
2716343,1524458.66803215,-2201478.88977038,3393363.22173824
2723517,1524458.66803215,-2231312.58244908,3430370.91441694
2729803,1524458.66803215,-2304828.32632983,3510172.65829768
2735422,1524458.66803215,-2378344.07021057,3589307.40217842
2741508,1575522.57902233,-2425348.16977246,3591333.59075013
2749047,1575522.57902233,-2472352.26933435,3645876.69031201
2756526,1575522.57902233,-2528983.58932035,3709987.01029802
2763503,1575522.57902233,-2585614.90930636,3773595.33028403
2770503,1633240.54840743,-2624096.85944997,3761359.31104254
2776655,1633240.54840743,-2662578.80959358,3805993.26118615
2782716,1633240.54840743,-2717991.10396481,3867466.55555738
2788761,1633240.54840743,-2773403.39833604,3928923.84992861
2797196,1687664.55728465,-2799628.77827693,3909160.22099228
2804681,1687664.55728465,-2825854.15821782,3942870.60093317
2813194,1687664.55728465,-2863143.5435298,3988672.98624515
2820743,1687664.55728465,-2900432.92884179,4033511.37155714
2828678,1739882.0154918,-2905433.22079638,3994229.20530458
2835991,1739882.0154918,-2910433.51275097,4006542.49725917
2843837,1739882.0154918,-3032658.84325634,4136613.82776454
2852191,1739882.0154918,-3154884.17376172,4267193.15826991
2860336,1789674.17307402,-3347815.74628303,4418477.57320901
2868359,1789674.17307402,-3540747.31880434,4619432.14573032
2876375,1789674.17307402,-3720976.02553056,4807676.85245654
2884145,1789674.17307402,-3901204.73225678,4995675.55918276
2890913,1839291.48613926,-3901218.90539216,4952840.4192529
2897758,1839291.48613926,-3901233.07852753,4959699.59238827
2905153,1839291.48613926,-3598789.91155282,4664651.42541356
2912899,1839291.48613926,-3296346.7445781,4369954.25843884
2922942,1891098.73745123,-2650260.50383202,3682103.76638079
2930008,1891098.73745123,-2004174.26308594,3043083.52563471
2937181,1891098.73745123,-1337196.26743741,2383278.52998618
2945231,1891098.73745123,-670218.271788882,1724350.53433765
2954295,1942070.38062761,53390.0552297152,958834.564142674
2964365,1942070.38062761,776998.382248312,245296.237124077
2973738,1942070.38062761,3066389.67007381,-2034722.05070142
2986021,1942070.38062761,5355780.9578993,-4311830.33852691
3000397,1995796.52561475,6133136.83030218,-5128536.35591693
3013987,1995796.52561475,6910492.70270505,-5892302.2283198
3026403,1995796.52561475,8054275.14096966,-7023668.66658441
3042686,1995796.52561475,9198057.57923426,-8151168.10484901
3059862,2053446.99627105,9251026.75909137,-8244611.75536242
3078727,2053446.99627105,9303995.93894848,-8278715.93521953
3091450,2053446.99627105,9304911.21168835,-8266908.20795939
3105646,2053446.99627105,9305826.48442821,-8253627.48069926
3127701,2110380.48766464,9305261.58778892,-8287941.07545356
3141785,2110380.48766464,9304696.69114963,-8273292.17881427
3169795,2110380.48766464,9303365.30482219,-8243950.79248683
3190612,2110380.48766464,9302033.91849475,-8221802.40615939
3210289,2165394.36972837,9300153.71235018,-8255259.08207855
3225181,2165394.36972837,9298273.50620561,-8238486.87593398
3246939,2165394.36972837,9295465.22421666,-8213920.59394503
3285071,2165394.36972837,9292656.94222771,-8172980.31195608
3318399,2218927.03186744,9289720.7675741,-8190248.79944154
3347532,2218927.03186744,9286784.59292049,-8158179.62478793
3372855,2218927.03186744,9282686.33841584,-8128758.37028328
3399639,2218927.03186744,9278588.08391119,-8097876.11577863
3425659,2273701.09974394,9271932.95149469,-8119975.05123863
3454666,2273701.09974394,9265277.8190782,-8084312.91882214
3478648,2273701.09974394,9256809.45776118,-8051862.55750512
3500899,2273701.09974394,9248341.09644416,-8021143.1961881
3533425,2327619.29967903,9239067.8354728,-8033262.13515182
3564585,2327619.29967903,9229794.57450143,-7992828.87418046
3590328,2327619.29967903,9219946.86331952,-7957238.16299855
3611279,2327619.29967903,9210099.15213761,-7926439.45181664
3635992,2380746.59179912,9200501.48246848,-7945256.0742676
3654562,2380746.59179912,9190903.81279935,-7917088.40459847
3681216,2380746.59179912,9181885.56505899,-7881416.15685811
3726200,2380746.59179912,9172867.31731863,-7827413.90911775
3771518,2436242.123876,9164583.16462578,-7829307.28850178
3789793,2436242.123876,9156299.01193294,-7802748.13580894
3820360,2436242.123876,9150087.53812172,-7765969.66199772
3847334,2436242.123876,9143876.06431049,-7732784.18818649
3878857,2493341.73561792,9139205.81197342,-7753690.54759135
3918185,2493341.73561792,9134535.55963635,-7709692.29525428
3953460,2493341.73561792,9133600.21012709,-7673481.94574501
3974256,2493341.73561792,9132664.86061782,-7651750.59623574
4026296,2551525.26768638,9134498.77061375,-7659728.03830013
4083293,2551525.26768638,9136332.68060969,-7604564.94829606
4140700,2551525.26768638,9138545.93614559,-7549371.20383197
4190013,2551525.26768638,9140759.19168149,-7502271.45936787
4230303,2608906.08642859,9139393.01124601,-7517996.09767461
4269331,2608906.08642859,9138026.83081054,-7477601.91723913
4307439,2608906.08642859,9131743.45435403,-7433210.54078263
4340914,2608906.08642859,9125460.07789753,-7393452.16432612
4367415,2665165.03972677,9116028.17449401,-7413778.21422078
4392965,2665165.03972677,9106596.27109049,-7378796.31081726
4414624,2665165.03972677,9095354.59818349,-7345895.63791026
4436504,2665165.03972677,9084112.9252765,-7312773.96500327
4462489,2715107.5092312,9071619.02217372,-7324237.53140492
4495036,2715107.5092312,9059125.11907095,-7279196.62830214
4525672,2715107.5092312,9046051.33783153,-7235486.84706273
4552987,2715107.5092312,9032977.55659212,-7195098.06582332
4575326,2766682.96955837,9018755.36221878,-7210112.33177715
4598934,2766682.96955837,9004533.16784544,-7172282.13740381
4617768,2766682.96955837,8989470.18070834,-7138385.15026671
4643040,2766682.96955837,8974407.19357124,-7098050.16312961
4665986,2822480.27305414,8959801.03169179,-7116295.30474593
4687978,2822480.27305414,8945194.86981233,-7079697.14286648
4710023,2822480.27305414,8930941.85713534,-7043399.13018948
4731985,2822480.27305414,8916688.84445834,-7007184.11751249
4758114,2874873.32896675,8902968.71426866,-7019728.04323541
4779811,2874873.32896675,8889248.58407898,-6984310.91304573
4805104,2874873.32896675,8875989.87139268,-6945759.20035943
4838546,2874873.32896675,8862731.15870638,-6899058.48767313
4868711,2929683.70237497,8850145.60284976,-6911118.30522472
4895204,2929683.70237497,8837560.04699313,-6872039.7493681
4918645,2929683.70237497,8826183.74305863,-6837222.4454336
4944062,2929683.70237497,8814807.43912414,-6800429.1414991
4969948,2985259.83540096,8804726.72748458,-6820038.56288554
5000509,2985259.83540096,8794646.01584502,-6779396.85124598
5035202,2985259.83540096,8786201.34345645,-6736259.17885741
5065935,2985259.83540096,8777756.67106789,-6697081.50646885
5097012,3036934.99825848,8770601.7816449,-6710524.77990338
5132395,3036934.99825848,8763446.89222192,-6667986.8904804
5169993,3036934.99825848,8756527.31204483,-6623469.3103033
5199968,3036934.99825848,8749607.73186773,-6586574.73012621
5235869,3088204.64234023,8742537.51720336,-6594873.15954359
5265814,3088204.64234023,8735467.302539,-6557857.94487922
5294941,3088204.64234023,8728589.80931083,-6521853.45165106
5325593,3088204.64234023,8721712.31608267,-6484323.9584229
5352023,3147125.88688521,8715429.0460588,-6510531.93294402
5385210,3147125.88688521,8709145.77603494,-6471061.66292015
5417998,3147125.88688521,8703292.92858984,-6432420.81547506
5456202,3147125.88688521,8697440.08114475,-6388363.96802996
5492365,3210987.52814407,8691571.24916729,-6410193.77731135
5526528,3210987.52814407,8685702.41718983,-6370161.94533389
5559003,3210987.52814407,8679471.34133536,-6331455.86947943
5588359,3210987.52814407,8673240.26548089,-6295868.79362496
5616525,3273299.44176315,8666513.01516221,-6323287.45692537
5648528,3273299.44176315,8659785.76484353,-6284557.20660669
5684488,3273299.44176315,8652874.30728585,-6241685.749049
5713124,3273299.44176315,8645962.84972816,-6206138.29149132
5751979,3332684.00345203,8639765.31410138,-6220470.31755341
5785096,3332684.00345203,8633567.77847459,-6181155.78192662
5812458,3332684.00345203,8628911.11944474,-6149137.12289677
5842437,3332684.00345203,8624254.46041489,-6114501.46386692
5876188,3388811.87775679,8621770.40522722,-6134394.28298401
5925866,3388811.87775679,8619286.35003956,-6082232.22779635
5963471,3388811.87775679,8618209.72338396,-6043550.60114074
6012541,3388811.87775679,8617133.09672835,-5993403.97448514
6061706,3444443.52521817,8616404.89479844,-5999142.42001661
6102603,3444443.52521817,8615676.69286853,-5957517.2180867
6141373,3444443.52521817,8613885.87099174,-5916956.39620991
6176395,3444443.52521817,8612095.04911495,-5880143.57433312
6212643,3494774.68431132,8608628.43180102,-5890760.11611234
6253137,3494774.68431132,8605161.8144871,-5846799.49879842
6293771,3494774.68431132,8599955.09042235,-5800958.77473367
6325536,3494774.68431132,8594748.36635761,-5763987.05066893
6356505,3548521.51848307,8588048.87112438,-5780065.38960745
6391996,3548521.51848307,8581349.37589114,-5737874.89437421
6422521,3548521.51848307,8573869.45976651,-5699869.97824958
6453829,3548521.51848307,8566389.54364187,-5661082.06212495
6484667,3607442.63734483,8559290.18357554,-5682065.82092037
6518471,3607442.63734483,8552190.8235092,-5641162.46085403
6549831,3607442.63734483,8546018.65734094,-5603630.29468577
6591326,3607442.63734483,8539846.49117268,-5555963.12851751
6633266,3662442.69809715,8535229.06231404,-5564405.76041118
6664534,3662442.69809715,8530611.63345539,-5528520.33155254
6705600,3662442.69809715,8526326.67851228,-5483169.37660943
6742540,3662442.69809715,8522041.72356916,-5441944.42166631
6783954,3716595.15619066,8516109.02328843,-5448750.17947908
6828172,3716595.15619066,8510176.3230077,-5398599.47919835
6860649,3716595.15619066,8503041.89847158,-5358988.05466223
6895008,3716595.15619066,8495907.47393546,-5317494.63012611
6925084,3774398.22416569,8487116.51037504,-5336430.73454073
6957139,3774398.22416569,8478325.54681462,-5295584.77098031
6994952,3774398.22416569,8468189.36159316,-5247635.58575885
7025358,3774398.22416569,8458053.1763717,-5207093.40053739
7053257,3826529.50593574,8446271.29817282,-5219543.80410856
7088403,3826529.50593574,8434489.41997394,-5172615.92590968
7118743,3826529.50593574,8421495.62406091,-5129282.12999664
7146094,3826529.50593574,8408501.82814788,-5088937.33408361
7171517,3872639.34017048,8394801.526846,-5095923.86701648
7202830,3872639.34017048,8381101.22554411,-5050910.5657146
7234949,3872639.34017048,8366677.66835929,-5004368.00852977
7268774,3872639.34017048,8352254.11117447,-4956119.45134495
7298731,3924832.61590096,8337637.67229115,-4963739.28819211
7322578,3924832.61590096,8323021.23340784,-4925275.8493088
7346773,3924832.61590096,8308763.02166923,-4886822.63757019
7378052,3924832.61590096,8294504.80993062,-4841285.42583158
7401827,3985018.68100387,8279936.03442893,-4863127.7154328
7433713,3985018.68100387,8265367.25892724,-4816672.93993111
7463907,3985018.68100387,8250807.04687128,-4771918.72787515
7493805,3985018.68100387,8236246.83481532,-4727460.51581919
7520214,4041799.02488436,8222392.73640025,-4743977.76128461
7541357,4041799.02488436,8208538.63798519,-4708980.66286955
7565160,4041799.02488436,8195345.81053818,-4671984.83542254
7593703,4041799.02488436,8182152.98309117,-4630249.00797553
7625888,4097112.31007596,8170442.13333963,-4641666.44341559
7655406,4097112.31007596,8158731.28358808,-4600437.59366404
7689815,4097112.31007596,8149013.33691968,-4556310.64699564
7725477,4097112.31007596,8139295.39025127,-4510930.70032724
7757153,4159836.35521442,8130447.45896436,-4533130.81417878
7795519,4159836.35521442,8121599.52767744,-4485916.88289187
7831422,4159836.35521442,8112052.61379851,-4440466.96901294
7863677,4159836.35521442,8102505.69991959,-4398665.05513401
7893758,4215609.24361886,8091560.77092867,-4413412.01454753
7917958,4215609.24361886,8080615.84193776,-4378267.08555662
7955236,4215609.24361886,8068688.30059944,-4329061.5442183
7982217,4215609.24361886,8056760.75926112,-4290153.00287998
8011907,4262715.05704624,8044423.26417838,-4295231.32122462
8045371,4262715.05704624,8032085.76909563,-4249429.82614188
8078145,4262715.05704624,8019740.23703722,-4204310.29408347
8106577,4262715.05704624,8007394.70497881,-4163532.76202506
8135047,4306047.11662122,7995410.92192779,-4166411.03854901
8162720,4306047.11662122,7983427.13887677,-4126754.25549799
8202494,4306047.11662122,7970777.98466958,-4074331.1012908
8238141,4306047.11662122,7958128.83046239,-4026034.94708361
8278256,4352417.99785936,7943380.961843,-4017542.95970236
8311824,4352417.99785936,7928633.09322361,-3969227.09108297
8339950,4352417.99785936,7912714.01729016,-3925182.01514952
8362490,4352417.99785936,7896794.9413567,-3886722.93921606
8379978,4406572.97389588,7878706.32449785,-3905301.29839373
8397359,4406572.97389588,7860617.70763899,-3869831.68153487
8416503,4406572.97389588,7842576.42159461,-3832646.39549049
8446433,4406572.97389588,7824535.13555024,-3784675.10944611
8475035,4458080.91679678,7805987.06968635,-3789032.98648313
8500493,4458080.91679678,7787439.00382246,-3745026.92061924
8527991,4458080.91679678,7769235.38499766,-3699325.30179444
8553255,4458080.91679678,7751031.76617286,-3655857.68296964
8575947,4517319.34730896,7733639.17287391,-3675011.52018287
8608149,4517319.34730896,7716246.57957497,-3625416.92688393
8636208,4517319.34730896,7698537.05125382,-3579648.39856278
8673650,4517319.34730896,7680827.52293267,-3524496.87024163
8708635,4575225.77654631,7662455.93549946,-3529046.71204577
8735486,4575225.77654631,7644084.34806625,-3483824.12461256
8762081,4575225.77654631,7625460.28887565,-3438605.06542196
8785809,4575225.77654631,7606836.22968504,-3396253.00623135
8810461,4622883.0501051,7588681.19803803,-3401103.24814313
8835302,4622883.0501051,7570526.16639103,-3358107.21649613
8864523,4622883.0501051,7552869.49484669,-3311229.54495179
8902266,4622883.0501051,7535212.82330235,-3255829.87340745
8939552,4671723.6535192,7519323.56924579,-3251495.22276499
8973825,4671723.6535192,7503434.31518923,-3201332.96870843
9006969,4671723.6535192,7487498.02107043,-3152252.67458963
9042129,4671723.6535192,7471561.72695163,-3101156.38047083
9079690,4722774.9877582,7454893.95932038,-3097978.94707858
9120935,4722774.9877582,7438226.19168913,-3040066.17944733
9153866,4722774.98775821,7419987.45325256,-2988896.44101077
9185348,4722774.98775821,7401748.71481599,-2939175.7025742
9214517,4775466.77853762,7380459.20925337,-2941408.98779099
9249338,4775466.77853762,7359169.70369075,-2885298.48222837
9284148,4775466.77853762,7337056.02384906,-2828374.80238667
9313676,4775466.77853762,7314942.34400736,-2776733.12254498
9350197,4830508.4104785,7290942.01389965,-2771253.42437815
9389247,4830508.4104785,7266941.68379194,-2708203.09427044
9417610,4830508.4104785,7243043.28356394,-2655941.69404243
9455332,4830508.4104785,7219144.88333593,-2594321.29381443
9475887,4884729.78123989,7194539.82456116,-2603382.60580105
9498294,4884729.78123989,7169934.76578639,-2556370.54702628
9526344,4884729.78123989,7146652.1734372,-2505037.95467709
9559520,4884729.78123989,7123369.58108801,-2448579.3623279
9596721,4931421.9667348,7102475.8330299,-2437176.7997647
9629608,4931421.9667348,7081582.08497178,-2383396.05170659
9661465,4931421.9667348,7063797.67211118,-2333754.63884599
9694303,4931421.9667348,7046013.25925058,-2283132.22598539
9732777,4977987.94596167,7030117.0191941,-2275327.96515577
9769118,4977987.94596167,7014220.77913761,-2223090.72509929
9804440,4977987.94596167,6998756.26829658,-2172304.21425825
9844700,4977987.94596167,6983291.75745554,-2116579.70341721
9886097,5025917.25907202,6968506.20614744,-2108326.46521946
9919623,5025917.25907202,6953720.65483935,-2060014.91391136
9953612,5025917.25907202,6938820.41040131,-2011125.66947332
9994440,5025917.25907202,6923920.16596326,-1955397.42503528
10041030,5082620.14851213,6908834.93895922,-1950425.08747134
10090046,5082620.14851213,6893749.71195517,-1886323.8604673
10126179,5082620.14851213,6881928.75105039,-1838369.89956251
10166837,5082620.14851213,6870107.7901456,-1785890.93865773
10218849,5144093.57145849,6856565.24857435,-1781809.82003284
10258077,5144093.57145849,6843022.7070031,-1729039.27846159
10295176,5144093.57145849,6838690.80091782,-1687608.37237631
10322736,5144093.57145849,6834358.89483253,-1655716.46629102
10358476,5201366.69279425,6832762.61098078,-1675653.30377503
10401595,5201366.69279425,6831166.32712903,-1630938.01992329
10449109,5201366.69279425,6831156.14592418,-1583413.83871843
10488357,5201366.69279425,6831145.96471933,-1544155.65751358
10532108,5257070.24879297,7394555.8326903,-2119518.08148327
10566336,5257070.24879297,7957965.70066127,-2648699.94945424
10594956,5257070.24879297,8301006.83307615,-2963121.08186912
10633942,5257070.24879297,8644047.96549102,-3267176.21428399
10675355,526395.603663692,9383069.30820115,765890.088135153
10725281,553388.514186642,10122090.6509113,49801.8349020705
10764212,553388.514186642,10145133.972097,65689.5137163252
10798731,553388.514186642,10168177.2932828,77165.1925305799
10839591,553388.514186642,10169512.5695967,116689.91621669
10874981,583970.145067381,10170847.8459106,120163.009022065
10918316,583970.145067381,10172216.6703548,162129.184577843
10969709,583970.145067381,10173585.494799,212153.36013362
11024371,583970.145067381,10174145.3835965,266255.471336089
11071207,619324.724483101,10174705.2723941,277177.003122838
11118044,619324.724483101,10173847.7631474,324871.512369504
11161843,619324.724483101,10172990.2539007,369528.021616168
11207496,619324.724483101,10171183.0760125,416988.199504415
11259693,657080.104509435,10169375.8981242,433236.997366328
11307714,657080.104509435,10166134.197182,484499.698308565
11358610,657080.104509435,10162892.4962398,538637.3992508
11415065,657080.104509435,10158985.0750873,598999.820403311
11456701,691018.700260319,10155077.6539347,610604.64580494
11498058,691018.700260319,10150504.2514758,656535.048263881
11538257,691018.700260319,10145930.8490169,701307.450722825
11586524,691018.700260319,10141613.3999892,753891.899750514
11633131,718064.958700362,10137295.9509615,777770.090338159
11679176,718064.958700362,10134006.2475591,827104.793740507
11732596,718064.958700362,10130716.5441568,883814.497142853
11786047,718064.958700362,10128715.8654632,939266.175836392
11838368,765759.439543496,10126715.1867697,945893.373686798
11891985,765759.439543496,10126307.5121035,999918.048352981
11937795,765759.439543496,10125899.8374373,1046135.72301916
11983899,765759.439543496,10126129.3527523,1092010.20770418
