"EstimatedTransactionVolumeUSD","seasonal","trend","remainder"
0,2399265.61032094,10212453.6034719,-12611719.2137928
0,2399265.61032094,10035162.4472398,-12434428.0575607
0,2399265.61032094,9888426.76462652,-12287692.3749475
0,2399265.61032094,9741691.08201328,-12140956.6923342
0,2592809.23545902,9653991.07227141,-12246800.3077304
0,2592809.23545902,9566291.06252953,-12159100.2979886
0,2592809.23545902,9556536.22654455,-12149345.4620036
0,2592809.23545902,9546781.39055957,-12139590.6260186
0,2729044.53575814,9598620.2311888,-12327664.7669469
0,2729044.53575814,9650459.07181803,-12379503.6075762
0,2729044.53575814,9737179.94546401,-12466224.4812221
0,2729044.53575814,9823900.81910999,-12552945.3548681
0,3026901.18527472,9930920.4823625,-12957821.6676372
0,3026901.18527472,10037940.145615,-13064841.3308897
0,3026901.18527472,10128710.0569007,-13155611.2421754
0,3026901.18527472,10219479.9681864,-13246381.1534611
0,3464101.19103405,10277593.4967491,-13741694.6877831
0,3464101.19103405,10335707.0253117,-13799808.2163458
0,3464101.19103405,10377694.3673209,-13841795.558355
0,3464101.19103405,10419681.7093302,-13883782.9003642
0,3561862.0723133,10435352.2428548,-13997214.3151681
0,3561862.0723133,10451022.7763795,-14012884.8486928
0,3561862.0723133,10434248.8952216,-13996110.9675349
0,3561862.0723133,10417475.0140637,-13979337.086377
0,3482513.4417291,10386687.7489363,-13869201.1906654
0,3482513.4417291,10355900.483809,-13838413.9255381
0,3482513.4417291,10301879.581843,-13784393.0235721
0,3482513.4417291,10247858.6798769,-13730372.121606
0,3746163.94046364,10174314.1072413,-13920478.047705
0,3746163.94046364,10100769.5346058,-13846933.4750694
0,3746163.94046364,10038462.029412,-13784625.9698757
0,3746163.94046364,9976154.52421832,-13722318.464682
0,4114766.17479396,9933900.1109156,-14048666.2857096
0,4114766.17479396,9891645.69761287,-14006411.8724068
0,4114766.17479396,9864850.63893046,-13979616.8137244
0,4114766.17479396,9838055.58024805,-13952821.755042
0,4626842.99567868,9831478.94699316,-14458321.9426718
0,4626842.99567868,9824902.31373827,-14451745.309417
0,4626842.99567868,9844714.32445372,-14471557.3201324
0,4626842.99567868,9864526.33516917,-14491369.3308478
0,5156005.68081332,9903248.82388783,-15059254.5047012
0,5156005.68081332,9941971.3126065,-15097976.9934198
0,5156005.68081332,9989139.56858175,-15145145.2493951
0,5156005.68081332,10036307.824557,-15192313.5053703
0,5509132.65149047,10099198.5616631,-15608331.2131536
0,5509132.65149047,10162089.2987692,-15671221.9502596
0,5509132.65149047,10229231.3797575,-15738364.0312479
0,5509132.65149047,10296373.4607458,-15805506.1122362
0,5934624.59761965,10356151.024461,-16290775.6220806
0,5934624.59761965,10415928.5881762,-16350553.1857958
0,5934624.59761965,10468330.8160369,-16402955.4136566
0,5934624.59761965,10520733.0438976,-16455357.6415173
0,6323653.63198658,10566360.8756,-16890014.5075865
0,6323653.63198658,10611988.7073023,-16935642.3392889
0,6323653.63198658,10630880.5833741,-16954534.2153607
0,6323653.63198658,10649772.4594459,-16973426.0914325
0,6858160.94079413,10603526.1410189,-17461687.0818131
0,6858160.94079413,10557279.822592,-17415440.7633861
0,6858160.94079413,10462644.1620219,-17320805.102816
0,6858160.94079413,10368008.5014518,-17226169.4422459
0,7337950.93784124,10258275.6538595,-17596226.5917008
0,7337950.93784124,10148542.8062673,-17486493.7441085
0,7337950.93784124,10017726.0642522,-17355677.0020934
0,7337950.93784124,9886909.32223715,-17224860.2600784
0,7686794.03995156,9749887.72158363,-17436681.7615352
0,7686794.03995156,9612866.12093011,-17299660.1608817
0,7686794.03995156,9481125.62535011,-17167919.6653017
0,7686794.03995156,9349385.1297701,-17036179.1697217
0,8140397.58833096,9206001.2138962,-17346398.8022272
0,8140397.58833096,9062617.29802231,-17203014.8863533
0,8140397.58833096,8919569.89243614,-17059967.4807671
0,8140397.58833096,8776522.48684996,-16916920.0751809
0,8579450.05540171,8652516.39440251,-17231966.4498042
0,8579450.05540171,8528510.30195505,-17107960.3573568
0,8579450.05540171,8437470.94150635,-17016920.9969081
0,8579450.05540171,8346431.58105765,-16925881.6364594
3712,9058299.93233482,8303622.93167587,-17358210.8640107
2649,9058299.93233482,8260814.28229409,-17316465.2146289
946,9058299.93233482,8287853.786648,-17345207.7189828
1410,9058299.93233482,8314893.2910019,-17371783.2233367
1168,9503930.29359695,8415716.30017056,-17918478.5937675
1990,9503930.29359695,8516539.30933921,-18018479.6029362
747,9503930.29359695,8676645.77197865,-18179829.0655756
779,9503930.29359695,8836752.23461808,-18339903.528215
527,9663023.3862974,9016008.39175485,-18678504.7780523
1224,9663023.3862974,9195264.54889162,-18857063.935189
641,9663023.3862974,9371589.23019831,-19033971.6164957
1579,9663023.3862974,9547913.911505,-19209358.2978024
660,9696277.90353054,9721071.56983785,-19416689.4733684
845,9696277.90353054,9894229.22817069,-19589662.1317012
2349,9696277.90353054,10048188.5237673,-19742117.4272978
688,9696277.90353054,10202147.8193639,-19897737.7228945
1127,9962717.52969185,10325625.1467287,-20287215.6764205
1751,9962717.52969185,10449102.4740934,-20410069.0037852
1906,9962717.52969185,10532495.2646085,-20493306.7943004
862,9962717.52969185,10615888.0551237,-20577743.5848155
2469,13413988.9416109,10623395.6686851,-24034915.610296
1347,13413988.9416109,10630903.2822466,-24043545.2238574
789,13413988.9416109,10591358.2047981,-24004558.146409
1015,13413988.9416109,10551813.1273496,-23964787.0689605
649,15395886.0246073,10526353.6957664,-25921590.7203737
556,15395886.0246073,10500894.2641832,-25896224.2887905
937,15395886.0246073,10492008.6331204,-25886957.6577277
1412,15395886.0246073,10483123.0020576,-25877597.0266649
1394,12042771.6413477,10473832.0126241,-22515209.6539718
4780,12042771.6413477,10464541.0231906,-22502532.6645382
1272,12042771.6413477,10447899.3997834,-22489399.0411311
1792,12042771.6413477,10431257.7763763,-22472237.417724
3929,9876857.29862013,10379950.3160439,-20252878.614664
2963,9876857.29862013,10328642.8557114,-20202537.1543316
2351,9876857.29862013,10246906.8979438,-20121413.1965639
1236,9876857.29862013,10165170.9401762,-20040792.2387963
1835,9724164.65010965,10053399.633813,-19775729.2839227
3306,9724164.65010965,9941628.32744986,-19662486.9775595
2091,9724164.65010965,9814968.34648337,-19537041.996593
1066,9724164.65010965,9688308.36551688,-19411407.0156265
1117,9441799.22585754,9558646.49343104,-18999328.7192886
1445,9441799.22585754,9428984.62134519,-18869338.8472027
2282,9441799.22585754,9267531.96706646,-18707049.192924
4666,9441799.22585754,9106079.31278772,-18543212.5386453
1431,9161056.17920113,8909695.74666011,-18069320.9258612
2350,9161056.17920113,8713312.1805325,-17872018.3597336
1649,9161056.17920113,8507757.34996847,-17667164.5291696
18961,9161056.17920113,8302202.51940444,-17444297.6986056
3271,9036701.76680962,8068106.66708367,-17101537.4338933
6490,9036701.76680962,7834010.81476289,-16864222.5815725
3026,9036701.76680962,7581467.57504384,-16615143.3418535
7232,9036701.76680962,7328924.33532478,-16358394.1021344
12425,8710735.42800616,7097840.95876928,-15796151.3867754
14355,8710735.42800616,6866757.58221379,-15563138.0102199
12096,8710735.42800616,6645122.03492817,-15343761.4629343
5806,8710735.42800616,6423486.48764256,-15128415.9156487
5317,8176685.35394927,6167803.50036647,-14339171.8543157
1954,8176685.35394927,5912120.51309037,-14086851.8670396
5724,8176685.35394927,5607859.25856877,-13778820.612518
7264,8176685.35394927,5303598.00404718,-13473019.3579964
9668,7578321.01985558,4934832.07529506,-12503485.0951506
4489,7578321.01985558,4566066.14654294,-12139898.1663985
3688,7578321.01985558,4118503.75578013,-11693136.7756357
2720,7578321.01985558,3670941.36501732,-11246542.3848729
5519,6892779.39604481,3127791.04165625,-10015051.4377011
6726,6892779.39604481,2584640.71829519,-9470694.11434
2305,6892779.39604481,1972373.14511891,-8862847.54116372
2456,6892779.39604481,1360105.57194262,-8250428.96798744
11914,6273759.1937804,703146.661749803,-6964991.8555302
4299,6273759.1937804,46187.7515569835,-6315647.94533738
12841,6273759.1937804,-670773.150361055,-5590145.04341934
18235,6273759.1937804,-1387734.05227909,-4867790.1415013
6586,5730949.51853059,-2172112.59892474,-3552250.91960585
16111,5730949.51853059,-2956491.14557038,-2758347.37296021
10221,5730949.51853059,-3776541.26673772,-1944187.25179287
7535,5730949.51853059,-4596591.38790506,-1126823.13062553
5788,5139649.42414537,-5386254.38866531,252392.964519945
4977,5139649.42414537,-6175917.38942556,1041244.96528019
6846,5139649.42414537,-7282220.32702584,2149416.90288047
28594,5139649.42414537,-8388523.26462612,3277467.84048075
8195,4633997.85598003,-9368402.37920254,4742599.5232225
28387,4633997.85598003,-10348281.493779,5742670.63779892
24253,4633997.85598003,-11279224.032213,6669479.176233
134063,4633997.85598003,-12210166.5706471,7710231.71466707
25859,4210217.90652219,-13177954.7482603,8993595.84173811
6184,4210217.90652219,-14145742.9258735,9941709.01935131
5752,4210217.90652219,-14850984.1656276,10646518.2591054
3054,4210217.90652219,-15556225.4053816,11349061.4988594
6664,3811017.26575992,-16421315.4141968,12616962.1484368
5671,3811017.26575992,-17286405.4230119,13481059.157252
9817,3811017.26575992,-18153974.6972486,14352774.4314886
17785,3811017.26575992,-19021543.9714852,15228311.7057253
8329,3399875.51225081,-19919535.7002385,16527989.1879877
5600,3399875.51225081,-20817527.4289919,17423251.9167411
6490,3399875.51225081,-21576535.3746323,18183149.8623815
12813,3399875.51225081,-22335543.3202727,18948480.8080219
11801,2910798.21155597,-23662024.6269906,20763027.4154347
4200,2910798.21155597,-24988505.9337085,22081907.7221526
7719,2910798.21155597,-26035852.4553257,23132773.2437697
8045,2910798.21155597,-27083198.9769428,24180445.7653868
10044,2523815.03920216,-28273716.2616299,25759945.2224277
24631,2523815.03920216,-29464233.5463169,26965049.5071148
3988,2523815.03920216,-30056460.8223352,27536633.7831331
5060,2523815.03920216,-30648688.0983535,28129933.0591514
4151,2437367.9046828,-30869194.8318027,28435977.9271199
10313,2437367.9046828,-31089701.5652519,28662646.6605691
12969,2437367.9046828,-31192358.5935069,28767959.6888241
12297,2437367.9046828,-31295015.6217619,28869944.7170791
5857,2306885.04853384,-31098070.2261178,28797042.177584
11174,2306885.04853384,-30901124.8304738,28605413.7819399
4714,2306885.04853384,-30516328.7207058,28214157.672172
15403,2306885.04853384,-30131532.6109379,27840050.5624041
8092,2084286.73571572,-29626601.3767131,27550406.6409974
8015,2084286.73571572,-29121670.1424884,27045398.4067727
5112,2084286.73571572,-28399019.5069315,26319844.7712158
3359,2084286.73571572,-27676368.8713746,25595441.1356589
7974,1890714.03814034,-27054475.7126597,25171735.6745193
2639,1890714.03814034,-26432582.5539448,24544507.5158044
13930,1890714.03814034,-25695644.1574268,23818860.1192865
8236,1890714.03814034,-24958705.7609089,23076227.7227686
7042,1765088.48292017,-24156144.4979491,22398098.0150289
4728,1765088.48292017,-23353583.2349892,21593222.7520691
3925,1765088.48292017,-22445484.8021454,20684321.3192252
6928,1765088.48292017,-21537386.3693015,19779225.8863813
12456,1872901.20661799,-20551867.9853172,18691422.7786992
2735,1872901.20661799,-19566349.6013329,17696183.3947149
6854,1872901.20661799,-18531119.7856132,16665072.5789952
14144,1872901.20661799,-17495889.9698936,15637132.7632756
3020,1939720.53414221,-16446396.9520392,14509696.417897
2077,1939720.53414221,-15396903.9341849,13459260.4000427
4175,1939720.53414221,-14380089.0235715,12444543.4894293
1680,1939720.53414221,-13363274.1129582,11425233.578816
9707,1866551.99028775,-12396543.498573,10539698.5082852
8990,1866551.99028775,-11429812.8841878,9572250.89390003
11872,1866551.99028775,-10523004.3659715,8668324.37568376
7230,1866551.99028775,-9616195.84775524,7756873.85746749
4557,1776850.51594552,-8779485.76880123,7007192.25285571
4249,1776850.51594552,-7942775.68984721,6170174.17390169
4965,1776850.51594552,-7211367.62963896,5439482.11369344
4844,1776850.51594552,-6479959.5694307,4707953.05348519
8950,5886138.73491692,-5868637.03601249,-8551.69890443049
4746,5401139.81203531,-5257314.50259428,-139079.309441036
5052,5401139.81203531,-4780179.29277783,-615908.519257477
5304,5401139.81203531,-4303044.08296139,-1092791.72907392
9216,5401139.81203531,-3923086.6871408,-1468837.12489451
4919,4958146.94591495,-3543129.29132021,-1410098.65459473
9608,4958146.94591495,-3237773.29388659,-1710765.65202836
10925,4958146.94591495,-2932417.29645297,-2014804.64946198
19002,4958146.94591495,-2711617.95779788,-2227526.98811707
12205,4275346.70200837,-2490818.61914279,-1772323.08286558
20944,4275346.70200837,-2313982.81552418,-1940419.88648419
19660,4275346.70200837,-2137147.01190558,-2118539.69010279
5692,4275346.70200837,-1993032.96526793,-2276621.73674043
21248,3747776.11792652,-1848918.91863029,-1877609.19929623
17351,3747776.11792652,-1753606.48441914,-1976818.63350738
14224,3747776.11792652,-1658294.05020799,-2075258.06771853
14375,3747776.11792652,-1606611.06837978,-2126790.04954674
9737,3563420.13195412,-1554928.08655157,-1998755.04540256
12943,3563420.13195412,-1526123.71963091,-2024353.41232321
18353,3563420.13195412,-1497319.35271025,-2047747.77924387
14463,3563420.13195412,-1502922.19529664,-2046034.93665748
9593,3363264.23890654,-1508525.03788303,-1845146.20102352
8354,3363264.23890654,-1557143.88954018,-1797766.34936637
244197,3363264.23890654,-1605762.74119732,-1513304.49770922
75983,3363264.23890654,-1678029.67544947,-1609251.56345708
9028,3065893.0333367,-1750296.60970161,-1306568.42363509
7112,3065893.0333367,-1834479.64061996,-1224301.39271674
11063,3065893.0333367,-1918662.67153831,-1136167.36179838
62654,3065893.0333367,-2010221.32020525,-993017.713131444
70019,2786566.90063245,-2101779.96887219,-614767.93176026
28485,2786566.90063245,-2168616.81728038,-589465.083352072
23600,2786566.90063245,-2235453.66568857,-527513.234943883
43393,2786566.90063245,-2264578.6591645,-478595.24146795
22269,2515997.97267035,-2293703.65264044,-200025.320029911
106124,2515997.97267035,-2324624.23940626,-85249.7332640849
26738,2515997.97267035,-2355544.82617209,-133715.14649826
25392,2515997.97267035,-2433117.79374732,-57488.1789230243
72572,2235042.4986898,-2510690.76132256,348220.262632756
45157,2235042.4986898,-2638692.31745359,448806.818763786
36859,2235042.4986898,-2766693.87358462,568510.374894816
21840,2235042.4986898,-2938369.72806077,725167.229370973
29065,1999262.37151107,-3110045.58253693,1139848.21102586
54031,1999262.37151107,-3350905.68302066,1405674.31150959
30500,1999262.37151107,-3591765.7835044,1623003.41199332
15895,1999262.37151107,-3891244.79136771,1907877.41985664
30662,1937890.1018646,-4190723.79923102,2283495.69736642
40214,1937890.1018646,-4542628.49733029,2644952.39546568
29573,1937890.1018646,-4894533.19542955,2986216.09356495
24302,1937890.1018646,-5303892.90854135,3390304.80667675
27368,1992991.01707668,-5713252.62165315,3747629.60457647
26253,1992991.01707668,-6142946.33326908,4176208.3161924
30986,1992991.01707668,-6572640.04488501,4610635.02780833
31889,1992991.01707668,-6992948.9754619,5031846.95838522
52359,1907918.62427752,-7413257.90603879,5557698.28176126
78056,1907918.62427752,-7813794.00094424,5983931.37666672
24184,1907918.62427752,-8214330.0958497,6330595.47157218
238207,1907918.62427752,-8540057.42782744,6870345.80354992
97038,1745998.29046121,-8865784.75980518,7216824.46934397
90019,1745998.29046121,-9098156.73874234,7442177.44828113
39776,1745998.29046121,-9330528.71767949,7624306.42721829
23192,1745998.29046121,-9504184.31868717,7781378.02822597
40280,1554522.49131865,-9677839.91969486,8163597.4283762
34115,1554522.49131866,-9679940.75253718,8159533.26121852
37702,1554522.49131866,-9682041.58537951,8165221.09406085
90086,1554522.49131865,-9561104.77827986,8096668.2869612
115881,1388685.58067469,-9440167.97118021,8167363.39050552
97554,1388685.58067469,-9239885.77592521,7948754.19525052
60424,1388685.58067469,-9039603.58067021,7711341.99999552
51598,1388685.58067469,-8741553.94330005,7404466.36262536
124309,1317428.50924063,-8443504.30592989,7250384.79668926
73225,1317428.50924063,-8003708.41334386,6759504.90410323
61691,1317428.50924063,-7563912.52075783,6308175.0115172
77214,1317428.50924063,-7051830.11069742,5811615.60145679
57847,1405478.76291233,-6539747.70063702,5192115.93772468
51587,1405478.76291233,-6011805.16816307,4657913.40525073
34938,1405478.76291233,-5483862.63568912,4113321.87277678
44912,1405478.76291233,-4984156.74934695,3623589.98643462
63477,1521350.21706238,-4484450.86300479,3026577.64594241
64659,1521350.21706238,-4052056.58830534,2595365.37124296
98185,1521350.21706238,-3619662.31360589,2196497.09654351
70182,1521350.21706238,-3272577.76462484,1821409.54756246
101642,1582158.24672553,-2925493.21564379,1444976.96891826
57626,1582158.24672553,-2664582.30900418,1140050.06227865
57362,1582158.24672553,-2403671.40236457,878875.155639045
43449,1582158.24672553,-2242384.75611782,703675.509392295
43376,1661570.5986147,-2081098.10987107,462903.511256371
49935,1661570.5986147,-1997394.03061825,385758.432003547
38322,1661570.5986147,-1913689.95136542,290441.352750722
26398,1661570.5986147,-1859545.15305728,224372.554442581
45209,1645872.59221266,-1805400.35474914,204736.762536484
39393,1645872.59221266,-1749182.93315903,142703.34094637
45955,1645872.59221266,-1692965.51156891,93047.9193562563
27403,1645872.59221266,-1615984.9045793,-2484.68763335817
51998,1645964.23029123,-1539004.29758968,-54961.9327015437
39878,1645964.23029123,-1432367.91649071,-173718.313800522
48280,1645964.23029123,-1325731.53539173,-271952.6948995
37178,1645964.23029123,-1180026.77266509,-428759.457626143
36299,1557994.48719138,-1034322.00993844,-487373.477252934
69521,1557994.48719138,-844416.978676884,-644056.508514493
74439,1557994.48719138,-654511.947415325,-829043.539776052
45784,1557994.48719138,-419743.207121674,-1092467.2800697
100098,1625060.01542966,-184974.466828024,-1339987.54860164
152420,1625060.01542966,164353.447586942,-1636993.46301661
780771,1625060.01542966,513681.362001908,-1357970.37743157
87551,1625060.01542966,850252.290230039,-2387761.3056597
2000468,1911782.48998279,1186823.21845817,-1098137.70844096
808384,1911782.48998279,1550231.08427288,-2653629.57425568
73586,1911782.48998279,1913638.9500876,-3751835.44007039
180531,1911782.48998279,2349126.96561347,-4080378.45559626
128333,2097226.15784802,2784614.98113935,-4753508.13898737
161867,2097226.15784802,3222838.00617141,-5158197.16401943
76427,2097226.15784802,3661061.03120346,-5681860.18905148
110594,2097226.15784802,4206054.24602318,-6192686.4038712
105119,2252142.79609002,4751047.4608429,-6898071.25693292
294932,2252142.79609002,5337482.90888381,-7294693.70497383
550045,2252142.79609002,5923918.35692472,-7626016.15301475
1202538,2252142.79609002,6506569.7671729,-7556174.56326292
327093,2314009.31683149,7089221.17742107,-9076137.49425255
215720,2314009.31683149,7653212.93391348,-9751502.25074497
321812,2314009.31683149,8217204.6904059,-10209402.0072374
659930,2314009.31683149,8710482.44422882,-10364561.7610603
267356,2285282.35376351,9203760.19805174,-11221686.5518153
354735,2285282.35376352,9668718.66904538,-11599266.0228089
369563,2285282.35376352,10133677.140039,-12049396.4938025
309849,2285282.35376352,10499955.204848,-12475388.5586115
285840,2304832.56273946,10866233.2696569,-12885225.8323964
543880,2304832.56273946,11188809.0869174,-12949761.6496568
692885,2304832.56273946,11511384.9041778,-13123332.4669173
604958,2304832.56273946,11927212.9878031,-13627087.5505425
2737966,2390289.24438735,12343041.0714283,-11995364.3158157
5839842,2390289.24438735,12522735.6229787,-9073182.86736606
2326710,2390289.24438735,12702430.1745291,-12766009.4189164
529896,2390289.24438735,12828462.1441605,-14688855.3885478
1159406,2383584.93180613,12954494.1137918,-14178673.045598
632200,2383584.93180613,12940559.8446618,-14691944.7764679
408467,2383584.93180613,12926625.5755317,-14901743.5073378
436590,2383584.93180613,12841491.3914732,-14788486.3232793
2827342,2355487.81336055,12756357.2074147,-12284503.0207753
1649403,2355487.81336055,12668108.2696277,-13374193.0829883
656643,2355487.81336055,12579859.3318407,-14278704.1452013
411273,2355487.81336055,12440039.7207406,-14384254.5341011
566716,2358141.29977797,12300220.1096405,-14091645.4094184
828721,2358141.29977797,12120800.2869994,-13650220.5867774
3111304,2358141.29977797,11941380.4643583,-11188217.7641363
417034,2358141.29977797,11781388.4682749,-13722495.7680528
526541,2303647.65657873,11621396.4721914,-13398503.1287701
437182,2303647.65657873,11516366.5766592,-13382832.2332379
636881,2303647.65657873,11411336.6811269,-13078103.3377057
591030,2303647.65657873,11389745.4617969,-13102363.1183756
856819,2399265.61032094,11368154.2424669,-12910600.8527878
2219953,2399265.61032094,11402270.0162109,-11581582.6265318
1521884,2399265.61032094,11436385.7899549,-12313767.4002758
1730478,2399265.61032094,11606956.3344922,-12275743.9448131
2089946,2592809.23545902,11777526.8790294,-12280390.1144885
1363724,2592809.23545902,12148861.5952695,-13377946.8307285
4909663,2592809.23545902,12520196.3115096,-10203342.5469686
5586476,2592809.23545902,12735183.8957143,-9741517.13117328
3843920,2729044.53575814,12950171.479919,-11835296.0156771
4622649,2729044.53575814,13090505.4649965,-11196901.0007546
15503803,2729044.53575814,13230839.450074,-456080.985832186
3777160,2729044.53575814,13191626.8924493,-12143511.4282074
6262642,3026901.18527472,13152414.3348245,-9916673.52009926
2451236,3026901.18527472,12986221.8012884,-13561886.9865632
2639725,3026901.18527472,12820029.2677524,-13207205.4530271
2965232,3026901.18527472,12713209.999766,-12774879.1850408
1998701,3464101.19103405,12606390.7317797,-14071790.9228138
2125491,3464101.19103405,12527538.7084718,-13866148.8995059
14519535,3464101.19103405,12448686.6851639,-1393252.87619793
1771098,3464101.19103405,12380670.5587905,-14073673.7498245
1843731,3561862.0723133,12312654.4324171,-14030785.5047304
7615913,3561862.0723133,12259157.5130912,-8205106.58540445
1777963,3561862.0723133,12205660.5937652,-13989559.6660785
1944141,3561862.0723133,12174863.6857045,-13792584.7580178
1101639,3482513.4417291,12144066.7776438,-14524941.2193729
1745381,3482513.4417291,12069525.8319507,-13806658.2736798
2629087,3482513.4417291,11994984.8862576,-12848411.3279867
1364842,3482513.4417291,11865509.5146828,-13983180.9564119
1747351,3746163.94046364,11736034.143108,-13734847.0835716
1731314,3746163.94046364,11594695.1844546,-13609545.1249182
1501123,3746163.94046364,11453356.2258012,-13698397.1662648
691108,3746163.94046364,11309740.8604943,-14364796.800958
962698,4114766.17479396,11166125.4951875,-14318193.6699814
1298978,4114766.17479396,11046996.2886071,-13862784.4634011
1426877,4114766.17479396,10927867.0820268,-13615756.2568208
1041229,4114766.17479396,10867737.5068771,-13941274.6816711
780059,4626842.99567868,10807607.9317275,-14654391.9274062
763944,4626842.99567868,10772555.3152587,-14635454.3109374
814691,4626842.99567868,10737502.6987899,-14549654.6944686
1042605,4626842.99567868,10721375.7339268,-14305613.7296055
830828,5156005.68081332,10705248.7690637,-15030426.449877
783567,5156005.68081332,10738296.6662819,-15110735.3470952
708563,5156005.68081332,10771344.5635001,-15218787.2443134
712134,5156005.68081332,10844340.7114698,-15288212.3922831
611225,5509132.65149047,10917336.8594395,-15815244.51093
654844,5509132.65149047,10984912.6203145,-15839201.271805
2566237,5509132.65149047,11052488.3811895,-13995384.03268
1159599,5509132.65149047,11125845.2990391,-15475378.9505296
787825,5934624.59761965,11199202.2168887,-16346001.8145083
788316,5934624.59761965,11265356.3593643,-16411664.9569839
799642,5934624.59761965,11331510.5018399,-16466493.0994596
749923,5934624.59761965,11383203.840869,-16567905.4384886
579072,6323653.63198658,11434897.179898,-17179478.8118846
1017419,6323653.63198658,11486812.4687878,-16793047.1007744
889346,6323653.63198658,11538727.7576775,-16973035.3896641
877234,6323653.63198658,11544194.4290784,-16990614.061065
1298118,6858160.94079413,11549661.1004793,-17109704.0412734
1124147,6858160.94079413,11498370.0930942,-17232384.0338883
687360,6858160.94079413,11447079.0857091,-17617880.0265032
797357,6858160.94079413,11358961.6881946,-17419765.6289888
784067,7337950.93784124,11270844.2906802,-17824728.2285215
1163645,7337950.93784124,11167891.175748,-17342197.1135892
1241578,7337950.93784124,11064938.0608158,-17161310.998657
957933,7337950.93784124,10947406.8515261,-17327424.7893674
1354022,7686794.03995156,10829875.6422365,-17162647.682188
750464,7686794.03995156,10657319.6615743,-17593649.7015259
1277865,7686794.03995156,10484763.6809122,-16893692.7208638
1522290,7686794.03995156,10282373.1979706,-16446877.2379221
838551,8140397.58833096,10079982.7150289,-17381829.3033599
641011,8140397.58833096,9865318.76263154,-17364705.3509625
580148,8140397.58833096,9650654.81023415,-17210904.3985651
553232,8140397.58833096,9478954.60049118,-17066120.1888221
450891,8579450.05540171,9307254.39074822,-17435813.4461499
631248,8579450.05540171,9197761.79431645,-17145963.8497182
794343,8579450.05540171,9088269.19788468,-16873376.2532864
618632,8579450.05540171,9025674.32216381,-16986492.3775655
712430,9058299.93233482,8963079.44644294,-17308949.3787778
1016465,9058299.93233482,8952187.85662052,-16994022.7889553
651408,9058299.93233482,8941296.26679809,-17348188.1991329
550394,9058299.93233482,9013128.33889912,-17521034.2712339
474112,9503930.29359695,9084960.41100016,-18114778.7045971
648910,9503930.29359695,9198752.77572068,-18053773.0693176
546621,9503930.29359695,9312545.1404412,-18269854.4340382
744776,9503930.29359695,9494180.53553243,-18253334.8291294
1445247,9663023.3862974,9675815.93062367,-17893592.3169211
834111,9663023.3862974,9832624.55466896,-18661536.9409664
10297260,9663023.3862974,9989433.17871425,-9355196.56501166
370701,9663023.3862974,10132623.7590569,-19424946.1453543
390351,9696277.90353054,10275814.3393996,-19581741.2429302
449115,9696277.90353054,10420816.1251251,-19667979.0286556
445986,9696277.90353054,10565817.9108505,-19816109.814381
478641,9696277.90353054,10707032.0371081,-19924668.9406387
476920,9962717.52969185,10848246.1633657,-20334043.6930576
377717,9962717.52969185,10986916.7953184,-20571917.3250103
568608,9962717.52969185,11125587.4272711,-20519696.956963
682371,9962717.52969185,11207363.1058113,-20487709.6355031
645989,13413988.9416109,11289138.7843515,-24057138.7259623
976725,13413988.9416109,11289662.118487,-23726926.0600979
453856,13413988.9416109,11290185.4526225,-24250318.3942334
887507,13413988.9416109,11230363.1693204,-23756845.1109313
461676,15395886.0246073,11170540.8860183,-26104750.9106256
5650663,15395886.0246073,11115823.0922082,-20861046.1168155
566694,15395886.0246073,11061105.2983981,-25890297.3230054
351337,15395886.0246073,11002449.4110938,-26046998.4357011
468495,12042771.6413477,10943793.5237896,-22518070.1651373
298405,12042771.6413477,10911880.1816124,-22656246.82296
464448,12042771.6413477,10879966.8394351,-22458290.4807828
343371,12042771.6413477,10849995.8734199,-22549396.5147676
281638,9876857.29862013,10820024.9074047,-20415244.2060248
390279,9876857.29862013,10755515.5847738,-20242093.883394
556567,9876857.29862013,10691006.262143,-20011296.5607631
761396,9876857.29862013,10590072.4322597,-19705533.7308799
435759,9724164.65010965,10489138.6023764,-19777544.2524861
321076,9724164.65010965,10356149.2694666,-19759237.9195763
377726,9724164.65010965,10223159.9365568,-19569598.5866664
293153,9724164.65010965,10069514.0222756,-19500525.6723852
357898,9441799.22585754,9915868.10799439,-18999769.3338519
408283,9441799.22585754,9761321.51307802,-18794837.7389356
325105,9441799.22585754,9606774.91816164,-18723469.1440192
241918,9441799.22585754,9421326.96561709,-18621208.1914746
322381,9161056.17920113,9235879.01307254,-18074554.1922737
374300,9161056.17920113,9045294.2787316,-17832050.4579327
279125,9161056.17920113,8854709.54439065,-17736640.7235918
266815,9161056.17920113,8655767.7367734,-17550008.9159745
351417,9036701.76680962,8456825.92915615,-17142110.6959658
399487,9036701.76680962,8212918.72655018,-16850133.4933598
661795,9036701.76680962,7969011.52394421,-16343918.2907538
425816,9036701.76680962,7720894.32815004,-16331780.0949597
478236,8710735.42800616,7472777.13235587,-15705276.560362
326717,8710735.42800616,7237200.7913847,-15621219.2193909
237715,8710735.42800616,7001624.45041354,-15474644.8784197
325915,8710735.42800616,6746842.49252797,-15131662.9205341
295833,8176685.35394927,6492060.53464239,-14372912.8885917
319694,8176685.35394927,6207589.39179799,-14064580.7457473
316445,8176685.35394927,5923118.24895359,-13783358.6029029
304964,8176685.35394927,5586672.51770133,-13458393.8716506
