"TotalBitcoins","seasonal","trend","remainder"
7535900,-704.72515457648,7169724.49373326,366880.23142132
7541650,-716.223172971173,7169929.29902934,372436.924143634
7546750,4934.3307195241,7170134.10432542,371681.564955059
7552700,4917.16572670248,7170771.89425357,377010.940019723
7557550,4898.43219665147,7171409.68418173,381241.883621617
7564400,4886.91392794856,7172166.45850058,387346.627571475
7571700,10407.3184160048,7172923.23281942,388369.448764572
7579250,10390.1656672386,7174263.5111662,394596.323166564
7585600,10371.4265631376,7175603.78951297,399624.783923891
7592750,10359.8880441265,7176700.66029041,405689.451665462
7600250,15779.6432621975,7177797.53106785,406672.825669951
7607650,15762.5027574867,7179079.12736161,412808.369880899
7614200,15743.7580793358,7180360.72365538,418095.518265288
7620950,15732.1993100164,7181746.88735488,423470.913335099
7629400,21579.1686489997,7183133.05105439,424687.780296607
7636650,21562.0403883443,7184529.89506234,430558.064549312
7642750,21543.2901361435,7185926.73907029,435279.970793562
7649500,21531.7111165159,7187348.34980012,440619.939083359
7656850,27622.3776756109,7188769.96052996,440457.661794434
7663650,27605.2616590108,7190060.27866599,445984.459674995
7672300,27586.50583276,7191350.59680203,453362.897365209
7678950,27574.9065628242,7192621.47087852,458753.622558657
7686200,33752.5622954246,7193892.34495501,458555.09274957
7692750,33735.45852288,7195066.73767521,463947.803801908
7699200,33716.7005110472,7196241.13039542,469242.169093534
7705600,33705.0776023352,7197236.94634639,474657.976051272
7712350,39863.8788509552,7198232.76229737,474253.358851677
7719100,39846.787322466,7199073.08169929,480180.130978246
7725650,39828.0271250512,7199913.40110121,485908.571773741
7731250,39816.3805775631,7200703.50090278,490730.118519658
7737750,45638.2777646283,7201493.60070435,490618.121531022
7744100,45621.1984801944,7203101.28821424,495377.513305563
7749800,45602.4360971976,7204708.97572413,499488.588178668
7756000,45590.7659109333,7206328.26371154,504080.970377526
7762950,51285.6210355554,7207947.55169895,503716.827265499
7770250,51268.553995177,7210277.5711277,508703.874877121
7779500,51249.7894265981,7212607.59055646,515642.620016944
7787350,51238.0956015577,7214630.4356018,521481.468796642
7794850,56888.5417244425,7216653.28064714,521308.177628415
7801700,56871.4869281194,7218456.82514537,526371.687926509
7809700,56852.7201739585,7220260.3696436,532586.910182443
7817650,56841.002710142,7222280.124433,538528.872856854
7825000,62673.0965600383,7224299.87922241,538027.024217554
7832700,62656.0540077707,7226318.41911201,543725.526880216
7840250,62637.2850680278,7228336.95900162,549275.755930351
7848100,62625.5439654351,7230201.23349571,555273.222538851
7855350,68397.0356087157,7232065.50798981,554887.456401478
7862050,68380.0053005034,7233692.50522718,559977.489472315
7868500,68361.2341751785,7235319.50246456,564819.263360265
7875700,68349.4694338097,7236306.61030866,571043.920257534
7881850,73916.9812831559,7237293.71815276,570639.300564087
7888050,73899.963218999,7237992.81633118,576157.220449817
7895350,73881.189908092,7238691.91450961,582776.895582299
7902700,73869.4015279471,7239279.95808908,589550.640382976
7910250,79794.6809079547,7239868.00166854,590587.317423501
7917000,79777.6750878532,7240363.46438056,596858.86053159
7924750,79758.8995913643,7240858.92709257,604132.173316066
7931650,79747.0875724432,7264440.84533571,587462.067091842
7939250,85626.5926986185,7288022.76357886,565600.643722523
7945850,85609.5991225724,7312033.06834433,548207.332533101
7954550,85590.8214405015,7336043.3731098,532915.805449703
7963150,85578.9857828042,7333773.10571522,543797.908501979
7971100,91313.7669525166,7331502.83832064,548283.394726846
7978600,91296.7856205259,7330647.98440426,556655.229975219
7985600,91278.0057528729,7329793.13048787,564528.863759253
7992000,91266.1464563995,7329528.3561891,571205.497354496
8000050,97384.9965997887,7329263.58189033,573401.421509878
8007500,97368.0275118534,7332530.18679635,577601.785691798
8015100,97349.2454586184,7335796.79170236,581953.962839017
8023200,97337.3625233689,7615523.66713017,310338.970346463
8030900,-409307.576835416,7895250.54255797,544957.034277443
8038250,-414630.85491861,8017039.72024667,435841.134671939
8046750,-414648.848716084,8138828.89793537,322569.950780714
8055800,-414666.975694676,8304656.97536201,165810.000332666
8063850,-414677.18951233,8470485.05278865,8042.13672368042
8071900,-410442.05453304,8471301.4979751,11040.5565579366
8079200,-410460.037502499,8472117.94316156,17542.0943409391
8086800,-410478.178869315,8472599.62249883,24678.5563704912
8095100,-410488.404123103,8473081.30183609,32507.1022870112
8101300,-404523.716794515,8474464.84039705,31358.8763974681
8109300,-404541.688935959,8475848.378958,37993.309977958
8116700,-404559.844691,8480126.61407914,41133.2306118626
8124600,-404570.081380921,8484404.84920027,44765.2321806494
8132500,-399565.72644,8486979.61147098,45086.1149690207
8139600,-399583.687753429,8489554.37374169,49629.3140117414
8146400,-399601.857896694,8493858.98917638,52142.8687203135
8153300,-399612.106022749,8498163.60461107,54748.5014116764
8162250,-396423.504747099,8499102.90357479,59570.6011723094
8168750,-396441.455232512,8500042.20253851,65149.252694007
8177300,-396459.639764002,8501278.73881459,72480.9009494092
8184050,-396469.899326191,8502515.27509068,78004.624235509
8191800,-391144.943464004,8504085.85912137,78859.0843426324
8198300,-391162.883121401,8505656.44315206,83806.4399693385
8205250,-391181.07751924,8507378.60526277,89052.4722564723
8213000,-391191.353039438,8509100.76737347,95090.5856659673
8221150,-385896.214064063,8510885.65700848,96160.5570555832
8229450,-385914.142893446,8512670.54664349,102693.596249957
8237350,-385932.347157634,8514173.44663414,109108.900523495
8244100,-385942.638635841,8515676.34662479,114366.292011052
8252250,-381580.192377839,8517160.84253716,116669.349840684
8260250,-381598.110379206,8518645.33844952,123202.771929683
8268450,-381616.324509743,8519841.2345782,130225.089931544
8275250,-381626.631945959,8521037.13070687,135839.501239086
8282650,-376880.457742322,8522231.11298307,137299.344759256
8289800,-376898.364915673,8523425.09525926,143273.269656416
8296400,-376916.588912559,8524403.7143965,148912.874516061
8303600,-376926.912306785,8525382.33353374,155144.578773046
8310950,-375029.920572995,8526316.75259314,159663.167979853
8317850,-375047.816918332,8527251.17165255,165646.645265786
8325850,-375066.050781566,8528224.67302441,172691.377757158
8333200,-375076.390133801,8529198.17439627,179078.215737529
8340000,-370213.623344098,8530300.93543447,179912.687909631
8347100,-370231.508861419,8531403.69647266,185927.812388759
8353550,-370249.752591003,8532457.02971089,191342.722880118
8360650,-370260.107901247,8533510.36294911,197399.744952137
8369400,-363125.331850968,8534691.74999577,197833.581855202
8377250,-363143.206540274,8535873.13704242,204520.069497852
8384550,-363161.460136207,8537299.92659008,210411.533546129
8390950,-363171.83140446,8538726.71613774,215395.115266725
8398800,-358711.575064507,8540250.59280891,217260.982255597
8407200,-358729.438925797,8541774.46948008,224154.969445713
8414450,-358747.702388079,8543465.43059314,229732.271794941
8422800,-358758.089614342,8545156.39170619,236401.697908152
8430400,-354179.368968388,8546811.81591041,237767.553057982
8438300,-354197.222001663,8548467.24011462,244029.981887039
8445800,-354215.495330294,8550428.86466036,249586.630669937
8455100,-354225.898514566,8552390.48920609,256935.409308478
8462900,-349223.977004738,8553986.28085978,258137.696144959
8469550,-349241.819209998,8555582.07251347,263209.746696528
8475500,-349260.102404978,8557178.99001712,267581.112387858
8482000,-349270.521547259,8558775.90752077,272494.614026492
8488600,-343606.708811332,8560476.9973782,271729.711433128
8496000,-343624.540188576,8562178.08723564,277446.452952938
8503450,-343642.833249905,8564067.3916434,283025.441606503
8511250,-343653.268350195,8565956.69605116,288946.572299032
8519550,-337699.008348683,8568293.61915313,288955.38919555
8528200,-337716.828897912,8570630.5422551,295286.28664281
8534850,-337735.13182559,8572399.15490043,300185.976925159
8543300,-337745.582883889,8574167.76754576,306877.815338131
8550900,-332341.65203414,8576092.36809422,307149.283939919
8557800,-332359.461755353,8578016.96864269,312142.493112668
8564250,-332377.77454938,8579963.63007969,316664.14446969
8571400,-332388.241565689,8581910.2915167,321877.950048992
8580000,-327069.843430066,8583931.01139548,323138.832034582
8587800,-327087.642323264,8585951.73127427,328935.911048993
8595700,-327105.96498364,8587907.68519591,334898.279787727
8603100,-327116.447957958,8589863.63911756,340352.808840403
8611200,-321131.40115593,8591835.52504247,340495.876113463
8619000,-321149.189221113,8593807.41096738,346341.778253736
8625500,-321167.521747838,8595779.24319488,350888.278552959
8634100,-321178.020680165,8597751.07542238,357526.945257783
8642450,-315155.513042122,8599574.27891913,358031.234122992
8650050,-315173.29027929,8601397.48241588,363825.807863412
8657450,-315191.632672364,8603080.99307937,369560.63959299
8665400,-315202.1475627,8604764.50374287,375837.643819831
8672350,-309399.022696053,8606639.7195939,375109.303102149
8679850,-309416.789105205,8608514.93544494,380751.853660267
8688000,-309435.141364628,8609898.45267351,387536.688691115
8695500,-309445.672212974,8611281.96990209,393663.702310883
8701850,-303983.178354468,8612426.98442369,393406.193930779
8708250,-304000.933935605,8613571.99894529,398678.934990315
8715300,-304019.296061377,8614618.23694545,404701.059115922
8721250,-304029.842867732,8615664.47494562,409615.367922116
8727400,-298412.777482137,8616533.19787697,409279.579605171
8734000,-298430.522235258,8617401.92080832,415028.601426942
8741300,-298448.894227379,8618442.60507469,421306.289152695
8748850,-298459.456991744,8619483.28934106,427826.167650687
8756000,-292767.438750913,8620550.60744251,428216.831308402
8763150,-292785.172676019,8621617.92554397,434317.247132054
8770050,-292803.554534489,8622591.92557329,440261.628961196
8776350,-292814.133256862,8623565.92560262,445598.20765424
8783000,-286932.042145435,8624505.57868653,445426.463458903
8788850,-286949.765242526,8625445.23177044,450354.533472087
8795500,-286968.156967345,8626612.39984257,455855.75712478
8802600,-286978.751647728,8627779.56791469,461799.183733035
8808700,-280811.516217969,8629132.42115679,460379.095061176
8816500,-280829.228487044,8630485.27439889,466843.954088151
8824250,-280847.630078212,8631897.94835163,473199.68172658
8831600,-280858.240716604,8633310.62230437,479147.618412236
8839050,-274547.199016119,8634428.86752206,479168.331494065
8846450,-274564.900457179,8635547.11273974,485467.787717437
8852600,-274583.311914696,8636364.42388567,490818.888029028
8859500,-274593.938511098,8637181.7350316,496912.203479499
8867200,-268043.676160278,8637835.87054531,497407.805614972
8873500,-268061.366773323,8638490.00605901,503071.360714311
8881300,-268079.788097189,8639060.3878984,510319.400198791
8889600,-268090.4306516,8639630.76973778,518059.660913816
8898050,-261712.951716297,8640525.2612058,519237.690510495
8907000,-261730.631501327,8641419.75267382,527310.878827507
8914700,-261749.062691542,8881679.30748196,294769.75520958
8923000,-261759.721203961,9121938.8622901,62820.8589138575
8930750,-255671.386582454,9361909.94680798,-175488.560225526
8938550,-255689.055539468,9601881.03132586,-407641.975786392
8947150,-255707.496596032,9602075.43620183,-399217.939605793
8955700,-255718.171066461,9602269.84107779,-390851.67001133
8965000,-249598.33430303,9602416.00447506,-387817.670172026
8973200,-249615.992432029,9602562.16787232,-379746.175440295
8980400,-249634.443354942,9602627.05600918,-372592.612654239
8986550,-249645.13378338,9602691.94414604,-366496.810362658
8993400,-243350.226451078,9602789.02397359,-366038.797522509
9e+06,-243367.873752061,9602886.10380114,-359518.230049079
9007150,-243386.334541323,9603143.25906002,-352606.924518693
9013700,-243397.040927771,9603400.41431889,-346303.37339112
9019300,-236775.264160811,9603761.37333853,-347686.109177718
9025200,-236792.90063378,9604122.33235817,-342129.431724388
9032400,-236811.371289391,9604479.34690767,-335267.975618277
9039700,-236822.093633847,9604836.36145717,-328314.267823318
9046800,-230322.437194454,9605217.93701706,-328095.499822609
9053400,-230340.062248398,9605599.51257696,-321859.450328564
9059250,-230358.542770358,9606021.79940409,-316413.256633729
9065300,-230369.281072823,9606444.08623121,-310774.805158388
9072050,-224172.607233158,9606901.17490307,-310678.567669911
9077850,-224190.220868076,9607358.26357493,-305318.042706851
9084600,-224208.711256385,9608008.59977728,-299199.888520893
9092800,-224219.46551686,9608658.93597963,-291639.470462769
9099700,-218299.441185545,9609644.04536203,-291644.604176488
9106500,-218317.043401438,9610629.15474444,-285812.111342996
9112500,-218335.543656096,9611740.55038044,-280905.006724346
9119800,-218346.31387458,9612851.94601645,-274705.632141871
9127350,-212351.667794055,9614068.01446476,-274366.346670702
9135150,-212369.258590923,9615284.08291306,-267764.824322138
9143050,-212387.76871193,9616596.12559061,-261158.356878681
9150600,-212398.554888423,9617908.16826816,-254909.613379737
9157400,-205962.761197192,9619320.55838517,-255957.79718798
9165850,-205980.340575035,9620732.94850218,-248902.607927149
9172150,-205998.860562391,9622225.06869147,-244076.208129078
9179550,-206009.662696894,9623717.18888076,-238157.526183862
9187900,-199783.650049123,9625180.5269134,-237496.876864277
9196400,-199801.218007941,9626643.86494605,-230442.646938106
9204100,-199819.747861646,9628210.64454565,-224290.896684006
9211100,-199830.565954158,9629777.42414526,-218846.858191099
9219200,-193674.968672095,9631324.43832067,-218449.469648572
9226500,-193692.525211888,9632871.45249607,-212678.927284187
9234450,-193711.064931942,9634387.84406152,-206226.779129574
9242450,-193721.898982463,9635904.23562696,-199732.336644493
9250600,-187280.202624552,9637843.73306113,-199963.530436575
9258450,-187297.74774532,9639783.2304953,-194035.482749976
9267550,-187316.297331723,9641404.08694152,-186537.789609795
9274350,-187327.147340253,9643024.94338774,-181347.796047485
9280450,-181086.73053201,9644765.90674048,-183229.176208468
9287500,-181104.264233753,9646506.87009322,-177902.605859466
9295600,-181122.819394206,9647839.67558093,-171116.856186721
9302600,-181133.689653045,9649172.48106864,-165438.791415593
9310250,-174919.531368723,9650393.37924445,-165223.847875727
9317650,-174937.053651441,9651614.27742026,-159027.223768821
9325750,-174955.614385944,9652952.0149045,-152246.400518555
9332500,-174966.50489509,9654289.75238874,-146823.247493647
9339500,-168558.231879444,9655585.85479406,-147527.622914612
9346600,-168575.742743137,9656881.95719938,-141706.21445624
9353500,-168594.30905169,9658124.16612767,-136029.857075978
9361550,-168605.219811145,9659366.37505596,-129211.155244816
9368800,-162047.002669102,9660675.36461693,-129828.361947827
9376750,-162064.50211377,9661984.3541779,-123169.852064127
9383600,-162083.073996372,9663332.28395227,-117649.209955897
9391250,-162094.005006136,9664680.21372665,-111336.208720509
9399750,-155577.328955792,9666005.98001227,-110678.651056476
9407450,-155594.816981435,9667331.74629789,-104286.929316455
9415700,-155613.394438088,9668672.90665117,-97359.5122130848
9423250,-155624.34569816,9670014.06700446,-91139.7213062961
9430100,-149584.192165575,9671289.88579745,-91605.6936318781
9437650,-149601.668772193,9672565.70459045,-85314.0358182583
9445700,-149620.251802896,9673807.86475241,-78487.6129495129
9453150,-149631.223313275,9675050.02491437,-72268.8016010895
9460600,-143739.545456502,9676295.87244168,-71956.3269851767
9468000,-143757.010644095,9677541.71996899,-65784.7093248963
9476850,-143775.599248848,9678743.11597005,-58117.5167212058
9484400,-143786.591009536,9679944.51197112,-51757.9209615812
9491550,-137467.658338545,9681180.83619451,-52163.1778559685
9498500,-137485.112107113,9682417.16041791,-46432.0483107977
9506000,-137503.706285916,9684005.38365367,-40501.6773677543
9512950,-137514.718296912,9685593.60688943,-35128.888592517
9520450,-131287.781528218,9687309.78129784,-35571.9997696225
9528500,-131305.223877762,9689025.95570625,-29220.7318284903
9536200,-131323.823630614,9691062.44012488,-23538.6164942663
9545100,-131334.855891919,9693098.92454351,-16664.0686515886
9553500,-125365.569836464,9695068.34376524,-16202.7739287764
9562000,-125383.000766983,9697037.76298697,-9654.76221998967
9569250,-125401.606093885,9699086.51060407,-4434.90451018885
9578500,-125412.658605498,9701135.25822118,2777.40038432181
9585150,-119524.805117846,9703169.38679876,1505.41831908748
9592200,-119542.224629339,9705203.51537634,6538.7092530001
9599900,-119560.835530292,9707371.3133633,12089.5221669935
9608550,-119571.908292213,9709539.11135026,18582.7969419546
9616050,-113667.314292441,9711599.20015543,18118.1141370106
9623300,-113684.722384909,9713659.2889606,23325.433424307
9630350,-113703.338859911,9715735.3506653,28317.9881946109
9637800,-113714.431872141,9717811.41237,33703.0195021406
9646300,-107596.659138375,9719916.0566479,33980.6024904791
9654250,-107614.055811818,9722020.7009258,39843.3548860233
9662450,-107632.67786087,9724169.64046195,45913.0373989232
9670350,-107643.791123408,9726318.5799981,51675.2111253105
9678800,-101547.635448788,9728558.48968084,51789.1457679495
9686450,-101565.020703206,9730798.39936358,57216.6213396285
9694600,-101583.648326308,9733117.08711416,63066.5612121448
9703150,-101594.781839154,9735435.77486475,69309.0069744065
9710850,-95572.2990593283,9737972.46073693,68449.8383223955
9718000,-95589.6728947214,9740509.14660912,73080.5262856055
9725400,-95608.3060918735,9742914.78933039,78093.5167614855
9733300,-95619.4598550277,9745320.43205166,83599.0278033689
9742750,-89703.6767946702,9747786.31310049,84667.3636941854
9751800,-89721.0392110383,9750252.19414931,91268.8450617269
9759250,-89739.6779822404,9752698.13857552,96291.5394067224
9767500,-89750.8519957028,9755144.08300173,102106.768993977
9775300,-84125.4579170573,9757461.85904297,101963.598874088
9781850,-84142.8089144005,9759779.63508421,106213.173830189
9790650,-84161.4532596525,9762027.87000497,112783.583254678
9798100,-84172.6475234232,9764276.10492574,117996.542597687
9805600,-78797.0535409057,9766521.43065454,117875.622886369
9813900,-78814.3931192239,9768766.75638334,123947.636735888
9821800,-78833.0430385258,9770837.43004159,129795.61299694
9828950,-78844.2575526048,9772908.10369984,134886.153852766
9837100,-73529.3031701083,9775165.10629672,135464.196873389
9844750,-73546.6313294015,9777422.1088936,140874.522435801
9853750,-73565.2868227533,9779940.41239215,147374.874430606
9860150,-73576.5215871406,9782458.71589069,151267.805696446
9869150,-67890.1561930006,9784846.7760421,152193.380150901
9878450,-67907.4729332687,9787234.8361935,159122.636739764
9887050,-67926.1340006705,9789714.32846803,165261.805532636
9894050,-67937.389015366,9792193.82074256,169793.568272801
9901700,-62196.2085759916,9794268.19948375,169628.00909224
9908900,-62213.5138972347,9796342.57822494,174770.935672292
9916800,-62232.1805386865,9798298.27275768,180733.907781001
9923850,-62243.4558036903,9800253.96729043,185839.488513263
9931100,-56789.764525258,9802185.60904037,185704.155484891
9939200,-56807.0584274762,9804117.25079031,191889.807637164
9946350,-56825.7306429779,9806147.49088793,197028.239755049
9953850,-56837.0261582899,9808177.73098554,202509.295172745
9962650,-51333.1654885157,9810241.50681086,203741.658677656
9971000,-51350.4479717089,9812305.28263617,210045.165335534
9978150,-51369.1257612605,9814357.69105307,215161.434708195
9985500,-51380.4415268808,9816410.09946996,220470.342056924
9993650,-45649.3819195292,9818320.97130826,220978.410611272
10002250,-45666.6529836973,9820231.84314656,227684.809837138
10009700,-45685.3363472989,9822079.45652821,233305.879819086
10017500,-45696.6723632275,9823927.06990987,239269.60245336
10024950,-39871.6776708398,9825931.8001474,238889.877523445
10032100,-39888.937315983,9827936.53038492,244052.406931061
10039250,-39907.6262536345,9830060.75570395,249096.870549686
10047450,-39918.9825198713,9832184.98102297,255184.001496896
10055850,-34148.2869182805,9834197.84990724,255800.437011043
10063450,-34165.5351443987,9836210.7187915,261404.816352896
10070850,-34184.2296561001,9838119.06689775,266915.162758354
10077650,-34195.6061726452,9840027.41500399,271818.191168657
10084550,-28550.793721455,9841815.22550371,271285.568217741
10091250,-28568.0305285482,9843603.03600344,276214.994525114
10098050,-28586.7306142996,9845382.67406913,281254.05654517
10105150,-28598.127381153,9847162.31213482,286585.815246331
10112000,-23210.8526468297,9849020.50675357,286190.34589326
10120300,-23228.0780348979,9850878.70137232,292649.376662582
10127550,-23246.7836946992,9852758.16094093,298038.622753773
10135000,-23258.2007118608,9854637.62050954,303620.580202322
10141900,-17882.78117561,9856421.13089186,303361.650283754
10149450,-17899.9951446532,9858204.64127417,309145.353870481
10156750,-17918.7063785045,9859910.27070522,314758.435673289
10163650,-17930.1436459744,9861615.90013626,319964.243509717
10171500,-12271.1318384549,9863338.3468532,320432.784985252
10179100,-12288.3335634427,9865060.79357015,326327.539993294
10186150,-12307.0503713439,9866730.52471526,331726.52565608
10193900,-12318.507889122,9868400.25586038,337818.252028747
10201850,-6394.41695555291,9870083.63188704,338160.785068516
10208750,-6411.60643648531,9871767.0079137,343394.598522788
10216650,-6430.32881843644,9873518.51053505,349561.81828339
10224950,-6441.80658652287,9875270.0131564,356121.793430125
10231800,-668.819961698402,9877448.07007186,355020.749889838
10239600,-685.99719857541,9879626.12698733,360659.870211249
10246500,-704.72515457648,9881747.2674509,365457.457703674
10254550,-716.223172971173,9883868.40791448,371397.815258492
10263450,4934.3307195241,9885966.0720995,372549.597180972
10271900,4917.16572670248,9888063.73628453,378919.097988769
10279800,4898.43219665147,9890262.55958557,384639.008217782
10287250,4886.91392794856,9892461.38288661,389901.703185443
10294200,10407.3184160048,9894251.72685834,389540.954725651
10300950,10390.1656672386,9896042.07083008,394517.763502682
10308200,10371.4265631376,9897631.21363731,400197.359799549
10315350,10359.8880441265,9899220.35644455,405769.755511329
10323350,15779.6432621975,9900766.06535866,406804.291379141
10331000,15762.5027574867,9902311.77427278,412925.722969737
10337800,15743.7580793358,9904001.22603532,418055.015885346
10345650,15732.1993100164,9905690.67779786,424227.122892123
10353750,21579.1686489997,9907509.31749767,424661.513853334
10361000,21562.0403883443,9909327.95719747,430110.002414182
10369000,21543.2901361435,9910877.10144279,436579.608421069
10375600,21531.7111165159,9912426.2456881,441642.043195384
10382650,27622.3776756109,9913827.63912701,441199.983197382
10389450,27605.2616590108,9915229.03256591,446615.705775077
10396650,27586.50583276,9916537.31478755,452526.179379689
10403450,27574.9065628242,9917845.59700919,458029.496427985
10410500,33752.5622954246,9919336.6704678,457410.767236779
10417550,33735.45852288,9920827.7439264,462986.797550717
10425500,33716.7005110472,9922378.52422925,469404.775259705
10431650,33705.0776023352,9923929.30453209,474015.617865575
10439600,39863.8788509552,9925062.8656577,474673.255491341
10447300,39846.787322466,9926196.42678332,481256.785894217
10454650,39828.0271250512,9927086.50168506,487735.471189884
10461900,39816.3805775631,9927976.57658681,494107.042835625
10470000,45638.2777646283,9928789.5772798,495572.144955568
10477050,45621.1984801944,9929602.5779728,501826.22354701
10485000,45602.4360971976,9930326.10067786,509071.463224947
10492600,45590.7659109333,9931049.62338292,515959.610706151
10500525,51285.6210355554,9931628.80677607,517610.572188374
10504650,51268.553995177,9932207.99016923,521173.455835598
10507875,51249.7894265981,9931665.65557813,524959.554995267
10511875,51238.0956015577,9931123.32098704,529513.583411399
10515650,56888.5417244425,9930660.74352008,528100.714755481
10519400,56871.4869281194,9930198.16605311,532330.347018771
10522175,56852.7201739585,9928786.39998098,536535.87984506
10525175,56841.002710142,9927374.63390885,540959.363381006
10528750,62673.0965600383,9925852.39507949,540224.508360475
10531850,62656.0540077707,9924330.15625012,544863.78974211
10535225,62637.2850680278,9922847.75246191,549739.962470062
10538475,62625.5439654351,9921365.3486737,554484.107360864
10542025,68397.0356087157,9919510.13433667,554117.830054615
10545650,68380.0053005034,9917654.91999964,559615.07469986
10548875,68361.2341751785,9916458.73369593,564055.032128893
10552275,68349.4694338097,9915262.54739222,568662.983173972
10554875,73916.9812831559,9913904.30328641,567053.715430435
10557825,73899.963218999,9912546.0591806,571378.977600401
10560700,73881.189908092,9911118.33217469,575700.477917213
10563850,73869.4015279471,9909690.60516879,580289.993303265
10567000,79794.6809079547,9908658.33202623,578546.987065813
10570575,79777.6750878532,9907626.05888368,583171.266028469
10573275,79758.8995913643,9903466.92769532,590049.172713313
10576300,79747.0875724432,9899307.79650697,597245.115920592
10579900,85626.5926986185,9902443.33400218,591830.073299203
10583350,85609.5991225724,9905578.87149739,592161.529380035
10586525,85590.8214405015,9913548.90923988,587385.269319616
10589600,85578.9857828042,9921518.94698237,582502.067234823
10593200,91313.7669525166,9943621.89577132,558264.337276159
10597225,91296.7856205259,9965724.84456028,540203.369819196
10601625,91278.0057528729,9984218.2979455,526128.696301632
10604975,91266.1464563995,10002711.7513307,510997.102212885
10608975,97384.9965997887,10025208.4020021,486381.601398082
10613175,97368.0275118534,10047705.0526735,468101.919814603
10617275,97349.2454586184,10109613.6472159,410312.107325483
10621175,97337.3625233689,10171522.2417583,352315.395718373
10625175,-409307.576835416,10466137.9354773,568344.641358074
10628700,-414630.85491861,10760753.6291964,282577.225722183
10632425,-414648.848716084,10837117.8352722,209956.013443844
10635975,-414666.975694676,10913482.0413481,137159.934346624
10640150,-414677.18951233,10974302.4362032,80524.7533091474
10643750,-410442.05453304,11035122.8310583,19069.2234747298
10647100,-410460.037502499,11032816.2912049,24743.7462975886
10650750,-410478.178869315,11030509.7513515,30718.4275178034
10653775,-410488.404123103,11029683.0041724,34580.3999507371
10656750,-404523.716794515,11028856.2569932,32417.4598012958
10659800,-404541.688935959,11027849.3387808,36492.3501551729
10663650,-404559.844691,11026842.4205684,41367.4241226427
10666825,-404570.081380921,11025785.8688039,45609.2125769984
10669900,-399565.72644,11024729.3170395,44736.4094005134
10672975,-399583.687753429,11023936.647084,48622.0406694263
10676100,-399601.857896694,11023143.9771285,52557.880768178
10679625,-399612.106022749,11022155.9403653,57081.1656574756
10682925,-396423.504747099,11021167.903602,58180.6011450663
10686575,-396441.455232512,11017465.3937684,65551.0614641458
10689775,-396459.639764002,11013762.8839347,72471.7558292989
10693125,-396469.899326191,11011658.9931902,77935.9061359949
10696825,-391144.943464004,11009555.1024457,78414.8410183173
10700300,-391162.883121401,11005538.7955278,85924.0875936486
10704050,-391181.07751924,11001522.4886098,93708.5889094211
10707850,-391191.353039438,11000316.5749217,98724.7781176921
10711550,-385896.214064063,10999110.6612337,98335.5528303925
10715600,-385914.142893446,10997727.5398292,103786.603064269
10719225,-385932.347157634,10996344.4184247,108812.928732952
10723975,-385942.638635841,10994584.5981266,115333.04050925
10727800,-381580.192377839,10992824.7778285,116555.414549341
10731825,-381598.110379206,10990721.8698399,122701.240539288
10735950,-381616.324509743,10988618.9618513,128947.362658406
10740350,-381626.631945959,10986392.1264959,135584.505450036
10744650,-376880.457742322,10984165.2911405,137365.166601814
10748500,-376898.364915673,10981882.6647672,143515.700148463
10752200,-376916.588912559,10979600.0383939,149516.550518649
10756000,-376926.912306785,10977291.4563956,155635.455911178
10759400,-375029.920572995,10974982.8743973,159447.04617569
10763500,-375047.816918332,10972703.696838,165844.1200803
10767475,-375066.050781566,10970424.5192788,172116.531502806
10771050,-375076.390133801,10968206.5121885,177919.877945285
10774975,-370213.623344098,10965988.5050983,179200.118245827
10779075,-370231.508861419,10963891.9177611,185414.591100292
10783475,-370249.752591003,10961795.330424,191929.42216702
10788200,-370260.107901247,10959774.3238652,198685.784036001
10792850,-363125.331850968,10957753.3173065,198222.014544457
10796875,-363143.206540274,10955933.9441776,204084.262362706
10801025,-363161.460136207,10954114.5710486,210071.88908758
10805350,-363171.83140446,10952337.1704112,216184.660993299
10810275,-358711.575064507,10950559.7697737,218426.805290811
10814300,-358729.438925797,10948830.5214688,224198.917456977
10818350,-358747.702388079,10947101.2731639,229996.429224133
10822450,-358758.089614342,10945420.7906403,235787.298974041
10827325,-354179.368968388,10943740.3081167,237764.060851732
10831200,-354197.222001663,10942046.2859182,243350.936083429
10836275,-354215.495330294,10940352.2637198,250138.231610481
10840550,-354225.898514566,10938748.4200406,256027.478473984
10844500,-349223.977004738,10937144.5763613,256579.40064339
10848250,-349241.819209998,10935557.0948374,261934.724372603
10852050,-349260.102404978,10933969.6133134,267340.489091536
10856425,-349270.521547259,10932383.0701924,273312.451354891
10860175,-343606.708811332,10930796.5270713,272985.181740036
10864225,-343624.540188576,10929288.0361638,278561.504024737
10868025,-343642.833249905,10927779.5452564,283888.287993519
10871675,-343653.268350195,10926279.7776901,289048.490660056
10875925,-337699.008348683,10924780.0101239,288843.998224793
10880550,-337716.828897912,10923185.5850561,295081.243841859
10885200,-337735.13182559,10921591.1599882,301343.971837372
10888150,-337745.582883889,10920197.6413627,305697.941521222
10892000,-332341.65203414,10918804.1227371,305537.52929702
10896625,-332359.461755353,10917485.2683406,311499.193414744
10900875,-332377.77454938,10916166.4139441,317086.360605279
10905275,-332388.241565689,10915153.4475769,322509.793988794
10910350,-327069.843430066,10914140.4812097,323279.362220379
