,BitcoiDaysDestroyed,BitcoinDaysDestroyedCumulative,BitcoinDaysDestroyedMinMonth,BitcoinDaysDestroyedMinWeek,BitcoinDaysDestroyedMinYear
2013-03-09,9723727.0,3247586919.0,8630303.0,9256680.0,6699265.0
2013-03-10,3261583.0,3250848502.0,2552719.0,2714221.0,981671.0
2013-03-11,5575288.0,3256423790.0,4739460.0,5105614.0,2612534.0
2013-03-12,7165690.0,3263589480.0,5987566.0,6485895.0,3369309.0
2013-03-13,8856162.0,3272445642.0,7991945.0,8261598.0,2732838.0
2013-03-14,6934457.0,3279380099.0,5912749.0,6441337.0,3940594.0
2013-03-15,5012939.0,3284393038.0,3791990.0,4399296.0,1286264.0
2013-03-16,5636980.0,3290030018.0,4884391.0,5181265.0,2430856.0
2013-03-17,3499190.0,3293529208.0,2415798.0,3043513.0,1332981.0
2013-03-18,6179988.0,3299709196.0,4646310.0,5601878.0,2288675.0
2013-03-19,8358526.0,3308067722.0,6560742.0,7599820.0,4558699.0
2013-03-20,6446598.0,3314514320.0,5313705.0,5779107.0,3071864.0
2013-03-21,10648179.0,3325162499.0,9472082.0,10095547.0,4978905.0
2013-03-22,14193600.0,3339356099.0,12883327.0,13663586.0,5449665.0
2013-03-23,14496356.0,3353852455.0,13747237.0,14111698.0,11032606.0
2013-03-24,8002473.0,3361854928.0,7298905.0,7593965.0,2662175.0
2013-03-25,11718611.0,3373573539.0,10378695.0,11064910.0,3138396.0
2013-03-26,11371172.0,3384944711.0,10338575.0,10816163.0,5985664.0
2013-03-27,9441164.0,3394385875.0,8293820.0,8829549.0,4107307.0
2013-03-28,10100397.0,3404486272.0,8670670.0,9507458.0,6021216.0
2013-03-29,8576370.0,3413062642.0,6980759.0,8015769.0,3716230.0
2013-03-30,16326590.0,3429389232.0,15387778.0,15843168.0,4741195.0
2013-03-31,3780046.0,3433169278.0,3095048.0,3351857.0,1879666.0
2013-04-01,9211119.0,3442380397.0,8209234.0,8736998.0,5827628.0
2013-04-02,26113352.0,3468493749.0,24227806.0,25453504.0,16600769.0
2013-04-03,24086368.0,3492580117.0,22567792.0,23446504.0,15650132.0
2013-04-04,23576222.0,3516156339.0,22458967.0,22993117.0,8786740.0
2013-04-05,34693218.0,3550849557.0,33625402.0,34316011.0,18368965.0
2013-04-06,9661063.0,3560510620.0,9024272.0,9304233.0,6603203.0
2013-04-07,9201496.0,3569712116.0,8494839.0,8808098.0,3108391.0
2013-04-08,15825007.0,3585537123.0,14483126.0,15125993.0,11462185.0
2013-04-09,21890887.0,3607428010.0,20250285.0,21210749.0,11843775.0
2013-04-10,52694515.0,3660122525.0,50773661.0,51676672.0,15657542.0
2013-04-11,38783212.0,3698905737.0,35803618.0,37852553.0,26500207.0
2013-04-12,14405332.0,3713311069.0,12656163.0,13603808.0,5559516.0
2013-04-13,10676727.0,3723987796.0,9930904.0,10234094.0,7930834.0
2013-04-14,5905214.0,3729893010.0,5263795.0,5506913.0,3133790.0
2013-04-15,11671398.0,3741564408.0,10782948.0,11124774.0,8982461.0
2013-04-16,26044894.0,3767609302.0,23784617.0,25087435.0,14626481.0
2013-04-17,7625994.0,3775235296.0,6620727.0,7060916.0,1699001.0
2013-04-18,6097391.0,3781332687.0,5230352.0,5522755.0,1697889.0
2013-04-19,5099989.0,3786432676.0,3624484.0,4518260.0,2526352.0
2013-04-20,4730462.0,3791163138.0,3877484.0,4385817.0,2442973.0
2013-04-21,10660362.0,3801823500.0,9954250.0,10324445.0,7935769.0
2013-04-22,5339100.0,3807162600.0,4467851.0,4796169.0,3793848.0
2013-04-23,10450354.0,3817612954.0,9616578.0,10002572.0,8150398.0
2013-04-24,6683370.0,3824296324.0,5392219.0,6114277.0,2080628.0
2013-04-25,13392759.0,3837689083.0,10687374.0,12978099.0,2269382.0
2013-04-26,3383214.0,3841072297.0,2248089.0,2925244.0,965476.0
2013-04-27,6405801.0,3847478098.0,5522759.0,6088234.0,2628042.0
2013-04-28,3273131.0,3850751229.0,2581902.0,2971087.0,1538683.0
2013-04-29,5306881.0,3856058110.0,3810789.0,4970638.0,2567609.0
2013-04-30,3919949.0,3859978059.0,3004404.0,3552074.0,1391040.0
2013-05-01,7617711.0,3867595770.0,6428325.0,7201070.0,1824304.0
2013-05-02,6499154.0,3874094924.0,4399946.0,5262643.0,2141414.0
2013-05-03,14873997.0,3888968921.0,13252541.0,14332151.0,4992143.0
2013-05-04,4044481.0,3893013402.0,3541128.0,3832375.0,598530.0
2013-05-05,4527940.0,3897541342.0,3995178.0,4298027.0,1976443.0
2013-05-06,2729247.0,3900270589.0,1919561.0,2365716.0,502004.0
2013-05-07,4669155.0,3904939744.0,3827837.0,4295415.0,2031175.0
2013-05-08,2536036.0,3907475780.0,1848679.0,2212630.0,1250807.0
2013-05-09,3786891.0,3911262671.0,3027048.0,3442297.0,2374174.0
2013-05-10,5053019.0,3916315690.0,3959147.0,4781125.0,1075684.0
2013-05-11,7316599.0,3923632289.0,6597428.0,7083259.0,3594280.0
2013-05-12,2304224.0,3925936513.0,1770874.0,2084724.0,563147.0
2013-05-13,2068169.0,3928004682.0,1432213.0,1828322.0,451845.0
2013-05-14,3069549.0,3931074231.0,2189396.0,2778043.0,1195086.0
2013-05-15,7402098.0,3938476329.0,5596762.0,6966618.0,3217474.0
2013-05-16,3112026.0,3941588355.0,2144023.0,2780085.0,1216393.0
2013-05-17,2614963.0,3944203318.0,1721791.0,2166209.0,670479.0
2013-05-18,6760613.0,3950963931.0,6051781.0,6502860.0,642041.0
2013-05-19,1993973.0,3952957904.0,1464222.0,1809241.0,650049.0
2013-05-20,2177603.0,3955135507.0,1598415.0,1957076.0,824764.0
2013-05-21,1868880.0,3957004387.0,1314378.0,1611673.0,584350.0
2013-05-22,2135736.0,3959140123.0,1464536.0,1897397.0,544195.0
2013-05-23,2894274.0,3962034397.0,2162316.0,2551749.0,894889.0
2013-05-24,2988329.0,3965022726.0,2257267.0,2752411.0,662608.0
2013-05-25,14865869.0,3979888595.0,14164446.0,14665280.0,721295.0
2013-05-26,965754.0,3980854349.0,622697.0,849836.0,215326.0
2013-05-27,1448306.0,3982302655.0,1030522.0,1264476.0,239424.0
2013-05-28,4252774.0,3986555429.0,3396650.0,3997489.0,2485220.0
2013-05-29,4210870.0,3990766299.0,3531748.0,4002129.0,444443.0
2013-05-30,4960431.0,3995726730.0,4361070.0,4772383.0,2042099.0
2013-05-31,8397401.0,4004124131.0,7689059.0,8097378.0,6762628.0
2013-06-01,2626027.0,4006750158.0,2086447.0,2513695.0,1242820.0
2013-06-02,2684924.0,4009435082.0,2145574.0,2509728.0,280318.0
2013-06-03,3140875.0,4012575957.0,2368801.0,2889065.0,294249.0
2013-06-04,2368577.0,4014944534.0,1836504.0,2146540.0,309751.0
2013-06-05,14045052.0,4028989586.0,13495316.0,13827195.0,12486439.0
2013-06-06,8957143.0,4037946729.0,8513776.0,8790613.0,439948.0
2013-06-07,4705195.0,4042651924.0,3632985.0,4521681.0,1211572.0
2013-06-08,3932971.0,4046584895.0,3491961.0,3806389.0,1954248.0
2013-06-09,8892211.0,4055477106.0,8085242.0,8684061.0,5087647.0
2013-06-10,1834324.0,4057311430.0,1318120.0,1624559.0,432449.0
2013-06-11,4362852.0,4061674282.0,3888797.0,4138974.0,2907038.0
2013-06-12,3547709.0,4065221991.0,3052035.0,3294239.0,2012327.0
2013-06-13,1734384.0,4066956375.0,1324960.0,1535138.0,584919.0
2013-06-14,2812255.0,4069768630.0,2029362.0,2526653.0,368959.0
2013-06-15,5384873.0,4075153503.0,5005580.0,5204787.0,4085717.0
2013-06-16,3822006.0,4078975509.0,3506440.0,3658991.0,2619397.0
2013-06-17,1455866.0,4080431375.0,1065290.0,1229214.0,129480.0
2013-06-18,1679554.0,4082110929.0,1089641.0,1467106.0,199436.0
2013-06-19,2757006.0,4084867935.0,2147593.0,2549911.0,1114322.0
2013-06-20,2234427.0,4087102362.0,1605115.0,1995330.0,449353.0
2013-06-21,1727293.0,4088829655.0,1280320.0,1514727.0,228806.0
2013-06-22,1954581.0,4090784236.0,1633556.0,1840680.0,186334.0
2013-06-23,1981250.0,4092765486.0,1565838.0,1823114.0,920073.0
2013-06-24,3003280.0,4095768766.0,2517233.0,2784708.0,98367.0
2013-06-25,5172031.0,4100940797.0,4781041.0,4981181.0,1809483.0
2013-06-26,4179178.0,4105119975.0,3616385.0,3960916.0,454261.0
2013-06-27,4194626.0,4109314601.0,3587270.0,4001658.0,1626637.0
2013-06-28,4556438.0,4113871039.0,3912788.0,4368544.0,2857606.0
2013-06-29,6895564.0,4120766603.0,6527507.0,6742176.0,5064249.0
2013-06-30,3974842.0,4124741445.0,3677739.0,3829711.0,2556609.0
2013-07-01,12991760.0,4137733205.0,12422509.0,12784719.0,10285626.0
2013-07-02,9614523.0,4147347728.0,9018927.0,9385283.0,4406173.0
2013-07-03,5503193.0,4152850921.0,4783964.0,5242140.0,2463180.0
2013-07-04,7776154.0,4160627075.0,7199661.0,7537330.0,5062625.0
2013-07-05,5762453.0,4166389528.0,4824798.0,5506344.0,1814522.0
2013-07-06,5660865.0,4172050393.0,5173784.0,5427261.0,793963.0
2013-07-07,2590565.0,4174640958.0,2210542.0,2387392.0,311536.0
2013-07-08,1978383.0,4176619341.0,1496358.0,1724869.0,220806.0
2013-07-09,2723814.0,4179343155.0,2239721.0,2461154.0,1025313.0
2013-07-10,8151396.0,4187494551.0,7425469.0,7854316.0,1815632.0
2013-07-11,3090130.0,4190584681.0,2462928.0,2839376.0,517401.0
2013-07-12,5732529.0,4196317210.0,5258907.0,5520694.0,308476.0
2013-07-13,6363795.0,4202681005.0,5785715.0,6162441.0,466444.0
2013-07-14,1908589.0,4204589594.0,1509531.0,1742103.0,338929.0
2013-07-15,2048499.0,4206638093.0,1578742.0,1828058.0,667916.0
2013-07-16,3032388.0,4209670481.0,2454125.0,2697103.0,359615.0
2013-07-17,4000127.0,4213670608.0,3512916.0,3787706.0,513554.0
2013-07-18,3048957.0,4216719565.0,2405071.0,2769935.0,34828.0
2013-07-19,2456794.0,4219176359.0,1927692.0,2246024.0,318350.0
2013-07-20,2902194.0,4222078553.0,2537729.0,2746091.0,1006474.0
2013-07-21,2737885.0,4224816438.0,2464597.0,2606500.0,1004086.0
2013-07-22,3119065.0,4227935503.0,2704569.0,2940884.0,1305864.0
2013-07-23,2870681.0,4230806184.0,2349107.0,2677536.0,580574.0
2013-07-24,2596908.0,4233403092.0,2148678.0,2383481.0,610796.0
2013-07-25,3639587.0,4237042679.0,3237516.0,3499101.0,2369350.0
2013-07-26,2641241.0,4239683920.0,2103438.0,2441148.0,911282.0
2013-07-27,1465542.0,4241149462.0,1211745.0,1343705.0,224093.0
2013-07-28,2051227.0,4243200689.0,1619245.0,1908443.0,543637.0
2013-07-29,6300665.0,4249501354.0,5741096.0,6129017.0,1490234.0
2013-07-30,4652952.0,4254154306.0,4037824.0,4511430.0,496703.0
2013-07-31,5676468.0,4259830774.0,4590333.0,5435399.0,1214750.0
2013-08-01,3867734.0,4263698508.0,2951409.0,3643610.0,1186508.0
2013-08-02,5208974.0,4268907482.0,4742798.0,5037845.0,444152.0
2013-08-03,32422936.0,4301330418.0,31927760.0,32254394.0,31067344.0
2013-08-04,1627222.0,4302957640.0,1388184.0,1511389.0,235276.0
2013-08-05,4185528.0,4307143168.0,3721922.0,3973523.0,526369.0
2013-08-06,2112225.0,4309255393.0,1635492.0,1887705.0,170917.0
2013-08-07,2854526.0,4312109919.0,2348062.0,2648362.0,439572.0
2013-08-08,3932917.0,4316042836.0,3279725.0,3760603.0,812937.0
2013-08-09,3348040.0,4319390876.0,2908501.0,3210421.0,1721962.0
2013-08-10,2089614.0,4321480490.0,1746362.0,1983809.0,318128.0
2013-08-11,3419148.0,4324899638.0,2958217.0,3269892.0,719265.0
2013-08-12,4578669.0,4329478307.0,3777826.0,4310674.0,1843105.0
2013-08-13,25193134.0,4354671441.0,24091869.0,24890814.0,20439520.0
2013-08-14,4532415.0,4359203856.0,3961274.0,4330273.0,284369.0
2013-08-15,6341354.0,4365545210.0,5903279.0,6153067.0,1583653.0
2013-08-16,2508367.0,4368053577.0,2188242.0,2360708.0,492467.0
2013-08-17,5850534.0,4373904111.0,5234987.0,5676273.0,2624514.0
2013-08-18,2372792.0,4376276903.0,1976162.0,2235085.0,924762.0
2013-08-19,3070676.0,4379347579.0,2344337.0,2857137.0,357004.0
2013-08-20,3123578.0,4382471157.0,2332887.0,2909152.0,351017.0
2013-08-21,5894709.0,4388365866.0,5260069.0,5685019.0,573889.0
2013-08-22,3533664.0,4391899530.0,3065807.0,3380893.0,189252.0
2013-08-23,3474402.0,4395373932.0,3090672.0,3291901.0,459450.0
2013-08-24,1850930.0,4397224862.0,1487136.0,1722494.0,628121.0
2013-08-25,1162536.0,4398387398.0,840347.0,1036833.0,272180.0
2013-08-26,3053308.0,4401440706.0,2450061.0,2881504.0,666716.0
2013-08-27,2891789.0,4404332495.0,2236041.0,2644478.0,339121.0
2013-08-28,2924753.0,4407257248.0,2304735.0,2637360.0,792360.0
2013-08-29,10583999.0,4417841247.0,10046053.0,10434095.0,569093.0
2013-08-30,4271283.0,4422112530.0,3740327.0,4099951.0,1907738.0
2013-08-31,4539244.0,4426651774.0,3976897.0,4363734.0,773360.0
2013-09-01,3879262.0,4430531036.0,3267849.0,3612964.0,1217271.0
2013-09-02,4571007.0,4435102043.0,3881088.0,4271938.0,1820443.0
2013-09-03,5550075.0,4440652118.0,4969131.0,5322247.0,1628807.0
2013-09-04,4871485.0,4445523603.0,4016867.0,4589938.0,518327.0
2013-09-05,2777562.0,4448301165.0,2151089.0,2528726.0,349071.0
2013-09-06,2098478.0,4450399643.0,1265546.0,1838462.0,161547.0
2013-09-07,3076006.0,4453475649.0,2840199.0,2943553.0,1558648.0
2013-09-08,1996776.0,4455472425.0,1662480.0,1892681.0,109173.0
2013-09-09,3024540.0,4458496965.0,2527122.0,2838679.0,799825.0
2013-09-10,8414363.0,4466911328.0,7770592.0,8071511.0,6893998.0
2013-09-11,2881307.0,4469792635.0,2443525.0,2661037.0,297795.0
2013-09-12,4463375.0,4474256010.0,4006461.0,4296116.0,971045.0
2013-09-13,6986801.0,4481242811.0,6511458.0,6780638.0,414367.0
2013-09-14,5404479.0,4486647290.0,4989276.0,5213343.0,143020.0
2013-09-15,2870683.0,4489517973.0,2572467.0,2752323.0,1273468.0
2013-09-16,2331655.0,4491849628.0,1805989.0,2161063.0,309021.0
2013-09-17,3311134.0,4495160762.0,2829842.0,3070307.0,835273.0
2013-09-18,6402238.0,4501563000.0,5748378.0,6173398.0,4877308.0
2013-09-19,11008778.0,4512571778.0,10447998.0,10853278.0,1045975.0
2013-09-20,2171813.0,4514743591.0,1742305.0,2012908.0,351700.0
2013-09-21,2746292.0,4517489883.0,2434123.0,2631399.0,80011.0
2013-09-22,4132847.0,4521622730.0,3754857.0,3996851.0,272195.0
2013-09-23,2455737.0,4524078467.0,1704070.0,2259656.0,197286.0
2013-09-24,3457666.0,4527536133.0,2720168.0,3212415.0,842864.0
2013-09-25,3129874.0,4530666007.0,2624773.0,2894645.0,781243.0
2013-09-26,3679305.0,4534345312.0,3164205.0,3508901.0,513729.0
2013-09-27,2902645.0,4537247957.0,2209265.0,2703327.0,420376.0
2013-09-28,1632110.0,4538880067.0,1225166.0,1458955.0,315918.0
2013-09-29,2875775.0,4541755842.0,2525938.0,2712593.0,1220764.0
2013-09-30,2708390.0,4544464232.0,2142419.0,2516755.0,981782.0
2013-10-01,3742086.0,4548206318.0,2374035.0,3474182.0,471955.0
2013-10-02,7379002.0,4555585320.0,6271666.0,7033371.0,1663395.0
2013-10-03,7610109.0,4563195429.0,6545339.0,7329797.0,1663835.0
2013-10-04,1587524.0,4564782953.0,1175537.0,1384871.0,135805.0
2013-10-05,2066846.0,4566849799.0,1770756.0,1912739.0,525200.0
2013-10-06,3832244.0,4570682043.0,3552675.0,3660692.0,1586058.0
2013-10-07,11620203.0,4582302246.0,11067290.0,11386987.0,68566.0
2013-10-08,9320239.0,4591622485.0,8719164.0,9057505.0,7821923.0
2013-10-09,5924464.0,4597546949.0,5297199.0,5628241.0,1184295.0
2013-10-10,4764026.0,4602310975.0,3996595.0,4450632.0,1880359.0
2013-10-11,2140026.0,4604451001.0,1725567.0,1955334.0,160553.0
2013-10-12,2815544.0,4607266545.0,2372980.0,2606367.0,665150.0
2013-10-13,2098856.0,4609365401.0,1842227.0,1951192.0,1203898.0
2013-10-14,3794965.0,4613160366.0,3037492.0,3540215.0,1174659.0
2013-10-15,3568751.0,4616729117.0,2799240.0,3129048.0,331405.0
2013-10-16,6232447.0,4622961564.0,5610802.0,5998534.0,758812.0
2013-10-17,11623202.0,4634584766.0,11049606.0,11389482.0,8852395.0
2013-10-18,5097023.0,4639681789.0,4475671.0,4864246.0,607695.0
2013-10-19,7459764.0,4647141553.0,6798547.0,7199492.0,2857033.0
2013-10-20,4166087.0,4651307640.0,3856645.0,4015529.0,1837404.0
2013-10-21,38920639.0,4690228279.0,38431294.0,38679839.0,34252751.0
2013-10-22,19994442.0,4710222721.0,19157088.0,19568092.0,2362855.0
2013-10-23,15404789.0,4725627510.0,14649238.0,15128741.0,898239.0
2013-10-24,12140540.0,4737768050.0,11339609.0,11801548.0,3482823.0
2013-10-25,57050042.0,4794818092.0,56421802.0,56776415.0,24164920.0
2013-10-26,4417519.0,4799235611.0,3915795.0,4176327.0,2325411.0
2013-10-27,3788068.0,4803023679.0,3435948.0,3616633.0,2542046.0
2013-10-28,4236872.0,4807260551.0,3866301.0,4033598.0,2188444.0
2013-10-29,7081000.0,4814341551.0,5664886.0,6816121.0,2556674.0
2013-10-30,4222302.0,4818563853.0,3649093.0,3981518.0,259943.0
2013-10-31,5687660.0,4824251513.0,5171828.0,5509271.0,3294718.0
2013-11-01,5695578.0,4829947091.0,4804611.0,5515863.0,2819675.0
2013-11-02,3910908.0,4833857999.0,3527032.0,3761618.0,2122550.0
2013-11-03,2302430.0,4836160429.0,1967563.0,2125698.0,406087.0
2013-11-04,7376880.0,4843537309.0,6610177.0,7152353.0,1699786.0
2013-11-05,19598967.0,4863136276.0,18426547.0,19268609.0,2043245.0
2013-11-06,11701348.0,4874837624.0,11011473.0,11476604.0,5288539.0
2013-11-07,16520300.0,4891357924.0,15567128.0,16243143.0,8119936.0
2013-11-08,13955926.0,4905313850.0,12835247.0,13667201.0,3198234.0
2013-11-09,15516547.0,4920830397.0,14731016.0,15303569.0,5781669.0
2013-11-10,10975129.0,4931805526.0,10451747.0,10772109.0,5666395.0
2013-11-11,11266570.0,4943072096.0,10717424.0,11069136.0,6473144.0
2013-11-12,16771019.0,4959843115.0,16135975.0,16541145.0,8747609.0
2013-11-13,11581259.0,4971424374.0,10891843.0,11328367.0,7477441.0
2013-11-14,21247342.0,4992671716.0,20498322.0,20934286.0,11408151.0
2013-11-15,19209754.0,5011881470.0,18321124.0,18946674.0,11043030.0
2013-11-16,14448648.0,5026330118.0,13961380.0,14253150.0,10198723.0
2013-11-17,14674476.0,5041004594.0,14148085.0,14475213.0,11267382.0
2013-11-18,20030471.0,5061035065.0,18875399.0,19680533.0,11770120.0
2013-11-19,28434094.0,5089469159.0,26965413.0,28037118.0,14915750.0
2013-11-20,25393951.0,5114863110.0,24636495.0,25128424.0,17920268.0
2013-11-21,10953014.0,5125816124.0,10005281.0,10633722.0,3818215.0
2013-11-22,17036226.0,5142852350.0,14610291.0,16722855.0,5748094.0
2013-11-23,16304778.0,5159157128.0,15439796.0,16002225.0,4817468.0
2013-11-24,8883132.0,5168040260.0,8411787.0,8627868.0,4981496.0
2013-11-25,39270729.0,5207310989.0,38424175.0,38788586.0,35548464.0
2013-11-26,45989474.0,5253300463.0,44734666.0,45656039.0,1726750.0
2013-11-27,26162062.0,5279462525.0,25033759.0,25798309.0,17483599.0
2013-11-28,18768124.0,5298230649.0,17233289.0,18071306.0,9732210.0
2013-11-29,22045193.0,5320275842.0,21309131.0,21706034.0,10832975.0
2013-11-30,9682583.0,5329958425.0,8420323.0,9378123.0,4621010.0
2013-12-01,8224263.0,5338182688.0,7623486.0,7987820.0,3009734.0
2013-12-02,11841215.0,5350023903.0,11015847.0,11594552.0,7055276.0
2013-12-03,8692444.0,5358716347.0,8156445.0,8444677.0,1815284.0
2013-12-04,6047589.0,5364763936.0,4326951.0,5783692.0,1842178.0
2013-12-05,8713087.0,5373477023.0,7452999.0,8329277.0,3657038.0
2013-12-06,8175966.0,5381652989.0,6469697.0,7623706.0,2846129.0
2013-12-07,10748912.0,5392401901.0,9704052.0,10432132.0,2976849.0
2013-12-08,3707906.0,5396109807.0,3081877.0,3572015.0,1510983.0
2013-12-09,3258274.0,5399368081.0,2723921.0,3023563.0,1216288.0
2013-12-10,3875617.0,5403243698.0,2870820.0,3572857.0,890498.0
2013-12-11,8122054.0,5411365752.0,7156751.0,7881634.0,2431799.0
2013-12-12,3074233.0,5414439985.0,2695456.0,2931019.0,1026828.0
2013-12-13,5220155.0,5419660140.0,4684838.0,5025471.0,1910425.0
2013-12-14,4427843.0,5424087983.0,3019955.0,4327186.0,1543534.0
2013-12-15,7031942.0,5431119925.0,6578465.0,6922435.0,3697786.0
2013-12-16,14075870.0,5445195795.0,13297513.0,13903503.0,11687167.0
2013-12-17,5662288.0,5450858083.0,4749336.0,5461122.0,2135570.0
2013-12-18,18384616.0,5469242699.0,17143157.0,18161605.0,10933231.0
2013-12-19,6465511.0,5475708210.0,5382373.0,6296065.0,2957329.0
2013-12-20,4504023.0,5480212233.0,3485567.0,4354327.0,1728154.0
2013-12-21,134084959.0,5614297192.0,133048690.0,133907618.0,130990276.0
2013-12-22,1464744.0,5615761936.0,1006149.0,1255601.0,174298.0
2013-12-23,4947159.0,5620709095.0,2564109.0,4696706.0,1572243.0
2013-12-24,3382734.0,5624091829.0,2960115.0,3202363.0,466159.0
2013-12-25,30883621.0,5654975450.0,30057210.0,30427000.0,8543443.0
2013-12-26,2759956.0,5657735406.0,2414516.0,2617847.0,1057462.0
2013-12-27,9732296.0,5667467702.0,9205080.0,9587684.0,7467437.0
2013-12-28,2284141.0,5669751843.0,1914339.0,2153448.0,327740.0
2013-12-29,2621601.0,5672373444.0,2285533.0,2529310.0,1929206.0
2013-12-30,1696030.0,5674069474.0,1290723.0,1496236.0,336726.0
2013-12-31,2797668.0,5676867142.0,836501.0,2675077.0,168754.0
2014-01-01,2076517.0,5678943659.0,1226734.0,1986912.0,515116.0
2014-01-02,3954542.0,5682898201.0,3507344.0,3847058.0,1714424.0
2014-01-03,3991406.0,5686889607.0,3378317.0,3797907.0,805592.0
2014-01-04,12073956.0,5698963563.0,11507190.0,11986095.0,2107558.0
2014-01-05,7537719.0,5706501282.0,7086355.0,7391243.0,4674152.0
2014-01-06,3824590.0,5710325872.0,3001235.0,3656581.0,778287.0
2014-01-07,4240526.0,5714566398.0,3798436.0,4091259.0,1284108.0
2014-01-08,8066486.0,5722632884.0,7569791.0,7936884.0,900127.0
2014-01-09,2415052.0,5725047936.0,2052535.0,2304290.0,729144.0
2014-01-10,2679764.0,5727727700.0,2264716.0,2548584.0,1446229.0
2014-01-11,4180310.0,5731908010.0,3834092.0,4037066.0,722298.0
2014-01-12,13517660.0,5745425670.0,13301381.0,13435969.0,11369874.0
2014-01-13,4725219.0,5750150889.0,4361034.0,4578203.0,976912.0
2014-01-14,3999478.0,5754150367.0,3415136.0,3801673.0,644132.0
2014-01-15,9212176.0,5763362543.0,8449913.0,8900100.0,5118386.0
2014-01-16,4891360.0,5768253903.0,4403195.0,4797602.0,2431022.0
2014-01-17,3332107.0,5771586010.0,2469259.0,3202751.0,1234557.0
2014-01-18,2084893.0,5773670903.0,1800633.0,2000704.0,1114804.0
2014-01-19,3235536.0,5776906439.0,2975218.0,3150963.0,2341275.0
2014-01-20,4515816.0,5781422255.0,4126089.0,4388208.0,3091756.0
2014-01-21,4156436.0,5785578691.0,3617675.0,3898390.0,2020392.0
2014-01-22,5453349.0,5791032040.0,5153917.0,5344226.0,2553448.0
2014-01-23,2629008.0,5793661048.0,2244219.0,2495217.0,703819.0
2014-01-24,5272225.0,5798933273.0,4405008.0,5130681.0,1243591.0
2014-01-25,3840341.0,5802773614.0,3543988.0,3747160.0,1887922.0
2014-01-26,1439134.0,5804212748.0,1187184.0,1347659.0,549914.0
2014-01-27,4037745.0,5808250493.0,3601248.0,3849304.0,790959.0
2014-01-28,4152514.0,5812403007.0,3658050.0,3996324.0,1223953.0
2014-01-29,4371707.0,5816774714.0,3875691.0,4251714.0,1207938.0
2014-01-30,3252381.0,5820027095.0,2871752.0,3107723.0,833885.0
2014-01-31,2350012.0,5822377107.0,2076092.0,2237870.0,775933.0
2014-02-01,4865914.0,5827243021.0,4462855.0,4772341.0,1381139.0
2014-02-02,2191838.0,5829434859.0,1944878.0,2091651.0,454171.0
2014-02-03,1827417.0,5831262276.0,1544679.0,1719579.0,796366.0
2014-02-04,4210232.0,5835472508.0,3638826.0,3988183.0,813076.0
2014-02-05,13208015.0,5848680523.0,12910550.0,13096032.0,1415234.0
2014-02-06,138634893.0,5987315416.0,138147818.0,138486680.0,135368730.0
2014-02-07,6307031.0,5993622447.0,5705842.0,6174557.0,1971967.0
2014-02-08,1959709.0,5995582156.0,1609411.0,1873108.0,291451.0
2014-02-09,3469666.0,5999051822.0,3150818.0,3355929.0,533299.0
2014-02-10,4147602.0,6003199424.0,3582467.0,3950663.0,1302489.0
2014-02-11,5932979.0,6009132403.0,5434430.0,5789493.0,1061241.0
2014-02-12,6004871.0,6015137274.0,4686778.0,5873237.0,1492503.0
2014-02-13,2542128.0,6017679402.0,2275924.0,2446976.0,891460.0
2014-02-14,4638184.0,6022317586.0,4243283.0,4464590.0,1351757.0
2014-02-15,2765394.0,6025082980.0,2563038.0,2687300.0,660384.0
2014-02-16,4110418.0,6029193398.0,3705592.0,3997074.0,1075641.0
2014-02-17,2463685.0,6031657083.0,1931805.0,2288145.0,155771.0
2014-02-18,4964235.0,6036621318.0,4518558.0,4814725.0,939598.0
2014-02-19,5980716.0,6042602034.0,5415138.0,5868473.0,4165603.0
2014-02-20,4535355.0,6047137389.0,4217261.0,4401474.0,1551134.0
2014-02-21,5557046.0,6052694435.0,5253021.0,5439234.0,1930476.0
2014-02-22,1428208.0,6054122643.0,1087906.0,1311989.0,95251.0
2014-02-23,1866988.0,6055989631.0,1572807.0,1724697.0,647135.0
2014-02-24,7588410.0,6063578041.0,7049828.0,7454844.0,707166.0
2014-02-25,12955451.0,6076533492.0,12042031.0,12772070.0,4190830.0
2014-02-26,3006261.0,6079539753.0,2140649.0,2830781.0,1047062.0
2014-02-27,3388086.0,6082927839.0,2314181.0,3176689.0,595962.0
2014-02-28,11339608.0,6094267447.0,11040975.0,11220404.0,8093660.0
2014-03-01,9888843.0,6104156290.0,9430708.0,9755658.0,8266983.0
2014-03-02,5061433.0,6109217723.0,4827530.0,4976189.0,1693606.0
2014-03-03,7155425.0,6116373148.0,6209577.0,6773150.0,711519.0
2014-03-04,6905567.0,6123278715.0,5698553.0,6653826.0,2276238.0
2014-03-05,7366268.0,6130644983.0,5573585.0,7210775.0,1694657.0
2014-03-06,3511814.0,6134156797.0,2878784.0,3381154.0,1325702.0
2014-03-07,173297972.0,6307454769.0,172746388.0,173071835.0,170236702.0
2014-03-08,3644391.0,6311099160.0,3199461.0,3424706.0,777669.0
2014-03-09,3041495.0,6314140655.0,2662558.0,2825323.0,999540.0
2014-03-10,103622683.0,6417763338.0,103062823.0,103312718.0,101406000.0
2014-03-11,17158834.0,6434922172.0,16683168.0,16904675.0,15137628.0
2014-03-12,4012246.0,6438934418.0,2905708.0,3389133.0,250988.0
2014-03-13,6103123.0,6445037541.0,5402016.0,5697583.0,736718.0
