,NumTransactionsPerBlock
2011-04-04 18:15:05,11.0
2011-04-05 18:15:05,9.0
2011-04-06 18:15:05,12.0
2011-04-07 18:15:05,12.0
2011-04-08 18:15:05,12.0
2011-04-09 18:15:05,18.0
2011-04-10 18:15:05,14.0
2011-04-11 18:15:05,11.0
2011-04-12 18:15:05,13.0
2011-04-13 18:15:05,17.0
2011-04-14 18:15:05,25.0
2011-04-15 18:15:05,22.0
2011-04-16 18:15:05,11.0
2011-04-17 18:15:05,13.0
2011-04-18 18:15:05,12.0
2011-04-19 18:15:05,15.0
2011-04-20 18:15:05,13.0
2011-04-21 18:15:05,14.0
2011-04-22 18:15:05,23.0
2011-04-23 18:15:05,22.0
2011-04-24 18:15:05,17.0
2011-04-25 18:15:05,21.0
2011-04-26 18:15:05,23.0
2011-04-27 18:15:05,14.0
2011-04-28 18:15:05,15.0
2011-04-29 18:15:05,15.0
2011-04-30 18:15:05,14.0
2011-05-01 18:15:05,16.0
2011-05-02 18:15:05,17.0
2011-05-03 18:15:05,13.0
2011-05-04 18:15:05,14.0
2011-05-05 18:15:05,15.0
2011-05-06 18:15:05,17.0
2011-05-07 18:15:05,16.0
2011-05-08 18:15:05,21.0
2011-05-09 18:15:05,17.0
2011-05-10 18:15:05,17.0
2011-05-11 18:15:05,18.0
2011-05-12 18:15:05,16.0
2011-05-13 18:15:05,17.0
2011-05-14 18:15:05,28.0
2011-05-15 18:15:05,21.0
2011-05-16 18:15:05,22.0
2011-05-17 18:15:05,21.0
2011-05-18 18:15:05,20.0
2011-05-19 18:15:05,18.0
2011-05-20 18:15:05,21.0
2011-05-21 18:15:05,21.0
2011-05-22 18:15:05,27.0
2011-05-23 18:15:05,32.0
2011-05-24 18:15:05,27.0
2011-05-25 18:15:05,31.0
2011-05-26 18:15:05,41.0
2011-05-27 18:15:05,34.0
2011-05-28 18:15:05,37.0
2011-05-29 18:15:05,41.0
2011-05-30 18:15:05,40.0
2011-05-31 18:15:05,39.0
2011-06-01 18:15:05,39.0
2011-06-02 18:15:05,51.0
2011-06-03 18:15:05,62.0
2011-06-04 18:15:05,57.0
2011-06-05 18:15:05,49.0
2011-06-06 18:15:05,48.0
2011-06-07 18:15:05,49.0
2011-06-08 18:15:05,49.0
2011-06-09 18:15:05,56.0
2011-06-10 18:15:05,50.0
2011-06-11 18:15:05,58.0
2011-06-12 18:15:05,64.0
2011-06-13 18:15:05,59.0
2011-06-14 18:15:05,52.0
2011-06-15 18:15:05,48.0
2011-06-16 18:15:05,39.0
2011-06-17 18:15:05,43.0
2011-06-18 18:15:05,44.0
2011-06-19 18:15:05,46.0
2011-06-20 18:15:05,63.0
2011-06-21 18:15:05,66.0
2011-06-22 18:15:05,71.0
2011-06-23 18:15:05,71.0
2011-06-24 18:15:05,57.0
2011-06-25 18:15:05,54.0
2011-06-26 18:15:05,52.0
2011-06-27 18:15:05,54.0
2011-06-28 18:15:05,49.0
2011-06-29 18:15:05,57.0
2011-06-30 18:15:05,56.0
2011-07-01 18:15:05,70.0
2011-07-02 18:15:05,69.0
2011-07-03 18:15:05,55.0
2011-07-04 18:15:05,53.0
2011-07-05 18:15:05,55.0
2011-07-06 18:15:05,66.0
2011-07-07 18:15:05,61.0
2011-07-08 18:15:05,52.0
2011-07-09 18:15:05,54.0
2011-07-10 18:15:05,53.0
2011-07-11 18:15:05,49.0
2011-07-12 18:15:05,53.0
2011-07-13 18:15:05,53.0
2011-07-14 18:15:05,60.0
2011-07-15 18:15:05,59.0
2011-07-16 18:15:05,55.0
2011-07-17 18:15:05,59.0
2011-07-18 18:15:05,55.0
2011-07-19 18:15:05,44.0
2011-07-20 18:15:05,60.0
2011-07-21 18:15:05,49.0
2011-07-22 18:15:05,46.0
2011-07-23 18:15:05,46.0
2011-07-24 18:15:05,46.0
2011-07-25 18:15:05,45.0
2011-07-26 18:15:05,44.0
2011-07-27 18:15:05,45.0
2011-07-28 18:15:05,59.0
2011-07-29 18:15:05,50.0
2011-07-30 18:15:05,62.0
2011-07-31 18:15:05,52.0
2011-08-01 18:15:05,57.0
2011-08-02 18:15:05,52.0
2011-08-03 18:15:05,55.0
2011-08-04 18:15:05,64.0
2011-08-05 18:15:05,50.0
2011-08-06 18:15:05,60.0
2011-08-07 18:15:05,51.0
2011-08-08 18:15:05,57.0
2011-08-09 18:15:05,61.0
2011-08-10 18:15:05,58.0
2011-08-11 18:15:05,68.0
2011-08-12 18:15:05,63.0
2011-08-13 18:15:05,47.0
2011-08-14 18:15:05,57.0
2011-08-15 18:15:05,49.0
2011-08-16 18:15:05,50.0
2011-08-17 18:15:05,45.0
2011-08-18 18:15:05,43.0
2011-08-19 18:15:05,55.0
2011-08-20 18:15:05,55.0
2011-08-21 18:15:05,48.0
2011-08-22 18:15:05,53.0
2011-08-23 18:15:05,47.0
2011-08-24 18:15:05,62.0
2011-08-25 18:15:05,50.0
2011-08-26 18:15:05,48.0
2011-08-27 18:15:05,56.0
2011-08-28 18:15:05,42.0
2011-08-29 18:15:05,44.0
2011-08-30 18:15:05,52.0
2011-08-31 18:15:05,47.0
2011-09-01 18:15:05,51.0
2011-09-02 18:15:05,48.0
2011-09-03 18:15:05,51.0
2011-09-04 18:15:05,51.0
2011-09-05 18:15:05,45.0
2011-09-06 18:15:05,45.0
2011-09-07 18:15:05,49.0
2011-09-08 18:15:05,48.0
2011-09-09 18:15:05,42.0
2011-09-10 18:15:05,40.0
2011-09-11 18:15:05,47.0
2011-09-12 18:15:05,50.0
2011-09-13 18:15:05,34.0
2011-09-14 18:15:05,51.0
2011-09-15 18:15:05,53.0
2011-09-16 18:15:05,54.0
2011-09-17 18:15:05,45.0
2011-09-18 18:15:05,43.0
2011-09-19 18:15:05,50.0
2011-09-20 18:15:05,39.0
2011-09-21 18:15:05,43.0
2011-09-22 18:15:05,44.0
2011-09-23 18:15:05,43.0
2011-09-24 18:15:05,42.0
2011-09-25 18:15:05,46.0
2011-09-26 18:15:05,41.0
2011-09-27 18:15:05,39.0
2011-09-28 18:15:05,48.0
2011-09-29 18:15:05,40.0
2011-09-30 18:15:05,45.0
2011-10-01 18:15:05,45.0
2011-10-02 18:15:05,43.0
2011-10-03 18:15:05,43.0
2011-10-04 18:15:05,45.0
2011-10-05 18:15:05,46.0
2011-10-06 18:15:05,55.0
2011-10-07 18:15:05,54.0
2011-10-08 18:15:05,52.0
2011-10-09 18:15:05,42.0
2011-10-10 18:15:05,43.0
2011-10-11 18:15:05,39.0
2011-10-12 18:15:05,49.0
2011-10-13 18:15:05,43.0
2011-10-14 18:15:05,36.0
2011-10-15 18:15:05,45.0
2011-10-16 18:15:05,38.0
2011-10-17 18:15:05,51.0
2011-10-18 18:15:05,51.0
2011-10-19 18:15:05,48.0
2011-10-20 18:15:05,40.0
2011-10-21 18:15:05,48.0
2011-10-22 18:15:05,41.0
2011-10-23 18:15:05,50.0
2011-10-24 18:15:05,48.0
2011-10-25 18:15:05,50.0
2011-10-26 18:15:05,36.0
2011-10-27 18:15:05,40.0
2011-10-28 18:15:05,38.0
2011-10-29 18:15:05,45.0
2011-10-30 18:15:05,46.0
2011-10-31 18:15:05,43.0
2011-11-01 18:15:05,33.0
2011-11-02 18:15:05,40.0
2011-11-03 18:15:05,42.0
2011-11-04 18:15:05,39.0
2011-11-05 18:15:05,43.0
2011-11-06 18:15:05,44.0
2011-11-07 18:15:05,39.0
2011-11-08 18:15:05,34.0
2011-11-09 18:15:05,41.0
2011-11-10 18:15:05,37.0
2011-11-11 18:15:05,44.0
2011-11-12 18:15:05,38.0
2011-11-13 18:15:05,36.0
2011-11-14 18:15:05,38.0
2011-11-15 18:15:05,37.0
2011-11-16 18:15:05,37.0
2011-11-17 18:15:05,39.0
2011-11-18 18:15:05,42.0
2011-11-19 18:15:05,44.0
2011-11-20 18:15:05,41.0
2011-11-21 18:15:05,39.0
2011-11-22 18:15:05,42.0
2011-11-23 18:15:05,47.0
2011-11-24 18:15:05,46.0
2011-11-25 18:15:05,43.0
2011-11-26 18:15:05,36.0
2011-11-27 18:15:05,40.0
2011-11-28 18:15:05,36.0
2011-11-29 18:15:05,38.0
2011-11-30 18:15:05,39.0
2011-12-01 18:15:05,44.0
2011-12-02 18:15:05,48.0
2011-12-03 18:15:05,37.0
2011-12-04 18:15:05,37.0
2011-12-05 18:15:05,36.0
2011-12-06 18:15:05,36.0
2011-12-07 18:15:05,36.0
2011-12-08 18:15:05,42.0
2011-12-09 18:15:05,35.0
2011-12-10 18:15:05,44.0
2011-12-11 18:15:05,42.0
2011-12-12 18:15:05,33.0
2011-12-13 18:15:05,31.0
2011-12-14 18:15:05,34.0
2011-12-15 18:15:05,49.0
2011-12-16 18:15:05,36.0
2011-12-17 18:15:05,42.0
2011-12-18 18:15:05,37.0
2011-12-19 18:15:05,35.0
2011-12-20 18:15:05,30.0
2011-12-21 18:15:05,31.0
2011-12-22 18:15:05,35.0
2011-12-23 18:15:05,33.0
2011-12-24 18:15:05,35.0
2011-12-25 18:15:05,39.0
2011-12-26 18:15:05,33.0
2011-12-27 18:15:05,30.0
2011-12-28 18:15:05,38.0
2011-12-29 18:15:05,34.0
2011-12-30 18:15:05,36.0
2011-12-31 18:15:05,47.0
2012-01-01 18:15:05,37.0
2012-01-02 18:15:05,34.0
2012-01-03 18:15:05,39.0
2012-01-04 18:15:05,37.0
2012-01-05 18:15:05,45.0
2012-01-06 18:15:05,47.0
2012-01-07 18:15:05,41.0
2012-01-08 18:15:05,55.0
2012-01-09 18:15:05,42.0
2012-01-10 18:15:05,45.0
2012-01-11 18:15:05,42.0
2012-01-12 18:15:05,41.0
2012-01-13 18:15:05,50.0
2012-01-14 18:15:05,47.0
2012-01-15 18:15:05,48.0
2012-01-16 18:15:05,37.0
2012-01-17 18:15:05,40.0
2012-01-18 18:15:05,34.0
2012-01-19 18:15:05,50.0
2012-01-20 18:15:05,51.0
2012-01-21 18:15:05,51.0
2012-01-22 18:15:05,47.0
2012-01-23 18:15:05,39.0
2012-01-24 18:15:05,39.0
2012-01-25 18:15:05,36.0
2012-01-26 18:15:05,40.0
2012-01-27 18:15:05,51.0
2012-01-28 18:15:05,42.0
2012-01-29 18:15:05,43.0
2012-01-30 18:15:05,46.0
2012-01-31 18:15:05,48.0
2012-02-01 18:15:05,43.0
2012-02-02 18:15:05,47.0
2012-02-03 18:15:05,50.0
2012-02-04 18:15:05,50.0
2012-02-05 18:15:05,58.0
2012-02-06 18:15:05,55.0
2012-02-07 18:15:05,46.0
2012-02-08 18:15:05,51.0
2012-02-09 18:15:05,71.0
2012-02-10 18:15:05,66.0
2012-02-11 18:15:05,71.0
2012-02-12 18:15:05,50.0
2012-02-13 18:15:05,38.0
2012-02-14 18:15:05,37.0
2012-02-15 18:15:05,41.0
2012-02-16 18:15:05,49.0
2012-02-17 18:15:05,45.0
2012-02-18 18:15:05,46.0
2012-02-19 18:15:05,49.0
2012-02-20 18:15:05,39.0
2012-02-21 18:15:05,38.0
2012-02-22 18:15:05,40.0
2012-02-23 18:15:05,44.0
2012-02-24 18:15:05,36.0
2012-02-25 18:15:05,43.0
2012-02-26 18:15:05,57.0
2012-02-27 18:15:05,47.0
2012-02-28 18:15:05,46.0
2012-02-29 18:15:05,50.0
2012-03-01 18:15:05,45.0
2012-03-02 18:15:05,44.0
2012-03-03 18:15:05,42.0
2012-03-04 18:15:05,39.0
2012-03-05 18:15:05,34.0
2012-03-06 18:15:05,38.0
2012-03-07 18:15:05,33.0
2012-03-08 18:15:05,44.0
2012-03-09 18:15:05,51.0
2012-03-10 18:15:05,50.0
2012-03-11 18:15:05,46.0
2012-03-12 18:15:05,43.0
2012-03-13 18:15:05,36.0
2012-03-14 18:15:05,42.0
2012-03-15 18:15:05,44.0
2012-03-16 18:15:05,43.0
2012-03-17 18:15:05,43.0
2012-03-18 18:15:05,48.0
2012-03-19 18:15:05,37.0
2012-03-20 18:15:05,37.0
2012-03-21 18:15:05,42.0
2012-03-22 18:15:05,42.0
2012-03-23 18:15:05,44.0
2012-03-24 18:15:05,54.0
2012-03-25 18:15:05,47.0
2012-03-26 18:15:05,38.0
2012-03-27 18:15:05,37.0
2012-03-28 18:15:05,47.0
2012-03-29 18:15:05,58.0
2012-03-30 18:15:05,53.0
2012-03-31 18:15:05,58.0
2012-04-01 18:15:05,56.0
2012-04-02 18:15:05,46.0
2012-04-03 18:15:05,41.0
2012-04-04 18:15:05,40.0
2012-04-05 18:15:05,58.0
2012-04-06 18:15:05,52.0
2012-04-07 18:15:05,61.0
2012-04-08 18:15:05,59.0
2012-04-09 18:15:05,59.0
2012-04-10 18:15:05,62.0
2012-04-11 18:15:05,58.0
2012-04-12 18:15:05,58.0
2012-04-13 18:15:05,66.0
2012-04-14 18:15:05,51.0
2012-04-15 18:15:05,51.0
2012-04-16 18:15:05,52.0
2012-04-17 18:15:05,45.0
2012-04-18 18:15:05,46.0
2012-04-19 18:15:05,60.0
2012-04-20 18:15:05,56.0
2012-04-21 18:15:05,65.0
2012-04-22 18:15:05,56.0
2012-04-23 18:15:05,45.0
2012-04-24 18:15:05,48.0
2012-04-25 18:15:05,53.0
2012-04-26 18:15:05,56.0
2012-04-27 18:15:05,60.0
2012-04-28 18:15:05,73.0
2012-04-29 18:15:05,92.0
2012-04-30 18:15:05,87.0
2012-05-01 18:15:05,72.0
2012-05-02 18:15:05,95.0
2012-05-03 18:15:05,92.0
2012-05-04 18:15:05,115.0
2012-05-05 18:15:05,88.0
2012-05-06 18:15:05,115.0
2012-05-07 18:15:05,160.0
2012-05-08 18:15:05,106.0
2012-05-09 18:15:05,195.0
2012-05-10 18:15:05,158.0
2012-05-11 18:15:05,175.0
2012-05-12 18:15:05,126.0
2012-05-13 18:15:05,151.0
2012-05-14 18:15:05,261.0
2012-05-15 18:15:05,234.0
2012-05-16 18:15:05,220.0
2012-05-17 18:15:05,216.0
2012-05-18 18:15:05,221.0
2012-05-19 18:15:05,192.0
2012-05-20 18:15:05,250.0
2012-05-21 18:15:05,177.0
2012-05-22 18:15:05,135.0
2012-05-23 18:15:05,235.0
2012-05-24 18:15:05,229.0
2012-05-25 18:15:05,214.0
2012-05-26 18:15:05,143.0
2012-05-27 18:15:05,163.0
2012-05-28 18:15:05,119.0
2012-05-29 18:15:05,168.0
2012-05-30 18:15:05,297.0
2012-05-31 18:15:05,333.0
2012-06-01 18:15:05,108.0
2012-06-02 18:15:05,242.0
2012-06-03 18:15:05,182.0
2012-06-04 18:15:05,188.0
2012-06-05 18:15:05,231.0
2012-06-06 18:15:05,229.0
2012-06-07 18:15:05,148.0
2012-06-08 18:15:05,321.0
2012-06-09 18:15:05,390.0
2012-06-10 18:15:05,361.0
2012-06-11 18:15:05,308.0
2012-06-12 18:15:05,247.0
2012-06-13 18:15:05,248.0
2012-06-14 18:15:05,209.0
2012-06-15 18:15:05,246.0
2012-06-16 18:15:05,217.0
2012-06-17 18:15:05,181.0
2012-06-18 18:15:05,133.0
2012-06-19 18:15:05,156.0
2012-06-20 18:15:05,169.0
2012-06-21 18:15:05,219.0
2012-06-22 18:15:05,189.0
2012-06-23 18:15:05,202.0
2012-06-24 18:15:05,159.0
2012-06-25 18:15:05,166.0
2012-06-26 18:15:05,136.0
2012-06-27 18:15:05,156.0
2012-06-28 18:15:05,158.0
2012-06-29 18:15:05,138.0
2012-06-30 18:15:05,160.0
2012-07-01 18:15:05,143.0
2012-07-02 18:15:05,153.0
2012-07-03 18:15:05,140.0
2012-07-04 18:15:05,153.0
2012-07-05 18:15:05,221.0
2012-07-06 18:15:05,220.0
2012-07-07 18:15:05,175.0
2012-07-08 18:15:05,145.0
2012-07-09 18:15:05,170.0
2012-07-10 18:15:05,173.0
2012-07-11 18:15:05,206.0
2012-07-12 18:15:05,196.0
2012-07-13 18:15:05,203.0
2012-07-14 18:15:05,217.0
2012-07-15 18:15:05,254.0
2012-07-16 18:15:05,250.0
2012-07-17 18:15:05,215.0
2012-07-18 18:15:05,239.0
2012-07-19 18:15:05,185.0
2012-07-20 18:15:05,189.0
2012-07-21 18:15:05,172.0
2012-07-22 18:15:05,157.0
2012-07-23 18:15:05,195.0
2012-07-24 18:15:05,226.0
2012-07-25 18:15:05,206.0
2012-07-26 18:15:05,271.0
2012-07-27 18:15:05,242.0
2012-07-28 18:15:05,210.0
2012-07-29 18:15:05,169.0
2012-07-30 18:15:05,187.0
2012-07-31 18:15:05,220.0
2012-08-01 18:15:05,255.0
2012-08-02 18:15:05,192.0
2012-08-03 18:15:05,228.0
2012-08-04 18:15:05,208.0
2012-08-05 18:15:05,166.0
2012-08-06 18:15:05,189.0
2012-08-07 18:15:05,199.0
2012-08-08 18:15:05,324.0
2012-08-09 18:15:05,230.0
2012-08-10 18:15:05,286.0
2012-08-11 18:15:05,319.0
2012-08-12 18:15:05,285.0
2012-08-13 18:15:05,261.0
2012-08-14 18:15:05,221.0
2012-08-15 18:15:05,191.0
2012-08-16 18:15:05,223.0
2012-08-17 18:15:05,272.0
2012-08-18 18:15:05,192.0
2012-08-19 18:15:05,198.0
2012-08-20 18:15:05,270.0
2012-08-21 18:15:05,173.0
2012-08-22 18:15:05,210.0
2012-08-23 18:15:05,205.0
2012-08-24 18:15:05,203.0
2012-08-25 18:15:05,198.0
2012-08-26 18:15:05,290.0
2012-08-27 18:15:05,257.0
2012-08-28 18:15:05,204.0
2012-08-29 18:15:05,228.0
2012-08-30 18:15:05,288.0
2012-08-31 18:15:05,230.0
2012-09-01 18:15:05,237.0
2012-09-02 18:15:05,188.0
2012-09-03 18:15:05,245.0
2012-09-04 18:15:05,196.0
2012-09-05 18:15:05,222.0
2012-09-06 18:15:05,239.0
2012-09-07 18:15:05,215.0
2012-09-08 18:15:05,192.0
2012-09-09 18:15:05,216.0
2012-09-10 18:15:05,212.0
2012-09-11 18:15:05,182.0
2012-09-12 18:15:05,144.0
2012-09-13 18:15:05,187.0
2012-09-14 18:15:05,224.0
2012-09-15 18:15:05,230.0
2012-09-16 18:15:05,183.0
2012-09-17 18:15:05,138.0
2012-09-18 18:15:05,162.0
2012-09-19 18:15:05,200.0
2012-09-20 18:15:05,159.0
2012-09-21 18:15:05,222.0
2012-09-22 18:15:05,211.0
2012-09-23 18:15:05,182.0
2012-09-24 18:15:05,157.0
2012-09-25 18:15:05,139.0
2012-09-26 18:15:05,160.0
2012-09-27 18:15:05,209.0
2012-09-28 18:15:05,233.0
2012-09-29 18:15:05,220.0
2012-09-30 18:15:05,253.0
2012-10-01 18:15:05,251.0
2012-10-02 18:15:05,231.0
2012-10-03 18:15:05,231.0
2012-10-04 18:15:05,247.0
2012-10-05 18:15:05,216.0
2012-10-06 18:15:05,217.0
2012-10-07 18:15:05,160.0
2012-10-08 18:15:05,255.0
2012-10-09 18:15:05,195.0
2012-10-10 18:15:05,189.0
2012-10-11 18:15:05,220.0
2012-10-12 18:15:05,232.0
2012-10-13 18:15:05,183.0
2012-10-14 18:15:05,179.0
2012-10-15 18:15:05,200.0
2012-10-16 18:15:05,251.0
2012-10-17 18:15:05,214.0
2012-10-18 18:15:05,292.0
2012-10-19 18:15:05,215.0
2012-10-20 18:15:05,203.0
2012-10-21 18:15:05,140.0
2012-10-22 18:15:05,98.0
2012-10-23 18:15:05,102.0
2012-10-24 18:15:05,121.0
2012-10-25 18:15:05,200.0
2012-10-26 18:15:05,205.0
2012-10-27 18:15:05,188.0
2012-10-28 18:15:05,189.0
2012-10-29 18:15:05,176.0
2012-10-30 18:15:05,141.0
2012-10-31 18:15:05,210.0
2012-11-01 18:15:05,206.0
2012-11-02 18:15:05,238.0
2012-11-03 18:15:05,215.0
2012-11-04 18:15:05,185.0
2012-11-05 18:15:05,166.0
2012-11-06 18:15:05,179.0
2012-11-07 18:15:05,174.0
2012-11-08 18:15:05,182.0
2012-11-09 18:15:05,202.0
2012-11-10 18:15:05,277.0
2012-11-11 18:15:05,264.0
2012-11-12 18:15:05,243.0
2012-11-13 18:15:05,208.0
2012-11-14 18:15:05,285.0
2012-11-15 18:15:05,236.0
2012-11-16 18:15:05,267.0
2012-11-17 18:15:05,224.0
2012-11-18 18:15:05,217.0
2012-11-19 18:15:05,180.0
2012-11-20 18:15:05,246.0
2012-11-21 18:15:05,218.0
2012-11-22 18:15:05,194.0
2012-11-23 18:15:05,216.0
2012-11-24 18:15:05,236.0
2012-11-25 18:15:05,219.0
2012-11-26 18:15:05,235.0
2012-11-27 18:15:05,136.0
2012-11-28 18:15:05,149.0
2012-11-29 18:15:05,252.0
2012-11-30 18:15:05,276.0
2012-12-01 18:15:05,260.0
2012-12-02 18:15:05,265.0
2012-12-03 18:15:05,235.0
2012-12-04 18:15:05,252.0
2012-12-05 18:15:05,270.0
2012-12-06 18:15:05,250.0
2012-12-07 18:15:05,273.0
2012-12-08 18:15:05,296.0
2012-12-09 18:15:05,398.0
2012-12-10 18:15:05,284.0
2012-12-11 18:15:05,295.0
2012-12-12 18:15:05,324.0
2012-12-13 18:15:05,369.0
2012-12-14 18:15:05,342.0
2012-12-15 18:15:05,334.0
2012-12-16 18:15:05,336.0
2012-12-17 18:15:05,361.0
2012-12-18 18:15:05,284.0
2012-12-19 18:15:05,292.0
2012-12-20 18:15:05,224.0
2012-12-21 18:15:05,248.0
2012-12-22 18:15:05,267.0
2012-12-23 18:15:05,269.0
2012-12-24 18:15:05,292.0
2012-12-25 18:15:05,273.0
2012-12-26 18:15:05,203.0
2012-12-27 18:15:05,174.0
2012-12-28 18:15:05,249.0
2012-12-29 18:15:05,258.0
2012-12-30 18:15:05,354.0
2012-12-31 18:15:05,261.0
2013-01-01 18:15:05,243.0
2013-01-02 18:15:05,244.0
2013-01-03 18:15:05,245.0
2013-01-04 18:15:05,323.0
2013-01-05 18:15:05,352.0
2013-01-06 18:15:05,451.0
2013-01-07 18:15:05,393.0
2013-01-08 18:15:05,383.0
2013-01-09 18:15:05,284.0
2013-01-10 18:15:05,359.0
2013-01-11 18:15:05,424.0
2013-01-12 18:15:05,390.0
2013-01-13 18:15:05,407.0
2013-01-14 18:15:05,400.0
2013-01-15 18:15:05,315.0
2013-01-16 18:15:05,283.0
2013-01-17 18:15:05,314.0
2013-01-18 18:15:05,360.0
2013-01-19 18:15:05,314.0
2013-01-20 18:15:05,331.0
2013-01-21 18:15:05,356.0
2013-01-22 18:15:05,351.0
2013-01-23 18:15:05,353.0
2013-01-24 18:15:05,330.0
2013-01-25 18:15:05,315.0
2013-01-26 18:15:05,242.0
2013-01-27 18:15:05,370.0
2013-01-28 18:15:05,365.0
2013-01-29 18:15:05,340.0
2013-01-30 18:15:05,326.0
2013-01-31 18:15:05,310.0
2013-02-01 18:15:05,290.0
2013-02-02 18:15:05,393.0
2013-02-03 18:15:05,433.0
2013-02-04 18:15:05,373.0
2013-02-05 18:15:05,349.0
2013-02-06 18:15:05,370.0
2013-02-07 18:15:05,411.0
2013-02-08 18:15:05,365.0
2013-02-09 18:15:05,328.0
2013-02-10 18:15:05,326.0
2013-02-11 18:15:05,270.0
2013-02-12 18:15:05,270.0
2013-02-13 18:15:05,287.0
2013-02-14 18:15:05,334.0
2013-02-15 18:15:05,333.0
2013-02-16 18:15:05,299.0
2013-02-17 18:15:05,365.0
2013-02-18 18:15:05,366.0
2013-02-19 18:15:05,352.0
2013-02-20 18:15:05,334.0
2013-02-21 18:15:05,400.0
2013-02-22 18:15:05,310.0
2013-02-23 18:15:05,356.0
2013-02-24 18:15:05,416.0
2013-02-25 18:15:05,404.0
2013-02-26 18:15:05,326.0
2013-02-27 18:15:05,367.0
2013-02-28 18:15:05,373.0
2013-03-01 18:15:05,410.0
2013-03-02 18:15:05,410.0
2013-03-03 18:15:05,443.0
2013-03-04 18:15:05,280.0
2013-03-05 18:15:05,385.0
2013-03-06 18:15:05,363.0
2013-03-07 18:15:05,376.0
2013-03-08 18:15:05,364.0
2013-03-09 18:15:05,318.0
2013-03-10 18:15:05,353.0
2013-03-11 18:15:05,246.0
2013-03-12 18:15:05,168.0
2013-03-13 18:15:05,220.0
2013-03-14 18:15:05,247.0
2013-03-15 18:15:05,227.0
2013-03-16 18:15:05,241.0
2013-03-17 18:15:05,267.0
2013-03-18 18:15:05,276.0
2013-03-19 18:15:05,229.0
2013-03-20 18:15:05,375.0
2013-03-21 18:15:05,302.0
2013-03-22 18:15:05,412.0
2013-03-23 18:15:05,319.0
2013-03-24 18:15:05,363.0
2013-03-25 18:15:05,360.0
2013-03-26 18:15:05,283.0
2013-03-27 18:15:05,240.0
2013-03-28 18:15:05,344.0
2013-03-29 18:15:05,366.0
2013-03-30 18:15:05,431.0
2013-03-31 18:15:05,389.0
2013-04-01 18:15:05,340.0
2013-04-02 18:15:05,363.0
2013-04-03 18:15:05,375.0
2013-04-04 18:15:05,365.0
2013-04-05 18:15:05,374.0
2013-04-06 18:15:05,412.0
2013-04-07 18:15:05,349.0
2013-04-08 18:15:05,348.0
2013-04-09 18:15:05,327.0
2013-04-10 18:15:05,345.0
2013-04-11 18:15:05,359.0
2013-04-12 18:15:05,336.0
2013-04-13 18:15:05,322.0
2013-04-14 18:15:05,462.0
2013-04-15 18:15:05,331.0
2013-04-16 18:15:05,259.0
2013-04-17 18:15:05,288.0
2013-04-18 18:15:05,360.0
2013-04-19 18:15:05,388.0
2013-04-20 18:15:05,384.0
2013-04-21 18:15:05,328.0
2013-04-22 18:15:05,303.0
2013-04-23 18:15:05,245.0
2013-04-24 18:15:05,276.0
2013-04-25 18:15:05,327.0
2013-04-26 18:15:05,357.0
2013-04-27 18:15:05,397.0
2013-04-28 18:15:05,379.0
2013-04-29 18:15:05,313.0
2013-04-30 18:15:05,320.0
2013-05-01 18:15:05,314.0
2013-05-02 18:15:05,336.0
2013-05-03 18:15:05,290.0
2013-05-04 18:15:05,399.0
2013-05-05 18:15:05,406.0
2013-05-06 18:15:05,402.0
2013-05-07 18:15:05,389.0
2013-05-08 18:15:05,345.0
2013-05-09 18:15:05,430.0
2013-05-10 18:15:05,451.0
2013-05-11 18:15:05,417.0
2013-05-12 18:15:05,378.0
2013-05-13 18:15:05,353.0
2013-05-14 18:15:05,305.0
2013-05-15 18:15:05,362.0
2013-05-16 18:15:05,366.0
2013-05-17 18:15:05,325.0
2013-05-18 18:15:05,340.0
2013-05-19 18:15:05,340.0
2013-05-20 18:15:05,324.0
2013-05-21 18:15:05,247.0
2013-05-22 18:15:05,304.0
2013-05-23 18:15:05,340.0
2013-05-24 18:15:05,326.0
2013-05-25 18:15:05,338.0
2013-05-26 18:15:05,309.0
2013-05-27 18:15:05,264.0
2013-05-28 18:15:05,250.0
2013-05-29 18:15:05,249.0
2013-05-30 18:15:05,286.0
2013-05-31 18:15:05,272.0
2013-06-01 18:15:05,314.0
2013-06-02 18:15:05,337.0
2013-06-03 18:15:05,285.0
2013-06-04 18:15:05,276.0
2013-06-05 18:15:05,235.0
2013-06-06 18:15:05,290.0
2013-06-07 18:15:05,232.0
2013-06-08 18:15:05,224.0
2013-06-09 18:15:05,279.0
2013-06-10 18:15:05,235.0
2013-06-11 18:15:05,214.0
2013-06-12 18:15:05,281.0
2013-06-13 18:15:05,322.0
2013-06-14 18:15:05,375.0
2013-06-15 18:15:05,338.0
2013-06-16 18:15:05,306.0
2013-06-17 18:15:05,247.0
2013-06-18 18:15:05,230.0
2013-06-19 18:15:05,286.0
2013-06-20 18:15:05,308.0
2013-06-21 18:15:05,241.0
2013-06-22 18:15:05,281.0
2013-06-23 18:15:05,287.0
2013-06-24 18:15:05,242.0
2013-06-25 18:15:05,201.0
2013-06-26 18:15:05,222.0
2013-06-27 18:15:05,275.0
2013-06-28 18:15:05,202.0
2013-06-29 18:15:05,203.0
2013-06-30 18:15:05,205.0
2013-07-01 18:15:05,196.0
2013-07-02 18:15:05,154.0
2013-07-03 18:15:05,198.0
