"CostPerTransaction","seasonal","trend","remainder"
0,3.28271557873098,-3.36954633060074,0.0868307518697575
0,3.12875810451913,-3.2589905487028,0.130232444183668
0,3.12875810451913,-3.14843476680487,0.0196766622857343
0,3.12875810451913,-3.03754025480424,-0.0912178497148961
0,3.12875810451913,-2.92664574280361,-0.202112361715526
0,3.05935259769157,-2.8197002167044,-0.239652380987169
0,3.05935259769157,-2.71275469060519,-0.346597907086376
0,3.05935259769157,-2.60875851288769,-0.450594084803877
0,3.05935259769157,-2.50476233517019,-0.554590262521378
0,3.11554170707414,-2.39580245594964,-0.719739251124494
0,3.11554170707414,-2.2868425767291,-0.828699130345041
0,3.11554170707414,-2.19099289475433,-0.924548812319812
0,3.11554170707414,-2.09514321277956,-1.02039849429458
0,3.01069629619158,-2.00598556084474,-1.00471073534685
0,3.01069629619158,-1.91682790890992,-1.09386838728167
0,3.01069629619158,-1.81878412033814,-1.19191217585344
0,3.01069629619158,-1.72074033176637,-1.28995596442522
0,2.896125278769,-1.63437609044646,-1.26174918832254
0,2.896125278769,-1.54801184912656,-1.34811342964244
0,2.896125278769,-1.48200032110154,-1.41412495766746
0,2.896125278769,-1.41598879307652,-1.48013648569248
0,2.58795489428835,-1.37411413412543,-1.21384076016292
0,2.58795489428835,-1.33223947517434,-1.25571541911401
0,2.58795489428835,-1.31864388583548,-1.26931100845287
0,2.58795489428835,-1.30504829649662,-1.28290659779173
0,2.19353678760137,-1.30834403418362,-0.885192753417746
0,2.19353678760137,-1.31163977187063,-0.881897015730742
0,2.19353678760137,-1.30631530012412,-0.887221487477251
0,2.19353678760137,-1.30099082837761,-0.892545959223761
0,2.28145624634304,-1.28231425460439,-0.999141991738651
0,2.28145624634304,-1.26363768083117,-1.01781856551187
0,2.28145624634304,-1.19029325925422,-1.09116298708882
0,2.28145624634304,-1.11694883767727,-1.16450740866577
0,2.50084132086377,-0.980263039677931,-1.52057828118584
0,2.50084132086377,-0.843577241678593,-1.65726407918518
0,2.50084132086377,-0.676961758762523,-1.82387956210125
0,2.50084132086377,-0.510346275846454,-1.99049504501731
0,2.38488722413669,-0.327996657049107,-2.05689056708758
0,2.38488722413669,-0.145647038251761,-2.23924018588493
0,2.38488722413669,0.00843070454622574,-2.39331792868291
0,2.38488722413669,0.162508447344212,-2.5473956714809
0,2.15384962415283,0.257774951732308,-2.41162457588514
0,2.15384962415283,0.353041456120403,-2.50689108027324
0,2.15384962415283,0.40957057926042,-2.56342020341326
0,2.15384962415283,0.466099702400438,-2.61994932655327
0,2.09054863155924,0.525878090502401,-2.61642672206164
0,2.09054863155924,0.585656478604365,-2.6762051101636
0,2.09054863155924,0.663885664355022,-2.75443429591426
0,2.09054863155924,0.742114850105679,-2.83266348166492
0,2.04481417200559,0.825665889441256,-2.87048006144684
0,2.04481417200559,0.909216928776833,-2.95403110078242
0,2.04481417200559,0.967265845905831,-3.01208001791142
0,2.04481417200559,1.02531476303483,-3.07012893504042
0,1.78068943174275,1.07722399198304,-2.85791342372579
0,1.78068943174275,1.12913322093125,-2.909822652674
0,1.78068943174275,1.1776102368986,-2.95829966864134
0,1.78068943174275,1.22608725286594,-3.00677668460869
0,1.59764180333014,1.25348511575822,-2.85112691908836
0,1.59764180333014,1.28088297865049,-2.87852478198063
0,1.59764180333014,1.28602898305419,-2.88367078638433
0,1.59764180333014,1.29117498745789,-2.88881679078803
0,1.6007726597837,1.25721412863648,-2.85798678842017
0,1.6007726597837,1.22325326981506,-2.82402592959876
0,1.6007726597837,1.16174673667573,-2.76251939645943
0,1.6007726597837,1.1002402035364,-2.7010128633201
0,1.6770344459019,1.07128261808708,-2.74831706398897
0,1.6770344459019,1.04232503263775,-2.71935947853965
0,1.6770344459019,1.06014912214889,-2.73718356805079
0,1.6770344459019,1.07797321166003,-2.75500765756193
0,1.51614659550248,1.12091576668109,-2.63706236218357
0,1.51614659550248,1.16385832170216,-2.68000491720463
0,1.51614659550248,1.21470544542876,-2.73085204093124
0,1.51614659550248,1.26555256915537,-2.78169916465784
0,1.41724305886881,1.2913610338573,-2.7086040927261
0,1.41724305886881,1.31716949855922,-2.73441255742803
0,1.41724305886881,1.30976117327725,-2.72700423214606
0,1.41724305886881,1.30235284799528,-2.71959590686409
0,1.39889398601946,1.2715387137541,-2.67043269977355
0,1.39889398601946,1.24072457951291,-2.63961856553237
0,1.39889398601946,1.20778083461696,-2.60667482063642
0,1.39889398601946,1.17483708972102,-2.57373107574047
0,1.20334633904747,1.14715937809364,-2.35050571714111
0,1.20334633904747,1.11948166646626,-2.32282800551373
0,1.20334633904747,1.10806162208141,-2.31140796112888
0,1.20334633904747,1.09664157769656,-2.29998791674404
0,1.33397012142775,1.10253914370391,-2.43650926513166
0,1.33397012142775,1.10843670971125,-2.44240683113901
0,1.33397012142775,1.13255676990784,-2.46652689133559
0,1.33397012142775,1.15667683010442,-2.49064695153218
0,1.21830937934444,1.18705310338176,-2.4053624827262
0,1.21830937934444,1.21742937665911,-2.43573875600354
0,1.21830937934444,1.26199732576733,-2.48030670511177
0,1.21830937934444,1.30656527487556,-2.52487465421999
0,1.1135878373273,1.36625009502295,-2.47983793235024
0,1.1135878373273,1.42593491517034,-2.53952275249764
0,1.1135878373273,1.47729447972691,-2.59088231705421
0,1.1135878373273,1.52865404428348,-2.64224188161078
0,1.27403596766013,1.5777618462933,-2.85179781395344
0,1.27403596766013,1.62686964830312,-2.90090561596326
0,1.27403596766013,1.67134808892999,-2.94538405659012
0,1.27403596766013,1.71582652955686,-2.98986249721699
0,1.41221584552429,1.72781381459957,-3.14002966012385
0,1.41221584552429,1.73980109964227,-3.15201694516656
0,1.41221584552429,1.70783155692405,-3.12004740244834
0,1.41221584552429,1.67586201420583,-3.08807785973012
0,1.36524159332504,1.59889334834526,-2.9641349416703
0,1.36524159332504,1.5219246824847,-2.88716627580974
0,1.36524159332504,1.42565072070455,-2.79089231402959
0,1.36524159332504,1.32937675892441,-2.69461835224945
0,1.53436736854307,1.23972708960424,-2.7740944581473
0,1.53436736854307,1.15007742028406,-2.68444478882713
0,1.53436736854307,1.08517991458959,-2.61954728313266
0,1.53436736854307,1.02028240889512,-2.55464977743818
0,1.51534980551772,0.986087135466706,-2.50143694098443
0,1.51534980551772,0.951891862038296,-2.46724166755602
0,1.51534980551772,0.910638185883138,-2.42598799140086
0,1.51534980551772,0.869384509727979,-2.3847343152457
0,1.11701073289688,0.818088646935165,-1.93509937983204
