"NetworkDeficit","seasonal","trend","remainder"
0,-53812.4466644022,-36880.5328657403,90692.9795301425
0,-53812.4466644022,-38402.375398602,92214.8220630042
0,-50791.7640022674,-40196.2305507989,90987.9945530663
0,-50791.7640022674,-41990.0857029959,92781.8497052633
0,-50791.7640022674,-44305.8815524238,95097.6455546912
0,-50791.7640022674,-46621.6774018516,97413.441404119
0,-46673.4814968778,-49096.0123319864,95769.4938288642
0,-46673.4814968778,-51570.3472621211,98243.8287589989
0,-46673.4814968778,-53804.8269648774,100478.308461755
0,-46673.4814968778,-56039.3066676336,102712.788164511
0,-41293.8209095063,-57875.8560023398,99169.6769118461
0,-41293.8209095063,-59712.4053370459,101006.226246552
0,-41293.8209095063,-60904.1226813442,102197.943590851
0,-41293.8209095063,-62095.8400256425,103389.660935149
0,-37018.6055390723,-62342.8892463941,99361.4947854664
0,-37018.6055390723,-62589.9384671457,99608.5440062181
0,-37018.6055390723,-62369.4011643075,99388.0067033799
0,-37018.6055390723,-62148.8638614693,99167.4694005417
0,-34124.8677676352,-61893.5059236854,96018.3736913205
0,-34124.8677676352,-61638.1479859014,95763.0157535365
0,-34124.8677676352,-61446.5255470869,95571.3933147221
0,-34124.8677676352,-61254.9031082725,95379.7708759076
0,-31432.1409262978,-61395.9081842887,92828.0491105865
0,-31432.1409262978,-61536.913260305,92969.0541866028
0,-31432.1409262978,-61741.9457091421,93174.0866354399
0,-31432.1409262978,-61946.9781579792,93379.119084277
0,-28582.7969748405,-61852.0473007348,90434.8442755753
0,-28582.7969748405,-61757.1164434904,90339.9134183309
0,-28582.7969748405,-61608.2597982009,90191.0567730415
0,-28582.7969748405,-61459.4031529115,90042.2001277521
0,-25487.15892951,-61199.8760585778,86687.0349880878
0,-25487.15892951,-60940.348964244,86427.5078937541
0,-25487.15892951,-60723.0431652232,86210.2020947332
0,-25487.15892951,-60505.7373662024,85992.8962957124
0,-24411.3735573279,-60627.1804643754,85038.5540217033
0,-24411.3735573279,-60748.6235625483,85159.9971198762
0,-24411.3735573279,-60963.7463880956,85375.1199454235
0,-24411.3735573279,-61178.8692136428,85590.2427709707
0,-26266.3992442104,-61727.1998156157,87993.5990598261
0,-26266.3992442104,-62275.5304175886,88541.929661799
0,-26266.3992442104,-63164.2798177031,89430.6790619135
0,-26266.3992442104,-64053.0292178176,90319.428462028
0,-25656.238369707,-64843.2426673291,90499.4810370361
0,-25656.238369707,-65633.4561168406,91289.6944865476
0,-25656.238369707,-66625.2031316355,92281.4415013425
0,-25656.238369707,-67616.9501464304,93273.1885161375
0,-23570.8292039306,-68696.0218074563,92266.851011387
0,-23570.8292039306,-69775.0934684822,93345.9226724129
0,-23570.8292039306,-70696.6159241447,94267.4451280754
0,-23570.8292039306,-71618.1383798072,95188.9675837378
0,-25185.7928825221,-72916.5270002232,98102.3198827452
0,-25185.7928825221,-74214.9156206391,99400.7085031612
0,-25185.7928825221,-76144.3880571112,101330.180939633
0,-25185.7928825221,-78073.8604935834,103259.653376105
-503.643477,-25710.9988392829,-80478.0535788496,105685.408941132
-491.98456,-25710.9988392829,-82882.2466641158,108101.260943399
-481.6,-25710.9988392829,-86070.0257999754,111299.424639258
-556.945,-25710.9988392829,-89257.804935835,114411.858775118
-615.4708,-24423.6957042269,-92776.4743428768,116584.699247104
-660.68,-24423.6957042269,-96295.1437499187,120058.159454146
-716.1,-24423.6957042269,-99110.2666929528,122817.86239718
-685.61225,-24423.6957042269,-101925.389635987,125663.473090214
-754.7218,-23253.6084449532,-103928.349080305,126427.235725259
-691.5896,-23253.6084449532,-105931.308524624,128493.327369577
-578.5,-23253.6084449532,-107046.393352738,129721.501797692
-581.749999968,-23253.6084449532,-108161.478180853,130833.336625838
-511.910927961,-25420.9559813515,-109101.51397117,134010.559024561
-514.0224,-25420.9559813515,-110041.549761487,134948.483342839
-568.474505981,-25420.9559813515,-111065.564701037,135918.046176407
-571.111562994,-25420.9559813515,-112089.579640586,136939.424058943
-474.894999994,-27465.4352708158,-113382.234505622,140372.774776444
-507.2,-27465.4352708158,-114674.889370659,141633.124641475
-548.635,-27465.4352708158,-116710.749010401,143627.549281217
-509.489371,-27465.4352708158,-118746.608650143,145702.554549959
-540.799999994,-29117.8311373928,-121241.797164085,149818.828301484
-466.9675,-29117.8311373928,-123736.985678028,152387.84931542
-471.275999988,-29117.8311373928,-126678.281696975,155324.83683438
-471.113136,-29117.8311373928,-129619.577715922,158266.295717315
-530.185499988,-30144.2290995488,-132618.328829561,162232.372429121
-502.2,-30144.2290995488,-135617.079943199,165259.109042748
-594.73110015,-30144.2290995488,-138190.32198263,167739.819982029
-508.482,-30144.2290995488,-140763.564022062,170399.31112161
-624.974384408,-31419.4404266419,-142785.20017063,173579.666212864
-1645,-31419.4404266419,-144806.836319199,174581.27674584
-588.05,-31419.4404266419,-146598.524938129,177429.915364771
-657.72,-31419.4404266419,-148390.21355706,179151.933983702
-721.654038,-35318.4723865875,-150418.801567666,185015.619916254
-657.2895,-35318.4723865875,-152447.389578273,187108.57246486
-668.87,-35318.4723865875,-154904.571743088,189554.174129676
-560.204999994,-35318.4723865875,-157361.753907904,192120.021294497
-543.22,-36981.7435173587,-160216.710998655,196655.234516013
-667.8,-36981.7435173587,-163071.668089405,199385.611606764
-772.563,-36981.7435173587,-166090.248952454,202299.429469813
-630.24,-36981.7435173587,-169108.829815503,205460.333332861
-613.44815,-36883.5433531584,-171833.856736703,208103.951939861
-740.25015588,-36883.5433531584,-174558.883657904,210702.176855182
-677.2422889,-36883.5433531584,-176914.187783052,213120.488847311
-550.3174443,-36883.5433531584,-179269.491908201,215602.717817059
-436.536,-35891.1409681224,-181260.677807332,216715.282775455
-483.55748056,-35891.1409681224,-183251.863706464,218659.447194026
-337.894068506,-35891.1409681224,-184682.446873149,220235.693772766
-371.469523037,-35891.1409681224,-186113.030039835,221632.70148492
-477.399999932,-35463.7445767492,-186961.086856703,221947.43143352
-387.5115,-35463.7445767492,-187809.143673571,222885.37675032
-481.079999931,-35463.7445767492,-187938.5816642,222921.246241018
-551.87,-35463.7445767492,-188068.01965483,222979.894231579
-682,-33975.642244195,-187241.365554999,220535.007799194
-918.0765,-33975.642244195,-186414.711455168,219472.277199364
-1032,-33975.642244195,-184636.67950711,217580.321751305
-1073.32499986,-33975.642244195,-182858.647559051,215760.964803386
-792,-32011.6187253024,-180355.077026446,211574.695751748
-802.75,-32011.6187253024,-177851.50649384,209060.375219143
-1007.96325,-32011.6187253024,-174741.207597137,205744.863072439
-1100.75,-32011.6187253024,-171630.908700433,202541.777425736
-1302.55,-33892.6379407329,-168052.190109494,200642.278050227
-1473.45,-33892.6379407329,-164473.471518555,196892.659459288
-1344.14794,-33892.6379407329,-160683.921349858,193232.411350591
-1244.16,-33892.6379407329,-156894.37118116,189542.849121893
-1205.1,-34384.5796579266,-152946.722451239,186126.202109166
-1269.84915349,-34384.5796579266,-148999.073721319,182113.804225755
-818.55,-34384.5796579266,-144599.791405598,178165.821063524
-948.3815495,-34384.5796579266,-140200.509089877,173636.707198303
-1795.5,-31008.1135564849,-135403.844708626,164616.458265111
-1575,-31008.1135564849,-130607.180327375,160040.29388386
-2299,-31008.1135564849,-125562.466091687,154271.579648172
-2014,-31008.1135564849,-120517.751855999,149511.865412484
-2042.6075,-28641.9453013184,-114933.343108488,141532.680909807
-2244.25,-28641.9453013184,-109348.934360978,135746.629662296
-2302.8,-28641.9453013184,-103008.442446159,129347.587747477
-1810.9,-28641.9453013184,-96667.9505313396,123498.995832658
-1856.5,-26221.3395290263,-89414.3155035546,113779.155032581
-1642.2,-26221.3395290263,-82160.6804757695,106739.820004796
-2763.75,-26221.3395290263,-73553.7531970963,97011.3427261227
-2253.8955,-26221.3395290263,-64946.8259184232,88914.2699474495
-2626.905,-24125.3545597321,-54778.441645696,76276.8912054281
-2929,-24125.3545597321,-44610.0573729688,65806.4119327009
-6199.9876,-24125.3545597321,-33266.1470288098,51191.5139885419
-4828.1929,-24125.3545597321,-21922.2366846508,41219.3983443829
-4041.6,-22711.6528496851,-9705.61938984791,28375.672239533
-2573.655,-22711.6528496851,2510.99790495499,17626.9999447301
-2784,-22711.6528496851,15318.1478353248,4609.50501436025
-2146.05,-22711.6528496851,28125.2977656947,-7559.69491600959
-3285,-20235.0542964253,41586.1407292402,-24636.0864328149
-3558.1,-20235.0542964253,55046.9836927858,-38370.0293963605
-3124.94,-20235.0542964253,69245.0013040394,-52134.8870076141
-2558.299304,-20235.0542964253,83443.0189152929,-65766.2639228677
-3500,-20389.5024955202,98187.5006130481,-81297.998117528
-3813.48685,-20389.5024955202,112931.982310803,-96355.9666652832
-2348.9,-20389.5024955202,127807.391449392,-109766.788953871
-1661.53903,-20389.5024955202,142682.80058798,-123954.83712246
-1957.1607,-21691.5142570621,157274.033207205,-137539.679650143
-2255.8308,-21691.5142570621,171865.265826431,-152429.582369369
-2072.724534,-21691.5142570621,186243.970198301,-166625.180475239
-2617.5697731,-21691.5142570621,200622.674570171,-181548.730086208
-2150.724,-19772.1028672467,214650.824991045,-197029.446123799
-2933.24307,-19772.1028672467,228678.97541192,-211840.115614674
-2602.24800601,-19772.1028672467,242026.202545404,-224856.347684167
-2362.2601539,-19772.1028672467,255373.429678887,-237963.58696554
-2957.39163,-16067.24650264,267774.4944953,-254664.63962266
-2887.49725,-16067.24650264,280175.559311714,-266995.810059074
-1991.2455,-16067.24650264,290393.504970189,-276317.503967549
-2412.4825,-16067.24650264,300611.450628664,-286956.686626024
-2450.874894,-15410.9796861943,307883.898040203,-294923.793248008
-2834.952411,-15410.9796861943,315156.345451741,-302580.318176546
-2796.49508679,-15410.9796861943,319559.813371411,-306945.328772007
-2699.9875829,-15410.9796861943,323963.281291081,-311252.289187787
-2632.89273492,-12583.4315218214,325059.575929549,-315109.037142648
-2860.915184,-12583.4315218214,326155.870568018,-316433.354230196
-2984.98871156,-12583.4315218214,324362.577935652,-314764.135125391
-1529.98775978,-12583.4315218214,322569.285303287,-311515.841541245
-1956.48242608,-8595.2881234761,317674.994418843,-311036.188721447
-1983.56148313,-8595.2881234761,312780.7035344,-306168.976894054
-1728.77040272,-8595.2881234761,308369.083809305,-301502.566088548
-1874.4921895,-8595.2881234761,303957.464084209,-297236.668150233
-2208.84213286,-7822.70707213721,299633.279888417,-294019.41494914
-2286.84424546,-7822.7070721372,295309.095692626,-289773.232865949
-2205.73627542,-7822.7070721372,290793.621870676,-285176.651073959
-1967.04535826,-7822.70707213721,286278.148048727,-280422.48633485
-2299.05196601,-5543.56962675634,281232.153689921,-277987.636029175
-2186.22832075,-5543.56962675634,276186.159331116,-272828.818025109
-2650.50201355,-5543.56962675634,270946.651129537,-268053.583516331
-2109.25262605,-5543.56962675634,265707.142927959,-262272.825927253
-1787.485,-3086.64945354457,260517.093349474,-259217.928895929
-1874.97792668,-3086.64945354457,255327.043770989,-254115.372244124
-2024.98814237,-3086.64945354457,250392.365267631,-249330.703956456
-1984.47375007,-3086.64945354457,245457.686764273,-244355.511060798
-2133.22128757,215.095680091807,240998.797340729,-243347.114308391
-2365.97464225,215.095680091808,236539.907917186,-239120.978239528
-2588.56312253,215.095680091808,232588.651171171,-235392.309973793
-2399.95228448,215.095680091808,228637.394425156,-231252.442389728
-2459.98479484,2195.49078346431,224871.899501218,-229527.375079522
-2669.96145436,2195.49078346431,221106.40457728,-225971.856815104
-2699.93661309,2195.49078346431,217602.492593452,-222497.919990006
-2459.77468547,2195.49078346431,214098.580609623,-218753.846078558
-2129.25904456,-214790.389924253,210624.662786673,2036.46809302017
-2242.4675426,-210036.721433116,207150.744963723,643.508926793438
-2197.62381484,-210036.721433116,203242.967815184,4596.1298030917
-2318.37632491,-210036.721433116,199335.190666646,8383.15444155992
-3099.81434204,-210036.721433116,195087.198879358,11849.7082117177
-2454.74033793,-207344.384018603,190839.207092071,14050.4365886021
-2747.1240601,-207344.384018603,186276.690409942,18320.5695485608
-2664.89013,-207344.384018603,181714.173727813,22965.3201607895
-2922.41525483,-207344.384018603,176985.088023034,27436.8807407387
-3746.2176,-206099.356602689,172256.002318255,30097.1366844341
-3914.97527751,-206099.356602689,167551.402002327,34632.9793228516
-3439.9560489,-206099.356602689,162846.8016864,39812.5988673891
-3459.96865997,-206099.356602689,158349.976213912,44289.4117288069
-3459.93889429,-201495.784071479,153853.150741424,44182.6944357649
-3016.9474244,-201495.784071479,149625.664118715,48853.1725283642
-3009.8634924,-201495.784071479,145398.177496005,53087.7430830734
-3086.95319275,-201495.784071479,141522.890437607,56885.9404411223
-3915.99098627,-196914.849201118,137647.603379208,55351.2548356404
-3524.98278407,-196914.849201118,134258.464402868,59131.4020141803
-3776.42093718,-196914.849201118,130869.325426528,62269.1028374103
-3986.86308678,-196914.849201118,127831.275257648,65096.7108566899
-3314.9405,-191595.975155483,124793.225088769,63487.8095667144
-4143.69514984,-191595.975155483,121962.424739633,65489.8552660105
-3338.995474,-191595.975155483,119131.624390496,69125.3552909867
-3667.4415,-191595.975155483,116332.66294128,71595.8707142026
-3344.86086759,-186462.681150182,113533.701492065,69584.1187905275
-3935.89387782,-186462.681150182,110568.442204077,71958.3450682849
-3748.305,-186462.681150182,107603.18291609,75111.1932340923
-8501.85296651,-186462.681150182,104286.240544676,73674.5876389958
-6804.56667228,-183314.874592687,100969.298173263,75541.0097471448
-5587.4113577,-183314.874592687,97088.1035833058,80639.3596516817
-8359.92443849,-183314.874592687,93206.9089933489,81748.0411608486
-8387.60699665,-183314.874592687,88925.9442004122,86001.3233956253
-8049.8804,-177338.202369179,84644.9794074755,84643.3425617033
-9330.07973878,-177338.202369179,80068.9610749116,87939.1615554872
-7739.71155832,-177338.202369179,75492.9427423476,94105.5480685112
-8555.20753484,-177338.202369179,70875.7266466147,97907.2681877241
-10394.1166515,-171989.256111508,66258.5105508817,95336.6289091263
-9611.56258394,-171989.256111508,61828.9928376313,100548.700689937
-10353.3613256,-171989.256111508,57399.4751243809,104236.419661527
-11015.6544,-171989.256111508,53188.1228081984,107785.47890331
-10041.6996,-169042.895456406,48976.7704920159,110024.42536439
-11500.0886,-169042.895456406,45019.0599968466,112523.746859559
-12129.4598225,-169042.895456406,41061.3495016773,115852.086132229
-12601.6252465,-169042.895456406,37397.124059515,119044.146150391
-11341.5689126,-164674.039718644,33732.8986173528,119599.572188691
-8975.4798,-164674.039718644,30371.7715836622,125326.788334982
-8975.85051872,-164674.039718644,27010.6445499716,128687.544649952
-8179.8402,-164674.039718644,24228.9965367484,132265.202981895
-9216.52419519,-159537.720111272,21447.3485235253,128873.847392556
-11542.1168441,-159537.720111272,19532.1931916102,128463.410075562
-10163.7802058,-159537.720111272,17617.0378596952,131756.902045777
-11099.7390285,-159537.720111272,16693.0319961355,131744.949086636
-12405.8134773,-154413.806771677,15769.0261325758,126238.967161801
-13007.2896,-154413.806771677,15511.7944508005,125894.722720876
-7925.56830253,-154413.806771677,15254.5627690251,131233.675700122
-6304.28748284,-154413.806771677,15449.0271562503,132660.492132587
-8025.5758743,-149168.679118608,15643.4915434755,125499.611700832
-8594.992178,-149168.679118608,16284.0145971882,124289.67234342
-9343.72643488,-149168.679118608,16924.537650901,122900.415032827
-12174.3224285,-149168.679118608,18127.4579131452,118866.898776963
-12286.3357336,-145247.13287433,19330.3781753894,113630.418965341
-10675.5694841,-145247.13287433,21046.0242266966,113525.539163534
-8750.29931627,-145247.13287433,22761.6702780038,113735.163280057
-6978.5251958,-145247.13287433,24517.058601371,113751.549077159
-5174.34271543,-142860.276787809,26272.4469247383,111413.487147641
-6290.88344256,-142860.276787809,27367.8508438602,109201.542501389
-6298.5774648,-142860.276787809,28463.2547629821,108098.444560027
-5470.22631292,-142860.276787809,28670.2715032461,108719.778971643
-5263.03654542,-139068.876867714,28877.2882435101,104928.552078784
-4362.91226553,-139068.876867714,28183.9464682729,106522.018133911
-6495.3891,-139068.876867714,27490.6046930356,105082.883074679
-5762.6817662,-139068.876867714,26249.7982923371,107056.396809177
-5868.21716555,-134628.964898818,25008.9918916385,103751.75584163
-4489.68117861,-134628.964898818,23431.4843446009,106707.799375607
-4936.44370783,-134628.964898818,21853.9767975632,107838.544393425
-6103.90323582,-134628.964898818,20219.9804551279,108305.08120787
-5028.75754969,-130737.527251095,18585.9841126927,107122.785588712
-6275.9013338,-130737.527251095,16910.120810245,107551.50510705
-6831.3405669,-130737.527251095,15234.2575077973,108671.929176398
-7203.35896979,-130737.527251095,13557.3531504318,109976.815130873
-6375.9240095,-129954.818857628,11880.4487930664,111698.446055062
-6847.60517495,-129954.818857628,10059.718983025,113047.494699653
-6984.4549775,-129954.818857628,8238.98917298371,114731.374707144
-6156.96792,-129954.818857628,6127.35195767766,117670.498979951
-6197.87493449,-128230.509512464,4015.71474237161,118016.919835603
-8086.5659232,-128230.509512464,1614.6216229347,118529.321966329
-6997.257593,-128230.509512464,-786.471496502217,122019.723415966
-7528.9832409,-128230.509512464,-3061.82074353177,123763.347015096
-6675.81055,-123969.3458024,-5337.16999056132,122630.705242961
-7105.34147428,-123969.3458024,-7344.28623447183,124208.290562592
-7167.144203,-123969.3458024,-9351.40247838234,126153.604077782
-5193.32757445,-123969.3458024,-11201.8722894519,129977.890517402
-6215.93623746,-121534.436075718,-13052.3421005216,128370.84193878
-6229.1637201,-121534.436075718,-14975.528112302,130280.80046792
-6099.211432,-121534.436075718,-16898.7141240825,132333.938767801
-6370.85085914,-121534.436075718,-18982.1905936397,134145.775810218
-6010.01306391,-118418.708827563,-21065.6670631969,133474.36282685
-7485.94512537,-118418.708827563,-23524.8129550369,134457.57665723
-10046.3286143,-118418.708827563,-25983.9588468768,134356.33906014
-7646.408286,-118418.708827563,-28648.4535940649,139420.754135628
-7355.08788412,-116536.584333164,-31312.948341253,140494.444790297
-9139.07817509,-116536.584333164,-34051.5979127924,141449.104070867
-9654.3923875,-116536.584333164,-36790.2474843317,143672.439429996
-9356.53797873,-116536.584333164,-40107.2406828436,147287.287037278
-8382.50127427,-114124.228005532,-43424.2338813555,149165.960612618
-8616.06955657,-114124.228005532,-47740.0850178916,153248.243466854
-9878.31464483,-114124.228005532,-52055.9361544277,156301.84951513
-11515.9475466,-114124.228005532,-57421.6560312938,160029.936490226
-13158.2743453,-111428.193718804,-62787.37590816,161057.295281664
-15390.6421066,-111428.193718804,-69436.1278774661,165473.67948967
-15976.0075747,-111428.193718804,-76084.8798467723,171537.065990876
-16684.9350421,-111428.193718804,-83632.5527230387,178375.811399743
-18507.5500406,-109971.463187759,-91180.2255993051,182644.138746464
-21050.5583332,-109971.463187759,-99101.0599246915,188021.96477925
-27251.059811,-109971.463187759,-107021.894250078,189742.297626837
-38347.4305913,-109971.463187759,-114740.304492001,186364.33708846
-40034.9165445,-107152.318779943,-122458.714733924,189576.116969368
-31082.2614334,-107152.318779943,-129706.626716968,205776.684063511
-36105.0101819,-107152.318779943,-136954.538700012,208001.847298055
-33273.4510997,-107152.318779943,-143207.794391934,217086.662072177
-39872.9026419,-104058.313901399,-149461.050083856,213646.461343355
-35783.8614753,-104058.313901399,-155230.594968124,223505.047394223
-40489.8220439,-104058.313901399,-161000.139852393,224568.631709892
-40146.7746152,-104058.313901399,-165573.025262396,229484.564548596
-48969.5936829,-101265.790744598,-170145.9106724,222442.107734099
-51961.4195252,-101265.790744598,-174212.604446433,223516.975665831
-56649.1317012,-101265.790744598,-178279.298220465,222895.957263863
-48756.4594393,-101265.790744598,-182824.335839898,235333.667145197
-84826.8225825,-96815.393776885,-187369.373459331,199357.944653717
-110236.426969,-96815.393776885,-192606.469487632,179185.436295517
-97346.4741287,-96815.393776885,-197843.565515933,197312.485164118
-95067.2909633,-96815.393776885,-199820.529057891,201568.631871476
-108945.599226,-90858.1829644113,-201797.492599849,183710.07633826
-111285.62503,-90858.1829644113,-200785.071120797,180357.629055208
-66290.3922742,-90858.1829644113,-199772.649641745,224340.440331956
-79399.5847596,-90858.1829644113,-199179.942993916,210638.541198727
-70202.824031,-85317.2824695188,-198587.236346087,213701.694784605
-83807.0754447,-85317.2824695188,-196637.49467342,198147.701698239
-103040.035463,-85317.2824695188,-194687.753000754,176965.000007273
-106062.510302,-85317.2824695188,-189227.319747252,168482.091914771
-109485.286154,-80936.6977901739,-183766.88649375,155218.298129924
-148158.004173,-80936.6977901739,-178945.017757909,111723.711375083
-88161.4190091,-80936.6977901739,-174123.149022067,166898.427803141
-67581.1055724,-80936.6977901739,-166811.943876045,180167.536093819
-73395.4030074,-77652.3662012623,-159500.738730023,163757.701923885
-68706.3784529,-77652.3662012623,-157574.16908219,166520.156830552
-71049.4061864,-77652.3662012623,-155647.599434356,162250.559449218
-83376.8482159,-77652.3662012623,-155879.53730925,150155.055294613
-100149.881912,-73516.234740947,-156111.475184145,129477.828013092
-144764.079766,-73516.234740947,-166399.426469122,95151.5814440695
-187476.387294,-73516.234740947,-176687.3777541,62727.2252010474
-197132.355036,-73516.234740947,-184587.516173527,60971.3958784744
-239866.19518,-69333.5755642466,-192487.654592954,21955.0349772009
-160513.193015,-69333.5755642466,-195569.349397931,104389.731947178
-290724.161508,-69333.5755642466,-198651.044202909,-22739.5417408449
-332375.396129,-69333.5755642466,-200631.443460047,-62410.3771047066
-394175.119582,-65795.4790335958,-202611.842717185,-125767.797831219
-346898.374877,-65795.4790335958,-209949.729546274,-71153.1662971299
-296352.623266,-65795.4790335958,-217287.616375364,-13269.5278570407
-299129.036257,-65795.4790335958,-222687.525050938,-10646.0321724662
-235434.964042,-61721.6128800381,-228087.433726512,54374.0825645505
-281151.216227,-61721.6128800381,-227994.060175356,8564.45682839386
-199964.815762,-61721.6128800381,-227900.686624199,89657.4837422371
-173911.634427,-61721.6128800381,-227826.54603931,115636.524492348
-173199.254708,-57416.8771611405,-227752.40545442,111970.027907561
-206193.134232,-57416.8771611405,-227754.623185701,78978.3661148417
-200894.581886,-57416.8771611405,-227756.840916982,84279.1361921224
-178742.167657,-57416.8771611405,-227689.190418731,106363.899922871
-202905.756644,-53812.4466644022,-227621.539920479,78528.2299408815
-190143.244122,-53812.4466644022,-226371.513985822,90040.7165282245
-200748.144012,-53812.4466644022,-225121.488051165,78185.7907035675
-132492.891182,-53812.4466644022,-220380.194076625,141699.749559027
-135307.097609,-50791.7640022674,-215638.900102084,131123.566495352
-143486.983624,-50791.7640022674,-212277.778284593,119582.558662861
-133659.309169,-50791.7640022674,-208916.656467102,126049.11130037
-152754.216021,-50791.7640022674,-202735.814875027,100773.362856295
-158054.451013,-46673.4814968778,-196554.973282952,85174.00376683
-152711.717666,-46673.4814968778,-194686.560767491,88648.3245983693
-143996.631542,-46673.4814968778,-192818.148252031,95494.9982069085
-125396.597017,-46673.4814968778,-190518.972206678,111795.856686556
-129728.092721,-41293.8209095063,-188219.796161326,99785.5243498321
-112993.424331,-41293.8209095063,-185639.863138633,113940.259717139
-128390.911412,-41293.8209095063,-183059.93011594,95962.8396134459
-110259.799849,-41293.8209095063,-181267.934148704,112301.95520921
-114770.791726,-37018.6055390723,-179475.938181468,101723.75199454
-118297.407736,-37018.6055390723,-178418.705084266,97139.9028873385
-112695.345568,-37018.6055390723,-177361.471987064,101684.731958136
-113029.936027,-37018.6055390723,-176694.433946442,100683.103458515
-105228.854928,-34124.8677676352,-176027.39590582,104923.408745456
-129251.15792,-34124.8677676352,-175552.885533028,80426.5953806636
-108368.018287,-34124.8677676352,-175078.375160236,100835.224640872
-114915.75885,-34124.8677676352,-174562.765213974,93771.8741316088
-111905.493212,-31432.1409262978,-174047.155267711,93573.8029820086
-117788.136301,-31432.1409262978,-173227.77243235,86871.7770576476
-104586.156861,-31432.1409262978,-172408.389596989,99254.3736622866
-120288.82535,-31432.1409262978,-171879.680491841,83022.9960681391
-100224.470242,-28582.7969748405,-171350.971386694,99709.2981195343
-107895.998646,-28582.7969748405,-171821.247371998,92508.0457008389
-99498.9523946,-28582.7969748405,-172291.523357303,101375.367937544
-100783.391461,-28582.7969748405,-173173.394449917,100972.799963757
-122913.489487,-25487.15892951,-174055.26554253,76628.9349850402
-115513.680893,-25487.15892951,-174776.535824347,84750.0138608571
-121555.953512,-25487.15892951,-175497.806106164,79429.0115236739
-127040.305995,-25487.15892951,-175939.016971031,74385.8699055409
-116795.602032,-24411.3735573279,-176380.227835898,83995.9993612257
-110998.141,-24411.3735573279,-174954.786134652,88368.0186919798
-104788.839822,-24411.3735573279,-173529.344433406,93151.8781687339
-125067.853758,-24411.3735573279,-169602.031350268,68945.5511495964
-118462.376298,-26266.3992442104,-165674.718267131,73478.7412133414
-98751.4416941,-26266.3992442104,-161153.154107023,88668.1116571339
-104046.872555,-26266.3992442104,-156631.589946916,78851.1166361265
-76293.5200776,-26266.3992442104,-152656.018375123,102628.897541733
-79621.1915023,-25656.238369707,-148680.446803329,94715.4936707363
-68118.1625058,-25656.238369707,-145968.953662773,103507.02952668
-62985.3333537,-25656.238369707,-143257.460522217,105928.365538224
-57269.22283,-25656.238369707,-142156.171260294,110543.186800001
-80330.9270838,-23570.8292039306,-141054.881998371,84294.784118502
-88709.0882817,-23570.8292039306,-142109.299672942,76971.0405951721
-70753.1796284,-23570.8292039306,-143163.717347512,95981.3669230422
-67719.6807862,-23570.8292039306,-145174.179872568,101025.328290298
-64251.6803854,-25185.7928825221,-147184.642397624,108118.754894746
-69016.0929519,-25185.7928825221,-149533.907053402,105703.606984024
-84903.360091,-25185.7928825221,-151883.17170918,92165.6045007017
-76706.0033694,-25185.7928825221,-155134.853621946,103614.643135068
-72794.6128275,-25710.9988392829,-158386.535534712,111302.921546495
-92121.6430906,-25710.9988392829,-161543.789191293,95133.144939976
-79629.9501825,-25710.9988392829,-164701.042847874,110782.091504657
-85463.4852739,-25710.9988392829,-168468.002929021,108715.516494404
-83962.9434787,-24423.6957042269,-172234.963010168,112695.715235695
-101125.641559,-24423.6957042269,-173597.700411514,96895.7545567411
-97602.3023629,-24423.6957042269,-174960.43781286,101781.831154187
-74561.411206,-24423.6957042269,-175116.786897057,124979.071395284
-70104.3291223,-23253.6084449532,-175273.135981255,128422.415303908
-79257.6171037,-23253.6084449532,-174392.872150297,118388.86349155
-59624.2584054,-23253.6084449532,-173512.60831934,137141.958358893
-53995.719592,-23253.6084449532,-173282.046808867,142539.93566182
-59206.1224616,-25420.9559813515,-173051.485298394,139266.318818145
-70866.0229669,-25420.9559813515,-173063.821005306,127618.754019758
-67859.0980671,-25420.9559813515,-173076.156712219,130638.01462647
-53605.1878117,-25420.9559813515,-173703.576909068,145519.345078719
-68796.3839207,-27465.4352708158,-174330.997105917,133000.048456033
-61815.0446266,-27465.4352708158,-174786.006849351,140436.397493567
-54063.9801565,-27465.4352708158,-175241.016592785,148642.471707101
-65135.2128667,-27465.4352708158,-175727.490817449,138057.713221565
-57379.410966,-29117.8311373928,-176213.965042114,147952.385213506
-55792.2408868,-29117.8311373928,-177153.182370419,150478.772621011
-45683.0916702,-29117.8311373928,-178092.399698724,161527.139165917
-48528.6501853,-29117.8311373928,-179320.457305363,159909.638257456
-44357.1840502,-30144.2290995488,-180548.514912002,166335.559961351
-51025.084841,-30144.2290995488,-181550.37723179,160669.521490339
-45988.3492959,-30144.2290995488,-182552.239551578,166708.119355227
-42470.332146,-30144.2290995488,-183339.297262976,171013.194216525
-45500.9012154,-31419.4404266419,-184126.354974374,170044.894185616
-42083.8833113,-31419.4404266419,-185194.306911028,174529.86402637
-32907.2476289,-31419.4404266419,-186262.258847682,184774.451645424
-30857.80146,-31419.4404266419,-187962.641889065,188524.280855707
-41725.1976525,-35318.4723865875,-189663.024930448,183256.299664536
-34126.3488591,-35318.4723865875,-191960.721939355,193152.845466842
-47184.360469,-35318.4723865875,-194258.418948262,182392.530865849
-46487.5477104,-35318.4723865875,-196976.473504441,185807.398180629
