"NetworkDeficit","seasonal","trend","remainder"
0,-85317.2824695188,-110137.72986407,195455.012333589
0,-85317.2824695188,-105960.462356558,191277.744826077
0,-80936.6977901739,-101854.162861838,182790.860652012
0,-80936.6977901739,-97747.8633671172,178684.561157291
0,-80936.6977901739,-93919.5838028973,174856.281593071
0,-80936.6977901739,-90091.3042386773,171028.002028851
0,-77652.3662012623,-85903.2070238252,163555.573225087
0,-77652.3662012623,-81715.109808973,159367.476010235
0,-77652.3662012623,-76915.2721450625,154567.638346325
0,-77652.3662012623,-72115.4344811519,149767.800682414
0,-73516.234740947,-67223.7313326894,140739.966073636
0,-73516.234740947,-62332.028184227,135848.262925174
0,-73516.234740947,-57698.0947979971,131214.329538944
0,-73516.234740947,-53064.1614117672,126580.396152714
0,-69333.5755642466,-49241.982679918,118575.558244165
0,-69333.5755642466,-45419.8039480688,114753.379512315
0,-69333.5755642466,-42876.3935724533,112209.9691367
0,-69333.5755642466,-40332.9831968378,109666.558761084
0,-65795.4790335958,-38573.9079143968,104369.386947993
0,-65795.4790335958,-36814.8326319559,102610.311665552
0,-65795.4790335958,-35595.1464972892,101390.625530885
0,-65795.4790335958,-34375.4603626225,100170.939396218
0,-61721.6128800381,-33834.1359188637,95555.7487989017
0,-61721.6128800381,-33292.8114751048,95014.4243551429
0,-61721.6128800381,-33070.7305459879,94792.3434260259
0,-61721.6128800381,-32848.6496168709,94570.262496909
0,-57416.8771611405,-32827.4896545191,90244.3668156596
0,-57416.8771611405,-32806.3296921672,90223.2068533078
0,-57416.8771611405,-32956.4214708893,90373.2986320299
0,-57416.8771611405,-33106.5132496114,90523.3904107519
0,-53812.4466644022,-33682.4208745993,87494.8675390015
0,-53812.4466644022,-34258.3284995872,88070.7751639894
0,-53812.4466644022,-35517.160250934,89329.6069153362
0,-53812.4466644022,-36775.9920022808,90588.438666683
0,-50791.7640022674,-38444.18980528,89235.9538075474
0,-50791.7640022674,-40112.3876082793,90904.1516105467
0,-50791.7640022674,-42152.5563643175,92944.3203665849
0,-50791.7640022674,-44192.7251203558,94984.4891226232
0,-46673.4814968778,-46657.8939111686,93331.3754080464
0,-46673.4814968778,-49123.0627019814,95796.5441988592
0,-46673.4814968778,-51501.1785625378,98174.6600594156
0,-46673.4814968778,-53879.2944230942,100552.775919972
0,-41293.8209095063,-55946.2015457873,97240.0224552936
0,-41293.8209095063,-58013.1086684803,99306.9295779866
0,-41293.8209095063,-59555.3087017169,100849.129611223
0,-41293.8209095063,-61097.5087349535,102391.32964446
0,-37018.6055390723,-61825.4326974999,98844.0382365723
0,-37018.6055390723,-62553.3566600464,99571.9621991187
0,-37018.6055390723,-62478.7064436716,99497.311982744
0,-37018.6055390723,-62404.0562272969,99422.6617663692
0,-34124.8677676352,-62152.5899154959,96277.4576831311
0,-34124.8677676352,-61901.1236036949,96025.99137133
0,-34124.8677676352,-61640.5569329146,95765.4247005498
0,-34124.8677676352,-61379.9902621343,95504.8580297695
0,-31432.1409262978,-61350.7289821818,92782.8699084796
0,-31432.1409262978,-61321.4677022293,92753.6086285271
0,-31432.1409262978,-61567.1116317852,92999.252558083
0,-31432.1409262978,-61812.7555613412,93244.896487639
0,-28582.7969748405,-61849.6805162586,90432.4774910992
0,-28582.7969748405,-61886.6054711761,90469.4024460167
0,-28582.7969748405,-61755.1676071985,90337.964582039
0,-28582.7969748405,-61623.7297432208,90206.5267180614
0,-25487.15892951,-61422.6908002263,86909.8497297363
0,-25487.15892951,-61221.6518572317,86708.8107867417
0,-25487.15892951,-60934.1287651039,86421.2876946139
0,-25487.15892951,-60646.6056729761,86133.7646024861
0,-24411.3735573279,-60612.1177943862,85023.4913517141
0,-24411.3735573279,-60577.6299157962,84989.0034731241
0,-24411.3735573279,-60758.7291420331,85170.102699361
0,-24411.3735573279,-60939.82836827,85351.2019255979
0,-26266.3992442104,-61270.6004965122,87536.9997407226
0,-26266.3992442104,-61601.3726247544,87867.7718689648
0,-26266.3992442104,-62380.8411097042,88647.2403539147
0,-26266.3992442104,-63160.3095946541,89426.7088388646
0,-25656.238369707,-64000.88716571,89657.125535417
0,-25656.238369707,-64841.4647367658,90497.7031064728
0,-25656.238369707,-65676.9761218875,91333.2144915946
0,-25656.238369707,-66512.4875070093,92168.7258767163
0,-23570.8292039306,-67645.8646766994,91216.6938806301
0,-23570.8292039306,-68779.2418463896,92350.0710503202
0,-23570.8292039306,-69714.8255381606,93285.6547420912
0,-23570.8292039306,-70650.4092299316,94221.2384338622
0,-25185.7928825221,-71681.7594871848,96867.5523697069
0,-25185.7928825221,-72713.1097444381,97898.9026269601
0,-25185.7928825221,-74291.1539000742,99476.9467825963
0,-25185.7928825221,-75869.1980557104,101054.990938232
0,-25710.9988392829,-77951.6649314214,103662.663770704
0,-25710.9988392829,-80034.1318071323,105745.130646415
0,-25710.9988392829,-82747.7524862246,108458.751325508
0,-25710.9988392829,-85461.373165317,111172.3720046
0,-24423.6957042269,-89024.1905804406,113447.886284667
0,-24423.6957042269,-92587.0079955643,117010.703699791
0,-24423.6957042269,-95609.4858402904,120033.181544517
0,-24423.6957042269,-98631.9636850165,123055.659389243
0,-23253.6084449532,-101067.269548226,124320.877993179
0,-23253.6084449532,-103502.575411435,126756.183856388
0,-23253.6084449532,-105045.771290857,128299.37973581
0,-23253.6084449532,-106588.96717028,129842.575615233
0,-25420.9559813515,-107526.395347999,132947.351329351
0,-25420.9559813515,-108463.823525719,133884.779507071
0,-25420.9559813515,-109487.161340087,134908.117321439
0,-25420.9559813515,-110510.499154456,135931.455135807
0,-27465.4352708158,-111616.587316432,139082.022587248
0,-27465.4352708158,-112722.675478408,140188.110749224
0,-27465.4352708158,-114372.993078464,141838.42834928
0,-27465.4352708158,-116023.310678521,143488.745949337
0,-29117.8311373928,-118331.267353995,147449.098491388
0,-29117.8311373928,-120639.224029469,149757.055166862
0,-29117.8311373928,-123363.453712561,152481.284849953
0,-29117.8311373928,-126087.683395652,155205.514533045
0,-30144.2290995488,-129090.696453236,159234.925552784
0,-30144.2290995488,-132093.709510819,162237.938610368
0,-30144.2290995488,-134891.059925734,165035.289025283
0,-30144.2290995488,-137688.410340649,167832.639440198
0,-31419.4404266419,-139939.473442907,171358.913869548
0,-31419.4404266419,-142190.536545164,173609.976971806
0,-31419.4404266419,-144022.936380856,175442.376807498
0,-31419.4404266419,-145855.336216549,177274.776643191
0,-35318.4723865875,-147721.221175866,183039.693562454
0,-35318.4723865875,-149587.106135184,184905.578521772
0,-35318.4723865875,-151865.722756935,187184.195143523
0,-35318.4723865875,-154144.339378686,189462.811765273
0,-36981.7435173587,-156803.19142148,193784.934938839
0,-36981.7435173587,-159462.043464274,196443.786981633
0,-36981.7435173587,-162467.382306769,199449.125824127
0,-36981.7435173587,-165472.721149263,202454.464666622
0,-36883.5433531584,-168389.994637005,205273.537990163
0,-36883.5433531584,-171307.268124747,208190.811477905
0,-36883.5433531584,-173860.150275777,210743.693628935
0,-36883.5433531584,-176413.032426808,213296.575779966
0,-35891.1409681224,-178627.839489368,214518.980457491
0,-35891.1409681224,-180842.646551929,216733.787520052
0,-35891.1409681224,-182599.004359659,218490.145327781
0,-35891.1409681224,-184355.362167389,220246.503135511
0,-35463.7445767492,-185493.695710858,220957.440287608
0,-35463.7445767492,-186632.029254328,222095.773831077
0,-35463.7445767492,-187103.758453598,222567.503030347
0,-35463.7445767492,-187575.487652867,223039.232229616
0,-33975.642244195,-187177.940720482,221153.582964677
0,-33975.642244195,-186780.393788096,220756.036032291
0,-33975.642244195,-185406.414760024,219382.057004219
0,-33975.642244195,-184032.435731951,218008.077976146
0,-32011.6187253024,-181802.988690647,213814.607415949
0,-32011.6187253024,-179573.541649342,211585.160374645
0,-32011.6187253024,-176689.065574297,208700.6842996
0,-32011.6187253024,-173804.589499253,205816.208224555
0,-33892.6379407329,-170390.220376244,204282.858316977
0,-33892.6379407329,-166975.851253235,200868.489193968
0,-33892.6379407329,-163226.176467839,197118.814408572
0,-33892.6379407329,-159476.501682443,193369.139623176
0,-34384.5796579266,-155621.71279405,190006.292451977
0,-34384.5796579266,-151766.923905657,186151.503563584
0,-34384.5796579266,-147563.30330033,181947.882958256
0,-34384.5796579266,-143359.682695002,177744.262352929
0,-31008.1135564849,-138628.865596998,169636.979153483
0,-31008.1135564849,-133898.048498993,164906.162055478
0,-31008.1135564849,-128883.053955713,159891.167512198
0,-31008.1135564849,-123868.059412433,154876.172968918
0,-28641.9453013184,-118519.595290444,147161.540591763
0,-28641.9453013184,-113171.131168455,141813.076469773
0,-28641.9453013184,-107189.045278567,135830.990579886
0,-28641.9453013184,-101206.95938868,129848.904689998
0,-26221.3395290263,-94363.4796701634,120584.81919919
0,-26221.3395290263,-87519.9999516468,113741.339480673
0,-26221.3395290263,-79370.4284910456,105591.768020072
0,-26221.3395290263,-71220.8570304444,97442.1965594707
0,-24125.3545597321,-61481.9831628252,85607.3377225573
0,-24125.3545597321,-51743.1092952059,75868.463854938
0,-24125.3545597321,-40891.4401016936,65016.7946614257
0,-24125.3545597321,-30039.7709081813,54165.1254679134
0,-22711.6528496851,-18306.5716229059,41018.224472591
0,-22711.6528496851,-6573.37233763054,29285.0251873156
0,-22711.6528496851,5883.67280844318,16827.9800412419
0,-22711.6528496851,18340.7179545169,4370.93489516817
0,-20235.0542964253,31426.2591580902,-11191.2048616649
0,-20235.0542964253,44511.8003616634,-24276.7460652381
0,-20235.0542964253,58320.1639123973,-38085.109615972
0,-20235.0542964253,72128.5274631312,-51893.4731667059
0,-20389.5024955202,86543.0260488333,-66153.5235533131
0,-20389.5024955202,100957.524634535,-80568.0221390152
0,-20389.5024955202,115708.834569887,-95319.3320743665
0,-20389.5024955202,130460.144505238,-110070.642009718
0,-21691.5142570621,145151.239815832,-123459.72555877
0,-21691.5142570621,159842.335126426,-138150.820869364
0,-21691.5142570621,174223.734866376,-152532.220609314
0,-21691.5142570621,188605.134606325,-166913.620349263
0,-19772.1028672467,202888.235905137,-183116.13303789
0,-19772.1028672467,217171.337203949,-197399.234336702
0,-19772.1028672467,230904.305386224,-211132.202518977
0,-19772.1028672467,244637.2735685,-224865.170701253
0,-16067.24650264,257701.992202048,-241634.745699408
0,-16067.24650264,270766.710835596,-254699.464332956
0,-16067.24650264,282234.909984676,-266167.663482036
0,-16067.24650264,293703.109133755,-277635.862631115
0,-15410.9796861943,302426.762344706,-287015.782658512
0,-15410.9796861943,311150.415555658,-295739.435869463
0,-15410.9796861943,317067.419209285,-301656.439523091
0,-15410.9796861943,322984.422862913,-307573.443176719
0,-12583.4315218214,325928.621335257,-313345.189813435
0,-12583.4315218214,328872.819807601,-316289.388285779
0,-12583.4315218214,328033.853016605,-315450.421494783
0,-12583.4315218214,327194.886225609,-314611.454703787
0,-8595.2881234761,324404.528303603,-315809.240180127
0,-8595.2881234761,321614.170381597,-313018.882258121
0,-8595.2881234761,316032.312288109,-307437.024164633
0,-8595.2881234761,310450.454194621,-301855.166071145
0,-7822.70707213721,306080.553713453,-298257.846641316
0,-7822.7070721372,301710.653232285,-293887.946160147
0,-7822.7070721372,297467.349352802,-289644.642280665
0,-7822.70707213721,293224.04547332,-285401.338401182
0,-5543.56962675634,288346.106156157,-282802.536529401
0,-5543.56962675634,283468.166838995,-277924.597212238
0,-5543.56962675634,278297.509510373,-272753.939883616
0,-5543.56962675634,273126.852181751,-267583.282554994
0,-3086.64945354457,267851.839969548,-264765.190516003
0,-3086.64945354457,262576.827757345,-259490.1783038
0,-3086.64945354457,257505.565614245,-254418.916160701
0,-3086.64945354457,252434.303471146,-249347.654017601
0,215.095680091807,247752.831412682,-247967.927092774
0,215.095680091808,243071.359354219,-243286.45503431
0,215.095680091808,238957.143381354,-239172.239061445
0,215.095680091808,234842.927408488,-235058.02308858
0,2195.49078346431,231064.758134011,-233260.248917475
0,2195.49078346431,227286.588859534,-229482.079642998
0,2195.49078346431,223625.477240194,-225820.968023658
0,2195.49078346431,219964.365620853,-222159.856404317
0,5201.05308573896,216553.581976883,-221754.635062622
0,-214790.389924253,213142.798332913,1647.59159134005
0,-210036.721433116,209468.092845382,568.628587733576
0,-210036.721433116,205793.387357852,4243.33407526425
0,-210036.721433116,201778.04117443,8258.68025868631
0,-210036.721433116,197762.694991008,12274.0264421084
0,-207344.384018603,193484.986973952,13859.3970446505
0,-207344.384018603,189207.278956897,18137.105061706
0,-207344.384018603,184664.865986895,22679.5180317077
0,-207344.384018603,180122.453016893,27221.9310017094
0,-206099.356602689,175471.988490501,30627.3681121883
0,-206099.356602689,170821.523964108,35277.8326385811
0,-206099.356602689,166247.322949296,39852.0336533929
0,-206099.356602689,161673.121934484,44426.2346682047
0,-201495.784071479,157321.464155272,44174.3199162066
0,-201495.784071479,152969.806376061,48525.9776954184
0,-201495.784071479,148900.631743214,52595.1523282645
0,-201495.784071479,144831.457110368,56664.3269611106
0,-196914.849201118,141246.395840005,55668.4533611136
0,-196914.849201118,137661.334569641,59253.5146314774
0,-196914.849201118,134522.823225087,62392.025976031
0,-196914.849201118,131384.311880534,65530.5373205846
0,-191595.975155483,128517.724631971,63078.2505235119
0,-191595.975155483,125651.137383409,65944.8377720744
0,-191595.975155483,123058.762454073,68537.2127014101
0,-191595.975155483,120466.387524737,71129.5876307458
0,-186462.681150182,117963.030148926,68499.6510012561
0,-186462.681150182,115459.672773115,71003.0083770675
0,-186462.681150182,112851.323461088,73611.3576890944
0,-186462.681150182,110242.974149061,76219.7070011212
0,-183314.874592687,107197.426476663,76117.4481160247
0,-183314.874592687,104151.878804265,79162.9957884228
0,-183314.874592687,100494.252216356,82820.6223763312
0,-183314.874592687,96836.6256284479,86478.2489642396
0,-177338.202369179,92744.7127822238,84593.489586955
0,-177338.202369179,88652.7999359997,88685.4024331791
0,-177338.202369179,84348.5616321852,92989.6407369935
0,-177338.202369179,80044.3233283708,97293.879040808
0,-171989.256111508,75824.8841822714,96164.3719292366
0,-171989.256111508,71605.4450361721,100383.811075336
0,-171989.256111508,67660.6658090573,104328.590302451
0,-171989.256111508,63715.8865819425,108273.369529566
0,-169042.895456406,59783.3080653867,109259.587391019
0,-169042.895456406,55850.7295488308,113192.165907575
0,-169042.895456406,51930.2532586251,117112.642197781
0,-169042.895456406,48009.7769684193,121033.118487987
0,-164674.039718644,44311.7269600904,120362.312758553
0,-164674.039718644,40613.6769517615,124060.362766882
0,-164674.039718644,37405.9239557657,127268.115762878
0,-164674.039718644,34198.1709597698,130475.868758874
0,-159537.720111272,31829.2370710122,127708.48304026
0,-159537.720111272,29460.3031822547,130077.416929017
0,-159537.720111272,28060.7792054003,131476.940905871
0,-159537.720111272,26661.2552285459,132876.464882726
0,-154413.806771677,25966.5018523736,128447.304919303
0,-154413.806771677,25271.7484762013,129142.058295476
0,-154413.806771677,25162.0190277372,129251.78774394
0,-154413.806771677,25052.2895792731,129361.517192404
0,-149168.679118608,25408.2658436674,123760.41327494
0,-149168.679118608,25764.2421080617,123404.437010546
0,-149168.679118608,26586.8317245102,122581.847394098
0,-149168.679118608,27409.4213409587,121759.257777649
0,-145247.13287433,28688.1468645766,116558.986009754
0,-145247.13287433,29966.8723881946,115280.260486136
0,-145247.13287433,31302.8825067993,113944.250367531
0,-145247.13287433,32638.892625404,112608.240248926
0,-142860.276787809,33435.121581608,109425.155206201
0,-142860.276787809,34231.350537812,108628.926249997
0,-142860.276787809,34493.5972790418,108366.679508767
0,-142860.276787809,34755.8440202717,108104.432767537
0,-139068.876867714,34341.6693248295,104727.207542885
0,-139068.876867714,33927.4946293873,105141.382238327
0,-139068.876867714,32851.9728498335,106216.904017881
0,-139068.876867714,31776.4510702797,107292.425797434
0,-134628.964898818,30380.2019549319,104248.762943886
0,-134628.964898818,28983.9528395841,105645.012059234
0,-134628.964898818,27496.8647780555,107132.100120763
0,-134628.964898818,26009.7767165269,108619.188182291
0,-130737.527251095,24483.8308548256,106253.69639627
0,-130737.527251095,22957.8849931243,107779.642257971
0,-130737.527251095,21475.9383649524,109261.588886143
0,-130737.527251095,19993.9917367804,110743.535514315
0,-129954.818857628,18402.6949392151,111552.123918413
0,-129954.818857628,16811.3981416498,113143.420715978
0,-129954.818857628,14961.6490425796,114993.169815049
0,-129954.818857628,13111.8999435094,116842.918914119
0,-128230.509512464,10856.6732257063,117373.836286758
0,-128230.509512464,8601.44650790323,119629.063004561
0,-128230.509512464,6202.97059403136,122027.538918433
0,-128230.509512464,3804.49468015949,124426.014832305
0,-123969.3458024,1564.49768938866,122404.848113011
0,-123969.3458024,-675.499301382171,124644.845103782
0,-123969.3458024,-2701.10307043182,126670.448872832
0,-123969.3458024,-4726.70683948147,128696.052641881
0,-121534.436075718,-6608.95208423265,128143.388159951
0,-121534.436075718,-8491.19732898383,130025.633404702
0,-121534.436075718,-10299.2456919327,131833.681767651
0,-121534.436075718,-12107.2940548816,133641.7301306
0,-118418.708827563,-14069.5424321899,132488.251259753
0,-118418.708827563,-16031.7908094982,134450.499637061
0,-118418.708827563,-18292.1989411178,136710.907768681
0,-118418.708827563,-20552.6070727374,138971.315900301
0,-116536.584333164,-22973.5338131712,139510.118146336
0,-116536.584333164,-25394.460553605,141931.044886769
0,-116536.584333164,-28047.316408661,144583.900741825
0,-116536.584333164,-30700.1722637171,147236.756596882
0,-114124.228005532,-33881.077743351,148005.305748883
0,-114124.228005532,-37061.9832229849,151186.211228517
0,-114124.228005532,-40955.3078639092,155079.535869441
0,-114124.228005532,-44848.6325048334,158972.860510366
0,-111428.193718804,-49503.8482314375,160932.041950241
0,-111428.193718804,-54159.0639580416,165587.257676846
0,-111428.193718804,-59141.9268906186,170570.120609423
0,-111428.193718804,-64124.7898231955,175552.983542
0,-109971.463187759,-69267.8546499553,179239.317837714
0,-109971.463187759,-74410.9194767151,184382.382664474
0,-109971.463187759,-79789.3178432136,189760.781030972
0,-109971.463187759,-85167.716209712,195139.179397471
0,-107152.318779943,-90540.7901701637,197693.108950107
0,-107152.318779943,-95913.8641306154,203066.182910559
0,-107152.318779943,-101058.019426967,208210.33820691
0,-107152.318779943,-106202.174723318,213354.493503262
0,-104058.313901399,-110847.814422863,214906.128324262
0,-104058.313901399,-115493.454122407,219551.768023806
0,-104058.313901399,-119030.942608884,223089.256510283
0,-104058.313901399,-122568.43109536,226626.74499676
0,-101265.790744598,-124683.756175409,225949.546920008
0,-101265.790744598,-126799.081255459,228064.872000057
0,-101265.790744598,-127651.990413062,228917.781157661
0,-101265.790744598,-128504.899570666,229770.690315265
0,-96815.393776885,-128558.151691012,225373.545467897
0,-96815.393776885,-128611.403811359,225426.797588244
0,-96815.393776885,-127854.140164604,224669.533941489
0,-96815.393776885,-127096.87651785,223912.270294735
0,-90858.1829644113,-125161.268039619,216019.45100403
0,-90858.1829644113,-123225.659561387,214083.842525799
0,-90858.1829644113,-120446.896389093,211305.079353505
0,-90858.1829644113,-117668.133216799,208526.31618121
0,-85317.2824695188,-113890.412124111,199207.694593629
0,-85317.2824695188,-110112.691031422,195429.973500941
0,-85317.2824695188,-105934.604584106,191251.887053625
0,-85317.2824695188,-101756.51813679,187073.800606309
0,-80936.6977901739,-97837.0589080303,178773.756698204
0,-80936.6977901739,-93917.5996792706,174854.297469445
0,-80936.6977901739,-89991.1882010571,170927.885991231
0,-80936.6977901739,-86064.7767228435,167001.474513017
0,-77652.3662012623,-81541.089688269,159193.455889531
0,-77652.3662012623,-77017.4026536945,154669.768854957
0,-77652.3662012623,-72035.2760779048,149687.642279167
0,-77652.3662012623,-67053.1495021151,144705.515703377
0,-73516.234740947,-62384.3609590812,135900.595700028
0,-73516.234740947,-57715.5724160473,131231.807156994
0,-73516.234740947,-53330.108042343,126846.34278329
0,-73516.234740947,-48944.6436686388,122460.878409586
0,-69333.5755642466,-45758.1148069257,115091.690371172
0,-69333.5755642466,-42571.5859452126,111905.161509459
0,-69333.5755642466,-40518.5837482024,109852.159312449
0,-69333.5755642466,-38465.5815511922,107799.157115439
0,-65795.4790335958,-36946.9954175375,102742.474451133
0,-65795.4790335958,-35428.4092838829,101223.888317479
0,-65795.4790335958,-34573.4500266848,100368.929060281
0,-65795.4790335958,-33718.4907694868,99513.9698030826
0,-61721.6128800381,-33359.8019552042,95081.4148352423
0,-61721.6128800381,-33001.1131409216,94722.7260209597
0,-61721.6128800381,-32897.7611858892,94619.3740659273
0,-61721.6128800381,-32794.4092308567,94516.0221108948
0,-57416.8771611405,-32842.3470527751,90259.2242139157
0,-57416.8771611405,-32890.2848746935,90307.162035834
0,-57416.8771611405,-33195.0152113569,90611.8923724974
0,-57416.8771611405,-33499.7455480203,90916.6227091608
0,-53812.4466644022,-34429.2179404495,88241.6646048517
0,-53812.4466644022,-35358.6903328786,89171.1369972809
