Date,AvgBlockSize,BitcoiDaysDestroyed,BitcoinDaysDestroyedCumulative,BitcoinDaysDestroyedMinMonth,BitcoinDaysDestroyedMinWeek,BitcoinDaysDestroyedMinYear,BlockSize,CostPerTransaction,CostPerTransactionPercent,Difficulty,EstimatedTransactionVolume,EstimatedTransactionVolumeUSD,EuroPriceInUSD,HashRate,MarketCap,MarketPrice,MedianConfirmationTime,MinersRevenue,NetworkDeficit,NumTransactions,NumTransactionsExcluding10,NumTransactionsExcluding100,NumTransactionsExcluding1000,NumTransactionsExcluding10000,NumTransactionsExcludingPopular,NumTransactionsPerBlock,NumTransactionsTotal,NumUniqueAdresses,OutputVolume,Open,High,Low,Close,Volume,Adj-Close,TotalBitcoins,TradeVolume,TransactionFees,TransactionFeesUSD,TxTradeRatio,WikipediaTrend,NextDayPrice
2009-01-13,-0.782812329199,-0.527322537935,-1.00387417535,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,0.041105311985,-0.46652507856,-0.548239435861,-0.598514766525,0.22342848684,-0.468190341031,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.83393985355,-0.760501923338,-0.810196833288,-0.816600422031,-0.844995940141,-0.727469260629,-0.807896237152,-0.749896110502,-0.770279048152,-0.476795514711,-1.59462354877,-1.59739972775,-1.59273296948,-1.59085119027,1.39758881726,-1.59085119027,-1.79985791285,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-14,-0.782823204014,-0.52732447698,-1.00387417535,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0293288821802,-0.46652507856,-0.548274668164,-0.598514766525,0.139409657029,-0.468190341029,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.833754263317,-0.759983513586,-0.809868138661,-0.816336745188,-0.844768820146,-0.72727811506,-0.807896237152,-0.749892119162,-0.770195251418,-0.476570639606,-1.60099329004,-1.62211690709,-1.65644923791,-1.66487766489,1.25583023845,-1.66487766489,-1.79854205023,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-15,-0.782694759233,-0.527227524743,-1.00387396082,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0274500452428,-0.46652507856,-0.546816050817,-0.598514766525,0.0563348590127,-0.468190341029,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.833568673085,-0.759465103833,-0.809539444034,-0.816073068345,-0.844541700151,-0.727086969492,-0.807896237152,-0.749887811048,-0.770102143936,-0.476307423727,-1.66517427742,-1.6619334319,-1.70696004585,-1.66203538413,3.38733489937,-1.66203538413,-1.79721574424,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-16,-0.782811219236,-0.527303276757,-1.00387391391,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0222242156383,-0.46652507856,-0.547922345133,-0.598514766525,0.230980741205,-0.468190341031,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.833921294527,-0.760450082363,-0.810163963825,-0.816574054347,-0.844973228141,-0.727450146072,-0.807896237152,-0.749884104804,-0.770279048152,-0.476742957694,-1.65893124074,-1.64533692693,-1.67237198991,-1.64584444984,2.48008141633,-1.64584444984,-1.79600431516,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312319172559,-0.699115117907
2009-01-17,-0.782811568137,-0.527293064455,-1.00387384441,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0227141926412,-0.46652507856,-0.547922345133,-0.598514766525,0.203289141898,-0.468190341033,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.834069766713,-0.760864810165,-0.810426919526,-0.816784995822,-0.845154924137,-0.727603062526,-0.807896237152,-0.749880651978,-0.770353534138,-0.476915275782,-1.65563844711,-1.65072318974,-1.68899940523,-1.6743308436,2.38884842699,-1.6743308436,-1.7948764329,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-18,-0.78282289801,-0.52732447698,-1.00387384441,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0293288821802,-0.46652507856,-0.548274668164,-0.598514766525,0.175597542496,-0.468190341034,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.834218238898,-0.761279537968,-0.810689875228,-0.816995937296,-0.845336620133,-0.727755978981,-0.807896237152,-0.74987745257,-0.770428020123,-0.477109133631,-1.65234565349,-1.65610945256,-1.70562682056,-1.70281723736,2.29761543764,-1.70281723736,-1.79382165413,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-19,-0.782804995975,-0.527281171647,-1.00387374858,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0244699435682,-0.46652507856,-0.547746183618,-0.598514766525,0.147905943189,-0.468190341031,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.833865617457,-0.760294559437,-0.810065355437,-0.816494951294,-0.844905092143,-0.727392802401,-0.807896237152,-0.749873651293,-0.770251115908,-0.47665679865,-1.64905285986,-1.66149571538,-1.72225423588,-1.73130363112,2.2063824483,-1.73130363112,-1.79257889498,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-20,-0.782739367658,-0.526927489888,-1.00387287015,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0284121510135,-0.46652507856,-0.545544164676,-0.598514766525,-0.0899900693108,-0.468190341031,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.833902735503,-0.760398241388,-0.810131094362,-0.816547686663,-0.844950516142,-0.727431031515,-0.807896237152,-0.749869913371,-0.770269737404,-0.476452170921,-1.64576006623,-1.66688197819,-1.73888165121,-1.75979002489,2.11514945895,-1.75979002489,-1.79136746589,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-21,-0.782765332734,-0.52708481105,-1.00387233984,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.027944697147,-0.46652507856,-0.54651305301,-0.598514766525,-0.108870705223,-0.468190341032,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.833958412573,-0.760553764314,-0.81022970275,-0.816626789716,-0.84501865214,-0.727488375185,-0.807896237152,-0.749866270481,-0.770297669649,-0.476635258889,-1.75455541479,-1.68698067725,-1.73931332402,-1.67091755116,2.19740816554,-1.67091755116,-1.79018736687,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312319172559,-0.699115117907
2009-01-22,-0.782745827734,-0.527070720659,-1.00387177834,-0.472671558103,-0.505377608264,-0.270566137519,-0.706030626063,-0.729834955402,-0.0284101752998,-0.46652507856,-0.54651305301,-0.598514766525,-0.0390123523465,-0.46819034104,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.83468221448,-0.76257556235,-0.811511611795,-0.817655129405,-0.84590442012,-0.728233842901,-0.807896237152,-0.749863863006,-0.770660788828,-0.477453769807,-1.67088432087,-1.69200527588,-1.72156220405,-1.70324861376,1.64309463518,-1.70324861376,-1.7894041153,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312319172559,-0.699115117907
2009-01-23,-0.782793146096,-0.527234634574,-1.00387157954,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0265931772474,-0.46652507856,-0.547746183618,-0.598514766525,-0.217434361722,-0.468190341041,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.834830686666,-0.762990290152,-0.811774567496,-0.817866070879,-0.846086116116,-0.728386759355,-0.807896237152,-0.74986170895,-0.770735274814,-0.477776866222,-1.71549883685,-1.69487289006,-1.73481835055,-1.69195554237,1.63272790618,-1.69195554237,-1.78870441057,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-24,-0.782774378954,-0.526898662756,-1.00387063732,-0.472671558103,-0.505428002124,-0.270566137519,-0.706030626063,-0.729834955402,-0.0278053599368,-0.46652507856,-0.545456083918,-0.598514766525,-0.156072295005,-0.468190341014,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.832362336574,-0.756095440439,-0.80740292896,-0.814359168863,-0.843065420185,-0.7258445233,-0.807896237152,-0.749855341811,-0.769496945304,-0.474653600878,-1.70675187337,-1.68309792285,-1.71651698317,-1.68804739311,1.69425315475,-1.68804739311,-1.78662618309,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-25,-0.782817838643,-0.527313101251,-1.00387061215,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.00556499754011,-0.46652507856,-0.548098506649,-0.598514766525,-0.0947102282889,-0.468190341015,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.832473690713,-0.756406486291,-0.807600145736,-0.814517374969,-0.843201692182,-0.725959210641,-0.807896237152,-0.749849164737,-0.769552809793,-0.475084396098,-1.6980049099,-1.67132295564,-1.69821561579,-1.68413924385,1.75577840333,-1.68413924385,-1.78460017237,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-26,-0.782823380051,-0.52732447698,-1.00387061215,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0293288821802,-0.46652507856,-0.548274668164,-0.598514766525,-0.0333481615727,-0.468190341031,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.83393985355,-0.760501923338,-0.810196833288,-0.816600422031,-0.844995940141,-0.727469260629,-0.807896237152,-0.74984549017,-0.7702883589,-0.476786037216,-1.68925794642,-1.65954798842,-1.67991424841,-1.68023109459,1.81730365191,-1.68023109459,-1.78338874329,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312319172559,-0.699115117907
2009-01-27,-0.782690903575,-0.526894267588,-1.00386966021,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0287803209704,-0.46652507856,-0.544222953311,-0.598514766525,0.140353688824,-0.468190341034,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.834144002806,-0.761072174067,-0.810558397377,-0.816890466559,-0.845245772135,-0.727679520753,-0.807896237152,-0.749842164053,-0.77039077713,-0.476570639606,-1.67707655084,-1.66482644846,-1.66033460302,-1.65703591177,1.20731003809,-1.65703591177,-1.7823130778,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-28,-0.782823761272,-0.52732447698,-1.00386966021,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0293288821802,-0.46652507856,-0.548274668164,-0.598514766525,0.221540423249,-0.468190341034,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.834181120852,-0.761175856017,-0.810624136303,-0.816943201928,-0.845291196134,-0.727717749867,-0.807896237152,-0.74983890129,-0.770409398627,-0.477066054109,-1.65568294168,-1.59526814821,-1.63410162012,-1.5850142133,1.95876020091,-1.5850142133,-1.78123741232,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312357429601,-0.699115117907
2009-01-29,-0.782825298517,-0.52732447698,-1.00386966021,-0.472671558103,-0.505481130534,-0.270566137519,-0.706030626063,-0.729834955402,-0.0293288821802,-0.46652507856,-0.548274668164,-0.598514766525,0.0808796856992,-0.46819034103,-0.705660758117,-0.699115117907,-1.09659826589,-0.686102016073,0.684572072563,-0.83382849941,-0.760190877487,-0.809999616512,-0.816442215925,-0.844859668144,-0.727354573288,-0.807896237152,-0.749835036659,-0.770232494411,-0.47665679865,-1.59690747225,-1.61803124493,-1.6381139275,-1.65848245388,0.953072005413,-1.65848245388,-1.77996332311,-0.473485528033,-0.767462153196,-0.56866423222,-0.649963351537,-0.312204401434,-0.699115117907
