"EstimatedTransactionVolume","seasonal","trend","remainder"
7821,-19677.4294920524,63286.8350951225,-35788.4056030701
8200,-32242.6538569955,62506.0999326799,-22063.4460756844
13154,-32242.6538569955,61725.3647702373,-16328.7109132418
11237,-32242.6538569955,60136.9878787524,-16657.3340217569
13093,-32242.6538569955,58548.6109872676,-13212.9571302721
14877,-32572.8427505474,57261.4286507255,-9811.58590017813
12593,-32572.8427505474,55974.2463141835,-10808.4035636361
3377,-32572.8427505474,53770.0062421192,-17820.1634915718
7492,-32572.8427505474,51565.7661700549,-11500.9234195075
9505,-17145.0846016897,49899.2597364114,-23249.1751347217
8251,-17145.0846016897,48232.7533027678,-22836.6687010781
22260,-17145.0846016897,48247.4293609446,-8842.34475925493
4450,-17145.0846016897,48262.1054191214,-26667.0208174318
5700,-6702.40776080474,48364.7036815754,-35962.2959207706
20603,-6702.40776080474,48467.3019440293,-21161.8941832245
19952,-6702.40776080474,48415.3943289552,-21760.9865681504
17257,-6702.40776080474,48363.4867138811,-24404.0789530764
31192,-12634.5267713397,49158.2396671692,-5331.71289582949
7488,-12634.5267713397,49952.9926204572,-29830.4658491175
7798,-12634.5267713397,50221.9120712947,-29789.3852999551
6442,-12634.5267713397,50490.8315221322,-31414.3047507926
13756,-21354.6845210751,51278.0806309523,-16167.3961098772
18693,-21354.6845210751,52065.3297397724,-12017.6452186973
5436,-21354.6845210751,52687.3396605293,-25896.6551394542
27213,-21354.6845210751,53309.3495812861,-4741.66506021105
2627,-13882.0715160458,53381.3723754616,-36872.3008594158
45869,-13882.0715160458,53453.3951696372,6297.67634640863
13193,-13882.0715160458,53261.490682988,-26186.4191669422
6033,-13882.0715160458,53069.5861963388,-33154.5146802931
7974,-14429.6050435273,52502.4542427503,-30098.849199223
7373,-14429.6050435273,51935.3222891618,-30132.7172456345
24475,-14429.6050435273,52261.9992468093,-13357.394203282
8608,-14429.6050435273,52588.6762044568,-29551.0711609295
23311,-14621.9530956973,53508.9505234856,-15575.9974277883
11701,-14621.9530956973,54429.2248425145,-28106.2717468172
19406,-14621.9530956973,54526.1191465159,-20498.1660508186
29696,-14621.9530956973,54623.0134505173,-10305.06035482
27921,-16490.6118747264,54873.7157497959,-10462.1038750695
32945,-16490.6118747264,55124.4180490745,-5688.80617434804
20072,-16490.6118747264,55294.4361466187,-18731.8242718923
98557,-16490.6118747264,55464.4542441629,59583.1576305635
12166,-21285.8244807581,53967.6712954637,-20515.8468147056
50746,-21285.8244807581,52470.8883467645,19560.9361339936
28620,-21285.8244807581,50936.5153204156,-1030.69083965753
42100,-21285.8244807581,49402.1422940667,13983.6821866914
4437,-22093.0140399878,49682.851367537,-23152.8373275492
6161,-22093.0140399878,49963.5604410072,-21709.5464010194
14270,-22093.0140399878,51699.6193152945,-15336.6052753067
19383,-22093.0140399878,53435.6781895818,-11959.664149594
74014,-22948.1727134092,55246.244276838,41715.9284365712
41971,-22948.1727134092,57056.8103640943,7862.36234931496
42482,-22948.1727134092,58850.7891669431,6579.38354646614
55359,-22948.1727134092,60644.7679697919,17662.4047436173
40352,-18333.5648310369,60145.6563369104,-1460.09150587356
29286,-18333.5648310369,59646.5447040289,-12026.9798729921
24704,-18333.5648310369,58068.4526279578,-15030.887796921
34326,-18333.5648310369,56490.3605518867,-3830.79572084986
13891,-22530.1944072135,55518.605667513,-19097.4112602995
18803,-22530.1944072135,54546.8507831393,-13213.6563759258
23458,-22530.1944072135,56476.8453293757,-10488.6509221622
15656,-22530.1944072135,58406.839875612,-20220.6454683985
28599,-26972.1716699542,62323.770831567,-6752.5991616128
20083,-26972.1716699542,66240.7017875221,-19185.5301175678
27157,-26972.1716699542,68810.9063966052,-14681.734726651
63497,-26972.1716699542,71381.1110056883,19088.0606642659
24087,-18997.691822715,72301.4286277354,-29216.7368050204
56599,-18997.691822715,73221.7462497824,2374.94557293253
23813,-18997.691822715,72578.2034440141,-29767.5116212992
15079,-18997.691822715,71934.6606382459,-37857.9688155309
11178,-7311.60874007288,69092.8560647723,-50603.2473246994
14020,-7311.60874007288,66251.0514912987,-44919.4427512258
16547,-7311.60874007288,63566.6241844251,-39708.0154443522
27509,-7311.60874007288,60882.1968775515,-26061.5881374786
18402,-8020.56429658973,60763.6239871278,-34341.0596905381
16385,-8020.56429658973,60645.0510967042,-36239.4868001145
15056,-8020.56429658973,61599.8445233454,-38523.2802267557
11277,-8020.56429658973,62554.6379499866,-43257.0736533969
25114,-8058.54389586329,62310.7562453965,-29138.2123495332
54669,-8058.54389586329,62066.8745408063,660.66935505694
43379,-8058.54389586329,61232.8268670042,-9795.28297114095
22687,-8058.54389586329,60398.7791932021,-29653.2352973388
21943,-5446.1951103532,58433.1539865042,-31043.958876151
11587,-5446.1951103532,56467.5287798063,-39434.3336694531
13369,-5446.1951103532,52097.698262329,-33282.5031519758
18336,-5446.1951103532,47727.8677448517,-23945.6726344985
48276,5874.33724442473,44723.0742925279,-2321.41153695266
35791,5874.33724442473,41718.2808402041,-11801.6180846288
13756,5874.33724442473,40744.1065994524,-32862.4438438771
21143,5874.33724442473,39769.9323587006,-24501.2696031254
17456,-900.952922223245,39728.5962789429,-21371.6433567196
29971,-900.952922223245,39687.2601991851,-8815.30727696186
11325,-900.952922223245,40647.7344618091,-28421.7815395858
11639,-900.952922223245,41608.208724433,-29068.2558022098
7927,-7003.6913375334,43001.7733101902,-28071.0819726568
18406,-7003.6913375334,44395.3378959473,-18985.6465584139
9867,-7003.6913375334,46083.6830615203,-29212.9917239869
24297,-7003.6913375334,47772.0282270934,-16471.33688956
10183,2801.38428950335,49388.557131108,-42006.9414206114
12242,2801.38428950335,51005.0860351226,-41564.470324626
36148,2801.38428950335,52112.873015908,-18766.2573054113
10608,2801.38428950335,53220.6599966933,-45414.0442861966
17917,-2045.03200146563,54250.1968149416,-34288.164813476
27623,-2045.03200146563,55279.73363319,-25611.7016317244
31088,-2045.03200146563,54849.1029202062,-21716.0709187405
13704,-2045.03200146563,54418.4722072223,-38669.4402057567
38581,-3477.63348121,52070.8800511447,-10012.2465699347
21773,-3477.63348121,49723.287895067,-24472.654413857
12730,-3477.63348121,47855.9339626382,-31648.3004814282
16263,-3477.63348121,45988.5800302095,-26247.9465489995
10471,-4379.79268538964,46190.7147833803,-31339.9220979907
8960,-4379.79268538964,46392.8495365512,-33053.0568511616
14410,-4379.79268538964,47956.7194767585,-29166.9267913689
22765,-4379.79268538964,49520.5894169658,-22375.7967315761
21753,-4871.8864118967,52571.5875247392,-25946.7011128425
27312,-4871.8864118967,55622.5856325126,-23438.6992206159
20542,-4871.8864118967,57383.2262024657,-31969.339790569
29419,-4871.8864118967,59143.8667724188,-24852.9803605221
64511,-8487.20222448252,59279.2391989199,13718.9630255626
47333,-8487.20222448252,59414.6116254211,-3594.4094009386
37079,-8487.20222448252,57892.7895310187,-12326.5873065362
19532,-8487.20222448252,56370.9674366162,-28351.7652121337
29221,-9517.61677453241,54028.6399578315,-15290.023183299
52468,-9517.61677453241,51686.3124790467,10299.3042954857
33287,-9517.61677453241,51298.7514781841,-8494.13470365167
17081,-9517.61677453241,50911.1904773215,-24312.5737027891
17937,-14109.2342185417,51452.804153366,-19406.5699348243
23224,-14109.2342185417,51994.4178294105,-14661.1836108688
36393,-14109.2342185417,52802.218830136,-2299.98461159432
75030,-14109.2342185417,53610.0198308615,35529.2143876802
23113,-12177.1352463208,57704.0759811399,-22413.9407348191
37900,-12177.1352463208,61798.1321314183,-11720.9968850975
26603,-12177.1352463208,65878.3857158958,-27098.250469575
308807,-12177.1352463208,69958.6393003732,251025.495945948
52756,3748.20404753298,75162.2021277256,-26154.4061752586
102992,3748.20404753298,80365.764955078,18878.030997389
47798,3748.20404753298,83574.1952015206,-39524.3992490536
113361,3748.20404753298,86782.6254479633,22830.1705045037
141197,-1194.93440034211,85484.3275900053,56907.6068103369
119618,-1194.93440034211,84186.0297320472,36626.9046682949
100796,-1194.93440034211,81289.6258504328,20701.3085499093
44629,-1194.93440034211,78393.2219688184,-32569.2875684762
53705,-15151.032826016,74072.1173564258,-5216.08453040976
20565,-15151.032826016,69751.0127440332,-34034.9799180172
54510,-15151.032826016,65246.8746413564,4414.15818465959
61040,-15151.032826016,60742.7365386797,15448.2962873364
88694,-15731.5014423194,58616.092828698,45809.4086136214
42958,-15731.5014423194,56489.4491187163,2200.05232360314
35804,-15731.5014423194,53656.4964685905,-2120.99502627106
26563,-15731.5014423194,50823.5438184647,-8529.04237614526
53581,-20850.8642037023,47677.5929302495,26754.2712734527
61704,-20850.8642037023,44531.6420420344,38023.2221616679
21545,-20850.8642037023,42812.998319326,-417.134115623659
22526,-20850.8642037023,41094.3545966175,2282.50960708482
62707,-22306.6899708416,38837.8640663513,46175.8259044904
28663,-22306.6899708416,36581.373536085,14388.3164347566
67585,-22306.6899708416,34038.928099121,55852.7618717206
95974,-22306.6899708416,31496.482662157,86784.2073086846
34660,-9578.99069869504,27720.5943634066,16518.3963352885
84353,-9578.99069869504,23944.7060646561,69987.284634039
53262,-9578.99069869504,20582.4483778382,42258.5423208569
37864,-9578.99069869504,17220.1906910203,30222.8000076747
29308,-9492.26750447352,13619.9339215146,25180.3335829589
25460,-9492.26750447352,10019.6771520089,24932.5903524646
24894,-9492.26750447352,3391.77008803448,30994.497416439
121157,-9492.26750447352,-3236.13697593997,133885.404480413
34158,-13925.3052153968,-9616.86796686798,57700.1731822648
97886,-13925.3052153968,-15997.598957796,127808.904173193
48507,-13925.3052153968,-21570.8956596557,84003.2008750525
362333,-13925.3052153968,-27144.1923615154,403402.497576912
76779,-13026.2261986136,-35453.4460393739,125258.672237988
23186,-13026.2261986136,-43762.6997172325,79974.9259158461
23965,-13026.2261986136,-48505.5880862773,85496.8142848909
12168,-13026.2261986136,-53248.4764553221,78442.7026539358
22213,-19058.101693776,-58549.9307234119,99821.0324171878
18968,-19058.101693776,-63851.3849915016,101877.486685278
34712,-19058.101693776,-79680.7751133064,133450.876807082
62913,-19058.101693776,-95510.1652351112,177481.266928887
29748,-18502.6465423145,-108553.390765083,156804.037307397
19312,-18502.6465423145,-121596.616295054,159411.262837369
22933,-18502.6465423145,-136759.421028426,178195.067570741
44336,-18502.6465423145,-151922.225761798,214760.872304113
40694,-8755.4737923096,-160383.06516205,209832.53895436
14892,-8755.4737923096,-168843.904562303,192491.378354612
26813,-8755.4737923096,-178795.658647356,214364.132439666
28430,-8755.4737923096,-188747.41273241,225932.886524719
35493,-10838.105442909,-197342.795376412,243673.900819321
85229,-10838.105442909,-205938.178020413,302005.283463322
14023,-10838.105442909,-214025.153809113,238886.259252022
17779,-10838.105442909,-222112.129597812,250729.235040721
14877,-19548.565818992,-224353.842502019,258779.408321011
37503,-19548.565818992,-226595.555406225,283647.121225217
57641,-19548.565818992,-224772.121556036,301961.687375028
49189,-19548.565818992,-222948.687705847,291686.253524839
22943,-20260.8486650574,-217585.317809284,260789.166474341
43158,-20260.8486650574,-212221.947912721,275640.796577778
20058,-20260.8486650574,-203492.093805932,243810.942470989
68458,-20260.8486650574,-194762.239699143,283481.0883642
35807,-19759.4604675167,-183106.623340959,238673.083808476
32359,-19759.4604675167,-171451.006982775,223569.467450292
21406,-19759.4604675167,-156249.330136461,197414.790603978
16465,-19759.4604675167,-141047.653290147,177272.113757664
35052,-20187.5048657717,-122489.82472549,177729.329591262
11573,-20187.5048657717,-103931.996160834,135692.501026606
61238,-20187.5048657717,-89016.4165279664,170441.921393738
35810,-20187.5048657717,-74100.8368950987,130098.34176087
28533,-21015.3504813022,-59729.4042879311,109277.754769233
19227,-21015.3504813022,-45357.9716807636,85600.3221620657
15390,-21015.3504813022,-34714.113752041,71119.4642333431
27822,-21015.3504813022,-24070.2558233183,72907.6063046205
49844,-20389.4845447893,-15515.0894931839,85748.5740379733
9947,-20389.4845447893,-6959.92316304954,37296.4077078389
25471,-20389.4845447893,2541.95546990684,43318.5290748825
52973,-20389.4845447893,12043.8341028632,61318.6504419261
12081,-16269.2894938743,21094.2449361044,7256.04455776986
8306,-16269.2894938743,30144.6557693457,-5569.36627547137
16699,-16269.2894938743,37414.2122140396,-4445.9227201653
6221,-16269.2894938743,44683.7686587335,-22193.4791648592
36631,-13299.6682983155,49845.1472057244,85.5210925911015
32108,-13299.6682983155,55006.5257527153,-9598.85745439976
39442,-13299.6682983155,58812.1478183474,-6070.47952003194
24101,-13299.6682983155,62617.7698839796,-25217.1015856641
15190,-8606.93442384359,62914.3288791646,-39117.394455321
14165,-8606.93442384359,63210.8878743495,-40438.9534505059
16549,-8606.93442384359,61780.0140790923,-36624.0796552487
16147,-8606.93442384359,60349.140283835,-35595.2058599914
29843,-41086.3485606286,59400.0858625281,11529.2626981005
15872,-33836.1274087544,58451.0314412213,-8742.90403246687
16897,-33836.1274087544,58596.3591766929,-7863.23176793852
16471,-33836.1274087544,58741.6869121646,-8434.55950341015
28540,-33836.1274087544,60682.6946563716,1693.43275238281
15229,-28938.4789188249,62623.7024005786,-18456.2234817537
29205,-28938.4789188249,65644.9056981867,-7501.42677936179
33205,-28938.4789188249,68666.1089957948,-6522.63007696986
54291,-28938.4789188249,70060.128846947,13169.3500718779
30136,-32307.0636915555,71454.1486980991,-9011.08500654366
46542,-32307.0636915555,71660.4512558712,7188.61243568428
49149,-32307.0636915555,71866.7538136433,9589.30987791221
14231,-32307.0636915555,70213.2682044779,-23675.2045129224
53120,-39932.925661336,68559.7825953126,24493.1430660235
44858,-39932.925661336,66266.8102085528,18524.1154527832
41823,-39932.925661336,63973.8378217931,17782.087839543
39116,-39932.925661336,62131.4163617649,16917.5092995712
22131,-28707.9886992673,60288.9949017366,-9450.00620246936
30108,-28707.9886992673,58594.9766250558,221.012074211525
41308,-28707.9886992673,56900.9583483749,13115.0303508924
32648,-28707.9886992673,54303.2588984232,7052.72980084405
22572,-30571.8332817201,51705.5594484716,1438.27383324849
19656,-30571.8332817201,49534.090525668,693.742756052045
585044,-30571.8332817201,47362.6216028645,568253.211678856
168850,-30571.8332817201,47627.512962943,151794.320318777
20243,-38877.1484096521,47892.4043230215,11227.7440866306
14816,-38877.1484096521,49750.6079459787,3942.54046367339
22125,-38877.1484096521,51608.8115689359,9393.33684071622
65952,-38877.1484096521,52177.9197027505,52651.2287069016
83347,-33210.3398697773,52747.0278365651,63810.3120332122
37980,-33210.3398697773,53893.9710864709,17296.3687833063
26818,-33210.3398697773,55040.9143363768,4987.42553340048
47336,-33210.3398697773,56019.1251365962,24527.2147331811
24206,-38687.9608832549,56997.3359368156,5896.62494643922
117154,-38687.9608832549,56317.0062687868,99524.9546144681
29709,-38687.9608832549,55636.6766007579,12760.284282497
27157,-38687.9608832549,55141.1681920638,10703.792691191
65974,-38781.3135751033,54645.6597833698,50109.6537917335
44865,-38781.3135751033,53872.2212343013,29774.092340802
33819,-38781.3135751033,53098.7826852329,19501.5308898704
20222,-38781.3135751033,51317.5659397103,7685.747635393
26912,-37913.0587201083,49536.3491941877,15288.7095259205
49798,-37913.0587201083,48896.8884144934,38814.1703056148
29042,-37913.0587201083,48257.4276347991,18697.6310853091
15136,-37913.0587201083,48946.6499266272,4102.4087934811
29197,-34026.5786417192,49635.8722184552,13587.706423264
39425,-34026.5786417192,50246.490548338,23205.0880933812
30970,-34026.5786417192,50857.1088782207,14139.4697634984
27628,-34026.5786417192,51825.8587922804,9828.71984943881
31476,-19531.1720071197,52794.60870634,-1787.43669922023
27635,-19531.1720071197,53201.6208352781,-6035.4488281584
32620,-19531.1720071197,53608.6329642163,-1457.46095709656
31889,-19531.1720071197,54271.9848356064,-2851.81282848665
52964,-15528.6754657411,54935.3367069965,13557.3387587446
81308,-15528.6754657411,54395.6248836431,42441.050582098
25477,-15528.6754657411,53855.9130602897,-12850.2375945486
245575,-15528.6754657411,51933.1060601532,209170.569405588
102167,-24334.3520537098,50010.2990600167,76491.0529936931
95765,-24334.3520537098,48572.088636353,71527.2634173568
42351,-24334.3520537098,47133.8782126893,19551.4738410205
25239,-24334.3520537098,49077.8807320926,495.471321617224
44242,-32704.483401475,51021.8832514959,25924.6001499792
37530,-32704.483401475,55323.7245958322,14910.7588056428
41558,-32704.483401475,59625.5659401686,14636.9174613064
101936,-32704.483401475,67335.8577449222,67304.6256565528
133197,-29262.1870740547,75046.1495496758,87413.037524379
104570,-29262.1870740547,81107.0566342482,52725.1304398065
65700,-29262.1870740547,87167.9637188207,7794.22335523399
56110,-29262.1870740547,90361.3003602556,-4989.11328620088
138121,-21718.2353402013,93554.6370016905,66284.5983385108
81372,-21718.2353402013,91945.7300909162,11144.5052492851
69316,-21718.2353402013,90336.8231801419,697.412160059452
87744,-21718.2353402013,89091.1382169257,20371.0971232756
68006,-27882.3544964085,87845.4532537096,8042.90124269891
62606,-27882.3544964085,87800.2782028847,2688.07629352379
44225,-27882.3544964085,87755.1031520598,-15647.7486556513
56973,-27882.3544964085,88759.2316988718,-3903.87720246332
79382,-31780.5075768817,89763.3602456838,21399.1473311979
76069,-31780.5075768817,90521.8721343075,17327.6354425742
109095,-31780.5075768817,91280.3840229311,49595.1235539506
78856,-31780.5075768817,91448.9374036447,19187.570173237
112312,-17110.4357963839,91617.4907843583,37804.9450120256
64329,-17110.4357963839,88801.4579689827,-7362.02217259884
66894,-17110.4357963839,85985.4251536072,-1980.98935722328
54311,-17110.4357963839,81794.1761849326,-10372.7403885487
54561,-20676.0636331847,77602.9272162581,-2365.86358307343
62342,-20676.0636331847,74173.9994888699,8844.06414431472
47904,-20676.0636331847,70745.0717614818,-2165.00812829714
33123,-20676.0636331847,68554.4547184428,-14755.3910852582
56526,-37115.7054972502,66363.8376754038,27277.8678218464
49865,-37115.7054972502,65030.2272267367,21950.4782705135
64725,-37115.7054972502,63696.6167780696,38144.0887191807
36643,-37115.7054972502,63403.9230047809,10354.7824924693
67732,-33036.3839576537,63111.2292314922,37657.1547261615
49910,-33036.3839576537,64277.5101945917,18668.873763062
62897,-33036.3839576537,65443.7911576911,30489.5927999626
48990,-33036.3839576537,67025.9202195571,15000.4637380966
46477,-19567.931806739,68608.0492814232,-2563.11747468413
77504,-19567.931806739,70097.4224458143,26974.5093609248
74439,-19567.931806739,71586.7956102054,22420.1361965337
48707,-19567.931806739,72845.0639878278,-4570.1321810888
91834,-19980.0011519807,74103.3323654503,37710.6687865304
139197,-19980.0011519807,75215.3256759099,83961.6754760708
719605,-19980.0011519807,76327.3189863694,663257.682165611
72965,-19980.0011519807,78362.4024083827,14582.598743598
1681065,-21467.9721064814,80397.485830396,1622135.48627609
674834,-21467.9721064814,82150.5413972293,614151.430709252
61429,-21467.9721064814,83903.5969640627,-1006.62485758132
135533,-21467.9721064814,84681.188382736,72319.7837237453
82849,-11901.3503342564,85458.7798014094,9291.57053284699
83009,-11901.3503342564,86862.9046466224,8047.44568763394
44931,-11901.3503342564,88267.0294918355,-31434.6791575791
63927,-11901.3503342564,89433.2209351985,-13604.8706009421
53907,-2657.54829942622,90599.4123785615,-34034.8640791353
111295,-2657.54829942622,94145.5973700774,19806.9509293488
203720,-2657.54829942622,97691.7823615933,108685.765937833
289771,-2657.54829942622,102346.109638139,190082.438661287
79974,-7517.5373552399,107000.436914684,-19508.8995594443
61723,-7517.5373552399,111281.84248977,-42041.3051345299
92210,-7517.5373552399,115563.248064855,-15835.7107096156
184338,-7517.5373552399,116527.870930816,75327.6664244238
76387,-16260.3754249649,117492.493796777,-24845.1183718117
98543,-16260.3754249649,120125.518597581,-5322.14317261611
99882,-16260.3754249649,122758.543398385,-6616.16797342054
79448,-16260.3754249649,124351.942995178,-28643.5675702131
72603,-14535.5170438918,125945.342591971,-38806.8255480788
104592,-14535.5170438918,126241.064361275,-7113.547317383
114243,-14535.5170438918,126536.786130579,2241.73091331279
101674,-14535.5170438918,127963.416298895,-11753.8992550032
324020,-13778.0199183501,129390.046467211,208407.973451139
656162,-13778.0199183501,129376.278085859,540563.741832491
272130,-13778.0199183501,129362.509704508,156545.510213842
62341,-13778.0199183501,126494.020896789,-50375.0009784392
138205,-16044.6658519992,123625.53208907,30624.1337629288
80290,-16044.6658519992,122673.998282822,-26339.3324308224
55649,-16044.6658519992,121722.464476573,-50028.7986245735
61492,-16044.6658519992,121080.522004032,-43543.8561520323
428152,-19677.4294920524,120438.57953149,327390.849960562
249531,-19677.4294920524,119605.267027753,149603.1624643
88140,-19677.4294920524,118771.954524015,-10954.5250319626
57121,-19677.4294920524,116859.716016308,-40061.2865242558
75461,-32242.6538569955,114947.477508601,-7243.82365160584
88823,-32242.6538569955,113448.982366261,7616.67149073459
348801,-32242.6538569955,111950.48722392,269093.166633075
47743,-32242.6538569955,110541.486759339,-30555.8329023433
61952,-32572.8427505474,109132.486294757,-14607.6435442098
48576,-32572.8427505474,108527.305399161,-27378.4626486135
67042,-32572.8427505474,107922.124503565,-8307.28175301719
62936,-32572.8427505474,110128.220434783,-14619.3776842351
81061,-17145.0846016897,112334.316366,-14128.2317643108
155241,-17145.0846016897,116307.983136943,56078.1014647465
87414,-17145.0846016897,120281.649907886,-15722.5653061963
91087,-17145.0846016897,125630.199737328,-17398.1151356385
108682,-6702.40776080474,130978.74956677,-15594.3418059657
71549,-6702.40776080474,137004.923802217,-58753.5160414118
153860,-6702.40776080474,143031.098037663,17531.3097231421
177348,-6702.40776080474,151144.696551436,32905.7112093685
109826,-12634.5267713397,159258.29506521,-36797.7682938702
154088,-12634.5267713397,163270.161867444,3452.36490389597
620400,-12634.5267713397,167282.028669678,465752.498101662
154170,-12634.5267713397,169084.93370196,-2280.40693062058
298363,-21354.6845210751,170887.838734243,148829.845786832
122562,-21354.6845210751,169590.963047137,-25674.278526062
132251,-21354.6845210751,168294.087360031,-14688.402838956
152927,-21354.6845210751,165916.687873156,8364.9966479188
116204,-13882.0715160458,163539.288386281,-33453.2168702357
112599,-13882.0715160458,160088.93332242,-33607.8618063746
836861,-13882.0715160458,156638.578258559,694104.493257487
114264,-13882.0715160458,151750.365472632,-23604.293956586
122507,-14429.6050435273,146862.152686704,-9925.54764317712
475995,-14429.6050435273,141930.396149071,348494.208894456
106146,-14429.6050435273,136998.639611438,-16423.0345679111
110463,-14429.6050435273,133723.834659696,-8831.22961616867
62915,-14621.9530956973,130449.029707953,-52912.0766122562
96966,-14621.9530956973,126965.472689355,-15377.519593658
150062,-14621.9530956973,123481.915670757,41202.0374249403
78893,-14621.9530956973,119464.203013972,-25949.2499182744
99849,-16490.6118747264,115446.490357186,893.121517539941
101842,-16490.6118747264,112567.352481622,5765.25939310444
91032,-16490.6118747264,109688.214606057,-2165.60273133106
44020,-16490.6118747264,105987.25683626,-45476.644961534
60738,-21285.8244807581,102286.299066463,-20262.4745857053
86599,-21285.8244807581,96964.5125602531,10920.311920505
86477,-21285.8244807581,91642.7260540428,16120.0984267153
64076,-21285.8244807581,88600.4563666871,-3238.63188592899
49867,-22093.0140399878,85558.1866793313,-13598.1726393435
50930,-22093.0140399878,83224.95096604,-10201.9369260522
51957,-22093.0140399878,80891.7152527486,-6841.70121276085
68593,-22093.0140399878,78473.4022864228,12212.611753565
56751,-22948.1727134092,76055.089320097,3644.08339331223
55376,-22948.1727134092,75362.7899617034,2961.38275170582
50253,-22948.1727134092,74670.4906033098,-1469.31788990057
49800,-22948.1727134092,76455.4042315344,-3707.23151812515
43349,-18333.5648310369,78240.317859759,-16557.7530287221
46909,-18333.5648310369,80231.2601885969,-14988.69535756
187452,-18333.5648310369,82222.2025174348,123563.362313602
78884,-18333.5648310369,83955.0082336501,13262.5565973868
56113,-22530.1944072135,85687.8139498654,-7044.6195426519
56555,-22530.1944072135,87825.4277376167,-8740.23333040322
57368,-22530.1944072135,89963.0415253681,-10064.8471181545
53874,-22530.1944072135,91903.7833186611,-15499.5889114476
41421,-26972.1716699542,93844.5251119541,-25451.3534419998
69025,-26972.1716699542,96595.2531181932,-598.081448238983
61760,-26972.1716699542,99345.9811244324,-10613.8094544781
62083,-26972.1716699542,102177.44668973,-13122.275019776
92723,-18997.691822715,105008.912255028,6711.77956768678
81460,-18997.691822715,109281.269599984,-8823.57777726882
49809,-18997.691822715,113553.626944939,-44746.9351222244
53514,-18997.691822715,117259.422917402,-44747.7310946875
57864,-7311.60874007288,120965.218889866,-55789.6101497927
86516,-7311.60874007288,122936.784135542,-29109.1753954693
94777,-7311.60874007288,124908.349381219,-22819.7406411458
83388,-7311.60874007288,125702.028794063,-35002.42005399
117231,-8020.56429658973,126495.708206907,-1244.14391031742
68224,-8020.56429658973,122606.041415993,-46361.477119403
130394,-8020.56429658973,118716.374625078,19698.1896715113
171236,-8020.56429658973,113840.654486751,65415.9098098392
69302,-8058.54389586329,108964.934348423,-31604.3904525594
59908,-8058.54389586329,102580.470887765,-34613.9269919014
55274,-8058.54389586329,96196.0074271066,-32863.4635312434
55909,-8058.54389586329,93541.7067045905,-29574.1628087272
44865,-5446.1951103532,90887.4059820744,-40576.2108717212
56161,-5446.1951103532,88654.4925885253,-27047.2974781721
66808,-5446.1951103532,86421.5791949762,-14167.384084623
54361,-5446.1951103532,83013.7554005823,-23206.5602902291
63047,5874.33724442473,79605.9316061884,-22433.2688506131
87101,5874.33724442473,77128.706943962,4097.95581161324
55157,5874.33724442473,74651.4822817356,-25368.8195261604
46651,5874.33724442473,73846.5834992173,-33069.9207436421
40907,-900.952922223245,73041.684716699,-31233.7317944758
56422,-900.952922223245,73094.1128646234,-15771.1599424002
47574,-900.952922223245,73146.5410125478,-24671.5880903245
65331,-900.952922223245,74391.0120395715,-8159.05911734824
131799,-7003.6913375334,75635.4830665952,63167.2082709382
80982,-7003.6913375334,77284.8654609805,10700.8258765529
1130325,-7003.6913375334,78934.2478553658,1058394.44348217
39104,-7003.6913375334,80241.4785647787,-34133.7872272453
41172,2801.38428950335,81548.7092741916,-43178.0935636949
49082,2801.38428950335,82757.1927770948,-36476.5770665981
49554,2801.38428950335,83965.676279998,-37213.0605695013
56648,2801.38428950335,87300.8763895868,-33454.2606790901
56115,-2045.03200146563,90636.0764991756,-32476.0444977099
43347,-2045.03200146563,95327.3233667232,-49935.2913652576
66163,-2045.03200146563,100018.570234271,-31810.5382328053
80592,-2045.03200146563,103752.555523816,-21115.5235223506
84364,-3477.63348121,107486.540813362,-19644.9073321516
128531,-3477.63348121,109649.754886473,22358.8785947371
62044,-3477.63348121,111812.968959584,-46291.3354783741
127883,-3477.63348121,111481.516115645,19879.1173655649
74357,-4379.79268538964,111150.063271706,-32413.2705863165
763603,-4379.79268538964,109716.455472662,658266.337212727
80030,-4379.79268538964,108282.847673618,-23873.0549882286
56214,-4379.79268538964,105124.319756534,-44530.5270711442
78213,-4871.8864118967,101965.791839449,-18880.9054275527
52444,-4871.8864118967,100703.245878293,-43387.3594663968
88805,-4871.8864118967,99440.6999171376,-5763.81350524089
68373,-4871.8864118967,99390.0790707048,-26145.1926588081
56328,-8487.20222448252,99339.458224272,-34524.2559997895
69693,-8487.20222448252,97595.3578514227,-19415.1556269402
81908,-8487.20222448252,95851.2574785734,-5456.05525409087
121113,-8487.20222448252,94000.7065401548,35599.4956843277
74744,-9517.61677453241,92150.1556017363,-7888.53882720388
56265,-9517.61677453241,91424.2651592135,-25641.6483846811
66736,-9517.61677453241,90698.3747166907,-14444.7579421583
53301,-9517.61677453241,89149.7905316655,-26331.1737571331
65547,-14109.2342185417,87601.2063466402,-7944.9721280986
79585,-14109.2342185417,86897.1975540554,6797.03666448628
65164,-14109.2342185417,86193.1887614705,-6919.95454292883
50305,-14109.2342185417,85824.4281487968,-21410.1939302551
60258,-12177.1352463208,85455.6675361231,-13020.5322898023
70623,-12177.1352463208,84462.6270178517,-1662.49177153087
54094,-12177.1352463208,83469.5864995802,-17198.4512532594
52570,-12177.1352463208,82237.3573319001,-17490.2220855794
69864,3748.20404753298,81005.1281642201,-14889.332211753
