"EstimatedTransactionVolume","seasonal","trend","remainder"
0,-2045.03200146563,32345.9447422354,-30300.9127407698
700,-2045.03200146563,32435.2763345339,-29690.2443330682
0,-2045.03200146563,32524.6079268323,-30479.5759253667
0,-3477.63348121,31622.282124387,-28144.648643177
0,-3477.63348121,30719.9563219418,-27242.3228407318
650,-3477.63348121,29335.5805926645,-25207.9471114545
0,-3477.63348121,27951.2048633871,-24473.5713821771
0,-4379.79268538964,27920.1829473811,-23540.3902619915
0,-4379.79268538964,27889.1610313751,-23509.3683459855
0,-4379.79268538964,28560.5044685415,-24180.7117831519
0,-4379.79268538964,29231.847905708,-24852.0552203183
0,-4871.8864118967,29300.5221555424,-24428.6357436456
0,-4871.8864118967,29369.1964053767,-24497.30999348
0,-4871.8864118967,28929.7689322609,-24057.8825203642
1,-4871.8864118967,28490.341459145,-23617.4550472483
5000,-8487.20222448252,27318.9807624822,-13831.7785379997
0,-8487.20222448252,26147.6200658193,-17660.4178413368
0,-8487.20222448252,24555.1056864527,-16067.9034619702
0,-8487.20222448252,22962.591307086,-14475.3890826035
0,-9517.61677453241,21787.6326699922,-12270.0158954598
400,-9517.61677453241,20612.6740328984,-10695.057258366
2000,-9517.61677453241,20921.4069085682,-9403.79013403583
0,-9517.61677453241,21230.1397842381,-11712.5230097057
1300,-14109.2342185417,22119.1674799515,-6709.93326140987
0,-14109.2342185417,23008.195175665,-8898.96095712331
800,-14109.2342185417,23454.4717852252,-8545.23756668354
0,-14109.2342185417,23900.7483947854,-9791.51417624377
2150,-12177.1352463208,23456.3351922725,-9129.19994595176
0,-12177.1352463208,23011.9219897597,-10834.7867434389
0,-12177.1352463208,21150.2123616279,-8973.07711530707
500,-12177.1352463208,19288.502733496,-6611.36748717526
0,3748.20404753298,15722.9222904866,-19471.1263380195
0,3748.20404753298,12157.3418474771,-15905.5458950101
0,3748.20404753298,8872.55830133942,-12620.7623488724
200,3748.20404753298,5587.77475520175,-9135.97880273472
0,-1194.93440034211,4535.95604068356,-3341.02164034146
0,-1194.93440034211,3484.13732616537,-2289.20292582327
0,-1194.93440034211,4706.10113631898,-3511.16673597688
0,-1194.93440034211,5928.06494647259,-4733.13054613049
0,-15151.032826016,7484.41479757023,7666.6180284458
5050,-15151.032826016,9040.76464866787,11160.2681773482
0,-15151.032826016,10040.0715007126,5110.96132530342
0,-15151.032826016,11039.3783527574,4111.65447325868
0,-15731.5014423194,10794.748232484,4936.75320983538
9700,-15731.5014423194,10550.1181122107,14881.3833301087
0,-15731.5014423194,9609.2449431708,6122.2564991486
350,-15731.5014423194,8668.3717741309,7413.1296681885
0,-20850.8642037023,7399.46000371612,13451.4041999862
0,-20850.8642037023,6130.54823330133,14720.315970401
5000,-20850.8642037023,4316.82917139313,21534.0350323092
12850,-20850.8642037023,2503.11010948494,31197.7540942174
0,-22306.6899708416,109.490948738039,22197.1990221036
0,-22306.6899708416,-2284.12821200886,24590.8181828505
12250,-22306.6899708416,-5925.70541958559,40482.3953904272
0,-22306.6899708416,-9567.28262716232,31873.972598004
13000,-9578.99069869504,-12958.9874730741,35537.9781717691
0,-9578.99069869504,-16350.6923189859,25929.6830176809
500,-9578.99069869504,-18145.0689382765,28224.0596369715
1550,-9578.99069869504,-19939.4455575671,31068.4362562621
0,-9492.26750447352,-21376.1268140316,30868.3943185052
0,-9492.26750447352,-22812.8080704962,32305.0755749697
0,-9492.26750447352,-25207.2145490599,34699.4820535334
0,-9492.26750447352,-27601.6210276236,37093.8885320971
0,-13925.3052153968,-31947.7498869658,45873.0551023626
15500,-13925.3052153968,-36293.878746308,65719.1839617048
0,-13925.3052153968,-42848.4027615095,56773.7079769063
0,-13925.3052153968,-49402.926776711,63328.2319921078
0,-13026.2261986136,-54825.5742464607,67851.8004450743
0,-13026.2261986136,-60248.2217162104,73274.447914824
0,-13026.2261986136,-67038.8773029401,80065.1035015537
18000,-13026.2261986136,-73829.5328896698,104855.759088283
0,-19058.101693776,-80578.9370361392,99637.0387299152
520,-19058.101693776,-87328.3411826086,106906.442876385
0,-19058.101693776,-94880.5599261999,113938.661619976
0,-19058.101693776,-102432.778669791,121490.880363567
0,-18502.6465423145,-119409.207437588,137911.853979902
0,-18502.6465423145,-136385.636205385,154888.282747699
0,-18502.6465423145,-149418.239222061,167920.885764375
0,-18502.6465423145,-162450.842238737,180953.488781052
44350,-8755.4737923096,-173632.787722594,226738.261514903
0,-8755.4737923096,-184814.73320645,193570.206998759
0,-8755.4737923096,-192479.909441669,201235.383233979
0,-8755.4737923096,-200145.085676888,208900.559469198
0,-10838.105442909,-210804.485726295,221642.591169204
0,-10838.105442909,-221463.885775702,232301.991218611
0,-10838.105442909,-230242.885637365,241080.991080274
0,-10838.105442909,-239021.885499027,249859.990941936
0,-19548.565818992,-247700.616472972,267249.182291964
0,-19548.565818992,-256379.347446916,275927.913265908
0,-19548.565818992,-258037.657086596,277586.222905588
0,-19548.565818992,-259695.966726276,279244.532545268
10000,-20260.8486650574,-258147.169907232,288408.018572289
0,-20260.8486650574,-256598.373088187,276859.221753245
0,-20260.8486650574,-247729.269832215,267990.118497272
0,-20260.8486650574,-238860.166576242,259121.015241299
996,-19759.4604675167,-226142.466509705,246897.926977222
0,-19759.4604675167,-213424.766443169,233184.226910685
1500,-19759.4604675167,-196470.26987244,217729.730339956
2104,-19759.4604675167,-179515.773301711,201379.233769227
21,-20187.5048657717,-161514.39770265,181722.902568422
0,-20187.5048657717,-143513.02210359,163700.526969362
5200,-20187.5048657717,-127136.21235732,152523.717223092
0,-20187.5048657717,-110759.40261105,130946.907476822
32497,-21015.3504813022,-97619.5300953265,151131.880576629
5450,-21015.3504813022,-84479.6575796028,110945.008060905
851,-21015.3504813022,-72306.8368034686,94173.1872847708
201,-21015.3504813022,-60134.0160273345,81350.3665086366
1,-20389.4845447893,-50832.4313214662,71222.9158662555
50,-20389.4845447893,-41530.8466155979,61970.3311603872
0,-20389.4845447893,-32016.0308090258,52405.5153538151
50,-20389.4845447893,-22501.2150024536,42940.6995472429
0,-16269.2894938743,-12092.8530152792,28362.1425091536
0,-16269.2894938743,-1684.49102810487,17953.7805219792
0,-16269.2894938743,6684.29917770421,9584.9903161701
1,-16269.2894938743,15053.0893835133,1217.20011036101
0,-13299.6682983155,21217.3901054004,-7917.72180708492
250,-13299.6682983155,27381.6908272876,-13832.0225289721
0,-13299.6682983155,32159.1122881861,-18859.4439898706
0,-13299.6682983155,36936.5337490847,-23636.8654507692
0,-8606.93442384359,39583.5575649628,-30976.6231411192
0,-8606.93442384359,42230.5813808409,-33623.6469569973
0,-8606.93442384359,42855.1218441779,-34248.1874203343
100,-8606.93442384359,43479.6623075148,-34772.7278836713
0,-8335.35262060297,42955.5871405943,-34620.2345199913
20778,-41086.3485606286,42431.5119736738,19432.8365869548
0,-33836.1274087544,40905.4272626204,-7069.29985386597
0,-33836.1274087544,39379.342551567,-5543.21514281257
0,-33836.1274087544,38012.1546858705,-4176.02727711614
0,-33836.1274087544,36644.9668201741,-2808.83941141971
0,-28938.4789188249,36533.852536794,-7595.37361796912
0,-28938.4789188249,36422.7382534139,-7484.25933458903
0,-28938.4789188249,36265.0502946186,-7326.5713757937
10749,-28938.4789188249,36107.3623358233,3580.11658300162
6,-32307.0636915555,34810.5903683715,-2497.526676816
1,-32307.0636915555,33513.8184009197,-1205.75470936421
400,-32307.0636915555,32107.223062498,599.840629057508
201,-32307.0636915555,30700.6277240763,1807.43596747922
251,-39932.925661336,29159.4009431969,11024.5247181391
0,-39932.925661336,27618.1741623176,12314.7514990184
23,-39932.925661336,26727.6656842351,13228.2599771009
0,-39932.925661336,25837.1572061526,14095.7684551834
210,-28707.9886992673,26177.0874365271,2740.90126274021
200,-28707.9886992673,26517.0176669015,2390.97103236579
1,-28707.9886992673,26953.412691795,1755.57600747231
54,-28707.9886992673,27389.8077166884,1372.18098257884
3275,-30571.8332817201,26870.5753322537,6976.25794946636
725,-30571.8332817201,26351.342947819,4945.49033390106
200,-30571.8332817201,25037.6486949988,5734.18458672128
1850,-30571.8332817201,23723.9544421786,8697.87883954149
550,-38877.1484096521,21907.1735416054,17519.9748680468
800,-38877.1484096521,20090.3926410321,19586.75576862
1650,-38877.1484096521,18670.9530377338,21856.1953719183
2700,-38877.1484096521,17251.5134344355,24325.6349752166
0,-33210.3398697773,16891.7150452413,16318.624824536
1350,-33210.3398697773,16531.9166560471,18028.4232137301
350,-33210.3398697773,18119.6460354323,15440.693834345
13768,-33210.3398697773,19707.3754148174,27270.9644549599
1300,-38687.9608832549,21822.9623374717,18164.9985457832
802,-38687.9608832549,23938.549260126,15551.4116231289
7004,-38687.9608832549,24840.6425864873,20851.3182967675
200,-38687.9608832549,25742.7359128487,13145.2249704061
51000,-38781.3135751033,26081.7480054054,63699.5655696979
800,-38781.3135751033,26420.7600979621,13160.5534771412
8825,-38781.3135751033,26444.8530656627,21161.4605094406
2199,-38781.3135751033,26468.9460333633,14511.36754174
19500,-37913.0587201083,26149.2880231664,31263.7706969419
3065,-37913.0587201083,25829.6300129695,15148.4287071388
2014,-37913.0587201083,26276.6162690874,13650.4424510209
36500,-37913.0587201083,26723.6025252053,47689.456194903
7413,-34026.5786417192,27208.3861432968,14231.1924984224
700,-34026.5786417192,27693.1697613883,7033.40888033086
50,-34026.5786417192,27274.9651416358,6801.61350008336
1553,-34026.5786417192,26856.7605218833,8722.81811983586
19551,-19531.1720071197,25131.2685207934,13950.9034863263
50,-19531.1720071197,23405.7765197036,-3824.60451258385
5300,-19531.1720071197,21298.8880391998,3532.28396791994
700,-19531.1720071197,19191.999558696,1039.17244842373
13162,-15528.6754657411,16592.3922749147,12098.2831908263
450,-15528.6754657411,13992.7849911334,1985.89047460763
5250,-15528.6754657411,12482.8788014917,8295.79666424936
1000,-15528.6754657411,10972.97261185,5555.7028538911
2600,-24334.3520537098,11096.7089694929,15837.6430842169
250,-24334.3520537098,11220.4453271359,13363.9067265739
10300,-24334.3520537098,11762.519928646,22871.8321250638
19150,-24334.3520537098,12304.5945301561,31179.7575235537
23646,-32704.483401475,13115.6723853857,43234.8110160893
7555,-32704.483401475,13926.7502406154,26332.7331608597
9011,-32704.483401475,13699.2859768643,28016.1974246108
4000,-32704.483401475,13471.8217131132,23232.6616883618
1351,-29262.1870740547,12377.1136392871,18236.0734347676
4351,-29262.1870740547,11282.405565461,22330.7815085937
250,-29262.1870740547,11418.0653388151,18094.1217352397
1900,-29262.1870740547,11553.7251121691,19608.4619618856
1550,-21718.2353402013,12528.3347028042,10739.9006373971
7,-21718.2353402013,13502.9442934393,8222.29104676199
150,-21718.2353402013,14217.9539166086,7650.28142359272
2151,-21718.2353402013,14932.9635397779,8936.27180042345
240,-27882.3544964085,16127.1192740851,11995.2352223234
8820,-27882.3544964085,17321.2750083923,19381.0794880162
3866,-27882.3544964085,18350.6459061381,13397.7085902704
1567,-27882.3544964085,19380.0168038838,10069.3376925247
2650,-31780.5075768817,19511.4603193151,14919.0472575666
3703,-31780.5075768817,19642.9038347464,15840.6037421354
1336,-31780.5075768817,20093.9411813784,13022.5663955033
24500,-31780.5075768817,20544.9785280105,35735.5290488712
2502,-17110.4357963839,21142.1455662214,-1529.70976983747
4225,-17110.4357963839,21739.3126044322,-403.876808048299
1900,-17110.4357963839,21569.4244692869,-2558.98867290296
3650,-17110.4357963839,21399.5363341415,-639.100537757629
550,-20676.0636331847,20725.2931943867,500.770438797957
1050,-20676.0636331847,20051.0500546319,1675.01357855277
1473,-20676.0636331847,19253.3989528085,2895.6646803762
1400,-20676.0636331847,18455.747850985,3620.31578219962
1672,-37115.7054972502,17425.3218138537,21362.3836833966
2107,-37115.7054972502,16394.8957767223,22827.8097205279
4210,-37115.7054972502,15846.1593532952,25479.546143955
10305,-37115.7054972502,15297.4229298682,32123.282567382
5499,-33036.3839576537,15935.483838603,22599.9001190507
3238,-33036.3839576537,16573.5447473379,19700.8392103159
2410,-33036.3839576537,17527.9738845474,17918.4100731063
22838,-33036.3839576537,18482.403021757,37391.9809358967
10413,-19567.931806739,18773.8590554232,11207.0727513158
23619,-19567.931806739,19065.3150890894,24121.6167176496
3277,-19567.931806739,18591.3638862438,4253.5679204952
5149,-19567.931806739,18117.4126833983,6599.51912334076
45814,-19980.0011519807,17929.2562026569,47864.7449493238
7691,-19980.0011519807,17741.0997219155,9929.90143006516
7856,-19980.0011519807,17584.5793451025,10251.4218068782
8830,-19980.0011519807,17428.0589682895,11381.9421836912
9091,-21467.9721064814,17528.3203479573,13030.651758524
31926,-21467.9721064814,17628.5817276252,35765.3903788562
3945,-21467.9721064814,19156.9091313553,6256.06297512605
22122,-21467.9721064814,20685.2365350854,22904.7355713959
4588,-11901.3503342564,21783.997778157,-5294.64744390061
2816,-11901.3503342564,22882.7590212285,-8165.40868697213
7651,-11901.3503342564,23832.0460885989,-4279.69575434258
8540,-11901.3503342564,24781.3331559694,-4339.98282171302
13402,-2657.54829942622,26850.227993342,-10790.6796939158
6769,-2657.54829942622,28919.1228307146,-19492.5745312884
5428,-2657.54829942622,31199.35640974,-23113.8081103138
33252,-2657.54829942622,33479.5899887654,2429.9583106608
7679,-7517.5373552399,36274.2217864633,-21077.6844312234
2229,-7517.5373552399,39068.8535841611,-29322.3162289212
7653,-7517.5373552399,41480.5496924055,-26310.0123371656
5960,-7517.5373552399,43892.24580065,-30414.7084454101
25978,-16260.3754249649,45088.4972255652,-2850.12180060024
9500,-16260.3754249649,46284.7486504803,-20524.3732255154
37872,-16260.3754249649,46510.9087921866,7621.46663277833
3211,-16260.3754249649,46737.0689338929,-27265.6935089279
22978,-14535.5170438918,46006.5588081966,-8493.04176430478
5951,-14535.5170438918,45276.0486825002,-24789.5316386085
4850,-14535.5170438918,44424.0837506075,-25038.5667067158
9450,-14535.5170438918,43572.1188187148,-19586.601774823
20128,-13778.0199183501,44056.870163028,-10150.8502446779
12033,-13778.0199183501,44541.6215073412,-18730.6015889911
3758,-13778.0199183501,46612.6328829673,-29076.6129646172
2689,-13778.0199183501,48683.6442585934,-32216.6243402433
9621,-16044.6658519992,51348.4894532234,-25682.8236012241
7976,-16044.6658519992,54013.3346478533,-29992.6687958541
13765,-16044.6658519992,56411.3040558237,-26601.6382038244
3888,-16044.6658519992,58809.273463794,-38876.6076117948
6165,-19677.4294920524,60526.0979891756,-34683.6684971232
46229,-19677.4294920524,62242.9225145571,3663.50697749527
35646,-19677.4294920524,62764.8788048398,-7441.44931278744
