,BlockSize
2015-06-06,36533.0
2015-06-07,36587.0
2015-06-08,36637.0
2015-06-09,36696.0
2015-06-10,36779.0
2015-06-11,36845.0
2015-06-12,36910.0
2015-06-13,36974.0
2015-06-14,37031.0
2015-06-15,37102.0
2015-06-16,37168.0
2015-06-17,37251.0
2015-06-18,37317.0
2015-06-19,37396.0
2015-06-20,37466.0
2015-06-21,37518.0
2015-06-22,37596.0
2015-06-23,37680.0
2015-06-24,37740.0
2015-06-25,37796.0
2015-06-26,37858.0
2015-06-27,37919.0
2015-06-28,37977.0
2015-06-29,38041.0
2015-06-30,38122.0
2015-07-01,38212.0
2015-07-02,38283.0
2015-07-03,38356.0
2015-07-04,38418.0
2015-07-05,38473.0
2015-07-06,38550.0
2015-07-07,38664.0
2015-07-08,38779.0
2015-07-09,38875.0
2015-07-10,38983.0
2015-07-11,39085.0
2015-07-12,39190.0
2015-07-13,39299.0
2015-07-14,39397.0
2015-07-15,39504.0
2015-07-16,39596.0
2015-07-17,39696.0
2015-07-18,39795.0
2015-07-19,39888.0
2015-07-20,39960.0
2015-07-21,40024.0
2015-07-22,40101.0
2015-07-23,40158.0
2015-07-24,40219.0
2015-07-25,40277.0
2015-07-26,40330.0
2015-07-27,40414.0
2015-07-28,40485.0
2015-07-29,40606.0
2015-07-30,40712.0
2015-07-31,40820.0
2015-08-01,40943.0
2015-08-02,41012.0
2015-08-03,41078.0
2015-08-04,41182.0
2015-08-05,41286.0
2015-08-06,41397.0
2015-08-07,41481.0
2015-08-08,41538.0
2015-08-09,41588.0
2015-08-10,41659.0
2015-08-11,41726.0
2015-08-12,41789.0
2015-08-13,41853.0
2015-08-14,41911.0
2015-08-15,41970.0
2015-08-16,42022.0
2015-08-17,42082.0
2015-08-18,42148.0
2015-08-19,42214.0
2015-08-20,42273.0
2015-08-21,42334.0
2015-08-22,42393.0
2015-08-23,42448.0
2015-08-24,42516.0
2015-08-25,42583.0
2015-08-26,42647.0
2015-08-27,42706.0
2015-08-28,42770.0
2015-08-29,42828.0
2015-08-30,42878.0
2015-08-31,42943.0
2015-09-01,43021.0
2015-09-02,43122.0
2015-09-03,43212.0
2015-09-04,43262.0
2015-09-05,43334.0
2015-09-06,43392.0
2015-09-07,43457.0
2015-09-08,43546.0
2015-09-09,43646.0
2015-09-10,43770.0
2015-09-11,43882.0
2015-09-12,43977.0
2015-09-13,44065.0
2015-09-14,44176.0
2015-09-15,44289.0
2015-09-16,44393.0
2015-09-17,44490.0
2015-09-18,44578.0
2015-09-19,44638.0
2015-09-20,44695.0
2015-09-21,44768.0
2015-09-22,44848.0
2015-09-23,44923.0
2015-09-24,44991.0
2015-09-25,45063.0
2015-09-26,45128.0
2015-09-27,45189.0
2015-09-28,45261.0
2015-09-29,45336.0
2015-09-30,45418.0
2015-10-01,45487.0
2015-10-02,45555.0
2015-10-03,45621.0
2015-10-04,45676.0
2015-10-05,45737.0
2015-10-06,45806.0
2015-10-07,45897.0
2015-10-08,45992.0
2015-10-09,46069.0
2015-10-10,46162.0
2015-10-11,46250.0
2015-10-12,46328.0
2015-10-13,46405.0
2015-10-14,46479.0
2015-10-15,46571.0
2015-10-16,46652.0
2015-10-17,46737.0
2015-10-18,46810.0
2015-10-19,46895.0
2015-10-20,46972.0
2015-10-21,47065.0
2015-10-22,47147.0
2015-10-23,47227.0
2015-10-24,47306.0
2015-10-25,47384.0
2015-10-26,47460.0
2015-10-27,47544.0
2015-10-28,47622.0
2015-10-29,47710.0
2015-10-30,47800.0
2015-10-31,47878.0
2015-11-01,47963.0
2015-11-02,48049.0
2015-11-03,48153.0
2015-11-04,48272.0
2015-11-05,48386.0
2015-11-06,48477.0
2015-11-07,48565.0
2015-11-08,48644.0
2015-11-09,48733.0
2015-11-10,48813.0
2015-11-11,48912.0
2015-11-12,48991.0
2015-11-13,49073.0
2015-11-14,49153.0
2015-11-15,49226.0
2015-11-16,49310.0
2015-11-17,49398.0
2015-11-18,49490.0
2015-11-19,49572.0
2015-11-20,49654.0
2015-11-21,49739.0
2015-11-22,49808.0
2015-11-23,49896.0
2015-11-24,49975.0
2015-11-25,50056.0
2015-11-26,50148.0
2015-11-27,50233.0
2015-11-28,50322.0
2015-11-29,50393.0
2015-11-30,50492.0
2015-12-01,50594.0
2015-12-02,50692.0
2015-12-03,50787.0
2015-12-04,50869.0
2015-12-05,50973.0
2015-12-06,51071.0
2015-12-07,51169.0
2015-12-08,51275.0
2015-12-09,51388.0
2015-12-10,51501.0
2015-12-11,51606.0
2015-12-12,51720.0
2015-12-13,51816.0
2015-12-14,51934.0
2015-12-15,52047.0
2015-12-16,52160.0
2015-12-17,52267.0
2015-12-18,52368.0
2015-12-19,52472.0
2015-12-20,52566.0
2015-12-21,52679.0
2015-12-22,52789.0
2015-12-23,52901.0
2015-12-24,53009.0
2015-12-25,53096.0
2015-12-26,53184.0
2015-12-27,53273.0
2015-12-28,53367.0
2015-12-29,53467.0
2015-12-30,53564.0
2015-12-31,53647.0
2016-01-01,53710.0
2016-01-02,53789.0
2016-01-03,53867.0
2016-01-04,53962.0
2016-01-05,54067.0
2016-01-06,54160.0
2016-01-07,54257.0
2016-01-08,54366.0
2016-01-09,54462.0
2016-01-10,54552.0
2016-01-11,54660.0
2016-01-12,54763.0
2016-01-13,54864.0
2016-01-14,54961.0
2016-01-15,55057.0
2016-01-16,55162.0
2016-01-17,55265.0
2016-01-18,55381.0
2016-01-19,55493.0
2016-01-20,55619.0
2016-01-21,55731.0
2016-01-22,55850.0
2016-01-23,55959.0
2016-01-24,56058.0
2016-01-25,56170.0
2016-01-26,56293.0
2016-01-27,56405.0
2016-01-28,56525.0
2016-01-29,56637.0
2016-01-30,56750.0
2016-01-31,56843.0
2016-02-01,56968.0
2016-02-02,57103.0
2016-02-03,57224.0
2016-02-04,57341.0
2016-02-05,57455.0
2016-02-06,57579.0
2016-02-07,57700.0
2016-02-08,57821.0
2016-02-09,57946.0
2016-02-10,58066.0
2016-02-11,58188.0
2016-02-12,58293.0
2016-02-13,58395.0
2016-02-14,58497.0
2016-02-15,58608.0
2016-02-16,58717.0
2016-02-17,58833.0
2016-02-18,58945.0
2016-02-19,59052.0
2016-02-20,59169.0
2016-02-21,59274.0
2016-02-22,59385.0
2016-02-23,59505.0
2016-02-24,59615.0
2016-02-25,59736.0
2016-02-26,59849.0
2016-02-27,59946.0
2016-02-28,60050.0
2016-02-29,60171.0
2016-03-01,60285.0
2016-03-02,60427.0
2016-03-03,60549.0
2016-03-04,60676.0
2016-03-05,60798.0
2016-03-06,60889.0
2016-03-07,60990.0
2016-03-08,61088.0
2016-03-09,61206.0
2016-03-10,61318.0
2016-03-11,61420.0
2016-03-12,61507.0
2016-03-13,61581.0
2016-03-14,61691.0
2016-03-15,61796.0
2016-03-16,61903.0
2016-03-17,62004.0
2016-03-18,62105.0
2016-03-19,62196.0
2016-03-20,62290.0
2016-03-21,62388.0
2016-03-22,62496.0
2016-03-23,62595.0
2016-03-24,62697.0
2016-03-25,62789.0
2016-03-26,62878.0
2016-03-27,62971.0
2016-03-28,63077.0
2016-03-29,63195.0
2016-03-30,63323.0
2016-03-31,63427.0
2016-04-01,63527.0
2016-04-02,63650.0
2016-04-03,63756.0
2016-04-04,63865.0
2016-04-05,63981.0
2016-04-06,64091.0
2016-04-07,64197.0
2016-04-08,64300.0
2016-04-09,64402.0
2016-04-10,64500.0
2016-04-11,64613.0
2016-04-12,64733.0
2016-04-13,64847.0
2016-04-14,64970.0
2016-04-15,65078.0
2016-04-16,65179.0
2016-04-17,65278.0
2016-04-18,65383.0
2016-04-19,65496.0
2016-04-20,65613.0
2016-04-21,65722.0
2016-04-22,65834.0
2016-04-23,65931.0
2016-04-24,66023.0
2016-04-25,66133.0
2016-04-26,66251.0
2016-04-27,66367.0
2016-04-28,66486.0
