"TransactionFeesUSD","seasonal","trend","remainder"
0,575.504841472374,1409.63695075747,-1985.14179222985
0,575.504841472374,1427.2956235245,-2002.80046499687
0,575.504841472374,1444.95429629153,-2020.4591377639
0,566.354458387234,1460.8815299726,-2027.23598835984
0,566.354458387234,1476.80876365367,-2043.16322204091
0,566.354458387234,1488.14042565604,-2054.49488404328
0,566.354458387234,1499.47208765841,-2065.82654604565
0,549.194978207124,1503.7731377058,-2052.96811591292
0,549.194978207124,1508.07418775319,-2057.26916596031
0,549.194978207124,1504.16619470942,-2053.36117291655
0,549.194978207124,1500.25820166566,-2049.45317987279
0,540.196196031822,1489.81801051965,-2030.01420655147
0,540.196196031822,1479.37781937363,-2019.57401540545
0,540.196196031822,1462.0301664801,-2002.22636251192
0,540.196196031822,1444.68251358657,-1984.87870961839
0,528.702492295783,1419.79175195608,-1948.49424425186
0,528.702492295783,1394.90099032559,-1923.60348262137
0,528.702492295783,1361.69406802203,-1890.39656031781
0,528.702492295783,1328.48714571846,-1857.18963801425
0,514.40620795349,1288.22465661038,-1802.63086456387
0,514.40620795349,1247.96216750229,-1762.36837545578
0,514.40620795349,1200.17911031446,-1714.58531826795
0,514.40620795349,1152.39605312662,-1666.80226108011
0,497.61008469809,1098.14354373862,-1595.75362843671
0,497.61008469809,1043.89103435061,-1541.5011190487
0,497.61008469809,986.615591484407,-1484.2256761825
0,497.61008469809,929.340148618207,-1426.9502333163
0,486.915187621383,871.181854934808,-1358.09704255619
0,486.915187621383,813.02356125141,-1299.93874887279
0,486.915187621383,753.290697175896,-1240.20588479728
0,486.915187621383,693.557833100381,-1180.47302072176
0,480.408481134312,631.850483861064,-1112.25896499538
0,480.408481134312,570.143134621746,-1050.55161575606
0,480.408481134312,506.696606618904,-987.105087753216
0,480.408481134312,443.250078616062,-923.658559750374
0,458.766078553595,384.316875940149,-843.082954493745
0,458.766078553595,325.383673264237,-784.149751817832
0,458.766078553595,249.014479844072,-707.780558397668
0,458.766078553595,172.645286423908,-631.411364977504
0,441.233233521426,105.82114688772,-547.054380409145
0,441.233233521426,38.997007351531,-480.230240872957
0,441.233233521426,-21.9485465524615,-419.284686968964
0,441.233233521426,-82.894100456454,-358.339133064972
0,447.255681630372,-137.781110792674,-309.474570837698
0,447.255681630372,-192.668121128894,-254.587560501478
0,447.255681630372,-242.200865399582,-205.05481623079
0,447.255681630372,-291.733609670269,-155.522071960103
0,447.681635254361,-335.908607643804,-111.773027610557
0,447.681635254361,-380.083605617338,-67.5980296370227
0,447.681635254361,-423.200795445059,-24.480839809302
0,447.681635254361,-466.317985272779,18.6363500184186
0,434.67890450491,-509.105882686823,74.4269781819129
0,434.67890450491,-551.893780100867,117.214875595957
0,434.67890450491,-600.846230604104,166.167326099194
0,434.67890450491,-649.798681107342,215.119776602432
0,447.773565743082,-687.277573081366,239.504007338285
0,447.773565743082,-724.756465055391,276.982899312309
0,447.773565743082,-762.236161142016,314.462595398935
0,447.773565743082,-799.715857228642,351.94229148556
0,454.173832867622,-842.820726157216,388.646893289594
0,454.173832867622,-885.925595085789,431.751762218167
0,454.173832867622,-929.645266003777,475.471433136155
0,454.173832867622,-973.364936921766,519.191104054144
0,451.700284311241,-1015.68347181391,563.983187502664
0,451.700284311241,-1058.00200670604,606.301722394803
0,451.700284311241,-1094.68911087792,642.988826566675
0,451.700284311241,-1131.37621504979,679.675930738547
0,471.502197118761,-1158.39204108862,686.889843969857
0,471.502197118761,-1185.40786712745,713.905670008687
0,471.502197118761,-1197.25941527924,725.757218160481
0,471.502197118761,-1209.11096343104,737.608766312276
0,484.441992678388,-1204.8472839253,720.405291246917
0,484.441992678388,-1200.58360441957,716.141611741185
0,484.441992678388,-1179.81613958502,695.374146906633
0,484.441992678388,-1159.04867475047,674.60668207208
0,491.457289420713,-1128.2238876057,636.766598184983
0,491.457289420713,-1097.39910046092,605.941811040211
0,491.457289420713,-1059.32221757934,567.864928158628
0,491.457289420713,-1021.24533469776,529.788045277044
0,503.301405082111,-979.092760044351,475.79135496224
0,503.301405082111,-936.940185390946,433.638780308835
0,503.301405082111,-891.837788668308,388.536383586197
0,503.301405082111,-846.73539194567,343.433986863559
0,521.738106602036,-799.842892101956,278.10478549992
0,521.738106602036,-752.950392258242,231.212285656205
0,521.738106602036,-704.37634145139,182.638234849354
0,521.738106602036,-655.802290644538,134.064184042502
0,549.495847649804,-605.581896959851,56.0860493100474
0,549.495847649804,-555.361503275165,5.86565562536066
0,549.495847649804,-505.851350972815,-43.6444966769891
0,549.495847649804,-456.341198670465,-93.1546489793388
0,575.072571765995,-410.88624042049,-164.186331345505
0,575.072571765995,-365.431282170515,-209.641289595479
0,575.072571765995,-324.719885922178,-250.352685843817
0,575.072571765995,-284.008489673841,-291.064082092154
0,602.5232910205,-250.407110089918,-352.116180930582
0,602.5232910205,-216.805730505995,-385.717560514505
0,602.5232910205,-190.571062310451,-411.952228710049
0,602.5232910205,-164.336394114907,-438.186896905593
0,626.268139714619,-145.30029168627,-480.967848028349
0,117.861380595649,-126.264189257633,8.40280866198442
0,109.68570691612,-115.052687719683,5.36698080356216
0,109.68570691612,-103.841186181732,-5.84452073438854
0,109.68570691612,-99.7034872564282,-9.98221965969223
0,109.68570691612,-95.5657883311245,-14.1199185849959
0,103.611730085542,-95.3145005309205,-8.29722955462178
0,103.611730085542,-95.0632127307164,-8.5485173548258
0,103.611730085542,-97.1777369223917,-6.43399316315049
0,103.611730085542,-99.2922611140671,-4.31946897147516
0,96.6108074579124,-103.894384442961,7.28357698504836
0,96.6108074579124,-108.496507771854,11.885700313942
0,96.6108074579124,-113.981127782298,17.370320324386
0,96.6108074579124,-119.465747792742,22.8549403348299
0,91.7487105067132,-124.067107291937,32.3183967852234
0,91.7487105067132,-128.668466791131,36.9197562844176
0,91.7487105067132,-134.278439293756,42.5297287870427
0,91.7487105067132,-139.888411796381,48.1397012896678
0,84.7325110387176,-144.554916036436,59.8224049977183
0,84.7325110387176,-149.221420276491,64.4889092377732
0,84.7325110387176,-151.912715938722,67.1802049000041
0,84.7325110387176,-154.604011600953,69.871500562235
0,81.943101022335,-154.066268882951,72.1231678606157
0,81.943101022335,-153.528526164949,71.5854251426138
0,81.943101022335,-150.815779226499,68.872678204164
0,81.943101022335,-148.103032288049,66.1599312657141
0,83.702130169128,-142.383546700638,58.6814165315103
0,83.702130169128,-136.664061113227,52.9619309440994
0,83.702130169128,-129.198714784136,45.496584615008
0,83.702130169128,-121.733368455045,38.0312382859166
0,96.7799959268703,-113.997829642241,17.2178337153702
0,96.7799959268703,-106.262290829437,9.4822949025662
0,96.7799959268703,-100.558785674401,3.77878974753044
0,96.7799959268703,-94.855280519365,-1.92471540750532
0,110.929795390453,-92.7851334793527,-18.1446619111007
0,110.929795390453,-90.7149864393404,-20.214808951113
0,110.929795390453,-95.121697771242,-15.8080976192114
0,110.929795390453,-99.5284091031436,-11.4013862873098
0,110.134464212331,-111.879668050094,1.7452038377634
0,110.134464212331,-124.230926997045,14.0964627847142
0,110.134464212331,-141.979958992107,31.8454947797763
0,110.134464212331,-159.728990987169,49.5945267748383
0,105.419667588581,-179.169193072317,73.7495254837357
0,105.419667588581,-198.609395157465,93.1897275688834
0,105.419667588581,-220.027121845335,114.607454256754
0,105.419667588581,-241.444848533206,136.025180944625
0,106.890407097576,-263.728940998441,156.838533900865
0,106.890407097576,-286.013033463675,179.122626366099
0,106.890407097576,-307.967251434946,201.07684433737
0,106.890407097576,-329.921469406217,223.031062308641
0,123.623930031201,-354.477656456883,230.853726425682
0,123.623930031201,-379.033843507549,255.409913476348
0,123.623930031201,-405.21538807693,281.591458045728
0,123.623930031201,-431.396932646311,307.773002615109
0,131.164552763346,-456.086786646941,324.922233883595
0,131.164552763346,-480.776640647571,349.612087884226
0,131.164552763346,-502.562477327402,371.397924564056
0,131.164552763346,-524.348314007233,393.183761243887
0,129.007186639903,-540.401720039992,411.394533400089
0,129.007186639903,-556.455126072751,427.447939432848
0,129.007186639903,-568.19601404348,439.188827403577
0,129.007186639903,-579.936902014209,450.929715374306
0,156.608141619236,-583.634880770489,427.026739151253
0,156.608141619236,-587.332859526769,430.724717907532
0,156.608141619236,-586.127828347682,429.519686728446
0,156.608141619236,-584.922797168595,428.314655549359
0,157.079995722455,-578.229183193103,421.149187470648
0,157.079995722455,-571.535569217611,414.455573495156
0,157.079995722455,-562.936867877628,405.856872155173
0,157.079995722455,-554.338166537645,397.25817081519
0,128.024665568252,-543.094101836074,415.069436267822
0,128.024665568252,-531.850037134502,403.82537156625
0,128.024665568252,-519.501400574841,391.476735006589
0,128.024665568252,-507.15276401518,379.128098446928
0,148.388544699066,-495.239481180644,346.850936481578
0,148.388544699066,-483.326198346108,334.937653647042
0,148.388544699066,-473.808022368156,325.41947766909
0,148.388544699066,-464.289846390203,315.901301691137
0,169.66719693979,-458.705172475306,289.037975535517
0,169.66719693979,-453.12049856041,283.45330162062
0,169.66719693979,-452.716510552332,283.049313612543
0,169.66719693979,-452.312522544254,282.645325604465
0,161.912700444712,-457.134779334835,295.222078890122
0,161.912700444712,-461.957036125415,300.044335680703
0,161.912700444712,-471.0939946204,309.181294175688
0,161.912700444712,-480.230953115385,318.318252670672
0,155.887346304957,-494.425695513351,338.538349208394
0,155.887346304957,-508.620437911317,352.73309160636
0,155.887346304957,-527.203454209142,371.316107904185
0,155.887346304957,-545.786470506966,389.899124202009
0,166.144304979176,-567.778127652093,401.633822672917
0,166.144304979176,-589.76978479722,423.625479818044
0,166.144304979176,-612.276970347852,446.132665368676
0,166.144304979176,-634.784155898484,468.639850919308
0,165.097303202256,-654.116551673176,489.019248470919
0,165.097303202256,-673.448947447867,508.351644245611
0,165.097303202256,-687.056188233222,521.958885030966
0,165.097303202256,-700.663429018577,535.566125816321
0,145.831461527476,-706.890606288134,561.059144760658
0,145.831461527476,-713.117783557692,567.286322030215
0,145.831461527476,-711.869181850002,566.037720322526
0,145.831461527476,-710.620580142312,564.789118614836
0,128.531142960547,-701.928775553683,573.397632593136
0,128.531142960547,-693.236970965053,564.705828004506
0,128.531142960547,-675.040666803107,546.50952384256
0,128.531142960547,-656.844362641162,528.313219680615
0,130.95305488519,-623.639689655426,492.686634770237
0,130.95305488519,-590.435016669691,459.481961784502
0,130.95305488519,-546.09560409585,415.142549210661
0,130.95305488519,-501.756191522009,370.80313663682
0,134.794037097047,-435.271709168326,300.477672071279
0,134.794037097047,-368.787226814643,233.993189717596
0,134.794037097047,-227.682974583633,92.8889374865862
0,134.794037097047,-86.578722352623,-48.2153147444237
0,125.202965127383,34.2742890769603,-159.477254204344
0,125.202965127383,155.127300506544,-280.330265633927
0,125.202965127383,296.588670522086,-421.791635649469
0,125.202965127383,438.050040537628,-563.253005665011
0,108.324814128327,529.915702875263,-638.24051700359
0,108.324814128327,621.781365212898,-730.106179341225
0,108.324814128327,706.471123333937,-814.795937462264
0,108.324814128327,791.160881454976,-899.485695583303
0,100.094766637345,866.918771470061,-967.013538107406
0,100.094766637345,942.676661485145,-1042.77142812249
