"BitcoiDaysDestroyed","seasonal","trend","remainder"
1393328,678296.948666868,1806488.79531468,-1091457.74398155
3272310,678296.948666868,1782519.76254363,811493.288789498
3982593,1039628.91703561,1758550.72977258,1184413.35319181
3558624,1039628.91703561,1696636.48599328,822358.596971112
2570610,1039628.91703561,1634722.24221398,-103741.159249583
8603686,1039628.91703561,1460531.54774206,6103525.53522233
5591484,1095679.47752024,1286340.85327015,3209463.6692096
1263353,1095679.47752024,1212651.74712439,-1044978.22464463
6505257,1095679.47752024,1138962.64097862,4270614.88150114
1441619,1095679.47752024,1134515.79138691,-788576.268907155
1135469,817908.300741003,1130068.94179521,-812508.24253621
4560606,817908.300741003,1179811.03896109,2562886.6602979
2970889,817908.300741003,1229553.13612698,923427.563132016
1508497,817908.300741003,1321848.78170644,-631260.082447444
2434287,216714.130742238,1414144.4272859,803428.44197186
6624823,216714.130742238,1435922.14431508,4972186.72494269
1211888,216714.130742238,1457699.86134425,-462525.992086487
687854,216714.130742238,1442760.47342824,-971620.604170478
2623714,325196.325446035,1427821.08551223,870696.589041734
4755326,325196.325446035,1421585.94795266,3008543.72660131
791091,325196.325446035,1415350.81039309,-949456.13583912
1199161,325196.325446035,1359112.55931677,-485147.884762801
1596556,454699.843242314,1302874.30824045,-161018.15148276
2871455,454699.843242314,1259592.18217892,1157162.97457876
895149,454699.843242314,1216310.0561174,-775860.899359716
618547,454699.843242314,1201652.68916035,-1037805.53240267
6701570,166536.433440194,1186995.32220331,5348038.2443565
5997430,166536.433440194,1189150.38566309,4641743.18089671
1606610,166536.433440194,1191305.44912288,248768.117436926
1228793,166536.433440194,1336161.5373702,-273904.970810398
1023275,115190.349075158,1481017.62561753,-572932.974692687
1518191,115190.349075158,1621490.4711404,-218489.82021556
813670,115190.349075158,1761963.31666328,-1063483.66573843
3079677,115190.349075158,1896780.6525151,1067705.99840974
889486,489944.371876711,2031597.98836692,-1632056.36024363
2509289,489944.371876711,2199896.75511093,-180552.126987642
1643701,489944.371876711,2368195.52185494,-1214438.89373165
1397811,489944.371876711,2505569.3584527,-1597702.73032941
1113701,647304.302941923,2642943.19505046,-2176546.49799239
6562833,647304.302941923,2725629.14596271,3189899.55109536
3718986,647304.302941923,2808315.09687497,263366.60018311
1654156,647304.302941923,2880142.98035636,-1873291.28329829
2276381,-748457.488507708,2951970.86383776,72867.6246699467
3409898,-327306.157993221,2963885.63845403,773318.519539196
3348300,-327306.157993221,2975800.41307029,699805.744922932
2339391,-327306.157993221,2950908.37051034,-284211.212517124
1945637,-327306.157993221,2926016.3279504,-653073.16995718
3393232,-58296.6598578463,2871859.42340363,579669.236454213
2226356,-58296.6598578463,2817702.51885687,-533049.85899902
3581516,-58296.6598578463,2762774.5918351,877038.068022744
2471006,-58296.6598578463,2707846.66481334,-178544.004955491
9261642,-213642.916257114,2680763.37468289,6794521.54157422
2271629,-213642.916257114,2653680.08455244,-168408.168295326
2697420,-213642.916257114,2575901.93655024,335160.979706876
2029204,-213642.916257114,2498123.78854804,-255276.872290922
3190623,-320713.161700137,2368080.16264341,1143255.99905672
2767022,-320713.161700137,2238036.53673879,849698.624961347
1391607,-320713.161700137,2060797.59553539,-348477.433835251
3023294,-320713.161700137,1883558.65433199,1460448.50736815
993760,-73881.8904904657,1738778.38593522,-671136.495444758
867978,-73881.8904904657,1593998.11753846,-652138.227047997
1392832,-73881.8904904657,1485859.86022089,-19145.9697304247
1009730,-73881.8904904657,1377721.60290332,-294109.712412852
2267439,-231456.060109313,1309848.36128432,1189046.69882499
3500305,-231456.060109313,1241975.11966532,2489785.94044399
1722206,-231456.060109313,1240663.87854014,712998.181569174
1966085,-231456.060109313,1239352.63741495,958188.42269436
1349666,-29424.1857826606,1231829.294143,147260.891639659
1696857,-29424.1857826606,1224305.95087105,501975.23491161
1559872,-29424.1857826606,1199183.2296093,390112.956173366
1411727,-29424.1857826606,1174060.50834754,267090.677435121
2590868,203986.919863757,1180102.80658305,1206778.2735532
1305632,203986.919863757,1186145.10481855,-84500.0246823081
1824316,203986.919863757,1184413.84952475,435915.230611494
1165811,203986.919863757,1182682.59423095,-220858.514094705
2040204,-180471.049634796,1144752.71194098,1075922.33769382
1616906,-180471.049634796,1106822.82965101,690554.219983786
1191800,-180471.049634796,1077713.4493612,294557.600273593
850106,-180471.049634796,1048604.0690714,-18027.0194365996
2079160,-115053.722808274,1100832.72697381,1093380.99583446
1417483,-115053.722808274,1153061.38487622,379475.33793205
12901438,-115053.722808274,1260139.36484245,11756352.3579658
1633027,-115053.722808274,1367217.34480868,380863.377999598
29745958,-70827.8533076928,1452716.02265335,28364069.8306543
1783444,-70827.8533076928,1538214.70049803,316057.152809664
1690353,-70827.8533076928,1565527.07783394,195653.77547375
2305049,-70827.8533076928,1592839.45516986,783037.398137836
2589055,-189343.863221396,1575043.23762436,1203355.62559704
982196,-189343.863221396,1557247.02007886,-385707.156857461
1135312,-189343.863221396,1546281.34344712,-221625.480225726
1137600,-189343.863221396,1535315.66681539,-208371.80359399
1599707,34442.7926778751,1477600.08695396,87664.1203681622
1817974,34442.7926778751,1419884.50709254,363646.700229586
1953427,34442.7926778751,1376684.37917992,542299.828142204
2904644,34442.7926778751,1333484.2512673,1536716.95605482
871877,53122.1419881,1280665.8483884,-461910.990376504
1347437,53122.1419881,1227847.44550951,66467.4125023934
1645416,53122.1419881,1070113.74293481,522180.115077088
1185771,53122.1419881,912380.040360117,220268.817651783
7097686,-222593.88421986,773939.000124092,6546340.88409577
2245600,-222593.88421986,635497.959888066,1832695.92433179
3274616,-222593.88421986,576354.202273615,2920855.68194625
2074557,-222593.88421986,517210.444659164,1779940.4395607
1248054,-125232.400294294,512777.759382212,860508.640912082
1456010,-125232.400294294,508345.07410526,1072897.32618903
1343998,-125232.400294294,482755.00387404,986475.396420254
1680063,-125232.400294294,457164.93364282,1348130.46665147
1381641,-31864.4661362589,492986.411630677,920519.054505582
2248267,-31864.4661362589,528807.889618535,1751323.57651772
2234383,-31864.4661362589,639299.020815867,1626948.44532039
1072259,-31864.4661362589,749790.152013199,354333.31412306
1959196,-229826.563177173,882016.997201993,1307005.56597518
2011571,-229826.563177173,1014243.84239079,1227153.72078639
2205914,-229826.563177173,1135336.62422925,1300403.93894792
3882634,-229826.563177173,1256429.40606772,2856031.15710945
1642471,112079.173271875,1403600.88617803,126790.940550095
3890866,112079.173271875,1550772.36628834,2228014.46043979
1905569,112079.173271875,1591677.82526991,201812.001458215
2418829,112079.173271875,1632583.28425148,674166.542476644
3265569,319717.898264916,1548967.39296702,1396883.70876806
1529387,319717.898264916,1465351.50168256,-255682.399947476
3889295,319717.898264916,1381209.73256361,2188367.36917147
2230373,319717.898264916,1297067.96344467,613587.138290417
1343850,544162.395665872,1241918.26643806,-442230.662103928
1501218,544162.395665872,1186768.56943145,-229712.965097318
1823193,544162.395665872,1124001.85242343,155028.7519107
1507640,544162.395665872,1061235.13541541,-97757.5310812817
1846014,844504.513237857,1104206.29643799,-102696.80967585
15554864,844504.513237857,1147177.45746057,13563182.0293016
1360996,844504.513237857,1283278.56006014,-766787.073297996
971741,844504.513237857,1419379.6626597,-1292143.17589756
1264807,428919.226258144,1499347.55513175,-663459.781389892
4956464,428919.226258144,1579315.44760379,2948229.32613806
3051368,428919.226258144,1682476.25896387,939972.514777982
1586323,428919.226258144,1785637.07032395,-628233.296582098
4124362,483308.391201445,1941754.16900844,1699299.43979011
1802835,483308.391201445,2097871.26769293,-778344.658894375
1028625,483308.391201445,2153411.81987351,-1608095.21107496
4201922,483308.391201445,2208952.37205409,1509661.23674446
2407006,599013.482655771,2232622.94426588,-424630.426921655
3908686,599013.482655771,2256293.51647768,1053379.00086655
7157253,599013.482655771,2310818.76119245,4247420.75615178
2712908,599013.482655771,2365344.00590723,-251449.488563
1612221,746734.951130219,2407781.92108446,-1542295.87221467
2492187,746734.951130219,2450219.83626168,-704767.787391901
3175684,746734.951130219,2505193.01612961,-76243.9672598308
2184400,746734.951130219,2560166.19599754,-1122501.14712776
2241347,663072.58457081,2629111.85249257,-1050837.43706337
2042819,663072.58457081,2698057.50898759,-1318311.0935584
2443497,663072.58457081,2750021.70283041,-969597.287401216
2215558,663072.58457081,2801985.89667322,-1249500.48124403
2618295,301253.822941516,2793736.02632482,-476694.849266336
2315141,301253.822941516,2785486.15597641,-771598.978917931
2007917,301253.822941516,2713696.7718278,-1007033.59476932
2653091,301253.822941516,2641907.38767919,-290070.210620706
19537035,720233.512259966,2620715.2790374,16196086.2087026
2333965,720233.512259966,2599523.17039561,-985791.682655574
1373341,720233.512259966,2635956.86018596,-1982849.37244593
1008124,720233.512259966,2672390.54997631,-2384500.06223628
4203520,588702.707973284,2733999.51712815,880817.774898569
2179617,588702.707973284,2795608.48427998,-1204694.19225327
1864622,588702.707973284,2881096.81535792,-1605177.5233312
1945705,588702.707973284,2966585.14643586,-1609582.85440914
2342666,190038.643764324,3071269.23415289,-918641.877917211
1362277,190038.643764324,3175953.32186992,-2003714.96563424
2343484,190038.643764324,3256943.98861062,-1103498.63237494
6081933,190038.643764324,3337934.65535131,2553959.70088436
1859026,410975.087492213,3412065.57469027,-1964014.66218249
2925838,410975.087492213,3486196.49402923,-971333.581521444
2912658,410975.087492213,3666026.98982272,-1164344.07731493
2063025,410975.087492213,3845857.48561621,-2193807.57310842
1484870,325893.417458348,4062446.98386813,-2903470.40132648
17657803,325893.417458348,4279036.48212006,13052873.1004216
5559397,325893.417458348,4415803.81132959,817699.77121206
4717841,325893.417458348,4552571.14053913,-160623.557997476
1861385,561536.66294475,4697878.15249752,-3398029.81544227
4855754,561536.66294475,4843185.16445591,-548967.827400663
3347920,561536.66294475,4800051.86950768,-2013668.53245243
4121009,561536.66294475,4756918.57455944,-1197446.23750419
3054837,562069.717718056,4590401.67845726,-2097634.39617532
3155344,562069.717718056,4423884.78235509,-1830610.50007315
5480705,562069.717718056,4208936.23931282,709699.042969125
3802939,562069.717718056,3993987.69627055,-753118.413988604
1261258,-34609.4235279428,3695116.83572146,-2399249.41219352
3301470,-34609.4235279428,3396245.97517238,-60166.551644437
3236377,-34609.4235279428,3153623.24626227,117363.17726567
2278812,-34609.4235279428,2911000.51735217,-597579.093824222
2016790,306020.282073713,2740907.05267688,-1030137.33475059
1978490,306020.282073713,2570813.58800159,-898343.870075299
1695022,306020.282073713,2449215.78696801,-1060214.06904172
1270202,306020.282073713,2327617.98593444,-1363436.26800815
15009488,940431.273763731,2295445.923949,11773610.8022873
1586776,940431.273763731,2263273.86196356,-1616929.13572729
2191149,940431.273763731,2256767.88174564,-1006050.15550937
4579599,940431.273763731,2250261.90152772,1388905.82470855
2677442,482780.495532098,2197970.0116902,-3308.50722230086
3008873,482780.495532098,2145678.12185268,380414.382615219
1793527,482780.495532098,2117089.6353633,-806343.130895395
2107069,482780.495532098,2088501.14887391,-464212.644406008
1403658,96435.068334335,2096472.12191727,-789249.190251607
871671,96435.068334335,2104443.09496063,-1329207.16329497
2189550,96435.068334335,2125809.61712896,-32694.6854632921
2375955,96435.068334335,2147176.13929728,132343.792368385
2974287,320057.40773175,2229992.55823343,424237.034034817
2472316,320057.40773175,2312808.97716959,-160550.384901336
1596967,320057.40773175,2440334.5516369,-1163424.95936865
2602425,320057.40773175,2567860.12610422,-285492.533835972
1454846,182615.231852386,2661734.03496773,-1389503.26682011
2987414,182615.231852386,2755607.94383123,49190.8243163852
2800322,182615.231852386,2868241.30570203,-250534.537554417
4000836,182615.231852386,2980874.66757283,837346.10057478
4662364,55603.2834369716,3038343.16013393,1568417.5564291
2730087,55603.2834369716,3095811.65269502,-421327.936131991
1520029,55603.2834369716,3067439.40882034,-1603013.69225731
6410212,55603.2834369716,3039067.16494567,3315541.55161736
2625483,85936.6303142919,2851063.68451778,-311517.314832074
3222222,85936.6303142919,2663060.2040899,473225.165595811
1527051,85936.6303142919,2567531.46975163,-1126417.10006592
2316724,85936.6303142919,2472002.73541337,-241215.365727657
1297001,135712.372018859,2441955.66650003,-1280667.03851889
1913905,135712.372018859,2411908.59758669,-633715.969605551
1472890,135712.372018859,2444248.11397413,-1107070.48599299
1616916,135712.372018859,2476587.63036158,-995384.002380438
2198875,-41856.2241066923,2590866.54586029,-350135.321753596
2291148,-41856.2241066923,2705145.461359,-372141.237252306
2673476,-41856.2241066923,2878244.0541823,-162911.830075606
2324401,-41856.2241066923,3051342.6470056,-685085.422898906
2338224,-9224.12373698314,3245082.83739892,-897634.713661936
6281904,-9224.12373698314,3438823.02779224,2852305.09594474
2870465,-9224.12373698314,3569212.69165544,-689523.567918453
3123715,-9224.12373698314,3699602.35551863,-566663.23178165
22273956,224036.327601346,3808312.07818649,18241607.5942122
1616187,224036.327601346,3917021.80085434,-2524871.12845569
3876820,224036.327601346,4059347.63748562,-406563.965086962
15859221,224036.327601346,4201673.47411689,11433511.1982818
1841186,364582.175320994,4311866.69872784,-2835262.87404884
3741008,364582.175320994,4422059.9233388,-1045634.0986598
15404081,364582.175320994,4456281.24269552,10583217.5819835
4810063,364582.175320994,4490502.56205223,-45021.7373732235
4539221,152721.630866358,4415531.03921245,-29031.6700788056
2364798,152721.630866358,4340559.51637267,-2128483.14723902
3687205,152721.630866358,4237148.09988299,-702664.730749348
2390146,152721.630866358,4133736.68339331,-1896312.31425967
2726280,-154321.930574476,3996574.81261366,-1115972.88203918
2523647,-154321.930574476,3859412.941834,-1181444.01125952
2237551,-154321.930574476,3771288.34180861,-1379415.41123414
3695236,-154321.930574476,3683163.74178323,166394.188791251
1879028,261368.688377427,3682312.91094891,-2064653.59932633
2568552,261368.688377427,3681462.08011459,-1374278.76849202
1927607,261368.688377427,3744646.59620179,-2078408.28457922
2949976,261368.688377427,3807831.112289,-1119223.80066642
4118769,421328.09118695,3890564.96460375,-193124.055790695
2478577,421328.09118695,3973298.81691849,-1916049.90810544
3495048,421328.09118695,4054768.19528151,-981048.286468457
5087997,421328.09118695,4136237.57364452,530431.335168527
4179002,243289.020365156,4137871.40365024,-202158.424015398
2030424,243289.020365156,4139505.23365596,-2352370.25402112
3899731,243289.020365156,4031224.5718186,-374782.592183757
3497351,243289.020365156,3922943.90998124,-668881.930346398
7076636,305247.786960029,3775390.27510704,2995997.93793293
2710487,305247.786960029,3627836.64023284,-1222597.42719287
2127704,305247.786960029,3573730.88539061,-1751274.67235064
1854574,305247.786960029,3519625.13054838,-1970298.91750841
1476377,875019.070885302,3538941.35303303,-2937583.42391833
2428462,875019.070885302,3558257.57551767,-2004814.64640297
3160076,875019.070885302,3607182.31953736,-1322125.39042266
3490176,875019.070885302,3656107.06355705,-1040950.13444235
4338173,1201559.37736303,3783195.10258414,-646581.479947174
11627721,1201559.37736303,3910283.14161124,6515878.48102573
13615115,1201559.37736303,3899460.46584007,8514095.15679689
14724429,1201559.37736303,3888637.7900689,9634231.83256806
11742290,1062439.67194158,3709684.07021402,6970166.25784441
3228810,1062439.67194158,3530730.35035913,-1364360.02230071
5272495,1062439.67194158,3436276.14204097,773779.186017447
2682449,1062439.67194158,3341821.93372282,-1721812.6056644
3097632,1630753.30806577,3298216.69514176,-1831338.00320753
1708532,1630753.30806577,3254611.4565607,-3176832.76462647
1689500,1630753.30806577,3111044.3456405,-3052297.65370628
14821671,1630753.30806577,2967477.23472031,10223440.4572139
6030621,2045679.29695369,2852503.23245561,1132438.47059071
2515391,2045679.29695369,2737529.23019091,-2267817.5271446
1280245,2045679.29695369,2688778.26709284,-3454212.56404653
21148402,2045679.29695369,2640027.30399478,16462695.3990515
1628783,1732556.86719219,2674791.56270506,-2778565.42989724
1219950,1732556.86719219,2709555.82141533,-3222162.68860752
2279484,1732556.86719219,2769766.67514061,-2222839.5423328
2670006,1732556.86719219,2829977.52886588,-1892528.39605807
1393632,1254172.22026933,2913545.13611781,-2774085.35638715
3057905,1254172.22026933,2997112.74336974,-1193379.96363908
2139353,1254172.22026933,3063395.89790116,-2178215.1181705
1204829,1254172.22026933,3129679.05243258,-3179022.27270191
3990338,7401735.93903168,3184117.08231912,-6595515.0213508
21390336,7401735.93903168,3238555.11220566,10750044.9487627
1354218,7401735.93903168,3291213.39908834,-9338731.33812002
1581070,7401735.93903168,3343871.68597102,-9164537.62500269
2750128,7426080.75377073,3485443.59475146,-8161396.34852219
1350770,7426080.75377073,3627015.5035319,-9702326.25730263
3719666,7426080.75377073,4170414.27452714,-7876829.02829787
1412322,7426080.75377073,4713813.04552238,-10727571.7992931
8668494,1040068.46627444,4987082.81789935,2641342.71582621
6777806,1040068.46627444,5260352.59027631,477384.943449243
6048941,1040068.46627444,5486714.94237722,-477842.408651664
6295199,1040068.46627444,5713077.29447813,-457946.76075257
5975936,1159929.3768421,5618242.01542713,-802235.392269235
4796622,1159929.3768421,5523406.73637614,-1886714.11321824
2650154,1159929.3768421,5311542.19605195,-3821317.57289405
6508692,1159929.3768421,5099677.65572776,249084.967430137
3522175,1325791.96518504,4845192.29623141,-2648809.26141645
4132527,1325791.96518504,4590706.93673506,-1783971.9019201
3474441,1325791.96518504,4419749.52757551,-2271100.49276055
2929865,1325791.96518504,4248792.11841596,-2644719.083601
10911367,1253335.9244974,4139406.45165957,5518624.62384303
2189009,1253335.9244974,4030020.78490318,-3094347.70940058
2987961,1253335.9244974,3831569.50874038,-2096944.43323778
2866101,1253335.9244974,3633118.23257759,-2020353.15707499
4144257,1724749.97699748,3452225.46324434,-1032718.44024182
7443107,1724749.97699748,3271332.69391109,2447024.32909143
2732842,1724749.97699748,3173342.73776829,-2165250.71476577
1403860,1724749.97699748,3075352.78162548,-3396242.75862296
1774322,1778177.036264,2997171.02907403,-3001026.06533803
11110521,1778177.036264,2918989.27652258,6413354.68721341
1619555,1778177.036264,2928920.73040684,-3087542.76667084
4143772,1778177.036264,2938852.18429109,-573257.220555091
2334714,728899.384395457,3019603.21218708,-1413788.59658254
3434996,728899.384395457,3100354.24008307,-394257.624478532
1185349,728899.384395457,3149524.75131653,-2693075.13571198
6354668,728899.384395457,3198695.26254998,2427073.35305457
4197375,625686.482996305,3154938.15355481,416750.363448883
1953644,625686.482996305,3111181.04455965,-1783223.52755595
11601741,625686.482996305,3033003.61109642,7943050.90590727
4706927,625686.482996305,2954826.1776332,1126414.33937049
3143603,873559.681656598,2841885.99455077,-571842.67620737
1842021,873559.681656598,2728945.81146834,-1760484.49312494
5862916,873559.681656598,2674157.65593732,2315198.66240608
1826164,873559.681656598,2619369.50040631,-1666765.1820629
2620540,1153786.62414697,2481111.77720493,-1014358.4013519
2022041,1153786.62414697,2342854.05400356,-1474599.67815052
7404129,1153786.62414697,2238687.46137656,4011654.91447648
5007913,1153786.62414697,2134520.86874956,1719605.50710348
5700471,1455983.45338122,2140871.86885984,2103615.67775894
1346475,1455983.45338122,2147222.86897012,-2256731.32235134
2137126,1455983.45338122,2083253.12121896,-1402110.57460018
4027731,1455983.45338122,2019283.3734678,552464.173150981
3686639,877785.952364075,1983334.88544236,825518.162193566
3095946,877785.952364075,1947386.39741692,270773.650219005
3416200,877785.952364075,1916579.94479862,621834.102837302
1436767,877785.952364075,1885773.49218033,-1326792.4445444
2827474,883986.65198141,1742698.69908965,200788.648928938
2916321,883986.65198141,1599623.90599898,432710.442019613
2440659,883986.65198141,1496958.26402415,59714.0839944445
2485436,883986.65198141,1394292.62204931,207156.725969276
4491055,948957.110393779,1371510.29933042,2170587.5902758
2796632,948957.110393779,1348727.97661153,498946.912994687
1048185,948957.110393779,1348011.39021605,-1248783.50060983
3368638,948957.110393779,1347294.80382057,1072386.08578565
4882612,888048.791565499,1342098.82518671,2652464.38324779
1753493,888048.791565499,1336902.84655285,-471458.638118352
5043121,888048.791565499,1320819.30658919,2834252.90184531
3002754,888048.791565499,1304735.76662553,809969.441808967
6925545,730991.509338448,1300199.91795017,4894353.57271139
3178654,730991.509338448,1295664.0692748,1151998.42138676
2191750,730991.509338448,1289924.96300875,170833.527652807
3907579,730991.509338448,1284185.85674269,1892401.63391886
2179889,678296.948666868,1299523.2971268,202068.754206333
3121044,678296.948666868,1314860.7375109,1127886.31382223
2464723,678296.948666868,1424418.18719105,362007.864142079
2183170,678296.948666868,1533975.6368712,-29102.5855380686
3008030,1039628.91703561,1677162.73023414,291238.35273025
2224723,1039628.91703561,1820349.82359708,-635255.740632691
5359954,1039628.91703561,1873264.0323311,2447061.0506333
4499584,1039628.91703561,1926178.24106511,1533776.84189928
3872342,1095679.47752024,1936182.35884022,840480.163639538
2085482,1095679.47752024,1946186.47661533,-956383.954135569
4319586,1095679.47752024,1907638.78269541,1316267.73978435
3157935,1095679.47752024,1869091.08877549,193164.433704263
1478522,817908.300741003,1878692.46858774,-1218078.76932875
2493671,817908.300741003,1888293.8484,-212531.149140999
17834778,817908.300741003,1991144.53773455,15025725.1615244
8394451,817908.300741003,2093995.22706911,5482547.47218989
2712317,216714.130742238,2365191.30190636,130411.567351406
9363068,216714.130742238,2636387.37674361,6509966.49251416
1774420,216714.130742238,2822835.86312758,-1265129.99386982
2248202,216714.130742238,3009284.34951156,-977796.480253796
4479391,325196.325446035,3047030.88855819,1107163.78599577
4774963,325196.325446035,3084777.42760482,1364989.24694914
6824595,325196.325446035,3010709.83132279,3488688.84323117
4609420,325196.325446035,2936642.23504076,1347581.43951321
7337808,454699.843242314,2811647.47915645,4071460.67760123
2785572,454699.843242314,2686652.72327214,-355780.566514459
2830742,454699.843242314,2595927.13885424,-219884.982096555
1934277,454699.843242314,2505201.55443634,-1025624.39767865
3113418,166536.433440194,2438776.43118717,508105.135372641
3390321,166536.433440194,2372351.307938,851433.258621811
6481924,166536.433440194,2353627.26202938,3961760.30453043
3706681,166536.433440194,2334903.21612076,1205241.35043905
2410198,115190.349075158,2343820.81990737,-48813.1689825295
1127849,115190.349075158,2352738.42369399,-1340079.77276914
2316909,115190.349075158,2391880.56621196,-190161.915287119
1367122,115190.349075158,2431022.70872994,-1179091.0578051
1606864,489944.371876711,2516291.05722028,-1399371.42909699
1520708,489944.371876711,2601559.40571063,-1570795.77758734
2406201,489944.371876711,2774985.77819443,-858729.150071142
2201831,489944.371876711,2948412.15067823,-1236525.52255494
1846915,647304.302941923,3082907.51886643,-1883296.82180835
11795538,647304.302941923,3217402.88705462,7930830.81000346
2928461,647304.302941923,3277927.63888527,-996770.941827195
2053182,647304.302941923,3338452.39071593,-1932574.69365785
2940399,-748457.488507708,3340554.73878662,348301.749721092
3812690,-327306.157993221,3342657.08685731,797339.071135914
3538133,-327306.157993221,3351158.89622744,514280.26176578
1370929,-327306.157993221,3359660.70559757,-1661425.54760435
2055052,-327306.157993221,3316712.78520222,-934354.627208997
4355310,-58296.6598578463,3273764.86480686,1139841.79505098
5712860,-58296.6598578463,3261548.38728436,2509608.27257349
5207166,-58296.6598578463,3249331.90976185,2016130.750096
2662429,-58296.6598578463,3336874.02480546,-616148.36494761
2375902,-213642.916257114,3424416.13984906,-834871.223591949
3375071,-213642.916257114,3494834.66491152,93879.251345593
2975712,-213642.916257114,3565253.18997398,-375898.273716865
4157737,-213642.916257114,3626522.37342037,744857.542836747
3288830,-320713.161700137,3687791.55686675,-78248.3951666178
5076600,-320713.161700137,3832924.32518582,1564388.83651431
5034996,-320713.161700137,3978057.09350489,1377652.06819524
2898542,-320713.161700137,4323592.25571883,-1104337.09401869
2199697,-73881.8904904657,4669127.41793276,-2395548.5274423
3403001,-73881.8904904657,4911880.57213762,-1434997.68164716
13624749,-73881.8904904657,5154633.72634248,8543997.16414798
6218530,-73881.8904904657,5434081.24806987,858330.642420593
7538617,-231456.060109313,5713528.76979726,2056544.29031205
6777706,-231456.060109313,5893104.04309828,1116058.01701103
6508467,-231456.060109313,6072679.3163993,667243.743710018
11895873,-231456.060109313,6121796.73585505,6005532.32425426
4054864,-29424.1857826606,6170914.15531081,-2086625.96952815
13876541,-29424.1857826606,6477948.1990183,7428016.98676436
12158261,-29424.1857826606,6784982.2427258,5402702.94305686
13098273,-29424.1857826606,7139078.36358444,5988618.82219822
30089741,203986.919863757,7493174.48444309,22392579.5956932
13601580,203986.919863757,7643370.22209352,5754222.85804272
3216828,203986.919863757,7793565.95974395,-4780724.87960771
8514241,203986.919863757,7951680.39091841,358573.689217829
7320496,-180471.049634796,8109794.82209288,-608827.772458083
4384327,-180471.049634796,8167412.61368529,-3602614.5640505
4981165,-180471.049634796,8225030.4052777,-3063394.35564291
9066863,-180471.049634796,8156245.86522897,1091088.18440583
3998375,-115053.722808274,8087461.32518023,-3974032.60237195
10179608,-115053.722808274,7940825.51698432,2353836.20582395
3535977,-115053.722808274,7794189.70878841,-4143158.98598014
6219088,-115053.722808274,7590217.84978213,-1256076.12697386
8244990,-70827.8533076928,7386245.99077585,929571.862531839
6400894,-70827.8533076928,7168731.2726266,-697009.419318903
9950207,-70827.8533076928,6951216.55447734,3069818.29883035
17246033,-70827.8533076928,6807467.88824285,10509392.9650648
7837205,-189343.863221396,6663719.22200836,1362829.64121304
5887010,-189343.863221396,6463777.88064898,-387424.017427586
6249436,-189343.863221396,6263836.5392896,174943.323931793
6399108,-189343.863221396,6108576.74406196,479875.119159437
8342099,34442.7926778751,5953316.94883431,2354339.25848781
5461297,34442.7926778751,5834996.74882829,-408142.541506169
5059053,34442.7926778751,5716676.54882227,-692066.341500147
5223336,34442.7926778751,5589835.9254062,-400942.71808408
30992629,53122.1419881,5462995.30199014,25476511.5560218
5581467,53122.1419881,5364855.66115108,163489.196860823
6645610,53122.1419881,5266716.02031202,1325771.83769988
20746704,53122.1419881,5236769.38465611,15456812.4733558
6177637,-222593.88421986,5206822.74900021,1193408.13521965
5889036,-222593.88421986,5007568.98701271,1104060.89720715
3759036,-222593.88421986,4808315.2250252,-826685.340805343
3981903,-222593.88421986,4663019.82646566,-458522.942245802
11463803,-125232.400294294,4517724.42790612,7071310.97238817
16362552,-125232.400294294,4456880.74745276,12030903.6528415
18164723,-125232.400294294,4396037.06699939,13893918.3332949
5368543,-125232.400294294,4626346.24319438,867429.157099915
9723727,-31864.4661362589,4856655.41938937,4898936.04674689
3261583,-31864.4661362589,4940302.28641902,-1646854.82028276
5575288,-31864.4661362589,5023949.15344867,583203.312687587
7165690,-31864.4661362589,5128026.78144316,2069527.6846931
8856162,-229826.563177173,5232104.40943765,3853884.15373953
6934457,-229826.563177173,5306232.94929632,1858050.61388085
5012939,-229826.563177173,5380361.489155,-137595.925977827
5636980,-229826.563177173,5467117.61000296,399688.953174215
3499190,112079.173271875,5553873.73085092,-2166762.90412279
6179988,112079.173271875,5683479.85171645,384428.975011677
8358526,112079.173271875,5813085.97258198,2433360.85414614
6446598,112079.173271875,6430094.16206055,-95575.3353324244
10648179,319717.898264916,7047102.35153912,3281358.75019597
14193600,319717.898264916,7494498.23279899,6379383.8689361
14496356,319717.898264916,7941894.11405886,6234743.98767623
8002473,319717.898264916,8395824.38277943,-713069.281044343
11718611,544162.395665872,8849754.6515,2324693.95283413
11371172,544162.395665872,8953532.19141732,1873477.41291681
9441164,544162.395665872,9057309.73133465,-160308.127000516
10100397,544162.395665872,9084852.85811029,471381.746223839
8576370,844504.513237857,9112395.98488594,-1380530.49812379
16326590,844504.513237857,9082258.23553852,6399827.25122362
3780046,844504.513237857,9052120.48619111,-6116578.99942896
9211119,844504.513237857,9105055.01224419,-738440.525482046
26113352,428919.226258144,9157989.53829727,16526443.2354446
24086368,428919.226258144,10508657.4310005,13148791.3427413
23576222,428919.226258144,11859325.3237038,11287977.4500381
34693218,428919.226258144,12685487.4885544,21578811.2851874
9661063,483308.391201445,13511649.6534051,-4333895.04460653
9201496,483308.391201445,13762845.2921009,-5044657.68330231
15825007,483308.391201445,14014040.9307966,1327657.67800193
21890887,483308.391201445,13433545.2906661,7974033.31813249
52694515,599013.482655771,12853049.6505355,39242451.8668087
38783212,599013.482655771,12397202.6262665,25786995.8910777
