Date,BitcoinDaysDestroyedMinMonth
30/06/2010 18:15:05,390199.0
01/07/2010 18:15:05,530022.0
02/07/2010 18:15:05,1347.0
03/07/2010 18:15:05,520682.0
04/07/2010 18:15:05,19970.0
05/07/2010 18:15:05,278254.0
06/07/2010 18:15:05,316217.0
07/07/2010 18:15:05,561851.0
08/07/2010 18:15:05,192134.0
09/07/2010 18:15:05,3621.0
10/07/2010 18:15:05,38239.0
11/07/2010 18:15:05,164880.0
12/07/2010 18:15:05,1804262.0
13/07/2010 18:15:05,3080.0
14/07/2010 18:15:05,171118.0
15/07/2010 18:15:05,2649991.0
16/07/2010 18:15:05,351002.0
17/07/2010 18:15:05,516484.0
18/07/2010 18:15:05,1321870.0
19/07/2010 18:15:05,520243.0
20/07/2010 18:15:05,10608.0
21/07/2010 18:15:05,740623.0
22/07/2010 18:15:05,122228.0
23/07/2010 18:15:05,361867.0
24/07/2010 18:15:05,2249888.0
25/07/2010 18:15:05,551995.0
26/07/2010 18:15:05,370258.0
27/07/2010 18:15:05,5024592.0
28/07/2010 18:15:05,1264061.0
29/07/2010 18:15:05,82639.0
30/07/2010 18:15:05,49585.0
31/07/2010 18:15:05,463277.0
01/08/2010 18:15:05,522797.0
02/08/2010 18:15:05,0.0
03/08/2010 18:15:05,268092.0
04/08/2010 18:15:05,795463.0
05/08/2010 18:15:05,1752.0
06/08/2010 18:15:05,40218.0
07/08/2010 18:15:05,425585.0
08/08/2010 18:15:05,751189.0
09/08/2010 18:15:05,600217.0
10/08/2010 18:15:05,192537.0
11/08/2010 18:15:05,387899.0
12/08/2010 18:15:05,196702.0
13/08/2010 18:15:05,335811.0
14/08/2010 18:15:05,35929.0
15/08/2010 18:15:05,140500.0
16/08/2010 18:15:05,14930.0
17/08/2010 18:15:05,193001.0
18/08/2010 18:15:05,279965.0
19/08/2010 18:15:05,127761.0
20/08/2010 18:15:05,69038.0
21/08/2010 18:15:05,104817.0
22/08/2010 18:15:05,767300.0
23/08/2010 18:15:05,3182.0
24/08/2010 18:15:05,60172.0
25/08/2010 18:15:05,9736.0
26/08/2010 18:15:05,7496.0
27/08/2010 18:15:05,246356.0
28/08/2010 18:15:05,21404.0
29/08/2010 18:15:05,31983.0
30/08/2010 18:15:05,49981.0
31/08/2010 18:15:05,809016.0
01/09/2010 18:15:05,24090.0
02/09/2010 18:15:05,95390.0
03/09/2010 18:15:05,287140.0
04/09/2010 18:15:05,27718.0
05/09/2010 18:15:05,1990148.0
06/09/2010 18:15:05,218690.0
07/09/2010 18:15:05,298643.0
08/09/2010 18:15:05,37355.0
09/09/2010 18:15:05,846634.0
10/09/2010 18:15:05,31781.0
11/09/2010 18:15:05,4758.0
12/09/2010 18:15:05,40515.0
13/09/2010 18:15:05,265631.0
14/09/2010 18:15:05,94803.0
15/09/2010 18:15:05,670149.0
16/09/2010 18:15:05,278482.0
17/09/2010 18:15:05,798827.0
18/09/2010 18:15:05,10008834
19/09/2010 18:15:05,72211.0
20/09/2010 18:15:05,170113.0
21/09/2010 18:15:05,48619.0
22/09/2010 18:15:05,220714.0
23/09/2010 18:15:05,266125.0
24/09/2010 18:15:05,84840.0
25/09/2010 18:15:05,4040.0
26/09/2010 18:15:05,330236.0
27/09/2010 18:15:05,87385.0
28/09/2010 18:15:05,3157300.0
29/09/2010 18:15:05,19654379
30/09/2010 18:15:05,104501.0
01/10/2010 18:15:05,7489610.0
02/10/2010 18:15:05,606609.0
03/10/2010 18:15:05,10739947
04/10/2010 18:15:05,805004.0
05/10/2010 18:15:05,5755835.0
06/10/2010 18:15:05,80640.0
07/10/2010 18:15:05,314350.0
08/10/2010 18:15:05,1936468.0
09/10/2010 18:15:05,933282.0
10/10/2010 18:15:05,1044274.0
11/10/2010 18:15:05,375533.0
12/10/2010 18:15:05,300480.0
13/10/2010 18:15:05,15912.0
14/10/2010 18:15:05,4097438.0
15/10/2010 18:15:05,1306689.0
16/10/2010 18:15:05,3713250.0
17/10/2010 18:15:05,408672.0
18/10/2010 18:15:05,34744.0
19/10/2010 18:15:05,31564.0
20/10/2010 18:15:05,199434.0
21/10/2010 18:15:05,529699.0
22/10/2010 18:15:05,15933.0
23/10/2010 18:15:05,683236.0
24/10/2010 18:15:05,769981.0
25/10/2010 18:15:05,154458.0
26/10/2010 18:15:05,680766.0
27/10/2010 18:15:05,630460.0
28/10/2010 18:15:05,200395.0
29/10/2010 18:15:05,1790290.0
30/10/2010 18:15:05,837579.0
31/10/2010 18:15:05,187362.0
01/11/2010 18:15:05,494169.0
02/11/2010 18:15:05,789828.0
03/11/2010 18:15:05,16814.0
04/11/2010 18:15:05,948112.0
05/11/2010 18:15:05,487817.0
06/11/2010 18:15:05,7201626.0
07/11/2010 18:15:05,31995.0
08/11/2010 18:15:05,4229599.0
09/11/2010 18:15:05,744498.0
10/11/2010 18:15:05,5790.0
11/11/2010 18:15:05,36883.0
12/11/2010 18:15:05,23987.0
13/11/2010 18:15:05,514021.0
14/11/2010 18:15:05,872620.0
15/11/2010 18:15:05,265125.0
16/11/2010 18:15:05,9333791.0
17/11/2010 18:15:05,16298.0
18/11/2010 18:15:05,67938.0
19/11/2010 18:15:05,92342.0
20/11/2010 18:15:05,983302.0
21/11/2010 18:15:05,251922.0
22/11/2010 18:15:05,48956.0
23/11/2010 18:15:05,591942.0
24/11/2010 18:15:05,33602.0
25/11/2010 18:15:05,1439526.0
26/11/2010 18:15:05,481339.0
27/11/2010 18:15:05,382379.0
28/11/2010 18:15:05,166581.0
29/11/2010 18:15:05,82035.0
30/11/2010 18:15:05,169542.0
01/12/2010 18:15:05,608551.0
02/12/2010 18:15:05,2269678.0
03/12/2010 18:15:05,74347.0
04/12/2010 18:15:05,143168.0
05/12/2010 18:15:05,469296.0
06/12/2010 18:15:05,2626700.0
07/12/2010 18:15:05,1110513.0
08/12/2010 18:15:05,865624.0
09/12/2010 18:15:05,274136.0
10/12/2010 18:15:05,394245.0
11/12/2010 18:15:05,647762.0
12/12/2010 18:15:05,182036.0
13/12/2010 18:15:05,1054380.0
14/12/2010 18:15:05,303284.0
15/12/2010 18:15:05,663451.0
16/12/2010 18:15:05,103840.0
17/12/2010 18:15:05,80977.0
18/12/2010 18:15:05,419472.0
19/12/2010 18:15:05,118880.0
20/12/2010 18:15:05,353730.0
21/12/2010 18:15:05,2725120.0
