"TxTradeRatio","seasonal","trend","remainder"
0,0.0568890040127915,-0.000560934621213425,-0.056328069391578
0,-0.266428946535961,0.339180239739253,-0.0727512932032915
0,-0.266428946535961,0.678921414099719,-0.412492467563758
0,-0.266428946535961,0.999500582960082,-0.733071636424121
0,-0.266428946535961,1.32007975182045,-1.05365080528448
0,-0.765928584808067,1.62798543883465,-0.862056854026578
0,-0.765928584808067,1.93589112584885,-1.16996254104078
0,-0.765928584808067,2.16291686635039,-1.39698828154232
0,-0.765928584808067,2.38994260685193,-1.62401402204386
0,-1.58575288420534,2.46927671244057,-0.883523828235231
0,-1.58575288420534,2.54861081802921,-0.962857933823872
0,-1.58575288420534,2.54778310449562,-0.962030220290281
0,-1.58575288420534,2.54695539096203,-0.961202506756691
0,-1.66827253418047,2.48569293914087,-0.817420404960407
0,-1.66827253418047,2.42443048731972,-0.756157953139253
0,-1.66827253418047,2.31369598964441,-0.645423455463942
0,-1.66827253418047,2.2029614919691,-0.534688957788632
0,-2.16177365327993,2.07246791665458,0.0893057366253469
0,-2.16177365327993,1.94197434134007,0.219799311939862
0,-2.16177365327993,1.84208877958892,0.319684873691013
0,-2.16177365327993,1.74220321783777,0.419570435442164
0,-2.58172294939709,1.63244280690416,0.949280142492925
0,-2.58172294939709,1.52268239597056,1.05904055342653
0,-2.58172294939709,1.43283179987119,1.14889114952589
0,-2.58172294939709,1.34298120377183,1.23874174562526
0,-2.44910188037795,1.23428760448708,1.21481427589086
0,-2.44910188037795,1.12559400520233,1.32350787517561
0,-2.44910188037795,0.937184261249641,1.5119176191283
0,-2.44910188037795,0.74877451729695,1.700327363081
0,-2.69610399613305,0.56089517493037,2.13520882120268
0,-2.69610399613305,0.37301583256379,2.32308816356926
0,-2.69610399613305,0.246090750923185,2.45001324520986
0,-2.69610399613305,0.119165669282579,2.57693832685047
0,-2.65292562067283,0.0829526193580575,2.56997300131477
0,-2.65292562067283,0.0467395694335355,2.60618605123929
0,-2.65292562067283,0.0810461836324735,2.57187943704036
0,-2.65292562067283,0.115352797831411,2.53757282284142
0,-2.67903030514084,0.159507736399899,2.51952256874094
0,-2.67903030514084,0.203662674968386,2.47536763017246
0,-2.67903030514084,0.236418224746577,2.44261208039427
0,-2.67903030514084,0.269173774524768,2.40985653061607
0,-2.48449937685382,0.224181280314495,2.26031809653932
0,-2.48449937685382,0.179188786104223,2.3053105907496
0,-2.48449937685382,0.0887288659237568,2.39577051093006
0,-2.48449937685382,-0.00173105425670887,2.48623043111053
0,-2.50847278226248,-0.138632390177649,2.64710517244013
0,-2.50847278226248,-0.275533726098589,2.78400650836107
0,-2.50847278226248,-0.468448609334068,2.97692139159655
0,-2.50847278226248,-0.661363492569547,3.16983627483203
0,-2.68160688754108,-0.883971376452963,3.56557826399404
0,-2.68160688754108,-1.10657926033638,3.78818614787745
0,-2.68160688754108,-1.39570693348711,4.07731382102819
0,-2.68160688754108,-1.68483460663784,4.36644149417892
0,-2.47692682964367,-2.01942477231597,4.49635160195965
0,-2.47692682964367,-2.3540149379941,4.83094176763778
0,-2.47692682964367,-2.69894783264026,5.17587466228393
0,-2.47692682964367,-3.04388072728642,5.52080755693009
0,-2.42606460363999,-3.37335871126658,5.79942331490657
0,-2.42606460363999,-3.70283669524674,6.12890129888674
0,-2.42606460363999,-3.94621554386032,6.37228014750032
0,-2.42606460363999,-4.1895943924739,6.6156589961139
0,-2.26826324974033,-4.34188044367217,6.6101436934125
0,-2.26826324974033,-4.49416649487043,6.76242974461076
0,-2.26826324974033,-4.64370167986474,6.91196492960507
0,-2.26826324974033,-4.79323686485905,7.06150011459938
0,-1.97570019864347,-4.93057849987444,6.90627869851791
0,-1.97570019864347,-5.06792013488983,7.04362033353329
0,-1.97570019864347,-5.26713157395492,7.24283177259839
0,-1.97570019864347,-5.46634301302002,7.44204321166349
0,-1.83683891687689,-5.70506126598246,7.54190018285935
0,-1.83683891687689,-5.9437795189449,7.78061843582179
0,-1.83683891687689,-6.07069243828293,7.90753135515982
0,-1.83683891687689,-6.19760535762096,8.03444427449785
0,-1.85857418729924,-6.19967158011458,8.05824576741383
0,-1.85857418729924,-6.20173780260821,8.06031198990745
0,-1.85857418729924,-6.13052511987586,7.9890993071751
0,-1.85857418729924,-6.0593124371435,7.91788662444275
0,-0.920245685445747,-5.95527313766468,6.87551882311043
0,-0.920245685445747,-5.85123383818586,6.77147952363161
0,-0.920245685445747,-5.81388675295975,6.7341324384055
0,-0.920245685445747,-5.77653966773365,6.69678535317939
0,-0.847347960416372,-5.85932149843998,6.70666945885635
0,-0.847347960416372,-5.94210332914631,6.78945128956268
0,-0.847347960416372,-6.04930744467131,6.89665540508768
0,-0.847347960416372,-6.15651156019631,7.00385952061268
0,-2.0816678045173,-6.17198367479943,8.25365147931673
0,-2.0816678045173,-6.18745578940255,8.26912359391985
0,-2.0816678045173,-6.1419672202282,8.22363502474551
0,-2.0816678045173,-6.09647865105386,8.17814645557116
0,-2.15717118458321,-6.08484255103866,8.24201373562187
0,-2.15717118458321,-6.07320645102346,8.23037763560667
0,-2.15717118458321,-6.04619719968795,8.20336838427116
0,-2.15717118458321,-6.01918794835245,8.17635913293566
0,-1.40881212624794,-5.99876144894232,7.40757357519026
0,-1.40881212624794,-5.97833494953218,7.38714707578012
0,-1.40881212624794,-5.83910102536612,7.24791315161406
0,-1.40881212624794,-5.69986710120006,7.108679227448
0,-0.679746503998064,-5.39828957873443,6.07803608273249
0,-0.679746503998064,-5.09671205626879,5.77645856026686
0,-0.679746503998064,-4.76173519666674,5.4414817006648
0,-0.679746503998064,-4.42675833706468,5.10650484106275
0,-0.991669801655263,-4.1768988532138,5.16856865486906
0,-0.991669801655263,-3.92703936936292,4.91870917101818
0,-0.991669801655263,-3.6822118774487,4.67388167910396
0,-0.991669801655263,-3.43738438553448,4.42905418718974
0,-1.28167631210348,-3.20070043756914,4.48237674967262
0,-1.28167631210348,-2.9640164896038,4.24569280170728
0,-1.28167631210348,-2.66599081692922,3.9476671290327
0,-1.28167631210348,-2.36796514425464,3.64964145635812
0,-0.921367593518939,-1.91200042484685,2.83336801836579
0,-0.921367593518939,-1.45603570543906,2.377403298958
0,-0.921367593518939,-1.15613566023653,2.07750325375547
0,-0.921367593518939,-0.856235615034003,1.77760320855294
0,-0.325417434973186,-0.58012502088166,0.905542455854846
0,-0.325417434973186,-0.304014426729317,0.629431861702503
0,-0.325417434973186,-0.0726891628881478,0.398106597861333
0,-0.325417434973186,0.158636100953022,0.166781334020164
0,-0.0696265966164572,0.350163129830712,-0.280536533214254
0,-0.0696265966164572,0.541690158708402,-0.472063562091944
0,-0.0696265966164572,0.738547709102825,-0.668921112486368
0,-0.0696265966164572,0.935405259497249,-0.865778662880792
0,0.167166828627002,1.11598076855125,-1.28314759717825
0,0.167166828627002,1.29655627760524,-1.46372310623224
0,0.167166828627002,1.40327660022936,-1.57044342885637
0,0.167166828627002,1.50999692285348,-1.67716375148049
0,0.00637450584860871,1.51259277849395,-1.51896728434256
0,0.00637450584860871,1.51518863413441,-1.52156313998302
0,0.00637450584860871,1.40983110177587,-1.41620560762448
0,0.00637450584860871,1.30447356941732,-1.31084807526593
0,0.217923987313857,1.20670849608324,-1.4246324833971
0,0.217923987313856,1.10894342274916,-1.32686741006302
0,0.217923987313856,1.05783174954369,-1.27575573685754
0,0.217923987313856,1.00672007633821,-1.22464406365207
0,0.616266088917314,0.957967286672457,-1.57423337558977
0,0.616266088917314,0.9092144970067,-1.52548058592401
0,0.616266088917314,0.912181781572088,-1.5284478704894
0,0.616266088917314,0.915149066137476,-1.53141515505479
0,0.0142503291714768,0.959479205684927,-0.973729534856404
