"MarketCap","seasonal","trend","remainder"
0,212203856.878739,304259915.263654,-516463772.142393
0,212089987.989401,313996737.919228,-526086725.908629
0,211956950.644438,323316522.212272,-535273472.85671
0,211869938.272619,332636306.505315,-544506244.777934
0,214606214.132701,341338986.371315,-555945200.504016
0,214492475.432687,350041666.237315,-564534141.670002
0,214359429.15182,357854890.140443,-572214319.292263
0,214272243.399204,365668114.043571,-579940357.442775
0,217643191.435774,372239776.314542,-589882967.750316
0,217529582.925083,378811438.585514,-596341021.510597
0,217396527.708312,383956924.213472,-601353451.921784
0,217309168.574899,389102409.841431,-606411578.41633
0,222274795.315541,393415584.887735,-615690380.203276
0,222161316.994174,397728759.934039,-619890076.928213
0,222028252.841499,401558438.843976,-623586691.685475
0,221940720.327289,405388117.753914,-627328838.081203
0,228828242.238432,409172673.935771,-638000916.174202
0,228714894.106388,412957230.117627,-641672124.224015
0,228581821.017809,417149911.732029,-645731732.749838
0,228494115.122802,421342593.34643,-649836708.469233
0,234512206.325432,425921796.627476,-660434002.952908
0,234398988.382712,430500999.908522,-664899988.291234
0,234265906.358229,435479318.888406,-669745225.246634
0,234178027.082426,440457637.868289,-674635664.950715
0,238361077.96333,445773426.587242,-684134504.550572
0,238247990.209934,451089215.306194,-689337205.516128
0,238114899.249546,456642016.345851,-694756915.595397
0,238026846.592946,462194817.385508,-700221663.978455
0,242694387.361215,467817496.652122,-710511884.013337
0,242581429.797142,473440175.918736,-716021605.715877
0,242448329.90085,479267103.454743,-721715433.355593
0,242360103.863454,485094030.990751,-727454134.854204
0,246789652.643678,491368707.91454,-738158360.558218
0,246676825.268929,497643384.83833,-744320210.107259
0,246543716.436733,504195239.763153,-750738956.199886
0,246455317.01854,510747094.687976,-757202411.706516
0,250955335.572121,517296402.022266,-768251737.594387
0,250842638.386696,523845709.356556,-774688347.743251
0,250709520.618596,530133936.846455,-780843457.46505
0,250620947.819606,536422164.336353,-787043112.155959
0,252633041.031157,542208442.941747,-794841483.972904
0,252520474.035055,547994721.54714,-800515195.582195
0,252387347.331051,553070996.099556,-805458343.430607
0,252298601.151264,558147270.651972,-810445871.803236
0,250140323.016434,562453501.859663,-812593824.876096
0,250027886.209655,566759733.067354,-816787619.277009
0,249894750.569747,570283860.941782,-820178611.511529
0,249805831.009163,573807988.816211,-823613819.825374
0,248709573.09347,575932121.764433,-824641694.857903
0,248597266.476015,578056254.712654,-826653521.18867
0,248464121.900203,578276986.51899,-826741108.419194
0,248375028.958823,578497718.325326,-826872747.284149
0,248896668.945872,576589856.245123,-825486525.190995
0,248784492.51774,574681994.16492,-823466486.68266
0,248651339.006024,570319134.705436,-818970473.71146
0,248562072.683847,565956275.245951,-814518347.929798
0,248250900.533457,559259687.052544,-807510587.586001
0,248138854.294649,552563098.859137,-800701953.153786
0,248005691.847028,544008045.127456,-792013736.974485
0,247916252.144055,535452991.395775,-783369243.53983
0,244682240.754739,525440601.426983,-770122842.181722
0,244570330.392682,515428211.458191,-759998541.850874
0,244437159.009158,504074412.938753,-748511571.947912
0,244347545.925387,492720614.419316,-737068160.344703
0,238986755.636358,480383862.599736,-719370618.236095
0,238874981.151053,468047110.780157,-706922091.93121
0,238741800.831625,455009893.201074,-693751694.032699
0,238652014.367057,441972675.621991,-680624689.989048
0,234086545.055674,428320598.266832,-662407143.322506
0,233974906.447121,414668520.911673,-648643427.358793
0,233841717.191788,399861070.555203,-633702787.746991
0,233751757.346424,385053620.198734,-618805377.545158
0,227020896.651914,368238584.492488,-595259481.144402
0,226909393.920111,351423548.786242,-578332942.706353
0,226776195.728875,332423851.393797,-559200047.122672
0,226686062.597714,313424154.001352,-540110216.599066
0,218796351.874764,294530947.676877,-513327299.55164
0,218684985.019713,275637741.352402,-494322726.372115
0,218551777.892572,260748776.692682,-479300554.585254
0,218461471.475614,245859812.032963,-464321283.508577
0,209029183.131122,233867587.196093,-442896770.327215
0,208917952.152823,221875362.359223,-430793314.512046
0,208784736.089778,211160463.583263,-419945199.673041
0,208694256.387023,200445564.807302,-409139821.194325
0,200208362.629646,191051098.683028,-391259461.312674
0,200097267.528098,181656632.558753,-381753900.086851
0,199964042.529149,94487171.3947913,-294451213.923941
0,199873389.540598,7317710.23082913,-207191099.771427
0,192841063.233478,-94619732.7823512,-98221330.4511272
0,192730104.008682,-196557175.795532,3827071.7868498
0,192596870.073829,-227609006.391332,35012136.3175031
0,192506043.79948,-258660836.987132,66154793.1876522
0,184606620.234245,-271102754.859958,86496134.6257133
0,184495796.886199,-283544672.732784,99048875.8465843
0,184362561.994085,-287334957.778844,102972395.784758
0,184271554.455297,-291125242.824903,106853688.369606
0,175360914.797582,-315086195.468341,139725280.670758
0,175250227.326289,-339047148.111778,163796920.78549
0,175116991.476913,-521529110.425334,346412118.948421
0,175025802.673685,-704011072.738889,528985270.065204
0,167741475.673674,-857276665.404642,689535189.730969
0,167630924.079131,-1010542258.0704,842911333.991265
0,167497687.272494,-1023584334.45154,856086647.179042
0,167406317.204827,-1036626410.83268,869220093.627848
0,160213553.643317,-1039982189.43133,879768635.788011
0,160103137.925526,-1043337968.02998,883234830.104456
0,159969900.161628,-1044791682.14776,884821781.986136
0,159878348.829521,-1046245396.26554,886367047.436024
0,151787872.998102,-1048238822.29555,896450949.297452
0,151677593.157062,-1050232248.32556,898554655.168501
0,151544354.435902,-1047996567.66957,896452213.233667
0,151452621.839356,-1045760887.01358,894308265.17422
0,144775073.234047,-1041326425.93224,896551352.698192
0,144664929.269759,-1036891964.8509,892227035.581143
0,144531689.591338,-1029854609.60802,885322920.016678
0,144439775.730352,-1022817254.36513,878377478.634778
0,135786643.303187,-1013802137.73291,878015494.429728
0,135676635.215651,-1004787021.1007,869110385.88505
0,135543394.579968,-992390167.122532,856846772.542564
0,135451299.454542,-979993313.144364,844542013.689821
0,129982357.029971,-963429323.073998,833446966.044027
0,129872484.819186,-946865333.003632,816992848.184447
0,129739243.226241,-921187549.291352,791448306.06511
0,129646966.836376,-895509765.579071,765862798.742694
0,122993177.629909,-873239710.320863,750246532.690954
0,122883441.295875,-850969655.062656,728086213.766781
0,122750198.745669,-825361816.97347,702611618.227801
0,122657741.091365,-799753978.884285,677096237.792921
0,117262023.780726,-783593635.247953,666331611.467227
0,117152423.323443,-767433291.61162,650280868.288177
0,117019179.815976,-754471259.106175,637452079.290199
0,116926540.897232,-741509226.60073,624582685.703498
0,114586556.701938,-728624358.554765,614037801.852827
0,114477092.121407,-715739490.508801,601262398.387394
0,114343847.656678,-703487874.601521,589144026.944843
0,114251027.473495,-691236258.694242,576985231.220747
0,109293681.733996,-679247030.380657,569953348.646661
0,109184353.030217,-667257802.067073,558073449.036856
0,109051107.608227,-655288297.766609,546237190.158383
0,108958106.160604,-643318793.466146,534360687.305543
0,107527762.461876,-631081554.116131,523553791.654254
0,624919007.373776,-618844314.766115,-6074692.60766089
0,614200755.258431,-606243726.197782,-7957029.06064963
0,614079774.881743,-593643137.629449,-20436637.2522943
0,613948162.79195,-580565210.178486,-33382952.6134638
0,613869937.252024,-567487282.727524,-46382654.5245003
0,602466688.491175,-554071301.140693,-48395387.350482
0,602345832.87609,-540655319.553862,-61690513.3222276
0,602214163.596426,-527237440.788977,-74976722.8074487
0,602135812.864342,-513819562.024091,-88316250.840251
0,588320563.892156,-500710572.541605,-87609991.3505508
0,588199833.038674,-487601583.05912,-100598249.979555
0,588068106.569138,-475078228.174136,-112989878.395002
0,587989630.644897,-462554873.289153,-125434757.355745
0,574599494.148583,-450796263.066923,-123803231.08166
0,574478888.056705,-439037652.844693,-135441235.212011
0,574347104.397297,-428088765.371418,-146258339.025879
0,574268503.280899,-417139877.898143,-157128625.382756
0,562986016.777054,-406853217.859497,-156132798.917558
0,562865535.446779,-396566557.820851,-166298977.625928
0,562733694.597499,-386621911.255067,-176111783.342432
0,562654968.288944,-376677264.689284,-185977703.59966
0,549040368.667145,-367011967.039536,-182028401.62761
0,548920012.098473,-357346669.389787,-191573342.708686
0,548788142.534137,-348070883.593177,-200717258.940959
0,548709262.558609,-338795097.796567,-209914164.762042
0,533977603.537211,-329718710.571066,-204258892.966145
0,533857371.730143,-320642323.345565,-213215048.384577
0,533725473.450749,-311729490.961931,-221995982.488817
0,533646439.80825,-302816658.578297,-230829781.229952
0,520646786.64305,-294045701.245965,-226601085.397084
0,520526679.597584,-285274743.913633,-235251935.683951
0,520394752.603133,-276577845.969348,-243816906.633785
0,520315565.293662,-267880948.025063,-252434617.268599
0,506361751.225695,-259566519.059671,-246795232.166025
0,506241768.941833,-251252090.094278,-254989678.847555
0,506109813.232325,-243835749.449024,-262274063.7833
0,506030472.255882,-236419408.80377,-269611063.452112
0,492692646.433394,-230133575.129332,-262559071.304062
0,492572788.911135,-223847741.454894,-268725047.456242
0,492440804.486569,-218558168.373702,-273882636.112867
0,492361309.843155,-213268595.29251,-279092714.550645
0,480446171.603016,-208845738.789546,-271600432.81347
0,480326438.84236,-204422882.286581,-275903556.555779
0,480194425.702737,-201146319.065417,-279048106.63732
0,480114777.392351,-197869755.844253,-282245021.548097
0,467934551.272544,-195821740.832768,-272112810.439776
0,467814943.273492,-193773725.821282,-274041217.452209
0,467682901.418811,-192879877.485602,-274803023.933209
0,467603099.441453,-191986029.149921,-275617070.291532
0,456296770.878208,-192371912.259016,-263924858.619191
0,456177287.640759,-192757795.368112,-263419492.272647
0,456045217.071021,-194407442.245402,-261637774.825619
0,455965261.426691,-196057089.122691,-259908172.304
0,444057330.240436,-198671566.571473,-245385763.668963
0,443937971.764591,-201286044.020255,-242651927.744336
0,443805872.479795,-204767429.809579,-239038442.670216
0,443725763.168494,-208248815.598903,-235476947.569591
0,432433793.616547,-212513399.058338,-219920394.558209
0,432314559.902305,-216777982.517772,-215536577.384532
0,432182431.902452,-221253778.159329,-210928653.743122
0,432102168.924179,-225729573.800886,-206372595.123292
0,421721260.204385,-230063628.394695,-191657631.80969
0,421602151.251746,-234397682.988504,-187204468.263243
0,421469994.536836,-238051602.588227,-183418391.948609
0,421389577.891591,-241705522.18795,-179684055.703641
0,410501324.354328,-243987310.36722,-166514013.987108
0,410382340.163292,-246269098.546489,-164113241.616803
0,410250154.733325,-246847560.341107,-163402594.392217
0,410169584.421108,-247426022.135726,-162743562.285383
0,400736255.783483,-245943242.082068,-154793013.701415
0,400617396.354051,-244460462.02841,-156156934.325641
0,400485182.209026,-240859364.519415,-159625817.689611
0,400404458.229838,-237258267.01042,-163146191.219418
0,391122932.916876,-231687556.711141,-159435376.205735
0,391004198.249047,-226116846.411863,-164887351.837184
0,390871955.388965,-219049953.387545,-171822002.00142
0,390791077.742805,-211983060.363227,-178808017.379579
0,381723142.315442,-204094487.441546,-177628654.873896
0,381604532.409216,-196205914.519865,-185398617.889351
0,381472260.834076,-188037601.353709,-193434659.480367
0,381391229.520945,-179869288.187553,-201521941.333392
0,373699679.949093,-171863709.715851,-201835970.233242
0,373581194.804471,-163858131.24415,-209723063.560321
0,373448894.514274,-156247528.181792,-217201366.332482
0,373367709.534171,-148636925.119433,-224730784.414737
0,364432254.811477,-141695465.321108,-222736789.490369
0,364313894.428458,-134754005.522782,-229559888.905675
0,364181565.423203,-128866891.019963,-235314674.40324
0,364100226.776129,-122979776.517144,-241120450.258985
0,352550490.109339,-118512826.442704,-234037663.666636
0,352432254.487924,-114045876.368263,-238386378.11966
0,352299896.767612,-110969761.852103,-241330134.915509
0,352218404.453565,-107893647.335942,-244324757.117624
0,341600331.18841,-105836902.617545,-235763428.570865
0,341482220.328598,-103780157.899148,-237702062.42945
0,341349833.893228,-102325585.018733,-239024248.874496
0,341268187.91221,-100871012.138317,-240397175.773893
0,332761915.815932,-99619862.0483145,-233142053.767618
0,332643929.717723,-98368711.9583118,-234275217.759411
0,332511514.567296,-96932681.546011,-235578833.021285
0,332429714.919307,-95496651.1337101,-236933063.785596
0,323487037.415954,-93656630.537901,-229830406.878053
0,323369176.079348,-91816609.9420919,-231552566.137256
0,323236732.213864,-89334121.1675785,-233902611.046286
0,323154778.898902,-86851632.393065,-236303146.505837
0,315718374.263589,-83976808.3239051,-231741565.939683
0,315600637.688586,-81101984.2547452,-234498653.433841
0,315468165.108045,-78199250.2163954,-237268914.89165
0,315386058.126112,-75296516.1780456,-240089541.948066
0,309378582.580984,-65593335.7894706,-243785246.791513
0,309260970.767585,-55890155.4008956,-253370815.366689
0,309128469.471986,-17202618.2442742,-291925851.227712
0,309046208.823081,21484918.9123472,-330531127.735428
0,301286173.845869,53401304.124339,-354687477.970208
0,301168686.794074,85317689.3363307,-386486376.130404
0,301036156.783417,120406701.367207,-421442858.150625
0,300953742.467541,155495713.398084,-456449455.865624
0,291555815.684601,168836144.437202,-460391960.121803
0,291438453.394408,182176575.476321,-473615028.870729
0,291305894.668695,252885876.903792,-544191771.572487
0,291223326.685846,323595178.331263,-614818505.01711
0,281248650.498181,358589358.549276,-639838009.047457
0,281131412.969592,393583538.767288,-674714951.73688
0,280998825.528821,443835894.727642,-724834720.256463
0,280916103.879001,494088250.687996,-775004354.566997
0,271691306.568752,493773542.019393,-765464848.588145
0,271574193.801767,493458833.35079,-765033027.152557
0,271441577.645939,491085151.135588,-762526728.781527
0,271358702.329147,488711468.920386,-760070171.249533
0,262414519.896559,484365921.160053,-746780441.056612
0,262297531.891177,480020373.39972,-742317905.290897
0,262164887.020291,473428450.50946,-735593337.529751
0,262081858.036527,466836527.619199,-728918385.655727
0,252556329.818393,458511085.3142,-711067415.132593
0,252439466.574614,450185643.009201,-702625109.583815
0,252306792.988671,440304710.845693,-692611503.834365
0,252223610.337936,430423778.682186,-682647389.020122
0,245808438.860986,419254504.491647,-665062943.352633
0,245691705.80653,408085230.301108,-653776936.107639
0,245559003.50553,396222820.623221,-641781824.128751
0,245475667.187823,384360410.945334,-629836078.133157
0,238732386.818179,372252491.866672,-610984878.684851
0,238615783.953047,360144572.78801,-598760356.741057
0,238483052.936989,348344553.962747,-586827606.899736
0,238399562.952311,336544535.137484,-574944098.089794
0,231944981.644887,325424434.076094,-557369415.72098
0,231828508.969078,314304333.014704,-546132841.983782
0,231695749.237963,303981840.667021,-535677589.904984
0,231612105.586313,293659348.319339,-525271453.905652
0,226362887.62782,284396199.592507,-510759087.220328
0,226246545.141336,275133050.865676,-501379596.007011
0,226113756.695163,267689821.756104,-493803578.451267
0,226029959.441869,260246592.646532,-486276552.088402
0,219294616.691966,254752807.247086,-474047423.939052
0,219178404.394805,249259021.847639,-468437426.242444
0,219045587.233575,245736160.581925,-464781747.8155
0,218961636.378638,242213299.316211,-461174935.694849
0,214310279.345209,239994588.687914,-454304868.033123
0,214194197.237372,237775878.059617,-451970075.296988
0,214061351.361084,236421104.995186,-450482456.356271
0,213977246.904503,235066331.930756,-449043578.835259
0,210677337.998844,234399457.08271,-445076795.081553
0,210561386.080329,233732582.234664,-444293968.314993
0,210428511.488985,233702892.614189,-444131404.103174
0,210344253.430761,233673202.993714,-444017456.424475
0,205694569.106457,234225903.13495,-439920472.241408
0,205578747.377266,234778603.276187,-440357350.653453
0,205445844.070865,235002132.063144,-440447976.134009
0,205361432.410997,235225660.850102,-440587093.261099
0,201345031.659758,234325050.764806,-435670082.424565
0,201229340.119891,233424440.679511,-434653780.799402
0,201096427.877585,231402309.321164,-432498737.198749
0,201011842.836921,229380177.962816,-430392020.799737
0,198437429.185532,226320768.680662,-424758197.866193
0,198321867.834988,223261359.398507,-421583227.233495
0,198188946.656778,219591579.275113,-417780525.931891
0,198104188.235317,215921799.151719,-414025987.387036
0,193553838.272764,212086846.899462,-405640685.172226
0,193438407.111544,208251894.647204,-401690301.758748
0,193305476.99743,204254767.19852,-397560244.19595
0,193220545.195172,200257639.749837,-393478184.945008
0,190698622.020506,196043632.22899,-386742254.249496
0,190583321.04861,191829624.708142,-382412945.756752
0,190450381.998592,187590289.735728,-378040671.73432
0,190365276.815537,183350954.763313,-373716231.57885
0,191267710.085468,179333994.873357,-370601704.958825
0,191152539.302895,175317034.983401,-366469574.286296
0,191019591.316973,171746496.653046,-362766087.970019
0,190934312.753121,168175958.322691,-359110271.075812
0,191335262.234519,165085109.731567,-356420371.966086
0,191220221.641269,161994261.140444,-353214482.781713
0,191087264.719443,159436790.474831,-350524055.194273
0,191001812.774794,156879319.809217,-347881132.584012
0,191172786.917463,154964572.057301,-346137358.974764
0,191057876.513537,153049824.305384,-344107700.818921
0,190924910.655807,151972662.825918,-342897573.481725
0,190839285.330362,150895501.346452,-341734786.676813
0,192521775.723154,150990866.090759,-343512641.813913
0,192406995.508552,151086230.835066,-343493226.343619
0,192274020.714918,152270362.154759,-344544382.869676
0,192188222.008676,153454493.474451,-345642715.483127
0,192564650.434516,155388705.281774,-347953355.71629
