"MarketCap","seasonal","trend","remainder"
0,192450000.409238,157322917.089096,-349772917.498334
0,192317016.679699,159605313.010831,-351922329.69053
0,192231044.59266,161887708.932566,-354118753.525226
0,192350495.036646,164183246.627727,-356533741.664373
0,192235975.200691,166478784.322888,-358714759.523579
0,192102982.535248,169201521.621016,-361304504.156265
0,192016837.067413,171924258.919145,-363941095.986558
0,194047632.595692,175739735.366504,-369787367.962196
0,193933242.94906,179555211.813864,-373488454.762923
0,193800241.347713,185091724.733193,-378891966.080906
0,193713922.499081,190628237.652522,-384342160.151602
0,197862919.044443,198110375.242334,-395973294.286777
0,197748659.587135,205592512.832146,-403341172.419281
0,197615649.049884,214660912.10988,-412276561.159764
0,197529156.820455,223729311.387613,-421258468.208068
0,201522423.57285,233672420.025399,-435194843.598249
0,201408294.304865,243615528.663185,-445023822.96805
0,201275274.83171,253823256.106474,-455098530.938185
0,201188609.221485,264030983.549764,-465219592.771248
0,206163631.161431,274257543.724217,-480421174.885649
0,206049632.08277,284484103.898671,-490533735.981441
0,205916603.673711,294422781.905496,-500339385.579208
0,205829764.682689,304361459.912322,-510191224.595011
287932.825,212203856.878739,313930399.096245,-525846323.149984
277566.6,212089987.989401,323499338.280167,-535311759.669569
258543.52,211956950.644438,332587123.301439,-544285530.425878
251208.875,211869938.272619,341674908.322711,-553293637.72033
252573.82955,214606214.132701,349960306.006223,-564313946.309375
251350.56,214492475.432687,358245703.689736,-572486828.562423
250552.5,214359429.15182,365511628.976968,-579620505.628788
254612.9785,214272243.399204,372777554.2642,-586795184.684904
253887.025,217643191.435774,378589496.161384,-595978800.572158
254574.79675,217529582.925083,384401438.058568,-601676446.186901
249414.75,217396527.708312,389063191.108422,-606210304.066734
249996.5,217309168.574899,393724944.158276,-610784116.233175
249739.2,222274795.315541,397758822.017888,-619783878.133429
266440.05,222161316.994174,401792699.877499,-623687576.821673
251446.894,222028252.841499,405522830.998953,-627299636.946451
251747.1,221940720.327289,409252962.120407,-630941935.347696
244463.995,228828242.238432,413218853.202028,-641802631.445459
246914.47,228714894.106388,417184744.283649,-645652723.920037
239284.55,228581821.017809,421572581.097487,-649915117.565295
246039.64,228494115.122802,425960417.911324,-654208493.394127
250883.2,234512206.325432,430736585.942028,-664997909.06746
242922.06,234398988.382712,435512753.972731,-669668820.295443
244021.752,234265906.358229,440675516.326129,-674697400.932358
246027.6,234178027.082426,445838278.679527,-679770278.161953
245020.113,238361077.96333,451305099.948457,-689421157.798787
245482.8,238247990.209934,456771921.217387,-694774428.627321
257951.78145,238114899.249546,462381427.567303,-700238375.035399
246598.2675,238026846.592946,467990933.917218,-705771182.242665
255534.65,242694387.361215,473677524.323583,-716116377.034797
699282.5,242581429.797142,479364114.729947,-721246262.027089
247934.26,242448329.90085,485412056.008512,-727612451.649362
244586.58,242360103.863454,491459997.287078,-733575514.570531
245308.245,246789652.643678,497899069.870547,-744443414.269225
252809.19145,246676825.268929,504338142.454016,-750762158.531495
256712.94,246543716.436733,510909111.356329,-757196114.853062
256868.235,246455317.01854,517480080.258642,-763678529.042181
255382.48,250955335.572121,523929906.775789,-774629859.86791
256863.6,250842638.386696,530379733.292936,-780965508.079632
256861.495,250709520.618596,536441804.947151,-786894464.070746
255815.04,250620947.819606,542503876.601365,-792869009.380971
255932.43655,252633041.031157,547955766.600366,-800332875.194973
256372.6981,252520474.035055,553407656.599366,-805671757.936321
259127.1265,252387347.331051,558093238.608251,-810221458.812802
257528.79,252298601.151264,562778820.617136,-814819892.9784
256847.256,250140323.016434,566731311.060539,-816614786.820972
257658.54415,250027886.209655,570683801.503941,-820454029.169446
257996.4387,249894750.569747,573598131.591157,-823234885.722204
255875.29,249805831.009163,576512461.678373,-826062417.397537
258853.1,248709573.09347,577740721.080174,-826191441.073645
263457.412,248597266.476015,578968980.481975,-827302789.54599
265151.04,248464121.900203,578171840.445076,-826370811.305279
267797.31,248375028.958823,577374700.408177,-825481932.057
370057.6,248896668.945872,574298194.177176,-822824805.523048
505584.1285,248784492.51774,571221687.946174,-819500596.335415
506574,248651339.006024,565667338.349512,-813812103.355536
550283.97,248562072.683847,560112988.75285,-808124777.466697
419532.3,248250900.533457,552445343.542146,-800276711.775603
403384.25,248138854.294649,544777698.331442,-792513168.376091
446853.75,248005691.847028,535472164.577525,-783031002.674553
507535,247916252.144055,526166630.823607,-773575347.967662
466187.55,244682240.754739,515454515.823838,-759670569.028577
448414.725,244570330.392682,504742400.824069,-748864316.491751
443322.3,244437159.009158,492839708.115543,-736833544.824701
441984,244347545.925387,480937015.407016,-724842577.332404
445778.85,238986755.636358,468239800.948275,-706780777.734633
473016.4,238874981.151053,455542586.489534,-693944551.240587
465155.75,238741800.831625,442252999.280459,-680529644.362083
474842.1095,238652014.367057,428963412.071384,-667140584.328941
829426,234086545.055674,414873976.124107,-648131095.179781
656385,233974906.447121,400784540.176829,-634103061.62395
833720,233841717.191788,385265255.427918,-618273252.619706
835734,233751757.346424,369745970.679007,-602661994.025431
837820.5935,227020896.651914,351828376.925009,-578011452.983423
844430.1,226909393.920111,333910783.17101,-559975746.991122
850711.89,226776195.728875,314497090.404426,-540422574.243301
883997.8,226686062.597714,295083397.637841,-520885462.435555
879191,218796351.874764,277682099.7995,-495599260.674264
871930,218684985.019713,260280801.961159,-478093856.980872
1229263.75,218551777.892572,243573687.368205,-460896201.510777
1057230.396,218461471.475614,226866572.77525,-444270813.854864
1077282.945,209029183.131122,187010336.992842,-394962237.178965
1305188.5,208917952.152823,147154101.210435,-354766864.863257
2256520.48695,208784736.089778,117189061.586985,-323717277.189813
1674657,208694256.387023,87224021.9635357,-294243621.350559
1528432.08,200208362.629646,66613487.589573,-265293418.139219
1212884.925,200097267.528098,46002953.2156103,-244887335.818708
1094244,199964042.529149,16535928.6136772,-215405727.142827
1146542.9,199873389.540598,-12931095.9882558,-185795750.652342
1373655,192841063.233478,-84540160.8022074,-106927247.431271
1372634.25,192730104.008682,-156149225.616159,-35208244.1425227
1301389.04,192596870.073829,-195851203.958329,4555722.9245005
1303487.295,192506043.79948,-235553182.3005,44350625.7960194
1294538,184606620.234245,-288377050.151259,105064967.917014
1344580.3635,184495796.886199,-341200918.002018,158049701.479319
1314478.4,184362561.994085,-355640687.730547,172592604.136462
1344008.95,184271554.455297,-370080457.459076,187152911.953779
1350617,175360914.797582,-385245164.946036,211234867.148453
1315614.6,175250227.326289,-400409872.432995,226475259.706707
1345212.75,175116991.476913,-403510015.788508,229738237.061595
1324888.4325,175025802.673685,-406610159.144021,232909244.902836
1327039.1565,167741475.673674,-536983198.476839,370568761.959666
1358155.5,167630924.079131,-667356237.809658,501083469.230526
1339135.35135,167497687.272494,-839557199.326794,673398647.40565
1342491.1395,167406317.204827,-1011758160.84393,845694334.778603
1318986.45,160213553.643317,-1032660898.75853,873766331.565209
1302963.75,160103137.925526,-1053563636.67312,894763462.497596
1068052.5,159969900.161628,-1053180088.72142,894278241.059789
1189137.5,159878348.829521,-1052796540.76971,894107329.440191
1216798.095,151787872.998102,-1050692893.83633,900121818.933229
1236791.19,151677593.157062,-1048589246.90295,898148444.935888
1125415,151544354.435902,-1045093157.4311,894674217.995195
1080225,151452621.839356,-1041597067.95924,891224671.119889
1087658.9,144775073.234047,-1035826152.52608,892138738.192035
1194954.34,144664929.269759,-1030055237.09292,886585262.16316
1155003.96,144531689.591338,-1021700871.05171,878324185.420372
988216.8,144439775.730352,-1013346505.0105,869894946.080149
1104012,135786643.303187,-1003264376.67715,868581745.373967
1108422,135676635.215651,-993182248.343808,858614035.128158
1107622.868,135543394.579968,-978766350.000986,844330578.289018
1121767.5,135451299.454542,-964350451.658163,830020919.703621
1205914.16,129982357.029971,-940282189.675667,811505746.805696
1203803.45,129872484.819186,-916213927.69317,787545246.323984
1250558.25,129739243.226241,-894139188.438714,765650503.462473
1223100.45,129646966.836376,-872064449.184258,743640582.797882
1229820.375,122993177.629909,-844882520.082913,723119162.828004
1355530,122883441.295875,-817700590.981567,696172679.685692
1329048.9645,122750198.745669,-799801153.209303,678380003.428134
1320835.65,122657741.091365,-781901715.437039,660564809.995675
1238525,117262023.780726,-767244264.220762,651220765.440037
1240400,117152423.323443,-752586813.004486,636674789.681043
1242425,117019179.815976,-739964247.104987,624187492.289011
1343798.52295,116926540.897232,-727341681.205488,611758938.831206
1321051.5,114586556.701938,-714718010.917873,601452505.715935
1398194,114477092.121407,-702094340.630257,589015442.508851
1505647.15,114343847.656678,-689988535.012152,577150334.505474
1503039.98985,114251027.473495,-677882729.394047,565134741.910402
1505499.98165,109293681.733996,-665935252.961208,558147071.208862
1508164.9455,109184353.030217,-653987776.52837,546311588.443653
1510854.855,109051107.608227,-641872958.702197,534332705.94897
1513324.9111,108958106.160604,-629758140.876024,522313359.626521
1514954.79345,624919007.373776,-617352218.047087,-6051834.53323936
1512645.8319,614200755.258431,-604946295.218149,-7741814.20838273
1514853.6,614079774.881743,-592074429.239959,-20490492.041784
1633699.2,613948162.79195,-579202563.261769,-33111900.330181
1641355.1136,613869937.252024,-565883346.234389,-46345235.9040347
1644318.2184,602466688.491175,-552564129.20701,-48258241.0657654
1677620.35,602345832.87609,-539034036.205083,-61634176.3210074
1680285.25,602214163.596426,-525503943.203155,-75029935.1432701
1790460,602135812.864342,-512159851.465211,-88185501.3991308
2075564.25,588320563.892156,-498815759.727268,-87429239.9148887
2310097.5,588199833.038674,-485920985.321681,-99968750.216993
2056860,588068106.569138,-473026210.916095,-112985035.653043
2060320,587989630.644897,-460850251.955995,-125079058.688903
2063780,574599494.148583,-448674292.995895,-123861421.152689
1998640.6275,574478888.056705,-437308399.479502,-135171847.949703
1760391.61,574347104.397297,-425942505.963109,-146644206.824188
1905303.75,574268503.280899,-415346859.323633,-157016340.207265
2285096,562986016.777054,-404751212.684158,-155949708.092896
2236167.84,562865535.446779,-394622854.426749,-166006513.18003
2314847.43,562733694.597499,-384494496.169339,-175924350.998161
2312061.3,562654968.288944,-374625869.549615,-185717037.439329
2221432.5,549040368.667145,-364757242.929892,-182061693.237253
2225576.25,548920012.098473,-355210157.516285,-191484278.332188
2189116.91,548788142.534137,-345663072.102678,-200935953.521459
2363760,548709262.558609,-336314905.263896,-210030597.294713
2346093.8,533977603.537211,-326966738.425114,-204664771.312098
2528880,533857371.730143,-317705832.410321,-213622659.319822
2638000,533725473.450749,-308444926.395528,-222642547.05522
5020702.5,533646439.80825,-299345185.431997,-229280551.876253
4446686.01195,520646786.64305,-290245444.468465,-225954656.162635
3975375,520526679.597584,-281243814.417878,-235307490.179706
4672800,520394752.603133,-272242184.367292,-243479768.235841
4876064.805,520315565.293662,-263493540.826298,-251945959.662364
4901668,506361751.225695,-254744897.285304,-246715185.940391
4835608.47,506241768.941833,-246663149.536665,-254743010.935169
4812120,506109813.232325,-238581401.788026,-262716291.444299
5007813.25,506030472.255882,-231594337.70927,-269428321.296612
5901940,492692646.433394,-224607273.630515,-262183432.802879
5409887.175,492572788.911135,-218748322.62225,-268414579.113886
5868512.055,492440804.486569,-212889371.613984,-273682920.817585
5826222,492361309.843155,-207942348.85744,-278592738.985715
5836266,480446171.603016,-202995326.100897,-271614579.502119
5874786.75,480326438.84236,-199138764.33798,-275312887.754381
5698435.959,480194425.702737,-195282202.575063,-279213787.168674
5711038.239,480114777.392351,-192726531.202828,-281677207.950523
5722380.291,467934551.272544,-190170859.830594,-272041311.15095
5566854,467814943.273492,-188773376.693811,-273474712.579681
5220511.9216,467682901.418811,-187375893.557027,-275086495.940183
4817041.44,467603099.441453,-187149637.550627,-275636420.450826
4770941.013,456296770.878208,-186923381.544227,-264602448.32098
5224192.5,456177287.640759,-187976487.356406,-262976607.784353
5233806.515,456045217.071021,-189029593.168585,-261781817.387436
5520950,455965261.426691,-191164910.942794,-259279400.483897
5470235.4945,444057330.240436,-193300228.717003,-245286866.028933
5325168,443937971.764591,-196320744.238319,-242292059.526271
5273357.8974,443805872.479795,-199341259.759635,-239191254.82276
5395043,443725763.168494,-203288434.175059,-235042285.993435
5290718.43,432433793.616547,-207235608.590482,-219907466.596065
5244730,432314559.902305,-211706036.142339,-215363793.759966
5249611.44,432182431.902452,-216176463.694196,-210756356.768255
5148326.6327,432102168.924179,-220650625.876517,-206303216.414962
5113241.209,421721260.204385,-225124788.058837,-191483230.936548
5115806.55,421602151.251746,-229231910.241924,-187254434.459822
5114430.72,421469994.536836,-233339032.425012,-183016531.391824
4989216.2705,421389577.891591,-236388813.01861,-180011548.602482
4916761.5,410501324.354328,-239438593.612207,-166145969.242121
5278534.78,410382340.163292,-240887567.136166,-164216238.247126
5210146.485,410250154.733325,-242336540.660125,-162703467.5882
5215051.6,410169584.421108,-241941359.202968,-163013173.618141
5109165,400736255.783483,-241546177.745811,-154080913.037672
5112876.6045,400617396.354051,-239038371.179497,-156466148.570054
5063210,400485182.209026,-236530564.613183,-158891407.595843
5012084,400404458.229838,-232040961.184283,-163351413.045555
4850600.91165,391122932.916876,-227551357.755382,-158720974.249844
4703309.6,391004198.249047,-221131365.241944,-165169523.407103
4514178.5,390871955.388965,-214711372.728506,-171646404.160459
4510573.77,390791077.742805,-207122688.861725,-179157815.111081
4580532.2172,381723142.315442,-199534004.994943,-177608605.103298
4875260,381604532.409216,-191391562.803044,-185337709.606173
5168880,381472260.834076,-183249120.611144,-193054260.222932
5118657,381391229.520945,-175108531.138364,-201164041.382581
5211306.75,373699679.949093,-166967941.665585,-201520431.533508
5165182.8,373581194.804471,-159176418.803971,-209239593.2005
4951333.625,373448894.514274,-151384895.942358,-217112664.946916
4625480,373367709.534171,-144128027.712614,-224614201.821556
4602771.75,364432254.811477,-136871159.482871,-222958323.578606
4645483.755,364313894.428458,-130418275.988068,-229250134.68539
4646625.745,364181565.423203,-123965392.493264,-235569547.184939
4636731.6115,364100226.776129,-118883654.948955,-240579840.215673
4659874.74,352550490.109339,-113801917.404646,-234088697.964693
4609887,352432254.487924,-110034334.439814,-237788033.04811
4150234,352299896.767612,-106266751.474982,-241882911.29263
4376644.8334,352218404.453565,-103741786.456422,-244099973.163744
4499067.465,341600331.18841,-101216821.437861,-235884442.285548
4688731.75,341482220.328598,-99420398.0810715,-237373090.497526
4510571.12,341349833.893228,-97623974.7242814,-239215288.048947
4465817.0554,341268187.91221,-96153840.3991682,-240648530.457642
4601886.3,332761915.815932,-94683706.074055,-233476323.441877
5292883.05,332643929.717723,-93127515.5166426,-234223531.15108
5910700,332511514.567296,-91571324.9592303,-235029489.608066
5563719,332429714.919307,-89694060.4042316,-237171935.515075
6458844.744,323487037.415954,-87816795.849233,-229211396.822721
6497675.25,323369176.079348,-85429510.4158454,-231441990.413503
6447992.25,323236732.213864,-83042224.9824578,-233746514.981406
7140184.935,323154778.898902,-79938408.0319389,-236076185.931964
7089663,315718374.263589,-76834591.0814199,-231794120.182169
7145353.71,315600637.688586,-73622336.9319927,-234832947.046594
7155236.385,315468165.108045,-70410082.7825656,-237902845.940479
7967757.6,315386058.126112,-65225225.552649,-242193074.973463
9278974.7,309378582.580984,-60040368.3227325,-240059239.558251
11696490,309260970.767585,-49854259.6425281,-247710221.125057
10218927.6,309128469.471986,-39668150.9623237,-259241390.909662
10409842.5,309046208.823081,-26391120.743819,-272245245.579262
11752162.5,301286173.845869,-13114090.5253144,-276419920.820555
15991955,301168686.794074,10671997.1462783,-295848728.940352
16320960,301036156.783417,34458084.817871,-319173281.601288
25124065.338,300953742.467541,72393302.2649996,-348222979.39454
24801146.5,291555815.684601,110328519.712128,-377083188.896729
21224261.25,291438453.394408,212896827.114631,-483111019.259039
21230019,291305894.668695,315465134.517134,-585541010.185828
21810792,291223326.685846,417742267.521124,-687154802.206971
21363300,281248650.498181,520019400.525115,-779904751.023296
22008277.25,281131412.969592,521721927.421732,-780845063.141324
22661390,280998825.528821,523424454.318349,-781761889.84717
23926500,280916103.879001,524859507.259762,-781849111.138763
24202510.65,271691306.568752,526294560.201175,-773783356.119928
32018740,271574193.801767,527490703.588845,-767046157.390612
37401642,271441577.645939,528686846.976515,-762726782.622453
36741126.5,271358702.329147,528523747.772435,-763141323.601582
52263672.5,262414519.896559,528360648.568356,-738511495.964915
55157305,262297531.891177,524832545.510655,-731972772.401832
53085667.5,262164887.020291,521304442.452954,-730383661.973245
52870425,262081858.036527,513502394.007241,-722713827.043768
52289118.7805,252556329.818393,505700345.561527,-705967556.599421
49190452.8,252439466.574614,495980623.053692,-699229636.828307
45920875,252306792.988671,486260900.545858,-692646818.534529
44498895,252223610.337936,475715169.005687,-683439884.343623
41458061.16,245808438.860986,465169437.465517,-669519815.166503
41582188,245691705.80653,454517456.058383,-658626973.864914
46969642.5,245559003.50553,443865474.65125,-642454835.65678
45499680,245475667.187823,433720808.107711,-633696795.295534
47568340,238732386.818179,423576141.564172,-614740188.382351
59244567,238615783.953047,414262364.014818,-593633580.967865
56729416,238483052.936989,404948586.465464,-586702223.402454
55620549.25,238399562.952311,396433883.960211,-579212897.662522
54192599.04,231944981.644887,387919181.454958,-565671564.059845
57454650,231828508.969078,380946820.588806,-555320679.557884
60716546.73,231695749.237963,373974459.722653,-544953662.230616
60104747.75,231612105.586313,371166477.118782,-542673834.955094
67751057.5,226362887.62782,368358494.51491,-526970324.642731
91804570,226246545.141336,367986147.436878,-502428122.578214
111958487,226113756.695163,367613800.358846,-481769070.054009
122368017.8,226029959.441869,368559894.237917,-472221835.879786
124102728,219294616.691966,369505988.116988,-464697876.808955
123166673,219178404.394805,370735756.178273,-466747487.573078
206495344.88,219045587.233575,371965524.239557,-384515766.593132
204176700,218961636.378638,371439653.221825,-386224589.600463
227258500,214310279.345209,370913782.204094,-357965561.549303
195141000,214194197.237372,368823693.582198,-387876890.81957
162849834,214061351.361084,366733604.960303,-417945122.321387
159956825,213977246.904503,364852693.913177,-418873115.81768
137276699,210677337.998844,362971782.866051,-436372421.864894
131084000,210561386.080329,361163139.056561,-440640525.136891
131022430,210428511.488985,359354495.247072,-438760576.736057
127454002.85,210344253.430761,357009087.611681,-439899338.192441
113233620,205694569.106457,354663679.97629,-447124629.082747
124477963.38,205578747.377266,352365716.044422,-433466500.041688
114612365,205445844.070865,350067752.112554,-440901231.183419
102570475,205361432.410997,348378788.02501,-451169745.436007
99795797.5,201345031.659758,346689823.937465,-448239058.097224
106285600,201229340.119891,345257694.512244,-440201434.632135
111469402.985,201096427.877585,343825565.087023,-433452589.979609
117258240,201011842.836921,342187944.934826,-425941547.771747
116794393.201,198437429.185532,340550324.782629,-422193360.767161
120206700,198321867.834988,337731366.14751,-415846533.982498
117135216,198188946.656778,334912407.512391,-415966138.169169
115817445,198104188.235317,330344475.501451,-412631218.736768
117314750,193553838.272764,325776543.490511,-402015631.763274
114115900,193438407.111544,320575234.743222,-399897741.854766
110836710.5,193305476.99743,315373925.995934,-397842692.493364
105652365,193220545.195172,310061484.346326,-397629664.541498
106791752.5,190698622.020506,304749042.696718,-388655912.217225
101178000,190583321.04861,299408336.778567,-388813657.827177
111424500,190450381.998592,294067630.860417,-373093512.859008
109846750,190365276.815537,289097870.221902,-369616397.037439
105856903.334,191267710.085468,284128109.583389,-369538916.334857
101625750,191152539.302895,279336914.204023,-368863703.506918
106345680,191019591.316973,274545718.824657,-359219630.14163
103202761.03,190934312.753121,269931429.796426,-357662981.519547
99505800.372,191335262.234519,265317140.768194,-357146602.630713
96305607.5,191220221.641269,261397376.094246,-356311990.235515
96073875,191087264.719443,257477611.420298,-352491001.13974
97551740,191001812.774794,254585595.660351,-348035668.435145
96299475,191172786.917463,251693579.900404,-346566891.817867
95461272,191057876.513537,249886088.966169,-345482693.479706
93720371.085,190924910.655807,248078598.031934,-345283137.60274
100754535,190839285.330362,247619645.113965,-337704395.444326
96331248,192521775.723154,247160692.195996,-343351219.91915
95745607.155,192406995.508552,248132286.028501,-344793674.382053
95845270.29,192274020.714918,249103879.861006,-345532630.285923
95816232,192188222.008676,250851641.402963,-347223631.411639
96352250.1079,192564650.434516,252599402.944921,-348811803.271537
101705310,192450000.409238,254843053.98762,-345587744.396857
99481680,192317016.679699,257086705.030319,-349922041.710018
97743568.5,192231044.59266,259434737.544325,-353922213.636985
96961200,192350495.036646,261782770.05833,-357172065.094977
95687130,192235975.200691,263451221.579598,-360000066.780289
95792010,192102982.535248,265119673.100865,-361430645.636113
103552070.015,192016837.067413,266538291.552882,-355003058.605295
94289725.86,194047632.595692,267956910.004899,-367714816.74059
93692027.5,193933242.94906,269631543.47458,-369872758.92364
91358090,193800241.347713,271306176.944262,-373748328.291975
80190145.2239,193713922.499081,274600144.71348,-388123921.988661
80705047.5,197862919.044443,277894112.482698,-395051984.027141
76930150,197748659.587135,284607509.897134,-405426019.484268
68600980,197615649.049884,291320907.311569,-420335576.361453
62288229.5,197529156.820455,299570833.574256,-434811760.894711
84859720,201522423.57285,307820759.836943,-424483463.409793
75130050,201408294.304865,319368537.509956,-445646781.814822
73767809.175,201275274.83171,330916315.18297,-458423780.83968
69613745.6504,201188609.221485,341721067.490548,-473295931.061633
70767075,206163631.161431,352525819.798126,-487922375.959558
79215586,206049632.08277,362936222.89695,-489770268.979721
83881572,205916603.673711,373346625.995775,-495381657.669486
80360439,205829764.682689,384006696.233768,-509476021.916457
79868400,212203856.878739,394666766.471762,-527002223.350501
82575753,212089987.989401,404348993.095877,-533863228.085278
83646096.5,211956950.644438,414031219.719992,-542342073.86443
83646640.2,211869938.272619,422459862.184787,-550683160.257406
82255968.5,214606214.132701,430888504.649582,-563238750.282283
81725530.95,214492475.432687,437703037.057856,-570469981.540544
81745030.5,214359429.15182,444517569.466131,-577131968.117951
81179400,214272243.399204,449204227.339857,-582297070.739061
78155789.796,217643191.435774,453890885.213583,-593378286.853357
73491530,217529582.925083,457084691.104456,-601122744.029539
65060431.5,217396527.708312,460278496.99533,-612614593.203641
67756878,217309168.574899,462514545.46247,-612066836.037369
67823996.96,222274795.315541,464750593.92961,-619201392.285151
65528572.5185,222161316.994174,467131356.942538,-623764101.418212
64520100,222028252.841499,469512119.955466,-627020272.796965
60626126.8328,221940720.327289,472211677.488775,-633526270.983264
61050573.315,228828242.238432,474911235.022084,-642688903.945516
62656143.21,228714894.106388,477721034.866313,-643779785.762701
61848869.4914,228581821.017809,480530834.710541,-647263786.23695
61000078.15,228494115.122802,483551612.418799,-651045649.391601
55222838.7035,234512206.325432,486572390.127057,-665861757.748989
54860615.788,234398988.382712,490057795.828435,-669596168.423147
52855548.5495,234265906.358229,493543201.529813,-674953559.338542
50193897,234178027.082426,497303833.13573,-681287963.218155
44950718.1254,238361077.96333,501064464.741646,-694474824.579576
53624840,238247990.209934,504979345.332244,-689602495.542177
51359201.1,238114899.249546,508894225.922841,-695649924.072387
45374375,238026846.592946,512950136.137905,-705602607.730851
43532325.0065,242694387.361215,517006046.352969,-716168108.707683
41394181,242581429.797142,521906069.979586,-723093318.776728
38080676,242448329.90085,526806093.606203,-731173747.507053
36597071.7,242360103.863454,532942366.445102,-738705398.608556
36478500,246789652.643678,539078639.284001,-749389791.927679
40890080,246676825.268929,545729827.478769,-751516572.747698
49662956.25,246543716.436733,552381015.673538,-749261775.860271
45994001.236,246455317.01854,559356423.209989,-759817738.992529
42696952.7365,250955335.572121,566331830.746441,-774590213.582062
41830862.1855,250842638.386696,572054140.189866,-781065916.391062
41524873,250709520.618596,577776449.633292,-786961097.251887
40390075,250620947.819606,582582622.620033,-792813495.439639
40134759.07,252633041.031157,587388795.606774,-799887077.567931
37744273.314,252520474.035055,591927267.7788,-806703468.499855
36738746.55,252387347.331051,596465739.950827,-812114340.731877
35445455.85,252298601.151264,600460293.088009,-817313438.389273
39465880,250140323.016434,604454846.225191,-815129289.241625
39133080,250027886.209655,607804963.312901,-818699769.522556
38133174,249894750.569747,611155080.40061,-822916656.970357
37541401.209,249805831.009163,613012100.221105,-825276530.021268
37237844.5,248709573.09347,614869120.0416,-826340848.63507
37235250,248597266.476015,614400386.990258,-825762403.466273
36564084.5,248464121.900203,613931653.938915,-825831691.339119
36001792.5,248375028.958823,611259016.251232,-823632252.710055
34131123,248896668.945872,608586378.563549,-823351924.509421
32635067.85,248784492.51774,603615221.640968,-819764646.308708
31696314.8235,248651339.006024,598644064.718387,-815599088.900911
30830033.4685,248562072.683847,591380936.333195,-809112975.548542
31347371.136,248250900.533457,584117807.948003,-801021337.34546
33185207.5,248138854.294649,574664546.159835,-789618192.954484
30711001.2,248005691.847028,565211284.371668,-782505975.018696
30257752.5,247916252.144055,553600278.894384,-771258778.538439
29167809.4815,244682240.754739,541989273.417101,-757503704.69034
28135216.686,244570330.392682,529401262.994461,-745836376.701144
21718680,244437159.009158,516813252.571822,-739531731.58098
19863795.042,244347545.925387,503832320.342433,-728316071.225821
18152299,238986755.636358,490851388.113045,-711685844.749403
20421502.157,238874981.151053,477540589.496489,-695994068.490542
24791415,238741800.831625,464229790.879934,-678180176.711558
25259808,238652014.367057,450985225.84599,-664377432.213047
24076640,234086545.055674,437740660.812046,-647750565.86772
22892568,233974906.447121,423715313.017901,-634797651.465021
21673248.4,233841717.191788,409689965.223755,-621858434.015543
23001278.335,233751757.346424,392866583.520889,-603617062.532313
24564671.25,227020896.651914,376043201.818022,-578499427.219936
28905466.859,226909393.920111,359846835.336774,-557850762.397885
27587022.463,226776195.728875,343650468.855525,-542839642.1214
25628187.2,226686062.597714,330603426.126326,-531661301.524039
25365195,218796351.874764,317556383.397126,-510987540.27189
26072620,218684985.019713,306955083.972427,-499567448.992139
25024894.4,218551777.892572,296353784.547727,-489880668.040299
24439088.135,218461471.475614,283985449.959255,-478007833.299869
24396802.5,209029183.131122,271617115.370782,-456249496.001905
23203332.5,208917952.152823,199836254.739408,-385550874.39223
23062650.38,208784736.089778,128055394.108033,-313777479.817811
24463249.5,208694256.387023,70216083.5927546,-254447090.479778
23757951.6,200208362.629646,12376773.0774766,-188827184.107123
22909950,200097267.528098,-14987542.2019911,-162199775.326107
22928250,199964042.529149,-42351857.4814588,-134683935.047691
23789945,199873389.540598,-48029767.2151678,-128053677.32543
23728578.15,192841063.233478,-53707676.9488768,-115404808.134602
23220859.5,192730104.008682,-65171204.6062346,-104338039.902447
20638487,192596870.073829,-76634732.2635924,-95323650.8102365
19965270,192506043.79948,-112892156.491635,-59648617.307845
19986502.722,184606620.234245,-149149580.719678,-15470536.7925666
18385518.645,184495796.886199,-165366128.097949,-744150.143250138
17708160,184362561.994085,-181582675.47622,14928273.4821353
19256294.4,184271554.455297,-423963911.429882,258948651.374585
17661281.5,175360914.797582,-666345147.383544,508645514.085962
18139885,175250227.326289,-666753189.156438,509642846.830149
18387047,175116991.476913,-667161230.929331,510431286.452419
19018875,175025802.673685,-667247621.56686,511240693.893175
19808640,167741475.673674,-667334012.20439,519401176.530716
19602253.125,167630924.079131,-702349379.564232,554320708.610101
19347375.7,167497687.272494,-737364746.924074,589214435.35158
19692406.44,167406317.204827,-784601241.225886,636887330.46106
23141353.95,160213553.643317,-831837735.527698,694765535.834381
22992169.75,160103137.925526,-918066668.575482,780955700.399956
24427630,159969900.161628,-1004295601.62327,868753331.461638
24436704.3,159878348.829521,-1016292605.50559,880850960.976073
24397802.5515,151787872.998102,-1028289609.38792,900899538.941321
23327083,151677593.157062,-1025492316.3698,897141806.212743
22882421,151544354.435902,-1022695023.35169,894033089.915785
23843832.5,151452621.839356,-1018088851.02521,890480061.685851
24116650,144775073.234047,-1013482678.69873,892824255.46468
24281370,144664929.269759,-1006027190.7089,885643631.439142
23826519.75,144531689.591338,-998571702.719075,877866532.877738
23858224,144439775.730352,-989280837.387187,868699285.656836
26551083,135786643.303187,-979989972.0553,870754411.752112
26277880.0585,135676635.215651,-967493540.314339,858094785.157189
25966050,135543394.579968,-954997108.573379,845419763.993411
25808668.9,135451299.454542,-938471213.382624,828828582.828082
